ClassID	ClassName	GiveItem	ItemName	RemoveProp
48113	MomsHairpin	None	<$>91429</>	AF_MomsHairpin
48114	TresureGolemPiece	None	<$>91431</>	AF_TGolemPiece
48115	ShePicture	None	<$>53801</>	AF_ShePicture
48116	RedCarriage	None	<$>91434</>	AF_RedCarriage
48117	CrystalFire	None	<$>91436</>	AF_CrystalFire
48118	ROBOR90	None	ROBO R 90	AF_ROBOR90
48119	Libertar	None	<$>92523</>	AF_Libertar
48120	Frio	None	<$>92525</>	AF_Frio
48121	BBrooch	None	<$>92527</>	AF_BBrooch
48122	Epaulet	None	<$>92529</>	AF_Epaulet
48123	Postcards	None	<$>94450</>	AF_Postcards
48124	Pick	None	<$>94452</>	AF_Pick
48125	Sketchbook	None	<$>37916</>	AF_Sketchbook
48126	WoodenSword	None	<$>94455</>	AF_WoodenSword
48127	MoonWalk	None	<$>94457</>	AF_MoonWalk
48128	MaryBroom	None	<$>97559</>	AF_MaryBroom
48129	IdgeNotebook	None	<$>97561</>	AF_IdgeNotebook
48130	BloodyBandage	None	<$>97563</>	AF_BloodyBandage
48131	TreasureMap	None	<$>97565</>	AF_TreasureMap
48132	MaideSymbol	None	<$>103833</>	None
48133	LorchWatch	None	<$>103835</>	AF_LorchWatch
48134	RingNecklace	None	<$>103837</>	AF_RingNecklace
48135	CalyceDagger	None	<$>39490</>	AF_CalyceDagger
48136	ProofOfValor	None	<$>103840</>	AF_ProofOfValor
48137	ProofOfGuardian	None	<$>103842</>	AF_ProofOfGuardian
48138	Mitten	None	<$>103844</>	AF_Mitten
48139	OldPhotos	None	<$>103846</>	AF_OldPhotos
48140	Limit_BLK	None	<$>103848</>	None
48141	Limit_MeleeATK	None	<$>103850</>	None
48142	Limit_STR	None	<$>103852</>	AF_Limit_STR
48143	Limit_MSPD	None	<$>103854</>	None
48144	Limit_ASPD	None	<$>103856</>	None
48145	Limit_AGI	None	<$>103858</>	AF_Limit_AGI
48146	Limit_MHP	None	<$>103860</>	None
48147	Limit_RHP	None	<$>103862</>	None
48148	Limit_CON	None	<$>103864</>	AF_Limit_CON
48149	Limit_ShootATK	None	<$>103866</>	None
48150	Limit_CRT	None	<$>103868</>	None
48151	Limit_DEX	None	<$>103870</>	AF_Limit_DEX
48152	Limit_MagicATK	None	<$>103872</>	None
48153	Limit_R_Magic	None	<$>103874</>	None
48154	Limit_INT	None	<$>103876</>	AF_Limit_INT
48155	Limit_BLK_Old	None	<$>103878</>	None
48156	Limit_MeleeATK_Old	None	<$>103880</>	None
48157	Limit_MSPD_Old	None	<$>103882</>	None
48158	Limit_ASPD_Old	None	<$>103884</>	None
48159	Limit_MHP_Old	None	<$>103886</>	None
48160	Limit_RHP_Old	None	<$>103888</>	None
48161	Limit_ShootATK_Old	None	<$>103890</>	None
48162	Limit_CRT_Old	None	<$>103892</>	None
48163	Limit_MagicATK_Old	None	<$>103894</>	None
48164	Limit_R_Magic_Old	None	<$>103896</>	None
48165	CallOfDuty	None	<$>103898</>	AF_CallOfDuty
48166	Bullet	None	<$>103900</>	AF_Bullet
48167	ErracCook	None	<$>103902</>	None
48168	CannonBall	None	<$>103904</>	AF_CannonBall
48169	WaterDiary	None	<$>103906</>	AF_WaterDiary
48170	LorenzoDairy	None	<$>103908</>	None
48171	PerruchoDiary	None	<$>103910</>	AF_PerruchoDiary
48172	ByRomina	None	<$>103912</>	AF_ByRomina
48173	MartialArtsBook	None	<$>103914</>	AF_MartialArtsBook
48174	BigTooth	None	<$>103916</>	AF_BigTooth
48175	MedalOfHonor	None	<$>103918</>	AF_MedalOfHonor
48176	TartHammer	None	<$>103920</>	AF_TartHammer
48177	EyeShadow	None	<$>103922</>	AF_EyeShadow
48178	EyePatch	None	<$>103924</>	AF_EyePatch
48179	Vocabulary	None	<$>103926</>	AF_Vocabulary
48180	RedBand	None	<$>109419</>	AF_RedBand
48181	NenaPortrait	None	<$>109421</>	AF_NenaPortrait
48182	HuntingTrident	None	<$>109423</>	AF_HuntingTrident
48183	CatherineHair	None	<$>109425</>	AF_CatherineHair
48184	Limit_Cast	None	<$>109427</>	None
48185	Limit_SummonAtk	None	<$>109429</>	None
48186	Limit_CHA	None	<$>109431</>	AF_Limit_CHA
48187	Limit_Cast_Old	None	<$>109433</>	None
48188	Limit_SummonAtk_Old	None	<$>109435</>	None
48189	Absinia_Warrior_Medal	None	<$>109437</>	AF_Absinia_Warrior_Medal
48190	Pirate_Flag	None	<$>109439</>	AF_Pirate_Flag
48191	Mustache_Brushe	None	<$>109441</>	AF_Mustache_Brushe
48192	Old_Argus_Stone	None	<$>113019</>	None
48193	Old_Sekhmet_Stone	None	<$>113021</>	None
48194	Old_Einschwer_Stone	None	<$>113023</>	None
48195	Old_Novia_Stone	None	<$>113025</>	None
48196	Argus_Stone	None	<$>113027</>	None
48197	Sekhmet_Stone	None	<$>113029</>	None
48198	Einschwer_Stone	None	<$>113031</>	None
48199	Novia_Stone	None	<$>113033</>	None
48200	SandglassOfSoul	None	<$>113035</>	AF_SandglassOfSoul
48201	Old_Armonia	None	<$>123375</>	None
48202	Armonia	None	<$>123377</>	None
48203	E_Armonia	None	<$>123379</>	AF_E_Armonia
48204	Old_Mementomori	None	<$>123381</>	None
48205	Mementomori	None	<$>123383</>	None
48206	E_Mementomori	None	<$>123385</>	AF_E_Mementomori
48207	Laura_SilverBullet	None	<$>123387</>	AF_Laura_SilverBullet
48208	FriendPicture	None	<$>80336</>	AF_FriendPicture
48209	BlackArmNeck	None	<$>132254</>	None
48210	BearskinArmPad	None	<$>135598</>	AF_BearskinArmPad
48211	SkullNecklace	None	<$>135600</>	AF_SkullNecklace
48212	YellowRibbon	None	<$>135602</>	AF_YellowRibbon
48213	BlackCape	None	<$>135604</>	AF_BlackCape
48214	SheepStatue_2015	None	<$>128393</>	None
48215	Viron_Event_Zenia	None	<$>140753</>	None
48216	Viron_Event_Berroniff	None	<$>140755</>	None
48217	Old_Truman_Watch	None	<$>140757</>	None
48218	Truman_Watch	None	<$>140759</>	None
48219	E_Truman_Watch	None	<$>140761</>	AF_E_Truman_Watch
48220	Old_Truman_Staff	None	<$>140763</>	None
48221	Truman_Staff	None	<$>140765</>	None
48222	E_Truman_Staff	None	<$>140767</>	AF_E_Truman_Staff
48223	Old_Truman_Brooch	None	<$>140769</>	None
48224	Truman_Brooch	None	<$>140771</>	None
48225	E_Truman_Brooch	None	<$>140773</>	AF_E_Truman_Brooch
48226	Old_stealheart	None	<$>150137</>	None
48227	Stealheart	None	<$>150139</>	None
48228	E_Stealheart	None	<$>143263</>	AF_E_Stealheart
48229	Old_stealshield	None	<$>150141</>	None
48230	Stealshield	None	<$>150143</>	None
48231	E_Stealshield	None	<$>143264</>	AF_E_Stealshield
48232	Old_stealmirror	None	<$>150145</>	None
48233	Stealmirror	None	<$>150147</>	None
48234	E_Stealmirror	None	<$>143265</>	AF_E_Stealmirror
48235	Panfilolunch	None	<$>150149</>	AF_Panfilolunch
48236	Dovebrooch	None	<$>150151</>	AF_Dovebrooch
48237	Oldwhiteroseduke	None	<$>150153</>	None
48238	Oldyelloweroseduke	None	<$>150155</>	None
48239	Oldpurpleroseduke	None	<$>150157</>	None
48240	Oldredroseduke	None	<$>150159</>	None
48241	Oldblueroseduke	None	<$>150161</>	None
48242	Whiteroseduke	None	<$>150163</>	None
48243	Yelloweroseduke	None	<$>150165</>	None
48244	Purpleroseduke	None	<$>150167</>	None
48245	Redroseduke	None	<$>150169</>	None
48246	Blueroseduke	None	<$>150171</>	None
48247	Elitewhiteroseduke	None	<$>143258</>	AF_Elitewhiteroseduke
48248	Eliteyelloweroseduke	None	<$>143259</>	AF_Eliteyelloweroseduke
48249	Elitepurpleroseduke	None	<$>143260</>	AF_Elitepurpleroseduke
48250	Eliteredroseduke	None	<$>143261</>	AF_Eliteredroseduke
48251	Eliteblueroseduke	None	<$>143262</>	AF_Eliteblueroseduke
48252	Queenofthering	None	<$>150174</>	AF_Queenofthering
48253	Symbolofvernie	None	<$>150176</>	AF_Symbolofvernie
48254	Oldtalosmagic	None	<$>163186</>	None
48255	Oldtalosshoot	None	<$>163188</>	None
48256	Oldtalosmelee	None	<$>163190</>	None
48257	Talosmagic	None	<$>163192</>	None
48258	Talosshoot	None	<$>163194</>	None
48259	Talosmeele	None	<$>163196</>	None
48260	Elitetalosmagic	None	<$>163198</>	AF_Elitetalosmagic
48261	Elitetalosshoot	None	<$>163200</>	AF_Elitetalosshoot
48262	Elitetalosmelee	None	<$>163202</>	AF_Elitetalosmelee
48263	Operationamy	None	<$>163204</>	AF_Operationamy
48264	OldLavidgallop	None	<$>176805</>	None
48265	OldLavidquickplay	None	<$>176806</>	None
48266	OldLavidprophecy	None	<$>176807</>	None
48267	Lavidgallop	None	<$>176808</>	None
48268	Lavidquickplay	None	<$>176809</>	None
48269	Lavidprophecy	None	<$>176810</>	None
48270	EliteLavidgallop	None	<$>176811</>	AF_EliteLavidgallop
48281	EliteLavidquickplay	None	<$>176812</>	AF_EliteLavidquickplay
48282	EliteLavidprophecy	None	<$>176813</>	AF_EliteLavidprophecy
48283	OldYufuegenshrewd	None	<$>176814</>	None
48284	OldYufuegenquiprotect	None	<$>176815</>	None
48285	OldYufuegenexpiation	None	<$>176816</>	None
48286	Yufuegenshrewd	None	<$>176817</>	None
48287	Yufuegenprotect	None	<$>176818</>	None
48288	Yufuegenexpiation	None	<$>176819</>	None
48289	EliteYufuegenshrewd	None	<$>176820</>	AF_EliteYufuegenshrewd
48290	EliteYufuegenprotect	None	<$>176821</>	AF_EliteYufuegenprotect
48291	EliteYufuegenexpiation	None	<$>176822</>	AF_EliteYufuegenexpiation
48500	SkyblueEaring	None	<$>150178</>	None
48501	Telekineticmagicring	None	<$>150180</>	None
48502	Ringofflamemagic	None	<$>150182</>	None
48503	Ringofmagicfreezing	None	<$>150184</>	None
48504	Ringofmagicblitz	None	<$>150186</>	None
48505	Skybluesilk	None	<$>150188</>	None
48506	Silkbeltofdefense	None	<$>150190</>	None
48507	Talismanofbard	None	<$>150192</>	None
48508	Proofofthewarrior	None	<$>150194</>	None
48509	Amulet_of_Prince	None	<$>150196</>	None
48510	The_extremity_of_Takeshi-broken	None	<$>150198</>	None
48511	The_height_of_the_magic-broken	None	<$>150200</>	None
48512	New_World_patience King_certificate	None	<$>150202</>	None
48513	Thi_Dad	None	<$>150204</>	None
48514	Proof_perseverance	None	<$>176823</>	None
48515	cursed_royal_tiara	None	<$>176824</>	None
48516	Kamen_diathesis	None	<$>176825</>	None
48517	BGS_backhand	None	<$>176826</>	None
48518	East_princess_Globe	None	<$>176827</>	None
48519	endure_coin	None	<$>176828</>	None
48520	Agility_medal	None	<$>176829</>	None
48521	Striker_hammer	None	<$>176830</>	None
48522	Symbol_of_great_evil	None	<$>176831</>	None
48523	Symbol_of_brutality	None	<$>176832</>	None
48524	Symbol_of_evil	None	<$>176833</>	None
48525	Regret_dictator	None	<$>176834</>	None
48526	Grudge_reaper	None	<$>176835</>	None
48527	Cooking	None	<$>176836</>	AF_Cooking
48528	BodyOil	None	<$>176837</>	AF_BodyOil
48529	IdentificationTag	None	<$>176838</>	AF_IdentificationTag
48530	ResearchDaily	None	<$>176839</>	AF_ResearchDaily
48531	StunGun	None	<$>176840</>	AF_StunGun
48532	CandyShell	None	<$>176841</>	AF_CandyShell
48533	ArtiMortar	None	<$>176842</>	AF_ArtiMortar
48534	ShipStatue	None	<$>176843</>	AF_ShipStatue
48535	HandMirror	None	<$>176844</>	AF_HandMirror
48536	MetalPuzzle	None	<$>176845</>	None
48543	DarkBloodRoseBroach	None	<$>193062</>	AF_DarkBloodRoseBroach
48544	SellenesDarkMemory	None	<$>193063</>	AF_SellenesDarkMemory
48545	SellenesDarkHeart	None	<$>193064</>	AF_SellenesDarkHeart
48546	DarkRosePiercings	None	<$>193065</>	AF_DarkRosePiercings
48547	BlackEagleEye	None	<$>193066</>	AF_BlackEagleEye
48548	BlackRoseRing	None	<$>193067</>	AF_BlackRoseRing
48549	BlackCloverLocket	None	<$>193068</>	AF_BlackCloverLocket
48550	SellenessRose	None	<$>193069</>	AF_SellenessRose
48551	RosesHeart	None	<$>193070</>	AF_RosesHeart
48552	MastersRedNut	None	<$>193071</>	AF_MastersRedNut
48553	MastersRedBolt	None	<$>193072</>	AF_MastersRedBolt
48554	ArucardRosePiercings	None	<$>193073</>	AF_ArucardRosePiercings
48555	BloodEagleEye	None	<$>193074</>	AF_BloodEagleEye
48556	BloodRoseRing	None	<$>193075</>	AF_BloodRoseRing
48557	BloodRoseLocket	None	<$>193076</>	AF_BloodRoseLocket
48558	Sellenessaegis	None	<$>193077</>	AF_Sellenessaegis
48559	MoonlightMastersNut	None	<$>193078</>	AF_MoonlightMastersNut
48560	MoonlightMastersBolt	None	<$>193079</>	AF_MoonlightMastersBolt
48561	LunarEclipsePiercings	None	<$>193080</>	AF_LunarEclipsePiercings
48562	MoonBrightNightEagleEye	None	<$>193081</>	AF_MoonBrightNightEagleEye
48563	DarkMoonSnipersRing	None	<$>193082</>	AF_DarkMoonSnipersRing
48564	CrescentLocket	None	<$>193083</>	AF_CrescentLocket
48565	SellenesNut	None	<$>193084</>	AF_SellenesNut
48566	SellenesBolt	None	<$>193085</>	AF_SellenesBolt
48567	FullMoonPiercings	None	<$>193086</>	AF_FullMoonPiercings
48568	GoddessesEye	None	<$>193087</>	AF_GoddessesEye
48569	MoonLightRing	None	<$>193088</>	AF_MoonLightRing
48570	GoddessesLocket	None	<$>193089</>	AF_GoddessesLocket
48571	MagicalToolBox	None	<$>193090</>	AF_MagicalToolBox
48572	MastersSpanner	None	<$>193091</>	AF_MastersSpanner
48573	MastersHammer	None	<$>193092</>	AF_MastersHammer
48574	ArucardEagleEye	None	<$>193093</>	AF_ArucardEagleEye
48575	ArucardRing	None	<$>193094</>	AF_ArucardRing
48576	ArucardLocket	None	<$>193095</>	AF_ArucardLocket
48577	EagleRing	None	<$>193096</>	AF_EagleRing
48578	EagleEyeLocket	None	<$>193097</>	AF_EagleEyeLocket
48579	SnipersLocket	None	<$>193098</>	AF_SnipersLocket
48583	Old_Orden_Sloth	None	<$>199298</>	None
48584	Orden_Sloth	None	<$>199299</>	None
48585	Elite_Orden_Sloth	None	<$>199300</>	AF_EliteOrdenSloth
48586	Old_Orden_Wrath	None	<$>199301</>	None
48587	Orden_Wrath	None	<$>199302</>	None
48588	Elite_Orden_Wrath	None	<$>199303</>	AF_EliteOrdenWrath
48589	Old_Orden_Greed	None	<$>199304</>	None
48590	Orden_Greed	None	<$>199305</>	None
48591	Elite_Orden_Greed	None	<$>199306</>	AF_EliteOrdenGreed
48592	Old_Orden_Envy	None	<$>199307</>	None
48593	Orden_Envy	None	<$>199308</>	None
48594	Elite_Orden_Envy	None	<$>199309</>	AF_EliteOrdenEnvy
48595	Old_Orden_Pride	None	<$>199310</>	None
48596	Orden_Pride	None	<$>199311</>	None
48597	Elite_Orden_Pride	None	<$>199312</>	AF_EliteOrdenPride
48292	Old_Ile_punishment	None	<$>204632</>	None
48293	Old_Arm_will	None	<$>204633</>	None
48294	Old_Bsa_resolve	None	<$>204634</>	None
48295	Old_Bfn_undaunted	None	<$>204635</>	None
48296	Ile_punishment	None	<$>204636</>	None
48297	Arm_will	None	<$>204637</>	None
48298	Bsa_resolve	None	<$>204638</>	None
48299	Bfn_undaunted	None	<$>204639</>	None
48300	Elite_Ile_punishment	None	<$>204640</>	AF_EliteIlepunishment
48301	Elite_Arm_will	None	<$>204641</>	AF_EliteArmwill
48302	Elite_Bsa_resolve	None	<$>204642</>	AF_EliteBsaresolve
48303	Elite_Bfn_undaunted	None	<$>204643</>	AF_EliteBfnundaunted
48304	Well_of_Perrucho	None	<$>214699</>	None
