ClassID	Group	ItemClassName	ItemCount	Notice
745	611	Recipe_Master_Boots_Leather	1	0
750	611	Recipe_Master_Boots_Soft	1	0
755	621	Recipe_Veterang_Earring	1	0
760	631	Recipe_Expert_Earring	1	0
765	641	Recipe_Master_Earring	1	0
770	651	Recipe_ArgusEarring_INT	1	0
775	661	Recipe_ArgusEarring_STR	1	0
780	671	Recipe_AbyssShadow_DEX	1	0
785	681	Recipe_AbyssRevelation_AGI	1	0
790	691	Recipe_RichKing_CHA	1	0
795	701	Recipe_Belt_ExpertSoft	1	0
800	701	Recipe_Belt_ExpertLeather	1	0
805	701	Recipe_Belt_ExpertMetal	1	0
810	711	Recipe_Belt_VeteranSoft	1	0
815	711	Recipe_Belt_VeteranLeather	1	0
820	711	Recipe_Belt_VeteranMetal	1	0
825	721	Recipe_Belt_MasterSoft	1	0
830	721	Recipe_Belt_MasterLeather	1	0
835	721	Recipe_Belt_MasterMetal	1	0
840	731	Recipe_DrangonBelt	1	0
845	741	Recipe_NeckVeteran_MELEE_5	1	0
850	741	Recipe_NeckVeteran_SHOOT_5	1	0
855	741	Recipe_NeckVeteran_RMAGIC_5	1	0
860	751	Recipe_NeckExpert_MELEE_7	1	0
865	751	Recipe_NeckExpert_SHOOT_7	1	0
870	751	Recipe_NeckExpert_RMAGIC_7	1	0
875	761	Recipe_NeckMaster_MELEE_10	1	0
880	761	Recipe_NeckMaster_SHOOT_10	1	0
885	761	Recipe_NeckMaster_RMAGIC_10	1	0
890	771	Recipe_Kobold_Dagger	1	0
895	771	Recipe_Kobold_Sword	1	0
900	771	Recipe_Kobold_SkullSword	1	0
905	771	Recipe_Kobold_Axe	1	0
910	771	Recipe_Kobold_Shield	1	0
915	771	Recipe_Kobold_Torchlight	1	0
920	771	Recipe_WereBear_Poleaxe	1	0
925	771	Recipe_WereBear_Mance	1	0
930	771	Recipe_WereBear_Cannon	1	0
935	771	Recipe_WereBear_Star	1	0
940	771	Recipe_Dullahan_Halberd	1	0
945	771	Recipe_Dullahan_Sword	1	0
950	771	Recipe_Dullahan_Pistol	1	0
955	771	Recipe_Dullahan_Shield	1	0
960	771	Recipe_Dullahan_Claymore	1	0
965	781	Recipe_Tarot_TheFool_Elite	1	0
970	781	Recipe_Tarot_TheMagician_Elite	1	0
975	781	Recipe_Tarot_TheHighPriestess_Elite	1	0
980	781	Recipe_Tarot_TheEmpress_Elite	1	0
985	781	Recipe_Tarot_TheEmperor_Elite	1	0
990	781	Recipe_Tarot_TheHierophant_Elite	1	0
995	781	Recipe_Tarot_TheLovers_Elite	1	0
1000	781	Recipe_Tarot_TheChariot_Elite	1	0
1005	781	Recipe_Tarot_Strenght_Elite	1	0
1010	781	Recipe_Tarot_TheHermit_Elite	1	0
1015	781	Recipe_Tarot_WheelOfFortune_Elite	1	0
1020	781	Recipe_Tarot_TheJustice_Elite	1	0
1025	781	Recipe_Tarot_TheHangedMan_Elite	1	0
1030	781	Recipe_Tarot_Death_Elite	1	0
1035	781	Recipe_Tarot_Temperance_Elite	1	0
1040	781	Recipe_Tarot_TheDevil_Elite	1	0
1045	781	Recipe_Tarot_TheTower_Elite	1	0
1050	781	Recipe_Tarot_TheStar_Elite	1	0
1055	781	Recipe_Tarot_TheMoon_Elite	1	0
1060	781	Recipe_Tarot_TheSun_Elite	1	0
1065	781	Recipe_Tarot_Judgement_Elite	1	0
1070	791	Recipe_Marcia_Polearm	1	0
1075	791	Recipe_Testormento_Blunt	1	0
1080	791	Recipe_Veilant_THSword	1	0
1085	801	Recipe_GlacialCrystal	1	0
1090	801	Recipe_TheGrimWraith_Elite	1	0
1095	801	Recipe_DemonSlayer_Elite	1	0
1100	801	Recipe_TheBlackDragon_Elite	1	0
1105	801	Recipe_TheGrimStick_Elite	1	0
1110	801	Recipe_TheBehemoth_Elite	1	0
1115	801	Recipe_TheLeviathan_Elite	1	0
1120	801	Recipe_TheZiz_Elite	1	0
1125	801	Recipe_SchivarlierArmor_Elite	1	0
1130	811	Recipe_PurityOfAldebarn	1	0
1135	811	Recipe_ImpulseOfReAlgedi	1	0
1140	811	Recipe_PassionOfRegulus	1	0
1145	811	Recipe_ShrewdOfAltair	1	0
1150	811	Recipe_TempestOfAquarius	1	0
1155	811	Recipe_CriticismOfSpica	1	0
1160	811	Recipe_WillOfAcubens	1	0
1165	811	Recipe_LeadershipOfHamal	1	0
1170	811	Recipe_InsightOfAntares	1	0
1175	811	Recipe_IntuitionOfAlRischa	1	0
1180	811	Recipe_RiposteOfArachne	1	0
1185	811	Recipe_ReliefOfDeneb	1	0
1190	811	Recipe_JudgmentOfBynw	1	0
1195	811	Recipe_DelusionOfkaras	1	0
1200	811	Recipe_BlunderLykaon	1	0
1205	811	Recipe_HowlCallisto	1	0
1210	811	Recipe_ThewitsGemini	1	0
1215	811	Recipe_BalanceLibra	1	0
1220	811	Recipe_TheDelphinus	1	0
1225	811	Recipe_FirePalermp	1	0
1230	811	Recipe_LghtRotanev	1	0
1235	811	Recipe_IceSualocin	1	0
1240	811	Recipe_AccuracyOfPegasus	1	0
1245	811	Recipe_Hestia	1	0
1250	811	Recipe_Naiads	1	0
1255	821	Recipe_Devil_Shield	1	0
1260	821	Recipe_Devil_Tool	1	0
1265	821	Recipe_Devil_Controller	1	0
1270	821	Recipe_Devil_Pendant	1	0
1275	831	Recipe_BoneFrameArmor_Veteran	1	0
1280	831	Recipe_RescueSuit_Veteran	1	0
1285	831	Recipe_CrimalMetallicSuit_Veteran	1	0
1290	831	Recipe_DragoonCoat_Veteran	1	0
1295	831	Recipe_PantheraJaquette_Veteran	1	0
1300	831	Recipe_LaVentisca_Veteran	1	0
1305	841	Recipe_LeNoir_FGT	1	0
1315	841	Recipe_LeNoir_MUS	1	0
1325	841	Recipe_LeNoir_WAR	1	0
1330	851	Recipe_Piernoente_FGT_Veteran	1	0
1335	851	Recipe_Inviardeco_SCT_Veteran	1	0
1340	851	Recipe_Camaryllis_MUS_Veteran	1	0
1345	851	Recipe_Calienalbino_WIZ_Veteran	1	0
1350	851	Recipe_Geniaruleano_WAR_Veteran	1	0
1355	861	Recipe_LeBlancFGT2	1	0
1370	861	Recipe_LeBlancMUS2	1	0
1375	861	Recipe_LeBlancWAR2	1	0
1380	871	Recipe_Arcanero_FGT_Veteran	1	0
1385	871	Recipe_Variltorta_MUS_Veteran	1	0
1390	871	Recipe_Clarcana_SCT_Veteran	1	0
1395	871	Recipe_Deinclian_WIZ_Veteran	1	0
1400	871	Recipe_Ruidestencia_WAR_Veteran	1	0
1405	881	Recipe_LeNoir_FGT_Elite	1	0
1415	881	Recipe_LeNoir_MUS_Elite	1	0
1425	881	Recipe_LeNoir_WAR_Elite	1	0
1430	881	Recipe_GeneralPlate	1	0
1435	891	Recipe_GreekCroma_LeatherFGT	1	0
1445	891	Recipe_GreekCroma_CoatMUS	1	0
1455	891	Recipe_GreekCroma_Robe	1	0
1460	901	Recipe_CastillaFate_Metal	1	0
1465	911	Ring_Earthtremor_1	1	0
1470	911	Ring_PentaTrain_1	1	0
1475	911	Ring_Vortexlash_1	1	0
1480	911	Ring_SlashDown_1	1	0
1485	911	Ring_Guardian_1	1	0
1490	911	Ring_PommelBeat_1	1	0
1495	911	Ring_StunningSkewer_1	1	0
1500	911	Ring_HexenDropper_1	1	0
1505	911	Ring_DustDevil_1	1	0
1510	911	Ring_GladiatorsBane_1	1	0
1515	911	Ring_ViolenceShootingstar_1	1	0
1520	911	Ring_Fente_1	1	0
1525	911	Ring_SeptEtoile_1	1	0
1530	911	Ring_BalestraFente_1	1	0
1535	911	Ring_CentEnnuyer_1	1	0
1540	911	Ring_Tete_1	1	0
1545	911	Ring_Evasion_1	1	0
1550	911	Ring_AttaqueComposee_1	1	0
1555	911	Ring_EsquiveTouch_1	1	0
1560	911	Ring_Eclabousser_1	1	0
1565	911	Ring_LArcEnCiel_1	1	0
1570	911	Ring_ParadeRiposte_1	1	0
1575	911	Ring_CrescentMoon_1	1	0
1580	911	Ring_GrindCutter_1	1	0
1585	911	Ring_Assassinate_1	1	0
1590	911	Ring_CrossPenetration_1	1	0
1595	911	Ring_Charge_1	1	0
1600	911	Ring_VerticalSlash_1	1	0
1605	911	Ring_Skyliner_1	1	0
1610	911	Ring_SweetDreamer_1	1	0
1615	911	Ring_ArmorCrasher_1	1	0
1620	911	Ring_Brandish_1	1	0
1625	911	Ring_QuartoTaglio_1	1	0
1630	911	Ring_DreadWorm_1	1	0
1635	911	Ring_Genocide_1	1	0
1640	911	Ring_Fury_1	1	0
1645	911	Ring_BlandirCadena_1	1	0
1650	911	Ring_GiganteMarcha_1	1	0
1655	911	Ring_TierraChoque_1	1	0
1660	911	Ring_Arpon_1	1	0
1665	911	Ring_PalanxLocura_1	1	0
1670	911	Ring_CientoPenetrar_1	1	0
1675	911	Ring_RajarenRecta_1	1	0
1680	911	Ring_DagaVenenosa_1	1	0
1685	911	Ring_BaileSoleares_1	1	0
1690	911	Ring_LigeraVentaja_1	1	0
1695	911	Ring_IlimitadaSierra_1	1	0
1700	911	Ring_AttaqueDevolver_1	1	0
1705	911	Ring_VientoIncierta_1	1	0
1710	911	Ring_GuerraDeBaile_1	1	0
1715	911	Ring_MiembroFantasma_1	1	0
1720	911	Ring_PistolShot_1	1	0
1725	911	Ring_DeadlyInfinitum_1	1	0
1730	911	Ring_IntoTheHell_1	1	0
1735	911	Ring_PlumBulletShot_1	1	0
1740	911	Ring_DoubleFiring_1	1	0
1745	911	Ring_Zeroin_1	1	0
1750	911	Ring_Westraid_1	1	0
1755	911	Ring_QuickandDead_1	1	0
1760	911	Ring_BloodyOverdrive_1	1	0
1765	911	Ring_RestinPeace_1	1	0
1770	911	Ring_Birdfall_1	1	0
1775	911	Ring_BlindFlash_1	1	0
1780	911	Ring_Headshot_1	1	0
1785	911	Ring_Undercovering_1	1	0
1790	911	Ring_PrecisionStrike_1	1	0
1795	911	Ring_ChargingShot_1	1	0
1800	911	Ring_Pierce_1	1	0
1805	911	Ring_ExecutionShooter_1	1	0
1810	911	Ring_MenaceShot_1	1	0
1815	911	Ring_Implosion_1	1	0
1820	911	Ring_Claymore_1	1	0
1825	911	Ring_CannonShot_1	1	0
1830	911	Ring_Wagenlenker_1	1	0
1835	911	Ring_SiegecannonShot_1	1	0
1840	911	Ring_BayonetAssault_1	1	0
1845	911	Ring_CrouchingKick_1	1	0
1850	911	Ring_StrikesBack_1	1	0
1855	911	Ring_Web_1	1	0
1860	911	Ring_Earthquake_1	1	0
1865	911	Ring_Apocalypse_1	1	0
1870	911	Ring_SpiritualShield_1	1	0
1875	911	Ring_AntimagicShell_1	1	0
1880	911	Ring_ProtectionField_1	1	0
1885	911	Ring_DispellMagic_1	1	0
1890	911	Ring_Sandmann_1	1	0
1895	911	Ring_MagicalPiercing_1	1	0
1900	911	Ring_Ritardi_1	1	0
1905	911	Ring_InvisibleStalker_1	1	0
1910	911	Ring_Reverse_1	1	0
1915	911	Ring_PhotonSplash_1	1	0
1920	911	Ring_HoleofDarkness_1	1	0
1925	911	Ring_Fireball_1	1	0
1930	911	Ring_BurningHands_1	1	0
1935	911	Ring_FlameGround_1	1	0
1940	911	Ring_HellBreath_1	1	0
1945	911	Ring_InfernalFlames_1	1	0
1950	911	Ring_MeteoStrikes_1	1	0
1955	911	Ring_FreezingSphere_1	1	0
1960	911	Ring_ChillingTouch_1	1	0
1965	911	Ring_FrostCloud_1	1	0
1970	911	Ring_Deluge_1	1	0
1975	911	Ring_RefrigerWaves_1	1	0
1980	911	Ring_AbsoluteZero_1	1	0
1985	911	Ring_Blizzard_1	1	0
1990	911	Ring_Lightning_1	1	0
1995	911	Ring_ElectricCharger_1	1	0
2000	911	Ring_Shockwaves_1	1	0
2005	911	Ring_Tornado_1	1	0
2010	911	Ring_ThunderStorm_1	1	0
2015	911	Ring_ChainLightning_1	1	0
2020	911	Ring_EnchantedArm_1	1	0
2025	911	Ring_ElementalStrife_1	1	0
2030	911	Ring_Recover_1	1	0
2035	911	Ring_Resuscitation_1	1	0
2040	911	Ring_CureAll_1	1	0
2045	911	Ring_MassCure_1	1	0
2050	911	Ring_Intensify_1	1	0
2055	911	Ring_Fortify_1	1	0
2060	911	Ring_Acceleration_1	1	0
2065	911	Ring_Meditation_1	1	0
2070	911	Ring_Detection_1	1	0
2075	911	Ring_CriticalDisease_1	1	0
2080	911	Ring_InvisibleString_1	1	0
2085	911	Ring_Explosion_1	1	0
2090	911	Ring_BuildFence_1	1	0
2095	911	Ring_BuildTurret_1	1	0
2100	911	Ring_BuildSafetyWard_1	1	0
2105	911	Ring_BuildRegenWard_1	1	0
2110	911	Ring_BuildSiegeTurret_1	1	0
2115	911	Ring_ControlWalter_1	1	0
2120	911	Ring_ControlLloyd_1	1	0
2125	911	Ring_ControlHelena_1	1	0
2130	911	Ring_ControlSasha_1	1	0
2135	911	Ring_ControlVictor_1	1	0
2140	911	Ring_BuildSpikeTrap_1	1	0
2145	911	Ring_BuildRotateBlade1_1	1	0
2150	911	Ring_BuildSteamWard_1	1	0
2155	911	Ring_BuildRotateBlade2_1	1	0
2160	911	Ring_BlazingUpper_1	1	0
2165	911	Ring_Lionheart_1	1	0
2170	911	Ring_AtomicPhoenixBomber_1	1	0
2175	911	Ring_Birdfall_1_1	1	0
2180	911	Ring_BlindFlash_1_1	1	0
2185	911	Ring_Headshot_1_1	1	0
2190	911	Ring_Undercovering_1_1	1	0
2195	911	Ring_PrecisionStrike_1_1	1	0
2200	911	Ring_ChargingShot_1_1	1	0
2205	911	Ring_Pierce_1_1	1	0
2210	911	Ring_ExecutionShooter_1_1	1	0
2215	911	Ring_QuattroFiring1_1	1	0
2220	911	Ring_SnapShots_1	1	0
2225	911	Ring_TripleFiring_1	1	0
2230	911	DullAttack_1	1	0
2235	911	CompleteProtection_1	1	0
2240	911	Tremendous_1	1	0
2245	911	MassiveCharge_1	1	0
2250	911	ArmeBullet_1	1	0
2255	911	CroixFente_1	1	0
2260	911	EntrerEnLiches_1	1	0
2265	911	MortelEternity_1	1	0
2270	911	HighlanderSoul_1	1	0
2275	911	UltimateDash_1	1	0
2280	911	Decision_1	1	0
2285	911	RapidReach_1	1	0
2290	911	Allegretto_1	1	0
2295	911	PiercingBreeze_1	1	0
2300	911	Zenith_1	1	0
2305	911	GloomShot_1	1	0
2310	911	BlazingShot_1	1	0
2315	911	RoarShot_1	1	0
2320	911	HeavySmashing_1	1	0
2325	911	Glint_1	1	0
2330	911	IncisingAttack_1	1	0
2335	911	ShootingStar_1	1	0
2340	911	MagicBarrier_1	1	0
2345	911	IgnoreHarm_1	1	0
2350	911	Invulnerable_1	1	0
2355	911	HowlingofHeaven_1	1	0
2360	911	Confusion_1	1	0
2365	911	Enervation_1	1	0
2370	911	Curse_1	1	0
2375	911	StoneDisease_1	1	0
2380	911	Firewall_1	1	0
2385	911	LavaPlasma_1	1	0
2390	911	BlazingPillar_1	1	0
2395	911	VolcanicEruption_1	1	0
2400	911	FrozenField_1	1	0
2405	911	ColdPlasma_1	1	0
2410	911	GlacialLance_1	1	0
2415	911	FrigidStroke_1	1	0
2420	911	ChargedVolt_1	1	0
2425	911	ElectricPlasma_1	1	0
2430	911	LightningBlast_1	1	0
2435	911	FrenzyThunder_1	1	0
2440	911	Retrench_1	1	0
2445	911	ScopeExtension_1	1	0
2450	911	AdvancedCast_1	1	0
2455	911	RefreshMind_1	1	0
2460	911	Ring_Sprint_1	1	0
2465	911	Ring_Elbowflash_1	1	0
2470	911	Ring_Intensesoaring_1	1	0
2475	911	Ring_Willofwarrior_1	1	0
2480	911	Ring_Atomictigersmash_1	1	0
2485	911	Ring_CallTurryDog_1	1	0
2490	911	Ring_SummonHillGiant_1	1	0
2495	911	Ring_SummonArarat_1	1	0
2500	911	Ring_SummonTreasureGolem_1	1	0
2505	911	Ring_SummonTachyon_1	1	0
2510	911	Ring_SummonIronArarat_1	1	0
2515	911	Ring_ContreAttaque_1	1	0
2520	911	Ring_SoulOfGim_1	1	0
2525	911	Ring_Summon_GrimReaper_B_1	1	0
2530	911	Ring_Summon_GrimReaper_W_1	1	0
2535	911	Ring_FrostIgnition_1	1	0
2540	911	Ring_TempestKick_1	1	0
2545	911	Ring_EnhancedFrostbite_1	1	0
2550	911	Ring_AtomicGlacialStrikes_1	1	0
2555	911	Ring_ChapterofWind_1	1	0
2560	911	Ring_ChapterofEarth_1	1	0
2565	911	Ring_Triskelion_1	1	0
2570	911	Ring_SaberCharge_1	1	0
2575	911	Ring_SuspenseViolation_1	1	0
2580	911	Ring_TearingAlternate_1	1	0
2585	911	Ring_SharpScythe_1	1	0
2590	911	Ring_EnergeticBoom_1	1	0
2595	911	Ring_SavageHash_1	1	0
2600	911	Ring_DemonicDischarge_1	1	0
2605	911	Ring_Belladonna_1	1	0
2610	911	Ring_Girandole_1	1	0
2615	911	Ring_SonicSlice_1	1	0
2620	911	Ring_FeralTooth_1	1	0
2625	911	Ring_AnkleShot_1	1	0
2630	911	Ring_BarrageShot_1	1	0
2635	911	Ring_Clincher_1	1	0
2640	911	Ring_ExeedShooting_1	1	0
2645	911	Ring_SappingShot_1	1	0
2650	911	Ring_Octetstream_1	1	0
2655	911	Ring_DancingRevolver_1	1	0
2660	911	Ring_Desperados_1	1	0
2665	911	Ring_Glitter_1	1	0
2670	911	Ring_BlowBack_1	1	0
2675	911	Ring_SlugBullet_1	1	0
2680	911	Ring_StealBaton_1	1	0
2685	911	Ring_CrazyRhapsody_1	1	0
2690	911	Ring_SilentCradlesong_1	1	0
2695	911	Ring_RhythmandBlues_1	1	0
2700	911	Ring_Requiem_1	1	0
2705	911	Ring_ShiningBallade_1	1	0
2710	911	Ring_EnduranceMelody_1	1	0
2715	911	Ring_RhythmofSpellbreak_1	1	0
2720	911	Ring_Orpheus_1	1	0
2725	911	Ring_AtomicDragonExplosion_1	1	0
2730	911	Ring_BreathofHuynmoo_1	1	0
2735	911	Ring_HalfmoonKick_1	1	0
2740	911	Ring_UltraTigerStrike_1	1	0
2745	911	Ring_HwoarangsSpirits_1	1	0
2750	911	Ring_CatsEye_1	1	0
2755	911	Ring_PoisonVolt_1	1	0
2760	911	Ring_ExplosionVolt_1	1	0
2765	911	Ring_FanwiseShots_1	1	0
2770	911	Ring_DarkJudgement_1	1	0
2775	911	Ring_RisingSwing_1	1	0
2780	911	Ring_TurningBash_1	1	0
2785	911	Ring_DeathBlow_1	1	0
2790	911	Ring_SergeantBreak_1	1	0
2795	911	Ring_MinerShot_1	1	0
2800	911	Ring_CannonBumper_1	1	0
2805	911	Ring_MajorShot_1	1	0
2810	911	Ring_Summon_Bearworker_1	1	0
2815	911	Ring_HawkEye_1	1	0
2820	911	Ring_SubmachineShots_1	1	0
2825	911	Ring_HoldShots_1	1	0
2830	911	Ring_BurstShots_1	1	0
2835	911	Ring_SilentMove_1	1	0
2840	911	Ring_Espadadelarocation_1	1	0
2845	911	Ring_EspadadelViento_1	1	0
2850	911	Ring_Dragante_1	1	0
2855	911	Ring_SaltosdeAtaques_1	1	0
2860	911	Ring_Rapida_1	1	0
2865	911	Ring_VampiricObsession_1	1	0
2870	911	Ring_Insanity_1	1	0
2875	911	Ring_DeathCrest_1	1	0
2880	911	Ring_EternalTempest_1	1	0
2885	911	Ring_Destino_1	1	0
2890	911	Ring_Provoke_1	1	0
2895	911	Ring_Reflection_1	1	0
2900	911	Ring_HealingAuto_1	1	0
2905	911	Ring_Concentrate_1	1	0
2910	911	Ring_ManaActivation_1	1	0
2915	911	Ring_TornadoVortex_1	1	0
2920	911	Ring_DragonKick_1	1	0
2925	911	Ring_AtomicCrazyRush_1	1	0
2930	911	Ring_DeepStraight_1	1	0
2935	921	Arondight_Elite	1	0
2940	921	RafaelSabre_Elite	1	0
2945	921	Calabrone_Elite	1	0
2950	921	GeneralSabre_Elite	1	0
2955	921	Earthcracker_Elite	1	0
2960	921	Kaladbolg_Elite	1	0
2965	921	Broinac_Elite	1	0
2970	921	MuerteBalada_Elite	1	0
2975	921	MisticKnife_Elite	1	0
2980	921	Poignard_Elite	1	0
2985	921	Knuckle2_Elite	1	0
2990	921	StormLegGuard_Elite	1	0
2995	921	MustangStrider_Elite	1	0
3000	921	ClaudeNiquet_Elite	1	0
3005	921	SniperRifle_Elite	1	0
3010	921	TheFinisher_Elite	1	0
3015	921	Clayshooter_Elite	1	0
3020	921	ImperialShooter_Elite	1	0
3025	921	Peacemaker_Elite	1	0
3030	921	RoyalGuardian_Elite	1	0
3035	921	MantisRod_Elite	1	0
3040	921	StaffofSimurgh_Elite	1	0
3045	921	PlutoBracelet_Elite	1	0
3050	921	NeptuneBracelet_Elite	1	0
3055	921	UranosBracelet_Elite	1	0
3060	921	Lute_Elite	1	0
3065	921	CrossBow_Elite	1	0
3070	921	PaladinMace_Elite	1	0
3075	921	SilverJavelin_Elite	1	0
3080	921	BayonetSharpsrifle_Elite	1	0
3085	921	ShaftHammer1	1	0
3090	921	Pizarro1	1	0
3095	921	BayonetDragonhunter1	1	0
3100	921	Pendant_Basic	1	0
3105	921	Pendant_AR1	1	0
3110	921	Pendant_DR1	1	0
3115	921	Controller_Basic	1	0
3120	921	Controller_AR1	1	0
3125	921	Controller_DR1	1	0
3130	921	Tool_Basic	1	0
3135	921	Tool_AR1	1	0
3140	921	Tool_DR1	1	0
3145	931	RingMail_Elite	1	0
3150	931	CamisadeSoldado_Elite	1	0
3155	931	LaranjaEPreto_Elite	1	0
3160	931	FieldPlate_Elite	1	0
3165	931	Graciegote_Elite	1	0
3170	931	Albaes_Elite	1	0
3175	931	Striform_Elite	1	0
3180	931	PlutoRobe_Elite	1	0
3185	931	NeptuneRobe_Elite	1	0
3190	931	UranosRobe_Elite	1	0
3195	931	Elementalist_Elite	1	0
3200	931	Alegrias_Elite	1	0
3205	941	LeBlancFGT2	1	0
3220	941	LeBlancMUS2	1	0
3225	941	LeBlancWAR2	1	0
3230	945	LeBlancFGT3	1	0
3245	945	LeBlancMUS3	1	0
3250	945	LeBlancWAR3	1	0
3255	945	LeBlancPlateFGT3	1	0
