BackPoint	ClassID	ClassName	ConsumeItem	ConsumeItemCount	ItemGroupClass	Point
0	368	auto06_easy_Box	0	0	GLimit_auto06_easy_Box	0
0	369	auto06_normal_Box	0	0	GLimit_auto06_normal_Box	0
0	370	auto06_hard_Box	0	0	GLimit_auto06_hard_Box	0
0	371	auto10_Box	0	0	GLimit_auto10_Box	0
0	372	auto10M_Box	0	0	GLimit_auto10M_Box	0
0	373	auto10E_Box	0	0	GLimit_auto10E_Box	0
0	374	auto14_Box	0	0	GLimit_auto14_Box	0
0	375	auto15_Box	0	0	GLimit_auto15_Box	0
0	376	auto07_Box	0	0	GLimit_auto07_Box	0
0	377	Colony_Reward_Box_SP	0	0	GLimit_Colony_Reward_Box_SP	0
0	378	xmas2015_02BOX	0	0	GLimit_2015xmas02_h	0
0	379	Colony_Reward_Box2	0	0	GLimit_Colony2	0
0	380	PvPSPRewardBox	0	0	GLimit_PvPRewardBox	0
0	381	Colony_Reward_Box_WPvP	0	0	GLimit_Colony_Box_WPvP	0
0	382	Colony_Reward_Box_Normal	0	0	GLimit_Colony3	0
0	383	Bedel_box	0	0	GLimit_Bedelbox	0
0	384	PvPSSPRewardBox	0	0	GLimit_PvPRewardBoxSP	0
0	385	ELDevil_accbox	0	0	GLimit_ELDevil_accbox	0
0	386	HP_artifact_box	0	0	GLimit_HP_artifact_box	0
0	387	WindShogun_accbox	0	0	GLimit_WindShogun_accbox	0
0	388	endmontoro_box	0	0	GLimit_endofmontoro_BOX	0
0	389	Kei_box	0	0	GLimit_Kei_box	0
0	390	revelation_box_gods	0	0	GLimit_revelation_box_gods	0
0	391	Verniehall_E_box	0	0	GLimit_Verniehall_E	0
0	392	Verniehall_H_box	0	0	GLimit_Verniehall_H	0
0	393	Verniehall_VH_box	0	0	GLimit_Verniehall_VH	0
0	394	Lucifer_Castle_Box	0	0	GLimit_Lucifer_Castle_Box	0
0	395	Brilliant_Doubtful_Box	0	0	GLimit_Brilliant_Doubtful_Box	0
0	396	Blackish_shining_doubtful_box	0	0	GLimit_Blackish_shining_doubtful_box	0
0	397	The_root_box	0	0	GLimit_The_root_box	0
0	398	arm_reid_box	0	0	GLimit_arm_reid_box	0
0	399	BahamarRaid_Reward_Box	0	0	GLimit_BahamarRaid_Reward	0
0	400	mission_ballsite_Box	0	0	GLimit_mission_ballsite_Box	0
0	401	Btl_bedelRaid_Reward_Box	0	0	GLimit_Btl_bedelRaid_Reward	0
