AiRange	AutoCheck	AutoDuel	BgName	BgmPlayList	ChangeChannel	Channel	ChaseLimit	ClassID	ClassName	CliqueWar	ColBan	ColGenX	ColGenY	ColGenZ	ColonyEXP	ColonyX	ColonyY	ColonyZ	Continent	DefGenPosX	DefGenPosY	DefGenPosZ	Desc	DropItem1Freq	DropItem1ID	DropItem2Freq	DropItem2ID	DropItem3Freq	DropItem3ID	DropItem4Freq	DropItem4ID	DropItem5Freq	DropItem5ID	DropItem6Freq	DropItem6ID	DropItem7Freq	DropItem7ID	EnablePK	EngName	FlagCount	GetRestart	HeldWepn	HideEnemyPhrase	Info	IsAutoMission	ItemGroup	ItemPriorityTime	ItemViewDist	LeaveTime	LoadingImg	LockWarp	LockWarpCommLV	LockWarpSaveId	MapTitleFont1	MapTitleFont2	MinimapFile	MinimapLength	MinimapOffsetX	MinimapOffsetY	Mission	MonCache	MonViewDist	MonsterDropBlock	MovableZone	Name	NewPVPRule	NoMIC	Note	PartyBuff	PartyWar	PcCache	PcViewDist	QuestMission	QuestWarp	RecallRequestAble	RecallTakeAble	RewardEXPBM	RewardItemBM	SaveWarp	Thumbnail	TokName	TriggerViewDist	Tutorial	Type	UseAIAnyWhere	UseGlobalDrop	UseInitScp	UseItemCoolDown	UseReturnScroll	UseTeleportScroll	UserShop	ViewMiddleRange	ViewRange	WarGroup	WayPointX	WayPointY	WayPointZ	WorldMapName	ZoneItem	ZoneScript	vsMon	vsPC
2500	FALSE	FALSE	reb_itemshop	Mission	TRUE	3	5	16	gm_zone	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	0	0	0	<$>47319</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	GM's Room	3	None	FALSE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	mission_shop2.jpg	3000	0	0	FALSE	TRUE	3200	FALSE	None	<$>47319</>	0	0	<$>47318</>	TRUE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	FALSE	1	1	FALSE	thumb_reb_itemshop.jpg	reb_itemshop	6000	FALSE	CITY	NO	0	0	1	FALSE	FALSE	TRUE	4000	6000	0	0	0	0	reb_basic_btn	None	None	FALSE	FALSE
2500	FALSE	FALSE	gm_event_zone	Reception_Hall	FALSE	3	5	17	event_zone	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	1.52	668.923	47.815	<$>47320</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Event Zone	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	None	17490.443	-2.834	673.273	FALSE	TRUE	3200	FALSE	None	<$>47320</>	0	0	<$>47320</>	FALSE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	FALSE	1	0.2	FALSE	thumb_gm_event_zone.jpg	gm_event_zone	6000	FALSE	TRUCEWORLD	NO	0	0	1	FALSE	FALSE	FALSE	4000	6000	0	1.52	668.923	47.815	None	None	None	TRUE	FALSE
1000	FALSE	FALSE	arena_city	City_Tuto	FALSE	1	5	18	city_tuto	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	-2664	-1527	1043	<$>47321</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Startonia	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	None	0	0	0	FALSE	TRUE	3200	FALSE	None	<$>47321</>	0	0	<$>47321</>	FALSE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	FALSE	0	0	FALSE	thumb_arena_city.jpg	city_tuto	6000	TRUE	TRUCEWORLD	NO	0	0	1	FALSE	FALSE	FALSE	4000	6000	0	665	353	894	None	None	None	TRUE	FALSE
1000	FALSE	FALSE	screenshot_zone	City_Tuto	FALSE	1	5	19	screenshot_zone	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	4853	4997	0	<$>72005</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	ScreenShot Zone	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	None	0	0	0	FALSE	TRUE	3200	FALSE	None	<$>72005</>	0	0	<$>72005</>	FALSE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	FALSE	0	0	FALSE	None	screenshot_zone	6000	FALSE	PARTYWAR	NO	0	0	1	FALSE	FALSE	FALSE	4000	6000	0	0	0	0	None	None	None	TRUE	FALSE
35000	FALSE	FALSE	coim_basic	Mission	FALSE	0	5	20	mission_sales1	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	8202	8713	-1087	<$>87102</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Elisabet's Picture Sales : Huge Lucky	3	None	FALSE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	None	26200	152.808	9907.191	TRUE	TRUE	3200	FALSE	None	<$>87101</>	0	0	<$>87101</>	TRUE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	FALSE	0.1	1	FALSE	thumb_dummy.jpg	coim_basic	6000	FALSE	MISSION	NO	1	0	1	FALSE	FALSE	FALSE	4000	6000	0	8202	8713	-1087	None	None	None	TRUE	TRUE
35000	FALSE	FALSE	coim_basic	Mission	FALSE	0	5	21	mission_sales2	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	8202	8713	-1087	<$>87104</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Elisabet's Picture Sales : Lucky	3	None	FALSE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	None	26200	152.808	9907.191	TRUE	TRUE	3200	FALSE	None	<$>87103</>	0	0	<$>87103</>	TRUE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	FALSE	0.1	1	FALSE	thumb_dummy.jpg	coim_basic	6000	FALSE	MISSION	NO	1	0	1	FALSE	FALSE	FALSE	4000	6000	0	8202	8713	-1087	None	None	None	TRUE	TRUE
35000	FALSE	FALSE	coim_basic	Mission	FALSE	0	5	22	mission_sales3	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	8202	8713	-1087	<$>87106</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Elisabet's Picture Sales : Unlucky	3	None	FALSE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	None	26200	152.808	9907.191	TRUE	TRUE	3200	FALSE	None	<$>87105</>	0	0	<$>87105</>	TRUE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	FALSE	0.1	1	FALSE	thumb_dummy.jpg	coim_basic	6000	FALSE	MISSION	NO	1	0	1	FALSE	FALSE	FALSE	4000	6000	0	8202	8713	-1087	None	None	None	TRUE	TRUE
35000	FALSE	FALSE	coim_basic	Mission	FALSE	0	5	23	mission_sales4	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	8202	8713	-1087	<$>87108</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Elisabet's Picture Sales : Battle	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	None	26200	152.808	9907.191	TRUE	TRUE	3200	FALSE	None	<$>87107</>	0	0	<$>87107</>	TRUE	FALSE	TRUE	3000	FALSE	FALSE	FALSE	FALSE	0.1	1	FALSE	thumb_dummy.jpg	coim_basic	6000	FALSE	MISSION	NO	1	0	1	FALSE	FALSE	FALSE	4000	6000	0	8202	8713	-1087	None	None	None	TRUE	TRUE
35000	FALSE	FALSE	beraroom	Mission	FALSE	0	5	30	mission_room_kano	FALSE	0	0	0	0	1	0	0	0	Orpesia	0	0	-3	<$>90516</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Kano Room	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	mission_bera.jpg	4090	-115	40	TRUE	TRUE	3200	FALSE	None	<$>90516</>	0	0	mission_room_kano	TRUE	FALSE	TRUE	3000	TRUE	FALSE	FALSE	FALSE	0.1	1	FALSE	None	beraroom	6000	FALSE	MISSION	NO	0	0	1	FALSE	FALSE	FALSE	4000	6000	0	0	0	-3	None	None	None	TRUE	TRUE
35000	FALSE	FALSE	screenshot_zone	Mission	FALSE	1	5	31	mission_kano	FALSE	0	0	0	0	1	0	0	0	Orpesia	4853	4997	0	<$>90517</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Heart of Kano	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	None	0	0	0	TRUE	TRUE	3200	FALSE	None	<$>90517</>	0	0	<$>90517</>	TRUE	FALSE	TRUE	3000	TRUE	FALSE	FALSE	FALSE	0.1	0	FALSE	None	screenshot_zone	6000	FALSE	MISSION	NO	0	0	1	FALSE	FALSE	FALSE	4000	6000	0	0	0	0	None	None	None	TRUE	TRUE
2500	FALSE	FALSE	arm_basic	arm_basic	FALSE	3	5	50	arm_basic	FALSE	0	0	0	0	1	0	0	0	Orpesia	0	-1053	-24	<$>104410</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Cite de Armonia	0	None	FALSE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	arm_basic.jpg	39275	0	0	FALSE	TRUE	4000	FALSE	fld_arm,arm_cathedral,arm_dunbasic	<$>104410</>	0	0	<$>104410</>	TRUE	FALSE	TRUE	4000	FALSE	TRUE	FALSE	TRUE	1	1	TRUE	thumb_arm_basic.jpg	arm_basic	6000	FALSE	CITY	NO	0	0	1	TRUE	TRUE	TRUE	4000	6000	0	0	-1053	-24	arm_basic_btn	None	None	FALSE	FALSE
1000	FALSE	FALSE	dun_arm01_movie01	Reboldoeux	FALSE	3	5	51	dun_arm01_movie01	FALSE	0	0	0	0	1	0	0	0	Orpesia	-26	-4461	485	<$>110806</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Armonia Movie	0	None	FALSE	0	None	FALSE	None	30000	1500	0	None	FALSE	0	0	white_38_ol	white_22_ol	reb_basic.jpg	0	0	0	TRUE	TRUE	4000	FALSE	None	<$>110806</>	0	0	<$>110805</>	TRUE	FALSE	TRUE	4000	FALSE	FALSE	FALSE	FALSE	0.1	1	TRUE	thumb_reb_basic.jpg	dun_arm01_movie01	4000	FALSE	MISSION	NO	0	0	1	FALSE	FALSE	FALSE	2500	4000	0	-26	-4461	485	reb_basic_btn	None	None	FALSE	FALSE
2500	FALSE	FALSE	arm_cathedral	arm_cathedral	FALSE	3	5	52	arm_cathedral	FALSE	0	0	0	0	1	0	0	0	Orpesia	34	1912	-16	<$>110808</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Armonia, Cathedral	0	None	FALSE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	arm_cathedral.jpg	36930.398	0	-2250	FALSE	TRUE	4000	FALSE	arm_basic	<$>110808</>	0	0	<$>110807</>	TRUE	FALSE	TRUE	4000	FALSE	TRUE	FALSE	TRUE	1	1	TRUE	thumb_arm_cathedral.jpg	arm_cathedral	6000	FALSE	CITY	NO	0	0	1	TRUE	TRUE	TRUE	4000	6000	0	34	1912	-16	arm_basic_btn	None	None	FALSE	FALSE
2500	FALSE	FALSE	fld_arm	fld_arm	FALSE	3	5	53	fld_arm	FALSE	0	0	0	0	1	0	0	0	Orpesia	1840	346	10	<$>110809</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Armonia, Anillo	0	None	FALSE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_arm.jpg	15529.521	-2358.939	637.2	FALSE	TRUE	4000	FALSE	bst_lab,btl_arm01,arm_basic	<$>110809</>	0	0	<$>110809</>	TRUE	FALSE	TRUE	4000	FALSE	TRUE	FALSE	FALSE	1	1	TRUE	thumb_fld_arm.jpg	fld_arm	6000	FALSE	CITY	NO	0	0	1	FALSE	FALSE	TRUE	4000	6000	0	34	1912	-16	arm_basic_btn	None	None	FALSE	FALSE
2500	TRUE	FALSE	btl_arm01	btl_arm	FALSE	3	5	54	btl_arm01	FALSE	0	0	0	0	1	0	0	0	Orpesia	-23119	-3537	2172	<$>110810</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Armonia, Latina	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_arm01.jpg	60645	-600	100	FALSE	TRUE	4000	FALSE	fld_arm,btl_bedel01	<$>110810</>	0	0	<$>110810</>	TRUE	FALSE	TRUE	4000	FALSE	TRUE	FALSE	TRUE	1	1	TRUE	thumb_btl_arm01.jpg	btl_arm01	6000	FALSE	PARTYWAR	NO	0	0	1	FALSE	TRUE	TRUE	4000	6000	0	-23119	-3537	2172	arm_basic_btn	None	None	TRUE	TRUE
2500	TRUE	FALSE	dun_arm01	dun_arm	FALSE	3	5	55	dun_arm01	FALSE	0	0	0	0	1	0	0	0	Orpesia	-8701	-9888	29	<$>110811</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Armonia, Encerrar	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_arm01.jpg	57546	0	-9709.399	FALSE	TRUE	4000	FALSE	arm_dunbasic,dun_arm02	<$>110811</>	0	0	<$>110811</>	TRUE	FALSE	TRUE	4000	FALSE	TRUE	FALSE	TRUE	1	1	FALSE	thumb_dun_arm01.jpg	dun_arm01	6000	FALSE	PARTYWAR	NO	0	0	1	FALSE	TRUE	TRUE	4000	6000	0	-8716	-9826	50	arm_basic_btn	None	None	TRUE	TRUE
2500	FALSE	FALSE	arm_apostadero	arm_dunbasic	FALSE	3	5	56	arm_dunbasic	FALSE	0	0	0	0	1	0	0	0	Orpesia	-16453	2382	-9	<$>110812</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Armonia, Apostadero	3	None	FALSE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	arm_apostadero.jpg	18551.734	-13413.053	2195.847	FALSE	TRUE	4000	FALSE	arm_basic,dun_arm01	<$>110812</>	0	0	<$>110812</>	TRUE	FALSE	TRUE	4000	FALSE	TRUE	FALSE	TRUE	1	1	TRUE	thumb_arm_apostadero.jpg	arm_apostadero	6000	FALSE	CITY	NO	0	0	1	TRUE	TRUE	FALSE	4000	6000	0	-16453	2382	-9	arm_basic_btn	None	None	FALSE	FALSE
2500	TRUE	FALSE	dun_arm01	dun_arm	TRUE	3	5	57	dun_arm01_cash	FALSE	0	0	0	0	1	0	0	0	Orpesia	-8701	-9888	29	<$>112753</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Armonia, Ancient Encerrar	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_arm01.jpg	57546	0	-9709.399	FALSE	TRUE	4000	FALSE	None	<$>112753</>	0	0	<$>112753</>	TRUE	FALSE	TRUE	4000	FALSE	FALSE	FALSE	TRUE	1	1	FALSE	thumb_dun_arm01.jpg	dun_arm01	6000	FALSE	TRUCEWORLD	NO	0	0	1	TRUE	TRUE	FALSE	4000	6000	0	-8716	-9826	50	arm_basic_btn	None	CHECK_CASHBUFF_ARM	TRUE	FALSE
2500	TRUE	FALSE	dun_arm02	dun_arm	FALSE	3	5	58	dun_arm02	FALSE	0	0	0	0	1	0	0	0	Orpesia	0	17480	100	<$>118656</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Armonia, El Templo del Caos	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_arm02.jpg	43260	0	1526.08	FALSE	TRUE	4000	FALSE	dun_arm01,dun_arm03,dun_arm04	<$>118656</>	0	0	<$>118656</>	TRUE	FALSE	TRUE	4000	FALSE	TRUE	FALSE	TRUE	1	1.3	FALSE	thumb_dun_arm02.jpg	dun_arm02	6000	FALSE	PARTYWAR	NO	0	0	1	FALSE	TRUE	TRUE	4000	6000	0	0	0	0	arm_basic_btn	None	None	TRUE	TRUE
2500	TRUE	FALSE	dun_arm03	dun_arm	FALSE	3	5	59	dun_arm03	FALSE	0	0	0	0	1	0	0	0	Orpesia	11	-9449	2005	<$>118656</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Armonia, Gloria	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_arm03.jpg	32700	0	1856.727	FALSE	TRUE	4000	FALSE	dun_arm02	<$>123687</>	0	0	<$>123687</>	TRUE	FALSE	TRUE	4000	FALSE	TRUE	FALSE	TRUE	1	1.3	FALSE	thumb_dun_arm03.jpg	dun_arm03	6000	FALSE	PARTYWAR	NO	0	0	1	FALSE	TRUE	TRUE	4000	6000	0	0	0	0	arm_basic_btn	None	None	TRUE	TRUE
2500	TRUE	FALSE	dun_arm04	dun_arm	FALSE	3	5	60	dun_arm04	FALSE	0	0	0	0	1	0	0	0	Orpesia	12	-21561	1995	<$>126183</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Armonia, Viego	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_arm04.jpg	35793	0	-8914.575	FALSE	TRUE	4000	FALSE	dun_arm02	<$>126183</>	0	0	<$>126183</>	TRUE	FALSE	TRUE	4000	FALSE	TRUE	FALSE	TRUE	1	1.3	FALSE	thumb_dun_arm04.jpg	dun_arm04	6000	FALSE	PARTYWAR	NO	0	0	1	FALSE	TRUE	TRUE	4000	6000	0	0	0	0	arm_basic_btn	None	None	TRUE	TRUE
