ASTD	ATK	AttachEffectIndex	AttachModelIndex	BLK	BlkSound	BlowSound	Bone	ClassID	ClassName	DEAD	DIE1	DN	DeadEffect	DieSound	DyingTime	Gender	HIT	HitDummy	HitSound	Hits	IDL	IdleSound	Job	Mass	Name	NumSet	OriginalDEADAni	PICK	PreDelay	RUN	RootNode	SET	STD	SelfHitEffect	SkillAni	TargetHitEffect	TopDummy	UP1	VarKDType	WLK
monster_cockatries_astd	monster_cockatries_atk	None	None	None	None	monster_cockatries_blow.ogg	monster_cockatries_set	10019	Monster_LittleHorn_Amber	None	monster_cockatries	monster_cockatries	mon_dead01	monster_cockatries_die.ogg	0	M	monster_cockatries_hit	Bip01 Spine1	monster_cockatries_hit.ogg	2	monster_cockatries_idl	None	1	1	<$>48551</>	1	NO	None	0	monster_cockatries_run	Bip01	monster_cockatries_set	monster_cockatries_std	HIT_Blood_cockatries	None	None	Bip01 Head	monster_cockatries	0	monster_cockatries_wlk
monster_leafingcroc_astd	monster_leafingcroc_atk	None	None	None	None	monster_leafingcroc_blow.ogg	monster_leafingcroc_set	10020	Mission_LittleCroc	None	monster_leafingcroc	monster_leafingcroc	mon_dead01	monster_leafingcroc_die.ogg	0	M	monster_leafingcroc_hit	Bip01 Spine2	monster_leafingcroc_hit.ogg	2	monster_leafingcroc_idl	None	1	1	<$>48553</>	1	NO	None	0	monster_leafingcroc_run	Bip01	monster_leafingcroc_set	monster_leafingcroc_std	HIT_Blood_Human	None	None	Bip01 Head	monster_leafingcroc	0	monster_leafingcroc_wlk
monster_leafingcroc_astd	monster_leafingcroc_atk	None	None	None	None	monster_leafingcroc_blow.ogg	monster_leafingcroc_set	10021	Monster_LittleCroc	None	monster_leafingcroc	monster_leafingcroc	mon_dead01	monster_leafingcroc_die.ogg	0	M	monster_leafingcroc_hit	Bip01 Spine2	monster_leafingcroc_hit.ogg	2	monster_leafingcroc_idl	None	1	1	<$>48554</>	1	NO	None	0	monster_leafingcroc_run	Bip01	monster_leafingcroc_set	monster_leafingcroc_std	HIT_Blood_Human	None	None	Bip01 Head	monster_leafingcroc	0	monster_leafingcroc_wlk
monster_leafingcroc_astd	monster_leafingcroc_atk	None	None	None	None	monster_leafingcroc_blow.ogg	monster_leafingcroc_set	10022	Monster_LittleCroc_Elite	None	monster_leafingcroc	monster_leafingcroc	mon_dead01	monster_leafingcroc_die.ogg	0	M	monster_leafingcroc_hit	Bip01 Spine2	monster_leafingcroc_hit.ogg	2	monster_leafingcroc_idl	None	1	1	<$>48555</>	1	NO	None	0	monster_leafingcroc_run	Bip01	monster_leafingcroc_set	monster_leafingcroc_std	HIT_Blood_Human	None	None	Bip01 Head	monster_leafingcroc	0	monster_leafingcroc_wlk
structure_beacon_astd	None	None	None	None	None	None	structure_home_set	10023	Structure_Machine	structure_home_dead	None	None	beacon_dead	structure_common_die.ogg	2033	M	structure_beacon_hit	ROOT_Dummy01	structure_common_hit.ogg	1	structure_beacon_idl	None	1	9	<$>98463</>	1	YES	None	0	structure_beacon_run	ROOT_Dummy01	monster_forge_nofire_set	structure_beacon_std	HIT_Beacon	None	None	ROOT_Dummy01	None	0	structure_beacon_wlk
monster_leafingcroc_astd	monster_leafingcroc_atk	None	None	None	None	monster_leafingcroc_blow.ogg	monster_leafingcroc_set	10029	Monster_LittleCroc_Amber	None	monster_leafingcroc	monster_leafingcroc	mon_dead01	monster_leafingcroc_die.ogg	0	M	monster_leafingcroc_hit	Bip01 Spine2	monster_leafingcroc_hit.ogg	2	monster_leafingcroc_idl	None	1	1	<$>48554</>	1	NO	None	0	monster_leafingcroc_run	Bip01	monster_leafingcroc_set	monster_leafingcroc_std	HIT_Blood_Human	None	None	Bip01 Head	monster_leafingcroc	0	monster_leafingcroc_wlk
monster_zebraeater_astd	monster_zebraeater_atk	None	None	None	None	monster_zebraeater_blow.ogg	monster_zebraeater_set	10030	Mission_ZebraEater	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeater_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeater_hit.ogg	1	monster_zebraeater_idl	None	1	1.1	<$>48557</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeater_set	monster_zebraeater_std	HIT_Blood_SpiderM	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeater_atk	None	None	None	None	monster_zebraeater_blow.ogg	monster_zebraeater_set	10031	Monster_ZebraEater	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeater_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeater_hit.ogg	1	monster_zebraeater_idl	None	1	1.1	<$>48558</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeater_set	monster_zebraeater_std	HIT_Blood_SpiderM	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeater_atk	None	None	None	None	monster_zebraeater_blow.ogg	monster_zebraeater_set	10032	Monster_ZebraEater_Elite	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeater_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeater_hit.ogg	1	monster_zebraeater_idl	None	1	1.1	<$>48559</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeater_set	monster_zebraeater_std	HIT_Blood_SpiderM	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeater_atk	None	None	None	None	monster_zebraeater_blow.ogg	monster_zebraeaterf_set	10033	Monster_FireZebraEater	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeater_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeater_hit.ogg	1	monster_zebraeater_idl	None	1	1.1	<$>48560</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeaterf_set	monster_zebraeater_std	HIT_Blood_SpiderM	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeater_atk	None	None	None	None	monster_zebraeater_blow.ogg	monster_zebraeateri_set	10034	Monster_IceZebraEater	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeater_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeater_hit.ogg	1	monster_zebraeater_idl	None	1	1.1	<$>48561</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeateri_set	monster_zebraeater_std	HIT_Blood_SpiderM	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeater_atk	None	None	None	None	monster_zebraeater_blow.ogg	monster_zebraeaterl_set	10035	Monster_LightZebraEater	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeater_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeater_hit.ogg	1	monster_zebraeater_idl	None	1	1.1	<$>48562</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeaterl_set	monster_zebraeater_std	HIT_Blood_SpiderM	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeater_atk	None	None	None	None	monster_zebraeater_blow.ogg	monster_zebraeater_set	10039	Monster_ZebraEater_Amber	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeater_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeater_hit.ogg	1	monster_zebraeater_idl	None	1	1	<$>48558</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeater_set	monster_zebraeater_std	HIT_Blood_SpiderM	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeaterelder_atk	None	None	None	None	monster_zebraeaterelder_blow.ogg	monster_zebraeaterelder_set	10040	Mission_HoundEater	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeaterelder_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeaterelder_hit.ogg	1	monster_zebraeater_idl	None	1	1	<$>48564</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeaterelder_set	monster_zebraeater_std	HIT_Blood_SpiderL	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeaterelder_atk	None	None	None	None	monster_zebraeaterelder_blow.ogg	monster_zebraeaterelder_set	10041	Monster_HoundEater	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeaterelder_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeaterelder_hit.ogg	1	monster_zebraeater_idl	None	1	1	<$>48565</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeaterelder_set	monster_zebraeater_std	HIT_Blood_SpiderL	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeaterelder_atk	None	None	None	None	monster_zebraeaterelder_blow.ogg	monster_zebraeaterelder_set	10042	Monster_HoundEater_Elite	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeaterelder_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeaterelder_hit.ogg	1	monster_zebraeater_idl	None	1	1.2	<$>48566</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeaterelder_set	monster_zebraeater_std	HIT_Blood_SpiderL	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeaterelder_atk	None	None	None	None	monster_zebraeaterelder_blow.ogg	monster_zebraeaterelder_set	10043	Monster_BloodyHoundEater	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeaterelder_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeaterelder_hit.ogg	1	monster_zebraeater_idl	None	1	2	<$>48567</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeaterelder_set	monster_zebraeater_std	HIT_Blood_SpiderL	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeaterelder2_atk	None	None	None	None	monster_zebraeaterelder_blow.ogg	monster_zebraeaterelder2_set	10044	Monster_ZebraEaterElder3	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeaterelder_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeaterelder_hit.ogg	1	monster_zebraeater_idl	None	1	1	<$>48568</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeaterelder2_set	monster_zebraeater_std	HIT_Blood_SpiderL	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_zebraeater_astd	monster_zebraeaterelder_atk	None	None	None	None	monster_zebraeaterelder_blow.ogg	monster_zebraeaterelder_set	10049	Monster_HoundEater_Amber	None	monster_zebraeater	monster_zebraeater	mon_dead01	monster_zebraeaterelder_die.ogg	0	M	monster_zebraeater_hit	ROOT_Dummy01	monster_zebraeaterelder_hit.ogg	1	monster_zebraeater_idl	None	1	1.2	<$>48565</>	1	NO	None	0	monster_zebraeater_run	ROOT_Dummy01	monster_zebraeaterelder_set	monster_zebraeater_std	HIT_Blood_SpiderL	Monster_Zebraeater	None	ROOT_Dummy01	monster_zebraeater	0	monster_zebraeater_wlk
monster_mandradora_astd	monster_mandradora_atk	None	None	None	None	monster_mandradora_blow.ogg	monster_mandradora_set	10050	Mission_Mandradora	monster_mandradora_dead	None	None	mon_dead01	monster_mandradora_die.ogg	1967	M	monster_mandradora_hit	ROOT_Dummy01	monster_mandradora_hit.ogg	1	monster_mandradora_idl	None	1	9	<$>48569</>	1	YES	None	0	monster_mandradora_run	ROOT_Dummy01	monster_mandradora_set	monster_mandradora_std	HIT_Blood_SpiderS	None	None	ROOT_Dummy01	None	0	monster_mandradora_wlk
monster_mandradora_astd	monster_mandradora_atk	None	None	None	None	monster_mandradora_blow.ogg	monster_mandradora_set	10051	Monster_Mandradora	monster_mandradora_dead	None	None	mon_dead01	monster_mandradora_die.ogg	1967	M	monster_mandradora_hit	ROOT_Dummy01	monster_mandradora_hit.ogg	1	monster_mandradora_idl	None	1	9	<$>48570</>	1	YES	None	0	monster_mandradora_run	ROOT_Dummy01	monster_mandradora_set	monster_mandradora_std	HIT_Blood_SpiderS	None	None	ROOT_Dummy01	None	0	monster_mandradora_wlk
monster_mandradora_astd	monster_mandradora_atk	None	None	None	None	monster_mandradora_blow.ogg	monster_mandradora_set	10052	Monster_Mandradora_Elite	monster_mandradora_dead	None	None	mon_dead01	monster_mandradora_die.ogg	1967	M	monster_mandradora_hit	ROOT_Dummy01	monster_mandradora_hit.ogg	1	monster_mandradora_idl	None	1	9	<$>48571</>	1	YES	None	0	monster_mandradora_run	ROOT_Dummy01	monster_mandradora_set	monster_mandradora_std	HIT_Blood_SpiderS	None	None	ROOT_Dummy01	None	0	monster_mandradora_wlk
monster_mandradora_astd	monster_mandradora_atk	None	None	None	None	monster_mandradora_blow.ogg	monster_mandradora_set	10059	Monster_Mandradora_Amber	monster_mandradora_dead	None	None	mon_dead01	monster_mandradora_die.ogg	1967	M	monster_mandradora_hit	ROOT_Dummy01	monster_mandradora_hit.ogg	1	monster_mandradora_idl	None	1	9	<$>48570</>	1	YES	None	0	monster_mandradora_run	ROOT_Dummy01	monster_mandradora_set	monster_mandradora_std	HIT_Blood_SpiderS	None	None	ROOT_Dummy01	None	0	monster_mandradora_wlk
monster_mandradora_astd	monster_mandradora_atk	None	None	None	None	monster_mandradora_blow.ogg	monster_mandrelrira_set	10060	Mission_Mandrelrira	monster_mandradora_dead	None	None	mon_dead01	monster_mandradora_die.ogg	1967	M	monster_mandradora_hit	ROOT_Dummy01	monster_mandradora_hit.ogg	1	monster_mandradora_idl	None	1	9	<$>48573</>	1	YES	None	0	monster_mandradora_run	ROOT_Dummy01	monster_mandrelrira_set	monster_mandradora_std	HIT_Blood_SpiderS	None	None	ROOT_Dummy01	None	0	monster_mandradora_wlk
monster_mandradora_astd	monster_mandradora_atk	None	None	None	None	monster_mandradora_blow.ogg	monster_mandrelrira_set	10061	Monster_Mandrelrira	monster_mandradora_dead	None	None	mon_dead01	monster_mandradora_die.ogg	1967	M	monster_mandradora_hit	ROOT_Dummy01	monster_mandradora_hit.ogg	1	monster_mandradora_idl	None	1	9	<$>48574</>	1	YES	None	0	monster_mandradora_run	ROOT_Dummy01	monster_mandrelrira_set	monster_mandradora_std	HIT_Blood_SpiderS	None	None	ROOT_Dummy01	None	0	monster_mandradora_wlk
monster_mandradora_astd	monster_mandradora_atk	None	None	None	None	monster_mandradora_blow.ogg	monster_mandrelrira_set	10062	Monster_Mandrelrira_Elite	monster_mandradora_dead	None	None	mon_dead01	monster_mandradora_die.ogg	1967	M	monster_mandradora_hit	ROOT_Dummy01	monster_mandradora_hit.ogg	1	monster_mandradora_idl	None	1	9	<$>48575</>	1	YES	None	0	monster_mandradora_run	ROOT_Dummy01	monster_mandrelrira_set	monster_mandradora_std	HIT_Blood_SpiderS	None	None	ROOT_Dummy01	None	0	monster_mandradora_wlk
monster_mandradora_astd	monster_mandradora_atk	None	None	None	None	monster_mandradora_blow.ogg	monster_mandrelrira_set	10069	Monster_Mandrelrira_Amber	monster_mandradora_dead	None	None	mon_dead01	monster_mandradora_die.ogg	1967	M	monster_mandradora_hit	ROOT_Dummy01	monster_mandradora_hit.ogg	1	monster_mandradora_idl	None	1	9	<$>48574</>	1	YES	None	0	monster_mandradora_run	ROOT_Dummy01	monster_mandrelrira_set	monster_mandradora_std	HIT_Blood_SpiderS	None	None	ROOT_Dummy01	None	0	monster_mandradora_wlk
monster_greathornet_astd	monster_greathornet_atk	None	None	None	None	monster_greathornet_blow.ogg	None	10070	Mission_Hornet	monster_greathornet_dead	None	None	None	monster_greathornet_die.ogg	1500	M	monster_greathornet_hit	Dummy_Hornet	monster_greathornet_hit.ogg	2	monster_greathornet_idl	None	1	9	<$>48576</>	1	YES	None	0	monster_greathornet_run	Dummy_Hornet	monster_greathornet_set	monster_greathornet_std	HIT_Blood_DemonS	None	None	Bone_HF_01	None	0	monster_greathornet_wlk
monster_greathornet_astd	monster_greathornet_atk	None	None	None	None	monster_greathornet_blow.ogg	None	10071	Monster_Hornet	monster_greathornet_dead	None	None	None	monster_greathornet_die.ogg	1500	M	monster_greathornet_hit	Dummy_Hornet	monster_greathornet_hit.ogg	2	monster_greathornet_idl	None	1	9	<$>48577</>	1	YES	None	0	monster_greathornet_run	Dummy_Hornet	monster_greathornet_set	monster_greathornet_std	HIT_Blood_DemonS	None	None	Bone_HF_01	None	0	monster_greathornet_wlk
monster_greathornet_astd	monster_greathornet_atk	None	None	None	None	monster_greathornet_blow.ogg	None	10072	Monster_Hornet_Elite	monster_greathornet_dead	None	None	None	monster_greathornet_die.ogg	1500	M	monster_greathornet_hit	Dummy_Hornet	monster_greathornet_hit.ogg	2	monster_greathornet_idl	None	1	9	<$>48578</>	1	YES	None	0	monster_greathornet_run	Dummy_Hornet	monster_greathornet_set	monster_greathornet_std	HIT_Blood_DemonS	None	None	Bone_HF_01	None	0	monster_greathornet_wlk
monster_greathornet_astd	monster_greathornet_atk	None	None	None	None	monster_greathornet_blow.ogg	None	10079	Monster_Hornet_Amber	monster_greathornet_dead	None	None	None	monster_greathornet_die.ogg	1500	M	monster_greathornet_hit	Dummy_Hornet	monster_greathornet_hit.ogg	2	monster_greathornet_idl	None	1	9	<$>48577</>	1	YES	None	0	monster_greathornet_run	Dummy_Hornet	monster_greathornet_set	monster_greathornet_std	HIT_Blood_DemonS	None	None	Bone_HF_01	None	0	monster_greathornet_wlk
monster_greathornet_astd	monster_greathornet_atk	None	None	None	None	monster_greathornet_blow.ogg	None	10080	Mission_TigerHornet	monster_greathornet_dead	None	None	None	monster_greathornet_die.ogg	1500	M	monster_greathornet_hit	Dummy_Hornet	monster_greathornet_hit.ogg	2	monster_greathornet_idl	None	1	9	<$>48580</>	1	YES	None	0	monster_greathornet_run	Dummy_Hornet	monster_tigerhornet_set	monster_greathornet_std	HIT_Blood_DemonS	None	None	Bone_HF_01	None	0	monster_greathornet_wlk
monster_greathornet_astd	monster_greathornet_atk	None	None	None	None	monster_greathornet_blow.ogg	None	10081	Monster_TigerHornet	monster_greathornet_dead	None	None	None	monster_greathornet_die.ogg	1500	M	monster_greathornet_hit	Dummy_Hornet	monster_greathornet_hit.ogg	2	monster_greathornet_idl	None	1	9	<$>48581</>	1	YES	None	0	monster_greathornet_run	Dummy_Hornet	monster_tigerhornet_set	monster_greathornet_std	HIT_Blood_DemonS	None	None	Bone_HF_01	None	0	monster_greathornet_wlk
