ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	MapWarp	Name	PosX	PosY	PosZ	Possess	Script	ShopName
35	npc_viron_magicshop	COIM_GIRLb1	311	FALSE	minimap_magic.bmp	None	None	<$>95271</>	-3130	-3378	263	0	SHOP_VIRON_MAGIC	<$>51761</>
36	npc_viron_gunshop	GUN_NPC	311	FALSE	minimap_gun.bmp	None	None	<$>95272</>	-3425	-3701	255	0	SHOP_VIRON_GUN	<$>64967</>
37	npc_viron_weaponshop	WEP_NPC	311	FALSE	minimap_weapon.bmp	None	None	<$>95264</>	-2816	-3028	263	0	SHOP_VIRON_WEAPON	<$>64451</>
38	C1_VIRON_GENIA	npc_viron_item	311	FALSE	minimap_tool.bmp	None	None	<$>64968</>	-4014	-4402	255	0	C1_VIRON_GENIA	<$>64968</>
39	leonardo_viron	AUCH_LEON_SUM	264	FALSE	minimap_npc.bmp	<$>10806</>	None	<$>10806</>	-1059	-466	256	0	LEO_SERVICE	None
40	SHOP_CAS_SOCKET	REB_SOCKET	260	FALSE	minimap_socket.bmp	None	None	<$>95285</>	-3533	403	255	0	SHOP_REB_SOCKET	<$>10795</>
41	npc_viron_jewelshop	npc_com_manc1_set	311	FALSE	minimap_jewel.bmp	None	None	<$>95266</>	-3709	-4046	263	0	SHOP_AUCH_GOLDITEM	<$>51619</>
42	SHOP_MARKET_VIRON	REB_AUCTION_DESK	49	FALSE	minimap_market.bmp	None	None	<$>64453</>	-2104	-1555	255	0	SHOP_MARKET	<$>64453</>
43	SHOP_PERIOD_COSTUME	Rico_letizia2	270	FALSE	minimap_npc.bmp	None	None	<$>95267</>	1330	-765	255	0	SHOP_PERIOD_COSTUME	<$>64456</>
44	EVENT_SILVER_WELL	npc_removebox	255	FALSE	None	None	None	<$>51697</>	1497	-812	255	0	EVENT_SILVER_WELL	None
45	SHOP_VIRON_REINFORCE	npc_com_manc2_set	49	FALSE	minimap_reinforce.bmp	None	None	<$>95273</>	-2460	-1264	255	0	SHOP_VIRON_REINFORCE	<$>64952</>
46	EVENT_RING_CHANGER	npc_com_anvil	47	FALSE	None	None	None	<$>142225</>	-2658	-1091	255	0	ITEM_REFINEMENT	None
49	C1_VIRON_OSWALTS	COM_OLDMANa	45	FALSE	minimap_npc.bmp	<$>64970</>	None	<$>64970</>	6168	-22734	-4060	0	C1_VIRON_OSWALTS	None
50	npc_viron_sol05	npc_viron_sol	0	FALSE	None	None	None	<$>64959</>	15106	-3305	1696	0	INFO_VIRON_SOL	None
51	npc_viron_sol06	npc_viron_sol	0	FALSE	None	None	None	<$>64959</>	14752	-2582	1696	0	INFO_VIRON_SOL	None
55	C1_VIRON_ZERON	npc_viron_sol	270	FALSE	minimap_npc.bmp	<$>64971</>	None	<$>64971</>	-3183	-19466	-3297	0	C1_VIRON_ZERON	None
59	C1_VIRON_TAIKBIN	npc_taikbin	90	FALSE	minimap_npc.bmp	<$>52027</>	None	<$>52027</>	4991	1758	629	0	C1_VIRON_TAIKBIN	None
60	TR_DEAN_PAPERS	TutorialTrigger_Black_3m	90	FALSE	None	None	None	None	7911	18167	3248	0	TR_DEAN_PAPERS	None
61	C1_VIRON_ZENIA	alchemist	270	FALSE	minimap_enchant.bmp	<$>64972</>	None	<$>64972</>	-2687	245	265	0	C1_VIRON_ZENIA	<$>10796</>
62	TR_VIRON_MISSION_MARKET	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>64973</>	-3133	-16424	-3545	0	TR_VIRON_MISSION_MARKET	None
64	C1_VIRON_FOREST_SOL2	npc_viron_sol	190	FALSE	minimap_npc.bmp	<$>133682</>	None	<$>133682</>	10016	-13634	-1355	0	C1_VIRON_FOREST_SOL2	None
65	NPC_ALCHEMY	npc_alchemytable	270	FALSE	None	None	None	<$>51650</>	-2479	-2583	265	0	NPC_ALCHEMY	<$>51650</>
66	NPC_CLOCK_SOL	npc_viron_sol	270	FALSE	minimap_npc.bmp	<$>64976</>	None	<$>64976</>	-1462	-8179	-12	0	NPC_CLOCK_SOL	None
67	NPC_CLOCK_GATE	EntranceArrow2	80	FALSE	minimap_warpIn.bmp	<$>12270</>	INSIDE	<$>12270</>	-1049	-6928	-224	0	NPC_CLOCK_GATE	None
68	NPC_DARIA	npc_daria	346	FALSE	minimap_npc.bmp	<$>5352</>	None	<$>5352</>	649	-6624	-1	0	C1_VIRON_DARIA	None
70	TR_DARIA_NATALIE	TutorialTrigger_Black_3m	90	FALSE	None	None	None	None	-5740	-9821	-673	0	TR_DARIA_NATALIE	None
71	TR_DARIA_NATALIE2	TutorialTrigger_Black_3m	90	FALSE	None	None	None	None	-2611	-19144	-3286	0	TR_DARIA_NATALIE2	None
72	TR_DARIA_NATALIE3	TutorialTrigger_Black_3m	90	FALSE	None	None	None	None	11549	-2197	905	0	TR_DARIA_NATALIE3	None
73	VIRON_1DAY_CLOCK	npc_viron_sol	270	FALSE	minimap_npc.bmp	<$>64977</>	None	<$>64977</>	-1094	-8238	-12	0	VIRON_1DAY_CLOCK	None
74	NPC_TIMEPARADOX	npc_marionettecontrolcenter	166	FALSE	minimap_npc.bmp	<$>14325</>	None	<$>14325</>	-2591	-6082	-12	0	NPC_TIMEPARADOX	None
75	TR_ADRIANA_FAHREL1	TutorialTrigger_Black_3m	90	FALSE	None	None	None	<$>13438</>	-4307	-16519	-3632	0	TR_ADRIANA_FAHREL1	None
76	C1_VIRON_ION	npc_ion	342	FALSE	minimap_npc.bmp	<$>11231</>	None	<$>11231</>	-1886	-18875	-3785	0	C1_VIRON_ION	None
77	C1_VIRON_VEATRICE	npc_veatrice	61	FALSE	minimap_npc.bmp	<$>11233</>	None	<$>11233</>	-3614	-18414	-3297	0	C1_VIRON_VEATRICE	None
78	TR_TAIKBIN_QUEST	TutorialTrigger_Black_3m	90	FALSE	None	None	None	None	3443	4461	601	0	TR_TAIKBIN_QUEST	None
79	TR_ADRIANA2_VIRON1	TutorialTrigger_Black_3m	90	FALSE	None	None	None	None	-3114	-16415	-3553	0	TR_ADRIANA2_VIRON1	None
80	TR_ADRIANA3_VIRON2	TutorialTrigger_Black_3m	220	FALSE	None	None	None	None	-15422	-3798	151	0	TR_ADRIANA3_VIRON2	None
81	C1_VIRON_VINCENT	npc_vincent	346	FALSE	minimap_npc.bmp	<$>11242</>	None	<$>11242</>	-5056	-11367	-655	0	C1_VIRON_VINCENT	None
82	NPC_TIMEPARADOX2	npc_viron_sol	164	FALSE	minimap_npc.bmp	<$>64978</>	None	<$>64978</>	-2687	-5669	-1	0	NPC_TIMEPARADOX2	None
83	TR_ELISA_QUEST_DEAN	TutorialTrigger_Black_3m	90	FALSE	None	None	None	None	6652	-18713	-4066	0	TR_ELISA_QUEST_DEAN	None
84	MI_STANCEQUEST1	TutorialTrigger_Black_3m	0	FALSE	None	<$>68585</>	None	None	-6863	-8327	-673	0	MI_STANCEQUEST1	None
85	TR_TOR_CATHERINE2	TutorialTrigger_Black_3m	0	FALSE	None	None	None	None	-253	-16968	-3474	0	TR_TOR_CATHERINE2	None
87	TR_SHARON_CASTLEENTRANCE	TutorialTrigger_Black_3m	129	FALSE	None	None	None	None	8065	17726	3219	0	TR_SHARON_CASTLEENTRANCE	None
88	TR_SHARON_SECRET1	TutorialTrigger_Black_3m	129	FALSE	None	None	None	None	-2763	-17204	-3473	0	TR_SHARON_SECRET1	None
89	TR_SHARON_SECRET2	TutorialTrigger_Black_3m	129	FALSE	None	None	None	None	4180	2343	602	0	TR_SHARON_SECRET2	None
90	TR_SHARON_SCOUT	TutorialTrigger_Black_3m	129	FALSE	None	None	None	None	2113	-17423	-3107	0	TR_SHARON_SCOUT	None
91	GARRAV_QUEST_TR04	TutorialTrigger_Black_3m	129	FALSE	None	None	None	<$>13438</>	-6021	-9122	-673	0	GARRAV_QUEST_TR04	None
92	TR_VIRON2_MAIN02	TutorialTrigger_Black_3m	129	FALSE	None	None	None	<$>13438</>	1401	-18904	-3785	0	TR_VIRON2_MAIN02	None
93	TR_VIRON2_MAIN_Q82075_3	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>151504</>	-11595	-4411	272	0	TR_VIRON2_MAIN_Q82075_3	None
94	TR_VIRON2_MAIN_Q82051_4	TutorialTrigger_Black_3m	0	FALSE	None	None	None	None	-1592	-17692	-3473	0	TR_VIRON2_MAIN_Q82051_4	None
95	NPC_TIMEPARADOX_SHOP	NPC_TIMEPARADOX_SHOP	167	FALSE	minimap_weapon.bmp	None	None	<$>218162</>	-2845	-6363	-12	0	NPC_TIMEPARADOX_SHOP	<$>218162</>
100	TR_Q_SCT_FREEDAY_01	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>180141</>	4836	1887	601	0	TR_Q_SCT_FREEDAY_01	None
200	TR_ROSE_SCT_Q144502_2	TutorialTrigger_Black_3m	0	FALSE	None	None	None	None	771	-5510	-12	0	TR_ROSE_SCT_Q144502_2	None
201	TR_ROSE_SCT_Q144502_3	TutorialTrigger_Black_3m	0	FALSE	None	None	None	None	-4262	-16503	-3632	0	TR_ROSE_SCT_Q144502_3	None
