ClassID	ClassType	ItemName	ReinforceGroup	WLv
128	None	BristiaPolearm_Elite	Reinf_BST	0
129	None	BristiaJavelin_Elite	Reinf_BST	0
130	None	BristiaRod_Elite	Reinf_BST	0
131	None	BristiaStaff_Elite	Reinf_BST	0
132	None	BristiaMainG_Elite	Reinf_BST	0
133	None	BristiaCrossBow_Elite	Reinf_BST	0
134	None	BristiaBlunt_Elite	Reinf_BST	0
135	None	BristiaBayonet_Elite	Reinf_BST	0
136	None	BristiaCannon_Elite	Reinf_BST	0
137	None	BristiaShotgun_Elite	Reinf_BST	0
138	None	BristiaSabre_Elite	Reinf_BST	0
139	None	BristiaCube_Elite	Reinf_BST	0
140	None	IBR620HeavyRifle	Reinf_BST	0
141	None	vigliar_rapire	Reinf_BST	0
142	None	vigilar_legguard	Reinf_BST	0
143	None	vigilar_bloomstick	Reinf_BST	0
144	None	vigilar_slayer	Reinf_BST	0
145	None	vigilar_pistol	Reinf_BST	0
146	None	vigilar_bangle	Reinf_BST	0
147	None	vigilar_blade	Reinf_BST	0
148	None	vigilar_knife	Reinf_BST	0
149	None	vigilar_buster	Reinf_BST	0
150	None	ArmoniaDagger	Reinf_BST	0
151	None	ArmoniaPistol	Reinf_BST	0
152	None	ArmoniaTHSword	Reinf_BST	0
153	None	ArmoniaCrescent	Reinf_BST	0
154	None	ArmoniaRapier	Reinf_BST	0
155	None	ArmoniaKnuckle	Reinf_BST	0
156	None	ArmoniaLeguard	Reinf_BST	0
157	None	ArmoniaTonfa	Reinf_BST	0
158	None	ArmoniaFireBrc	Reinf_BST	0
159	None	ArmoniaLghtBrc	Reinf_BST	0
160	None	ArmoniaIceBrc	Reinf_BST	0
161	None	ArmoniaSword	Reinf_BST	0
162	None	ArmoniaLute	Reinf_BST	0
163	None	ArmoniaElemBrc	Reinf_BST	0
164	None	ArmoniaPolearm	Reinf_BST	0
165	None	ArmoniaJavelin	Reinf_BST	0
166	None	ArmoniaRod	Reinf_BST	0
167	None	ArmoniaStaff	Reinf_BST	0
168	None	ArmoniaMainG	Reinf_BST	0
169	None	ArmoniaCrossBow	Reinf_BST	0
170	None	ArmoniaBlunt	Reinf_BST	0
171	None	ArmoniaBayonet	Reinf_BST	0
172	None	ArmoniaCannon	Reinf_BST	0
173	None	ArmoniaShotgun	Reinf_BST	0
174	None	ArmoniaSabre	Reinf_BST	0
175	None	ArmoniaBook	Reinf_BST	0
176	None	vigilar_crossbow	Reinf_BST	0
177	None	vigilar_lance	Reinf_BST	0
178	None	vigilar_cannon	Reinf_BST	0
179	None	vigilar_lute	Reinf_BST	0
180	None	vigilar_bayonet	Reinf_BST	0
181	None	vigilar_Saber	Reinf_BST	0
182	None	Abyss_Broomstick	Reinf_BST	0
183	None	Abyss_Rifle	Reinf_BST	0
184	None	Abyss_slayer	Reinf_BST	0
185	None	Abyss_pistol	Reinf_BST	0
186	None	Abyss_crossbow	Reinf_BST	0
187	None	Abyss_bangle	Reinf_BST	0
188	None	Abyss_dagger	Reinf_BST	0
189	None	Abyss_grimoire	Reinf_BST	0
190	None	Abyss_cannon	Reinf_BST	0
191	None	Abyss_polearm	Reinf_BST	0
192	None	Abyss_bayonet	Reinf_BST	0
193	None	Abyss_legguard	Reinf_BST	0
194	None	Abyss_Tonfa	Reinf_BST	0
195	None	Abyss_Blade	Reinf_BST	0
196	None	Abyss_Mace	Reinf_BST	0
197	None	Abyss_Wand	Reinf_BST	0
198	None	Castilla_FlameBra	Reinf_BST	0
199	None	Castilla_Slayer	Reinf_BST	0
200	None	Castilla_Pistol	Reinf_BST	0
201	None	Abyss_Rod	Reinf_BST	0
202	None	Abyss_Crescent	Reinf_BST	0
203	None	Abyss_Tool	Reinf_BST	0
204	None	Abyss_Sabre	Reinf_BST	0
205	None	Abyss_Rapier	Reinf_BST	0
206	None	Abyss_Knuckle	Reinf_BST	0
207	None	Abyss_Cube	Reinf_BST	0
208	None	Abyss_Maing	Reinf_BST	0
209	None	Abyss_Javelin	Reinf_BST	0
210	None	Abyss_Lute	Reinf_BST	0
211	None	Abyss_Shotgun	Reinf_BST	0
212	None	Vernier_Book	Reinf_BST	0
213	None	Vernier_Knuckle	Reinf_BST	0
214	None	Vernier_Elembrc	Reinf_BST	0
215	None	Vernier_Slayer	Reinf_BST	0
216	None	Vernier_Pistol	Reinf_BST	0
217	None	Vernier_Rifle	Reinf_BST	0
218	None	Vernier_Broomstick	Reinf_BST	0
219	None	Vernier_Cube	Reinf_BST	0
220	None	Vernier_Blade	Reinf_BST	0
221	None	Vernier_Sabre	Reinf_BST	0
222	None	ArmoniaDagger_NoPeriod	Reinf_BST	0
223	None	ArmoniaPistol_NoPeriod	Reinf_BST	0
224	None	ArmoniaTHSword_NoPeriod	Reinf_BST	0
225	None	ArmoniaCrescent_NoPeriod	Reinf_BST	0
226	None	ArmoniaRapier_NoPeriod	Reinf_BST	0
227	None	ArmoniaKnuckle_NoPeriod	Reinf_BST	0
228	None	ArmoniaLeguard_NoPeriod	Reinf_BST	0
229	None	ArmoniaTonfa_NoPeriod	Reinf_BST	0
230	None	ArmoniaFireBrc_NoPeriod	Reinf_BST	0
231	None	ArmoniaLghtBrc_NoPeriod	Reinf_BST	0
232	None	ArmoniaIceBrc_NoPeriod	Reinf_BST	0
233	None	ArmoniaSword_NoPeriod	Reinf_BST	0
234	None	ArmoniaLute_NoPeriod	Reinf_BST	0
235	None	ArmoniaElemBrc_NoPeriod	Reinf_BST	0
236	None	ArmoniaPolearm_NoPeriod	Reinf_BST	0
237	None	ArmoniaJavelin_NoPeriod	Reinf_BST	0
238	None	ArmoniaRod_NoPeriod	Reinf_BST	0
239	None	ArmoniaStaff_NoPeriod	Reinf_BST	0
240	None	ArmoniaMainG_NoPeriod	Reinf_BST	0
241	None	ArmoniaCrossBow_NoPeriod	Reinf_BST	0
242	None	ArmoniaBlunt_NoPeriod	Reinf_BST	0
243	None	ArmoniaBayonet_NoPeriod	Reinf_BST	0
244	None	ArmoniaCannon_NoPeriod	Reinf_BST	0
245	None	ArmoniaShotgun_NoPeriod	Reinf_BST	0
246	None	ArmoniaSabre_NoPeriod	Reinf_BST	0
247	None	ArmoniaBook_NoPeriod	Reinf_BST	0
248	None	IBR620HeavyRifle_E	Reinf_BST	0
261	None	Royal_Elembrc	Reinf_ILE	0
262	None	Royal_Diary	Reinf_ILE	0
263	None	Royal_Crescent	Reinf_ILE	0
264	None	Royal_Pistol	Reinf_ILE	0
265	None	Royal_Blade	Reinf_ILE	0
266	None	Royal_Crossbow	Reinf_ILE	0
267	None	Royal_Rifle	Reinf_ILE	0
268	None	Royal_Dagger	Reinf_ILE	0
269	None	Royal_Legguard	Reinf_ILE	0
270	None	Royal_Sabre	Reinf_ILE	0
271	None	Royal_Knuckle	Reinf_ILE	0
272	None	Royal_Polearm	Reinf_ILE	0
273	None	Royal_slayer	Reinf_ILE	0
306	None	Royal_Icebrc	Reinf_ILE	0
307	None	Royal_Firebrc	Reinf_ILE	0
401	None	ValeronDagger	Reinf_ILE	0
402	None	ValeronPistol	Reinf_ILE	0
403	None	ValeronTHSword	Reinf_ILE	0
404	None	ValeronCrescent	Reinf_ILE	0
405	None	ValeronRapier	Reinf_ILE	0
406	None	ValeronKnuckle	Reinf_ILE	0
407	None	ValeronLeguard	Reinf_ILE	0
408	None	ValeronTonfa	Reinf_ILE	0
409	None	ValeronFireBrc	Reinf_ILE	0
410	None	ValeronLghtBrc	Reinf_ILE	0
411	None	ValeronIceBrc	Reinf_ILE	0
412	None	ValeronSword	Reinf_ILE	0
413	None	ValeronLute	Reinf_ILE	0
414	None	ValeronElemBrc	Reinf_ILE	0
415	None	ValeronPolearm	Reinf_ILE	0
416	None	ValeronJavelin	Reinf_ILE	0
417	None	ValeronRod	Reinf_ILE	0
418	None	ValeronStaff	Reinf_ILE	0
419	None	ValeronMainG	Reinf_ILE	0
420	None	ValeronCrossBow	Reinf_ILE	0
421	None	ValeronBlunt	Reinf_ILE	0
422	None	ValeronBayonet	Reinf_ILE	0
423	None	ValeronCannon	Reinf_ILE	0
424	None	ValeronShotgun	Reinf_ILE	0
425	None	ValeronSabre	Reinf_ILE	0
426	None	ValeronShield	Reinf_ILE	0
427	None	ValeronBook	Reinf_ILE	0
428	None	ValeronTool	Reinf_ILE	0
429	None	ValeronController	Reinf_ILE	0
430	None	ValeronPendant	Reinf_ILE	0
431	None	ValeronHeavyRifle	Reinf_ILE	0
432	None	ValeronRosario	Reinf_ILE	0
433	None	ValeronCube	Reinf_ILE	0
434	None	ValeronDagger_E	Reinf_ILE	0
435	None	ValeronPistol_E	Reinf_ILE	0
436	None	ValeronTHSword_E	Reinf_ILE	0
437	None	ValeronCrescent_E	Reinf_ILE	0
438	None	ValeronRapier_E	Reinf_ILE	0
439	None	ValeronKnuckle_E	Reinf_ILE	0
440	None	ValeronLeguard_E	Reinf_ILE	0
441	None	ValeronTonfa_E	Reinf_ILE	0
442	None	ValeronFireBrc_E	Reinf_ILE	0
443	None	ValeronLghtBrc_E	Reinf_ILE	0
444	None	ValeronIceBrc_E	Reinf_ILE	0
445	None	ValeronSword_E	Reinf_ILE	0
446	None	ValeronLute_E	Reinf_ILE	0
447	None	ValeronElemBrc_E	Reinf_ILE	0
448	None	ValeronPolearm_E	Reinf_ILE	0
449	None	ValeronJavelin_E	Reinf_ILE	0
450	None	ValeronRod_E	Reinf_ILE	0
451	None	ValeronStaff_E	Reinf_ILE	0
452	None	ValeronMainG_E	Reinf_ILE	0
453	None	ValeronCrossBow_E	Reinf_ILE	0
454	None	ValeronBlunt_E	Reinf_ILE	0
455	None	ValeronBayonet_E	Reinf_ILE	0
456	None	ValeronCannon_E	Reinf_ILE	0
457	None	ValeronShotgun_E	Reinf_ILE	0
458	None	ValeronSabre_E	Reinf_ILE	0
459	None	ValeronShield_E	Reinf_ILE	0
460	None	ValeronBook_E	Reinf_ILE	0
461	None	ValeronTool_E	Reinf_ILE	0
462	None	ValeronController_E	Reinf_ILE	0
463	None	ValeronPendant_E	Reinf_ILE	0
464	None	ValeronHeavyRifle_E	Reinf_ILE	0
465	None	ValeronRosario_E	Reinf_ILE	0
466	None	ValeronCube_E	Reinf_ILE	0
467	None	BristiaDagger_Elite_Ev	Reinf_BST	0
468	None	BristiaPistol_Elite_Ev	Reinf_BST	0
469	None	BristiaTHSword_Elite_Ev	Reinf_BST	0
470	None	BristiaCrescent_Elite_Ev	Reinf_BST	0
471	None	BristiaRapier_Elite_Ev	Reinf_BST	0
472	None	BristiaKnuckle_Elite_Ev	Reinf_BST	0
473	None	BristiaLeguard_Elite_Ev	Reinf_BST	0
474	None	BristiaTonfa_Elite_Ev	Reinf_BST	0
475	None	BristiaFireBrc_Elite_Ev	Reinf_BST	0
476	None	BristiaLghtBrc_Elite_Ev	Reinf_BST	0
477	None	BristiaIceBrc_Elite_Ev	Reinf_BST	0
478	None	BristiaSword_Elite_Ev	Reinf_BST	0
479	None	BristiaLute_Elite_Ev	Reinf_BST	0
480	None	BristiaElemBrc_Elite_Ev	Reinf_BST	0
481	None	BristiaPolearm_Elite_Ev	Reinf_BST	0
482	None	BristiaJavelin_Elite_Ev	Reinf_BST	0
483	None	BristiaRod_Elite_Ev	Reinf_BST	0
484	None	BristiaStaff_Elite_Ev	Reinf_BST	0
485	None	BristiaMainG_Elite_Ev	Reinf_BST	0
486	None	BristiaCrossBow_Elite_Ev	Reinf_BST	0
487	None	BristiaBlunt_Elite_Ev	Reinf_BST	0
488	None	BristiaBayonet_Elite_Ev	Reinf_BST	0
489	None	BristiaCannon_Elite_Ev	Reinf_BST	0
490	None	BristiaShotgun_Elite_Ev	Reinf_BST	0
491	None	BristiaSabre_Elite_Ev	Reinf_BST	0
492	None	BristiaCube_Elite_Ev	Reinf_BST	0
493	None	BristiaBigBook_Elite_Ev	Reinf_BST	0
494	None	BristiaShield_Elite_Ev	Reinf_BST	0
495	None	BristiaBook_Elite_Ev	Reinf_BST	0
496	None	Charlotsmile	Reinf_ILE	0
497	None	Charlotacumen	Reinf_ILE	0
498	None	Charlotpatience	Reinf_ILE	0
499	None	Charlotattack	Reinf_ILE	0
500	None	Charlotagony	Reinf_ILE	0
501	None	Charlotpassion	Reinf_ILE	0
502	None	Charlotfaith	Reinf_ILE	0
503	None	Chloeinsight	Reinf_ILE	0
504	None	Chloemelody	Reinf_ILE	0
505	None	Chloehope	Reinf_ILE	0
506	None	Chloecharity	Reinf_ILE	0
507	None	Chloeriddle	Reinf_ILE	0
508	None	Chloesmartness	Reinf_ILE	0
509	None	Ordenbreath	Reinf_ILE	0
510	None	Ordenoblivion	Reinf_ILE	0
511	None	Ordentear	Reinf_ILE	0
512	None	Ordenruin	Reinf_ILE	0
513	None	Ordenhatred	Reinf_ILE	0
514	None	Ordencommitment	Reinf_ILE	0
515	None	Ordenfaith	Reinf_ILE	0
516	None	Atlasweight	Reinf_ILE	0
517	None	Atlasmajesty	Reinf_ILE	0
518	None	Atlasthorax	Reinf_ILE	0
519	None	Atlasbrutality	Reinf_ILE	0
520	None	Atlassalvation	Reinf_ILE	0
521	None	Atlasstrength	Reinf_ILE	0
522	None	Atlasgaze	Reinf_ILE	0
523	None	Stellarpure 	Reinf_ILE	0
524	None	Stellarintrepidity	Reinf_ILE	0
525	None	Stellarreferee 	Reinf_ILE	0
526	None	Stellarenthusiasm 	Reinf_ILE	0
527	None	Stellarblessing 	Reinf_ILE	0
528	None	Stellarnoble	Reinf_ILE	0
529	None	Charlotsmile_Ev	Reinf_ILE	0
530	None	Charlotacumen_Ev	Reinf_ILE	0
531	None	Charlotpatience_Ev	Reinf_ILE	0
532	None	Charlotattack_Ev	Reinf_ILE	0
533	None	Charlotagony_Ev	Reinf_ILE	0
534	None	Charlotpassion_Ev	Reinf_ILE	0
535	None	Charlotfaith_Ev	Reinf_ILE	0
536	None	Chloeinsight_Ev	Reinf_ILE	0
537	None	Chloemelody_Ev	Reinf_ILE	0
538	None	Chloehope_Ev	Reinf_ILE	0
539	None	Chloecharity_Ev	Reinf_ILE	0
540	None	Chloeriddle_Ev	Reinf_ILE	0
541	None	Chloesmartness_Ev	Reinf_ILE	0
542	None	Ordenbreath_Ev	Reinf_ILE	0
543	None	Ordenoblivion_Ev	Reinf_ILE	0
544	None	Ordentear_Ev	Reinf_ILE	0
545	None	Ordenruin_Ev	Reinf_ILE	0
546	None	Ordenhatred_Ev	Reinf_ILE	0
547	None	Ordencommitment_Ev	Reinf_ILE	0
548	None	Ordenfaith_Ev	Reinf_ILE	0
549	None	Atlasweight_Ev	Reinf_ILE	0
550	None	Atlasmajesty_Ev	Reinf_ILE	0
551	None	Atlasthorax_Ev	Reinf_ILE	0
552	None	Atlasbrutality_Ev	Reinf_ILE	0
553	None	Atlassalvation_Ev	Reinf_ILE	0
554	None	Atlasstrength_Ev	Reinf_ILE	0
555	None	Atlasgaze_Ev	Reinf_ILE	0
556	None	Stellarpure _Ev	Reinf_ILE	0
557	None	Stellarintrepidity_Ev	Reinf_ILE	0
558	None	Stellarreferee_Ev	Reinf_ILE	0
559	None	Stellarenthusiasm_Ev	Reinf_ILE	0
560	None	Stellarblessing _Ev	Reinf_ILE	0
561	None	Stellarnoble_Ev	Reinf_ILE	0
