ClassID	ClassName	ConditionText	GetScript	Group	ItemName	ReqItem1	ReqItem1Count	ReqItem2	ReqItem2Count	ReqItem3	ReqItem3Count	ReqItem4	ReqItem4Count	ReqProp1	ReqProp1Text	ReqProp1Value	ReqProp2	ReqProp2Text	ReqProp2Value	ReqProp3	ReqProp3Text	ReqProp3Value	ReqScript
17	AF_ArucardPiercing	<$>13438</>	GET_ARTIFACT	Elite	ArucardPiercing	OldArucardPiercing	1	HeartofDevil	10	FallenEssence	300	None	0	EQ_Leonele	<$>86353</>	30	None	None	0	None	None	0	REQ_ARTIFACT
18	AF_EagleEye	<$>13438</>	GET_ARTIFACT	Elite	EagleEye	OldEagleEye	1	EagleEyeball	10	FallenEssence	300	None	0	EQ_Leonele	<$>86353</>	30	None	None	0	None	None	0	REQ_ARTIFACT
19	AF_SnipersRing	<$>13438</>	GET_ARTIFACT	Elite	SnipersRing	OldSnipersRing	1	SteelShell	10	PureEssence	300	None	0	EQ_Leonele	<$>86353</>	30	None	None	0	None	None	0	REQ_ARTIFACT
20	AF_CloverLocket	<$>13438</>	GET_ARTIFACT	Elite	CloverLocket	OldCloverLocket	1	SmeltedSteel	10	BalanceEssence	300	None	0	EQ_Leonele	<$>86353</>	30	None	None	0	None	None	0	REQ_ARTIFACT
21	AF_E_BlackRose	<$>13438</>	GET_ARTIFACT	Unique	E_BlackRose	BlackRose	1	BloodyRose	1	BalanceEssence	500	None	0	Bst_Merchant	<$>176780</>	600	EQ_Leonele	<$>86353</>	30	None	None	0	REQ_ARTIFACT
22	AF_E_BloodyRose	<$>13438</>	GET_ARTIFACT	Unique	E_BloodyRose	BlackRose	1	BloodyRose	1	BalanceEssence	500	None	0	Bst_Merchant	<$>176780</>	600	EQ_Leonele	<$>86353</>	30	None	None	0	REQ_ARTIFACT
23	AF_E_SMemory	<$>13438</>	GET_ARTIFACT	Unique	E_SellenesMemory	SellenesMemory	1	SellenesHeart	1	PureEssence	500	None	0	Bst_PortGuild	<$>176781</>	600	EQ_Leonele	<$>86353</>	30	None	None	0	REQ_ARTIFACT
24	AF_E_SHeart	<$>13438</>	GET_ARTIFACT	Unique	E_SellenesHeart	SellenesMemory	1	SellenesHeart	1	PureEssence	500	None	0	Bst_PortGuild	<$>176781</>	600	EQ_Leonele	<$>86353</>	30	None	None	0	REQ_ARTIFACT
25	AF_E_RmansNut	<$>13438</>	GET_ARTIFACT	Unique	E_RepairmansNut	RepairmansNut	1	RepairmansBolt	1	BalanceEssence	500	None	0	Bst_Slum	<$>176782</>	600	EQ_Leonele	<$>86353</>	30	None	None	0	REQ_ARTIFACT
26	AF_E_RmansBolt	<$>13438</>	GET_ARTIFACT	Unique	E_RepairmansBolt	RepairmansNut	1	RepairmansBolt	1	BalanceEssence	500	None	0	Bst_Slum	<$>176782</>	600	EQ_Leonele	<$>86353</>	30	None	None	0	REQ_ARTIFACT
27	AF_MarchettiPen	<$>13438</>	GET_ARTIFACT	Character	MarchettiPen	PureEssence	500	None	0	None	0	None	0	Bst_Labo	<$>176783</>	500	XQ_Marchetti	<$>86362</>	30	None	None	0	REQ_ARTIFACT
28	AF_Barrelbarrel	<$>13438</>	GET_ARTIFACT	Character	Barrelbarrel	BalanceEssence	500	None	0	None	0	None	0	Bst_Slum	<$>176784</>	500	XQ_Barrel	<$>176785</>	30	None	None	0	REQ_ARTIFACT
31	AF_HeyranPendent	<$>13438</>	GET_ARTIFACT	Character	HeyranPendent	FallenEssence	500	None	0	None	0	None	0	Bst_Governor	<$>176787</>	400	ZQ_Heyran	<$>86361</>	20	None	None	0	REQ_ARTIFACT
32	AF_BerneliNecktie	<$>13438</>	GET_ARTIFACT	Character	BerneliNecktie	BalanceEssence	500	None	0	None	0	None	0	ZQ_Heyran	<$>86361</>	20	None	None	0	None	None	0	REQ_ARTIFACT
33	AF_GarciaMedal	<$>13438</>	GET_ARTIFACT	Character	GarciaMedal	FallenEssence	500	None	0	None	0	None	0	XQ_Marchetti	<$>86362</>	30	None	None	0	None	None	0	REQ_ARTIFACT
34	AF_ClairHat	<$>13438</>	GET_ARTIFACT	Character	ClairHat	PureEssence	500	None	0	None	0	None	0	XQ_Grandies	<$>176788</>	30	YQ_Grandma	<$>176789</>	30	None	None	0	REQ_ARTIFACT
35	AF_SalamanderStone	<$>86364</>	GET_ARTIFACT	Unique	SalamanderStone	BattlefieldAchieve	1	BalanceEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
36	AF_HeavyFurCoat	<$>86364</>	GET_ARTIFACT	Unique	HeavyFurCoat	BattlefieldAchieve	1	FallenEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
37	AF_RubberGloves	<$>86364</>	GET_ARTIFACT	Unique	RubberGloves	BattlefieldAchieve	1	PureEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
38	AF_MindCirclet	<$>86364</>	GET_ARTIFACT	Unique	MindCirclet	BattlefieldAchieve	1	BalanceEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
39	AF_ImpregnableG1	<$>86365</>	GET_ARTIFACT	Unique	ImpregnableG1	BattlefieldAchieve	1	FallenEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT_IMP
40	AF_ImpregnableG2	<$>86365</>	GET_ARTIFACT	Unique	ImpregnableG2	BattlefieldAchieve	1	FallenEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT_IMP
41	AF_ImpregnableG3	<$>86365</>	GET_ARTIFACT	Unique	ImpregnableG3	BattlefieldAchieve	1	FallenEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT_IMP
42	AF_ZackMark	<$>13438</>	GET_ARTIFACT	Character	ZackMark	FallenEssence	500	None	0	None	0	None	0	XQ_Jack	<$>103635</>	30	None	None	0	None	None	0	REQ_ARTIFACT
43	AF_ButlerTogs	<$>13438</>	GET_ARTIFACT	Character	ButlerTogs	BalanceEssence	500	None	0	None	0	None	0	XQ_Raven	<$>90164</>	50	None	None	0	None	None	0	REQ_ARTIFACT
44	AF_VanguardShield	<$>13438</>	GET_ARTIFACT	Character	VanguardShield	PureEssence	500	None	0	None	0	None	0	Emilia_Stance	<$>90165</>	1	None	None	0	None	None	0	REQ_ARTIFACT
45	AF_DeceptiveBall	<$>13438</>	GET_ARTIFACT	Character	DeceptiveBall	FallenEssence	500	None	0	None	0	None	0	Emilia_Stance	<$>90165</>	1	None	None	0	None	None	0	REQ_ARTIFACT
46	AF_FirstAidEq	<$>13438</>	GET_ARTIFACT	Character	FirstAidEquipment	BalanceEssence	500	None	0	None	0	None	0	Emilia_Stance	<$>90165</>	1	None	None	0	None	None	0	REQ_ARTIFACT
47	AF_EmptyCartridge	<$>13438</>	GET_ARTIFACT	Character	EmptyCartridgeRing	PureEssence	500	None	0	None	0	None	0	Emilia_Stance	<$>90165</>	1	None	None	0	None	None	0	REQ_ARTIFACT
48	AF_ElementalNec	<$>13438</>	GET_ARTIFACT	Character	ElementalNecklace	FallenEssence	500	None	0	None	0	None	0	Emilia_Stance	<$>90165</>	1	None	None	0	None	None	0	REQ_ARTIFACT
49	AF_Pinkscarf	<$>13438</>	GET_ARTIFACT	Character	Pinkscarf	PureEssence	500	None	0	None	0	None	0	XQ_Clair	<$>90166</>	71	None	None	0	None	None	0	REQ_ARTIFACT
50	AF_SoulRipperHood	<$>13438</>	GET_ARTIFACT	Character	SoulRipperHood	FallenEssence	500	None	0	None	0	None	0	Lock_KurtOrEdu	<$>90167</>	1	None	None	0	None	None	0	REQ_ARTIFACT
51	AF_GrimRipperChain	<$>13438</>	GET_ARTIFACT	Character	GrimRipperChain	FallenEssence	500	None	0	None	0	None	0	Lock_KurtOrEdu	<$>90167</>	1	None	None	0	None	None	0	REQ_ARTIFACT
52	AF_ProstMask	<$>13438</>	GET_ARTIFACT	Character	ProstMask	BalanceEssence	500	None	0	None	0	None	0	XQ_Hellena	<$>90168</>	20	None	None	0	None	None	0	REQ_ARTIFACT
53	AF_PictureDiary	<$>13438</>	GET_ARTIFACT	Character	PictureDiary	PureEssence	500	None	0	None	0	None	0	XQ_Kano	<$>91367</>	30	None	None	0	None	None	0	REQ_ARTIFACT
54	AF_HairRibbon	<$>13438</>	GET_ARTIFACT	Character	HairRibbon	FallenEssence	500	None	0	None	0	None	0	XQ_Grace	<$>91368</>	40	None	None	0	None	None	0	REQ_ARTIFACT
55	AF_MomsHairpin	<$>13438</>	GET_ARTIFACT	Character	MomsHairpin	BalanceEssence	500	None	0	None	0	None	0	XQ_Soso	<$>91369</>	20	None	None	0	None	None	0	REQ_ARTIFACT
56	AF_TGolemPiece	<$>13438</>	GET_ARTIFACT	Character	TresureGolemPiece	FallenEssence	500	None	0	None	0	None	0	XQ_Sherryn	<$>91370</>	30	None	None	0	None	None	0	REQ_ARTIFACT
57	AF_ShePicture	<$>13438</>	GET_ARTIFACT	Character	ShePicture	PureEssence	500	None	0	None	0	None	0	XQ_Ramiro	<$>91371</>	30	None	None	0	None	None	0	REQ_ARTIFACT
58	AF_RedCarriage	<$>13438</>	GET_ARTIFACT	Character	RedCarriage	BalanceEssence	500	None	0	None	0	None	0	Quest_51002	<$>91372</>	200	None	None	0	None	None	0	REQ_ARTIFACT
59	AF_CrystalFire	<$>13438</>	GET_ARTIFACT	Character	CrystalFire	PureEssence	500	None	0	None	0	None	0	XQ_Ludin	<$>91373</>	41	None	None	0	None	None	0	REQ_ARTIFACT
60	AF_ROBOR90	<$>13438</>	GET_ARTIFACT	Character	ROBOR90	BalanceEssence	500	None	0	None	0	None	0	XQ_Urlik	<$>91374</>	30	None	None	0	None	None	0	REQ_ARTIFACT
61	AF_Libertar	<$>13438</>	GET_ARTIFACT	Character	Libertar	PureEssence	500	None	0	None	0	None	0	XQ_Andre	<$>92369</>	70	None	None	0	None	None	0	REQ_ARTIFACT
62	AF_Frio	<$>13438</>	GET_ARTIFACT	Character	Frio	PureEssence	500	None	0	None	0	None	0	XQ_Mi	<$>92370</>	41	None	None	0	None	None	0	REQ_ARTIFACT
63	AF_BBrooch	<$>13438</>	GET_ARTIFACT	Character	BBrooch	FallenEssence	500	None	0	None	0	None	0	YQ_Berroniff	<$>92371</>	31	None	None	0	None	None	0	REQ_ARTIFACT
64	AF_Epaulet	<$>13438</>	GET_ARTIFACT	Character	Epaulet	BalanceEssence	500	None	0	None	0	None	0	YQ_Adriana	<$>92372</>	40	None	None	0	None	None	0	REQ_ARTIFACT
65	AF_Postcards	<$>13438</>	GET_ARTIFACT	Character	Postcards	PureEssence	500	None	0	None	0	None	0	ZQ_Olivia	<$>94275</>	20	None	None	0	None	None	0	REQ_ARTIFACT
66	AF_Pick	<$>13438</>	GET_ARTIFACT	Character	Pick	BalanceEssence	500	None	0	None	0	None	0	XQ_Rio	<$>94276</>	30	None	None	0	None	None	0	REQ_ARTIFACT
67	AF_Sketchbook	<$>13438</>	GET_ARTIFACT	Character	Sketchbook	PureEssence	500	None	0	None	0	None	0	YQ_Leonele	<$>94277</>	40	None	None	0	None	None	0	REQ_ARTIFACT
68	AF_WoodenSword	<$>13438</>	GET_ARTIFACT	Character	WoodenSword	FallenEssence	500	None	0	None	0	None	0	XQ_Lisa	<$>94278</>	50	None	None	0	None	None	0	REQ_ARTIFACT
69	AF_MoonWalk	<$>13438</>	GET_ARTIFACT	Character	MoonWalk	BalanceEssence	500	None	0	None	0	None	0	XQ_Cruz	<$>94279</>	27	None	None	0	None	None	0	REQ_ARTIFACT
70	AF_OldGolemTalisman	<$>13438</>	GET_ARTIFACT	Normal	OldGolemTalisman	TitaniumAlloys	50	BalanceEssence	200	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
71	AF_OldDemonTalisman	<$>13438</>	GET_ARTIFACT	Normal	OldDemonTalisman	BloodyTooth	50	FallenEssence	200	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
72	AF_OldExcutionersEarring	<$>13438</>	GET_ARTIFACT	Normal	OldExcutionersEarring	BloodyNail	50	PureEssence	200	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
73	AF_OldUndeadTalisman	<$>13438</>	GET_ARTIFACT	Normal	OldUndeadTalisman	DeadManlegBone	50	BalanceEssence	200	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
74	AF_OldCreatureTalisman	<$>13438</>	GET_ARTIFACT	Normal	OldCreatureTalisman	FirstHuntingSpoils	50	PureEssence	200	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
75	AF_GolemTalisman	<$>13438</>	GET_ARTIFACT	Elite	GolemTalisman	OldGolemTalisman	1	TitaniumAlloys	300	BalanceEssence	500	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
76	AF_DemonTalisman	<$>13438</>	GET_ARTIFACT	Elite	DemonTalisman	OldDemonTalisman	1	BloodyTooth	300	FallenEssence	500	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
77	AF_ExcutionersEarring	<$>13438</>	GET_ARTIFACT	Elite	ExcutionersEarring	OldExcutionersEarring	1	BloodyNail	300	PureEssence	500	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
78	AF_UndeadTalisman	<$>13438</>	GET_ARTIFACT	Elite	UndeadTalisman	OldUndeadTalisman	1	DeadManlegBone	300	BalanceEssence	500	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
79	AF_CreatureTalisman	<$>13438</>	GET_ARTIFACT	Elite	CreatureTalisman	OldCreatureTalisman	1	FirstHuntingSpoils	300	PureEssence	500	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
80	AF_E_GolemTalisman	<$>13438</>	GET_ARTIFACT	Unique	E_GolemTalisman	GolemTalisman	1	ExcutionersEarring	1	CreatureTalisman	1	BalanceEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
81	AF_E_DemonTalisman	<$>13438</>	GET_ARTIFACT	Unique	E_DemonTalisman	DemonTalisman	1	ExcutionersEarring	1	UndeadTalisman	1	FallenEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
82	AF_E_ExcutionersEarring	<$>13438</>	GET_ARTIFACT	Unique	E_ExcutionersEarring	ExcutionersEarring	1	GolemTalisman	1	DemonTalisman	1	PureEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
83	AF_E_UndeadTalisman	<$>13438</>	GET_ARTIFACT	Unique	E_UndeadTalisman	UndeadTalisman	1	DemonTalisman	1	CreatureTalisman	1	BalanceEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
84	AF_E_CreatureTalisman	<$>13438</>	GET_ARTIFACT	Unique	E_CreatureTalisman	CreatureTalisman	1	GolemTalisman	1	UndeadTalisman	1	PureEssence	5000	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
85	AF_MaryBroom	<$>13438</>	GET_ARTIFACT	Character	MaryBroom	BalanceEssence	500	None	0	None	0	None	0	XQ_Mary	<$>97337</>	54	None	None	0	None	None	0	REQ_ARTIFACT
86	AF_IdgeNotebook	<$>13438</>	GET_ARTIFACT	Character	IdgeNotebook	PureEssence	500	None	0	None	0	None	0	XQ_Idge	<$>97338</>	70	None	None	0	None	None	0	REQ_ARTIFACT
87	AF_BloodyBandage	<$>13438</>	GET_ARTIFACT	Character	BloodyBandage	FallenEssence	500	None	0	None	0	None	0	XQ_Claude	<$>97339</>	30	None	None	0	None	None	0	REQ_ARTIFACT
88	AF_TreasureMap	<$>13438</>	GET_ARTIFACT	Character	TreasureMap	BalanceEssence	500	None	0	None	0	None	0	XQ_Brunie	<$>97340</>	30	None	None	0	None	None	0	REQ_ARTIFACT
99	AF_LorchWatch	<$>13438</>	GET_ARTIFACT	Character	LorchWatch	PureEssence	500	None	0	None	0	None	0	XQ_Lorch	<$>103636</>	80	None	None	0	None	None	0	REQ_ARTIFACT
100	AF_RingNecklace	<$>13438</>	GET_ARTIFACT	Character	RingNecklace	BalanceEssence	500	None	0	None	0	None	0	YQ_AuchAide	<$>103637</>	14	None	None	0	None	None	0	REQ_ARTIFACT
101	AF_CalyceDagger	<$>13438</>	GET_ARTIFACT	Character	CalyceDagger	FallenEssence	500	None	0	None	0	None	0	XQ_Calyce	<$>103638</>	22	None	None	0	None	None	0	REQ_ARTIFACT
102	AF_ProofOfValor	<$>13438</>	GET_ARTIFACT	Character	ProofOfValor	BalanceEssence	500	None	0	None	0	None	0	XQ_Nar	<$>103639</>	40	None	None	0	None	None	0	REQ_ARTIFACT
103	AF_ProofOfGuardian	<$>13438</>	GET_ARTIFACT	Character	ProofOfGuardian	BalanceEssence	500	None	0	None	0	None	0	YQ_Ania	<$>103640</>	30	None	None	0	None	None	0	REQ_ARTIFACT
104	AF_Mitten	<$>13438</>	GET_ARTIFACT	Character	Mitten	PureEssence	500	None	0	None	0	None	0	XQ_Natalie	<$>103641</>	30	None	None	0	None	None	0	REQ_ARTIFACT
105	AF_OldPhotos	<$>13438</>	GET_ARTIFACT	Character	OldPhotos	PureEssence	500	None	0	None	0	None	0	XQ_Daria	<$>103642</>	20	None	None	0	None	None	0	REQ_ARTIFACT
106	AF_CallOfDuty	<$>13438</>	GET_ARTIFACT	Character	CallOfDuty	BalanceEssence	500	None	0	None	0	None	0	None	<$>13438</>	0	None	None	0	None	None	0	REQ_ARTIFACT
107	AF_Bullet	<$>13438</>	GET_ARTIFACT	Character	Bullet	BalanceEssence	500	None	0	None	0	None	0	XQ_Yeganeh	<$>103643</>	80	None	None	0	None	None	0	REQ_ARTIFACT
108	AF_CannonBall	<$>13438</>	GET_ARTIFACT	Character	CannonBall	FallenEssence	500	None	0	None	0	None	0	XQ_Cortazar	<$>103644</>	50	None	None	0	None	None	0	REQ_ARTIFACT
109	AF_WaterDiary	<$>13438</>	GET_ARTIFACT	Character	WaterDiary	BalanceEssence	500	None	0	None	0	None	0	XQ_Adelina	<$>103645</>	20	None	None	0	None	None	0	REQ_ARTIFACT
110	AF_PerruchoDiary	<$>13438</>	GET_ARTIFACT	Character	PerruchoDiary	BalanceEssence	500	None	0	None	0	None	0	XQ_Gracielo	<$>103646</>	30	None	None	0	None	None	0	REQ_ARTIFACT
111	AF_ByRomina	<$>13438</>	GET_ARTIFACT	Character	ByRomina	PureEssence	500	None	0	None	0	None	0	XQ_Romina	<$>103647</>	60	None	None	0	None	None	0	REQ_ARTIFACT
112	AF_MartialArtsBook	<$>13438</>	GET_ARTIFACT	Character	MartialArtsBook	FallenEssence	500	None	0	None	0	None	0	XQ_Gurtrude	<$>103648</>	40	None	None	0	None	None	0	REQ_ARTIFACT
113	AF_BigTooth	<$>13438</>	GET_ARTIFACT	Character	BigTooth	FallenEssence	500	None	0	None	0	None	0	YQ_Romina	<$>103649</>	30	None	None	0	None	None	0	REQ_ARTIFACT
114	AF_MedalOfHonor	<$>13438</>	GET_ARTIFACT	Character	MedalOfHonor	BalanceEssence	500	None	0	None	0	None	0	XQ_AuchSol	<$>103650</>	20	None	None	0	None	None	0	REQ_ARTIFACT
115	AF_TartHammer	<$>13438</>	GET_ARTIFACT	Character	TartHammer	PureEssence	500	None	0	None	0	None	0	XQ_Angie	<$>103651</>	70	None	None	0	None	None	0	REQ_ARTIFACT
116	AF_EyeShadow	<$>13438</>	GET_ARTIFACT	Character	EyeShadow	BalanceEssence	500	None	0	None	0	None	0	XQ_Vincent	<$>103652</>	20	None	None	0	None	None	0	REQ_ARTIFACT
117	AF_EyePatch	<$>13438</>	GET_ARTIFACT	Character	EyePatch	PureEssence	500	None	0	None	0	None	0	XQ_Irawan	<$>103653</>	50	None	None	0	None	None	0	REQ_ARTIFACT
118	AF_Vocabulary	<$>13438</>	GET_ARTIFACT	Character	Vocabulary	BalanceEssence	500	None	0	None	0	None	0	XQ_Ho	<$>103654</>	30	None	None	0	None	None	0	REQ_ARTIFACT
119	AF_RedBand	<$>13438</>	GET_ARTIFACT	Character	RedBand	BalanceEssence	500	None	0	None	0	None	0	XQ_Torsche	<$>109016</>	90	None	None	0	None	None	0	REQ_ARTIFACT
120	AF_NenaPortrait	<$>13438</>	GET_ARTIFACT	Character	NenaPortrait	FallenEssence	500	None	0	None	0	None	0	YQ_Nena	<$>176790</>	40	Quest_21018	<$>176791</>	200	None	None	0	REQ_ARTIFACT
121	AF_HuntingTrident	<$>13438</>	GET_ARTIFACT	Character	HuntingTrident	PureEssence	500	None	0	None	0	None	0	XQ_Alejandro	<$>109018</>	40	None	None	0	None	None	0	REQ_ARTIFACT
122	AF_CatherineHair	<$>13438</>	GET_ARTIFACT	Character	CatherineHair	FallenEssence	500	None	0	None	0	None	0	XQ_Torsche	<$>109019</>	80	None	None	0	None	None	0	REQ_ARTIFACT
200	AF_Limit_BLK_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_BLK_Old	UraeusFin	7	BalanceEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
201	AF_Limit_MeleeATK_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_MeleeATK_Old	UraeusCanine	7	PureEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
202	AF_Limit_MSPD_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_MSPD_Old	GriffonFeathers	7	FallenEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
203	AF_Limit_ASPD_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_ASPD_Old	GriffonToenail	7	BalanceEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
204	AF_Limit_MHP_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_MHP_Old	QueenzeaterEssences	7	PureEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
205	AF_Limit_RHP_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_RHP_Old	QueenzeaterRoot	7	FallenEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
206	AF_Limit_ShootATK_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_ShootATK_Old	SharffenTrigger	7	BalanceEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
207	AF_Limit_CRT_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_CRT_Old	SharffenKnife	7	PureEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
208	AF_Limit_MagicATK_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_MagicATK_Old	DecarabiaSkull	7	FallenEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
209	AF_Limit_R_Magic_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_R_Magic_Old	DecarabiaRibs	7	BalanceEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
210	AF_Limit_Cast_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_Cast_Old	Diablo_blackfur	7	PureEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
211	AF_Limit_SummonAtk_Old	<$>13438</>	GET_ARTIFACT	Normal	Limit_SummonAtk_Old	Diablo_horn	7	FallenEssence	500	None	0	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
212	AF_Limit_BLK	<$>13438</>	GET_ARTIFACT	Elite	Limit_BLK	UraeusFin	3	Limit_BLK_Old	1	BalanceEssence	1000	None	0	None	None	0	None	None	0	None	None	0	REQ_ARTIFACT
