AccomplishID	AccomplishName	AccomplishPoint	CheckProperty	CheckType	ClassID	ClassName	Desc	IsContinue	RewardItem	Stage	SysMsg	Title	Type
301	GetMoney	750	AP_GetMoney, 1500000000	CommProp	311	GetMoney11	<$>154695</>	FALSE	21803, 5	11	<$>148337</>	<$>154694</>	General
301	GetMoney	1000	AP_GetMoney, 2000000000	CommProp	312	GetMoney12	<$>148430</>	FALSE	26117, 1	12	<$>148337</>	<$>154696</>	General
501	AP_Point	0	accomplishmentPoint, 1000	CommProp	501	AP_Point1	<$>154698</>	TRUE	23595, 1	1	<$>148337</>	<$>154697</>	General
501	AP_Point	0	accomplishmentPoint, 3000	CommProp	502	AP_Point2	<$>154700</>	TRUE	40807, 1	2	<$>148337</>	<$>154699</>	General
501	AP_Point	0	accomplishmentPoint, 5000	CommProp	503	AP_Point3	<$>154702</>	TRUE	40859, 1	3	<$>148337</>	<$>154701</>	General
501	AP_Point	0	accomplishmentPoint, 10000	CommProp	504	AP_Point4	<$>154704</>	TRUE	22110, 1	4	<$>148337</>	<$>154703</>	General
501	AP_Point	0	accomplishmentPoint, 20000	CommProp	505	AP_Point5	<$>154706</>	TRUE	40808, 1	5	<$>148337</>	<$>154705</>	General
501	AP_Point	0	accomplishmentPoint, 50000	CommProp	506	AP_Point6	<$>154708</>	TRUE	40860, 1	6	<$>148337</>	<$>154707</>	General
501	AP_Point	0	accomplishmentPoint, 100000	CommProp	507	AP_Point7	<$>154710</>	TRUE	26125, 1	7	<$>148337</>	<$>154709</>	General
1101	Undeadkill	1	Undead, 100	MonKill	1101	Undead1	<$>148479</>	FALSE	40761, 1	1	<$>148337</>	<$>148478</>	Battle_PVE
1101	Undeadkill	2	Undead, 1000	MonKill	1102	Undead2	<$>148480</>	FALSE	40761, 1	2	<$>148337</>	U - 1000	Battle_PVE
1101	Undeadkill	3	Undead, 1500	MonKill	1103	Undead3	<$>148481</>	FALSE	40761, 2	3	<$>148337</>	U - 1500	Battle_PVE
1101	Undeadkill	4	Undead, 2000	MonKill	1104	Undead4	<$>148483</>	FALSE	40761, 2	4	<$>148337</>	<$>148482</>	Battle_PVE
1101	Undeadkill	5	Undead, 5000	MonKill	1105	Undead5	<$>148485</>	FALSE	40761, 3	5	<$>148337</>	<$>148484</>	Battle_PVE
1101	Undeadkill	6	Undead, 10000	MonKill	1106	Undead6	<$>148487</>	FALSE	40761, 3	6	<$>148337</>	<$>148486</>	Battle_PVE
1101	Undeadkill	7	Undead, 20000	MonKill	1107	Undead7	<$>148489</>	FALSE	40761, 4	7	<$>148337</>	<$>148488</>	Battle_PVE
1101	Undeadkill	8	Undead, 30000	MonKill	1108	Undead8	<$>148491</>	FALSE	40761, 4	8	<$>148337</>	<$>148490</>	Battle_PVE
1101	Undeadkill	9	Undead, 50000	MonKill	1109	Undead9	<$>148493</>	FALSE	40761, 5	9	<$>148337</>	<$>148492</>	Battle_PVE
1101	Undeadkill	10	Undead, 100000	MonKill	1110	Undead10	<$>148495</>	FALSE	40761, 5	10	<$>148337</>	<$>148494</>	Battle_PVE
1101	Undeadkill	15	Undead, 1000000	MonKill	1111	Undead11	<$>148497</>	FALSE	40766, 1	11	<$>148337</>	<$>148496</>	Battle_PVE
1101	Undeadkill	20	Undead, 10000000	MonKill	1112	Undead12	<$>148499</>	FALSE	40766, 1	12	<$>148337</>	<$>148498</>	Battle_PVE
1101	Undeadkill	25	Undead, 30000000	MonKill	1113	Undead13	<$>148501</>	FALSE	40766, 2	13	<$>148337</>	<$>148500</>	Battle_PVE
1101	Undeadkill	30	Undead, 50000000	MonKill	1114	Undead14	<$>148503</>	FALSE	40766, 2	14	<$>148337</>	<$>148502</>	Battle_PVE
1101	Undeadkill	40	Undead, 80000000	MonKill	1115	Undead15	<$>148505</>	FALSE	40766, 2	15	<$>148337</>	<$>148504</>	Battle_PVE
1101	Undeadkill	50	Undead, 100000000	MonKill	1116	Undead16	<$>148507</>	FALSE	40766, 3	16	<$>148337</>	<$>148506</>	Battle_PVE
1101	Undeadkill	75	Undead, 150000000	MonKill	1117	Undead17	<$>148509</>	FALSE	40766, 3	17	<$>148337</>	<$>148508</>	Battle_PVE
1101	Undeadkill	100	Undead, 200000000	MonKill	1118	Undead18	<$>148511</>	FALSE	40766, 3	18	<$>148337</>	<$>148510</>	Battle_PVE
1101	Undeadkill	125	Undead, 250000000	MonKill	1119	Undead19	<$>148513</>	FALSE	40766, 4	19	<$>148337</>	<$>148512</>	Battle_PVE
1101	Undeadkill	150	Undead, 300000000	MonKill	1120	Undead20	<$>148515</>	FALSE	40766, 4	20	<$>148337</>	<$>148514</>	Battle_PVE
1101	Undeadkill	175	Undead, 350000000	MonKill	1121	Undead21	<$>148517</>	FALSE	40766, 4	21	<$>148337</>	<$>148516</>	Battle_PVE
1101	Undeadkill	200	Undead, 400000000	MonKill	1122	Undead22	<$>148519</>	FALSE	40766, 4	22	<$>148337</>	<$>148518</>	Battle_PVE
1101	Undeadkill	225	Undead, 450000000	MonKill	1123	Undead23	<$>148521</>	FALSE	40766, 4	23	<$>148337</>	<$>148520</>	Battle_PVE
1101	Undeadkill	250	Undead, 500000000	MonKill	1124	Undead24	<$>148523</>	FALSE	40766, 4	24	<$>148337</>	<$>148522</>	Battle_PVE
1101	Undeadkill	275	Undead, 550000000	MonKill	1125	Undead25	<$>148525</>	FALSE	40766, 5	25	<$>148337</>	<$>148524</>	Battle_PVE
1101	Undeadkill	300	Undead, 600000000	MonKill	1126	Undead26	<$>148527</>	FALSE	40766, 5	26	<$>148337</>	<$>148526</>	Battle_PVE
1101	Undeadkill	325	Undead, 650000000	MonKill	1127	Undead27	<$>148529</>	FALSE	40766, 5	27	<$>148337</>	<$>148528</>	Battle_PVE
1101	Undeadkill	350	Undead, 700000000	MonKill	1128	Undead28	<$>148531</>	FALSE	40766, 5	28	<$>148337</>	<$>148530</>	Battle_PVE
1101	Undeadkill	375	Undead, 750000000	MonKill	1129	Undead29	<$>148533</>	FALSE	40766, 5	29	<$>148337</>	<$>148532</>	Battle_PVE
1101	Undeadkill	400	Undead, 800000000	MonKill	1130	Undead30	<$>148535</>	FALSE	40766, 5	30	<$>148337</>	<$>148534</>	Battle_PVE
1101	Undeadkill	425	Undead, 850000000	MonKill	1131	Undead31	<$>148537</>	FALSE	40766, 5	31	<$>148337</>	<$>148536</>	Battle_PVE
1101	Undeadkill	450	Undead, 900000000	MonKill	1132	Undead32	<$>148539</>	FALSE	40766, 5	32	<$>148337</>	<$>148538</>	Battle_PVE
1101	Undeadkill	475	Undead, 950000000	MonKill	1133	Undead33	<$>148541</>	FALSE	40766, 5	33	<$>148337</>	<$>148540</>	Battle_PVE
1101	Undeadkill	500	Undead, 1000000000	MonKill	1134	Undead34	<$>148543</>	FALSE	40771, 1	34	<$>148337</>	<$>148542</>	Battle_PVE
1101	Undeadkill	550	Undead, 1100000000	MonKill	1135	Undead35	<$>148545</>	FALSE	40771, 1	35	<$>148337</>	<$>148544</>	Battle_PVE
1101	Undeadkill	600	Undead, 1200000000	MonKill	1136	Undead36	<$>148547</>	FALSE	40771, 1	36	<$>148337</>	<$>148546</>	Battle_PVE
1101	Undeadkill	650	Undead, 1300000000	MonKill	1137	Undead37	<$>148549</>	FALSE	40771, 1	37	<$>148337</>	<$>148548</>	Battle_PVE
1101	Undeadkill	700	Undead, 1400000000	MonKill	1138	Undead38	<$>148551</>	FALSE	40771, 1	38	<$>148337</>	<$>148550</>	Battle_PVE
1101	Undeadkill	750	Undead, 1500000000	MonKill	1139	Undead39	<$>148553</>	FALSE	40771, 1	39	<$>148337</>	<$>148552</>	Battle_PVE
1101	Undeadkill	800	Undead, 1600000000	MonKill	1140	Undead40	<$>148555</>	FALSE	40771, 1	40	<$>148337</>	<$>148554</>	Battle_PVE
1101	Undeadkill	850	Undead, 1700000000	MonKill	1141	Undead41	<$>148557</>	FALSE	40771, 1	41	<$>148337</>	<$>148556</>	Battle_PVE
1101	Undeadkill	900	Undead, 1800000000	MonKill	1142	Undead42	<$>148559</>	FALSE	40771, 1	42	<$>148337</>	<$>148558</>	Battle_PVE
1101	Undeadkill	950	Undead, 1900000000	MonKill	1143	Undead43	<$>148561</>	FALSE	40771, 1	43	<$>148337</>	<$>148560</>	Battle_PVE
1101	Undeadkill	1000	Undead, 2000000000	MonKill	1144	Undead44	<$>148563</>	FALSE	26102, 1	44	<$>148337</>	<$>148562</>	Battle_PVE
1201	Creaturekill	1	Creature, 100	MonKill	1201	Creature1	<$>148565</>	FALSE	40758, 1	1	<$>148337</>	<$>148564</>	Battle_PVE
1201	Creaturekill	2	Creature, 1000	MonKill	1202	Creature2	<$>148566</>	FALSE	40758, 1	2	<$>148337</>	C - 1000	Battle_PVE
1201	Creaturekill	3	Creature, 1500	MonKill	1203	Creature3	<$>148567</>	FALSE	40758, 2	3	<$>148337</>	C - 1500	Battle_PVE
1201	Creaturekill	4	Creature, 2000	MonKill	1204	Creature4	<$>148569</>	FALSE	40758, 2	4	<$>148337</>	<$>148568</>	Battle_PVE
1201	Creaturekill	5	Creature, 5000	MonKill	1205	Creature5	<$>148571</>	FALSE	40758, 3	5	<$>148337</>	<$>148570</>	Battle_PVE
1201	Creaturekill	6	Creature, 10000	MonKill	1206	Creature6	<$>148573</>	FALSE	40758, 3	6	<$>148337</>	<$>148572</>	Battle_PVE
1201	Creaturekill	7	Creature, 20000	MonKill	1207	Creature7	<$>148575</>	FALSE	40758, 4	7	<$>148337</>	<$>148574</>	Battle_PVE
1201	Creaturekill	8	Creature, 30000	MonKill	1208	Creature8	<$>148577</>	FALSE	40758, 4	8	<$>148337</>	<$>148576</>	Battle_PVE
1201	Creaturekill	9	Creature, 50000	MonKill	1209	Creature9	<$>148579</>	FALSE	40758, 5	9	<$>148337</>	<$>148578</>	Battle_PVE
1201	Creaturekill	10	Creature, 100000	MonKill	1210	Creature10	<$>148581</>	FALSE	40758, 5	10	<$>148337</>	<$>148580</>	Battle_PVE
1201	Creaturekill	15	Creature, 1000000	MonKill	1211	Creature11	<$>148583</>	FALSE	40763, 1	11	<$>148337</>	<$>148582</>	Battle_PVE
1201	Creaturekill	20	Creature, 10000000	MonKill	1212	Creature12	<$>148585</>	FALSE	40763, 1	12	<$>148337</>	<$>148584</>	Battle_PVE
1201	Creaturekill	25	Creature, 30000000	MonKill	1213	Creature13	<$>148587</>	FALSE	40763, 2	13	<$>148337</>	<$>148586</>	Battle_PVE
1201	Creaturekill	30	Creature, 50000000	MonKill	1214	Creature14	<$>148589</>	FALSE	40763, 2	14	<$>148337</>	<$>148588</>	Battle_PVE
1201	Creaturekill	40	Creature, 80000000	MonKill	1215	Creature15	<$>148591</>	FALSE	40763, 2	15	<$>148337</>	<$>148590</>	Battle_PVE
1201	Creaturekill	50	Creature, 100000000	MonKill	1216	Creature16	<$>148593</>	FALSE	40763, 3	16	<$>148337</>	<$>148592</>	Battle_PVE
1201	Creaturekill	75	Creature, 150000000	MonKill	1217	Creature17	<$>148595</>	FALSE	40763, 3	17	<$>148337</>	<$>148594</>	Battle_PVE
1201	Creaturekill	100	Creature, 200000000	MonKill	1218	Creature18	<$>148597</>	FALSE	40763, 3	18	<$>148337</>	<$>148596</>	Battle_PVE
1201	Creaturekill	125	Creature, 250000000	MonKill	1219	Creature19	<$>148599</>	FALSE	40763, 4	19	<$>148337</>	<$>148598</>	Battle_PVE
1201	Creaturekill	150	Creature, 300000000	MonKill	1220	Creature20	<$>148601</>	FALSE	40763, 4	20	<$>148337</>	<$>148600</>	Battle_PVE
1201	Creaturekill	175	Creature, 350000000	MonKill	1221	Creature21	<$>148603</>	FALSE	40763, 4	21	<$>148337</>	<$>148602</>	Battle_PVE
1201	Creaturekill	200	Creature, 400000000	MonKill	1222	Creature22	<$>148605</>	FALSE	40763, 4	22	<$>148337</>	<$>148604</>	Battle_PVE
1201	Creaturekill	225	Creature, 450000000	MonKill	1223	Creature23	<$>148607</>	FALSE	40763, 4	23	<$>148337</>	<$>148606</>	Battle_PVE
1201	Creaturekill	250	Creature, 500000000	MonKill	1224	Creature24	<$>148609</>	FALSE	40763, 4	24	<$>148337</>	<$>148608</>	Battle_PVE
1201	Creaturekill	275	Creature, 550000000	MonKill	1225	Creature25	<$>148611</>	FALSE	40763, 5	25	<$>148337</>	<$>148610</>	Battle_PVE
1201	Creaturekill	300	Creature, 600000000	MonKill	1226	Creature26	<$>148613</>	FALSE	40763, 5	26	<$>148337</>	<$>148612</>	Battle_PVE
1201	Creaturekill	325	Creature, 650000000	MonKill	1227	Creature27	<$>148615</>	FALSE	40763, 5	27	<$>148337</>	<$>148614</>	Battle_PVE
1201	Creaturekill	350	Creature, 700000000	MonKill	1228	Creature28	<$>148617</>	FALSE	40763, 5	28	<$>148337</>	<$>148616</>	Battle_PVE
1201	Creaturekill	375	Creature, 750000000	MonKill	1229	Creature29	<$>148619</>	FALSE	40763, 5	29	<$>148337</>	<$>148618</>	Battle_PVE
1201	Creaturekill	400	Creature, 800000000	MonKill	1230	Creature30	<$>148621</>	FALSE	40763, 5	30	<$>148337</>	<$>148620</>	Battle_PVE
1201	Creaturekill	425	Creature, 850000000	MonKill	1231	Creature31	<$>148623</>	FALSE	40763, 5	31	<$>148337</>	<$>148622</>	Battle_PVE
1201	Creaturekill	450	Creature, 900000000	MonKill	1232	Creature32	<$>148625</>	FALSE	40763, 5	32	<$>148337</>	<$>148624</>	Battle_PVE
1201	Creaturekill	475	Creature, 950000000	MonKill	1233	Creature33	<$>148627</>	FALSE	40763, 5	33	<$>148337</>	<$>148626</>	Battle_PVE
1201	Creaturekill	500	Creature, 1000000000	MonKill	1234	Creature34	<$>148629</>	FALSE	40763, 5	34	<$>148337</>	<$>148628</>	Battle_PVE
1201	Creaturekill	550	Creature, 1100000000	MonKill	1235	Creature35	<$>148631</>	FALSE	40768, 1	35	<$>148337</>	<$>148630</>	Battle_PVE
1201	Creaturekill	600	Creature, 1200000000	MonKill	1236	Creature36	<$>148633</>	FALSE	40768, 1	36	<$>148337</>	<$>148632</>	Battle_PVE
1201	Creaturekill	650	Creature, 1300000000	MonKill	1237	Creature37	<$>148635</>	FALSE	40768, 1	37	<$>148337</>	<$>148634</>	Battle_PVE
1201	Creaturekill	700	Creature, 1400000000	MonKill	1238	Creature38	<$>148637</>	FALSE	40768, 1	38	<$>148337</>	<$>148636</>	Battle_PVE
1201	Creaturekill	750	Creature, 1500000000	MonKill	1239	Creature39	<$>148639</>	FALSE	40768, 1	39	<$>148337</>	<$>148638</>	Battle_PVE
1201	Creaturekill	800	Creature, 1600000000	MonKill	1240	Creature40	<$>148641</>	FALSE	40768, 1	40	<$>148337</>	<$>148640</>	Battle_PVE
1201	Creaturekill	850	Creature, 1700000000	MonKill	1241	Creature41	<$>148643</>	FALSE	40768, 1	41	<$>148337</>	<$>148642</>	Battle_PVE
1201	Creaturekill	900	Creature, 1800000000	MonKill	1242	Creature42	<$>148645</>	FALSE	40768, 1	42	<$>148337</>	<$>148644</>	Battle_PVE
1201	Creaturekill	950	Creature, 1900000000	MonKill	1243	Creature43	<$>148647</>	FALSE	40768, 1	43	<$>148337</>	<$>148646</>	Battle_PVE
1201	Creaturekill	1000	Creature, 2000000000	MonKill	1244	Creature44	<$>148649</>	FALSE	26103, 1	44	<$>148337</>	<$>148648</>	Battle_PVE
1301	Golemkill	1	Golem, 100	MonKill	1301	Golem1	<$>148651</>	FALSE	40759, 1	1	<$>148337</>	<$>148650</>	Battle_PVE
1301	Golemkill	2	Golem, 1000	MonKill	1302	Golem2	<$>148652</>	FALSE	40759, 1	2	<$>148337</>	G - 1000	Battle_PVE
1301	Golemkill	3	Golem, 1500	MonKill	1303	Golem3	<$>148653</>	FALSE	40759, 2	3	<$>148337</>	G - 1500	Battle_PVE
1301	Golemkill	4	Golem, 2000	MonKill	1304	Golem4	<$>148655</>	FALSE	40759, 2	4	<$>148337</>	<$>148654</>	Battle_PVE
1301	Golemkill	5	Golem, 5000	MonKill	1305	Golem5	<$>148657</>	FALSE	40759, 3	5	<$>148337</>	<$>148656</>	Battle_PVE
1301	Golemkill	6	Golem, 10000	MonKill	1306	Golem6	<$>148659</>	FALSE	40759, 3	6	<$>148337</>	<$>148658</>	Battle_PVE
1301	Golemkill	7	Golem, 20000	MonKill	1307	Golem7	<$>148661</>	FALSE	40759, 4	7	<$>148337</>	<$>148660</>	Battle_PVE
1301	Golemkill	8	Golem, 30000	MonKill	1308	Golem8	<$>148663</>	FALSE	40759, 4	8	<$>148337</>	<$>148662</>	Battle_PVE
1301	Golemkill	9	Golem, 50000	MonKill	1309	Golem9	<$>148665</>	FALSE	40759, 5	9	<$>148337</>	<$>148664</>	Battle_PVE
1301	Golemkill	10	Golem, 100000	MonKill	1310	Golem10	<$>148667</>	FALSE	40759, 5	10	<$>148337</>	<$>148666</>	Battle_PVE
1301	Golemkill	15	Golem, 1000000	MonKill	1311	Golem11	<$>148669</>	FALSE	40764, 1	11	<$>148337</>	<$>148668</>	Battle_PVE
1301	Golemkill	20	Golem, 10000000	MonKill	1312	Golem12	<$>148671</>	FALSE	40764, 1	12	<$>148337</>	<$>148670</>	Battle_PVE
1301	Golemkill	25	Golem, 30000000	MonKill	1313	Golem13	<$>148673</>	FALSE	40764, 2	13	<$>148337</>	<$>148672</>	Battle_PVE
1301	Golemkill	30	Golem, 50000000	MonKill	1314	Golem14	<$>148675</>	FALSE	40764, 2	14	<$>148337</>	<$>148674</>	Battle_PVE
1301	Golemkill	40	Golem, 80000000	MonKill	1315	Golem15	<$>148677</>	FALSE	40764, 2	15	<$>148337</>	<$>148676</>	Battle_PVE
1301	Golemkill	50	Golem, 100000000	MonKill	1316	Golem16	<$>148679</>	FALSE	40764, 3	16	<$>148337</>	<$>148678</>	Battle_PVE
1301	Golemkill	75	Golem, 150000000	MonKill	1317	Golem17	<$>148681</>	FALSE	40764, 3	17	<$>148337</>	<$>148680</>	Battle_PVE
1301	Golemkill	100	Golem, 200000000	MonKill	1318	Golem18	<$>148683</>	FALSE	40764, 3	18	<$>148337</>	<$>148682</>	Battle_PVE
1301	Golemkill	125	Golem, 250000000	MonKill	1319	Golem19	<$>148685</>	FALSE	40764, 4	19	<$>148337</>	<$>148684</>	Battle_PVE
1301	Golemkill	150	Golem, 300000000	MonKill	1320	Golem20	<$>148687</>	FALSE	40764, 4	20	<$>148337</>	<$>148686</>	Battle_PVE
1301	Golemkill	175	Golem, 350000000	MonKill	1321	Golem21	<$>148689</>	FALSE	40764, 4	21	<$>148337</>	<$>148688</>	Battle_PVE
1301	Golemkill	200	Golem, 400000000	MonKill	1322	Golem22	<$>148691</>	FALSE	40764, 4	22	<$>148337</>	<$>148690</>	Battle_PVE
1301	Golemkill	225	Golem, 450000000	MonKill	1323	Golem23	<$>148693</>	FALSE	40764, 4	23	<$>148337</>	<$>148692</>	Battle_PVE
1301	Golemkill	250	Golem, 500000000	MonKill	1324	Golem24	<$>148695</>	FALSE	40764, 4	24	<$>148337</>	<$>148694</>	Battle_PVE
1301	Golemkill	275	Golem, 550000000	MonKill	1325	Golem25	<$>148697</>	FALSE	40764, 5	25	<$>148337</>	<$>148696</>	Battle_PVE
1301	Golemkill	300	Golem, 600000000	MonKill	1326	Golem26	<$>148699</>	FALSE	40764, 5	26	<$>148337</>	<$>148698</>	Battle_PVE
1301	Golemkill	325	Golem, 650000000	MonKill	1327	Golem27	<$>148701</>	FALSE	40764, 5	27	<$>148337</>	<$>148700</>	Battle_PVE
1301	Golemkill	350	Golem, 700000000	MonKill	1328	Golem28	<$>148703</>	FALSE	40764, 5	28	<$>148337</>	<$>148702</>	Battle_PVE
1301	Golemkill	375	Golem, 750000000	MonKill	1329	Golem29	<$>148705</>	FALSE	40764, 5	29	<$>148337</>	<$>148704</>	Battle_PVE
1301	Golemkill	400	Golem, 800000000	MonKill	1330	Golem30	<$>148707</>	FALSE	40764, 5	30	<$>148337</>	<$>148706</>	Battle_PVE
1301	Golemkill	425	Golem, 850000000	MonKill	1331	Golem31	<$>148709</>	FALSE	40764, 5	31	<$>148337</>	<$>148708</>	Battle_PVE
1301	Golemkill	450	Golem, 900000000	MonKill	1332	Golem32	<$>148711</>	FALSE	40764, 5	32	<$>148337</>	<$>148710</>	Battle_PVE
1301	Golemkill	475	Golem, 950000000	MonKill	1333	Golem33	<$>148713</>	FALSE	40764, 5	33	<$>148337</>	<$>148712</>	Battle_PVE
1301	Golemkill	500	Golem, 1000000000	MonKill	1334	Golem34	<$>148715</>	FALSE	40764, 5	34	<$>148337</>	<$>148714</>	Battle_PVE
1301	Golemkill	550	Golem, 1100000000	MonKill	1335	Golem35	<$>148717</>	FALSE	40769, 1	35	<$>148337</>	<$>148716</>	Battle_PVE
1301	Golemkill	600	Golem, 1200000000	MonKill	1336	Golem36	<$>148719</>	FALSE	40769, 1	36	<$>148337</>	<$>148718</>	Battle_PVE
1301	Golemkill	650	Golem, 1300000000	MonKill	1337	Golem37	<$>148721</>	FALSE	40769, 1	37	<$>148337</>	<$>148720</>	Battle_PVE
1301	Golemkill	700	Golem, 1400000000	MonKill	1338	Golem38	<$>148723</>	FALSE	40769, 1	38	<$>148337</>	<$>148722</>	Battle_PVE
1301	Golemkill	750	Golem, 1500000000	MonKill	1339	Golem39	<$>148725</>	FALSE	40769, 1	39	<$>148337</>	<$>148724</>	Battle_PVE
1301	Golemkill	800	Golem, 1600000000	MonKill	1340	Golem40	<$>148727</>	FALSE	40769, 1	40	<$>148337</>	<$>148726</>	Battle_PVE
