CashItemGroup	ClassID	CoolDown	RicoExchange	SetPeriod	WorldMsg	ability	arg1	arg2	cost	hour	itemID	itemname	min	period	salecost
Package	11042	0	0	0	0	PACKAGE	0	0	14300	0	88325	<$>30012</>	0	0	0
Package	11043	0	0	0	0	PACKAGE	0	0	28600	0	88261	<$>30033</>	0	0	0
Package	11044	0	0	0	0	PACKAGE	0	0	4400	0	88211	<$>30040</>	0	0	0
Package	11045	0	0	0	0	PACKAGE	0	0	7700	0	88212	<$>30041</>	0	0	0
Package	11046	0	0	0	0	PACKAGE	0	0	6600	0	88220	<$>30041</>	0	0	0
Package	11047	0	0	0	0	PACKAGE	0	0	7700	0	88370	<$>30016</>	0	0	0
Package	11048	0	0	0	0	PACKAGE	0	0	11000	0	88371	<$>30017</>	0	0	0
Package	11049	0	0	0	0	PACKAGE	0	0	13200	0	88383	<$>30018</>	0	0	0
Package	11050	0	0	0	0	PACKAGE	0	0	5500	0	88263	<$>30034</>	0	0	0
Package	11051	0	0	0	0	PACKAGE	0	0	3300	0	23518	<$>97447</>	0	0	0
Package	11052	0	0	0	0	PACKAGE	0	0	8800	0	23519	<$>97448</>	0	0	0
Package	11053	0	0	0	0	PACKAGE	0	0	49800	0	20989	<$>97449</>	0	0	0
Package	11054	0	0	0	0	PACKAGE	0	0	500	0	189238	<$>109153</>	0	0	0
Package	11055	0	0	0	0	PACKAGE	0	0	49800	0	20990	<$>97450</>	0	0	0
Package	11056	0	0	0	0	PACKAGE	0	0	10000	0	23528	<$>109165</>	0	0	0
Package	11057	0	0	0	0	PACKAGE	0	0	99999	0	189248	<$>99861</>	0	0	0
Package	11058	0	0	0	0	PACKAGE	0	0	99999	0	189249	<$>99862</>	0	0	0
Package	11059	0	0	0	0	PACKAGE	0	0	99999	0	189250	<$>99863</>	0	0	0
Package	11060	0	0	0	0	PACKAGE	0	0	99999	0	189251	<$>99864</>	0	0	0
Package	11061	0	0	0	0	PACKAGE	0	0	99999	0	189252	<$>99865</>	0	0	0
Package	11062	0	0	0	0	PACKAGE	0	0	99999	0	189253	<$>99866</>	0	0	0
Package	11063	0	0	0	0	PACKAGE	0	0	99999	0	189254	<$>99867</>	0	0	0
Package	11064	0	0	0	0	PACKAGE	0	0	99999	0	189255	<$>99868</>	0	0	0
Package	11065	0	0	0	0	PACKAGE	0	0	49800	0	20991	<$>99869</>	0	0	0
Etc	11066	0	0	0	0	PACKAGE	0	0	99999	0	21929	<$>94376</>	0	0	0
Etc	11067	0	0	0	0	PACKAGE	0	0	99999	0	21930	<$>94377</>	0	0	0
Etc	11068	0	0	0	0	PACKAGE	0	0	99999	0	21932	<$>109154</>	0	0	0
Package	11069	0	0	0	0	PACKAGE	0	0	49800	0	20993	<$>99961</>	0	0	0
Package	11070	0	0	0	0	PACKAGE	0	0	49800	0	20994	<$>103768</>	0	0	0
Package	11071	0	0	0	0	PACKAGE	0	0	49800	0	20995	<$>103769</>	0	0	0
Package	11072	0	0	0	0	PACKAGE	0	0	29800	0	20996	<$>109166</>	0	0	0
Package	11073	0	0	0	0	PACKAGE	0	0	29800	0	20997	<$>109167</>	0	0	0
Package	11074	0	0	0	0	PACKAGE	0	0	29800	0	20998	<$>109168</>	0	0	0
Package	11075	0	0	0	0	PACKAGE	0	0	29800	0	20999	<$>109169</>	0	0	0
Package	11076	0	0	0	0	PACKAGE	0	0	29800	0	21000	<$>109170</>	0	0	0
Package	11077	0	0	0	0	PACKAGE	0	0	29800	0	23549	<$>109171</>	0	0	0
Package	11078	0	0	0	0	PACKAGE	0	0	49800	0	23550	<$>109172</>	0	0	0
Package	11079	0	0	0	0	PACKAGE	0	0	29800	0	23551	<$>109173</>	0	0	0
Package	11080	0	0	0	0	PACKAGE	0	0	49800	0	23552	<$>109174</>	0	0	0
Package	11081	0	0	0	0	PACKAGE	0	0	99999	0	23539	<$>109175</>	0	0	0
Package	11082	0	0	0	0	PACKAGE	0	0	99999	0	23555	<$>109176</>	0	0	0
Package	11083	0	0	0	0	PACKAGE	0	0	99999	0	23556	<$>109177</>	0	0	0
Package	11084	0	0	0	0	PACKAGE	0	0	99999	0	23557	<$>109178</>	0	0	0
Package	11085	0	0	0	0	PACKAGE	0	0	99999	0	23558	<$>109179</>	0	0	0
Package	11086	0	0	0	0	PACKAGE	0	0	99999	0	23559	<$>109180</>	0	0	0
Package	11087	0	0	0	0	PACKAGE	0	0	99999	0	23560	<$>109181</>	0	0	0
Package	11088	0	0	0	0	PACKAGE	0	0	99999	0	23561	<$>109182</>	0	0	0
Package	11089	0	0	0	0	PACKAGE	0	0	99999	0	23567	<$>117737</>	0	0	0
Package	11090	0	0	0	0	PACKAGE	0	0	99999	0	23568	<$>117738</>	0	0	0
Package	11091	0	0	0	0	PACKAGE	0	0	99999	0	23569	<$>117739</>	0	0	0
Etc	11092	0	0	0	0	PACKAGE	0	0	99999	0	157117	<$>117740</>	0	0	0
Package	11093	0	0	0	0	PACKAGE	0	0	99999	0	23570	<$>117741</>	0	0	0
Etc	11094	0	0	0	0	PACKAGE	0	0	99999	0	23571	<$>117742</>	0	0	0
Package	11095	0	0	0	0	PACKAGE	0	0	99999	0	23572	<$>117743</>	0	0	0
Package	11096	0	0	0	0	PACKAGE	0	0	99999	0	23573	<$>117744</>	0	0	0
Package	11097	0	0	0	0	PACKAGE	0	0	99999	0	40249	<$>117745</>	0	0	0
Package	11098	0	0	0	0	PACKAGE	0	0	99999	0	40250	<$>117746</>	0	0	0
Package	11099	0	0	0	0	PACKAGE	0	0	99999	0	40251	<$>117747</>	0	0	0
Package	11100	0	0	0	0	PACKAGE	0	0	34900	0	23575	Character Package_Grandies2_2014	0	0	0
Package	11101	0	0	0	0	PACKAGE	0	0	34900	0	23576	Character Package_Sorang_2014	0	0	0
Package	11102	0	0	0	0	PACKAGE	0	0	34900	0	23577	Character Package_Sherlin_2014	0	0	0
Package	11103	0	0	0	0	PACKAGE	0	0	34900	0	23578	Character Package_BerneliSniper_2014	0	0	0
Package	11104	0	0	0	0	PACKAGE	0	0	34900	0	23579	Character Package_Vendetta_2014	0	0	0
Package	11105	0	0	0	0	PACKAGE	0	0	34900	0	23580	Character Package_SpyOlivia_2014	0	0	0
Package	11106	0	0	0	0	PACKAGE	0	0	34900	0	23581	Character Package_Liung_2014	0	0	0
Package	11107	0	0	0	0	PACKAGE	0	0	34900	0	23582	Character Package_Freeday_2014	0	0	0
Package	11108	0	0	0	0	PACKAGE	0	0	34900	0	23596	Character Package_Rosa_2014	0	0	0
Package	11109	0	0	0	0	PACKAGE	0	0	34900	0	23597	Character Package_Rose_2014	0	0	0
Package	11110	0	0	0	0	PACKAGE	0	0	34900	0	23598	Character Package_HiredClaude_2014	0	0	0
Package	11111	0	0	0	0	PACKAGE	0	0	34900	0	23599	Character Package_Rachel_2014	0	0	0
Package	11112	0	0	0	0	PACKAGE	0	0	34900	0	23600	Character Package_Illusion_2014	0	0	0
Package	11113	0	0	0	0	PACKAGE	0	0	34900	0	23601	Character Package_MontoroPC_2014	0	0	0
Package	11114	0	0	0	0	PACKAGE	0	0	34900	0	23602	Character Package_Selane_2014	0	0	0
Package	11115	0	0	0	0	PACKAGE	0	0	3080	0	189353	<$>37588</>	0	0	2160
Package	11116	0	0	0	0	PACKAGE	0	0	5170	0	189354	<$>37592</>	0	0	3610
Package	11117	0	0	0	0	PACKAGE	0	0	5500	0	189355	<$>117730</>	0	0	3850
Package	11118	0	0	0	0	PACKAGE	0	0	7700	0	189356	<$>117731</>	0	0	5390
Package	11119	0	0	0	0	PACKAGE	0	0	8800	0	189357	<$>117732</>	0	0	6160
Package	11120	0	0	0	0	PACKAGE	0	0	11000	0	189358	<$>117733</>	0	0	7700
Package	11121	0	0	0	0	PACKAGE	0	0	9900	0	189359	<$>117734</>	0	0	6930
Package	11122	0	0	0	0	PACKAGE	0	0	12100	0	189360	<$>117735</>	0	0	8470
Package	11123	0	0	0	0	PACKAGE	0	0	99999	0	23604	<$>123294</>	0	0	0
Package	11124	0	0	0	0	PACKAGE	0	0	99999	0	23605	<$>123295</>	0	0	0
Package	11125	0	0	0	0	PACKAGE	0	0	99999	0	23606	<$>123296</>	0	0	0
Package	11126	0	0	0	0	PACKAGE	0	0	99999	0	23607	<$>126014</>	0	0	0
Package	11127	0	0	0	0	PACKAGE	0	0	99999	0	23608	<$>126015</>	0	0	0
Package	11128	0	0	0	0	PACKAGE	0	0	9900	0	40612	<$>127492</>	0	0	0
Package	11129	0	0	0	0	PACKAGE	0	0	11000	0	40613	<$>127493</>	0	0	0
Package	11130	0	0	0	0	PACKAGE	0	0	9900	0	40615	<$>127494</>	0	0	0
Package	11131	0	0	0	0	PACKAGE	0	0	99999	0	40616	<$>127495</>	0	0	0
Package	11132	0	0	0	0	PACKAGE	0	0	99999	0	40617	<$>127496</>	0	0	0
Package	11133	0	0	0	0	PACKAGE	0	0	99999	0	40618	<$>127497</>	0	0	0
Package	11134	0	0	0	0	PACKAGE	0	0	43800	0	40619	<$>132191</>	0	0	0
Package	11135	0	0	0	0	PACKAGE	0	0	43800	0	40620	<$>132192</>	0	0	0
Package	11136	0	0	0	0	PACKAGE	0	0	43800	0	40621	<$>132193</>	0	0	0
Package	11137	0	0	0	0	PACKAGE	0	0	43800	0	40622	<$>132194</>	0	0	0
Package	11138	0	0	0	0	PACKAGE	0	0	43800	0	40623	<$>132195</>	0	0	0
Package	11139	0	0	0	0	PACKAGE	0	0	43800	0	40624	<$>132196</>	0	0	0
Package	11140	0	0	0	0	PACKAGE	0	0	43800	0	40625	<$>132197</>	0	0	0
Package	11141	0	0	0	0	PACKAGE	0	0	43800	0	40626	<$>132198</>	0	0	0
Package	11142	0	0	0	0	PACKAGE	0	0	43800	0	40627	<$>132199</>	0	0	0
Package	11143	0	0	0	0	PACKAGE	0	0	43800	0	40628	<$>132200</>	0	0	0
Package	11144	0	0	0	0	PACKAGE	0	0	43800	0	40629	<$>132201</>	0	0	0
Package	11145	0	0	0	0	PACKAGE	0	0	43800	0	40630	<$>132202</>	0	0	0
Package	11146	0	0	0	0	PACKAGE	0	0	43800	0	40631	<$>132203</>	0	0	0
Package	11147	0	0	0	0	PACKAGE	0	0	43800	0	40632	<$>132204</>	0	0	0
Package	11148	0	0	0	0	PACKAGE	0	0	43800	0	40633	<$>132205</>	0	0	0
Package	11149	0	0	0	0	PACKAGE	0	0	43800	0	40634	<$>132206</>	0	0	0
Package	11150	0	0	0	0	PACKAGE	0	0	43800	0	40635	<$>132207</>	0	0	0
Package	11151	0	0	0	0	PACKAGE	0	0	43800	0	40636	<$>132208</>	0	0	0
Package	11152	0	0	0	0	PACKAGE	0	0	99999	0	40638	<$>128130</>	0	0	0
Package	11153	0	0	0	0	PACKAGE	0	0	99999	0	40639	<$>128131</>	0	0	0
Package	11154	0	0	0	0	PACKAGE	0	0	99999	0	40642	<$>132209</>	0	0	0
Package	11155	0	0	0	0	PACKAGE	0	0	99999	0	40643	<$>132210</>	0	0	0
Package	11156	0	0	0	0	PACKAGE	0	0	99999	0	40644	<$>132211</>	0	0	0
Package	11157	0	0	0	0	PACKAGE	0	0	9900	0	40645	<$>132212</>	0	0	0
Package	11158	0	0	0	0	PACKAGE	0	0	14800	0	40646	<$>155113</>	0	0	0
Package	11159	0	0	0	0	PACKAGE	0	0	9900	0	40647	<$>133820</>	0	0	0
Package	11160	0	0	0	0	PACKAGE	0	0	9900	0	40648	<$>134488</>	0	0	0
Package	11161	0	0	0	0	PACKAGE	0	0	99999	0	40649	<$>132214</>	0	0	0
Package	11162	0	0	0	0	PACKAGE	0	0	99999	0	40650	<$>132215</>	0	0	0
Package	11163	0	0	0	0	PACKAGE	0	0	99999	0	40651	<$>132216</>	0	0	0
Package	11164	0	0	0	0	PACKAGE	0	0	99999	0	40652	<$>128395</>	0	0	0
Package	11165	0	0	0	0	PACKAGE	0	0	99999	0	40653	<$>128398</>	0	0	0
Package	11166	0	0	0	0	PACKAGE	0	0	99999	0	40654	<$>128400</>	0	0	0
Package	11167	0	0	0	0	PACKAGE	0	0	99999	0	40655	<$>132217</>	0	0	0
Package	11168	0	0	0	0	PACKAGE	0	0	99999	0	40656	<$>134093</>	0	0	0
Package	11169	0	0	0	0	PACKAGE	0	0	9900	0	40657	<$>134489</>	0	0	0
Package	11170	0	0	0	0	PACKAGE	0	0	12000	0	40658	<$>134490</>	0	0	0
Package	11171	0	0	0	0	PACKAGE	0	0	99999	0	40659	<$>135554</>	0	0	0
Package	11172	0	0	0	0	PACKAGE	0	0	99999	0	40660	<$>135555</>	0	0	0
Package	11173	0	0	0	0	PACKAGE	0	0	99999	0	40661	<$>135556</>	0	0	0
Package	11174	0	0	0	0	PACKAGE	0	0	99999	0	40664	<$>135557</>	0	0	0
Package	11175	0	0	0	0	PACKAGE	0	0	49900	0	40665	<$>140564</>	0	0	0
Package	11176	0	0	0	0	PACKAGE	0	0	48700	0	40666	<$>140565</>	0	0	0
Package	11177	0	0	0	0	PACKAGE	0	0	42900	0	40667	<$>140566</>	0	0	0
Package	11178	0	0	0	0	PACKAGE	0	0	41700	0	40668	<$>140567</>	0	0	0
Package	11179	0	0	0	0	PACKAGE	0	0	99999	0	40671	<$>140568</>	0	0	0
Package	11780	0	0	0	0	PACKAGE	0	0	99999	0	40675	<$>137020</>	0	0	0
Package	11781	0	0	0	0	PACKAGE	0	0	99999	0	40676	<$>137106</>	0	0	0
Package	11782	0	0	0	0	PACKAGE	0	0	99999	0	40677	<$>137107</>	0	0	0
Package	11783	0	0	0	0	PACKAGE	0	0	44800	0	40678	<$>140569</>	0	0	0
Package	11784	0	0	0	0	PACKAGE	0	0	9900	0	40679	<$>140570</>	0	0	0
Package	11785	0	0	0	0	PACKAGE	0	0	9900	0	40681	<$>140571</>	0	0	0
Package	11786	0	0	0	0	PACKAGE	0	0	18600	0	40682	<$>140572</>	0	0	0
Package	11787	0	0	0	0	PACKAGE	0	0	30000	0	40683	<$>140573</>	0	0	0
Package	11788	0	0	0	0	PACKAGE	0	0	99999	0	40692	<$>137334</>	0	0	0
Package	11789	0	0	0	0	PACKAGE	0	0	99999	0	40693	<$>149918</>	0	0	0
Package	11790	0	0	0	0	PACKAGE	0	0	99999	0	40694	<$>149919</>	0	0	0
Package	11791	0	0	0	0	PACKAGE	0	0	99999	0	40695	<$>149920</>	0	0	0
Package	11792	0	0	0	0	PACKAGE	0	0	44100	0	40696	<$>149921</>	0	0	0
Package	11793	0	0	0	0	PACKAGE	0	0	38300	0	40697	<$>149922</>	0	0	0
Package	11794	0	0	0	0	PACKAGE	0	0	99999	0	40698	<$>142449</>	0	0	0
Package	11795	0	0	0	0	PACKAGE	0	0	99999	0	40699	<$>142450</>	0	0	0
Package	11796	0	0	0	0	PACKAGE	0	0	15000	0	40749	<$>142572</>	0	0	0
Package	11797	0	0	0	0	PACKAGE	0	0	21000	0	40750	<$>142573</>	0	0	0
Package	11798	0	0	0	0	PACKAGE	0	0	27000	0	40751	<$>142574</>	0	0	0
Package	11799	0	0	0	0	PACKAGE	0	0	25400	0	40773	<$>149923</>	0	0	0
Package	11800	0	0	0	0	PACKAGE	0	0	99999	0	40776	<$>149924</>	0	0	0
Package	11801	0	0	0	0	PACKAGE	0	0	99999	0	40777	<$>149925</>	0	0	0
Package	11802	0	0	0	0	PACKAGE	0	0	99999	0	40778	<$>149926</>	0	0	0
Package	11803	0	0	0	0	PACKAGE	0	0	99999	0	40779	<$>149927</>	0	0	0
Package	11804	0	0	0	0	PACKAGE	0	0	99999	0	40780	<$>149928</>	0	0	0
Package	11805	0	0	0	0	PACKAGE	0	0	99999	0	40781	<$>149929</>	0	0	0
Package	11806	0	0	0	0	PACKAGE	0	0	99999	0	40813	<$>149930</>	0	0	0
Package	11807	0	0	0	0	PACKAGE	0	0	99999	0	40814	<$>149931</>	0	0	0
Package	11808	0	0	0	0	PACKAGE	0	0	99999	0	40847	<$>149932</>	0	0	0
Package	11809	0	0	0	0	PACKAGE	0	0	99999	0	40848	<$>149933</>	0	0	0
Package	11810	0	0	0	0	PACKAGE	0	0	99999	0	40849	<$>149934</>	0	0	0
Package	11811	0	0	0	0	PACKAGE	0	0	99999	0	40850	<$>149935</>	0	0	0
Package	11812	0	0	0	0	PACKAGE	0	0	28500	0	40851	<$>149936</>	0	0	0
Package	11813	0	0	0	0	PACKAGE	0	0	28500	0	40852	<$>149937</>	0	0	0
Package	11814	0	0	0	0	PACKAGE	0	0	28500	0	40853	<$>149938</>	0	0	0
Package	11815	0	0	0	0	PACKAGE	0	0	28500	0	40854	<$>149939</>	0	0	0
Package	11816	0	0	0	0	PACKAGE	0	0	28500	0	40855	<$>149940</>	0	0	0
Package	11817	0	0	0	0	PACKAGE	0	0	28500	0	40856	<$>149941</>	0	0	0
Package	11818	0	0	0	0	PACKAGE	0	0	99999	0	40857	<$>143193</>	0	0	0
Package	11819	0	0	0	0	PACKAGE	0	0	99999	0	40858	<$>143194</>	0	0	0
Package	11820	0	0	0	0	PACKAGE	0	0	99999	0	40868	<$>152244</>	0	0	0
Package	11821	0	0	0	0	PACKAGE	0	0	99999	0	40869	<$>152245</>	0	0	0
Package	11822	0	0	0	0	PACKAGE	0	0	16500	0	21488	<$>155110</>	0	0	0
Package	11823	0	0	0	0	PACKAGE	0	0	33000	0	21489	<$>155111</>	0	0	0
Package	11824	0	0	0	0	PACKAGE	0	0	49500	0	21490	<$>155112</>	0	0	0
Package	11825	0	0	0	0	PACKAGE	0	0	99999	0	40873	<$>152489</>	0	0	0
Package	11826	0	0	0	0	PACKAGE	0	0	99999	0	40874	<$>152492</>	0	0	0
Package	11827	0	0	0	0	PACKAGE	0	0	9900	0	40875	<$>152380</>	0	0	0
Package	11828	0	0	0	0	PACKAGE	0	0	9900	0	40876	<$>152381</>	0	0	0
Package	11829	0	0	0	0	PACKAGE	0	0	9900	0	40877	<$>152382</>	0	0	0
Package	11830	0	0	0	0	PACKAGE	0	0	5000	0	40878	<$>152383</>	0	0	0
Package	11831	0	0	0	0	PACKAGE	0	0	5000	0	40879	<$>152384</>	0	0	0
Package	11832	0	0	0	0	PACKAGE	0	0	99999	0	40889	<$>152691</>	0	0	0
Package	11833	0	0	0	0	PACKAGE	0	0	99999	0	40890	<$>152692</>	0	0	0
Package	11834	0	0	0	0	PACKAGE	0	0	99999	0	23658	<$>162020</>	0	0	0
Package	11835	0	0	0	0	PACKAGE	0	0	99999	0	23659	<$>162021</>	0	0	0
Package	11836	0	0	0	0	PACKAGE	0	0	99999	0	23660	<$>162022</>	0	0	0
Package	11837	0	0	0	0	PACKAGE	0	0	99999	0	40896	<$>152968</>	0	0	0
Package	11838	0	0	0	0	PACKAGE	0	0	99999	0	40897	<$>152969</>	0	0	0
Package	11839	0	0	0	0	PACKAGE	0	0	99999	0	23541	<$>162023</>	0	0	0
Etc	11840	0	0	0	0	PACKAGE	0	0	99999	0	210023	<$>156098</>	0	0	0
Package	11841	0	0	0	0	PACKAGE	0	0	99999	0	40898	<$>156099</>	0	0	0
Package	11842	0	0	0	0	PACKAGE	0	0	99999	0	40899	<$>156100</>	0	0	0
Package	11843	0	0	0	0	PACKAGE	0	0	99999	0	40900	<$>156257</>	0	0	0
Package	11844	0	0	0	0	PACKAGE	0	0	99999	0	40901	<$>156258</>	0	0	0
Package	11845	0	0	0	0	PACKAGE	0	0	39700	0	40902	<$>162024</>	0	0	0
Package	11846	0	0	0	0	PACKAGE	0	0	39700	0	40903	<$>162025</>	0	0	0
Package	11847	0	0	0	0	PACKAGE	0	0	35700	0	40904	<$>162026</>	0	0	0
Package	11848	0	0	0	0	PACKAGE	0	0	45000	0	40905	<$>162027</>	0	0	0
Package	11849	0	0	0	0	PACKAGE	0	0	45000	0	40906	<$>162028</>	0	0	0
Package	11850	0	0	0	0	PACKAGE	0	0	41000	0	40907	<$>162029</>	0	0	0
Package	11851	0	0	0	0	PACKAGE	0	0	28800	0	40910	ChildrendayPack2016_Rose	0	0	0
Package	11852	0	0	0	0	PACKAGE	0	0	29500	0	40911	ChildrendayPack2016_Montoro	0	0	0
Package	11853	0	0	0	0	PACKAGE	0	0	32200	0	40912	ChildrendayPack2016_Rachel	0	0	0
Package	11854	0	0	0	0	PACKAGE	0	0	30000	0	40913	ChildrendayPack2016_Dolores	0	0	0
Package	11855	0	0	0	0	PACKAGE	0	0	30000	0	40914	ChildrendayPack2016_Lorraine	0	0	0
Package	11856	0	0	0	0	PACKAGE	0	0	99999	0	40918	<$>156336</>	0	0	0
Package	11857	0	0	0	0	PACKAGE	0	0	99999	0	40919	<$>156337</>	0	0	0
Etc	11858	0	0	0	0	PACKAGE	0	0	99999	0	40863	<$>199328</>	0	0	0
Package	11859	0	0	0	0	PACKAGE	0	0	99999	0	40923	<$>156487</>	0	0	0
Package	11860	0	0	0	0	PACKAGE	0	0	99999	0	40924	<$>156488</>	0	0	0
Package	11861	0	0	0	0	PACKAGE	0	0	99999	0	40925	<$>156489</>	0	0	0
Package	11862	0	0	0	0	PACKAGE	0	0	99999	0	40926	<$>156490</>	0	0	0
Package	11863	0	0	0	0	PACKAGE	0	0	99999	0	40927	<$>176896</>	0	0	0
Package	11864	0	0	0	0	PACKAGE	0	0	99999	0	40928	<$>176897</>	0	0	0
Package	11865	0	0	0	0	PACKAGE	0	0	99999	0	40929	<$>176898</>	0	0	0
Package	11866	0	0	0	0	PACKAGE	0	0	99999	0	40931	<$>176899</>	0	0	0
Package	11867	0	0	0	0	PACKAGE	0	0	99999	0	40932	<$>176900</>	0	0	0
Package	11868	0	0	0	0	PACKAGE	0	0	99999	0	40933	<$>176901</>	0	0	0
Package	11869	0	0	0	0	PACKAGE	0	0	99999	0	40934	<$>176902</>	0	0	0
Package	11870	0	0	0	0	PACKAGE	0	0	99999	0	40935	<$>176903</>	0	0	0
Package	11871	0	0	0	0	PACKAGE	0	0	99999	0	40936	<$>176904</>	0	0	0
Package	11872	0	0	0	0	PACKAGE	0	0	99999	0	40937	<$>176905</>	0	0	0
Package	11873	0	0	0	0	PACKAGE	0	0	99999	0	40938	<$>176906</>	0	0	0
Package	11874	0	0	0	0	PACKAGE	0	0	99999	0	40939	<$>176907</>	0	0	0
Package	11875	0	0	0	0	PACKAGE	0	0	99999	0	40949	<$>168022</>	0	0	0
Package	11876	0	0	0	0	PACKAGE	0	0	99999	0	40950	<$>168023</>	0	0	0
Package	11877	0	0	0	0	PACKAGE	0	0	99999	0	40953	<$>168236</>	0	0	0
Package	11878	0	0	0	0	PACKAGE	0	0	99999	0	40954	<$>168237</>	0	0	0
Package	11879	0	0	0	0	PACKAGE	0	0	99999	0	40955	<$>168238</>	0	0	0
Package	11880	0	0	0	0	PACKAGE	0	0	99999	0	40957	<$>168310</>	0	0	0
Package	11881	0	0	0	0	PACKAGE	0	0	99999	0	40958	<$>168311</>	0	0	0
Package	11882	0	0	0	0	PACKAGE	0	0	43000	0	40959	<$>176908</>	0	0	37300
Package	11883	0	0	0	0	PACKAGE	0	0	43000	0	40960	<$>176909</>	0	0	37300
Package	11884	0	0	0	0	PACKAGE	0	0	43000	0	40961	<$>176910</>	0	0	37300
Package	11885	0	0	0	0	PACKAGE	0	0	44500	0	40962	<$>176911</>	0	0	37800
