ApplyTime	AttachEffectIndex	BodyColor	BuffRank	BuffType	Category	ChangeDefLayer	ClassID	ClassName	CookBuffPoint	Desc	ElapsedSeconds	Emitter	EmitterLoop	Emoticon	EscHitCount	Eventbuff	ExGroupIndex	GroupIndex	HitCount	HoldAttack	HoldItem	HoldMove	HoldSkill	IgnoreMagicalSkill	IgnoreNormalHit	IgnorePhysicalSkill	IgnoreTargetting	Invisible	Name	PartReveal	Particle	Partybuffpoint	Position	Range	Save	ShowDetailInfoToOther	TargetParticle	ToolTip	Unremovable	UpdateType	WeaponReveal	WeaponTail
0	None	None	0	None	debuff	-1	11	Web	0	Web	0	None	NO	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>119812</>	FALSE	Buff_Web	0	Middle	0	FALSE	TRUE	None	<$>119813</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	1	12	Reverse	0	Reverse	0	None	NO	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>119814</>	FALSE	Buff_Reverse	0	Middle	0	FALSE	TRUE	None	<$>119815</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	13	ArmorCrasher	0	Armor crasher	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119816</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>197366</>	YES	NORMAL	None	None
0	None	FFFF3636	0	DotBuff	debuff	0	14	Burning	0	Burn	0	None	NO	None	0	NO	None	4	0	YES	NO	NO	YES	NO	NO	NO	NO	NO	<$>119818</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119819</>	YES	SCRIPT	None	None
0	None	FF0000CC	0	None	debuff	0	15	Freeze	0	Freeze	0	None	NO	None	0	YES	None	4	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>119820</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119821</>	YES	NORMAL	None	None
0	None	FF4470FF	0	None	debuff	0	16	Shock	0	Shock	0	None	NO	None	0	NO	None	4	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119822</>	FALSE	skl_shockwaves_hit	0	None	0	FALSE	TRUE	None	<$>119823</>	YES	NORMAL	None	None
0	None	FF706070	0	None	debuff	0	17	Petrified	0	Stone	0	None	NO	None	0	YES	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>119824</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119825</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	18	Confusion	0	Confusion	0	None	NO	Buff_Silence	0	NO	None	1	0	NO	NO	NO	YES	NO	NO	NO	NO	NO	<$>119826</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119827</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	19	Enervation	0	Enervation	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119828</>	FALSE	Buff_Enervation_S	0	Top	0	FALSE	TRUE	None	<$>119829</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	-1	20	WebMon	0	WebMon	0	None	NO	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>119830</>	FALSE	Buff_Web	0	Middle	0	FALSE	TRUE	None	<$>27642</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	21	Curse	0	Curse	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119831</>	FALSE	Buff_Curse_S	0	Top	0	FALSE	TRUE	None	<$>119832</>	YES	NORMAL	None	None
0	None	FF888888	0	None	debuff	0	22	Panic	0	Panic	0	None	NO	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>119833</>	FALSE	Buff_HOHeaven	0	Top	0	FALSE	TRUE	None	<$>119834</>	YES	NORMAL	None	None
0	None	FF0000CC	0	None	debuff	0	23	Freeze2	0	Freeze2	0	None	NO	None	0	YES	None	4	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>119835</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119836</>	YES	NORMAL	None	None
0	None	None	0	None	debuff	0	24	CriticalWound	0	CriticalWound	0	None	NO	None	0	NO	None	74	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119837</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119838</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	25	Protection	0	CompleteProtection	0	None	NO	None	0	YES	None	10	0	NO	NO	NO	YES	NO	NO	NO	NO	NO	<$>119839</>	FALSE	Buff_Hold2	0	Bottom	0	FALSE	TRUE	None	<$>119840</>	NO	NORMAL	None	None
0	None	FFCA67CA	0	None	buff	0	26	Allegretto	0	Allegretto	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119841</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119842</>	NO	NORMAL	None	2_1
0	None	None	0	None	buff	0	27	LavaPlasma	0	LavaPlasma	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119843</>	FALSE	Buff_Lplasma	1	Bottom	0	FALSE	TRUE	HIT_Blood_FIRE	<$>119844</>	NO	NORMAL	None	3_3
0	None	None	0	None	buff	0	28	ColdPlasma	0	ColdPlasma	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119845</>	FALSE	Buff_CPlasma	1	Bottom	0	FALSE	TRUE	HIT_Blood_ICE	<$>119846</>	NO	NORMAL	None	2_3
0	None	None	0	None	buff	0	29	ElectricPlasma	0	ElectricPlasma	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119847</>	FALSE	Buff_EPlazma	1	Bottom	0	FALSE	TRUE	HIT_Blood_LGHT	<$>119848</>	NO	NORMAL	None	1_3
0	None	None	0	None	buff	0	30	MagicBarrier	0	MagicBarrier	0	None	NO	None	0	NO	G 821	2	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119849</>	FALSE	Buff_Mbarrier	30	Middle	0	FALSE	TRUE	None	<$>119850</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	31	IgnoreHarm	0	IgnoreHarm	0	None	NO	None	0	NO	None	2	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119851</>	FALSE	Buff_IHarm	1	Middle	0	FALSE	TRUE	None	<$>119852</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	32	Invulnerable	0	Invulnerable	0	None	NO	None	0	NO	None	2	0	NO	YES	NO	NO	NO	NO	NO	NO	NO	<$>119853</>	FALSE	Buff_Invulnerable	0	Middle	0	FALSE	TRUE	None	<$>119854</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	33	SpiritualShield	0	SPShield	0	None	NO	None	0	NO	None	2	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>176846</>	FALSE	Buff_SPShield	1	Middle	0	FALSE	TRUE	None	<$>176847</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	34	AntimagicShell	0	AMShell	0	None	NO	None	0	NO	None	2	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119857</>	FALSE	Buff_AMShell	1	Middle	0	FALSE	TRUE	None	<$>119858</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	35	ProtectionField	0	Protection	0	None	NO	None	0	NO	None	2	0	NO	YES	NO	NO	NO	NO	NO	NO	NO	<$>119859</>	FALSE	Buff_Protection	0	Middle	0	FALSE	TRUE	None	<$>119860</>	NO	SCRIPT	None	None
0	None	20C8C8C8	0	None	buff	0	36	InvisibleStalker	0	Invisible	0	None	NO	None	0	NO	None	2	0	NO	NO	NO	YES	NO	NO	NO	YES	YES	<$>119861</>	FALSE	Buff_Invisible	0	Middle	0	FALSE	TRUE	None	<$>119862</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	37	ManaActivation	0	Elemental Penetration	0	None	NO	None	0	NO	None	23	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119863</>	FALSE	Buff_ManaAx	0	Bottom	0	FALSE	TRUE	None	<$>119864</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	38	BurningHands	0	BHands	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119865</>	FALSE	Buff_BHands	1	Bottom	0	FALSE	TRUE	HIT_Blood_FIRE	<$>119866</>	NO	NORMAL	None	3_3
0	None	None	0	None	buff	0	39	ChillingTouch	0	CTouch	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119867</>	FALSE	Buff_CTouch	1	Bottom	0	FALSE	TRUE	HIT_Blood_ICE	<$>119868</>	NO	NORMAL	None	2_3
0	None	None	0	None	buff	0	40	ElectricCharger	0	ECharger	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119869</>	FALSE	Buff_ECharger	1	Bottom	0	FALSE	TRUE	HIT_Blood_LGHT	<$>119870</>	NO	NORMAL	None	1_3
0	None	None	100	None	buff	0	41	EnchantedArm	0	EnchantedArm	0	None	NO	None	0	YES	G 606	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119871</>	FALSE	Buff_EnchantedArm	0	Bottom	0	FALSE	TRUE	None	<$>119872</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	42	DagaVenenosa	0	Enchant Poison	0	None	NO	None	0	YES	None	539	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119873</>	FALSE	Buff_EPoison	0	Bottom	0	FALSE	TRUE	HIT_Blood_SpiderM	<$>140515</>	NO	NORMAL	None	None
0	None	None	2	None	cash	0	43	Clique	0	Clique	0	None	NO	None	0	NO	None	110	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119875</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119876</>	YES	INFINITY	None	None
0	None	None	0	None	cash	0	44	Safeguard	0	Safeguard	0	None	NO	None	0	NO	None	78	0	NO	NO	NO	NO	YES	YES	YES	YES	NO	<$>119877</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27690</>	YES	NORMAL	None	None
0	None	None	0	None	cash	0	45	WrongAnswer	0	WrongAnswer	0	None	NO	None	0	NO	None	25	0	NO	NO	YES	NO	NO	NO	NO	NO	NO	<$>119878</>	FALSE	Buff_iceDevilstone	0	Top	0	FALSE	TRUE	None	<$>27692</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	46	CounterAttack	0	CounterAttack	0	None	NO	None	0	NO	None	24	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119879</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27694</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	47	BlueOrb	0	IncATK	0	None	NO	None	0	NO	None	5	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119880</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119881</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	48	WhiteOrb	0	IncSPD	0	None	NO	None	0	NO	None	5	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119882</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119883</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	49	RedOrb	0	IncATK	0	None	NO	None	0	NO	None	5	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119884</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119885</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	50	BlackOrb	0	IncSPD	0	None	NO	None	0	NO	None	5	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119886</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119887</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	51	BlessofGM	0	BlessofGM	0	None	NO	None	0	NO	None	77	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119888</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119889</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	52	Intensify	0	Intensify	0	None	NO	None	0	NO	None	6	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119890</>	FALSE	Buff_Intensify	1	Bottom	0	FALSE	TRUE	None	<$>119891</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	53	Concentrate	0	Concentrate	0	None	NO	None	0	NO	None	19	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119892</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>119893</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	54	Fortify	0	Fortify	0	None	NO	None	0	NO	None	7	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119894</>	FALSE	Buff_Fortify	1	Bottom	0	FALSE	TRUE	None	<$>119895</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	55	Acceleration	0	Acceleration	0	None	NO	None	0	NO	None	7	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119896</>	FALSE	Buff_Acceleration	1	Bottom	0	FALSE	TRUE	None	<$>119897</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	56	Meditation	0	Meditation	0	None	NO	None	0	NO	None	8	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119898</>	FALSE	Buff_Meditation	1	Bottom	0	FALSE	TRUE	None	<$>119899</>	NO	NORMAL	None	None
0	None	FFCA67CA	0	None	buff	0	57	Fury	0	Fury	0	None	NO	None	0	YES	None	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119900</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119901</>	NO	NORMAL	None	2_1
0	None	FFCA67CA	0	None	buff	0	58	HighlandersSoul	0	Highlander Soul	0	None	NO	None	0	YES	None	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119902</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119903</>	NO	NORMAL	None	2_1
0	None	None	0	None	buff	0	59	Guardian	0	Guardian	0	None	NO	None	0	YES	None	10	0	NO	NO	NO	YES	NO	NO	NO	NO	NO	<$>119904</>	FALSE	Buff_Hold	0	Bottom	0	FALSE	TRUE	None	<$>119905</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	60	Evasion	0	Evasion	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119906</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119907</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	61	Westraid	0	Westraid	0	None	NO	None	0	YES	None	14	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119908</>	FALSE	Buff_Festino	0	Bottom	0	FALSE	TRUE	None	<$>119909</>	NO	NORMAL	None	None
0	None	None	0	None	cash	0	62	Haste	0	Haste	0	None	NO	None	0	NO	None	15	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119910</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>119911</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	63	Coruscation	0	Coruscation	0	None	NO	None	0	NO	None	819	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119912</>	FALSE	Buff_Festino	0	Bottom	0	FALSE	TRUE	None	<$>119912</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	64	Sprint	0	Sprint	0	None	NO	None	0	NO	None	19	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119913</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>119914</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	65	Rafflesia	0	Rafflesia	0	None	NO	None	0	NO	None	75	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119915</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119916</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	66	CapyBuff	0	Faith of Capybara	0	None	NO	None	0	NO	None	75	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119917</>	FALSE	Buff_tbk	0	Middle	0	FALSE	TRUE	None	<$>119918</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	67	FrozenShield	0	Frozen Shield	0	None	NO	None	0	NO	None	10	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>176848</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>176849</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	68	LavaAurora	0	Lava Aurora	0	None	NO	None	0	NO	None	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119921</>	FALSE	mon_Lava02	0	Bottom	0	FALSE	TRUE	None	<$>119922</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	69	LavaField	0	Lava Field	0	None	NO	None	0	NO	None	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119923</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119924</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	70	PHealth	0	PHealth	0	None	NO	None	0	NO	None	32	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119925</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119926</>	YES	SCRIPT	None	None
0	None	None	0	None	buff	0	71	PSoul	0	PSoul	0	None	NO	None	0	NO	None	38	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119927</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119928</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	72	Retrench	0	Consolidation	0	None	NO	None	0	NO	G 55	33	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119929</>	FALSE	Buff_Retrench	0	Bottom	0	FALSE	TRUE	None	<$>119930</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	73	ScopeExtension	0	Prompt action	0	None	NO	None	0	NO	None	34	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119931</>	FALSE	Buff_Scextension	0	Bottom	0	FALSE	TRUE	None	<$>119932</>	NO	NORMAL	None	None
0	None	None	0	None	buff	0	74	AdvancedCast	0	Divine bless	0	None	NO	None	0	NO	None	35	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119933</>	FALSE	Buff_Adcast	0	Bottom	0	FALSE	TRUE	None	<$>119934</>	NO	NORMAL	None	None
0	None	None	0	None	cash	0	75	BuffEXPCHN	0	BuffEXPCHN	0	None	NO	None	0	NO	None	89	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>74018</>	FALSE	None	0	Bottom	0	FALSE	TRUE	None	<$>119935</>	YES	INFINITY	None	None
0	None	None	0	None	debuff	0	76	AbsoluteIce	0	AbsoluteIce	0	None	NO	None	0	NO	None	73	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119936</>	FALSE	Buff_iceDevilstone	0	Top	0	FALSE	TRUE	None	<$>74217</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	77	RegenWard	0	Regeneration ward	0	None	NO	None	0	NO	None	11	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119937</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27756</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	78	HealingWard	0	Safety ward	0	None	NO	None	0	NO	None	76	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119938</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119939</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	79	SafetyWard	0	Safety ward	0	None	NO	None	0	NO	None	12	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119940</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27760</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	80	ConcentrationWard	0	Concentration ward	0	None	NO	None	0	NO	None	37	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119941</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119942</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	81	BattleMove	0	BattleMove	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119943</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119944</>	YES	INFINITY	None	None
0	None	None	0	None	cash	0	82	EXPBuffCHN50	0	EXPBuffCHN50	0	None	NO	None	0	NO	None	30	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27765</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27766</>	YES	INFINITY	None	None
0	None	None	0	None	cash	0	83	Wall	0	Wall	0	None	NO	None	0	NO	None	100	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119945</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119946</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	84	CatsEye	0	CatsEye	0	None	NO	None	0	NO	G 33	55	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119947</>	FALSE	Buff_Refmind	0	Bottom	0	FALSE	TRUE	None	<$>119948</>	NO	NORMAL	None	None
0	None	None	0	None	cash	0	85	LuckyBag	0	LuckyBag	0	None	NO	None	0	NO	None	22	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119949</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119950</>	YES	NORMAL	None	None
0	None	None	0	None	buff	0	86	PoseBuffRhpRsp	0	Rest	0	None	NO	None	0	YES	None	20	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119951</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119952</>	YES	INFINITY	None	None
0	None	00FFFFFF	0	None	cash	0	87	EventBuff	0	EventBuff	0	None	NO	None	0	NO	None	21	0	YES	YES	YES	YES	YES	YES	YES	YES	YES	<$>119953</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>119954</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	88	PartyLeaderBuff1	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119955</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27778</>	YES	SCRIPT	None	None
0	None	None	0	None	buff	0	89	PartyLeaderBuff2	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119955</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27779</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	90	PartyLeaderBuff3	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119955</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27780</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	91	PartyLeaderBuff4	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119955</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27781</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	92	PartyLeaderBuff5	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119955</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27782</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	93	PartyLeaderBuff6	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119955</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27783</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	94	PartyLeaderBuff7	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119955</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27784</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	95	PartyLeaderBuff8	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119955</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27785</>	YES	INFINITY	None	None
0	None	None	0	None	buff	0	96	PartyLeaderBuff9	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>119955</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27786</>	YES	INFINITY	None	None
