ClassID	ClassName	CommPoint	DBLDay	Desc	DropItem	Item_Enter	Item_Play	Map	MaxCount	Name	Npc	PreProperty1	PreProperty2	PreProperty3	Property	ReadyMsg	ReqAR	ReqDR	ReqPromotion	Rulletlist	Script	SuggestMax	SuggestMin	Tip	Type	Value
60	mission_weekly_sekhmet	5000	0	None	None	CommPoint -1	None	fld_coim	0	<$>47531</>	MISSION_TEAMRAID	Mission_Sekhmet_Day	Mission_Sekhmet_Try	Mission_Sekhmet_Use	None	<$>123711</>	64	64	2	GLimit_EXP_MISSON_HIGH	Check_Mission_Day	8	0	<$>123713</>	Mcc3 Sqd Rep Exp	0
61	mission_expert_avernus	5000	0	None	None	CommPoint -1	None	fld_coim	0	<$>29448</>	MISSION_TEAMRAID	Mission_Avernus_Day	Mission_Avernus_Try	Mission_Avernus_Use	None	<$>123711</>	70	70	3	GLimit_EXP_MISSON_HIGH	Check_Mission_Day	5	-5	<$>136410</>	Mcc3 Sqd Rep Exp	0
62	mission_abyss	5000	0	None	None	CommPoint -1	None	fld_coim	0	<$>29446</>	MISSION_TEAMRAID	Mission_Trinity_Day	Mission_Trinity_Try	Mission_Trinity_Use	None	<$>123711</>	70	70	3	GLimit_EXP_MISSON_HIGH	Check_Mission_Day	0	-4	<$>123749</>	Mcc3 Sqd Rep Exp	0
63	mission_dun_gig	0	0	None	Andrecos_Box Sewing_Box SoulCrystal_Event GiganteCoupon	Vis -1	None	gig_basic	0	<$>47458</>	NPC_GIGANVEGAS_GATE	GigDunDate	GigDunJoin	None	None	<$>123711</>	58	58	1	GLimit_Mission_Gig	Check_Mission_Day	8	0	<$>123712</>	Rep Sqd Mcc3	0
64	mission_private_rose_tp	0	0	<$>123714</>	Mantra_Branch	None	None	viron_basic	1	<$>198890</>	NPC_TIMEPARADOX	Evil_Private_Rose_Day	Evil_Private_Rose_Count	Evil_Private_Rose_Use	CommanderLv	<$>123711</>	70	68	4	GLimit_Privte_Rose_Tp	Check_Mission_Day	6	-4	<$>123741</>	Day Solo Mcc3 EXTRA	20
65	mission_private_arbremon_tp	0	0	<$>123714</>	Arbremon_Skin	None	None	viron_basic	1	<$>199556</>	NPC_TIMEPARADOX	Evil_Private_Arbremon_Day	Evil_Private_Arbremon_Count	Evil_Private_Arbremon_Use	CommanderLv	<$>123711</>	70	68	4	GLimit_Privte_Arbremon_Tp	Check_Mission_Day	6	-4	<$>123741</>	Day Solo Mcc3 EXTRA	20
66	mission_private_sauterelle_tp	0	0	<$>123714</>	Sauterelle_Clothe	None	None	viron_basic	1	<$>199558</>	NPC_TIMEPARADOX	Evil_Private_Sauterelle_Day	Evil_Private_Sauterelle_Count	Evil_Private_Sauterelle_Use	CommanderLv	<$>123711</>	70	68	4	GLimit_Privte_Sauterelle_Tp	Check_Mission_Day	6	-4	<$>123741</>	Day Solo Mcc3 EXTRA	20
67	mission_private_masu_tp	0	0	<$>123714</>	Yufuegen_Revenge	None	None	viron_basic	1	<$>199560</>	NPC_TIMEPARADOX	Evil_Private_Masu_Day	Evil_Private_Masu_Count	Evil_Private_Masu_Use	CommanderLv	<$>123711</>	70	68	4	GLimit_Privte_Masu_Tp	Check_Mission_Day	6	-4	<$>123741</>	Day Solo Mcc3 EXTRA	20
68	mission_private_cortes_tp	0	0	<$>123714</>	Cortes_Volition	None	None	viron_basic	1	<$>199562</>	NPC_TIMEPARADOX	Evil_Private_Cortes_Day	Evil_Private_Cortes_Count	Evil_Private_Cortes_Use	CommanderLv	<$>123711</>	70	68	4	GLimit_Privte_Cortes_Tp	Check_Mission_Day	6	-4	<$>123713</>	Day Solo Mcc3 EXTRA	20
69	mission_private_dw_tp	0	0	<$>123714</>	DeathWarith_Essence	None	None	viron_basic	1	<$>199564</>	NPC_TIMEPARADOX	Evil_Private_Dw_Day	Evil_Private_Dw_Count	Evil_Private_Dw_Use	CommanderLv	<$>123711</>	70	68	4	GLimit_Privte_Dw_Tp	Check_Mission_Day	6	-4	<$>136412</>	Day Solo Mcc3 EXTRA	20
70	mission_private_nephthys_tp	0	0	<$>123714</>	Nephthys_Pattern	None	None	viron_basic	1	<$>199566</>	NPC_TIMEPARADOX	Evil_Private_Nephthys_Day	Evil_Private_Nephthys_Count	Evil_Private_Nephthys_Use	CommanderLv	<$>123711</>	70	68	4	GLimit_Privte_Nephthys_Tp	Check_Mission_Day	6	-4	<$>133145</>	Day Solo Mcc3 EXTRA	20
71	mission_nephthys_normal	0	0	<$>123714</>	Nephthys_Pattern	None	None	viron_basic	1	<$>47958</>	NPC_TIMEPARADOX	Evil_Nephthys_Day	Evil_Nephthys_Count	Evil_Nephthys_Use	CommanderLv	<$>123711</>	72	67	3	GLimit_Evil_Nephthys_normal	Check_Mission_Day	-2	-5	<$>123763</>	Day Sqd Mcc3 EXTRA	20
72	mission_dw_normal	0	0	<$>123714</>	DeathWarith_Essence	None	None	viron_basic	1	<$>47962</>	NPC_TIMEPARADOX	Evil_Dw_Day	Evil_Dw_Count	Evil_Dw_Use	CommanderLv	<$>123711</>	70	65	3	GLimit_Evil_Dw_normal	Check_Mission_Day	0	-3	<$>141431</>	Day Sqd Mcc3 EXTRA	20
73	mission_rose_normal	0	0	<$>123714</>	Mantra_Branch	None	None	viron_basic	1	<$>47955</>	NPC_TIMEPARADOX	Evil_Rose_Day	Evil_Rose_Count	Evil_Rose_Use	CommanderLv	<$>123711</>	75	69	3	GLimit_Evil_Rose_normal	Check_Mission_Day	-5	-8	<$>123741</>	Day Sqd Mcc3 EXTRA	20
74	mission_masu_normal	0	0	<$>123714</>	Yufuegen_Revenge	None	None	viron_basic	1	<$>47974</>	NPC_TIMEPARADOX	Evil_Masu_Day	Evil_Masu_Count	Evil_Masu_Use	CommanderLv	<$>123711</>	70	66	3	GLimit_Evil_Masu_normal	Check_Mission_Day	0	-3	<$>123741</>	Day Sqd Mcc3 EXTRA	20
75	mission_sauterelle_normal	0	0	<$>123714</>	Sauterelle_Clothe	None	None	viron_basic	1	<$>47957</>	NPC_TIMEPARADOX	Evil_Sauterelle_Day	Evil_Sauterelle_Count	Evil_Sauterelle_Use	CommanderLv	<$>123711</>	74	70	3	GLimit_Evil_Sauterelle_normal	Check_Mission_Day	-4	-7	<$>123741</>	Day Sqd Mcc3 EXTRA	20
76	mission_arbremon_normal	0	0	<$>123714</>	Arbremon_Skin	None	None	viron_basic	1	<$>47956</>	NPC_TIMEPARADOX	Evil_Arbremon_Day	Evil_Arbremon_Count	Evil_Arbremon_Use	CommanderLv	<$>123711</>	75	70	3	GLimit_Evil_Arbremon_normal	Check_Mission_Day	-5	-8	<$>123741</>	Day Sqd Mcc3 EXTRA	20
77	mission_cortes_normal	0	0	<$>123714</>	Cortes_Volition	None	None	viron_basic	1	<$>47960</>	NPC_TIMEPARADOX	Evil_Cortes_Day	Evil_Cortes_Count	Evil_Cortes_Use	CommanderLv	<$>123711</>	73	69	3	GLimit_Evil_Cortes_normal	Check_Mission_Day	-3	-6	<$>123713</>	Day Sqd Mcc3 EXTRA	20
78	mission_nephthys	0	0	<$>123714</>	Nephthys_Pattern	None	None	viron_basic	1	<$>47950</>	NPC_TIMEPARADOX	Evil_Nephthys_Day	Evil_Nephthys_Count	Evil_Nephthys_Use	CommanderLv	<$>123711</>	76	71	3	GLimit_Evil_Nephthys	Check_Mission_Day	-4	-7	<$>123763</>	Day Sqd Mcc3 EXTRA	20
79	mission_dw	0	0	<$>123714</>	DeathWarith_Essence	None	None	viron_basic	1	<$>47961</>	NPC_TIMEPARADOX	Evil_Dw_Day	Evil_Dw_Count	Evil_Dw_Use	CommanderLv	<$>123711</>	74	74	3	GLimit_Evil_Dw	Check_Mission_Day	-2	-5	<$>214173</>	Day Sqd Mcc3 EXTRA	20
80	mission_rose	0	0	<$>123714</>	Mantra_Branch	None	None	viron_basic	1	<$>47936</>	NPC_TIMEPARADOX	Evil_Rose_Day	Evil_Rose_Count	Evil_Rose_Use	CommanderLv	<$>123711</>	80	74	3	GLimit_Evil_Rose	Check_Mission_Day	-8	-11	<$>123741</>	Day Sqd Mcc3 EXTRA	20
81	mission_masu	0	0	<$>123714</>	Yufuegen_Revenge	None	None	viron_basic	1	<$>47973</>	NPC_TIMEPARADOX	Evil_Masu_Day	Evil_Masu_Count	Evil_Masu_Use	CommanderLv	<$>123711</>	77	73	3	GLimit_Evil_Masu	Check_Mission_Day	-5	-8	<$>123741</>	Day Sqd Mcc3 EXTRA	20
82	mission_sauterelle	0	0	<$>123714</>	Sauterelle_Clothe	None	None	viron_basic	1	<$>47945</>	NPC_TIMEPARADOX	Evil_Sauterelle_Day	Evil_Sauterelle_Count	Evil_Sauterelle_Use	CommanderLv	<$>123711</>	78	74	3	GLimit_Evil_Sauterelle	Check_Mission_Day	-6	-9	<$>123741</>	Day Sqd Mcc3 EXTRA	20
83	mission_arbremon	0	0	<$>123714</>	Arbremon_Skin	None	None	viron_basic	1	<$>47942</>	NPC_TIMEPARADOX	Evil_Arbremon_Day	Evil_Arbremon_Count	Evil_Arbremon_Use	CommanderLv	<$>123711</>	79	74	3	GLimit_Evil_Arbremon	Check_Mission_Day	-7	-10	<$>123741</>	Day Sqd Mcc3 EXTRA	20
84	mission_cortes	0	0	<$>123714</>	Cortes_Volition	None	None	viron_basic	1	<$>47959</>	NPC_TIMEPARADOX	Evil_Cortes_Day	Evil_Cortes_Count	Evil_Cortes_Use	CommanderLv	<$>123711</>	77	73	3	GLimit_Evil_Cortes	Check_Mission_Day	-5	-8	<$>123713</>	Day Sqd Mcc3 EXTRA	20
85	mission_alca01	0	0	<$>123742</>	Warpedweapon PrisonKey2 PrisonKey3	None	None	bst_basic	1	<$>98146</>	BST_1DAY_TIGRES	Mission_tigresdate	Mission_tigrescount	None	XQ_Kess	None	85	76	4	GLimit_alca01	Check_Mission_Day	24	-17	<$>123745</>	Day Sqd Mcc3 EXTRA	119
