AR	ASPD	ATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38710</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23011	Beef1	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Beef	None	None	None	0	0	FALSE	it_e_beef	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	21	<$>38709</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23011	1.5	SCP_USE_ITEM_TeamHPUP	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	84	FALSE	21	None	0	1500	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38712</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23012	Beef2	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Good Beef	None	None	None	0	0	FALSE	it_e_beef	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	23	<$>38711</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23012	1.5	SCP_USE_ITEM_TeamHPUP	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	92	FALSE	23	None	0	1600	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38714</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23013	Beef3	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Very Good Beef	None	None	None	0	0	FALSE	it_e_beef	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	25	<$>38713</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23013	1.5	SCP_USE_ITEM_TeamHPUP	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	25	None	0	2000	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38716</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23014	RedTea	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Black tea	None	None	None	0	0	FALSE	it_e_redtea	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	5	<$>38715</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23014	2.1	SCP_USE_ITEM_TeamSPUP	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	20	FALSE	5	None	0	50	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38718</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23015	Pineapple	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Pineapple	None	None	None	0	0	FALSE	it_e_pineapple	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	10	<$>38717</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23015	2.1	SCP_USE_ITEM_TeamSPUP	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	40	FALSE	10	None	0	70	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38720</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23016	MorningStar	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Morning Star	None	None	None	0	0	FALSE	it_e_morningstar	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	14	<$>38719</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23016	2	SCP_USE_ITEM_TeamSPUP	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	56	FALSE	14	None	0	85	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38722</>	0	None	0	Instant	<$>38689</>	Instant	<$>38689</>	23017	Honey	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Honey	None	None	None	0	0	FALSE	it_e_honey	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	18	<$>38721</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23017	2.4	SCP_USE_ITEM_TeamSPUP	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	72	FALSE	18	None	0	100	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38724</>	0	BlackOrb	0	Instant	<$>38689</>	Instant	<$>38689</>	23018	BlackOrb1	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Orb of Resistance	None	None	None	0	0	FALSE	it_e_magicalorb	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38723</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23018	1.1	SCP_USE_ITEM_TeamAddBuff	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	12	FALSE	3	None	0	5	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38726</>	0	RedOrb	0	Instant	<$>38689</>	Instant	<$>38689</>	23019	RedOrb1	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Orb of Intense	None	None	None	0	0	FALSE	it_e_elementalorb	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38725</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23019	1.1	SCP_USE_ITEM_TeamAddBuff	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	24	FALSE	6	None	0	5	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38728</>	0	WhiteOrb	0	Instant	<$>38689</>	Instant	<$>38689</>	23020	WhiteOrb1	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Orb of Forty	None	None	None	0	0	FALSE	it_e_iceorb	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38727</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23020	1	SCP_USE_ITEM_TeamAddBuff	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	36	FALSE	9	None	0	5	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38730</>	0	BlueOrb	0	Instant	<$>38689</>	Instant	<$>38689</>	23021	BlueOrb1	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Orb of Haste	None	None	None	0	0	FALSE	it_e_lightningorb	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38729</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23021	1	SCP_USE_ITEM_TeamAddBuff	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	48	FALSE	12	None	0	5	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38732</>	0	BlackOrb	0	Instant	<$>38689</>	Instant	<$>38689</>	23022	BlackOrb2	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Orb of Resistance	None	None	None	0	0	FALSE	it_e_magicalorb	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38731</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23022	1.1	SCP_USE_ITEM_TeamAddBuff	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	60	FALSE	15	None	0	10	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38734</>	0	RedOrb	0	Instant	<$>38689</>	Instant	<$>38689</>	23023	RedOrb2	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Orb of Intense	None	None	None	0	0	FALSE	it_e_elementalorb	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38733</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23023	1.1	SCP_USE_ITEM_TeamAddBuff	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	72	FALSE	18	None	0	10	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38736</>	0	WhiteOrb	0	Instant	<$>38689</>	Instant	<$>38689</>	23024	WhiteOrb2	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Orb of Forty	None	None	None	0	0	FALSE	it_e_iceorb	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38735</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23024	1	SCP_USE_ITEM_TeamAddBuff	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	84	FALSE	21	None	0	10	0
0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	<$>38738</>	0	BlueOrb	0	Instant	<$>38689</>	Instant	<$>38689</>	23025	BlueOrb2	Inst	NO	0	FALSE	1	0	None	0	None	0	0	0	0	None	Inst	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Orb of Haste	None	None	None	0	0	FALSE	it_e_lightningorb	0	0	0	Instant	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>38689</>	SYS_item_column_yellow	0	<$>38737</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23025	1	SCP_USE_ITEM_TeamAddBuff	0	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	96	FALSE	24	None	0	10	0
