AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncAGI_Opt	IncCHA	IncCHA_Opt	IncCON	IncCON_Opt	IncDEX	IncDEX_Opt	IncINT	IncINT_Opt	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	IncSTR_Opt	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PCAtk	PCDef	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15210	Slyneck_Zealot	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38764</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Zealot	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38763</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15210	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15211	Slyneck_Heretic	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38766</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Heretic	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38765</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15211	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15212	Slyneck_Fanatic	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38768</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Fanatic	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38767</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15212	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15213	Slyneck_Frenzy	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38770</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Frenzy	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38769</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15213	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15214	Slyneck_StoneGargoyle	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38772</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Gargoyle	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38771</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15214	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15215	Slyneck_Masquerader	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38774</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Masquerader	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38773</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15215	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15216	Slyneck_JaquinComodo	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38776</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Comodo	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38775</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15216	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15217	Slyneck_CockatriesFlame	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38778</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Cockatries	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38777</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15217	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15218	Slyneck_Graywolf	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38780</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Wolf	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38779</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15218	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15219	Slyneck_PhobitanMask	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38782</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Phobitan	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38781</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15219	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15220	Slyneck_DandSwampMon	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38784</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Monkey	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38783</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15220	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Necklace	<$>27184</>	15221	Slyneck_RufusFaux	Necklace	NO	0	FALSE	0	0	NECK	0	<$>38786</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Necklace of Rufus faux	NECK	None	None	2147483647	0	FALSE	it_a_necklace1	0	0	0	Necklace	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>27184</>	SYS_item_column_red	0	<$>38785</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	900	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	15221	1	None	275	0	0	None	<$>168488</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
