ActionCamDist	ActionCamFreq	AtkLayer	Buff	BuffAlarmOnBoth	BuffAlarmOnEnemy	BuffAlarmOnMCC	BuffAlarmOnMe	BuffFreq	BuffID	BuffType	CastBreak	CastDist	CastEffect	CastSkill	CastTime	ChargeAddR	ChargeGauge	ChargeType	ChaseTime	CheckBuff	CheckBuffLevel	ClassID	ClassName	ClassType	CollectOffsetRatio	CollectType	ComboSkill	CoolDown	CounterSkillCheckScp	CurStackSkillCount	DamageType	Desc	DmgTarget	DownTime	Drain	EngName	FileName	FlyingTime	HandType	HateAmnt	HitDist	HitTime	Hits	HoldTarget	HoldTime	IgnoreCastHIT	IgnoreDEF	InitCastTime	KBDist	KBTime	KDRank	KDownHAngle	KDownPower	KDownType	KDownVAngle	MaxPlacement	MaxR	MaxStackSkillCount	MinR	MoveDist	MoveTime	MoveType	Name	OnAll	OnCorpse	OnEnemy	OnEqpShld	OnOthers	OnParty	OnSquad	OnSummon	OnTeam	OnTrigger	PerentSkillID	Placement	PvPFix	RefreshTime	RemBuff1	RemBuff2	RemBuff3	RemBuff4	RemBuff5	Script	SkillEndScript	SklATK	SklEXP	SklLv	SklLv_BM	SklMedium	SklMetal	SklRank	SklSoft	SpecDesc0	SpecDesc1	SpecDesc10	SpecDesc11	SpecDesc12	SpecDesc13	SpecDesc14	SpecDesc15	SpecDesc2	SpecDesc3	SpecDesc4	SpecDesc5	SpecDesc6	SpecDesc7	SpecDesc8	SpecDesc9	SpecialType	SpendCatal	SpendHP	SpendItemCount	SpendItemID	SpendSP	SplDam	SplLimit	SplType	SplashAngle	SplashRange	StackSkillChargeTime	StackSkillType	Target	TargetDesc	Uni	UseCheck	UseType	ValueType	ViewAllyCast	ViewEnemyCastName	WaveLength	XPType	kdDist
1200	0	2	SoulReaper	None	None	None	None	0	0	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1010	SoulReaper	BUFF	0	None	None	80000	None	0	None	<$>111684</>	HP	0	None	The Soul Reaper	job_summon_grim2	0	RH	0	0	0	0	SELF	1500	YES	0	0	0	0	0	0	0	normal	0	1	100	0	0	0	0	None	<$>49623</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	150	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>98653</>	<$>98653</>	<$>155630</>	<$>155630</>	<$>155630</>	<$>155630</>	<$>155630</>	<$>98653</>	<$>98653</>	<$>98653</>	<$>98653</>	<$>98653</>	<$>98653</>	<$>98653</>	<$>98653</>	none	0	0	10	21114	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	ChapterofWind	None	None	None	None	0	244	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1011	ChapterofWind	BUFF	0	None	None	30000	None	0	None	<$>58103</>	HP	0	None	Bloodthirsty windstorm	job_chapterofwind	0	RH	0	0	0	0	SELF	1200	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58102</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	120	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>155631</>	<$>155640</>	<$>155641</>	<$>155642</>	<$>155643</>	<$>155644</>	<$>155645</>	<$>155632</>	<$>155633</>	<$>155634</>	<$>155635</>	<$>155636</>	<$>155637</>	<$>155638</>	<$>155639</>	none	0	0	4	21175	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	ChapterofEarth	None	None	None	None	0	245	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1012	ChapterofEarth	BUFF	0	None	None	30000	None	0	None	<$>58120</>	HP	0	None	Power of earth	job_chapterofearth	0	RH	0	0	0	0	SELF	1200	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58119</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	120	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>155646</>	<$>155655</>	<$>155656</>	<$>155657</>	<$>155658</>	<$>155659</>	<$>155660</>	<$>155647</>	<$>155648</>	<$>155649</>	<$>155650</>	<$>155651</>	<$>155652</>	<$>155653</>	<$>155654</>	none	0	0	4	21175	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	HwoarangsSpirits	None	None	None	None	0	194	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1013	HwoarangsSpirits	BUFF	0	None	None	30000	None	0	None	<$>58137</>	HP	0	None	Spirits of Hwoarang	com_hwoarangsspirits	0	RH	0	0	0	0	SELF	2570	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58136</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	257	none	none	none	none	none	SCR_SKILL_REFRESH	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>155661</>	<$>194485</>	<$>194486</>	<$>194487</>	<$>194488</>	<$>194489</>	<$>194490</>	<$>194477</>	<$>194478</>	<$>194479</>	<$>194480</>	<$>194481</>	<$>194482</>	<$>194483</>	<$>194484</>	none	0	0	4	21175	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	CatsEye	None	None	None	None	100	0	FORCE	None	1	None	TRUE	700	0	0	None	0	None	0	1014	CatsEye	BUFF	0	None	None	5000	None	0	None	<$>58154</>	HP	0	None	Cat's Eye	job_catseye	0	RH	0	0	0	0	SELF	1330	YES	0	700	0	0	0	0	0	normal	0	0	100	0	0	-1	0	None	<$>58153</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	203	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>58155</>	<$>58164</>	<$>58165</>	<$>58166</>	<$>58167</>	<$>58168</>	<$>58169</>	<$>58156</>	<$>58157</>	<$>58158</>	<$>58159</>	<$>58160</>	<$>58161</>	<$>58162</>	<$>58163</>	none	0	0	3	20003	100	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	BeginnerLuck	None	None	None	None	100	0	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1015	BeginnerLuck	BUFF	0	None	None	60000	None	0	None	<$>87913</>	HP	0	None	Beginner's Luck	job_beginnerluck	0	RH	0	0	0	0	SELF	1333	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>87912</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	50	none	none	none	none	none	SCR_SKILL_TOGGLEBUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	<$>87914</>	none	0	0	0	0	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	Destino	None	None	None	None	100	0	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1016	Destino	BUFF	0	None	None	60000	None	0	None	<$>104838</>	HP	0	None	Destino	job_destino	0	RH	0	0	0	0	SELF	1430	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58172</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	143	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>194491</>	<$>194500</>	<$>194501</>	<$>194502</>	<$>194503</>	<$>194504</>	<$>194505</>	<$>194492</>	<$>194493</>	<$>194494</>	<$>194495</>	<$>194496</>	<$>194497</>	<$>194498</>	<$>194499</>	none	0	0	5	21114	100	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	IceSpirits	None	None	None	None	0	370	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1017	IceSpirits	BUFF	0	None	None	30000	None	0	None	<$>58190</>	HP	0	None	Spirits of Ice	job_icespirits	0	RH	0	0	0	0	SELF	2570	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58189</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	257	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>155676</>	<$>155685</>	<$>155686</>	<$>155687</>	<$>155688</>	<$>155689</>	<$>155690</>	<$>155677</>	<$>155678</>	<$>155679</>	<$>155680</>	<$>155681</>	<$>155682</>	<$>155683</>	<$>155684</>	none	0	0	4	21175	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	BurningSpirits	None	None	None	None	0	371	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1018	BurningSpirits	BUFF	0	None	None	30000	None	0	None	<$>58207</>	HP	0	None	Spirits of Burning	job_burningspirits	0	RH	0	0	0	0	SELF	1530	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58206</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	153	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>155691</>	<$>155700</>	<$>155701</>	<$>155702</>	<$>155703</>	<$>155704</>	<$>155705</>	<$>155692</>	<$>155693</>	<$>155694</>	<$>155695</>	<$>155696</>	<$>155697</>	<$>155698</>	<$>155699</>	none	0	0	4	21175	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	2	EleSafeGuard	None	None	None	None	100	418	FORCE	None	0	None	TRUE	533	0	0	None	0	None	0	1019	SafeGuard	BUFF	0	None	None	60000	None	0	None	<$>188605</>	HP	0	None	Safe Guard	job_safeguard	0	RH	0	0	0	0	SELF	1530	YES	0	533	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58223</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	206	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>188606</>	<$>188615</>	<$>188616</>	<$>188617</>	<$>188618</>	<$>188619</>	<$>188620</>	<$>188607</>	<$>188608</>	<$>188609</>	<$>188610</>	<$>188611</>	<$>188612</>	<$>188613</>	<$>188614</>	none	0	0	5	21175	750	0	0	None	0	0	0	None	None	<$>58026</>	FALSE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	Sprint2	None	None	None	None	0	467	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1020	Sprint2	BUFF	0	None	None	45000	None	0	None	<$>104854</>	HP	0	None	Fast Move	job_sprint2	0	RH	0	0	0	0	SELF	1230	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58227</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	123	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>225191</>	<$>225200</>	<$>225201</>	<$>225202</>	<$>225203</>	<$>225204</>	<$>225205</>	<$>225192</>	<$>225193</>	<$>225194</>	<$>225195</>	<$>225196</>	<$>225197</>	<$>225198</>	<$>225199</>	none	0	0	3	21175	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	2	None	None	None	None	None	0	0	Normal	None	0	None	FALSE	0	0	0	None	0	None	0	1021	Cure	HEAL	0	None	None	0	None	0	None	<$>58245</>	HP	0	None	Cure	job_cure	0	RH	0	0	0	0	SELF	1530	YES	0	0	0	0	0	0	0	normal	0	0	700	0	1	0	0	None	<$>58244</>	NO	NO	NO	FALSE	YES	NO	YES	NO	YES	NO	0	None	1.2	153	none	none	none	none	none	SCR_SKILL_HEAL	SCR_SKILL_END_LIB	375	0	1	0	100	100	1	100	<$>58005</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	none	0	0	0	0	25	0	0	None	0	0	0	None	Party	<$>58042</>	TRUE	FALSE	MELEE	Heal	0	1	0	20001	0
1200	0	1	ShootTrigger	None	None	None	None	0	166	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1022	Trigger	BUFF	0	None	None	0	None	0	None	<$>58246</>	HP	0	None	Trigger	job_trigger	0	RH	0	0	0	0	SELF	200	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>1902</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	20	none	none	none	none	none	SCR_SKILL_TRIGGERCHANGE	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>141693</>	<$>141702</>	<$>141703</>	<$>141704</>	<$>141705</>	<$>141706</>	<$>141707</>	<$>141694</>	<$>141695</>	<$>141696</>	<$>141697</>	<$>141698</>	<$>141699</>	<$>141700</>	<$>141701</>	none	0	0	3	20003	100	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	Memorise	None	None	None	None	0	134	FORCE	None	0	None	TRUE	1133	0	0	None	0	None	0	1023	Memorise	BUFF	0	None	None	100000	None	0	None	<$>58263</>	HP	0	None	Memorise	job_memorise	0	RH	0	0	0	0	SELF	1633	YES	0	1133	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58262</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	490	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>75889</>	<$>75898</>	<$>75899</>	<$>75900</>	<$>75901</>	<$>75902</>	<$>75903</>	<$>75890</>	<$>75891</>	<$>75892</>	<$>75893</>	<$>75894</>	<$>75895</>	<$>75896</>	<$>75897</>	none	0	0	5	21175	300	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	1	Tenacity	None	None	None	None	100	154	FORCE	None	0	None	FALSE	0	0	0	None	0	None	0	1024	Tenacity	BUFF	0	None	None	30000	None	0	None	<$>58280</>	HP	0	None	Tenacity	job_tenacity	0	RH	500	0	0	0	SELF	1200	YES	0	0	0	0	0	0	0	normal	0	0	100	0	0	0	0	None	<$>58279</>	NO	NO	NO	FALSE	NO	NO	NO	NO	YES	NO	0	None	1.2	120	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	1	100	<$>58005</>	<$>141708</>	<$>141717</>	<$>141718</>	<$>141719</>	<$>141720</>	<$>141721</>	<$>141722</>	<$>141709</>	<$>141710</>	<$>141711</>	<$>141712</>	<$>141713</>	<$>141714</>	<$>141715</>	<$>141716</>	none	0	0	0	0	100	0	0	None	0	0	0	None	None	<$>58026</>	TRUE	FALSE	SELF	Buff	0	1	0	20001	0
1200	0	2	Net	None	None	None	None	100	840	FORCE3	None	27	None	TRUE	1033	0	0	None	0	None	0	1025	CastNet	BUFF	0	None	None	30000	None	0	None	<$>58297</>	HP	0	None	Cast Net	job_castnet	0	RH	0	0	0	0	SELF	1467	YES	0	1033	0	0	0	0	0	normal	0	0	1000	0	50	198	0	None	<$>58296</>	NO	NO	YES	FALSE	NO	NO	NO	NO	NO	NO	0	None	1.2	500	none	none	none	none	none	SCR_SKILL_BUFF	SCR_SKILL_END_LIB	0	0	1	0	100	100	3	100	<$>58005</>	<$>141723</>	<$>141732</>	<$>141733</>	<$>141734</>	<$>141735</>	<$>141736</>	<$>141737</>	<$>141724</>	<$>141725</>	<$>141726</>	<$>141727</>	<$>141728</>	<$>141729</>	<$>141730</>	<$>141731</>	none	0	0	5	21113	200	0	6	Circle	0	600	0	None	Ground	<$>58298</>	TRUE	FALSE	AREA	Buff	0	1	0	20001	0
