ADDDam_BM	ADDMHP_BM	ALv_BM	AR_BM	ASPD	ASPD_BM	ATK_BM	Action	Arm	AtkLayer	AtkLayer_BM	AtkMedium	AtkMetal	AtkSoft	AtkType	BLK_BM	BLOCK	BlkType	Buff	BuffATK	BuffATKKFrq	BuffATKLv	BuffFreq	BuffMidOffset	BuffTopOffset	CON	MON_ALv	MON_AR	MON_ASPD	MON_AtkLayer	MON_BLK	MON_CRT	MON_DAM	MON_DEF	MON_DLv	MON_DR	MON_DefIP	MON_DefLayer	MON_FireIP	MON_HR	MON_IMP	MON_IceIP	MON_KDRank	MON_LgtIP	MON_MHP	MON_MKP	MON_MSPD	MON_PR	MON_PsyIP	MON_RFIRE	MON_RICE	MON_RLGHT	MON_RPSY	MON_RSTAT	MON_Reflection	MonDam	PCDam	CRTATK	CRTDEF	CRT_BM	ClassID	ClassName	ClassType	Count	DBSave	DEFHYB_BM	DEFMAG_BM	DEFMEL_BM	DEFPER_BM	DEFSHO_BM	DEF_BM	DLv_BM	DOT_BM	DR_BM	DamageInfoType	DamageOffset	DefIP_BM	DefLayer	DefLayer_BM	DefType	Drop1ID	Drop1Name	Drop1Per	Drop1Quant	Drop2ID	Drop2Name	Drop2Per	Drop2Quant	Drop3ID	Drop3Name	Drop3Per	Drop3Quant	Drop4ID	Drop4Name	Drop4Per	Drop4Quant	Drop5ID	Drop5Name	Drop5Per	Drop5Quant	Drop6ID	Drop6Name	Drop6Per	Drop6Quant	DropAccFreq	DropCrystalCount	DropCrystalFreq	DropEliteEqpFreq	DropEtcFreq	DropInstFreq	DropNormEqpFreq	DropOldEqpFreq	DropRecipeFreq	EXP	ElemType	EngName	FamilyName	FireIP_BM	Grade	HITDam_BM	HP	HR_BM	HeightOffset1	HeightOffset2	HideInfo	HitOffset	HitProof	Hittable	IMP_BM	IceIP_BM	IsAllAttackerQuestMonster	IsRaidMonster	IsTypeBoss	KDRank	KDownPower	KDownVAngle	KP	KbProof	LODDist	LgtIP_BM	LifeTime	Lv	MAGDam_BM	MELDam_BM	MHPFix	MHP_BM	MKP_BM	MSPD	MSPDFix	MSPD_BM	MSP_BM	MagicDefiance	MartialDefiance	MaterialSet	MaxR	MeleeDefiance	MinR	MinionCondition	MinionCount	MinionID	MinionID2	MinionID3	MinionID4	MinionID5	MobRank	MonBuffATKKFrq	MonClassKey	MonDam_BM	MonValue1	MonValue2	MonValue3	MonValue4	MonValue5	MonValue6	Name	PCDam_BM	PR_BM	PsyIP_BM	RFIRE	RFIRE_BM	RHP	RHP_BM	RICE	RICE_BM	RLGHT	RLGHT_BM	RPSY	RPSY_BM	RSPD	RSP_BM	RSTAT	RSTAT_BM	RaceType	Ratio	Reflection	Reflection_BM	Res	Rotate	SHTDam_BM	SPDBM	STR	Scale	SelectFilter	ShadowScale	Shape	ShootDefiance	ShowName	Size	SizeType	SkillArg1	SkillArg2	SkillArg3	SkillArg4	SkillCondition1	SkillCondition2	SkillCondition3	SkillCondition4	SkillFreq1	SkillFreq2	SkillFreq3	SkillFreq4	SkillID1	SkillID2	SkillID3	SkillID4	SplDam	SplLimit	SplRange	SplType	StartID	State_BM	Tactics	TotAbl	ViewInvi	Visible	WSPD	Wpn	WpnType
0	0	0	0	2867	0	0	0	20	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	196	252	80.3	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11561	Monster_Elcinos	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	235	0	1	0	SOFT	86120	Recipe_RescueSuit_Veteran	150000	1	21317	PonySkin	2000	1	21318	OutrawCigar	2000	1	21320	ShotOfMarksman	2000	1	21322	PeaceSymbol	2000	1	21323	MantisHead	2000	1	14569	0	0	20000	6	15	166	10926	34177	8.138	NEUTRAL	Elcinos	None	0	1	0	0	0	0	250	0	196	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	1960	0	0	107	0	0	0	0	0	204	0	0	0	100	100	None	105	100	1	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49052</>	0	0	0	0	0	0	0	0	0	0	0	11	0	801	0	15	0	Creature	1	0	0	5	YES	0	231	20.5	1.4	PC	1	Monster_Elcinos	100	YES	S	MEDIUM	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40142	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	120.8	FALSE	YES	186	65	CTYPE
0	0	0	0	2867	0	0	0	21	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	235	302	320.3	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11562	Monster_Elcinos_Elite	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	282	0	1	0	SOFT	86120	Recipe_RescueSuit_Veteran	10000	1	21317	PonySkin	700	1	21318	OutrawCigar	700	1	21320	ShotOfMarksman	700	1	21322	PeaceSymbol	700	1	21323	MantisHead	700	1	7285	0	0	15000	2	3	93	5463	743	40.631	NEUTRAL	Elcinos Elite	None	0	2	0	0	0	0	250	0	235	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	2352	0	0	107	0	0	0	0	0	246	0	0	0	100	100	None	126	100	2	TS_BATTLE	2	11561	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49053</>	0	0	0	20	0	0	0	20	0	20	0	31	0	961	0	30	0	Creature	1	0	0	7	YES	0	231	30.3	1.68	PC	1	Monster_Elcinos_Elite	100	YES	S	MEDIUM	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40142	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	371.6	FALSE	YES	223	90	CTYPE
0	0	0	0	2867	0	0	0	15	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	157	202	99	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11569	Monster_Elcinos_Amber	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	188	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	7.513	NEUTRAL	Elcinos	None	0	1	0	0	0	0	250	0	157	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	1568	0	900000	107	0	0	0	0	0	163	0	0	0	100	100	None	84	100	1	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49052</>	0	0	0	0	0	0	0	0	0	0	0	0	0	640	0	0	0	Creature	1	0	0	5	YES	0	231	27.3	1.12	MonAndPC	1	Monster_Elcinos_Amber	100	YES	S	MEDIUM	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40142	0	0	0	0	0	0	None	0	0	MON_AMBERMONSTER	141.3	FALSE	YES	149	43	CTYPE
0	0	0	0	2333	0	0	0	16	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	266	342	112.5	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11570	Mission_Eliigo	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	319	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	87841	0	0	0	11	23	898	65880	206073	8.288	NEUTRAL	Eliigo	None	0	1	0	0	0	0	250	0	266	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	2500	0	0	110	0	0	0	0	0	160	0	0	0	100	100	None	266	100	2	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49054</>	0	0	0	0	0	0	0	0	0	0	0	11	0	853	0	16	0	Creature	1	0	0	5	YES	0	340	29.3	1.9	PC	1	Mission_Eliigo	100	YES	S	LARGE	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40102	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	157.8	FALSE	YES	145	35	CTYPE
0	0	0	0	2333	0	0	0	20	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	266	342	82.5	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11571	Monster_Eliigo	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	319	0	1	0	SOFT	21212	LumpOfGold	600	1	21259	SnowQuartz	17	1	21249	RoughDiamond	17	1	21213	IceCrystal	20	1	21243	Marble	18	1	86119	Recipe_BoneFrameArmor_Veteran	150000	1	14641	0	0	20000	6	15	166	10980	34345	8.288	NEUTRAL	Eliigo	None	0	1	0	0	0	0	250	0	266	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	2500	0	0	110	0	0	0	0	0	160	0	0	0	100	100	None	266	100	2	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49055</>	0	0	0	0	0	0	0	0	0	0	0	11	0	853	0	16	0	Creature	1	0	0	5	YES	0	340	22.3	1.9	PC	1	Monster_Eliigo	100	YES	S	LARGE	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40102	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	124.8	FALSE	YES	145	75	CTYPE
0	0	0	0	2333	0	0	0	21	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	319	410	322.5	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11572	Monster_Eliigo_Elite	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	383	0	1	0	SOFT	21212	LumpOfGold	400	1	21259	SnowQuartz	8	1	21249	RoughDiamond	8	1	21213	IceCrystal	10	1	21243	Marble	10	1	86119	Recipe_BoneFrameArmor_Veteran	10000	1	7321	0	0	15000	2	3	93	5490	747	40.969	NEUTRAL	Eliigo Elite	None	0	2	0	0	0	0	250	0	319	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	2500	0	0	110	0	0	0	0	0	191	0	0	0	100	100	None	319	100	2	TS_BATTLE	2	11571	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49056</>	0	0	0	20	0	0	0	20	0	20	0	31	0	1023	0	31	0	Creature	1	0	0	7	YES	0	342	31	2.28	PC	1	Monster_Eliigo_Elite	100	YES	S	LARGE	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40102	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	374.5	FALSE	YES	174	75	CTYPE
0	0	0	0	2333	0	0	0	16	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	213	274	101.3	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11579	Monster_Eliigo_Amber	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	256	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	7.663	NEUTRAL	Eliigo	None	0	1	0	0	0	0	250	0	213	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	2128	0	900000	110	0	0	0	0	0	128	0	0	0	100	100	None	213	100	2	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49055</>	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	0	Creature	1	0	0	5	YES	0	339	28	1.52	MonAndPC	1	Monster_Eliigo_Amber	100	YES	S	LARGE	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40102	0	0	0	0	0	0	None	0	0	MON_AMBERMONSTER	145.3	FALSE	YES	117	35	CTYPE
0	0	0	0	2467	0	0	0	16	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	252	324	113.3	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11590	Mission_Bigfoot	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	302	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	87985	0	0	0	11	22	900	65988	240812	8.338	NEUTRAL	Bigfoot	None	0	1	0	0	0	0	250	0	252	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	2500	0	0	111	0	0	0	0	0	143	0	0	0	100	100	None	306	100	2	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49057</>	0	0	0	0	0	0	0	0	0	0	0	11	0	856	0	16	0	Creature	1	0	0	5	YES	0	391	29.5	1.8	PC	1	Mission_Bigfoot	100	YES	S	LARGE	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40143	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	158.8	FALSE	YES	130	37	CTYPE
0	0	0	0	2467	0	0	0	20	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	252	324	83.3	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11591	Monster_Bigfoot	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	302	0	1	0	SOFT	21212	LumpOfGold	600	1	21238	DragonflySilk	21	1	21258	Jade	35	1	21254	ElgoomHorn	70	1	21213	IceCrystal	14	1	86121	Recipe_CrimalMetallicSuit_Veteran	150000	1	14665	0	0	20000	6	15	167	10998	35000	8.338	NEUTRAL	Bigfoot	None	0	1	0	0	0	0	250	0	252	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	2500	0	0	111	0	0	0	0	0	143	0	0	0	100	100	None	306	100	2	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49058</>	0	0	0	0	0	0	0	0	0	0	0	11	0	856	0	16	0	Creature	1	0	0	5	YES	0	391	19.5	1.8	PC	1	Monster_Bigfoot	100	YES	S	LARGE	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40143	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	122.8	FALSE	YES	130	75	CTYPE
0	0	0	0	2467	0	0	0	22	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	302	389	323.3	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11592	Monster_Bigfoot_Elite	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	362	0	1	0	SOFT	21212	LumpOfGold	400	1	21238	DragonflySilk	10	1	21258	Jade	17	1	21254	ElgoomHorn	35	1	21213	IceCrystal	7	1	86121	Recipe_CrimalMetallicSuit_Veteran	10000	1	7333	0	0	15000	2	3	93	5499	873	41.081	NEUTRAL	Bigfoot Elite	None	0	2	0	0	0	0	250	0	302	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	2500	0	0	111	0	0	0	0	0	172	0	0	0	100	100	None	367	100	2	TS_BATTLE	2	11591	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49059</>	0	0	0	20	0	0	0	20	0	20	0	31	0	1026	0	31	0	Creature	1	0	0	7	YES	0	389	31.3	2.16	PC	1	Monster_Bigfoot_Elite	100	YES	S	LARGE	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40143	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	376.6	FALSE	YES	156	100	CTYPE
0	0	0	0	2467	0	0	0	16	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	202	259	102	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11599	Monster_Bigfoot_Amber	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	242	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	7.713	NEUTRAL	Bigfoot	None	0	1	0	0	0	0	250	0	202	NO	YES	0	0	None	FALSE	FALSE	25	112	45	0	YES	2016	0	900000	111	0	0	0	0	0	115	0	0	0	100	100	None	245	100	1	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49058</>	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	Creature	1	0	0	5	YES	0	388	28.3	1.44	MonAndPC	1	Monster_Bigfoot_Amber	100	YES	S	LARGE	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40143	0	0	0	0	0	0	None	0	0	MON_AMBERMONSTER	146.3	FALSE	YES	105	37	CTYPE
0	0	0	0	0	0	0	0	0	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	130	270	10000	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	11600	Monster_Hersu01	MELEE	0	100	0	0	0	0	0	0	0	0	0	ALL	280	0	1	0	HARD	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Scarecrow	None	0	1	0	0	0	0	250	0	130	NO	YES	0	0	None	FALSE	FALSE	15	112	45	0	YES	2100	0	0	130	0	0	0	0	0	0	0	0	0	100	100	None	0	100	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>100147</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Human	1	0	0	5	YES	0	0	0	1.5	MonAndPC	1	Monster_HersuTest	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_MISSION_84	556.75	TRUE	YES	0	0	BTYPE
