Arbitrary	ClassID	ClassName	GroupName	ItemID	ItemName	ItemTab	LimitCount	LimitDay	hot_item
1	58094	SHOP_FESO_ITEMSHOP_58094	FESO_ITEMSHOP	88442	WareSlot_400_60day	0	0	0	0
1	58095	SHOP_FESO_ITEMSHOP_58095	FESO_ITEMSHOP	88443	WareSlot_400_90day	0	0	0	0
1	58085	SHOP_FESO_ITEMSHOP_58085	FESO_ITEMSHOP	20066	InvisiblePotion	2	0	0	0
1	58083	SHOP_FESO_ITEMSHOP_58083	FESO_ITEMSHOP	20586	Ssteroid_Liquor	2	0	0	0
1	58088	SHOP_FESO_ITEMSHOP_58088	FESO_ITEMSHOP	23440	Magic_Ampul	2	0	0	0
1	58086	SHOP_FESO_ITEMSHOP_58086	FESO_ITEMSHOP	23436	Meele_Ampul	2	0	0	0
1	58055	SHOP_FESO_ITEMSHOP_58055	FESO_ITEMSHOP	21822	MercenaryPermission	1	0	0	0
1	58001	SHOP_FESO_ITEMSHOP_58001	FESO_ITEMSHOP	75318	MoonStone	1	0	0	0
1	58068	SHOP_FESO_ITEMSHOP_58068	FESO_ITEMSHOP	88024	OtitePerfume	0	0	0	0
1	58043	SHOP_FESO_ITEMSHOP_58043	FESO_ITEMSHOP	189015	Pet_Box_Tcapyleader	1	0	0	0
1	58044	SHOP_FESO_ITEMSHOP_58044	FESO_ITEMSHOP	189016	Pet_Box_ockatries	1	0	0	0
1	58045	SHOP_FESO_ITEMSHOP_58045	FESO_ITEMSHOP	189021	Pet_Box_Phobitan	1	0	0	0
1	58041	SHOP_FESO_ITEMSHOP_58041	FESO_ITEMSHOP	21421	Pet_Box_Pigling	1	0	0	0
1	58040	SHOP_FESO_ITEMSHOP_58040	FESO_ITEMSHOP	21445	Pet_Box_SantaGraber	1	0	0	0
1	58027	SHOP_FESO_ITEMSHOP_58027	FESO_ITEMSHOP	21375	Pet_Food	1	0	0	0
1	58031	SHOP_FESO_ITEMSHOP_58031	FESO_ITEMSHOP	23118	BulletBox_Element	4	0	0	0
1	58011	SHOP_FESO_ITEMSHOP_58011	FESO_ITEMSHOP	28009	FullMetalShellBox_1day	4	0	0	0
1	58072	SHOP_FESO_ITEMSHOP_58072	FESO_ITEMSHOP	23127	BulletBox_Large	4	0	0	0
1	58033	SHOP_FESO_ITEMSHOP_58033	FESO_ITEMSHOP	23122	BulletBox_Metal	4	0	0	0
1	58032	SHOP_FESO_ITEMSHOP_58032	FESO_ITEMSHOP	23119	BulletBox_Psychic	4	0	0	0
1	58071	SHOP_FESO_ITEMSHOP_58071	FESO_ITEMSHOP	20500	BulletBox_SteelBolt	4	0	0	0
1	58070	SHOP_FESO_ITEMSHOP_58070	FESO_ITEMSHOP	20499	BulletBox_Steel	4	0	0	0
1	58010	SHOP_FESO_ITEMSHOP_58010	FESO_ITEMSHOP	28007	SteelBulletbox_1day	4	0	0	0
1	57997	SHOP_FESO_ITEMSHOP_57997	FESO_ITEMSHOP	23223	Manual_Pose13	1	0	0	0
1	58076	SHOP_FESO_ITEMSHOP_58076	FESO_ITEMSHOP	20734	Steroid_IMC	2	0	0	0
1	58082	SHOP_FESO_ITEMSHOP_58082	FESO_ITEMSHOP	20622	Rainbow_Candy_Wday	2	0	0	0
1	58080	SHOP_FESO_ITEMSHOP_58080	FESO_ITEMSHOP	89064	Enhanced_Redmercury	5	0	0	0
1	58034	SHOP_FESO_ITEMSHOP_58034	FESO_ITEMSHOP	88369	HeavenSedecram_key	0	0	0	0
1	57991	SHOP_FESO_ITEMSHOP_57991	FESO_ITEMSHOP	88372	HeavenSedecram_key_7days	0	0	0	0
1	58081	SHOP_FESO_ITEMSHOP_58081	FESO_ITEMSHOP	189024	Shiny_Key	1	0	0	0
1	58087	SHOP_FESO_ITEMSHOP_58087	FESO_ITEMSHOP	23438	Shooting_Ampul	2	0	0	0
1	58077	SHOP_FESO_ITEMSHOP_58077	FESO_ITEMSHOP	20084	SoulCrystal	2	0	0	0
1	58075	SHOP_FESO_ITEMSHOP_58075	FESO_ITEMSHOP	20062	TeleportScroll	2	0	0	0
1	58073	SHOP_FESO_ITEMSHOP_58073	FESO_ITEMSHOP	20716	TriumphFiller_1	2	0	0	0
1	58047	SHOP_FESO_ITEMSHOP_58047	FESO_ITEMSHOP	88300	allWarp_Twenty_30days	0	0	0	0
1	58069	SHOP_FESO_ITEMSHOP_58069	FESO_ITEMSHOP	41106	Wheelofdestiny2	6	0	0	0
1	58050	SHOP_FESO_ITEMSHOP_58050	FESO_ITEMSHOP	88253	LiquidofHeaven	5	0	0	0
1	58089	SHOP_FESO_ITEMSHOP_58089	FESO_ITEMSHOP	20085	KatovicSoup1	2	0	0	0
1	58105	SHOP_FESO_ITEMSHOP_58105	FESO_ITEMSHOP	23540	ValkyrieCrasher_6_1	3	0	0	0
1	58123	SHOP_FESO_ITEMSHOP_58123	FESO_ITEMSHOP	189007	HeavenSedecram_key_7days_Event	0	5	100	0
1	58124	SHOP_FESO_ITEMSHOP_58124	FESO_ITEMSHOP	189006	HeavenSedecram_key_Event	0	5	100	0
1	58125	SHOP_FESO_ITEMSHOP_58125	FESO_ITEMSHOP	189343	AncientEncerrar_key_7_Ev	0	5	100	0
1	58126	SHOP_FESO_ITEMSHOP_58126	FESO_ITEMSHOP	24105	TearsofSaraevent	1	10	100	0
1	58127	SHOP_FESO_ITEMSHOP_58127	FESO_ITEMSHOP	70110	ReinProtect_2_5_Ev	5	8	100	0
1	58128	SHOP_FESO_ITEMSHOP_58128	FESO_ITEMSHOP	70111	ReinProtect_2_6_Ev	5	8	100	0
1	58129	SHOP_FESO_ITEMSHOP_58129	FESO_ITEMSHOP	70113	ReinProtect_3_5_Ev	5	8	100	0
1	58130	SHOP_FESO_ITEMSHOP_58130	FESO_ITEMSHOP	70114	ReinProtect_3_6_Ev	5	8	100	0
1	58131	SHOP_FESO_ITEMSHOP_58131	FESO_ITEMSHOP	70116	ReinProtect_4_5_Ev	5	8	100	0
1	58132	SHOP_FESO_ITEMSHOP_58132	FESO_ITEMSHOP	70117	ReinProtect_4_6_Ev	5	8	100	0
1	58135	SHOP_FESO_ITEMSHOP_58135	FESO_ITEMSHOP	210009	Redmercury_34_eventW	5	150	100	0
1	58136	SHOP_FESO_ITEMSHOP_58136	FESO_ITEMSHOP	210011	Redmercury_35_eventW	5	150	100	0
1	58137	SHOP_FESO_ITEMSHOP_58137	FESO_ITEMSHOP	210013	Redmercury_36_eventW	5	150	100	0
1	58140	SHOP_FESO_ITEMSHOP_58140	FESO_ITEMSHOP	210113	Redmercury_33_event_A	5	150	100	0
1	58141	SHOP_FESO_ITEMSHOP_58141	FESO_ITEMSHOP	210115	Redmercury_35_event_A	5	150	100	0
1	58142	SHOP_FESO_ITEMSHOP_58142	FESO_ITEMSHOP	210117	Redmercury_34_event_A	5	150	100	0
1	58143	SHOP_FESO_ITEMSHOP_58143	FESO_ITEMSHOP	211001	Redmercury_10_Event	5	1	100	0
1	70200	SHOP_FESO_WCC_ITEMSHOP_70200	FESO_WCC_ITEMSHOP	88295	WareSlot_300_30day	0	0	0	0
1	70201	SHOP_FESO_WCC_ITEMSHOP_70201	FESO_WCC_ITEMSHOP	88296	WareSlot_300_60day	0	0	0	0
1	70202	SHOP_FESO_WCC_ITEMSHOP_70202	FESO_WCC_ITEMSHOP	88297	WareSlot_300_90day	0	0	0	0
1	70203	SHOP_FESO_WCC_ITEMSHOP_70203	FESO_WCC_ITEMSHOP	75318	MoonStone	0	0	0	0
1	70204	SHOP_FESO_WCC_ITEMSHOP_70204	FESO_WCC_ITEMSHOP	75330	GrowthStone	0	0	0	0
1	70205	SHOP_FESO_WCC_ITEMSHOP_70205	FESO_WCC_ITEMSHOP	28007	SteelBulletbox_1day	0	0	0	0
1	70206	SHOP_FESO_WCC_ITEMSHOP_70206	FESO_WCC_ITEMSHOP	28009	FullMetalShellBox_1day	0	0	0	0
1	70207	SHOP_FESO_WCC_ITEMSHOP_70207	FESO_WCC_ITEMSHOP	21375	Pet_Food	0	0	0	0
1	70208	SHOP_FESO_WCC_ITEMSHOP_70208	FESO_WCC_ITEMSHOP	23118	BulletBox_Element	0	0	0	0
1	70209	SHOP_FESO_WCC_ITEMSHOP_70209	FESO_WCC_ITEMSHOP	23119	BulletBox_Psychic	0	0	0	0
1	70210	SHOP_FESO_WCC_ITEMSHOP_70210	FESO_WCC_ITEMSHOP	23122	BulletBox_Metal	0	0	0	0
1	70211	SHOP_FESO_WCC_ITEMSHOP_70211	FESO_WCC_ITEMSHOP	21046	RecallFrScroll	0	0	0	0
1	70212	SHOP_FESO_WCC_ITEMSHOP_70212	FESO_WCC_ITEMSHOP	21425	Pet_Box_Sith	0	0	0	0
1	70213	SHOP_FESO_WCC_ITEMSHOP_70213	FESO_WCC_ITEMSHOP	21422	Pet_Box_Panpan	0	0	0	0
1	70214	SHOP_FESO_WCC_ITEMSHOP_70214	FESO_WCC_ITEMSHOP	21421	Pet_Box_Pigling	0	0	0	0
1	70215	SHOP_FESO_WCC_ITEMSHOP_70215	FESO_WCC_ITEMSHOP	88300	allWarp_Twenty_30days	0	0	0	0
1	70216	SHOP_FESO_WCC_ITEMSHOP_70216	FESO_WCC_ITEMSHOP	20499	BulletBox_Steel	0	0	0	0
1	70217	SHOP_FESO_WCC_ITEMSHOP_70217	FESO_WCC_ITEMSHOP	20500	BulletBox_SteelBolt	0	0	0	0
1	70218	SHOP_FESO_WCC_ITEMSHOP_70218	FESO_WCC_ITEMSHOP	23127	BulletBox_Large	0	0	0	0
1	70219	SHOP_FESO_WCC_ITEMSHOP_70219	FESO_WCC_ITEMSHOP	20716	TriumphFiller_1	0	0	0	0
1	70220	SHOP_FESO_WCC_ITEMSHOP_70220	FESO_WCC_ITEMSHOP	20062	TeleportScroll	0	0	0	0
1	70221	SHOP_FESO_WCC_ITEMSHOP_70221	FESO_WCC_ITEMSHOP	23531	Meele_Ampul_1m	0	0	0	0
1	70222	SHOP_FESO_WCC_ITEMSHOP_70222	FESO_WCC_ITEMSHOP	23532	Shooting_Ampul_1m	0	0	0	0
1	70223	SHOP_FESO_WCC_ITEMSHOP_70223	FESO_WCC_ITEMSHOP	23533	Magic_Ampul_1m	0	0	0	0
1	70224	SHOP_FESO_WCC_ITEMSHOP_70224	FESO_WCC_ITEMSHOP	88441	WareSlot_400_30day	0	0	0	0
1	70225	SHOP_FESO_WCC_ITEMSHOP_70225	FESO_WCC_ITEMSHOP	88442	WareSlot_400_60day	0	0	0	0
1	70226	SHOP_FESO_WCC_ITEMSHOP_70226	FESO_WCC_ITEMSHOP	88443	WareSlot_400_90day	0	0	0	0
1	60144	FESO_SHOP_NEWSERVER_60144	FESO_SHOP_NEWSERVER	75318	MoonStone	0	0	0	0
1	60145	FESO_SHOP_NEWSERVER_60145	FESO_SHOP_NEWSERVER	75330	GrowthStone	0	0	0	0
1	60146	FESO_SHOP_NEWSERVER_60146	FESO_SHOP_NEWSERVER	21822	MercenaryPermission	0	0	0	0
1	60147	FESO_SHOP_NEWSERVER_60147	FESO_SHOP_NEWSERVER	24106	TearsofSara	0	0	0	0
1	60148	FESO_SHOP_NEWSERVER_60148	FESO_SHOP_NEWSERVER	21007	BarrackSlot	0	0	0	0
1	60149	FESO_SHOP_NEWSERVER_60149	FESO_SHOP_NEWSERVER	88369	HeavenSedecram_key	0	0	0	0
1	60150	FESO_SHOP_NEWSERVER_60150	FESO_SHOP_NEWSERVER	189339	AncientEncerrar_key_7	0	0	0	0
1	60151	FESO_SHOP_NEWSERVER_60151	FESO_SHOP_NEWSERVER	21375	Pet_Food	0	0	0	0
1	60152	FESO_SHOP_NEWSERVER_60152	FESO_SHOP_NEWSERVER	23540	ValkyrieCrasher_6_1	0	0	0	0
1	60153	FESO_SHOP_NEWSERVER_60153	FESO_SHOP_NEWSERVER	20641	SoulCrystal_Enhandce	0	0	0	0
1	60154	FESO_SHOP_NEWSERVER_60154	FESO_SHOP_NEWSERVER	88024	OtitePerfume	0	0	0	0
1	60155	FESO_SHOP_NEWSERVER_60155	FESO_SHOP_NEWSERVER	41106	Wheelofdestiny2	0	0	0	0
1	60156	FESO_SHOP_NEWSERVER_60156	FESO_SHOP_NEWSERVER	88253	LiquidofHeaven	0	0	0	0
1	60157	FESO_SHOP_NEWSERVER_60157	FESO_SHOP_NEWSERVER	88018	sthhma	0	0	0	0
1	60160	FESO_SHOP_NEWSERVER_60160	FESO_SHOP_NEWSERVER	88061	ReinProtect_2_5	0	0	0	0
1	60161	FESO_SHOP_NEWSERVER_60161	FESO_SHOP_NEWSERVER	88062	ReinProtect_2_6	0	0	0	0
1	60162	FESO_SHOP_NEWSERVER_60162	FESO_SHOP_NEWSERVER	88066	ReinProtect_3_5	0	0	0	0
1	60163	FESO_SHOP_NEWSERVER_60163	FESO_SHOP_NEWSERVER	88067	ReinProtect_3_6	0	0	0	0
1	60164	FESO_SHOP_NEWSERVER_60164	FESO_SHOP_NEWSERVER	88071	ReinProtect_4_5	0	0	0	0
1	60165	FESO_SHOP_NEWSERVER_60165	FESO_SHOP_NEWSERVER	88072	ReinProtect_4_6	0	0	0	0
1	60166	FESO_SHOP_NEWSERVER_60166	FESO_SHOP_NEWSERVER	88076	ReinProtect_5_5	0	0	0	0
1	60167	FESO_SHOP_NEWSERVER_60167	FESO_SHOP_NEWSERVER	88077	ReinProtect_5_6	0	0	0	0
1	60168	FESO_SHOP_NEWSERVER_60168	FESO_SHOP_NEWSERVER	88099	SocketProtect	0	0	0	0
1	60169	FESO_SHOP_NEWSERVER_60169	FESO_SHOP_NEWSERVER	210010	Redmercury_34_W	0	0	0	0
1	60170	FESO_SHOP_NEWSERVER_60170	FESO_SHOP_NEWSERVER	210012	Redmercury_35_W	0	0	0	0
1	60171	FESO_SHOP_NEWSERVER_60171	FESO_SHOP_NEWSERVER	210014	Redmercury_36_W	0	0	0	0
1	60172	FESO_SHOP_NEWSERVER_60172	FESO_SHOP_NEWSERVER	210114	Redmercury_33_A	0	0	0	0
1	60173	FESO_SHOP_NEWSERVER_60173	FESO_SHOP_NEWSERVER	210116	Redmercury_35_A	0	0	0	0
1	60174	FESO_SHOP_NEWSERVER_60174	FESO_SHOP_NEWSERVER	210118	Redmercury_34_A	0	0	0	0
1	60175	FESO_SHOP_NEWSERVER_60175	FESO_SHOP_NEWSERVER	211002	Redmercury_10	0	0	0	0
1	60176	FESO_SHOP_NEWSERVER_60176	FESO_SHOP_NEWSERVER	21425	Pet_Box_Sith	0	0	0	0
1	60177	FESO_SHOP_NEWSERVER_60177	FESO_SHOP_NEWSERVER	21422	Pet_Box_Panpan	0	0	0	0
1	60178	FESO_SHOP_NEWSERVER_60178	FESO_SHOP_NEWSERVER	21421	Pet_Box_Pigling	0	0	0	0
1	60179	FESO_SHOP_NEWSERVER_60179	FESO_SHOP_NEWSERVER	88300	allWarp_Twenty_30days	0	0	0	0
1	60180	FESO_SHOP_NEWSERVER_60180	FESO_SHOP_NEWSERVER	88295	WareSlot_300_30day	0	0	0	0
1	60181	FESO_SHOP_NEWSERVER_60181	FESO_SHOP_NEWSERVER	88296	WareSlot_300_60day	0	0	0	0
1	60182	FESO_SHOP_NEWSERVER_60182	FESO_SHOP_NEWSERVER	88297	WareSlot_300_90day	0	0	0	0
1	60183	FESO_SHOP_NEWSERVER_60183	FESO_SHOP_NEWSERVER	88441	WareSlot_400_30day	0	0	0	0
1	60184	FESO_SHOP_NEWSERVER_60184	FESO_SHOP_NEWSERVER	88442	WareSlot_400_60day	0	0	0	0
1	60185	FESO_SHOP_NEWSERVER_60185	FESO_SHOP_NEWSERVER	88443	WareSlot_400_90day	0	0	0	0
1	60186	FESO_SHOP_NEWSERVER_60186	FESO_SHOP_NEWSERVER	20499	BulletBox_Steel	0	0	0	0
1	60187	FESO_SHOP_NEWSERVER_60187	FESO_SHOP_NEWSERVER	20500	BulletBox_SteelBolt	0	0	0	0
1	60188	FESO_SHOP_NEWSERVER_60188	FESO_SHOP_NEWSERVER	23127	BulletBox_Large	0	0	0	0
1	60189	FESO_SHOP_NEWSERVER_60189	FESO_SHOP_NEWSERVER	23122	BulletBox_Metal	0	0	0	0
1	60190	FESO_SHOP_NEWSERVER_60190	FESO_SHOP_NEWSERVER	23118	BulletBox_Element	0	0	0	0
1	60191	FESO_SHOP_NEWSERVER_60191	FESO_SHOP_NEWSERVER	23119	BulletBox_Psychic	0	0	0	0
1	60192	FESO_SHOP_NEWSERVER_60192	FESO_SHOP_NEWSERVER	28007	SteelBulletbox_1day	0	0	0	0
1	60193	FESO_SHOP_NEWSERVER_60193	FESO_SHOP_NEWSERVER	28009	FullMetalShellBox_1day	0	0	0	0
1	60194	FESO_SHOP_NEWSERVER_60194	FESO_SHOP_NEWSERVER	20062	TeleportScroll	0	0	0	0
1	60195	FESO_SHOP_NEWSERVER_60195	FESO_SHOP_NEWSERVER	88398	BSTGuild	0	0	0	0
1	60196	FESO_SHOP_NEWSERVER_60196	FESO_SHOP_NEWSERVER	21046	RecallFrScroll	0	0	0	0
1	60197	FESO_SHOP_NEWSERVER_60197	FESO_SHOP_NEWSERVER	23223	Manual_Pose13	0	0	0	0
1	60198	FESO_SHOP_NEWSERVER_60198	FESO_SHOP_NEWSERVER	20716	TriumphFiller_1	0	0	0	0
1	60199	FESO_SHOP_NEWSERVER_60199	FESO_SHOP_NEWSERVER	23531	Meele_Ampul_1m	0	0	0	0
1	60200	FESO_SHOP_NEWSERVER_60200	FESO_SHOP_NEWSERVER	23532	Shooting_Ampul_1m	0	0	0	0
1	60201	FESO_SHOP_NEWSERVER_60201	FESO_SHOP_NEWSERVER	23533	Magic_Ampul_1m	0	0	0	0
1	60202	FESO_SHOP_NEWSERVER_60202	FESO_SHOP_NEWSERVER	20601	AndreBox_BackCostume	0	0	0	0
1	56000	FESO_NEWWORLD_ITEMSHOP_56000	FESO_NEWWORLD_ITEMSHOP	189003	HomePremium_Expert_Event	0	0	0	0
1	56001	FESO_NEWWORLD_ITEMSHOP_56001	FESO_NEWWORLD_ITEMSHOP	189006	HeavenSedecram_key_Event	0	0	0	0
1	56002	FESO_NEWWORLD_ITEMSHOP_56002	FESO_NEWWORLD_ITEMSHOP	189343	AncientEncerrar_key_7_Ev	0	0	0	0
1	56003	FESO_NEWWORLD_ITEMSHOP_56003	FESO_NEWWORLD_ITEMSHOP	24105	TearsofSaraevent	0	0	0	0
1	56006	FESO_NEWWORLD_ITEMSHOP_56006	FESO_NEWWORLD_ITEMSHOP	70110	ReinProtect_2_5_Ev	0	0	0	0
1	56007	FESO_NEWWORLD_ITEMSHOP_56007	FESO_NEWWORLD_ITEMSHOP	70111	ReinProtect_2_6_Ev	0	0	0	0
1	56008	FESO_NEWWORLD_ITEMSHOP_56008	FESO_NEWWORLD_ITEMSHOP	70113	ReinProtect_3_5_Ev	0	0	0	0
1	56009	FESO_NEWWORLD_ITEMSHOP_56009	FESO_NEWWORLD_ITEMSHOP	70114	ReinProtect_3_6_Ev	0	0	0	0
1	56010	FESO_NEWWORLD_ITEMSHOP_56010	FESO_NEWWORLD_ITEMSHOP	70116	ReinProtect_4_5_Ev	0	0	0	0
