AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HidePart	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncMHP	IncMSP	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17010	YeganehHat	HatFC	NO	0	FALSE	1	0	HEAD	0	<$>38222</>	0	0	-260	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Yeganeh's hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_yeganehhat	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29130</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	180	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31529</>	1	17010	1.6	None	55	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	16	TRUE	4	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17011	DilosHat	HatWAR	NO	0	FALSE	1	0	HEAD	0	<$>38223</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Crown of White	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_hat	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29131</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	43200	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31482</>	1	17011	1.6	None	13200	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	60	TRUE	15	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17012	BlacksmithCap2	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38213</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Blacksmith cap	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_blacksmithcap2	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29125</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	3240	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38214</>	1	17012	1.6	None	990	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	40	TRUE	10	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17013	BlacksmithCap3	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38213</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Blacksmith cap	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_blacksmithcap3	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29125</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	3240	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38214</>	1	17013	1.6	None	990	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	40	TRUE	10	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17014	MaidHairband	HatWIZ	NO	0	FALSE	1	0	HEAD	0	<$>38224</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Maid Hairband	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_maidhairband	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>14279</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	57600	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31488</>	1	17014	1.6	None	17600	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Female	TRUE	TRUE	64	TRUE	16	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17015	Bearhat	Hat	NO	0	FALSE	1	0	HEAD	0	<$>37405</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Bear Hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_bearhat	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29132</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38225</>	1	17015	1.6	None	7	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17016	Bunnyband	Hat	NO	0	FALSE	1	0	HEAD	0	<$>37407</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Bunny band	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_bunnyband	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29133</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38225</>	1	17016	1.6	None	7	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17017	Hat_1	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38205</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_hat	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	FALSE	<$>156265</>	SYS_item_column_red	0	<$>29094</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38206</>	1	17017	1.6	None	1	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	8	TRUE	2	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17018	Santahat	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38226</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Santa hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_santahat	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29134</>	None	0	1001	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	1800	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38225</>	1	17018	1.6	None	550	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	2	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17019	Rudolfhorn	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38227</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Rudolf hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_rucornu	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29135</>	None	0	1002	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	1620	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38225</>	1	17019	1.6	None	495	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	2	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17020	Bearhat2	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38228</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	White Bear Hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_bearhat2	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29136</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	27	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38225</>	1	17020	1.6	None	7	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17021	WitchHat	Hat	NO	0	FALSE	1	0	HEAD	0	<$>37454</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Witch hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_witchhat	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>156265</>	SYS_item_column_red	0	<$>29137</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	450000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>165514</>	1	17021	1.6	None	137500	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Female	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>156265</>	17022	AlegriasHatWhite	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38230</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	White Alegrias Hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_alegriashat1	0	0	0	Head	0	0	None	0	0	0	0	None	0	0	0	0	0	0	0	0	FALSE	<$>156265</>	SYS_item_column_red	0	<$>38229</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	540	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38231</>	1	17022	1.6	None	165	0	None	<$>37458</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	24	FALSE	6	None	0	0	0
