CancelGiveItem1	CancelGiveItem2	CancelGiveItem3	CancelGiveItemValue1	CancelGiveItemValue2	CancelGiveItemValue3	CancelGiveVisValue	CancelProperty1	CancelProperty2	CancelProperty3	CancelProperty4	CancelProperty5	CancelTakeItem1	CancelTakeItem2	CancelTakeItem3	CancelTakeItemValue1	CancelTakeItemValue2	CancelTakeItemValue3	CancelTakeVisValue	CancelValue1	CancelValue2	CancelValue3	CancelValue4	CancelValue5	ClassID	ClassName	WaitScript	WaitScriptImage
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	24	Nquest_00024_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	25	Nquest_00025_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	26	Nquest_00026_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	27	Nquest_00027_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	28	Nquest_00028_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	29	Nquest_00029_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	30	Nquest_00030_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	31	Nquest_00031_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	32	Nquest_00032_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	33	Nquest_00033_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	34	Nquest_00034_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	35	Nquest_00035_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	36	Nquest_00036_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	37	Nquest_00037_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	38	Nquest_00038_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	39	Nquest_00039_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	40	Nquest_00040_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	41	Nquest_00041_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	42	Nquest_00042_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	43	Nquest_00043_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	44	Nquest_00044_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	45	Nquest_00045_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	46	Nquest_00046_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	47	Nquest_00047_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	48	Nquest_00048_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	49	Nquest_00049_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	50	Nquest_00050_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	51	Nquest_00051_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	52	Nquest_00052_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	53	Nquest_00053_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	54	Nquest_00054_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	55	Nquest_00055_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	56	Nquest_00056_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	57	Nquest_00057_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	58	Nquest_00058_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	59	Nquest_00059_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	60	Nquest_00060_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	61	Nquest_00061_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	62	Nquest_00062_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	63	Nquest_00063_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	64	Nquest_00064_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	65	Nquest_00065_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	66	Nquest_00066_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	67	Nquest_00067_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	68	Nquest_00068_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	69	Nquest_00069_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	70	Nquest_00070_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	71	Nquest_00071_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	72	Nquest_00072_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	73	Nquest_00073_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	74	Nquest_00074_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	75	Nquest_00075_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	76	Nquest_00076_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	77	Nquest_00077_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	78	Nquest_00078_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	79	Nquest_00079_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	80	Nquest_00080_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	81	Nquest_00081_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	82	Nquest_00082_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	83	Nquest_00083_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	84	Nquest_00084_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	85	Nquest_00085_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	86	Nquest_00086_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	87	Nquest_00087_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	88	Nquest_00088_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	89	Nquest_00089_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	90	Nquest_00090_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	91	Nquest_00091_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	92	Nquest_00092_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	93	Nquest_00093_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	94	Nquest_00094_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	95	Nquest_00095_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	96	Nquest_00096_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	97	Nquest_00097_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	98	Nquest_00098_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	99	Nquest_00099_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	100	Nquest_00100_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	101	Nquest_00101_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	102	Nquest_00102_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	104	Nquest_00104_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	105	Nquest_00105_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	106	Nquest_00106_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	107	Nquest_00107_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	108	Nquest_00108_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	109	Nquest_00109_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	110	Nquest_00110_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	111	Nquest_00111_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	112	Nquest_00112_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	113	Nquest_00113_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	114	Nquest_00114_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	115	Nquest_00115_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	116	Nquest_00116_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	117	Nquest_00117_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	118	Nquest_00118_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	119	Nquest_00119_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	120	Nquest_00120_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	121	Nquest_00301_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	122	Nquest_00302_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	123	Nquest_00303_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	124	Nquest_00304_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	125	Nquest_00305_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	126	Nquest_00306_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	127	Nquest_00307_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	128	Nquest_00308_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	129	Nquest_00309_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	130	Nquest_00310_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	131	Nquest_00311_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	132	Nquest_00312_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	133	Nquest_00313_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	134	Nquest_00314_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	135	Nquest_00315_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	136	Nquest_00316_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	137	Nquest_00317_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	138	Nquest_00318_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	139	Nquest_00319_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	140	Nquest_00320_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	141	Nquest_00321_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	142	Nquest_00322_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	143	Nquest_00323_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	144	Nquest_00324_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	145	Nquest_00325_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	146	Nquest_00326_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	147	Nquest_00327_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	148	Nquest_00328_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	149	Nquest_00329_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	150	Nquest_00330_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	151	Nquest_00331_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	152	Nquest_00332_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	153	Nquest_00333_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	154	Nquest_00334_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	155	Nquest_00335_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	156	Nquest_00336_wait	<$>52571</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	157	Nquest_00337_wait	None	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	160	Nquest_00160_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	161	Nquest_00161_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	162	Nquest_00162_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	163	Nquest_00163_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	164	Nquest_00164_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	165	Nquest_00165_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	166	Nquest_00166_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	167	Nquest_00167_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	168	Nquest_00168_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	169	Nquest_00169_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	170	Nquest_00170_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	171	Nquest_00171_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	172	Nquest_00172_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	173	Nquest_00173_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	174	Nquest_00174_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	175	Nquest_00175_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	176	Nquest_00176_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	177	Nquest_00177_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	178	Nquest_00178_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	179	Nquest_00179_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	180	Nquest_00180_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	181	Nquest_00181_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	182	Nquest_00182_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	183	Nquest_00183_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	184	Nquest_00184_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	185	Nquest_00185_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	186	Nquest_00186_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	187	Nquest_00187_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	188	Nquest_00188_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	189	Nquest_00189_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	190	Nquest_00190_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	191	Nquest_00191_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	192	Nquest_00192_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	193	Nquest_00193_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	194	Nquest_00194_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	195	Nquest_00195_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	196	Nquest_00196_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	197	Nquest_00197_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	198	Nquest_00198_wait	<$>52570</>	None
None	None	None	0	0	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	0	0	0	0	199	Nquest_00199_wait	<$>52570</>	None
