ASTD	ATK	AttachEffectIndex	AttachModelIndex	BLK	BlkSound	BlowSound	Bone	ClassID	ClassName	DEAD	DIE1	DN	DeadEffect	DieSound	DyingTime	Gender	HIT	HitDummy	HitSound	Hits	IDL	IdleSound	Job	Mass	Name	NumSet	OriginalDEADAni	PICK	PreDelay	RUN	RootNode	SET	STD	SelfHitEffect	SkillAni	TargetHitEffect	TopDummy	UP1	VarKDType	WLK
monster_tiger_astd	monster_tiger_atk	None	None	None	None	monster_chick_blow.ogg	monster_tiger_set	1200	Pet_Tiger_B_kor	monster_tiger_dead	None	None	mon_dead01	monster_chick_die.ogg	2800	M	monster_tiger_hit	Bip01 Head	monster_chick_hit.ogg	1	monster_tiger_idl	None	1	9	<$>52600</>	1	YES	monster_tiger_pick	1000	monster_tiger_run	Bip01	monster_tiger_set	monster_tiger_astd	HIT_Blood_Hugenoid	monster_tiger	None	Bip01 Head	None	0	monster_tiger_run
monster_tiger_astd	monster_tiger_atk	None	None	None	None	monster_chick_blow.ogg	monster_tiger_set	1300	Pet_Tiger_W_kor	monster_tiger_dead	None	None	mon_dead01	monster_chick_die.ogg	2800	M	monster_tiger_hit	Bip01 Head	monster_chick_hit.ogg	1	monster_tiger_idl	None	1	9	<$>86</>	1	YES	monster_tiger_pick	1000	monster_tiger_run	Bip01	monster_tiger_set	monster_tiger_astd	HIT_Blood_Hugenoid	monster_tiger	None	Bip01 Head	None	0	monster_tiger_run
monster_tiger_astd	monster_tiger_atk	None	None	None	None	monster_chick_blow.ogg	monster_tiger_set	1400	Pet_Tiger_R_kor	monster_tiger_dead	None	None	mon_dead01	monster_chick_die.ogg	2800	M	monster_tiger_hit	Bip01 Head	monster_chick_hit.ogg	1	monster_tiger_idl	None	1	9	<$>52601</>	1	YES	monster_tiger_pick	1000	monster_tiger_run	Bip01	monster_tiger_set	monster_tiger_astd	HIT_Blood_Hugenoid	monster_tiger	None	Bip01 Head	None	0	monster_tiger_run
monster_reydeavaricia_astd	monster_reydeavaricia_atk	None	None	None	None	monster_reydeavaricia_blow.ogg	monster_reydeavaricia_set	1500	Pet_Reydeavaricia_kor	monster_reydeavaricia_dead	None	None	mon_dead01	monster_reydeavaricia_die.ogg	2533	M	monster_reydeavaricia_hit	Bip01 Spine2	monster_reydeavaricia_hit.ogg	1	monster_reydeavaricia_idl	None	1	9	<$>49775</>	1	YES	pet_reydeavaricia_pick	1000	monster_reydeavaricia_run	Bip01	monster_reydeavaricia_set	monster_reydeavaricia_astd	HIT_Blood_Human	monster_reydeavaricia	None	Bip01 HeadNub	None	0	monster_reydeavaricia_wlk
pet_tcapyleader_astd	monster_cockatrieschill_atk	None	None	None	None	monster_tcapyleader_blow.ogg	monster_tcapyleader_set	1600	Pet_Tcapyleader	monster_tcapyleader_dead	None	None	mon_dead01	monster_tcapyleader_die.ogg	1533	M	monster_tcapyleader_hit	Bip01 Spine1	monster_tcapyleader_hit.ogg	1	monster_tcapyleader_idl	None	1	9	<$>49196</>	1	YES	pet_tcapyleader_pick	1000	monster_tcapyleader_run	Bip01	monster_tcapyleader_set	monster_tcapyleader_std	HIT_Blood_Human	Monster_tcapyleader	None	Bip01 Head	None	0	pet_tcapyleader_wlk
pet_cockatries_astd	monster_cockatrieschill_atk	None	None	None	None	monster_cockatrieschill_blow.ogg	monster_cockatries_set	1700	Pet_Cockatries	None	monster_cockatries	monster_cockatries	mon_dead01	monster_cockatries_die.ogg	0	M	monster_cockatries_hit	Bip01 Spine1	monster_cockatries_hit.ogg	1	monster_cockatries_idl	None	1	1	<$>48670</>	1	YES	pet_cockatries_pick	1000	monster_cockatries_run	Bip01	monster_cockatries_set	monster_cockatries_std	HIT_Blood_cockatries	None	None	Bip01 Head	monster_cockatries	0	pet_cockatries_wlk
monster_sierra_astd	quest_wiz_atk	None	None	None	None	None	monster_sierra_set	1800	Pet_Sierra	None	monster_com	monster_com	mon_dead01	monster_sierra_die.ogg	0	M	monster_sierra_hit	Bip01	monster_sierra_hit.ogg	1	monster_sierra_idl	None	1	1	<$>3290</>	1	YES	monster_pig_pick	1000	monster_sierra_run	Bip01	monster_sierra_set	monster_sierra_std	HIT_Blood_Human	monster_sierra	None	Bip01	monster_com	1	monster_sierra_wlk
monster_skeletonbala_stone_jump	monster_skeletonbala_stone_atk	None	None	None	None	monster_skeletonmg_blow.ogg	monster_skeletonbala_stone_set	1900	Pet_skeletonbala_stone	monster_skeletonbala_stone_dead	None	None	mon_dead01	monster_decarabia_die.ogg	1800	M	monster_skeletonbala_stone_hit	Bip01 Spine1	monster_decarabia_hit.ogg	1	monster_skeletonmg_idl	None	1	9	<$>50099</>	1	YES	monster_pig_pick	1000	monster_skeletonbala_stone_run	Bip01	monster_skeletonbala_stone_set	monster_skeletonbala_stone_jump	HIT_Blood_Human	monster_skeletonbala_stone	None	Bip01 Head	None	0	monster_skeletonbala_stone_wlk
monster_treasuregolem_astd	monster_treasuregolem_act_chop	Quest_TreasureGolem	None	None	None	monster_treasuregolem_blow.ogg	monster_treasuregolem_set	2000	Pet_TreasureGolem	monster_treasuregolem_dead	None	None	mon_dead01	monster_treasuregolem_die.ogg	4033	M	monster_treasuregolem_hit	ROOT_Dummy01	monster_treasuregolem_hit.ogg	1	monster_treasuregolem_idl	None	1	9	<$>49707</>	1	YES	monster_pig_pick	1000	monster_treasuregolem_run	ROOT_Dummy01	monster_treasuregolem_set	monster_treasuregolem_std	HIT_Blood_TreasureGolem	Monster_TreasureGolem	None	Dummy_tg_01	None	0	monster_treasuregolem_wlk
monster_victor_astd	monster_victor_atk	None	None	None	None	monster_victor_blow.ogg	monster_victor_set	2100	Pet_Victor	monster_victor_dead	None	None	mon_dead01	monster_victor_die.ogg	3033	M	monster_victor_hit	Bip01 Spine1	monster_victor_hit.ogg	1	monster_victor_idl	None	1	1.3	<$>49403</>	2	YES	monster_pig_pick	1000	monster_victor_run	Bip01	monster_victor_set	monster_victor_std	HIT_Blood_Human	monster_victor	None	Bip01 Head	None	0	monster_victor_wlk
pet_phobitan_astd	monster_phobitan_atk	None	None	None	None	monster_phobitan_blow.ogg	monster_phobitan_set	2200	Pet_Phobitan	monster_phobitan_dead	None	None	mon_dead01	monster_phobitan_die.ogg	1667	M	monster_phobitan_hit	Bip01 Spine1	monster_phobitan_hit.ogg	1	monster_phobitan_idl	None	1	9	<$>48686</>	1	YES	pet_phobitan_pick	1000	monster_phobitan_run	Bip01	monster_phobitan_set	monster_phobitan_std	HIT_Blood_DemonS	Monster_Phobitan	None	Bip01 Head	None	0	pet_phobitan_wlk
monster_sabertiger_astd	monster_sabertiger_atk	None	None	None	None	monster_sabertiger_blow.ogg	monster_sabertiger_set	2300	Pet_sabertiger	monster_sabertiger_dead	None	None	mon_dead01	monster_sabertiger_die.ogg	1800	M	monster_sabertiger_hit	Bip01 Spine2	monster_sabertiger_hit.ogg	1	monster_sabertiger_idl	None	1	9	<$>49703</>	1	YES	pet_sabertiger_pick	1000	monster_sabertiger_run	Bip01	monster_sabertiger_set	monster_sabertiger_std	HIT_Blood_Human	monster_sabertiger	None	Bip01 Head	None	0	monster_sabertiger_run
monster_sabertiger_astd	monster_sabertiger_atk	None	None	None	None	monster_sabertiger_blow.ogg	monster_sabertiger_set	2301	Pet_sabertiger_JPN	monster_sabertiger_dead	None	None	mon_dead01	monster_sabertiger_die.ogg	1800	M	monster_sabertiger_hit	Bip01 Spine2	monster_sabertiger_hit.ogg	1	monster_sabertiger_idl	None	1	9	<$>49703</>	1	YES	pet_sabertiger_pick	1000	monster_sabertiger_run	Bip01	monster_sabertiger_set	monster_sabertiger_std	HIT_Blood_Human	monster_sabertiger	None	Bip01 Head	None	0	monster_sabertiger_run
pet_jormongand_astd	pet_jormongand_atk	None	None	None	None	monster_jormongand_blow.ogg	pet_jormongand_set	2400	Pet_Jormongand	pet_jormongand_dead	None	None	mon_dead01	monster_jormongand_die.ogg	2600	M	pet_jormongand_hit	Bip01 Head	monster_jormongand_hit.ogg	1	pet_jormongand_idl	None	1	9	<$>52602</>	1	YES	None	0	pet_jormongand_arun	Bip01	pet_jormongand_set	pet_jormongand_astd	HIT_Blood_DemonL	monster_dragon	None	Bip01 Spine	None	0	pet_jormongand_arun
monster_cabancle_astd	monster_cabancle_atk	None	None	None	None	monster_cabancle_blow.ogg	monster_cabancle_set	2500	Pet_Acorchado	monster_cabancle_dead	None	None	mon_dead01	monster_cabancle_die.ogg	2600	M	monster_cabancle_hit	Bip01 Head	monster_cabancle_hit.ogg	1	monster_cabancle_idl	None	1	9	<$>49362</>	1	YES	None	1000	monster_cabancle_run	Bip01	monster_cabancle_set	monster_cabancle_astd	HIT_Blood_Beast	monster_cabancle	None	Bip01 Head	None	0	monster_cabancle_run
monster_wolf_astd	monster_wolf_atk	None	None	None	None	monster_wolf_blow.ogg	monster_icewolf_set	2600	Pet_Icewolf	None	monster_wolf	monster_wolf	mon_dead01	monster_wolf_die.ogg	2600	M	monster_wolf_hit	Bip01 Head	monster_wolf_hit.ogg	1	monster_wolf_idl	None	1	9	<$>49109</>	1	YES	None	1000	monster_wolf_run	Bip01	monster_icewolf_set	monster_wolf_std	HIT_Blood_Siclke	monster_icewolf	None	Bip01 Head	monster_wolf	0	monster_wolf_wlk
monster_sabertiger_astd	monster_sabertiger_atk	None	None	None	None	monster_sabertiger_blow.ogg	monster_pet_blacksabertiger_set	2700	Pet_blacksabertiger	monster_sabertiger_dead	None	None	mon_dead01	monster_sabertiger_die.ogg	1800	M	monster_sabertiger_hit	Bip01 Spine2	monster_sabertiger_hit.ogg	1	monster_sabertiger_idl	None	1	9	<$>111094</>	1	YES	pet_sabertiger_pick	1000	monster_sabertiger_run	Bip01	monster_pet_blacksabertiger_set	monster_sabertiger_std	HIT_Blood_Human	monster_sabertiger	None	Bip01 Head	None	0	monster_sabertiger_run
monster_cat_astd	monster_cat_atk	None	None	None	None	monster_cat_blow.ogg	monster_cat_set	2800	Monster_CatBlack	monster_cat_dead	None	None	mon_dead01	monster_cat_die.ogg	2800	M	monster_cat_hit	Bip01 Spine1	monster_cat_hit.ogg	1	monster_cat_idl	None	1	9	<$>111095</>	1	YES	monster_cat_pick	1000	monster_cat_run	Bip01	monster_cat_set	monster_cat_astd	HIT_Blood_Hugenoid	monster_cat	None	Bip01 Head	None	0	monster_cat_run
monster_taurus_astd	monster_taurus_atk	None	None	None	None	monster_taurus_blow.ogg	monster_taurus_set	2900	Pet_Taurus	monster_taurus_dead	None	None	mon_dead01	monster_taurus_die.ogg	1867	M	monster_taurus_hit	Bip01 Spine1	monster_taurus_hit.ogg	1	monster_taurus_idl	None	1	9	<$>47206</>	1	YES	monster_taurus_pick	1000	monster_taurus_run	Bip01	monster_taurus_set	monster_taurus_std	HIT_Blood_Beast	None	None	Bip01 Head	None	0	monster_taurus_wlk
monster_gigantosnail_astd	monster_gigantosnail_atk	None	None	None	None	monster_gigantosnail_blow.ogg	monster_gigantosnail_set	3000	Pet_Gigantosnail	monster_gigantosnail_dead	None	None	mon_dead01	monster_gigantosnail_die.ogg	1867	M	monster_gigantosnail_hit	Bip01 Prop3	monster_gigantosnail_hit.ogg	1	monster_gigantosnail_idl	None	1	9	<$>104596</>	1	YES	monster_gigantosnail_pick	1000	monster_gigantosnail_run	ROOT_Dummy01	monster_gigantosnail_set	monster_gigantosnail_std	HIT_Blood_Beast	Monster_Gigantosnail	None	Bip01 Prop3	None	0	monster_gigantosnail_wlk
monster_ararat_astd	summon_snowleaf_atk	None	None	None	None	monster_ararat_blow.ogg	summon_snowleaf_set	3100	Pet_SnowGolem	monster_ararat_dead	None	None	mon_dead01	monster_ararat_die.ogg	2533	M	monster_ararat_hit	Bip01 Spine1	monster_ararat_hit.ogg	1	monster_ararat_idl	None	1	9	<$>104518</>	1	YES	None	1000	monster_ararat_run	Bip01	summon_snowleaf_set	monster_ararat_std	HIT_Blood_Human	summon_snowleaf	None	Bip01 Head	None	0	monster_ararat_wlk
monster_summon_necrobible_astd	monster_summon_necrobible_atk	None	None	None	None	monster_marcurse_blow.ogg	monster_summon_necrobible_set	3200	Pet_necrobible	monster_summon_necrobible_dead	None	None	mon_dead01	monster_cerbera_die.ogg	2533	M	monster_summon_necrobible_hit	Bip01 Spine1	monster_cerbera_hit.ogg	1	None	None	1	9	<$>111096</>	1	YES	None	1000	monster_summon_necrobible_run	Bip01	monster_summon_necrobible_set	monster_summon_necrobible_astd	HIT_Blood_GargolyeM	monster_summon_necrobible	None	Bip01 Head	None	0	monster_summon_necrobible_wlk
monster_bluehorse_astd	None	None	None	None	None	monster_marcurse_blow.ogg	monster_bluehorse_set	3300	Pet_BlueHorse	None	None	None	mon_dead01	monster_cerbera_die.ogg	2533	M	None	Bip01 Spine1	monster_cerbera_hit.ogg	1	None	None	1	9	<$>111097</>	1	YES	None	1000	monster_bluehorse_run	Bip01	monster_bluehorse_set	monster_bluehorse_astd	HIT_Blood_GargolyeM	monster_bluehorse	None	Bip01 Head	None	0	monster_bluehorse_run
monster_bluehorse_astd	None	None	None	None	None	monster_marcurse_blow.ogg	monster_redhorse_set	3400	Pet_RedHorse	None	None	None	mon_dead01	monster_cerbera_die.ogg	2533	M	None	Bip01 Spine1	monster_cerbera_hit.ogg	1	None	None	1	9	<$>111098</>	1	YES	None	1000	monster_bluehorse_run	Bip01	monster_redhorse_set	monster_bluehorse_astd	HIT_Blood_GargolyeM	monster_redhorse	None	Bip01 Head	None	0	monster_bluehorse_run
monster_pet_diablo_astd	None	None	None	None	None	monster_marcurse_blow.ogg	monster_pet_diablo_set	3500	Pet_Diablo	None	None	None	mon_dead01	monster_cerbera_die.ogg	2533	M	None	Bip01 Spine1	monster_cerbera_hit.ogg	1	None	None	1	9	<$>10003</>	1	YES	None	1000	monster_pet_diablo_wlk	Bip01	monster_pet_diablo_set	monster_pet_diablo_astd	HIT_Blood_GargolyeM	monster_diablo	None	Bip01 Head	None	0	monster_pet_diablo_wlk
monster_soccerball_std	monster_beachball_stripe_atk	None	None	None	None	monster_beachball_stripe_blow.ogg	monster_soccerball_set	3600	Pet_RedBall	monster_beachball_stripe_dead	None	None	mon_dead01	monster_beachball_stripe_die.ogg	2533	M	monster_beachball_stripe_hit	ROOT_Dummy01	monster_beachball_stripe_hit.ogg	1	None	None	1	9	<$>112730</>	1	YES	monster_beachball_stripe_pick	1000	monster_soccerball_run	ROOT_Dummy01	monster_soccerball_set	monster_soccerball_std	HIT_Blood_Human	monster_redball	None	Bone02	None	0	monster_soccerball_run
pet_rhinoceru_astd	monster_rhinoceru_atk	None	None	None	None	monster_pollux_blow.ogg	monster_rhinoceru_set	3700	Pet_Rhinoceur	monster_rhinoceru_dead	None	None	mon_dead01	monster_pollux_die.ogg	2533	M	monster_rhinoceru_hit	Bip01 Spine1	monster_pollux_hit.ogg	1	pet_rhinoceru_astd	None	1	9	<$>49636</>	1	YES	None	1000	monster_rhinoceru_run	Bip01	monster_rhinoceru_set	pet_rhinoceru_astd	HIT_Blood_GargolyeM	monster_rhinoceru	None	Bip01 Head	None	0	monster_rhinoceru_wlk
monster_rabbit_astd	None	None	None	None	None	None	monster_rabbit_set	3800	Pet_Rabbit	monster_rabbit_dead	None	None	mon_dead01	monster_rabbit_die.ogg	1567	M	monster_rabbit_hit	Bip01	monster_rabbit_hit.ogg	1	monster_rabbit_idl	None	1	9	<$>113189</>	1	YES	None	0	monster_rabbit_run	Bip01	monster_rabbit_set	monster_rabbit_std	HIT_Blood_Human	None	None	Bip01	None	0	monster_rabbit_wlk
monster_kingcrab2_astd	monster_kingcrab_atk2	None	None	None	None	monster_kingcrab2_blow.ogg	monster_kingcrab2_set	3900	Pet_PamlTreeCrab	monster_kingcrab2_dead	None	None	mon_dead01	monster_kingcrab2_die.ogg	1533	M	monster_kingcrab2_hit	Bone58	monster_kingcrab2_hit.ogg	4	monster_kingcrab2_idl	None	1	9	<$>123806</>	1	YES	monster_kingcrab2_pick	0	monster_kingcrab2_run	ROOT_Dummy01	monster_kingcrab2_set	monster_kingcrab2_astd	HIT_Blood_Human	monster_kingcrab	None	Bone45	None	1	monster_kingcrab2_wlk
monster_rabbit_astd	None	None	None	None	None	None	monster_rabbit_set	4000	Pet_Rabbit_JPN	monster_rabbit_dead	None	None	mon_dead01	monster_rabbit_die.ogg	1567	M	monster_rabbit_hit	Bip01	monster_rabbit_hit.ogg	1	monster_rabbit_idl	None	1	9	<$>113189</>	1	YES	monster_rabbit_pick	0	monster_rabbit_run	Bip01	monster_rabbit_set	monster_rabbit_std	HIT_Blood_Human	None	None	Bip01	None	0	monster_rabbit_wlk
monster_beachball_stripe_astd	monster_beachball_stripe_atk	None	None	None	None	monster_beachball_stripe_blow.ogg	monster_beachball_jackolantern_set	4100	Pet_Jackolantern	monster_beachball_stripe_dead	None	None	mon_dead01	monster_beachball_stripe_die.ogg	2533	M	monster_beachball_stripe_hit	ROOT_Dummy01	monster_beachball_stripe_hit.ogg	1	monster_beachball_stripe_idl	None	1	9	<$>49336</>	1	YES	monster_beachball_stripe_pick	1000	monster_beachball_stripe_run	ROOT_Dummy01	monster_beachball_jackolantern_set	monster_beachball_stripe_std	HIT_Blood_Human	monster_redball	None	Bone02	None	0	monster_beachball_stripe_wlk
monster_beachball_stripe_astd	monster_beachball_stripe_atk	None	None	None	None	monster_beachball_stripe_blow.ogg	monster_beachball_watermelon_set	4200	Pet_Watermelon	monster_beachball_stripe_dead	None	None	mon_dead01	monster_beachball_stripe_die.ogg	2533	M	monster_beachball_stripe_hit	ROOT_Dummy01	monster_beachball_stripe_hit.ogg	1	monster_beachball_stripe_idl	None	1	9	<$>211354</>	1	YES	monster_beachball_stripe_pick	1000	monster_beachball_stripe_run	ROOT_Dummy01	monster_beachball_watermelon_set	monster_beachball_stripe_std	HIT_Blood_Human	monster_redball	None	Bone02	None	0	monster_beachball_stripe_wlk
monster_moonknight_astd	None	None	None	None	None	monster_marcurse_blow.ogg	monster_moonknight_set	4300	Pet_MoonKnight	None	None	None	mon_dead01	monster_cerbera_die.ogg	2533	M	None	Bip01 Spine1	monster_cerbera_hit.ogg	1	monster_moonknight_astd	None	1	9	<$>49631</>	1	YES	None	1000	pet_moonknight_run	Bip01	monster_moonknight_set	monster_moonknight_astd	HIT_Blood_GargolyeM	monster_moonknight	None	Bip01 Head	None	0	pet_moonknight_wlk
monster_minotauros_astd	monster_minotauros_atk	None	None	None	None	monster_graychief_blow.ogg	monster_minotauros_set	4400	Pet_Minotauros	monster_minotauros_dead	None	None	mon_dead01	monster_graychief_die.ogg	2533	M	monster_minotauros_hit	Bip01 Spine1	monster_graychief_hit.ogg	2	monster_minotauros_astd	None	1	9	<$>50121</>	1	YES	None	1000	monster_minotauros_run	Bip01	monster_minotauros_set	monster_minotauros_astd	HIT_Blood_GargolyeM	monster_minotauros	None	Bip01 Head	None	0	monster_minotauros_run
monster_shadowphantom_astd	monster_shadowphantom_atk	None	None	None	None	monster_shadowphantom_blow.ogg	monster_shadowphantom_set	4500	Pet_Shadowphantom	monster_shadowphantom_dead	None	None	mon_dead01	monster_shadowphantom_die.ogg	2533	M	monster_shadowphantom_hit	Bip01 Spine1	monster_shadowphantom_hit.ogg	1	monster_shadowphantom_idl	None	1	9	<$>211355</>	1	YES	None	1000	monster_shadowphantom_run	Bip01	monster_shadowphantom_set	monster_shadowphantom_astd	HIT_Blood_GargolyeM	monster_shadowphantom	None	Bip01 Head	None	0	monster_shadowphantom_wlk
monster_teslacoil_astd	monster_teslacoil_atk	None	None	None	None	monster_eldoom_blow.ogg	monster_teslacoil_set	4600	Pet_Teslacoil	monster_teslacoil_dead	None	None	mon_dead01	monster_eldoom_die.ogg	2533	M	monster_teslacoil_hit	ROOT_Dummy01	monster_eldoom_hit.ogg	1	none	None	1	9	<$>50114</>	1	YES	None	1000	monster_teslacoil_wlk	ROOT_Dummy01	monster_teslacoil_set	monster_teslacoil_astd	HIT_Blood_GargolyeM	monster_teslacoil	None	Bip01 Prop1	None	0	monster_teslacoil_wlk
monster_summon_necrobible_astd	monster_summon_necrobible_atk	None	None	None	None	monster_marcurse_blow.ogg	monster_summon_necrobible_set	4700	Pet_NecroBible_JPN	monster_summon_necrobible_dead	None	None	mon_dead01	monster_cerbera_die.ogg	2533	M	monster_summon_necrobible_hit	Bip01 Spine1	monster_cerbera_hit.ogg	1	None	None	1	9	<$>112358</>	1	YES	monster_summon_necrobible_pick	1000	monster_summon_necrobible_run	Bip01	monster_summon_necrobible_set	monster_summon_necrobible_astd	HIT_Blood_GargolyeM	monster_summon_necrobible	None	Bip01 Head	None	0	monster_summon_necrobible_wlk
monster_bahgriffon_astd	monster_bahgriffon_atk	None	None	None	None	monster_taurus_blow.ogg	monster_bahgriffon_set	5000	Pet_Divino	monster_bahgriffon_dead	None	None	mon_dead01	monster_taurus_die.ogg	2533	M	monster_bahgriffon_hit	Bip01 Spine1	monster_taurus_hit.ogg	1	None	None	1	9	<$>104515</>	1	YES	None	1000	monster_bahgriffon_run	Bip01	monster_bahgriffon_set	monster_bahgriffon_std	HIT_Blood_Beast	monster_bahgriffon	None	Bip01 Head	None	0	monster_bahgriffon_wlk
pet_jormongand_astd	pet_jormongand_atk	None	None	None	None	monster_jormongand_blow.ogg	pet_jormongand_set	5100	Pet_GJormongand	pet_jormongand_dead	None	None	mon_dead01	monster_jormongand_die.ogg	2600	M	pet_jormongand_hit	Bip01 Head	monster_jormongand_hit.ogg	1	pet_jormongand_idl	None	1	9	<$>52602</>	1	YES	None	0	pet_jormongand_arun	Bip01	pet_jormongand_set	pet_jormongand_astd	HIT_Blood_DemonL	monster_dragon	None	Bip01 Spine	None	0	pet_jormongand_arun
monster_divino_astd	None	None	None	None	None	monster_taurus_blow.ogg	monster_divino_set	5200	Pet_Divino_baby	None	None	None	mon_dead01	monster_taurus_die.ogg	2533	M	None	Bip01 Spine1	monster_taurus_hit.ogg	1	None	None	1	9	<$>113273</>	1	YES	monster_bahgriffon_pick	1000	monster_divino_run	Bip01	monster_divino_set	monster_divino_std	HIT_Blood_Beast	monster_divino	None	Bip01 Head	None	0	monster_divino_run
