AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlessType	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncLegend	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	MonDef	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PCDef	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	ReinProtectLv	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14323	Albaes3	Coat	NO	115	FALSE	1	0	0	BODY	0	<$>94448</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	80	Albaes	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_albaes	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31669</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	1600000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	35	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163045</>	1	14323	1.1	None	165000	0	0	Armor	<$>31666</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	80	TRUE	20	None	0	0	0
0	8	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14324	Striform1	Coat	NO	105	FALSE	1	0	0	BODY	0	<$>92508</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	72	Striform	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_striform	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31674</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	1120000	0	0	0	0	0	32	0	0	0	32	0	32	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163043</>	1	14324	1.1	None	165000	0	0	Armor	<$>31662</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	72	TRUE	18	None	0	0	0
0	8	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14325	Striform2	Coat	NO	110	FALSE	1	0	0	BODY	0	<$>92508</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	76	Striform	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_striform	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31674</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	1360000	0	0	0	0	0	32	0	0	0	32	0	32	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163044</>	1	14325	1.1	None	165000	0	0	Armor	<$>31664</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	76	TRUE	19	None	0	0	0
0	8	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14326	Striform3	Coat	NO	115	FALSE	1	0	0	BODY	0	<$>92508</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	80	Striform	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_striform	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31674</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	1600000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163045</>	1	14326	1.1	None	165000	0	0	Armor	<$>31666</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	80	TRUE	20	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14327	ClaraMago1	Coat	NO	120	FALSE	1	0	0	BODY	0	<$>92509</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Clara mago	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_claramago	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31679</>	SOFT	0	1000	0	0	0	0	No	0	0	0	8	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	1920000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163046</>	1	14327	1.1	None	165000	0	0	Armor	<$>31668</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	84	TRUE	21	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14328	ClaraMago2	Coat	NO	124	FALSE	1	0	0	BODY	0	<$>92509</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	88	Clara mago	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_claramago	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31679</>	SOFT	0	1000	0	0	0	0	No	0	0	0	8	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	2320000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163047</>	1	14328	1.1	None	165000	0	0	Armor	<$>31683</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	88	TRUE	22	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14329	ClaraMago3	Coat	NO	129	FALSE	1	0	0	BODY	0	<$>92509</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	92	Clara mago	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_claramago	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31679</>	SOFT	0	1000	0	0	0	0	No	0	0	0	8	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	2800000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163048</>	1	14329	1.1	None	165000	0	0	Armor	<$>31685</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	92	TRUE	23	None	0	0	0
0	8	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14330	CorsairRosso1	Coat	NO	120	FALSE	1	0	0	BODY	0	<$>92510</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Corsair Rosso	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_corsairrosso	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31686</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	5	0	NO	1	None	1920000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163046</>	1	14330	1.1	None	165000	0	0	Armor	<$>31668</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	84	TRUE	21	None	0	0	0
0	8	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14331	CorsairRosso2	Coat	NO	124	FALSE	1	0	0	BODY	0	<$>92510</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	88	Corsair Rosso	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_corsairrosso	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31686</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	5	0	NO	1	None	2320000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163047</>	1	14331	1.1	None	165000	0	0	Armor	<$>31683</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	88	TRUE	22	None	0	0	0
0	8	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14332	CorsairRosso3	Coat	NO	129	FALSE	1	0	0	BODY	0	<$>92510</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	92	Corsair Rosso	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_corsairrosso	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31686</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	5	0	NO	1	None	2800000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163048</>	1	14332	1.1	None	165000	0	0	Armor	<$>31685</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	92	TRUE	23	None	0	0	0
0	8	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14333	DragoonCoat1	Coat	NO	155	FALSE	1	0	0	BODY	0	<$>31692</>	0	70	-10	10	EliteReinforce	NormEqp	EliteSocket	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Dragoon coat	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_dragooncoat	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31691</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	4400000	0	0	0	0	0	30	0	0	0	30	0	30	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163046</>	1	14333	1.1	None	220000	0	0	Armor	<$>31693</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	84	TRUE	26	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14334	DragoonCoat2	Coat	NO	129	FALSE	1	0	0	BODY	0	<$>31694</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	92	Dragoon coat	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_dragooncoat	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>22728</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	19009	10	5	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	2800000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163048</>	1	14334	1.1	None	165000	0	0	Armor	<$>31685</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	92	TRUE	23	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14335	DragoonCoat3	Coat	NO	134	FALSE	1	0	0	BODY	0	<$>31694</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	96	Dragoon coat	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_dragooncoat	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>22728</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	19009	10	5	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	3360000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163049</>	1	14335	1.1	None	165000	0	0	Armor	<$>31696</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	96	TRUE	24	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14336	PantheraJaquette_88	Coat	NO	139	FALSE	1	0	0	BODY	0	<$>31698</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Panthera Jaquette	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_pantherajaquette	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31697</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	4000000	0	0	0	0	0	48	0	0	0	48	0	48	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163046</>	1	14336	1.1	None	165000	0	0	Armor	<$>31699</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	84	TRUE	27	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14337	PantheraJaquette_92	Coat	NO	129	FALSE	1	0	0	BODY	0	<$>31700</>	0	70	-10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	92	Panthera Jaquette	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_pantherajaquette	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31697</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	19005	30	15	19007	20	10	0	0	0	CLOTHE	0	0	0	NO	1	None	2800000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163048</>	1	14337	1.1	None	165000	0	0	Armor	<$>31685</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	92	TRUE	23	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	14338	PantheraJaquette_96	Coat	NO	134	FALSE	1	0	0	BODY	0	<$>31700</>	0	70	-10	0	NormalReinforce	NormEqp	NormalSocket	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	96	Panthera Jaquette	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_pantherajaquette	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29667</>	SYS_item_column_red	0	<$>31697</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	19005	30	15	19007	20	10	0	0	0	CLOTHE	0	0	0	NO	1	None	3360000	0	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163049</>	1	14338	1.1	None	165000	0	0	Armor	<$>31696</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	96	TRUE	24	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Robe	<$>29668</>	14401	Robe1	Robe	NO	24	FALSE	1	0	0	BODY	0	<$>31702</>	0	70	-10	20	NormalReinforce	NormEqp	NormalSocket	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Robe	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_robe	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29668</>	SYS_item_column_red	1	<$>29668</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	30	0	0	0	0	0	8	0	0	0	8	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163026</>	1	14401	1.1	None	7	0	0	Armor	<$>31517</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	2	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Robe	<$>29668</>	14402	Robe2	Robe	NO	28	FALSE	1	0	0	BODY	0	<$>31702</>	0	70	-10	20	NormalReinforce	NormEqp	NormalSocket	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	8	Robe	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_robe	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29668</>	SYS_item_column_red	2	<$>29668</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	60	0	0	0	0	0	8	0	0	0	8	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163035</>	1	14402	1.1	None	17	0	0	Armor	<$>31704</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	8	TRUE	3	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Robe	<$>29668</>	14403	Robe3	Robe	NO	33	FALSE	1	0	0	BODY	0	<$>31702</>	0	70	-10	20	NormalReinforce	NormEqp	NormalSocket	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	12	Robe	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_robe	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29668</>	SYS_item_column_red	3	<$>29668</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	90	0	0	0	0	0	8	0	0	0	8	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163036</>	1	14403	1.1	None	24	0	0	Armor	<$>31706</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	12	TRUE	4	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Robe	<$>29668</>	14404	FireRobe1	Robe	NO	38	FALSE	1	0	0	BODY	0	<$>31708</>	0	70	-10	20	NormalReinforce	NormEqp	NormalSocket	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	16	Robe of Fire	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_fireprotector	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29668</>	SYS_item_column_red	4	<$>31707</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	180	0	0	0	0	0	12	0	0	0	4	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163027</>	1	14404	1.1	None	50	0	0	Armor	<$>31710</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	16	TRUE	5	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	24	0	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Robe	<$>29668</>	14405	IceRobe1	Robe	NO	43	FALSE	1	0	0	BODY	0	<$>31712</>	0	70	-10	20	NormalReinforce	NormEqp	NormalSocket	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	20	Robe of Ice	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_iceprotector	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29668</>	SYS_item_column_red	5	<$>31711</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	0	NO	1	None	360	0	0	0	0	0	16	0	0	0	24	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>163033</>	1	14405	1.1	None	99	0	0	Armor	<$>31714</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	20	TRUE	6	None	0	0	0
