AGI	CHA	CON	ClassID	ClassName	DEX	INTE	Item00	Item01	Item02	Item03	Item04	Item05	Item06	Item07	Item08	Item09	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Name	STR	StanceName
0	0	0	15	R1_J52	0	0	None	LB_Fighter	None	None	Rapier_30	Rapier_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Eduardo	30	EpeeGarde2
0	0	0	16	R1_J54	0	0	None	LB_Fighter	None	None	Leguard_30	Knuckle_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Soso	30	MasterMartialArts
0	0	0	17	R1_J55	0	30	None	LB_Warlock	None	None	None	Lute_30	None	None	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	Rio	0	Prelude
0	0	0	18	R1_J56	0	0	None	LB_Fighter	None	None	Leguard_30	Knuckle_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Backho	30	MasterMartialArts
0	0	0	19	R1_J57	30	0	None	LB_Fighter	None	None	None	CrossBow_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Calyce	0	ShadowSting
0	0	0	20	R1_J58	30	0	None	SB_Fighter	None	None	None	Cannon_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Clair	0	DemolitionBurst2
0	0	0	21	R1_J60	0	0	None	LB_Fighter	None	None	None	Tonfa_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Ania	30	Gorgeous
0	0	0	22	R1_J61	0	30	None	LB_Warlock	None	None	FireBrc_30	ElemBrc_30	None	None	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	Hellena	0	MagicofOccultism
0	0	30	23	R1_J66	0	0	None	LB_Warlock	None	None	None	Rosario_30	None	None	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	Valleria	0	Innocentio
0	0	0	24	R1_J67	30	0	None	LB_Fighter	None	None	Rapier_30	Pistol_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Raven	0	Croisement
0	0	0	101	R2_J02	0	30	None	ELB_Wizard	Glass_WZD	None	None	Rod_32	Ring_Telekinesis_2	Ring_Telekinesis_2	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	Wizard	0	Telekinesis
0	0	30	102	R2_J03	0	0	None	ELB_Scout	Glass_SCT	None	None	Rosario_32	Ring_Enhance_2	Ring_Enhance_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Scout	0	EnhancedTactics
0	0	0	103	R2_J04	30	0	None	ELB_Muskeet	Glass_MSK	None	Pistol_32	Pistol_32	Ring_UnlimitedShot_2	Ring_UnlimitedShot_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Musketeer	0	UnlimitedShot
0	0	0	104	R2_J05	0	30	None	ELB_Warlock	Glass_WLK	None	FireBrc_32	ElemBrc_32	Ring_Magic_2	Ring_Magic_2	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	Warlock	0	MagicofOccultism
0	0	30	105	R2_J20	0	0	None	ELB_Wizard	None	None	None	Staff_32	Ring_Darkness_2	Ring_Darkness_2	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	MBoma	0	ThePowerofDarkness
0	0	0	106	R2_J33	30	0	None	ESB_Fighter	None	None	None	Rifle_32	Ring_Flin_R_2	Ring_Flin_R_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Romina	0	FlintlockR
0	0	0	107	R2_J59	0	0	None	ESB_Fighter	None	None	None	Crescent_32	Ring_Nar_2	Ring_Nar_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Nar	30	Semilunar
0	0	0	108	R2_J63	0	30	None	ELB_Wizard	None	None	None	Staff_32	Ring_Lunatic_2	Ring_Lunatic_2	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	EmiliaLunatic	0	Madness
0	0	0	109	R2_J64	0	0	None	ESB_Fighter	None	None	None	THSword_32	Ring_Asoka_2	Ring_Asoka_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Asoka	30	MoonGuard
0	0	0	110	R2_J65	0	0	None	ELB_Fighter	None	None	Dagger_32	Dagger_32	Ring_Torsche_2	Ring_Torsche_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	CatherineTorsche	30	DeathChopping
0	0	0	111	R2_J24	0	30	None	ELB_Wizard	None	None	None	Rod_32	Ring_Darkness_2	Ring_Darkness_2	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	Emilia	0	ThePowerofDarkness
0	0	0	112	R2_J26	30	0	None	ELB_Muskeet	None	None	None	Shotgun_32	Ring_DuelBlaster_2	Ring_DuelBlaster_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Lorch	0	DuelBlaster
0	0	0	113	R2_J32	0	0	None	ESB_Fighter	None	None	None	THSword_32	Ring_HangingGuard_2	Ring_HangingGuard_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Grandma	30	HangingGuard
0	0	0	114	R2_J52	0	0	None	ELB_Fighter	None	None	Rapier_32	Rapier_32	Ring_Rapiere2_2	Ring_Rapiere2_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Eduardo	30	EpeeGarde2
0	0	0	115	R2_J54	0	0	None	ELB_Fighter	None	None	Leguard_32	Knuckle_32	Ring_MasterMartialArts_2	Ring_MasterMartialArts_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Soso	30	MasterMartialArts
0	0	0	116	R2_J55	0	30	None	ELB_Warlock	None	None	None	Lute_32	Ring_Prelude_2	Ring_Prelude_2	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	Rio	0	Prelude
0	0	0	117	R2_J56	0	0	None	ELB_Fighter	None	None	Leguard_32	Knuckle_32	Ring_MasterMartialArts_2	Ring_MasterMartialArts_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Backho	30	MasterMartialArts
0	0	0	118	R2_J57	30	0	None	ELB_Fighter	None	None	None	CrossBow_32	Ring_ShadowSting_2	Ring_ShadowSting_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Calyce	0	ShadowSting
0	0	0	119	R2_J58	30	0	None	ESB_Fighter	None	None	None	Cannon_32	Ring_DemolitionBurst2_2	Ring_DemolitionBurst2_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Clair	0	DemolitionBurst2
0	0	0	120	R2_J60	0	0	None	ELB_Fighter	None	None	None	Tonfa_32	Ring_Gorgeous_2	Ring_Gorgeous_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Ania	30	Gorgeous
0	0	0	121	R2_J61	0	30	None	ELB_Warlock	None	None	FireBrc_32	ElemBrc_32	Ring_Magic_2	Ring_Magic_2	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	Hellena	0	MagicofOccultism
0	0	30	122	R2_J66	0	0	None	ELB_Warlock	None	None	None	Rosario_32	Ring_EnhancedTactics2_2	Ring_EnhancedTactics2_2	Glove_All	Shoes_All	RoseWing	None	None	None	None	None	None	None	None	Valleria	0	Innocentio
0	0	0	123	R2_J67	30	0	None	ELB_Fighter	None	None	Rapier_32	Pistol_32	Ring_Croisement_2	Ring_Croisement_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Raven	0	Croisement
0	0	0	201	R3_J02	0	30	None	ELB_Wizard	Glass_WZD	Neck_Shoot_CON	None	Rod_32	Ring_Telekinesis_2	Ring_Telekinesis_2	Glove_All	Shoes_All	RoseWing	None	EAR_CON	Belt_All_CON	None	None	None	None	None	Wizard	0	Telekinesis
0	0	30	202	R3_J03	0	0	None	ELB_Scout	Glass_SCT	Neck_Melee_CON	None	Rosario_32	Ring_Enhance_2	Ring_Enhance_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_CON	Belt_Ltr_CON	None	None	None	None	None	Scout	0	EnhancedTactics
0	0	0	203	R3_J04	30	0	None	ELB_Muskeet	Glass_MSK	Neck_Melee_DEX	Pistol_32	Pistol_32	Ring_UnlimitedShot_2	Ring_UnlimitedShot_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_DEX	Belt_Ltr_DEX	None	None	None	None	None	Musketeer	0	UnlimitedShot
0	0	0	204	R3_J05	0	30	None	ELB_Warlock	Glass_WLK	Neck_Melee_CON	FireBrc_32	ElemBrc_32	Ring_Magic_2	Ring_Magic_2	Glove_All	Shoes_All	RoseWing	None	EAR_INT	Belt_All_INT	None	None	None	None	None	Warlock	0	MagicofOccultism
0	0	30	205	R3_J20	0	0	None	ELB_Wizard	None	Neck_Shoot_CON	None	Staff_32	Ring_Darkness_2	Ring_Darkness_2	Glove_All	Shoes_All	RoseWing	None	EAR_CON	Belt_All_CON	None	None	None	None	None	MBoma	0	ThePowerofDarkness
0	0	0	206	R3_J33	30	0	None	ESB_Fighter	None	Neck_Melee_DEX	None	Rifle_32	Ring_Flin_R_2	Ring_Flin_R_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_DEX	Belt_Metal	None	None	None	None	None	Romina	0	FlintlockR
0	0	0	207	R3_J59	0	0	None	ESB_Fighter	None	Neck_Melee_STR	None	Crescent_32	Ring_Nar_2	Ring_Nar_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_STR	Belt_Metal	None	None	None	None	None	Nar	30	Semilunar
0	0	0	208	R3_J63	0	30	None	ELB_Wizard	None	Neck_Shoot_INT	None	Staff_32	Ring_Lunatic_2	Ring_Lunatic_2	Glove_All	Shoes_All	RoseWing	None	EAR_INT	Belt_All_INT	None	None	None	None	None	EmiliaLunatic	0	Madness
0	0	0	209	R3_J64	0	0	None	ESB_Fighter	None	Neck_Melee_STR	None	THSword_32	Ring_Asoka_2	Ring_Asoka_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_STR	Belt_Metal	None	None	None	None	None	Asoka	30	MoonGuard
0	0	0	210	R3_J65	0	0	None	ELB_Fighter	None	Neck_Melee_STR	Dagger_32	Dagger_32	Ring_Torsche_2	Ring_Torsche_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_STR	Belt_Ltr_STR	None	None	None	None	None	CatherineTorsche	30	DeathChopping
0	0	0	211	R1_J22	0	0	None	SB_Fighter	None	None	None	Polearm_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Alejandro	30	TronadaCruz
0	0	0	212	R2_J22	0	0	None	ESB_Fighter	None	None	None	Polearm_32	Ring_TronadaCruz_2	Ring_TronadaCruz_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Alejandro	30	TronadaCruz
0	0	0	213	R3_J22	0	0	None	ESB_Fighter	None	Neck_Melee_STR	None	Polearm_32	Ring_TronadaCruz_2	Ring_TronadaCruz_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_STR	Belt_Metal	None	None	None	None	None	Alejandro	30	TronadaCruz
0	0	0	214	R1_J16	0	0	None	LB_Fighter	None	None	Rapier_30	Rapier_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Andre	30	Rapiere
0	0	0	215	R2_J16	0	0	None	ELB_Fighter	None	None	Rapier_32	Rapier_32	Ring_Rapiere_2	Ring_Rapiere_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Andre	30	Rapiere
0	0	0	216	R3_J16	0	0	None	ELB_Fighter	None	Neck_Melee_STR	Rapier_32	Rapier_32	Ring_Rapiere_2	Ring_Rapiere_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_STR	Belt_Ltr_STR	None	None	None	None	None	Andre	30	Rapiere
0	0	0	217	R1_J43	0	0	None	LB_Fighter	None	None	ArmShield	Sword_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Selva	30	RapidaEspada
0	0	0	218	R2_J43	0	0	None	ELB_Fighter	None	None	ArmShield	Sword_32	Ring_RapidaEspada_2	Ring_RapidaEspada_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Selva	30	RapidaEspada
0	0	0	219	R3_J43	0	0	None	ELB_Fighter	None	Neck_Melee_STR	ArmShield	Sword_32	Ring_RapidaEspada_2	Ring_RapidaEspada_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_STR	Belt_Ltr_STR	None	None	None	None	None	Selva	30	RapidaEspada
0	0	0	220	R1_J09	30	0	None	LB_Muskeet	None	None	None	Pistol_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Brunie	0	Wanted
0	0	0	221	R2_J09	30	0	None	ELB_Muskeet	None	None	None	Pistol_32	Ring_Wanted_2	Ring_Wanted_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Brunie	0	Wanted
0	0	0	222	R3_J09	30	0	None	ELB_Muskeet	None	Neck_Melee_DEX	None	Pistol_32	Ring_Wanted_2	Ring_Wanted_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_DEX	Belt_Ltr_DEX	None	None	None	None	None	Brunie	0	Wanted
0	0	0	223	R1_J71	0	0	None	LB_Fighter	None	None	None	Sword_30	None	None	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Daria	30	Equites
0	0	0	224	R2_J71	0	0	None	ELB_Fighter	None	None	None	Sword_32	Ring_Equites_2	Ring_Equites_2	Glove_Leather	Shoes_Leather	RoseWing	None	None	None	None	None	None	None	None	Daria	30	Equites
0	0	0	225	R3_J71	0	0	None	ELB_Fighter	None	Neck_Melee_STR	None	Sword_32	Ring_Equites_2	Ring_Equites_2	Glove_Leather	Shoes_Leather	RoseWing	None	EAR_STR	Belt_Ltr_STR	None	None	None	None	None	Daria	30	Equites
0	0	0	226	R1_J72	0	0	None	ELN_Muskeet	None	None	None	HeavyRifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Musketeer	0	RultimateJ
0	0	0	1001	R9_J01	0	0	None	GP_Fighter	None	None	None	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Fighter	0	Equites
0	0	0	1002	R9_J02	0	0	None	ELN_Wizard	None	None	None	Rod_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Wizard	0	Telekinesis
0	0	0	1003	R9_J03	0	0	None	ELN_Scout	None	None	None	Rosario_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Scout	0	EnhancedTactics
0	0	0	1004	R9_J04	0	0	None	ELN_Muskeet	None	None	Pistol_33_1	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Musketeer	0	UnlimitedShot
0	0	0	1005	R9_J05	0	0	None	ELN_Warlock	None	None	ElemBrc_33_1	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Warlock	0	MagicofOccultism
0	0	0	1006	R9_J06	0	0	None	ELN_Muskeet	None	None	None	Shotgun_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Grace	0	SuperiorBlaster
0	0	0	1007	R9_J07	0	0	None	GP_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Idge	0	TronadaCruz
0	0	0	1008	R9_J08	0	0	None	GP_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Claude	0	TronadaCruz
0	0	0	1009	R9_J09	0	0	None	ELN_Muskeet	None	None	None	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Brunie	0	Wanted
0	0	0	1010	R9_J10	0	0	None	GP_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Soldier	0	TronadaCruz
0	0	0	1011	R9_J11	0	0	None	ELN_Fighter	None	None	MainG_33_1	MainG_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Ramiro	0	BloodyFeast
0	0	0	1012	R9_J12	0	0	None	ELN_Fighter	None	None	MainG_33_1	MainG_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Tiburon	0	BloodyFeast
0	0	0	1013	R9_J13	0	0	None	ELN_Scout	None	None	None	Tool_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Jack	0	Destroyer
0	0	0	1014	R9_J14	0	0	None	ELN_Scout	None	None	None	Tool_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Yeganeh	0	GuardianStructure
0	0	0	1015	R9_J16	0	0	None	ELN_Fighter	None	None	Rapier_33_1	Rapier_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Andre	0	Rapiere
0	0	0	1016	R9_J17	0	0	None	ELN_Fighter	None	None	FireBrc_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Panfilo	0	Diable
0	0	0	1017	R9_J18	0	0	None	GP_Fighter	None	None	None	Cannon_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Jose	0	DemolitionBurst
0	0	0	1018	R9_J19	0	0	None	ELN_Fighter	None	None	Sabre_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Adelina	0	BloodyFeast
0	0	0	1019	R9_J20	0	0	None	ELN_Wizard	None	None	None	Staff_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	MBoma	0	ThePowerofDarkness
0	0	0	1020	R9_J21	0	0	None	ELN_Scout	None	None	None	Dagger_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Soho	0	Arnis
0	0	0	1021	R9_J22	0	0	None	GP_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Alejandro	0	TronadaCruz
0	0	0	1022	R9_J23	0	0	None	ELN_Fighter	None	None	Dagger_33_1	Dagger_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Lisa	0	BlitzAssault
0	0	0	1023	R9_J24	0	0	None	ELN_Wizard	None	None	None	Rosario_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Emilia	0	ThePowerofDarkness
0	0	0	1024	R9_J25	0	0	None	ELN_Fighter	None	None	None	Rifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Sharif	0	SnipeShot
0	0	0	1025	R9_J26	0	0	None	ELN_Scout	None	None	None	Shotgun_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Lorch	0	DuelBlaster
0	0	0	1026	R9_J27	0	0	None	ELN_Scout	None	None	Leguard_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Gurtrude	0	MasterMartialArts
0	0	0	1027	R9_J28	0	0	None	GP_Fighter	None	None	None	Rifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	RescueKnight	0	Flintlock
0	0	0	1028	R9_J29	0	0	None	ELN_Fighter	None	None	IceBrc_33_1	Rapier_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Karjalainen	0	FleurGlacier
0	0	0	1029	R9_J30	0	0	None	ELN_Scout	None	None	Leguard_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Gracielo	0	MasterMartialArts
0	0	0	1030	R9_J31	0	0	None	GP_Fighter	None	None	None	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Trooper	0	Equites
0	0	0	1031	R9_J32	0	0	None	GP_Fighter	None	None	None	THSword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Grandma	0	HangingGuard
0	0	0	1032	R9_J33	0	0	None	GP_Fighter	None	None	None	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Romina	0	Equites
0	0	0	1033	R9_J34	0	0	None	ELN_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	CatherineSTR	0	PuppetLancer
0	0	0	1034	R9_J35	0	0	None	ELN_Muskeet	None	None	None	Rifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	CatherineDEX	0	PuppetShooter
0	0	0	1035	R9_J36	0	0	None	ELN_Warlock	None	None	ElemBrc_33_1	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	CatherineINT	0	PuppetMagician
0	0	0	1036	R9_J37	0	0	None	ELN_Wizard	None	None	None	Controller_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	CatherineREAL	0	PuppetMaster
0	0	0	1037	R9_J38	0	0	None	GP_Fighter	None	None	FireBrc_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	PanfiloBattle	0	Diable
0	0	0	1038	R9_J39	0	0	None	ELN_Fighter	None	None	Sabre_33_1	Sabre_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	AdelinaPirate	0	BloodyFeast
0	0	0	1039	R9_J40	0	0	None	ELN_Scout	None	None	Leguard_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	SohoFighter	0	MasterMartialArts
0	0	0	1040	R9_J41	0	0	None	ELN_Wizard	None	None	None	Rosario_1	None	None	None	None	None	None	None	None	None	None	None	None	None	EmiliaSage	0	ThePowerofDarkness
0	0	0	1041	R9_J42	0	0	None	GP_Fighter	None	None	None	Polearm_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	IdgeBattle	0	TronadaCruz
0	0	0	1042	R9_J43	0	0	None	ELN_Fighter	None	None	ArmShield_1	Sword_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Selva	0	RapidaEspada
0	0	0	1043	R9_J45	0	0	None	ELN_Scout	None	None	None	Rifle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Infantry	0	Flintlock
0	0	0	1044	R9_J47	0	0	None	ELN_Scout	None	None	None	Pendant_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Viki	0	TranceRobo
0	0	0	1045	R9_J48	0	0	None	ELN_Scout	None	None	Leguard_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Muathai	0	MasterMartialArts
0	0	0	1046	R9_J49	0	0	None	ELN_Scout	None	None	None	Tool_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Angie	0	Architecture
0	0	0	1047	R9_J51	0	0	None	ELN_Fighter	None	None	None	Rapier_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Dietrich	0	GrimReaper
0	0	0	1048	R9_J52	0	0	None	ELN_Fighter	None	None	Rapier_33_1	Rapier_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Eduardo	0	Rapiere2
0	0	0	1049	R9_J53	0	0	None	ELN_Fighter	None	None	None	Pistol_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Garcia	0	Wanted
0	0	0	1050	R9_J54	0	0	None	ELN_Scout	None	None	Leguard_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Soso	0	MasterMartialArts
0	0	0	1051	R9_J55	0	0	None	ELN_Warlock	None	None	None	Lute_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Rio	0	Prelude
0	0	0	1052	R9_J56	0	0	None	ELN_Scout	None	None	Leguard_33_1	Knuckle_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Backho	0	MasterMartialArts
0	0	0	1053	R9_J57	0	0	None	ELN_Fighter	None	None	None	CrossBow_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Calyce	0	ShadowSting
0	0	0	1054	R9_J58	0	0	None	GP_Fighter	None	None	None	Cannon_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Clair	0	DemolitionBurst2
0	0	0	1055	R9_J59	0	0	None	GP_Fighter	None	None	None	Crescent_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Nar	0	Semilunar
0	0	0	1056	R9_J60	0	0	None	ELN_Fighter	None	None	None	Tonfa_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Ania	0	Gorgeous
0	0	0	1057	R9_J61	0	0	None	ELN_Warlock	None	None	ElemBrc_33_1	ElemBrc_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	Hellena	0	OccultismAssitance2
0	0	0	1058	R9_J63	0	0	None	ELN_Wizard	None	None	None	Staff_33_1	None	None	None	None	None	None	None	None	None	None	None	None	None	EmiliaLunatic	0	Madness
