ClassID	ClassName	CommPoint	EGiveVisValue	ETakeVisValue	EndExMail1	EndExMail2	EndExMailValue1	EndExMailValue2	EndImage1	EndImage2	EndImage3	EndProperty1	EndProperty2	EndProperty3	EndProperty4	EndProperty5	EndPropertyValue1	EndPropertyValue2	EndPropertyValue3	EndPropertyValue4	EndPropertyValue5	EndScript1	EndScript2	EndScript3	GiveRItem1	GiveRItem2	GiveRItem3	GiveRItemValue1	GiveRItemValue2	GiveRItemValue3	LastScript	LastScriptImage	TakeQItem1	TakeQItem2	TakeQItem3	TakeQItemValue1	TakeQItemValue2	TakeQItemValue3
17	Nquest_00017_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
18	Nquest_00018_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
19	Nquest_00019_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
20	Nquest_00020_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
21	Nquest_00021_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
22	Nquest_00022_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
23	Nquest_00023_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
24	Nquest_00024_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
25	Nquest_00025_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
26	Nquest_00026_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
27	Nquest_00027_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
28	Nquest_00028_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
29	Nquest_00029_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
30	Nquest_00030_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
31	Nquest_00031_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
32	Nquest_00032_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
33	Nquest_00033_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
34	Nquest_00034_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
35	Nquest_00035_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
36	Nquest_00036_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
37	Nquest_00037_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
38	Nquest_00038_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
39	Nquest_00039_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
40	Nquest_00040_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
41	Nquest_00041_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
42	Nquest_00042_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
43	Nquest_00043_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
44	Nquest_00044_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
45	Nquest_00045_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
46	Nquest_00046_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
47	Nquest_00047_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
48	Nquest_00048_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
49	Nquest_00049_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
50	Nquest_00050_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
51	Nquest_00051_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
52	Nquest_00052_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
53	Nquest_00053_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
54	Nquest_00054_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
55	Nquest_00055_quit	13	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_70_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
56	Nquest_00056_quit	6	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_1_e	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
57	Nquest_00057_quit	6	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_1_e	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
58	Nquest_00058_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_a	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
59	Nquest_00059_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_a	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
60	Nquest_00060_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_a	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
61	Nquest_00061_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_a	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
62	Nquest_00062_quit	6	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_1_e	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
63	Nquest_00063_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_a	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
64	Nquest_00064_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_b	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
65	Nquest_00065_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_b	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
66	Nquest_00066_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_b	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
67	Nquest_00067_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_b	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
68	Nquest_00068_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_b	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
69	Nquest_00069_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_b	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
70	Nquest_00070_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_b	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
71	Nquest_00071_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_b	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
72	Nquest_00072_quit	7	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_10_c	PioneerSymbolLv1	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
73	Nquest_00073_quit	8	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_20_a	PioneerSymbolLv3	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
74	Nquest_00074_quit	8	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_20_a	PioneerSymbolLv3	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
75	Nquest_00075_quit	8	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_20_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
76	Nquest_00076_quit	8	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_20_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
77	Nquest_00077_quit	8	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_20_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
78	Nquest_00078_quit	8	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_20_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
79	Nquest_00079_quit	8	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_20_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
80	Nquest_00080_quit	8	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_20_e	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
81	Nquest_00081_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
82	Nquest_00082_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
83	Nquest_00083_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
84	Nquest_00084_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
85	Nquest_00085_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_a	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
86	Nquest_00086_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
87	Nquest_00087_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
88	Nquest_00088_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
89	Nquest_00089_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
90	Nquest_00090_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_c	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
91	Nquest_00091_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_d	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
92	Nquest_00092_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_e	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
93	Nquest_00093_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_e	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
94	Nquest_00094_quit	9	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_30_e	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
95	Nquest_00095_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_a	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
96	Nquest_00096_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_a	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
97	Nquest_00097_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_a	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
98	Nquest_00098_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_a	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
99	Nquest_00099_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_b	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
100	Nquest_00100_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_b	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
101	Nquest_00101_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_b	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
102	Nquest_00102_quit	10	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_40_c	PioneerSymbolLv4	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
104	Nquest_00104_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
105	Nquest_00105_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
106	Nquest_00106_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_b	None	None	1	0	0	<$>52096</>	None	None	None	None	0	0	0
107	Nquest_00107_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_b	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
108	Nquest_00108_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_c	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
109	Nquest_00109_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_c	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
110	Nquest_00110_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_c	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
111	Nquest_00111_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_c	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
112	Nquest_00112_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_c	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
113	Nquest_00113_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_d	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
114	Nquest_00114_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_d	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
115	Nquest_00115_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_e	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
116	Nquest_00116_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_e	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
117	Nquest_00117_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_e	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
118	Nquest_00118_quit	11	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_50_e	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
119	Nquest_00119_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_a	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
120	Nquest_00120_quit	12	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	EXPCard_60_a	PioneerSymbolLv5	None	1	1	0	<$>52096</>	None	None	None	None	0	0	0
121	Nquest_00301_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
122	Nquest_00302_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
123	Nquest_00303_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
124	Nquest_00304_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
125	Nquest_00305_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
126	Nquest_00306_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
127	Nquest_00307_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
128	Nquest_00308_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
129	Nquest_00309_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
130	Nquest_00310_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
131	Nquest_00311_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
132	Nquest_00312_quit	0	0	0	None	None	0	0	None	None	None	None	None	None	None	None	0	0	0	0	0	None	None	None	None	None	None	0	0	0	<$>52097</>	None	None	None	None	0	0	0
