AIType	Attack	AttackHome	AutoLock	ClassID	ClassName	ClearMon	DropItem	DropLumin	Filter	HateCount	HateRange	Hatred	HomeSick	LifeTime	LtdMinion	LuminFreq	Move	MoveMax	MoveMin	Note	Rally	RunAway	ScpErrorChk	SeekRange	SelfBomb
PASSIVE	TRUE	FALSE	FALSE	13	MON_PASSIVERUN	FALSE	0	None	None	0	0	FALSE	TRUE	300	FALSE	0	RANDOMLOCAL	500	0	<$>50583</>	FALSE	TRUE	FALSE	0	FALSE
PASSIVE	TRUE	FALSE	FALSE	14	MON_PASSIVERUNHT	FALSE	0	None	None	0	0	TRUE	TRUE	300	FALSE	0	RANDOMLOCAL	500	0	<$>50584</>	FALSE	TRUE	FALSE	0	FALSE
PASSIVE	TRUE	FALSE	FALSE	15	MON_PASSIVEBOMB	FALSE	0	None	None	0	0	FALSE	TRUE	300	FALSE	0	RANDOMLOCAL	500	0	<$>50585</>	FALSE	FALSE	FALSE	0	TRUE
SCAVENGER	TRUE	FALSE	FALSE	16	MON_SCAVENGER	FALSE	0	None	None	0	0	FALSE	TRUE	300	FALSE	0	RANDOMLOCAL	500	0	<$>50586</>	FALSE	FALSE	FALSE	0	FALSE
PLACEMENT	TRUE	FALSE	FALSE	17	MON_PLACEMENT	FALSE	0	None	None	0	0	FALSE	FALSE	150	FALSE	0	None	0	0	<$>50587</>	FALSE	FALSE	FALSE	0	FALSE
PLACEMAGIC	TRUE	FALSE	FALSE	18	MON_PLACEMAGIC	FALSE	0	None	None	0	0	FALSE	FALSE	150	FALSE	0	None	0	0	<$>50588</>	FALSE	FALSE	FALSE	0	FALSE
SANDBAG	FALSE	FALSE	FALSE	19	MON_SANDBAG	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50589</>	FALSE	FALSE	FALSE	0	FALSE
FENCE	FALSE	FALSE	FALSE	20	MON_FENCE	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50590</>	FALSE	FALSE	FALSE	0	FALSE
WARD	FALSE	FALSE	FALSE	21	MON_WARD	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50591</>	FALSE	FALSE	FALSE	0	FALSE
TURRET	TRUE	FALSE	FALSE	22	MON_TURRET	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50592</>	FALSE	FALSE	FALSE	1000	FALSE
MINION	TRUE	FALSE	FALSE	23	MON_MINION	FALSE	0	None	None	0	0	FALSE	TRUE	50	FALSE	0	FOLLOWLEADER	0	0	<$>50593</>	FALSE	FALSE	FALSE	1000	FALSE
BOX	FALSE	FALSE	FALSE	24	MON_BOX	FALSE	0	None	None	0	0	FALSE	FALSE	30	FALSE	0	None	0	0	<$>50594</>	FALSE	FALSE	FALSE	0	FALSE
HOME	FALSE	FALSE	FALSE	25	MON_HOME	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50595</>	FALSE	FALSE	FALSE	0	FALSE
HOME_MATCH	FALSE	FALSE	FALSE	26	MON_HOME_MATCH	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50596</>	FALSE	FALSE	FALSE	0	FALSE
4BLUEHOME1	FALSE	FALSE	FALSE	27	MON_4BLUEHOME_1	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50597</>	FALSE	FALSE	FALSE	0	FALSE
4BLUEHOME2	FALSE	FALSE	FALSE	28	MON_4BLUEHOME_2	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50598</>	FALSE	FALSE	FALSE	0	FALSE
4BLUEHOME3	FALSE	FALSE	FALSE	29	MON_4BLUEHOME_3	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50599</>	FALSE	FALSE	FALSE	0	FALSE
4BLUEHOME4	FALSE	FALSE	FALSE	30	MON_4BLUEHOME_4	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50600</>	FALSE	FALSE	FALSE	0	FALSE
ALQHOME	FALSE	FALSE	FALSE	31	MON_ALQ_HOME	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50601</>	FALSE	FALSE	FALSE	0	FALSE
PTVHOME1	FALSE	FALSE	FALSE	32	MON_PTV_HOME1	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50602</>	FALSE	FALSE	FALSE	0	FALSE
PTVHOME2	FALSE	FALSE	FALSE	33	MON_PTV_HOME2	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50603</>	FALSE	FALSE	FALSE	0	FALSE
JAQHOME1	FALSE	FALSE	FALSE	34	MON_JAQ_HOME1	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50604</>	FALSE	FALSE	FALSE	0	FALSE
JAQHOME2	FALSE	FALSE	FALSE	35	MON_JAQ_HOME2	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50605</>	FALSE	FALSE	FALSE	0	FALSE
ALQBOSS	TRUE	TRUE	TRUE	36	MON_ALQ_BOSS	TRUE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	1000	500	<$>50606</>	FALSE	FALSE	FALSE	2900	FALSE
TTRBOSS	TRUE	TRUE	TRUE	37	MON_TTR_BOSS	TRUE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	1000	500	<$>50607</>	FALSE	FALSE	FALSE	2900	FALSE
PTVBOSS	TRUE	TRUE	TRUE	38	MON_PTV_BOSS	TRUE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	1000	500	<$>50608</>	FALSE	FALSE	FALSE	2900	FALSE
JAQBOSS1	TRUE	TRUE	FALSE	39	MON_JAQ_BOSS1	TRUE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50609</>	FALSE	FALSE	FALSE	2900	FALSE
JAQBOSS2	TRUE	TRUE	FALSE	40	MON_JAQ_BOSS2	TRUE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	1000	500	<$>50610</>	FALSE	FALSE	FALSE	2900	FALSE
SKELBOSS1	FALSE	FALSE	TRUE	41	MON_SKEL_BOSS1	TRUE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50611</>	FALSE	FALSE	FALSE	0	FALSE
SKELBOSS2	TRUE	TRUE	FALSE	42	MON_SKEL_BOSS2	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	FOLLOWOWNER	0	0	<$>50612</>	FALSE	FALSE	FALSE	2000	FALSE
RAIDBOSS	TRUE	TRUE	FALSE	43	MON_RAID_BOSS	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50613</>	FALSE	FALSE	FALSE	2900	FALSE
MISSIONCONTROLL	FALSE	FALSE	FALSE	44	MON_MISSION_CONTROLL	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50614</>	FALSE	FALSE	FALSE	0	FALSE
COLONY	FALSE	FALSE	FALSE	45	MON_MISSION_COLONY_C	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50615</>	FALSE	FALSE	FALSE	0	FALSE
COLONY	FALSE	FALSE	FALSE	46	MON_MISSION_COLONY_N	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50615</>	FALSE	FALSE	FALSE	0	FALSE
COLONY	FALSE	FALSE	FALSE	47	MON_MISSION_COLONY_S	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50615</>	FALSE	FALSE	FALSE	0	FALSE
COLONY	FALSE	FALSE	FALSE	48	MON_MISSION_COLONY_NW	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50615</>	FALSE	FALSE	FALSE	0	FALSE
COLONY	FALSE	FALSE	FALSE	49	MON_MISSION_COLONY_NE	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50615</>	FALSE	FALSE	FALSE	0	FALSE
COLONY	FALSE	FALSE	FALSE	50	MON_MISSION_COLONY_SW	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50615</>	FALSE	FALSE	FALSE	0	FALSE
COLONY	FALSE	FALSE	FALSE	51	MON_MISSION_COLONY_SE	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50615</>	FALSE	FALSE	FALSE	0	FALSE
PARTYCOLONY	TRUE	FALSE	FALSE	52	MON_PARTYCOLONY	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>5727</>	FALSE	FALSE	FALSE	3000	FALSE
None	TRUE	TRUE	FALSE	53	MON_MISSION_01	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50617</>	R1R2R3S1	FALSE	FALSE	2000	FALSE
None	TRUE	TRUE	FALSE	54	MON_MISSION_02	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50618</>	FALSE	FALSE	FALSE	2000	FALSE
None	TRUE	TRUE	FALSE	55	MON_MISSION_03	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50619</>	FALSE	FALSE	FALSE	2000	FALSE
None	TRUE	TRUE	FALSE	56	MON_MISSION_04	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50620</>	R1S1R2S2	FALSE	FALSE	2000	FALSE
None	TRUE	TRUE	FALSE	57	MON_MISSION_05	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50621</>	3RALLYRANDOM	FALSE	FALSE	2000	FALSE
None	TRUE	TRUE	FALSE	58	MON_MISSION_06	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50622</>	FALSE	FALSE	FALSE	2000	FALSE
None	TRUE	TRUE	FALSE	59	MON_MISSION_07	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50622</>	FALSE	FALSE	FALSE	2000	FALSE
None	TRUE	TRUE	FALSE	60	MON_MISSION_08	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50623</>	R1R2R3R4RE	FALSE	FALSE	2000	FALSE
None	TRUE	TRUE	FALSE	61	MON_MISSION_09	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50624</>	R1S1	FALSE	FALSE	2000	FALSE
MINION	TRUE	FALSE	FALSE	62	MON_MISSION_10	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	150	FALSE	0	FOLLOWLEADER	0	0	<$>50625</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION11	TRUE	TRUE	FALSE	63	MON_MISSION_11	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION12	TRUE	TRUE	FALSE	64	MON_MISSION_12	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION13	TRUE	TRUE	FALSE	65	MON_MISSION_13	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION14	TRUE	TRUE	FALSE	66	MON_MISSION_14	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION15	TRUE	TRUE	FALSE	67	MON_MISSION_15	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION16	TRUE	TRUE	FALSE	68	MON_MISSION_16	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION17	TRUE	TRUE	FALSE	69	MON_MISSION_17	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION18	TRUE	TRUE	FALSE	70	MON_MISSION_18	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION19	TRUE	TRUE	FALSE	71	MON_MISSION_19	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION20	TRUE	TRUE	FALSE	72	MON_MISSION_20	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION21	TRUE	TRUE	FALSE	73	MON_MISSION_21	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION22	TRUE	TRUE	FALSE	74	MON_MISSION_22	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION23	TRUE	TRUE	FALSE	75	MON_MISSION_23	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION24	TRUE	TRUE	FALSE	76	MON_MISSION_24	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION25	TRUE	TRUE	FALSE	77	MON_MISSION_25	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION26	TRUE	TRUE	FALSE	78	MON_MISSION_26	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	TRUE	0	RANDOM	500	0	<$>50626</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION27	TRUE	TRUE	FALSE	79	MON_MISSION_27	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50627</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION28	TRUE	TRUE	FALSE	80	MON_MISSION_28	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50627</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION29	TRUE	TRUE	FALSE	81	MON_MISSION_29	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50627</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION30	TRUE	TRUE	FALSE	82	MON_MISSION_30	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50627</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION31	TRUE	TRUE	FALSE	83	MON_MISSION_31	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50627</>	R1R2R3S1	FALSE	FALSE	2000	FALSE
MISSION32	TRUE	TRUE	FALSE	84	MON_MISSION_32	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50628</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION33	TRUE	TRUE	FALSE	85	MON_MISSION_33	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50628</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION34	TRUE	TRUE	FALSE	86	MON_MISSION_34	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50628</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION35	TRUE	TRUE	FALSE	87	MON_MISSION_35	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50629</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION36	TRUE	TRUE	FALSE	88	MON_MISSION_36	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50627</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION37	FALSE	FALSE	FALSE	89	MON_MISSION_37	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50630</>	FALSE	FALSE	FALSE	0	FALSE
MISSION38	FALSE	FALSE	FALSE	90	MON_MISSION_38	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50630</>	FALSE	FALSE	FALSE	0	FALSE
MISSION39	TRUE	TRUE	FALSE	91	MON_MISSION_39	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50630</>	R1R2R3S1	FALSE	FALSE	2000	FALSE
MISSION41	TRUE	TRUE	FALSE	92	MON_MISSION_41	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION42	TRUE	TRUE	FALSE	93	MON_MISSION_42	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION43	TRUE	TRUE	FALSE	94	MON_MISSION_43	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION44	TRUE	TRUE	FALSE	95	MON_MISSION_44	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION45	TRUE	TRUE	FALSE	96	MON_MISSION_45	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION46	TRUE	TRUE	FALSE	97	MON_MISSION_46	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION47	TRUE	TRUE	FALSE	98	MON_MISSION_47	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION48	TRUE	TRUE	FALSE	99	MON_MISSION_48	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION49	TRUE	TRUE	FALSE	100	MON_MISSION_49	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION50	TRUE	TRUE	FALSE	101	MON_MISSION_50	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION51	TRUE	TRUE	FALSE	102	MON_MISSION_51	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION52	TRUE	TRUE	FALSE	103	MON_MISSION_52	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50631</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION53	TRUE	TRUE	FALSE	104	MON_MISSION_53	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50632</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION54	TRUE	TRUE	FALSE	105	MON_MISSION_54	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50633</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION55	TRUE	TRUE	FALSE	106	MON_MISSION_55	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50633</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION56	TRUE	TRUE	FALSE	107	MON_MISSION_56	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50633</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION57	FALSE	FALSE	FALSE	108	MON_MISSION_57	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50634</>	FALSE	FALSE	FALSE	0	FALSE
MISSION61	FALSE	FALSE	FALSE	109	MON_MISSION_61	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50635</>	FALSE	FALSE	FALSE	0	FALSE
MISSION62	FALSE	FALSE	FALSE	110	MON_MISSION_62	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50635</>	FALSE	FALSE	FALSE	0	FALSE
MISSION63	FALSE	FALSE	FALSE	111	MON_MISSION_63	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50635</>	FALSE	FALSE	FALSE	0	FALSE
MISSION64	FALSE	FALSE	FALSE	112	MON_MISSION_64	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50635</>	FALSE	FALSE	FALSE	0	FALSE
MISSION65	FALSE	FALSE	FALSE	113	MON_MISSION_65	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50635</>	FALSE	FALSE	FALSE	0	FALSE
MISSION66	FALSE	FALSE	FALSE	114	MON_MISSION_66	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50635</>	FALSE	FALSE	FALSE	0	FALSE
MISSION67	TRUE	TRUE	FALSE	115	MON_MISSION_67	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50636</>	R1R2R3S1	FALSE	FALSE	2000	FALSE
MISSION71	TRUE	TRUE	FALSE	116	MON_MISSION_71	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50637</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION72	TRUE	TRUE	FALSE	117	MON_MISSION_72	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50638</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION73	TRUE	TRUE	FALSE	118	MON_MISSION_73	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50638</>	FALSE	FALSE	FALSE	2000	FALSE
RAMIRO	TRUE	FALSE	FALSE	119	MON_MISSION_74	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50639</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION75	FALSE	FALSE	FALSE	120	MON_MISSION_75	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50640</>	FALSE	FALSE	FALSE	0	FALSE
MISSION76	FALSE	FALSE	FALSE	121	MON_MISSION_76	FALSE	0	None	None	0	0	FALSE	FALSE	0	FALSE	0	None	0	0	<$>50641</>	FALSE	FALSE	FALSE	0	FALSE
MISSION77	TRUE	TRUE	FALSE	122	MON_MISSION_77	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50630</>	FALSE	FALSE	FALSE	2000	FALSE
MISSION78	TRUE	TRUE	FALSE	123	MON_MISSION_78	FALSE	0	None	MonAndPC	0	0	FALSE	FALSE	0	FALSE	0	RANDOM	500	0	<$>50630</>	R1S1	FALSE	FALSE	2000	FALSE
