Bone	CamDist	CamOffset	ClassID	ClassName	Click	ClickVoice	Detect	EdgeColor	Eff1Emitter	Eff2Emitter	Eff3Emitter	Eff4Emitter	Eff5Emitter	Eff6Emitter	EffNode1	EffNode1Part	EffNode2	EffNode2Part	EffNode3	EffNode3Part	EffNode4	EffNode4Part	EffNode5	EffNode5Part	EffNode6	EffNode6Part	EffNode7	EffNode7Part	EffNode8	EffNode8Part	EngName	Enter	FileName	HP	Hidden	HitOffset	IDL	JobName	LODDist	Leave	Lock	Lv	MHP	Mass	MaterialSet	MouseOnCursor	NPCSign	NPCType	Name	Nation	NpcClassKey	NpcString01	NpcString02	NpcString03	NpcValue01	NpcValue02	NpcValue03	NpcValue04	NpcValue05	NpcValue06	NpcValue07	NpcValue08	NpcValue09	NpcValue10	NpcValue11	NpcValue12	NpcValue13	NpcValue14	NpcValue15	NpcValue16	NpcValue17	NpcValue18	NumSet	Occupation	Picking	Pose	QuestLimit	RSPD	RUN	Range	Reset	RootNode	SET	SET1	SET2	SET3	SET4	STD	Scale	Size	UseTypeName	WLK	WSPD
NPC_COM_GIRLa1_SET	150	120	11	COM_GIRLa1_DEAD	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	A Little girl	FALSE	COM_GIRLa1	146	FALSE	120	NPC_COM_GIRLa1_IDL	<$>51608</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_NORMAL	Normal	<$>51608</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_COM_GIRLa1_RUN	0	FALSE	Bip01	NPC_COM_GIRLa1_SET	NPC_COM_GIRLa1_SET1	NPC_COM_GIRLa1_SET2	None	None	NPC_COM_GIRLa1_DEAD	1	S	TRUE	NPC_COM_GIRLa1_WLK	146
NPC_COM_RESCUE_SET	150	120	12	COM_RESCUE	TRUE	voice_select_rescue2_f_1.ogg,voice_select_rescue2_f_2.ogg,voice_select_rescue2_f_3.ogg	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Rescue Knight	FALSE	COM_RESCUE	146	FALSE	120	NPC_COM_RESCUE_IDL	<$>4306</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_NORMAL	Normal	<$>4306</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_RUN_FEMALE1	0	FALSE	Bip01	NPC_COM_RESCUE_SET	NPC_COM_RESCUE_SET1	NPC_COM_RESCUE_SET2	None	None	NPC_COM_RESCUE_STD	1	S	TRUE	NPC_WLK_FEMALE1	146
NPC_COM_RESCUEOFFICER_SET	150	120	13	COM_RESCUEOFFICER	TRUE	voice_select_rescue2_f_1.ogg,voice_select_rescue2_f_2.ogg,voice_select_rescue2_f_3.ogg	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Rescue Knight Officer	FALSE	COM_RESCUEOFFICER	146	FALSE	120	NPC_COM_RESCUE_IDL	<$>4306</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_NORMAL	Normal	<$>11125</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_RUN_FEMALE1	0	FALSE	Bip01	NPC_COM_RESCUEOFFICER_SET	NPC_COM_RESCUEOFFICER_SET1	NPC_COM_RESCUEOFFICER_SET2	None	None	NPC_COM_RESCUE_STD	1	S	TRUE	NPC_WLK_FEMALE1	146
NPC_AUCH_SOLM_SET	150	120	14	BELLEM_NPC	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Auch Soldier	FALSE	AUCH_SOLM	146	FALSE	120	NPC_AUCH_SOLM_IDL	None	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_NORMAL	Normal	<$>151594</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_AUCH_SOLM_RUN	0	FALSE	Bip01	NPC_AUCH_SOLM_SET	NPC_AUCH_SOLM_SET1	None	None	None	NPC_AUCH_SOLM_STD	1	S	TRUE	NPC_AUCH_SOLM_WLK	146
NPC_REB_BANK_SET	150	120	15	INCHANT_NPC	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Emily_Brown_The_Banker	FALSE	REB_BANK	146	FALSE	120	NPC_REB_BANK_IDL	None	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_ETCSHOP	Normal	<$>151595</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_RUN_FEMALE1	0	FALSE	Bip01	NPC_REB_BANK_SET	NPC_REB_BANK_SET1	NPC_REB_BANK_SET2	None	None	NPC_REB_BANK_STD	1	S	TRUE	NPC_WLK_FEMALE1	146
NPC_REB_MANa_SET	150	120	16	WEP_NPC	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Citizen	FALSE	REB_MAN1	146	FALSE	120	None	None	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_WEAPONSHOP	Normal	<$>151596</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_RUN_MALE1	0	FALSE	Bip01	NPC_REB_MANa_SET	NPC_REB_MANa_SET1	NPC_REB_MANa_SET2	None	None	NPC_REB_MANa_STD	1	S	TRUE	NPC_WLK_MALE1	146
NPC_COM_GIRLa2_SET	150	120	17	GUN_NPC	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Girl	FALSE	COM_GIRLa2	146	FALSE	120	NPC_COM_GIRLa2_IDL	<$>66</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_GUNSHOP	Normal	<$>151597</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_COM_GIRLa2_RUN	0	FALSE	Bip01	NPC_COM_GIRLa2_SET	NPC_COM_GIRLa2_SET1	NPC_COM_GIRLa2_SET2	None	None	NPC_COM_GIRLa2_STD	1	S	TRUE	NPC_COM_GIRLa2_WLK	146
NPC_COM_NUNEZ_SET	150	120	18	COM_NUNEZ	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	NUNEZ	FALSE	COM_NUNEZ	146	FALSE	120	NPC_COM_NUNEZ_STD	<$>151598</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_NORMAL	Normal	<$>51616</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	NPC_RUN_MALE1	300	FALSE	Bip01	NPC_COM_NUNEZ_SET	NPC_COM_NUNEZ_SET1	NPC_COM_NUNEZ_SET2	None	None	NPC_COM_NUNEZ_STD	1	S	TRUE	NPC_WLK_MALE1	146
NPC_LEO_WAGON_SET	150	120	19	npc_leo_wagon	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	Leo-Wagon	FALSE	npc_leo_wagon	146	FALSE	120	NPC_LEO_WAGON_STD	<$>151599</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151600</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	NPC_LEO_WAGON_STD	300	FALSE	ROOT_Dummy01	NPC_LEO_WAGON_SET	NPC_LEO_WAGON_SET1	NPC_LEO_WAGON_SET1	None	None	NPC_LEO_WAGON_STD	1	S	TRUE	NPC_LEO_WAGON_STD	146
npc_com_oldwomana1_set	150	120	20	npc_com_oldwomana1_set	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_com_oldwomana1_set	FALSE	npc_com_oldwomana1_set	146	FALSE	120	None	<$>4280</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_NORMAL	Normal	<$>4280</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	None	0	FALSE	Bip01	npc_com_oldwomana1_set	npc_com_oldwomana1_set1	npc_com_oldwomana1_set1	None	None	npc_com_oldwomana1_std	1	S	TRUE	None	146
npc_com_manc1_set	150	120	21	npc_com_manc1_set	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_com_manc1_set	FALSE	npc_com_manc1_set	146	FALSE	120	None	<$>51619</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_JEWEL	Normal	<$>151601</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	None	0	FALSE	Bip01	npc_com_manc1_set	npc_com_manc1_set1	npc_com_manc1_set1	None	None	npc_com_manc1_std	1	S	TRUE	None	146
npc_com_manc2_set	150	120	22	npc_com_manc2_set	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_com_manc2_set	FALSE	npc_com_manc2_set	146	FALSE	120	None	<$>151602</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	SYS_REINFORCE	Normal	<$>151601</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	None	0	FALSE	Bip01	npc_com_manc2_set	npc_com_manc2_set1	npc_com_manc2_set1	None	None	npc_com_manc2_std	1	S	TRUE	None	146
npc_crackstone_set	150	120	23	npc_crackstone	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_crackstone	FALSE	npc_crackstone	146	FALSE	120	npc_crackstone_std	<$>151603</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>51623</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_crackstone_std	0	FALSE	ROOT_Dummy01	npc_crackstone_set	npc_crackstone_set1	npc_crackstone_set1	None	None	npc_crackstone_std	1	S	TRUE	npc_crackstone_std	146
npc_bonfire_set	150	120	24	npc_bonfire	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	Dummy_effect01	BGE_bonfire	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_bonfire	FALSE	npc_bonfire	146	FALSE	120	npc_bonfire_std	<$>51624</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>51624</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_bonfire_std	0	FALSE	ROOT_Dummy01	npc_bonfire_set	npc_bonfire_set1	npc_bonfire_set1	None	None	npc_bonfire_std	1.5	S	TRUE	npc_bonfire_std	146
npc_porridge_set	150	120	25	npc_porridge	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	Dummy_effect01	BGE_porridge	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_porridge	FALSE	npc_porridge	146	FALSE	120	npc_porridge_std	<$>151604</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151604</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_porridge_std	0	FALSE	ROOT_Dummy01	npc_porridge_set	npc_porridge_set1	npc_porridge_set1	None	None	npc_porridge_std	1.2	S	FALSE	npc_porridge_std	146
npc_com_sheep_set	150	120	26	npc_com_sheep	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_com_sheep	FALSE	npc_com_sheep	146	FALSE	120	npc_com_sheep_std	<$>151605</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151605</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	npc_com_sheep_std	0	FALSE	Bip01	npc_com_sheep_set	npc_com_sheep_set1	npc_com_sheep_set1	None	None	npc_com_sheep_std	1	S	TRUE	npc_com_sheep_std	146
npc_com_womanc1_set	150	120	27	npc_com_womanc1	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_com_womanc1	FALSE	npc_com_womanc1	146	FALSE	120	npc_com_womanc1_std	<$>151606</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_NORMAL	Normal	<$>151606</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	None	FALSE	FALSE	0	369	None	0	FALSE	Bip01	npc_com_womanc1_set	npc_com_womanc1_set1	npc_com_womanc1_set2	None	None	npc_com_womanc1_std	1	S	TRUE	None	146
npc_etc_treasureshop_set	150	120	28	npc_etc_treasureshop1	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	Dummy_effect	npc_Treasure_head_w	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_etc_treasureshop	FALSE	npc_etc_treasureshop	146	FALSE	120	npc_etc_treasureshop_std	<$>151607</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	NPCSIGN_ETCSHOP	Normal	<$>151608</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	Bip01	npc_etc_treasureshop_set	npc_etc_treasureshop_set1	None	None	None	npc_etc_treasureshop_std	1	S	TRUE	None	146
rafflesia_gate_set	150	120	29	rafflesia_gate	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	rafflesia_gate	FALSE	rafflesia_gate	146	FALSE	120	rafflesia_gate_std	<$>151609</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151609</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	rafflesia_gate_set	rafflesia_gate_set1	None	None	None	rafflesia_gate_std	1	S	TRUE	None	146
structure_potal_set	150	120	30	structure_potaeffectno	FALSE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	structure_potal	FALSE	structure_potal	146	FALSE	120	None	<$>151610</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151610</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	TRUE	FALSE	0	369	None	0	FALSE	ROOT_Dummy01	structure_potal_set	structure_potal_set1	None	None	None	structure_potal_std	1	S	TRUE	None	146
structure_potal_set	150	120	31	structure_potaeffect	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	Dummy_effect01	BGE_hellgate	None	None	None	None	None	None	None	None	None	None	None	None	None	None	structure_potal	FALSE	structure_potal	146	FALSE	120	None	<$>151611</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151610</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	15	369	None	0	FALSE	ROOT_Dummy01	structure_potal_set	structure_potal_set1	None	None	None	structure_potal_std	1	S	FALSE	None	146
None	150	120	32	npc_stonehange_a	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_stonehange_a	FALSE	npc_stonehange_a	146	FALSE	120	None	<$>151612</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151613</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_stonehange_a_set	npc_stonehange_a_set1	None	None	None	None	1	S	TRUE	None	146
npc_stonehange_b_set	150	120	33	npc_stonehange_b	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_stonehange_b	FALSE	npc_stonehange_b	146	FALSE	120	None	<$>151614</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151614</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	ROOT_Dummy01	npc_stonehange_b_set	npc_stonehange_b_set1	None	None	None	npc_stonehange_b_std	1	S	TRUE	None	146
None	150	120	34	npc_stonehange_c	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_stonehange_c	FALSE	npc_stonehange_c	146	FALSE	120	None	<$>151615</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151615</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_stonehange_c_set	npc_stonehange_c_set1	None	None	None	None	1	S	TRUE	None	146
None	150	120	35	npc_stonehange_d	TRUE	None	FALSE	FF4C4CFF	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	npc_stonehange_d	FALSE	npc_stonehange_d	146	FALSE	120	None	<$>151616</>	1000	FALSE	FALSE	1	146	1	None	DIALOG	None	Normal	<$>151616</>	1	0	None	None	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	None	FALSE	FALSE	0	369	None	0	FALSE	None	npc_stonehange_d_set	npc_stonehange_d_set1	None	None	None	None	1	S	TRUE	None	146
