CashItemGroup	ClassID	CoolDown	RicoExchange	SetPeriod	WorldMsg	ability	arg1	arg2	cost	hour	itemID	itemname	min	period	salecost
Consume	18002	0	0	0	0	REIN_PROTECT	0	0	99	0	88052	<$>30485</>	0	0	0
Consume	17073	0	0	0	0	none	0	0	18	0	23151	<$>30446</>	0	0	0
Consume	17074	0	0	0	0	none	0	0	18	0	23152	<$>30447</>	0	0	0
Consume	17075	0	0	0	0	none	0	0	18	0	23153	<$>30448</>	0	0	0
Consume	17076	0	0	0	0	none	0	0	18	0	23154	<$>30449</>	0	0	0
Consume	17077	0	0	0	0	none	0	0	18	0	23155	<$>30450</>	0	0	0
Consume	17078	0	0	0	0	none	0	0	18	0	23156	<$>94380</>	0	0	0
Package	18021	0	0	0	0	REIN_PROTECT	0	0	350	0	88071	<$>30504</>	0	0	0
Package	18022	0	0	0	0	REIN_PROTECT	0	0	500	0	88072	<$>30505</>	0	0	0
Period	19034	0	0	0	0	HOMEPREMIUM	0	0	530	0	189003	<$>30573</>	0	30	355
Etc	19076	0	0	0	0	none	0	0	216	0	88328	<$>37237</>	0	0	180
Package	19077	0	0	0	0	none	0	0	449	0	23536	<$>103799</>	0	0	90
Package	19078	0	0	0	0	none	0	0	90	0	189303	<$>103763</>	0	0	63
Package	19079	0	0	0	0	none	0	0	424	0	189304	<$>103764</>	0	0	359
Package	19080	0	0	0	0	none	0	0	611	0	189305	<$>103765</>	0	0	465
Package	19081	0	0	0	0	none	0	0	718	0	189306	<$>103766</>	0	0	612
Package	19082	0	0	0	0	none	0	0	898	0	189307	<$>103767</>	0	0	718
Package	19083	0	0	0	0	none	0	0	449	0	23537	<$>109280</>	0	0	90
Package	19084	0	0	0	0	none	0	0	1975	0	23545	<$>109281</>	0	0	1714
Package	19085	0	0	0	0	none	0	0	3877	0	23546	<$>109282</>	0	0	3184
Package	19086	0	0	0	0	none	0	0	5869	0	23547	<$>109283</>	0	0	4571
Etc	11051	0	0	0	0	PACKAGE	0	0	120	0	23518	<$>97447</>	0	0	0
Etc	11052	0	0	0	0	PACKAGE	0	0	320	0	23519	<$>97448</>	0	0	0
Etc	18154	0	0	0	0	GAMBLE	0	0	15	0	21098	<$>94383</>	0	0	0
Etc	17134	0	0	0	0	none	0	0	399	0	23503	<$>92487</>	0	0	0
Etc	13004	0	0	0	0	EXPUP	0	0	99	0	88005	<$>30162</>	0	15	0
Etc	13008	0	0	0	0	STNUP	0	0	49	0	88009	<$>30166</>	0	15	0
Package	11158	0	0	0	0	PACKAGE	0	0	1190	0	40646	<$>132213</>	0	0	0
Consume	145908	0	0	0	0	GAMBLE	0	0	12	0	210014	<$>135564</>	0	0	0
Consume	145922	0	0	0	0	GAMBLE	0	0	12	0	210118	<$>135578</>	0	0	0
Etc	250009	0	0	0	0	none	0	0	199	0	700002	<$>105549</>	0	3	0
Period	250010	0	0	0	0	none	0	0	204	0	700003	<$>105550</>	0	3	0
Period	250011	0	0	0	0	none	0	0	949	0	700004	<$>105551</>	0	3	0
Period	250012	0	0	0	0	none	0	0	115	0	700005	<$>105552</>	0	3	0
Package	11157	0	0	0	0	PACKAGE	0	0	770	0	40645	<$>132212</>	0	0	0
Package	11159	0	0	0	0	PACKAGE	0	0	1150	0	40647	<$>133856</>	0	0	0
Package	11160	0	0	0	0	PACKAGE	0	0	990	0	40648	<$>134488</>	0	0	0
Package	11169	0	0	0	0	PACKAGE	0	0	990	0	40657	<$>134489</>	0	0	0
Package	11170	0	0	0	0	PACKAGE	0	0	1200	0	40658	<$>134490</>	0	0	0
Package	11783	0	0	0	0	PACKAGE	0	0	3490	0	40678	<$>140569</>	0	0	0
Package	11784	0	0	0	0	PACKAGE	0	0	699	0	40679	<$>140570</>	0	0	0
Etc	11901	0	0	0	0	PACKAGE	0	0	798	0	40980	<$>171137</>	0	0	0
Etc	11902	0	0	0	0	PACKAGE	0	0	798	0	40981	<$>171138</>	0	0	0
Etc	11903	0	0	0	0	PACKAGE	0	0	798	0	40982	<$>171139</>	0	0	0
Etc	11904	0	0	0	0	PACKAGE	0	0	798	0	40983	<$>171140</>	0	0	0
Etc	11905	0	0	0	0	PACKAGE	0	0	798	0	40984	<$>171141</>	0	0	0
Etc	11906	0	0	0	0	PACKAGE	0	0	798	0	40985	<$>171142</>	0	0	0
Period	17376	0	0	0	0	none	0	0	300	0	41947	<$>201181</>	0	30	0
Period	17377	0	0	0	0	none	0	0	300	0	41951	<$>201182</>	0	30	0
Package	600048	0	0	0	0	PACKAGE	0	0	500	0	24149	<$>201180</>	0	0	0
Package	600049	0	0	0	0	PACKAGE	0	0	800	0	27484	<$>201187</>	0	0	0
Etc	308046	0	0	0	0	PACKAGE	0	0	60	0	88346	<$>36766</>	0	0	0
Etc	840016	0	0	0	0	none	0	0	60	0	88346	<$>36766</>	0	0	0
Etc	545095	0	0	0	0	none	0	0	60	0	88346	<$>36766</>	0	0	0
Package	600064	0	0	0	0	PACKAGE	0	0	99999	0	27501	<$>201995</>	0	0	0
Package	600065	0	0	0	0	PACKAGE	0	0	99999	0	27502	<$>201996</>	0	0	0
Package	600066	0	0	0	0	PACKAGE	0	0	99999	0	27503	<$>201997</>	0	0	0
Package	600067	0	0	0	0	PACKAGE	0	0	99999	0	27504	<$>201998</>	0	0	0
Package	600055	0	0	0	0	PACKAGE	0	0	1300	0	27493	<$>202085</>	0	0	0
Package	600056	0	0	0	0	PACKAGE	0	0	1100	0	27494	<$>202086</>	0	0	0
Package	600057	0	0	0	0	PACKAGE	0	0	1100	0	27495	<$>202087</>	0	0	0
Package	600058	0	0	0	0	PACKAGE	0	0	1100	0	27496	<$>202088</>	0	0	0
Package	600059	0	0	0	0	PACKAGE	0	0	500	0	27492	<$>202089</>	0	0	0
Package	600060	0	0	0	0	PACKAGE	0	0	1800	0	27497	<$>202090</>	0	0	0
Package	600061	0	0	0	0	PACKAGE	0	0	1600	0	27498	<$>202091</>	0	0	0
Package	600062	0	0	0	0	PACKAGE	0	0	1600	0	27499	<$>202092</>	0	0	0
Package	600063	0	0	0	0	PACKAGE	0	0	1600	0	27500	<$>202093</>	0	0	0
Package	600036	0	0	0	0	PACKAGE	0	0	4600	0	27473	<$>202151</>	0	0	0
Package	600037	0	0	0	0	PACKAGE	0	0	4400	0	27474	<$>202152</>	0	0	0
Package	600038	0	0	0	0	PACKAGE	0	0	4400	0	27475	<$>202153</>	0	0	0
Package	600039	0	0	0	0	PACKAGE	0	0	4400	0	27476	<$>202154</>	0	0	0
Package	600040	0	0	0	0	PACKAGE	0	0	12000	0	27477	<$>202155</>	0	0	0
Package	600041	0	0	0	0	PACKAGE	0	0	5800	0	27478	<$>202156</>	0	0	0
Package	600042	0	0	0	0	PACKAGE	0	0	5800	0	27479	<$>202157</>	0	0	0
Package	600043	0	0	0	0	PACKAGE	0	0	6000	0	27480	<$>202158</>	0	0	0
Package	600044	0	0	0	0	PACKAGE	0	0	5800	0	27481	<$>202159</>	0	0	0
Package	600045	0	0	0	0	PACKAGE	0	0	9000	0	27482	<$>202160</>	0	0	0
Package	600070	0	0	0	0	PACKAGE	0	0	900	0	27518	<$>213031</>	0	0	0
Package	600071	0	0	0	0	PACKAGE	0	0	900	0	27519	<$>213032</>	0	0	0
Package	600072	0	0	0	0	PACKAGE	0	0	1000	0	27520	<$>213033</>	0	0	0
Package	600073	0	0	0	0	PACKAGE	0	0	1000	0	27521	<$>213034</>	0	0	0
Package	600074	0	0	0	0	PACKAGE	0	0	2100	0	27522	<$>213035</>	0	0	0
Package	600075	0	0	0	0	PACKAGE	0	0	2000	0	27523	<$>213036</>	0	0	0
Package	600076	0	0	0	0	PACKAGE	0	0	4800	0	27524	<$>213037</>	0	0	0
Package	600077	0	0	0	0	PACKAGE	0	0	4800	0	27525	<$>213038</>	0	0	0
Package	600078	0	0	0	0	PACKAGE	0	0	4800	0	27526	<$>213039</>	0	0	0
Package	600079	0	0	0	0	PACKAGE	0	0	10800	0	27527	<$>213040</>	0	0	0
Package	600082	0	0	0	0	PACKAGE	0	0	700	0	24159	<$>213111</>	0	0	0
Package	600083	0	0	0	0	PACKAGE	0	0	700	0	24160	<$>213112</>	0	0	0
Package	600084	0	0	0	0	PACKAGE	0	0	700	0	24161	<$>213113</>	0	0	0
Package	600085	0	0	0	0	PACKAGE	0	0	960	0	27532	<$>213117</>	0	0	0
Package	600086	0	0	0	0	PACKAGE	0	0	960	0	27533	<$>213118</>	0	0	0
Package	600087	0	0	0	0	PACKAGE	0	0	960	0	27534	<$>213119</>	0	0	0
Package	12400	0	0	0	0	PACKAGE	0	0	2900	0	43002	<$>214700</>	0	0	0
Package	12401	0	0	0	0	PACKAGE	0	0	4900	0	43003	<$>214701</>	0	0	0
Package	600093	0	0	0	0	PACKAGE	0	0	900	0	27541	<$>214714</>	0	0	0
Package	600094	0	0	0	0	PACKAGE	0	0	900	0	27542	<$>214715</>	0	0	0
Package	600095	0	0	0	0	PACKAGE	0	0	900	0	27543	<$>214716</>	0	0	0
Package	600096	0	0	0	0	PACKAGE	0	0	400	0	24165	<$>214713</>	0	0	0
Package	600097	0	0	0	0	PACKAGE	0	0	1400	0	27545	<$>214717</>	0	0	0
Package	600098	0	0	0	0	PACKAGE	0	0	1400	0	27546	<$>214718</>	0	0	0
Package	600099	0	0	0	0	PACKAGE	0	0	1400	0	27547	<$>214719</>	0	0	0
Package	600100	0	0	0	0	PACKAGE	0	0	700	0	24162	<$>214712</>	0	0	0
Package	600101	0	0	0	0	PACKAGE	0	0	700	0	24163	<$>214710</>	0	0	0
Package	600102	0	0	0	0	PACKAGE	0	0	700	0	24164	<$>214712</>	0	0	0
Consume	17224	0	0	0	0	none	0	0	85	0	43004	<$>215306</>	0	0	0
Package	600107	0	0	0	0	PACKAGE	0	0	3800	0	43009	<$>215321</>	0	0	0
Package	600108	0	0	0	0	PACKAGE	0	0	3500	0	43010	<$>215322</>	0	0	0
Package	600109	0	0	0	0	PACKAGE	0	0	5900	0	43011	<$>215323</>	0	0	0
Etc	600110	0	0	0	0	none	0	0	700	0	24171	<$>215320</>	0	0	0
Package	600111	0	0	0	0	PACKAGE	0	0	900	0	43012	<$>215324</>	0	0	0
Period	17378	0	0	0	0	none	0	0	99999	0	41959	<$>217689</>	0	30	0
Period	17379	0	0	0	0	none	0	0	99999	0	41963	<$>217690</>	0	30	0
Period	17380	0	0	0	0	none	0	0	99999	0	41967	<$>217691</>	0	30	0
Period	17381	0	0	0	0	none	0	0	99999	0	41971	<$>217692</>	0	30	0
Period	17382	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	33000	0	88448	<$>217693</>	0	1	0
Period	17383	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	33000	0	88449	<$>217694</>	0	1	0
Period	17384	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	33000	0	88450	<$>217695</>	0	3	0
Period	17385	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	33000	0	88451	<$>217696</>	0	3	0
Period	17386	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	33000	0	88452	<$>217697</>	0	7	0
Period	17387	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	33000	0	88453	<$>217698</>	0	7	0
Period	17388	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	33000	0	88454	<$>217699</>	0	15	0
Period	17389	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	33000	0	88455	<$>217700</>	0	15	0
Period	17390	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	2500	0	88456	<$>217701</>	0	30	1800
Period	17391	0	0	0	0	WARESLOT2 HOMEPREMIUM WARP2 QUESTWARP2	20	0	2500	0	88457	<$>217702</>	0	30	1800
Period	13118	0	0	0	0	none	0	0	99999	0	41958	<$>217703</>	0	15	0
Period	13119	0	0	0	0	none	0	0	400	0	41962	<$>217704</>	0	15	0
Period	13120	0	0	0	0	none	0	0	99999	0	41966	<$>217705</>	0	15	0
Period	13121	0	0	0	0	none	0	0	99999	0	41970	<$>217706</>	0	15	0
Package	600114	0	0	0	0	PACKAGE	0	0	2200	0	43023	<$>217715</>	0	0	1700
Package	600115	0	0	0	0	PACKAGE	0	0	5100	0	43024	<$>217716</>	0	0	3600
Period	14180	0	0	0	0	none	0	0	99999	0	41955	<$>217707</>	0	7	0
Period	14181	0	0	0	0	none	0	0	250	0	41961	<$>217708</>	0	7	0
Period	14182	0	0	0	0	none	0	0	99999	0	41965	<$>217709</>	0	7	0
Period	14183	0	0	0	0	none	0	0	99999	0	41969	<$>217710</>	0	7	0
Period	15208	0	0	0	0	none	0	0	99999	0	41956	<$>217711</>	0	1	0
Period	15209	0	0	0	0	none	0	0	99999	0	41960	<$>217712</>	0	1	0
Period	15210	0	0	0	0	none	0	0	99999	0	41964	<$>217713</>	0	1	0
Period	15211	0	0	0	0	none	0	0	99999	0	41968	<$>217714</>	0	1	0
Package	12402	0	0	0	0	PACKAGE	0	0	900	0	27588	<$>218377</>	0	0	0
Package	12403	0	0	0	0	PACKAGE	0	0	2700	0	27589	<$>218378</>	0	0	0
Package	12404	0	0	0	0	PACKAGE	0	0	2900	0	27590	<$>218379</>	0	0	0
Package	12405	0	0	0	0	PACKAGE	0	0	6900	0	27591	<$>218380</>	0	0	0
Package	12406	0	0	0	0	PACKAGE	0	0	2700	0	27592	<$>218381</>	0	0	0
Package	12407	0	0	0	0	PACKAGE	0	0	2900	0	27593	<$>218382</>	0	0	0
Package	12408	0	0	0	0	PACKAGE	0	0	6900	0	27594	<$>218383</>	0	0	0
Package	12409	0	0	0	0	PACKAGE	0	0	2700	0	27595	<$>218384</>	0	0	0
Package	12410	0	0	0	0	PACKAGE	0	0	2900	0	27596	<$>218385</>	0	0	0
Package	12411	0	0	0	0	PACKAGE	0	0	6900	0	27597	<$>218386</>	0	0	0
Etc	600134	0	0	0	0	none	0	0	700	0	24217	<$>218715</>	0	0	0
Etc	600135	0	0	0	0	none	0	0	700	0	24218	<$>218717</>	0	0	0
Etc	600136	0	0	0	0	none	0	0	700	0	24219	<$>218719</>	0	0	0
Etc	600137	0	0	0	0	none	0	0	700	0	24220	<$>218721</>	0	0	0
Package	600138	0	0	0	0	none	0	0	990	0	27615	<$>218746</>	0	0	0
Package	600139	0	0	0	0	none	0	0	990	0	27616	<$>218747</>	0	0	0
Package	600140	0	0	0	0	none	0	0	990	0	27617	<$>218748</>	0	0	0
Package	600141	0	0	0	0	none	0	0	990	0	27618	<$>218749</>	0	0	0
Package	600144	0	0	0	0	PACKAGE	0	0	1000	0	27621	<$>222132</>	0	0	0
Package	600145	0	0	0	0	PACKAGE	0	0	1000	0	27622	<$>222133</>	0	0	0
Package	600146	0	0	0	0	PACKAGE	0	0	1000	0	27623	<$>222134</>	0	0	0
Package	600147	0	0	0	0	PACKAGE	0	0	1000	0	27624	<$>222135</>	0	0	0
Package	600148	0	0	0	0	PACKAGE	0	0	1500	0	27625	<$>222136</>	0	0	0
Package	600149	0	0	0	0	PACKAGE	0	0	1500	0	27626	<$>222137</>	0	0	0
Package	600150	0	0	0	0	PACKAGE	0	0	1500	0	27627	<$>222138</>	0	0	0
Package	600151	0	0	0	0	PACKAGE	0	0	1500	0	27628	<$>222139</>	0	0	0
Package	600152	0	0	0	0	PACKAGE	0	0	2500	0	27629	<$>222140</>	0	0	0
Package	600153	0	0	0	0	PACKAGE	0	0	2500	0	27630	<$>222141</>	0	0	0
Package	600154	0	0	0	0	none	0	0	1300	0	24223	<$>222131</>	0	0	0
Consume	17231	0	0	0	0	none	0	0	150	0	27598	<$>218723</>	0	0	0
Package	11822	0	0	0	0	PACKAGE	0	0	1137	0	21488	<$>155110</>	0	0	0
Package	11823	0	0	0	0	PACKAGE	0	0	2148	0	21489	<$>155111</>	0	0	0
Package	11824	0	0	0	0	PACKAGE	0	0	3032	0	21490	<$>155112</>	0	0	0
Package	600161	0	0	0	0	PACKAGE	0	0	800	0	27637	<$>222678</>	0	0	0
Package	600162	0	0	0	0	PACKAGE	0	0	800	0	27638	<$>222679</>	0	0	0
Package	600163	0	0	0	0	PACKAGE	0	0	800	0	27639	<$>222680</>	0	0	0
Package	600164	0	0	0	0	PACKAGE	0	0	800	0	27640	<$>222681</>	0	0	0
Package	600165	0	0	0	0	PACKAGE	0	0	800	0	27641	<$>222682</>	0	0	0
Package	600166	0	0	0	0	PACKAGE	0	0	800	0	27642	<$>222683</>	0	0	0
Package	600167	0	0	0	0	PACKAGE	0	0	400	0	44003	<$>222684</>	0	0	0
Package	600168	0	0	0	0	PACKAGE	0	0	1600	0	27643	<$>222685</>	0	0	0
Package	600169	0	0	0	0	PACKAGE	0	0	1600	0	27644	<$>222686</>	0	0	0
Package	600170	0	0	0	0	PACKAGE	0	0	1600	0	27645	<$>222687</>	0	0	0
Package	600171	0	0	0	0	PACKAGE	0	0	1600	0	27646	<$>222688</>	0	0	0
Package	600172	0	0	0	0	PACKAGE	0	0	1600	0	27647	<$>222689</>	0	0	0
Package	600173	0	0	0	0	PACKAGE	0	0	1600	0	27648	<$>222690</>	0	0	0
Package	600178	0	0	0	0	PACKAGE	0	0	424	0	24255	<$>225810</>	0	0	0
Package	600179	0	0	0	0	PACKAGE	0	0	1048	0	27665	<$>225811</>	0	0	0
Package	600180	0	0	0	0	PACKAGE	0	0	1048	0	27666	<$>225812</>	0	0	0
Package	600181	0	0	0	0	PACKAGE	0	0	1048	0	27667	<$>225813</>	0	0	0
Etc	600182	0	0	0	0	none	0	0	594	0	24249	<$>225802</>	0	0	0
Etc	600183	0	0	0	0	none	0	0	594	0	24250	<$>225803</>	0	0	0
Etc	600184	0	0	0	0	none	0	0	594	0	24251	<$>225804</>	0	0	0
Etc	600185	0	0	0	0	none	0	0	170	0	24252	<$>225805</>	0	0	0
Etc	600186	0	0	0	0	none	0	0	170	0	24253	<$>225809</>	0	0	0
Etc	600187	0	0	0	0	none	0	0	170	0	24254	<$>225807</>	0	0	0
Package	12414	0	0	0	0	PACKAGE	0	0	3049	0	27650	<$>225726</>	0	0	0
Package	12415	0	0	0	0	PACKAGE	0	0	3049	0	27651	<$>225727</>	0	0	0
Package	12416	0	0	0	0	PACKAGE	0	0	3049	0	27652	<$>225728</>	0	0	0
Package	12417	0	0	0	0	PACKAGE	0	0	3049	0	27653	<$>225729</>	0	0	0
Package	12418	0	0	0	0	PACKAGE	0	0	3780	0	27654	<$>225730</>	0	0	0
Package	12419	0	0	0	0	PACKAGE	0	0	3780	0	27655	<$>225731</>	0	0	0
Package	12420	0	0	0	0	PACKAGE	0	0	3780	0	27656	<$>225732</>	0	0	0
Package	12421	0	0	0	0	PACKAGE	0	0	3780	0	27657	<$>225733</>	0	0	0
Package	12422	0	0	0	0	PACKAGE	0	0	5223	0	27658	<$>225734</>	0	0	0
Package	12423	0	0	0	0	PACKAGE	0	0	5223	0	27659	<$>225735</>	0	0	0
Package	12424	0	0	0	0	PACKAGE	0	0	5223	0	27660	<$>225736</>	0	0	0
Package	12425	0	0	0	0	PACKAGE	0	0	5223	0	27661	<$>225737</>	0	0	0
Package	12426	0	0	0	0	PACKAGE	0	0	859	0	89417	<$>226009</>	0	0	0
Package	12427	0	0	0	0	PACKAGE	0	0	89	0	43102	<$>226009</>	0	0	0
