ClassID	ClassName	Condition1	Condition2	Condition3	Condition4	Condition5	Condition6	Condition7	Condition8	Location1	Location2	Location3	Location4	Location5	Location6	Location7	Location8	Map1	Map2	Map3	Map4	Map5	Map6	Map7	Map8	Npc1	Npc2	Npc3	Npc4	Npc5	Npc6	Npc7	Npc8	QuestLv1	QuestLv2	QuestLv3	QuestLv4	QuestLv5	QuestLv6	QuestLv7	QuestLv8	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Scenario	StartMap	StartNpc	Title	TotalStage	Type	WarLocation1	WarLocation2	WarLocation3	WarLocation4	WarLocation5	WarLocation6	WarLocation7	WarLocation8
500110	Quest_500110	<$>219029</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136524</>	1	Choice	None	None	None	None	None	None	None	None
500111	Quest_500111	<$>219030</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136525</>	1	Choice	None	None	None	None	None	None	None	None
500112	Quest_500112	<$>219031</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136526</>	1	Choice	None	None	None	None	None	None	None	None
500113	Quest_500113	<$>219032</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136527</>	1	Choice	None	None	None	None	None	None	None	None
500114	Quest_500114	<$>219033</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136528</>	1	Choice	None	None	None	None	None	None	None	None
500115	Quest_500115	<$>219034</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136529</>	1	Choice	None	None	None	None	None	None	None	None
500116	Quest_500116	<$>219035</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136530</>	1	Choice	None	None	None	None	None	None	None	None
500117	Quest_500117	<$>219036</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136531</>	1	Choice	None	None	None	None	None	None	None	None
500118	Quest_500118	<$>219037</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136532</>	1	Choice	None	None	None	None	None	None	None	None
500119	Quest_500119	<$>219038</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136533</>	1	Choice	None	None	None	None	None	None	None	None
500120	Quest_500120	<$>219039</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136534</>	1	Choice	None	None	None	None	None	None	None	None
500121	Quest_500121	<$>219040</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136535</>	1	Choice	None	None	None	None	None	None	None	None
500122	Quest_500122	<$>219041</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136536</>	1	Choice	None	None	None	None	None	None	None	None
500123	Quest_500123	<$>219042</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136537</>	1	Choice	None	None	None	None	None	None	None	None
500124	Quest_500124	<$>219043</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136538</>	1	Choice	None	None	None	None	None	None	None	None
500125	Quest_500125	<$>219044</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136539</>	1	Choice	None	None	None	None	None	None	None	None
500126	Quest_500126	<$>219045</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136540</>	1	Choice	None	None	None	None	None	None	None	None
500127	Quest_500127	<$>219046</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136542</>	1	Choice	None	None	None	None	None	None	None	None
500128	Quest_500128	<$>219047</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136544</>	1	Choice	None	None	None	None	None	None	None	None
500129	Quest_500129	<$>219048</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136545</>	1	Choice	None	None	None	None	None	None	None	None
500130	Quest_500130	<$>219049</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136547</>	1	Choice	None	None	None	None	None	None	None	None
500131	Quest_500131	<$>219050</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136548</>	1	Choice	None	None	None	None	None	None	None	None
500132	Quest_500132	<$>219051</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136550</>	1	Choice	None	None	None	None	None	None	None	None
500133	Quest_500133	<$>219052</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136552</>	1	Choice	None	None	None	None	None	None	None	None
500134	Quest_500134	<$>219053</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136553</>	1	Choice	None	None	None	None	None	None	None	None
500135	Quest_500135	<$>219054</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136555</>	1	Choice	None	None	None	None	None	None	None	None
500136	Quest_500136	<$>219055</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136557</>	1	Choice	None	None	None	None	None	None	None	None
500137	Quest_500137	<$>219056</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136558</>	1	Choice	None	None	None	None	None	None	None	None
500138	Quest_500138	<$>219057</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136559</>	1	Choice	None	None	None	None	None	None	None	None
500139	Quest_500139	<$>219058</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136560</>	1	Choice	None	None	None	None	None	None	None	None
500140	Quest_500140	<$>219059</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136562</>	1	Choice	None	None	None	None	None	None	None	None
500141	Quest_500141	<$>219060</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136563</>	1	Choice	None	None	None	None	None	None	None	None
500142	Quest_500142	<$>219061</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136564</>	1	Choice	None	None	None	None	None	None	None	None
500143	Quest_500143	<$>219062</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136565</>	1	Choice	None	None	None	None	None	None	None	None
500144	Quest_500144	<$>219063</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136566</>	1	Choice	None	None	None	None	None	None	None	None
500145	Quest_500145	<$>219064</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136567</>	1	Choice	None	None	None	None	None	None	None	None
500146	Quest_500146	<$>219065</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136568</>	1	Choice	None	None	None	None	None	None	None	None
500147	Quest_500147	<$>219066</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136569</>	1	Choice	None	None	None	None	None	None	None	None
500148	Quest_500148	<$>219067</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136571</>	1	Choice	None	None	None	None	None	None	None	None
500149	Quest_500149	<$>219068</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136573</>	1	Choice	None	None	None	None	None	None	None	None
500150	Quest_500150	<$>219069</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136574</>	1	Choice	None	None	None	None	None	None	None	None
500151	Quest_500151	<$>219070</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136576</>	1	Choice	None	None	None	None	None	None	None	None
500152	Quest_500152	<$>219071</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136578</>	1	Choice	None	None	None	None	None	None	None	None
500153	Quest_500153	<$>219072</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136580</>	1	Choice	None	None	None	None	None	None	None	None
500154	Quest_500154	<$>219073</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136582</>	1	Choice	None	None	None	None	None	None	None	None
500155	Quest_500155	<$>219074</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136584</>	1	Choice	None	None	None	None	None	None	None	None
500156	Quest_500156	<$>219075</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136586</>	1	Choice	None	None	None	None	None	None	None	None
500157	Quest_500157	<$>219076</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136588</>	1	Choice	None	None	None	None	None	None	None	None
500158	Quest_500158	<$>219077</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136590</>	1	Choice	None	None	None	None	None	None	None	None
500159	Quest_500159	<$>219078</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136592</>	1	Choice	None	None	None	None	None	None	None	None
500160	Quest_500160	<$>219079</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136593</>	1	Choice	None	None	None	None	None	None	None	None
500161	Quest_500161	<$>219080</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136594</>	1	Choice	None	None	None	None	None	None	None	None
500162	Quest_500162	<$>219081</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136595</>	1	Choice	None	None	None	None	None	None	None	None
500163	Quest_500163	<$>219082</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136596</>	1	Choice	None	None	None	None	None	None	None	None
500164	Quest_500164	<$>219083</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136597</>	1	Choice	None	None	None	None	None	None	None	None
500165	Quest_500165	<$>219084</>	None	None	None	None	None	None	None	<$>27187</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	EVENT_2013_GRANMA2	None	None	None	None	None	None	None	1	0	1	1	1	1	1	1	<$>111226</>	None	None	None	None	None	None	None	<$>136513</>	reb_basic	EVENT_2013_GRANMA2	<$>136598</>	1	Choice	None	None	None	None	None	None	None	None
