AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncLegend	IncMHP	IncMSP	IncSTR	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	35	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Metal	<$>29669</>	64728	CastillaFate_Metal	Metal	NO	240	FALSE	1	0	0	BODY	0	<$>32027</>	0	70	0	0	None	EliteEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Elite Fate of Castilla	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_castilla	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29669</>	SYS_item_column_red	0	<$>100734</>	HARD	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	4000000	2	0	0	0	0	24	0	0	0	24	0	24	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100735</>	1	64728	1.1	None	200000	0	0	Armor	<$>32028</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	33	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	31	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Leather	<$>31454</>	190001	BlueSerpent_FGT_JPN	Leather	NO	203	FALSE	1	0	0	BODY	0	<$>74547</>	0	70	-10	0	None	EliteEqp	None	drop_leather.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Blue Serpent Leather Armor	BODY	equip_leather.wav	None	2147483647	0	FALSE	it_c_blueserpent2	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>31454</>	SYS_item_column_red	0	<$>163127</>	MEDIUM	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	2320000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>74548</>	1	64711	1.1	None	200000	0	0	Armor	<$>74330</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	31	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Leather	<$>31454</>	190002	BlueSerpent_SCT_JPN	Leather	NO	203	FALSE	1	0	0	BODY	0	<$>150659</>	0	70	-10	0	None	EliteEqp	None	drop_leather.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Blue Serpent Leather Armor (Not Use)	BODY	equip_leather.wav	None	2147483647	0	FALSE	it_c_blueserpent3	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>31454</>	SYS_item_column_red	0	<$>163128</>	MEDIUM	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	1600000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>74549</>	1	64712	1.1	None	200000	0	0	Armor	<$>74330</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	190003	BlueSerpent_MUS_JPN	Coat	NO	173	FALSE	1	0	0	BODY	0	<$>74547</>	0	70	-10	0	None	EliteEqp	None	drop_clothe.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Blue Serpent Coat	BODY	equip_coat.wav	None	2147483647	0	FALSE	it_c_blueserpent4	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29667</>	SYS_item_column_red	0	<$>163129</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	NO	1	None	2320000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>74550</>	1	64714	1.1	None	200000	0	0	Armor	<$>74551</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	190004	BlueSerpent_WIZ_JPN	Coat	NO	173	FALSE	1	0	0	BODY	0	<$>150659</>	0	70	-10	0	None	EliteEqp	None	drop_clothe.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Blue Serpent Coat (Not Use)	BODY	equip_coat.wav	None	2147483647	0	FALSE	it_c_blueserpent5	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29667</>	SYS_item_column_red	0	<$>163130</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	NO	1	None	4000000	1	0	0	0	0	40	0	0	0	40	0	40	0	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>74552</>	1	64715	1.1	None	200000	0	0	Armor	<$>74551</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Robe	<$>29668</>	190005	BlueSerpent_WAR_JPN	Robe	NO	173	FALSE	1	0	0	BODY	0	<$>74547</>	0	70	-10	0	None	EliteEqp	None	drop_leather.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Blue Serpent Robe	BODY	equip_coat.wav	None	2147483647	0	FALSE	it_c_blueserpent6	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29668</>	SYS_item_column_red	0	<$>163131</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	NO	1	None	4000000	1	0	0	0	0	48	0	0	0	48	0	48	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>74553</>	1	64716	1.1	None	200000	0	0	Armor	<$>74554</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	31	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Leather	<$>31454</>	190006	LeBlancFGT3_Dreamy_JPN	Leather	NO	197	FALSE	1	0	0	BODY	0	<$>100736</>	0	70	-10	0	None	Manual	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Le Blanc of Chinderella - Fighter 60 days	BODY	equip_leather.ogg	None	2147483647	0	FALSE	it_m_leblanc3	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>31454</>	SYS_item_column_red	0	<$>163132</>	MEDIUM	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	6000000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100737</>	1	64811	1.1	None	200000	0	0	Armor	<$>31940</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	-5	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	35	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Metal	<$>29669</>	190007	SchivarlierArmor_Dreamy_JPN	Metal	NO	225	FALSE	1	0	0	BODY	0	<$>100738</>	0	70	-10	0	None	Manual	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Le Blanc of Chinderella 60 days	BODY	equip_platemail.ogg	None	2147483647	0	FALSE	it_m_fieldplate	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29669</>	SYS_item_column_red	0	<$>100613</>	HARD	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	1125000	1	0	0	0	0	24	0	0	0	24	0	24	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100737</>	1	64812	1.1	None	200000	0	0	Armor	<$>100739</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	190008	LeBlancWIZ3_Dreamy_JPN	Coat	NO	168	FALSE	1	0	0	BODY	0	<$>150659</>	0	70	-10	0	None	Manual	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Le Blanc of Chinderella Wizard 60 days (Not Use)	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_leblanc3	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29667</>	SYS_item_column_red	0	<$>167427</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	NO	1	None	6000000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100740</>	1	64813	1.1	None	200000	0	0	Armor	<$>100741</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	31	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Leather	<$>31454</>	190009	LeBlancSCT3_Dreamy_JPN	Leather	NO	197	FALSE	1	0	0	BODY	0	<$>150659</>	0	70	-10	0	None	Manual	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Le Blanc of Chinderella Scout 60 days (Not Use)	BODY	equip_leather.ogg	None	2147483647	0	FALSE	it_m_leblanc3	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>31454</>	SYS_item_column_red	0	<$>167428</>	MEDIUM	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	6000000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100742</>	1	64814	1.1	None	200000	0	0	Armor	<$>31940</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	190010	LeBlancMUS3_Dreamy_JPN	Coat	NO	168	FALSE	1	0	0	BODY	0	<$>100736</>	0	70	-10	0	None	Manual	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Le Blanc of Chinderella Musketeer 60 days	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_leblanc3	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29667</>	SYS_item_column_red	0	<$>163135</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	NO	1	None	6000000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100743</>	1	64815	1.1	None	200000	0	0	Armor	<$>100741</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Robe	<$>29668</>	190011	LeBlancWAR3_Dreamy_JPN	Robe	NO	168	FALSE	1	0	0	BODY	0	<$>100736</>	0	70	-10	0	None	Manual	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Le Blanc of Chinderella Warlock 60 days	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_leblanc3	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29668</>	SYS_item_column_red	0	<$>163136</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	NO	1	None	6000000	1	0	0	0	0	48	0	0	0	48	0	48	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100744</>	1	64816	1.1	None	200000	0	0	Armor	<$>100745</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	6	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	31	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Leather	<$>31454</>	190012	TheGladiator_Dreamy_JPN	Leather	NO	197	FALSE	1	0	0	BODY	0	<$>100746</>	0	70	-10	0	None	Manual	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Gladiator of Chinderella 60 days	BODY	equip_leather.ogg	None	2147483647	0	FALSE	it_m_thegladiator	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>31454</>	SYS_item_column_red	0	<$>100618</>	MEDIUM	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	5200000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100737</>	1	64801	1.1	None	200000	0	0	Armor	<$>31940</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	10	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	31	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Leather	<$>31454</>	190013	CapezzoloDiPericolo_Dreamy_JPN	Leather	NO	197	FALSE	1	0	0	BODY	0	<$>100747</>	0	70	-10	0	None	Manual	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Capezzolo di Pericolo of Cinderella	BODY	equip_leather.ogg	None	2147483647	0	FALSE	it_m_capezzolodipericolo	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>31454</>	SYS_item_column_red	0	<$>100619</>	MEDIUM	0	1000	0	0	0	0	No	0	0	0	0	1.1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	15	0	NO	1	None	5200000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100742</>	1	64802	1.1	None	200000	0	0	Armor	<$>31940</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	35	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Metal	<$>29669</>	190014	CrimalMetallicSuit_Dreamy_JPN	Metal	NO	225	FALSE	1	0	0	BODY	0	<$>100748</>	0	70	-10	0	None	Manual	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Crimal Metallic suit of Chinderella 60 days	BODY	equip_platemail.ogg	None	2147483647	0	FALSE	it_m_crimalmetallicsuit	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29669</>	SYS_item_column_red	0	<$>163137</>	HARD	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	2320000	1	0	0	0	0	20	0	0	0	20	0	20	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100737</>	1	64803	1.1	None	200000	0	0	Armor	<$>100739</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	190015	ClaraMago_Dreamy_JPN	Coat	NO	168	FALSE	1	0	0	BODY	0	<$>100749</>	0	70	-10	0	None	Manual	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Clala mago of Chinderella 60 days	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_claramago	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29667</>	SYS_item_column_red	0	<$>100621</>	SOFT	0	1000	0	0	0	0	No	0	0	0	8	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	NO	1	None	5200000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100740</>	1	64804	1.1	None	200000	0	0	Armor	<$>100741</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	8	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	190016	CorsairRosso_Dreamy_JPN	Coat	NO	168	FALSE	1	0	0	BODY	0	<$>100750</>	0	70	-10	0	None	Manual	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Corsair Rosso of Chinderella 60 days	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_corsairrosso	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29667</>	SYS_item_column_red	0	<$>100622</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	5	0	NO	1	None	5200000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100743</>	1	64805	1.1	None	200000	0	0	Armor	<$>100741</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Robe	<$>29668</>	190017	RosaMatrimonio_Dreamy_JPN	Robe	NO	168	FALSE	1	0	0	BODY	0	<$>100751</>	0	70	-10	0	None	Manual	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	84	Rosa matrimonio of Chinderella 60 days	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_rosamatrimonio	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	<$>29668</>	SYS_item_column_red	0	<$>167429</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1.12	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	NO	1	None	5200000	1	0	0	0	0	48	0	0	0	48	0	48	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100744</>	1	64806	1.1	None	200000	0	0	Armor	<$>100745</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	84	FALSE	30	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	31	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Leather	<$>31454</>	190018	NeroCroma_LeatherFGT	Leather	NO	209	FALSE	1	0	0	BODY	0	<$>32072</>	0	70	0	0	None	EliteEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Nero Croma Leather Armor	BODY	equip_leather.ogg	None	2147483647	0	FALSE	it_m_greekcroma1	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	2000	150	0	<$>31454</>	SYS_item_column_red	0	<$>163138</>	MEDIUM	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	it_m_greekcroma1bw	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	4000000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100753</>	1	190018	1.1	None	200000	0	0	Armor	<$>32004</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	32	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	31	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Leather	<$>31454</>	190019	NeroCroma_LeatherSCT	Leather	NO	209	FALSE	1	0	0	BODY	0	<$>150659</>	0	70	0	0	None	EliteEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Nero Croma Leather Armor (Not Use)	BODY	equip_leather.ogg	None	2147483647	0	FALSE	it_m_greekcroma2	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	2000	150	0	<$>31454</>	SYS_item_column_red	0	<$>163139</>	MEDIUM	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	it_m_greekcroma3bw	0	0	3	1	0	0	0	0	0	0	0	0	0	0	ARMOR	0	0	NO	1	None	4000000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100755</>	1	190019	1.1	None	200000	0	0	Armor	<$>32004</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	32	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	26	0	None	None	0	None	None	0	None	0	0	Armor	<$>31452</>	Armor_Coat	<$>29667</>	190020	NeroCroma_CoatMUS	Coat	NO	179	FALSE	1	0	0	BODY	0	<$>32072</>	0	70	0	0	None	EliteEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Nero Croma Coat	BODY	equip_coat.ogg	None	2147483647	0	FALSE	it_m_greekcroma3	0	0	0	0	0	Armor	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	2000	150	0	<$>29667</>	SYS_item_column_red	0	<$>163140</>	SOFT	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	it_m_greekcroma2w	0	0	3	1	0	0	0	0	0	0	0	0	0	0	CLOTHE	0	0	NO	1	None	4000000	1	0	0	0	0	36	0	0	0	36	0	36	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>100757</>	1	190020	1.1	None	200000	0	0	Armor	<$>32008</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	32	None	0	0	0
