AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	AutoCheckUse	AutoInspect	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	CoolDown	CoolDownGroup	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	IsConfirmUseItem	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LockWarpUse	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	PreCheckScp	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RecordUsingLog	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	SaveBuff	SaveBurlonPoint	SaveExp	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	TownUsable	Tradable	TxScpType	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	ZoneItem	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	DivineBless	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	20982	SSteroid1_Be	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>100764</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Steroid potion for Beginner	None	None	None	2147483647	0	FALSE	it_e_ssteroid	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>33665</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_CommLv_Check	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33282</>	1	20982	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>76012</>	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	6	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	DivineBless	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	20983	Ssteroid_Be	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>100765</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Steroid Liquor for Beginner	None	None	None	2147483647	0	FALSE	it_e_steroidliquor	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>33667</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_CommLv_Check	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33282</>	1	20983	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>76012</>	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	60	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	Haste	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	20984	HastePotion_Be	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>33274</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Hermes potion box for Beginner	None	None	None	2147483647	0	FALSE	it_e_poisonpouch	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>33668</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_CommLv_Check	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32458</>	1	20984	FALSE	FALSE	FALSE	3	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>76012</>	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	20985	SoulCrystal_Be	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>32656</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Soul crystal for Beginner	None	None	None	2147483647	0	FALSE	it_e_soulcrystal	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>33669</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_CommLv_Check	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32657</>	1	20985	FALSE	FALSE	FALSE	3	SCP_USE_ITEM_TeamResuscitation	1	0	None	<$>76012</>	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20986	TeleportScroll_Be	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>32598</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Teleport scroll for Beginner	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>33670</>	None	0	1000	0	0	FALSE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Warp_CommLv_Check	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32599</>	1	20986	FALSE	FALSE	FALSE	2	SCP_USE_ITEM_WarpRand	1	0	None	<$>76013</>	_NO	None	FALSE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	11
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	EXPBuff20_Event	0	Etc	<$>29982</>	Etc_Food	<$>32425</>	20987	ReinfPotion_Be	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>74584</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Reinforce Potion	None	None	None	2147483647	0	FALSE	it_e_progressiveh	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>86622</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Warp_CommLv_Check	150	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33336</>	1	20987	FALSE	FALSE	FALSE	2	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>76012</>	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	1	3600000
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32658</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	23117	Supply_Box	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33705</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Reward Box of Supply	None	None	None	2147483647	1	FALSE	it_e_bellembox	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>33704</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_BoxItem_JPN	200	0	0	0	0	0	0	0	0	0	0	1	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	23117	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_SupplyBox	1	0	None	<$>32546</>	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>33740</>	0	None	0	Etc	<$>29982</>	Etc_EXPCard	<$>32515</>	23134	TrainingCard_S	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33738</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Training Card A	None	None	None	2147483647	0	FALSE	it_e_charactercard	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>33737</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_StanceExpCard	500	0	0	0	0	0	0	0	0	0	0	1	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33739</>	1	23134	FALSE	FALSE	FALSE	2	SCP_USE_ITEM_AddStanceExp	125	0	None	<$>32546</>	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	250000	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>33743</>	0	None	0	Etc	<$>29982</>	Etc_EXPCard	<$>32515</>	23135	TrainingCard_H	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33738</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Training Card B	None	None	None	2147483647	0	FALSE	it_e_charactercard	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>33741</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_StanceExpCard	1000	0	0	0	0	0	0	0	0	0	0	1	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33742</>	1	23135	FALSE	FALSE	FALSE	2	SCP_USE_ITEM_AddStanceExp	250	0	None	<$>32546</>	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	500000	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>33746</>	0	None	0	Etc	<$>29982</>	Etc_EXPCard	<$>32515</>	23136	TrainingCard_G	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33738</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Training Card G	None	None	None	2147483647	0	FALSE	it_e_charactercard	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>33744</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_StanceExpCard	5000	0	0	0	0	0	0	0	0	0	0	1	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33745</>	1	23136	FALSE	FALSE	FALSE	2	SCP_USE_ITEM_AddStanceExp	1250	0	None	<$>32546</>	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	1000000	0
