ClassID	Group	LimitGroup	Ratio	RetryItem	RetryItemCount	TableName
195	1191	0	200	None	0	None
196	1201	0	200	None	0	None
197	0	1771	0	Vis	1000000	GLimit_Anc_TOR00
198	1	0	10000	None	0	None
199	41	0	1000	None	0	None
200	71	0	10000	None	0	None
201	451	0	700	None	0	None
202	571	0	700	None	0	None
203	581	0	700	None	0	None
204	591	0	700	None	0	None
205	701	0	700	None	0	None
206	881	0	100	None	0	None
207	981	0	30000	None	0	None
208	1031	0	30000	None	0	None
209	1161	0	100	None	0	None
210	1191	0	150	None	0	None
211	1201	0	150	None	0	None
212	1771	0	15000	None	0	None
213	0	1	0	Vis	2500000	GLimit_Anc_JAQUNDER
214	1	0	7000	None	0	None
215	41	0	100	None	0	None
216	71	0	6240	None	0	None
217	451	0	100	None	0	None
218	581	0	100	None	0	None
219	591	0	100	None	0	None
220	601	0	100	None	0	None
221	611	0	50	None	0	None
222	631	0	100	None	0	None
223	641	0	50	None	0	None
224	701	0	100	None	0	None
225	721	0	100	None	0	None
226	751	0	1000	None	0	None
227	761	0	100	None	0	None
228	791	0	1000	None	0	None
229	861	0	100	None	0	None
230	881	0	50	None	0	None
231	951	0	14000	None	0	None
232	1001	0	13000	None	0	None
233	1031	0	13000	None	0	None
234	1041	0	13000	None	0	None
235	1051	0	100	None	0	None
236	1111	0	13000	None	0	None
237	1151	0	2500	None	0	None
238	1181	0	2500	None	0	None
239	1191	0	2500	None	0	None
240	1201	0	2500	None	0	None
241	1231	0	2500	None	0	None
242	1751	0	5000	None	0	None
243	1801	0	10	None	0	None
244	0	442	0	Vis	500000	GLimit_Sharffen_Party
245	41	0	10	None	0	None
246	71	0	1000	None	0	None
247	271	0	8000	None	0	None
248	381	0	1000	None	0	None
249	442	0	700	None	0	None
250	451	0	290	None	0	None
251	521	0	1000	None	0	None
252	571	0	1000	None	0	None
253	841	0	1000	None	0	None
254	851	0	1000	None	0	None
255	945	0	100	None	0	None
256	951	0	9000	None	0	None
257	981	0	4000	None	0	None
258	991	0	8000	None	0	None
259	1001	0	9000	None	0	None
260	1011	0	9000	None	0	None
261	1031	0	9000	None	0	None
262	1031	0	9000	None	0	None
263	1041	0	9000	None	0	None
264	1781	0	9000	None	0	None
265	5000	0	9000	None	0	None
266	0	442	0	Vis	500000	GLimit_Dragon_Party
267	41	0	10	None	0	None
268	71	0	1000	None	0	None
269	271	0	8000	None	0	None
270	381	0	1000	None	0	None
271	442	0	700	None	0	None
272	451	0	290	None	0	None
273	521	0	1000	None	0	None
274	571	0	1000	None	0	None
275	841	0	1000	None	0	None
276	851	0	1000	None	0	None
277	945	0	100	None	0	None
278	951	0	9000	None	0	None
279	981	0	4000	None	0	None
280	991	0	8000	None	0	None
281	1001	0	9000	None	0	None
282	1011	0	9000	None	0	None
283	1031	0	9000	None	0	None
284	1031	0	9000	None	0	None
285	1041	0	9000	None	0	None
286	1781	0	9000	None	0	None
287	5000	0	9000	None	0	None
288	0	442	0	Vis	500000	GLimit_Rafflesia_Party
289	41	0	10	None	0	None
290	71	0	1000	None	0	None
291	271	0	8000	None	0	None
292	381	0	1000	None	0	None
293	442	0	700	None	0	None
294	451	0	290	None	0	None
295	521	0	1000	None	0	None
296	571	0	1000	None	0	None
297	841	0	1000	None	0	None
298	851	0	1000	None	0	None
299	945	0	100	None	0	None
300	951	0	9000	None	0	None
301	981	0	4000	None	0	None
302	991	0	8000	None	0	None
303	1001	0	9000	None	0	None
304	1011	0	9000	None	0	None
305	1031	0	9000	None	0	None
306	1031	0	9000	None	0	None
307	1041	0	9000	None	0	None
308	1781	0	9000	None	0	None
309	5000	0	9000	None	0	None
310	0	442	0	None	0	GLimit_Chainrush_Party
311	41	0	10	None	0	None
312	71	0	1000	None	0	None
313	271	0	8000	None	0	None
314	381	0	1000	None	0	None
315	442	0	700	None	0	None
316	451	0	290	None	0	None
317	521	0	1000	None	0	None
318	571	0	1000	None	0	None
319	841	0	1000	None	0	None
320	851	0	1000	None	0	None
321	945	0	100	None	0	None
322	951	0	9000	None	0	None
323	981	0	4000	None	0	None
324	991	0	8000	None	0	None
325	1001	0	9000	None	0	None
326	1011	0	9000	None	0	None
327	1031	0	9000	None	0	None
328	1031	0	9000	None	0	None
329	1041	0	9000	None	0	None
330	1781	0	9000	None	0	None
331	5000	0	9000	None	0	None
332	0	442	0	Vis	500000	GLimit_Uraeus_Party
333	41	0	10	None	0	None
334	71	0	1000	None	0	None
335	271	0	8000	None	0	None
336	381	0	1000	None	0	None
337	442	0	700	None	0	None
338	451	0	290	None	0	None
339	521	0	1000	None	0	None
340	571	0	1000	None	0	None
341	841	0	1000	None	0	None
342	851	0	1000	None	0	None
343	945	0	100	None	0	None
344	951	0	9000	None	0	None
345	981	0	4000	None	0	None
346	991	0	8000	None	0	None
347	1001	0	9000	None	0	None
348	1011	0	9000	None	0	None
349	1031	0	9000	None	0	None
350	1031	0	9000	None	0	None
351	1041	0	9000	None	0	None
352	1781	0	9000	None	0	None
353	5000	0	9000	None	0	None
354	0	442	0	Vis	500000	GLimit_Griffon_Party
355	41	0	10	None	0	None
356	71	0	1000	None	0	None
357	271	0	8000	None	0	None
358	381	0	1000	None	0	None
359	442	0	700	None	0	None
360	451	0	290	None	0	None
361	521	0	1000	None	0	None
362	571	0	1000	None	0	None
363	841	0	1000	None	0	None
364	851	0	1000	None	0	None
365	945	0	100	None	0	None
366	951	0	9000	None	0	None
367	981	0	4000	None	0	None
368	991	0	8000	None	0	None
369	1001	0	9000	None	0	None
370	1011	0	9000	None	0	None
371	1031	0	9000	None	0	None
372	1031	0	9000	None	0	None
373	1041	0	9000	None	0	None
374	1781	0	9000	None	0	None
375	5000	0	9000	None	0	None
376	0	331	0	None	0	GLimit_Bellem_Cash
377	71	0	10000	None	0	None
379	331	0	11000	None	0	None
380	341	0	10000	None	0	None
381	351	0	100	None	0	None
382	381	0	100	None	0	None
383	451	0	1000	None	0	None
384	945	0	50	None	0	None
385	1761	0	8000	None	0	None
386	1791	0	12000	None	0	None
387	1800	0	10	None	0	None
388	1811	0	10	None	0	None
389	1821	0	8500	None	0	None
390	1831	0	8500	None	0	None
391	1841	0	8000	None	0	None
392	1871	0	5000	None	0	None
393	1881	0	2000	None	0	None
394	1901	0	3000	None	0	None
395	1911	0	530	None	0	None
396	1921	0	600	None	0	None
397	1931	0	600	None	0	None
398	0	101	0	Vis	1500000	GLimit_Anc_ERC
399	1	0	9740	None	0	None
400	41	0	100	None	0	None
401	71	0	9000	None	0	None
402	101	0	20000	None	0	None
403	451	0	1000	None	0	None
404	601	0	100	None	0	None
405	611	0	100	None	0	None
406	641	0	100	None	0	None
407	721	0	100	None	0	None
408	811	0	50	None	0	None
409	881	0	100	None	0	None
410	945	0	100	None	0	None
411	951	0	19500	None	0	None
412	991	0	500	None	0	None
413	1021	0	500	None	0	None
414	1031	0	19500	None	0	None
415	1041	0	19500	None	0	None
416	1171	0	10	None	0	None
417	0	391	0	None	0	GLimit_Anc_Naraka
418	381	0	100	None	0	None
419	391	0	30000	None	0	None
420	431	0	24400	None	0	None
421	441	0	24400	None	0	None
422	442	0	21000	None	0	None
423	451	0	100	None	0	None
424	0	1771	0	None	0	GLimit_Anc_PartyArena
425	1	0	5000	None	0	None
426	271	0	6000	None	0	None
427	431	0	6000	None	0	None
428	451	0	500	None	0	None
429	521	0	1500	None	0	None
430	571	0	1500	None	0	None
431	851	0	1500	None	0	None
432	945	0	100	None	0	None
433	951	0	15000	None	0	None
434	981	0	15000	None	0	None
435	1011	0	2000	None	0	None
436	1031	0	15000	None	0	None
437	1771	0	15000	None	0	None
438	5000	0	15900	None	0	None
439	0	0	0	None	0	GLimit_ElementalRing
440	1971	0	1	None	0	None
441	1981	0	1	None	0	None
442	1991	0	1	None	0	None
443	2001	0	1	None	0	None
444	2011	0	1	None	0	None
445	0	1	0	Vis	250000	GLimit_Fortresso
446	1	0	11000	None	0	None
447	41	0	10	None	0	None
448	71	0	11000	None	0	None
449	431	0	11000	None	0	None
450	931	0	11000	None	0	None
451	981	0	11000	None	0	None
452	1031	0	11000	None	0	None
453	1041	0	11000	None	0	None
454	2041	0	11990	None	0	None
455	5000	0	11000	None	0	None
456	0	2541	0	Vis	400000	GLimit_VironClock_01
457	41	0	20	None	0	None
458	981	0	11500	None	0	None
459	1951	0	15000	None	0	None
460	2541	0	15000	None	0	None
461	2651	0	10000	None	0	None
462	5030	0	24000	None	0	None
463	5040	0	24000	None	0	None
464	0	2541	0	Vis	400000	GLimit_VironClock_02
465	41	0	20	None	0	None
466	981	0	11500	None	0	None
467	1951	0	12000	None	0	None
468	2541	0	12000	None	0	None
469	2661	0	10000	None	0	None
470	5030	0	22000	None	0	None
471	5040	0	22000	None	0	None
472	5050	0	10000	None	0	None
473	0	2541	0	Vis	750000	GLimit_VironClock_03
474	41	0	20	None	0	None
475	981	0	11500	None	0	None
476	1951	0	12000	None	0	None
477	2541	0	12000	None	0	None
478	2671	0	10000	None	0	None
479	5031	0	22000	None	0	None
480	5040	0	22000	None	0	None
481	5050	0	10000	None	0	None
482	0	2561	0	Vis	750000	GLimit_VironClock_04
483	41	0	20	None	0	None
484	981	0	11500	None	0	None
485	1951	0	12000	None	0	None
486	2561	0	12000	None	0	None
487	2681	0	10000	None	0	None
488	5031	0	22000	None	0	None
489	5040	0	22000	None	0	None
490	5051	0	10000	None	0	None
491	0	2561	0	Vis	750000	GLimit_VironClock_05
492	41	0	20	None	0	None
493	981	0	11500	None	0	None
494	1951	0	12000	None	0	None
495	2561	0	12000	None	0	None
496	2691	0	10000	None	0	None
497	5031	0	22000	None	0	None
498	5041	0	22000	None	0	None
499	5051	0	10000	None	0	None
500	0	2571	0	Vis	1500000	GLimit_VironClock_06
501	41	0	20	None	0	None
502	621	0	400	None	0	None
503	1041	0	22000	None	0	None
504	1181	0	200	None	0	None
505	1951	0	20000	None	0	None
506	2571	0	22000	None	0	None
507	2701	0	10000	None	0	None
508	5041	0	15000	None	0	None
509	5052	0	10000	None	0	None
510	0	2571	0	Vis	1500000	GLimit_VironClock_07
511	41	0	20	None	0	None
512	591	0	400	None	0	None
513	1041	0	22000	None	0	None
514	1121	0	200	None	0	None
515	1951	0	20000	None	0	None
516	2571	0	22000	None	0	None
517	2711	0	10000	None	0	None
518	5041	0	15000	None	0	None
519	5052	0	10000	None	0	None
520	0	2591	0	Vis	1500000	GLimit_VironClock_08
521	41	0	20	None	0	None
522	581	0	400	None	0	None
523	1041	0	22000	None	0	None
524	1131	0	200	None	0	None
525	1951	0	20000	None	0	None
526	2591	0	22000	None	0	None
527	2721	0	10000	None	0	None
528	5041	0	15000	None	0	None
529	5052	0	10000	None	0	None
530	0	2591	0	Vis	1500000	GLimit_VironClock_09
531	41	0	20	None	0	None
532	761	0	400	None	0	None
533	861	0	400	None	0	None
534	1041	0	20800	None	0	None
535	1161	0	200	None	0	None
536	1951	0	20800	None	0	None
537	2591	0	22000	None	0	None
538	2731	0	10000	None	0	None
539	5041	0	15000	None	0	None
540	5053	0	10000	None	0	None
541	0	2611	0	Vis	1500000	GLimit_VironClock_10
542	41	0	20	None	0	None
543	701	0	400	None	0	None
544	861	0	400	None	0	None
545	1051	0	200	None	0	None
546	1235	0	200	None	0	None
547	1951	0	26400	None	0	None
548	2611	0	27000	None	0	None
549	2741	0	10000	None	0	None
550	5041	0	25000	None	0	None
551	5053	0	10000	None	0	None
552	0	2611	0	Vis	2000000	GLimit_VironClock_11
553	41	0	20	None	0	None
554	391	0	10000	None	0	None
555	601	0	500	None	0	None
556	881	0	200	None	0	None
557	1051	0	200	None	0	None
558	1132	0	10	None	0	None
559	1812	0	10	None	0	None
560	2611	0	30140	None	0	None
561	2751	0	10000	None	0	None
562	5041	0	30140	None	0	None
563	5054	0	18000	None	0	None
564	0	2631	0	Vis	2000000	GLimit_VironClock_12
565	41	0	20	None	0	None
566	391	0	10000	None	0	None
567	611	0	500	None	0	None
568	881	0	200	None	0	None
569	1051	0	200	None	0	None
570	1122	0	10	None	0	None
571	1812	0	10	None	0	None
572	2631	0	30140	None	0	None
573	2761	0	10000	None	0	None
574	5041	0	30140	None	0	None
575	5054	0	18000	None	0	None
576	0	2641	0	Vis	4000000	GLimit_VironClock_Boss
577	41	0	50	None	0	None
578	401	0	15000	None	0	None
579	641	0	500	None	0	None
580	721	0	200	None	0	None
581	10046	0	1000	None	0	None
582	881	0	10	None	0	None
583	961	0	20	None	0	None
584	1051	0	200	None	0	None
585	10061	0	200	None	0	None
586	1812	0	10	None	0	None
587	2641	0	34000	None	0	None
588	5043	0	34000	None	0	None
589	5657	0	14810	None	0	None
590	0	620	0	Vis	1000000	GLimit_dragon_mission
591	351	0	500	None	0	None
592	381	0	480	None	0	None
593	451	0	3000	None	0	None
594	541	0	10	None	0	None
595	731	0	10	None	0	None
596	981	0	12000	None	0	None
597	1001	0	12000	None	0	None
598	1031	0	12000	None	0	None
599	1781	0	12000	None	0	None
600	5012	0	12000	None	0	None
601	5021	0	12000	None	0	None
602	5031	0	12000	None	0	None
603	5041	0	12000	None	0	None
604	0	1031	0	Vis	300000	GLimit_Cas_Mine01
605	1	0	12000	None	0	None
606	41	0	20	None	0	None
607	71	0	11000	None	0	None
608	271	0	8000	None	0	None
609	451	0	1500	None	0	None
610	921	0	11000	None	0	None
611	931	0	11000	None	0	None
612	951	0	11000	None	0	None
613	981	0	11000	None	0	None
614	1031	0	11000	None	0	None
615	1041	0	11000	None	0	None
616	1141	0	500	None	0	None
617	0	640	0	Vis	450000	GLimit_Cas_Mine02
618	41	0	20	None	0	None
619	71	0	12000	None	0	None
620	281	0	10000	None	0	None
621	441	0	13000	None	0	None
622	451	0	500	None	0	None
623	631	0	500	None	0	None
624	951	0	13000	None	0	None
625	981	0	13000	None	0	None
626	1031	0	10000	None	0	None
627	1041	0	14000	None	0	None
628	1111	0	12000	None	0	None
629	1141	0	500	None	0	None
630	1151	0	500	None	0	None
631	1231	0	500	None	0	None
632	0	654	0	Vis	1000000	GLimit_Cas_Mine03
633	41	0	20	None	0	None
634	71	0	9900	None	0	None
635	271	0	10000	None	0	None
636	441	0	10000	None	0	None
637	451	0	500	None	0	None
638	631	0	500	None	0	None
639	951	0	10000	None	0	None
640	981	0	10000	None	0	None
641	991	0	10000	None	0	None
642	1021	0	1100	None	0	None
643	1031	0	10000	None	0	None
644	1041	0	13000	None	0	None
645	1111	0	13000	None	0	None
646	1141	0	500	None	0	None
647	1151	0	500	None	0	None
648	1231	0	500	None	0	None
649	0	1041	0	Vis	1000000	GLimit_Cas_Relic01
650	41	0	20	None	0	None
651	71	0	10000	None	0	None
652	271	0	10000	None	0	None
653	441	0	13000	None	0	None
654	451	0	500	None	0	None
655	631	0	500	None	0	None
656	951	0	10500	None	0	None
657	981	0	10500	None	0	None
658	991	0	5000	None	0	None
659	1021	0	500	None	0	None
660	1031	0	12000	None	0	None
661	1041	0	13000	None	0	None
662	1111	0	12000	None	0	None
663	1141	0	500	None	0	None
664	1151	0	500	None	0	None
665	1161	0	500	None	0	None
666	1231	0	500	None	0	None
667	0	1041	0	Vis	1250000	GLimit_Cas_Relic02
668	41	0	20	None	0	None
669	71	0	10000	None	0	None
670	271	0	9000	None	0	None
671	441	0	9000	None	0	None
672	451	0	500	None	0	None
673	581	0	500	None	0	None
674	591	0	500	None	0	None
675	631	0	500	None	0	None
676	701	0	500	None	0	None
677	951	0	10000	None	0	None
678	981	0	11000	None	0	None
679	991	0	10000	None	0	None
680	1021	0	2000	None	0	None
681	1031	0	11000	None	0	None
682	1041	0	11000	None	0	None
683	1111	0	11000	None	0	None
684	1141	0	500	None	0	None
685	1151	0	500	None	0	None
686	1161	0	500	None	0	None
687	1191	0	500	None	0	None
688	1201	0	500	None	0	None
689	1231	0	500	None	0	None
690	0	271	0	Vis	1500000	GLimit_Cas_Relic03
691	41	0	20	None	0	None
692	71	0	10000	None	0	None
693	271	0	10000	None	0	None
694	441	0	10000	None	0	None
695	451	0	1000	None	0	None
696	581	0	450	None	0	None
697	591	0	450	None	0	None
698	631	0	450	None	0	None
699	701	0	450	None	0	None
700	861	0	450	None	0	None
701	951	0	11000	None	0	None
702	981	0	10000	None	0	None
703	991	0	2500	None	0	None
704	1021	0	2500	None	0	None
705	1031	0	11000	None	0	None
706	1041	0	15000	None	0	None
707	1051	0	200	None	0	None
708	1111	0	10000	None	0	None
709	1141	0	500	None	0	None
710	1151	0	400	None	0	None
711	1161	0	400	None	0	None
712	1191	0	500	None	0	None
713	1201	0	500	None	0	None
714	1231	0	500	None	0	None
715	0	271	0	Vis	1500000	GLimit_Cas_Tower01
716	41	0	20	None	0	None
717	71	0	12000	None	0	None
718	271	0	10000	None	0	None
719	442	0	12500	None	0	None
720	451	0	1000	None	0	None
721	491	0	13000	None	0	None
722	581	0	450	None	0	None
723	591	0	450	None	0	None
724	631	0	450	None	0	None
725	701	0	450	None	0	None
726	861	0	450	None	0	None
727	981	0	12000	None	0	None
728	991	0	7000	None	0	None
729	1021	0	2500	None	0	None
730	1041	0	14000	None	0	None
731	1051	0	200	None	0	None
732	1111	0	10000	None	0	None
733	1141	0	500	None	0	None
734	1151	0	500	None	0	None
735	1161	0	400	None	0	None
736	1191	0	400	None	0	None
737	1201	0	500	None	0	None
738	1231	0	500	None	0	None
739	0	271	0	Vis	2000000	GLimit_Cas_Tower02
740	41	0	20	None	0	None
741	71	0	12000	None	0	None
742	271	0	10000	None	0	None
743	442	0	12500	None	0	None
744	451	0	1000	None	0	None
745	491	0	13000	None	0	None
746	581	0	450	None	0	None
747	591	0	450	None	0	None
748	601	0	350	None	0	None
749	611	0	350	None	0	None
750	631	0	450	None	0	None
751	641	0	350	None	0	None
752	701	0	450	None	0	None
753	721	0	350	None	0	None
754	861	0	450	None	0	None
755	891	0	50	None	0	None
756	945	0	100	None	0	None
757	981	0	13000	None	0	None
758	991	0	4000	None	0	None
759	1021	0	1000	None	0	None
760	1041	0	13000	None	0	None
761	1051	0	200	None	0	None
762	1111	0	13000	None	0	None
763	1151	0	550	None	0	None
764	1161	0	550	None	0	None
765	1191	0	400	None	0	None
766	1201	0	400	None	0	None
767	1231	0	400	None	0	None
768	0	271	0	Vis	2500000	GLimit_Cas_Tower03
769	41	0	20	None	0	None
770	71	0	12000	None	0	None
771	271	0	10000	None	0	None
772	442	0	12500	None	0	None
773	451	0	2000	None	0	None
774	491	0	13000	None	0	None
775	581	0	450	None	0	None
776	591	0	450	None	0	None
777	601	0	250	None	0	None
778	611	0	250	None	0	None
779	641	0	250	None	0	None
780	701	0	350	None	0	None
781	721	0	250	None	0	None
782	861	0	350	None	0	None
783	881	0	450	None	0	None
784	891	0	50	None	0	None
785	945	0	100	None	0	None
786	981	0	13000	None	0	None
787	991	0	4000	None	0	None
788	1021	0	1000	None	0	None
789	1041	0	13000	None	0	None
790	1051	0	200	None	0	None
791	1111	0	13000	None	0	None
792	1161	0	600	None	0	None
793	1191	0	600	None	0	None
794	1201	0	600	None	0	None
795	0	281	0	Vis	3000000	GLimit_Cas_Tower04
796	81	0	22000	None	0	None
797	281	0	25000	None	0	None
798	451	0	8000	None	0	None
799	511	0	25000	None	0	None
800	581	0	1000	None	0	None
801	591	0	1000	None	0	None
802	601	0	450	None	0	None
803	611	0	450	None	0	None
804	641	0	250	None	0	None
805	701	0	1000	None	0	None
806	721	0	250	None	0	None
807	861	0	500	None	0	None
808	10043	0	100	None	0	None
809	891	0	500	None	0	None
810	945	0	100	None	0	None
811	961	0	500	None	0	None
812	991	0	10000	None	0	None
813	1021	0	2200	None	0	None
814	1051	0	200	None	0	None
815	1161	0	450	None	0	None
816	1171	0	450	None	0	None
817	1191	0	450	None	0	None
818	1201	0	450	None	0	None
819	0	1591	0	None	0	GLimit_Alchemy_0
820	2081	0	595000	None	0	None
821	1591	0	40000	None	0	None
822	2181	0	120000	None	0	None
823	2111	0	120000	None	0	None
824	1241	0	118850	None	0	None
825	431	0	1000	None	0	None
826	451	0	50	None	0	None
827	1951	0	50	None	0	None
828	2491	0	50	None	0	None
829	1331	0	5000	None	0	None
830	0	1601	0	None	0	GLimit_Alchemy_1
831	2091	0	595000	None	0	None
832	1601	0	50000	None	0	None
833	2121	0	118300	None	0	None
834	2501	0	118300	None	0	None
835	1251	0	110000	None	0	None
836	431	0	2000	None	0	None
837	451	0	100	None	0	None
838	1951	0	150	None	0	None
839	2491	0	150	None	0	None
840	1341	0	6000	None	0	None
841	0	1611	0	None	0	GLimit_Alchemy_2
842	2101	0	156350	None	0	None
843	1611	0	93000	None	0	None
844	1391	0	50000	None	0	None
845	1461	0	50000	None	0	None
846	2131	0	100000	None	0	None
847	41	0	50000	None	0	None
848	1661	0	100000	None	0	None
849	2261	0	70000	None	0	None
850	1261	0	150000	None	0	None
851	131	0	20000	None	0	None
852	431	0	3000	None	0	None
853	451	0	150	None	0	None
854	1951	0	250	None	0	None
855	2491	0	250	None	0	None
856	1351	0	7000	None	0	None
857	0	1621	0	None	0	GLimit_Alchemy_3
858	1621	0	150000	None	0	None
859	2141	0	82000	None	0	None
860	1401	0	44100	None	0	None
861	1461	0	50000	None	0	None
862	41	0	50000	None	0	None
863	1671	0	110000	None	0	None
864	2271	0	70000	None	0	None
865	461	0	10000	None	0	None
866	2241	0	110000	None	0	None
867	141	0	20000	None	0	None
868	1271	0	150000	None	0	None
869	431	0	5000	None	0	None
870	451	0	200	None	0	None
871	1951	0	350	None	0	None
872	2491	0	350	None	0	None
873	1361	0	8000	None	0	None
874	0	2151	0	None	0	GLimit_Alchemy_4
875	2151	0	150000	None	0	None
876	2211	0	50000	None	0	None
877	1411	0	50000	None	0	None
878	1461	0	50000	None	0	None
879	41	0	50000	None	0	None
880	1681	0	100000	None	0	None
881	2281	0	70000	None	0	None
