ClassID	Count	ItemID	ItemName	PriceItemID	Type
207	500000	42032	<$>28838</>	30001	1
209	500000	42040	<$>28845</>	30001	1
211	500000	42039	<$>28844</>	30001	1
212	500000	42033	<$>28839</>	30001	1
213	500000	42074	<$>28824</>	30001	1
215	500000	42087	<$>28823</>	30001	1
216	500000	42086	<$>28832</>	30001	1
218	500000	42077	<$>28828</>	30001	1
219	500000	42026	<$>28835</>	30001	1
220	500000	42027	<$>28816</>	30001	1
221	500000	42072	<$>28818</>	30001	1
222	500000	42041	<$>28846</>	30001	1
224	0	42198	<$>28980</>	0	1
226	0	180034	<$>29058</>	0	1
230	0	180041	<$>29062</>	0	1
231	0	180030	<$>29055</>	0	1
232	0	180031	<$>29056</>	0	1
233	0	180033	<$>29057</>	0	1
234	0	180037	<$>29059</>	0	1
235	0	180038	<$>29060</>	0	1
236	0	180040	<$>29061</>	0	1
238	0	42542	<$>29029</>	0	1
239	0	42543	<$>29030</>	0	1
242	0	180011	<$>29047</>	0	1
245	0	42546	<$>29033</>	0	1
246	0	42200	<$>28982</>	0	1
249	0	42661	<$>29038</>	0	1
250	0	180059	<$>29063</>	0	1
251	0	180060	<$>29064</>	0	1
258	0	42668	<$>29074</>	0	1
260	0	42670	<$>29076</>	0	1
261	0	180061	<$>29066</>	0	1
262	0	180072	<$>29065</>	0	1
263	0	42671	<$>29078</>	0	1
264	0	180046	<$>100605</>	0	1
265	0	180042	<$>100606</>	0	1
266	0	180046	<$>29079</>	0	1
267	0	180042	<$>29080</>	0	1
269	0	180078	<$>29082</>	0	1
270	0	180065	<$>29083</>	0	1
271	0	42674	<$>29085</>	0	1
272	0	42675	<$>29086</>	0	1
273	0	42676	<$>29087</>	0	1
274	0	180054	<$>29088</>	0	1
275	0	180076	<$>29089</>	0	1
276	0	180044	<$>68315</>	0	1
277	0	180017	<$>29090</>	0	1
278	0	642000	<$>29092</>	0	1
279	0	180074	<$>29093</>	0	1
282	0	42677	<$>68272</>	0	1
283	0	180085	<$>68254</>	0	1
286	0	42678	<$>73760</>	0	1
287	0	42681	<$>74106</>	0	1
288	0	180083	<$>34857</>	0	1
304	0	50000	<$>100607</>	0	1
2001	300000	41166	<$>29764</>	30001	4
2002	300000	41167	<$>29765</>	30001	4
2003	300000	41168	<$>29766</>	30001	4
2004	300000	41169	<$>29767</>	30001	4
2005	300000	41170	<$>29768</>	30001	4
2006	300000	41009	<$>29769</>	30001	4
2007	300000	41005	<$>29770</>	30001	4
2008	300000	41112	<$>29771</>	30001	4
2009	300000	41130	<$>29772</>	30001	4
2010	300000	41173	<$>29773</>	30001	4
2011	300000	41174	<$>29774</>	30001	4
2012	300000	41124	<$>9126</>	30001	4
2013	300000	41176	<$>29775</>	30001	4
2014	300000	41177	<$>29776</>	30001	4
2017	300000	41011	<$>29778</>	30001	4
2018	300000	41190	<$>29779</>	30001	4
2019	300000	41012	<$>29780</>	30001	4
2020	300000	41122	<$>9127</>	30001	4
2021	300000	41032	<$>29781</>	30001	4
2022	300000	41047	<$>29782</>	30001	4
2023	300000	41004	<$>29783</>	30001	4
2024	300000	41034	<$>2295</>	30001	4
2025	300000	41042	<$>29784</>	30001	4
2026	300000	41005	<$>29785</>	30001	4
2027	300000	41006	<$>29786</>	30001	4
2028	300000	41007	<$>29787</>	30001	4
2030	300000	41220	<$>29789</>	30001	4
2032	300000	41149	<$>29791</>	30001	4
2033	300000	41151	<$>29792</>	30001	4
2034	300000	41150	<$>29793</>	30001	4
2035	300000	41193	<$>29794</>	30001	4
2036	300000	41194	<$>29795</>	30001	4
2037	300000	41195	<$>29796</>	30001	4
2038	300000	41152	<$>68635</>	30001	4
3001	0	17681	<$>29248</>	0	3
3002	300000	17390	<$>29109</>	30001	3
3003	0	17658	<$>29225</>	0	3
3009	0	17678	<$>29245</>	0	3
3011	300000	17191	<$>29100</>	30001	3
3013	0	17687	<$>29254</>	0	3
3017	300000	17291	<$>29107</>	30001	3
3021	300000	17491	<$>29115</>	30001	3
3030	300000	17590	<$>29120</>	30001	3
3031	0	17677	<$>29244</>	0	3
3032	300000	17101	<$>29096</>	30001	3
3035	300000	17102	<$>29097</>	30001	3
3036	300000	17501	<$>29116</>	30001	3
3039	300000	17192	<$>29101</>	30001	3
3043	300000	17001	<$>29094</>	30001	3
3045	300000	17683	<$>29250</>	30001	3
3048	300000	17502	<$>29117</>	30001	3
3051	300000	17204	<$>29105</>	30001	3
3052	300000	17190	<$>29099</>	30001	3
3053	300000	17301	<$>29108</>	30001	3
3054	0	17672	<$>29239</>	0	3
3056	0	17618	<$>29195</>	0	3
3057	0	17620	<$>29196</>	0	3
3058	0	17621	<$>29197</>	0	3
3059	0	17679	<$>29246</>	0	3
3063	0	17605	<$>29183</>	0	3
3066	300000	17503	<$>29118</>	30001	3
3071	0	17659	<$>29226</>	0	3
3072	0	17660	<$>29227</>	0	3
3075	300000	17103	<$>29098</>	30001	3
3076	0	17684	<$>29251</>	0	3
3077	0	17685	<$>29252</>	0	3
3081	300000	17401	<$>29111</>	30001	3
3082	300000	17490	<$>29114</>	30001	3
3086	0	17662	<$>29229</>	0	3
3087	300000	17202	<$>29103</>	30001	3
3088	300000	17203	<$>29104</>	30001	3
3092	300000	17201	<$>29102</>	30001	3
3093	300000	17391	<$>29110</>	30001	3
3094	0	17668	<$>29235</>	0	3
3101	0	17664	<$>29231</>	0	3
3103	0	17026	<$>29141</>	0	3
3106	0	17673	<$>29240</>	0	3
3109	300000	17592	<$>29122</>	30001	3
3110	0	17663	<$>29230</>	0	3
3111	300000	17002	<$>29095</>	30001	3
3112	0	17019	<$>29135</>	0	3
3121	300000	17504	<$>29119</>	30001	3
3131	300000	17402	<$>29112</>	30001	3
3134	0	17693	<$>29260</>	0	3
3150	0	170026	<$>29319</>	0	3
3151	0	170025	<$>29325</>	0	3
3152	0	170034	<$>29316</>	0	3
3153	0	170023	<$>29315</>	0	3
3154	0	170029	<$>29318</>	0	3
3155	0	170030	<$>29322</>	0	3
3156	0	170032	<$>29317</>	0	3
3157	0	17698	<$>29265</>	0	3
3159	0	170022	<$>29320</>	0	3
3162	0	17700	<$>29267</>	0	3
3166	0	170008	<$>29323</>	0	3
3168	0	17705	<$>29272</>	0	3
3170	0	17707	<$>29274</>	0	3
3171	0	17708	<$>29275</>	0	3
3173	0	17710	<$>29277</>	0	3
3176	0	170048	<$>29330</>	0	3
3177	0	170052	<$>29321</>	0	3
3178	0	17711	<$>29331</>	0	3
3179	0	170036	<$>100608</>	0	3
3180	0	170033	<$>100609</>	0	3
3181	0	170036	<$>29332</>	0	3
3182	0	170033	<$>29333</>	0	3
3184	0	170055	<$>29335</>	0	3
3185	0	170050	<$>29336</>	0	3
3186	0	17714	<$>29338</>	0	3
3187	0	17715	<$>29339</>	0	3
3188	0	17716	<$>29340</>	0	3
3189	0	170054	<$>29341</>	0	3
3190	0	170014	<$>29801</>	0	3
3191	0	643000	<$>29343</>	0	3
3192	0	170053	<$>29344</>	0	3
3194	0	17717	<$>68275</>	0	3
3195	0	170063	<$>68257</>	0	3
3198	0	17721	<$>74107</>	0	3
3199	0	17718	<$>73765</>	0	3
3200	0	170061	<$>74821</>	0	3
3201	0	170059	<$>74816</>	0	3
3205	300000	41036	<$>29749</>	30001	4
3206	300000	41035	<$>29750</>	30001	4
3207	300000	41001	<$>29751</>	30001	4
3208	300000	41040	<$>29752</>	30001	4
3210	300000	41175	<$>29753</>	30001	4
3211	300000	41041	<$>29754</>	30001	4
3212	300000	41030	<$>18673</>	30001	4
3213	300000	41002	<$>29755</>	30001	4
3214	300000	41171	<$>29756</>	30001	4
3215	300000	41172	<$>29757</>	30001	4
3216	300000	41189	<$>9129</>	30001	4
3217	300000	41039	<$>18674</>	30001	4
3219	300000	41123	<$>9128</>	30001	4
3220	300000	41033	<$>29758</>	30001	4
3221	300000	41204	<$>29759</>	30001	4
3222	300000	41037	<$>18672</>	30001	4
3223	300000	41008	<$>29760</>	30001	4
3224	300000	41003	<$>29761</>	30001	4
3226	300000	41165	<$>29763</>	30001	4
4001	0	18020	<$>29297</>	0	2
4002	0	18002	<$>29279</>	0	2
4003	0	18001	<$>29278</>	0	2
4004	0	18012	<$>29289</>	0	2
4005	0	18011	<$>29288</>	0	2
4006	0	18014	<$>29291</>	0	2
4007	0	18015	<$>29292</>	0	2
4008	0	18021	<$>29298</>	0	2
4009	0	18022	<$>29299</>	0	2
4010	0	18008	<$>29285</>	0	2
4011	0	18007	<$>29284</>	0	2
4012	0	18016	<$>29293</>	0	2
4013	0	18017	<$>29294</>	0	2
4014	0	18018	<$>29295</>	0	2
4015	0	18041	<$>29313</>	0	2
4016	0	18006	<$>29283</>	0	2
4017	0	18005	<$>29282</>	0	2
4018	0	18032	<$>29304</>	0	2
4019	0	18031	<$>29303</>	0	2
4020	0	18038	<$>29310</>	0	2
4021	0	18037	<$>29309</>	0	2
4022	0	18036	<$>29308</>	0	2
4023	0	18035	<$>29307</>	0	2
4024	0	18040	<$>29312</>	0	2
4025	0	18039	<$>29311</>	0	2
4026	0	18034	<$>29306</>	0	2
4027	0	18033	<$>29305</>	0	2
4028	0	18010	<$>29287</>	0	2
4029	0	18009	<$>29286</>	0	2
4030	0	18004	<$>29281</>	0	2
4031	0	18003	<$>29280</>	0	2
4032	0	18013	<$>29290</>	0	3
4033	0	18019	<$>29296</>	0	3
4034	0	18042	<$>29314</>	0	2
4035	0	18043	<$>29324</>	0	2
4036	0	18045	<$>29802</>	0	2
4037	0	18044	<$>29803</>	0	2
4038	0	18046	<$>29804</>	0	2
4041	0	17675	<$>29242</>	0	3
4043	0	17665	<$>29232</>	0	3
4045	300000	17591	<$>29121</>	30001	3
4047	0	17666	<$>29233</>	0	3
4048	300000	17595	<$>29123</>	30001	3
4053	0	17603	<$>29181</>	0	3
4054	0	17676	<$>29243</>	0	3
4055	300000	17403	<$>29113</>	30001	3
4059	0	17667	<$>29234</>	0	3
4060	0	17680	<$>29247</>	0	3
4064	0	17731	<$>100610</>	0	3
