AiRange	AutoCheck	AutoDuel	BgName	BgmPlayList	ChangeChannel	Channel	ChaseLimit	ClassID	ClassName	CliqueWar	ColBan	ColGenX	ColGenY	ColGenZ	ColonyEXP	ColonyX	ColonyY	ColonyZ	Continent	DefGenPosX	DefGenPosY	DefGenPosZ	Desc	DropItem1Freq	DropItem1ID	DropItem2Freq	DropItem2ID	DropItem3Freq	DropItem3ID	DropItem4Freq	DropItem4ID	DropItem5Freq	DropItem5ID	DropItem6Freq	DropItem6ID	DropItem7Freq	DropItem7ID	EnablePK	EngName	FlagCount	GetRestart	HeldWepn	HideEnemyPhrase	Info	ItemGroup	ItemPriorityTime	ItemViewDist	LeaveTime	LoadingImg	LockWarp	LockWarpCommLV	LockWarpSaveId	MapTitleFont1	MapTitleFont2	MinimapFile	MinimapLength	MinimapOffsetX	MinimapOffsetY	Mission	MonCache	MonViewDist	MonsterDropBlock	MovableZone	Name	NewPVPRule	NoMIC	Note	PartyBuff	PartyWar	PcCache	PcViewDist	QuestWarp	RecallRequestAble	RecallTakeAble	RewardEXPBM	RewardItemBM	SaveWarp	Thumbnail	TokName	TriggerViewDist	Tutorial	Type	UseAIAnyWhere	UseGlobalDrop	UseInitScp	UseItemCoolDown	UseReturnScroll	UseTeleportScroll	UserShop	ViewMiddleRange	ViewRange	WarGroup	WayPointX	WayPointY	WayPointZ	WorldMapName	ZoneItem	ZoneScript	vsMon	vsPC
2500	TRUE	FALSE	dun_alq05	Silence	TRUE	3	5	3606	dun_alq05	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	20106	-12745	0	<$>47446</>	2700	21817	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Rion Dungeon, Hollow	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_alq05.jpg	64242.145	0	0	FALSE	TRUE	3200	FALSE	None	<$>47446</>	0	0	<$>47444</>	TRUE	FALSE	TRUE	3000	None	TRUE	TRUE	1	1	TRUE	thumb_dun_alq05.jpg	dun_alq05	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	20106	-12745	0	btl_reb03_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	btl_alq02	Battle_Field_8	TRUE	3	5	3662	btl_alq02	FALSE	202	-15247	-11408	-4002	0	-15068	-11680	-4022	GranadoEspada	-11923	-3415	-3848	<$>28783</>	15000	21818	1000	21618	0	0	0	0	0	0	0	0	0	0	TRUE	Rio Albi	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_alq02.jpg	90000	-4300	-600	FALSE	TRUE	3200	FALSE	None	<$>28783</>	0	0	<$>47447</>	TRUE	TRUE	TRUE	3000	None	TRUE	TRUE	1	1	TRUE	thumb_btl_alq02.jpg	btl_alq02	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-11923	-3415	-3848	btl_alq02_btn	btl_alq02	None	TRUE	FALSE
2500	TRUE	FALSE	dun_alq_boss	Al_Quelt_Moreza_Boss	TRUE	3	5	3699	dun_alq_boss	FALSE	0	0	0	0	1	-19	6141	0	GranadoEspada	-19	6141	0	<$>29425</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Al Quelt Moreza, Hollow	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_alq_boss.jpg	15000	0	403.913	FALSE	TRUE	3200	FALSE	None	<$>29425</>	0	0	<$>47448</>	TRUE	FALSE	TRUE	3000	None	TRUE	TRUE	1	1	FALSE	thumb_dun_alq_boss.jpg	dun_alq_boss	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-19	6141	0	fld_alq_btn	dun_alq_boss	None	TRUE	FALSE
2500	TRUE	FALSE	dun_ttr_boss	Tetra_Boss	TRUE	3	5	3799	dun_ttr_boss	FALSE	0	0	0	0	1	7	3965	0	GranadoEspada	7	3965	0	<$>47457</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Tetra, Antiquities Room	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ttr_boss.jpg	18500	0	-2995.972	FALSE	TRUE	3200	FALSE	None	<$>47457</>	0	0	<$>47456</>	TRUE	FALSE	TRUE	3000	None	TRUE	TRUE	1	1	FALSE	thumb_dun_ttr_boss.jpg	dun_ttr_boss	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	7	3965	0	fld_ttr_btn	dun_ttr_boss	None	TRUE	FALSE
2500	TRUE	FALSE	dun_ptv_boss	Porto_Bello_Boss	TRUE	3	5	3899	dun_ptv_boss	FALSE	0	0	0	0	1	666	1811	0	GranadoEspada	666	1811	0	<$>47469</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Porto Bello, St. Cathrina Saloon	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ptv_boss.jpg	30050	2225.712	0	FALSE	TRUE	3200	FALSE	None	<$>47469</>	0	0	<$>47465</>	TRUE	FALSE	TRUE	3000	None	TRUE	TRUE	1	1	FALSE	thumb_dun_ptv_boss.jpg	dun_ptv_boss	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	666	1811	0	fld_ptv_btn	dun_ptv_boss	None	TRUE	FALSE
2500	TRUE	FALSE	dun_ust01	Skeleton	TRUE	3	5	3901	dun_ust01	FALSE	0	0	0	0	1	6267	-420	-666	GranadoEspada	6267	-420	-666	<$>47471</>	0	0	0	0	500	21609	1000	21620	0	0	0	0	0	0	TRUE	Nest of Skeleton 1F	5	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust01.jpg	63400	0	600	FALSE	TRUE	3200	FALSE	None	<$>47471</>	0	0	<$>47470</>	TRUE	FALSE	TRUE	3000	None	TRUE	TRUE	0.9	0.9	TRUE	thumb_dun_ust01.jpg	dun_ust01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	6267	-420	-666	btl_ust03_btn	dun_ust01	None	TRUE	FALSE
2500	TRUE	FALSE	dun_ust02	Skeleton	TRUE	3	5	3904	dun_ust02	FALSE	0	0	0	0	1	-1396	1045	-828	GranadoEspada	-1396	1045	-828	<$>47473</>	0	0	0	0	500	21610	1000	21620	30000	86011	0	0	0	0	TRUE	Nest of Skeleton 2F	5	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust02.jpg	57700	-685	900	FALSE	TRUE	3200	FALSE	None	<$>47473</>	0	0	<$>47472</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.2	0.9	TRUE	thumb_dun_ust02.jpg	dun_ust02	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-1396	1045	-828	btl_ust03_btn	dun_ust02	None	TRUE	FALSE
2500	TRUE	TRUE	dun_ust04	Skeleton	TRUE	3	5	3905	dun_ust04	FALSE	0	0	0	0	1	-18285	5589	-1106	GranadoEspada	-18285	5589	-1106	<$>6032</>	0	0	0	0	300	21610	700	21620	0	0	0	0	0	0	TRUE	Nest of The Ancient Skeleton 1F	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust04.jpg	57700	900	-685	FALSE	TRUE	3200	FALSE	None	<$>6032</>	0	0	<$>47474</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.8	0.7	FALSE	thumb_dun_ust02.jpg	dun_ust04	6000	FALSE	PARTYWAR	NO	1	0	1	FALSE	TRUE	TRUE	4000	6000	0	-18285	5589	-1106	btl_ust03_btn	dun_ust04	CHECK_CASHBUFF_SKEL	TRUE	FALSE
2500	TRUE	TRUE	dun_ust04	Skeleton	TRUE	3	5	3906	dun_ust04_tw	FALSE	0	0	0	0	1	-18285	5589	-1106	GranadoEspada	-18285	5589	-1106	<$>6032</>	0	0	0	0	300	21610	700	21620	0	0	0	0	0	0	FALSE	Nest of The Ancient Skeleton 1F	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust04.jpg	57700	900	-685	FALSE	TRUE	3200	FALSE	None	<$>6032</>	0	0	<$>47474</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.8	0.7	FALSE	thumb_dun_ust02.jpg	dun_ust04	6000	FALSE	TRUCEWORLD	NO	1	0	1	FALSE	TRUE	TRUE	4000	6000	0	-18285	5589	-1106	btl_ust03_btn	dun_ust04	CHECK_CASHBUFF_SKEL_JPN	TRUE	FALSE
2500	TRUE	FALSE	dun_ust03	Skeleton	TRUE	3	5	3907	dun_ust03	FALSE	0	0	0	0	1	359	545	-773	GranadoEspada	359	545	-773	<$>47477</>	0	0	0	0	500	21611	1000	21620	30000	86017	0	0	0	0	TRUE	Nest of Skeleton 3F	5	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust03.jpg	62400	-250	-540	FALSE	TRUE	3200	FALSE	None	<$>47477</>	0	0	<$>47476</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.2	0.9	TRUE	thumb_dun_ust03.jpg	dun_ust03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	359	545	-773	btl_ust03_btn	dun_ust03	None	TRUE	FALSE
2500	TRUE	TRUE	dun_ust01	Skeleton	TRUE	3	5	3909	dun_ust05	FALSE	0	0	0	0	1	6267	-420	-666	GranadoEspada	6267	-420	-666	<$>6033</>	0	0	0	0	300	21609	700	21620	0	0	0	0	0	0	TRUE	Nest of The Ancient Skeleton 2F	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust05.jpg	63400	0	600	FALSE	TRUE	3200	FALSE	None	<$>6033</>	0	0	<$>47472</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.8	0.7	FALSE	thumb_dun_ust01.jpg	dun_ust01	6000	FALSE	PARTYWAR	NO	1	0	1	FALSE	TRUE	TRUE	4000	6000	0	6267	-420	-666	btl_ust03_btn	dun_ust01	CHECK_CASHBUFF_SKEL	TRUE	FALSE
2500	TRUE	TRUE	dun_ust04	Skeleton	TRUE	3	5	3910	dun_ust04_2	FALSE	0	0	0	0	1	-18285	5589	-1106	GranadoEspada	-18285	5589	-1106	<$>6035</>	0	0	0	0	300	21610	700	21620	0	0	0	0	0	0	TRUE	Secret Nest of The Ancient Skeleton	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust04_2.jpg	57700	900	-685	FALSE	TRUE	3200	FALSE	None	<$>6035</>	0	0	<$>47474</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.8	0.7	FALSE	thumb_dun_ust02.jpg	dun_ust04	6000	FALSE	PARTYWAR	NO	1	0	1	FALSE	TRUE	TRUE	4000	6000	0	-18285	5589	-1106	btl_ust03_btn	dun_ust04	CHECK_CASHBUFF_SKEL_H	TRUE	FALSE
2500	TRUE	TRUE	dun_ust01	Skeleton	TRUE	3	5	3911	dun_ust05_tw	FALSE	0	0	0	0	1	6267	-420	-666	GranadoEspada	6267	-420	-666	<$>6033</>	0	0	0	0	300	21609	700	21620	0	0	0	0	0	0	FALSE	Nest of The Ancient Skeleton 2F	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust05.jpg	63400	0	600	FALSE	TRUE	3200	FALSE	None	<$>6033</>	0	0	<$>47472</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.8	0.7	FALSE	thumb_dun_ust01.jpg	dun_ust01	6000	FALSE	TRUCEWORLD	NO	1	0	1	FALSE	TRUE	TRUE	4000	6000	0	6267	-420	-666	btl_ust03_btn	dun_ust01	CHECK_CASHBUFF_SKEL_JPN	TRUE	FALSE
2500	TRUE	TRUE	dun_ust04	Skeleton	TRUE	3	5	3912	dun_ust04_2_tw	FALSE	0	0	0	0	1	-18285	5589	-1106	GranadoEspada	-18285	5589	-1106	<$>6035</>	0	0	0	0	300	21610	700	21620	0	0	0	0	0	0	FALSE	Secret Nest of The Ancient Skeleton	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust04_2.jpg	57700	900	-685	FALSE	TRUE	3200	FALSE	None	<$>6035</>	0	0	<$>47474</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.8	0.7	FALSE	thumb_dun_ust02.jpg	dun_ust04	6000	FALSE	TRUCEWORLD	NO	1	0	1	FALSE	TRUE	TRUE	4000	6000	0	-18285	5589	-1106	btl_ust03_btn	dun_ust04	CHECK_CASHBUFF_SKEL_H	TRUE	FALSE
2500	TRUE	FALSE	dun_ust04	Skeleton	TRUE	3	5	3913	dun_ust04_nonpk	FALSE	0	0	0	0	1	-18285	5589	-1106	GranadoEspada	-18285	5589	-1106	<$>6068</>	0	0	0	0	300	21610	700	21620	0	0	0	0	0	0	FALSE	Shelter of The Ancient Skeleton 1F	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust04_nonpk.jpg	57700	900	-685	FALSE	TRUE	3200	FALSE	None	<$>6068</>	0	0	<$>47474</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.8	0.7	FALSE	thumb_dun_ust02.jpg	dun_ust04	6000	FALSE	TRUCEWORLD	NO	1	0	1	FALSE	TRUE	TRUE	4000	6000	0	-18285	5589	-1106	btl_ust03_btn	dun_ust04	CHECK_CASHBUFF_SKEL_S	TRUE	FALSE
2500	TRUE	FALSE	dun_ust01	Skeleton	TRUE	3	5	3914	dun_ust05_nonpk	FALSE	0	0	0	0	1	6267	-420	-666	GranadoEspada	6267	-420	-666	<$>6069</>	0	0	0	0	300	21609	700	21620	0	0	0	0	0	0	FALSE	Shelter of The Ancient Skeleton 2F	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust05.jpg	63400	0	600	FALSE	TRUE	3200	FALSE	None	<$>6069</>	0	0	<$>47472</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1.8	0.7	FALSE	thumb_dun_ust01.jpg	dun_ust01	6000	FALSE	TRUCEWORLD	NO	1	0	1	FALSE	TRUE	TRUE	4000	6000	0	6267	-420	-666	btl_ust03_btn	dun_ust01	CHECK_CASHBUFF_SKEL_S	TRUE	FALSE
2500	TRUE	FALSE	dun_ust_boss	Skeleton_Boss	FALSE	3	5	3999	dun_ust_boss	FALSE	0	0	0	0	1	-5900	20	200	GranadoEspada	-6200	0	200	<$>8319</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Sea Cave of Revenent	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ust_boss.jpg	16850	-3650	0	FALSE	TRUE	3200	FALSE	None	<$>8319</>	0	0	<$>47478</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1	1.3	FALSE	thumb_dun_ust_boss.jpg	dun_ust_boss	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-5900	20	200	btl_ust03_btn	dun_ust_boss	None	TRUE	FALSE
2500	TRUE	FALSE	dun_ktv01	TowerGraciel	FALSE	1	5	4001	dun_ktv01	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	0	-17800	0	<$>47480</>	1000	74421	1000	74422	1000	74423	20000	86343	20000	86344	20000	86345	0	0	TRUE	The Tower of Glaciel Spirit 1F	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ktv01.jpg	38000	0	0	FALSE	TRUE	3200	FALSE	None	<$>47480</>	0	0	<$>47479</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1	1	FALSE	thumb_dun_ktv01.jpg	dun_ktv01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	0	-17800	0	fld_ktv_btn	dun_ktv01	None	TRUE	FALSE
2500	TRUE	FALSE	dun_ktv02	TowerGraciel	FALSE	1	5	4002	dun_ktv02	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	-1000	8580	0	<$>47481</>	1000	74421	1000	74422	1000	74423	19000	86343	19000	86344	19000	86345	0	0	TRUE	The Tower of Glaciel Spirit 2F	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ktv04.jpg	60000	13000	0	FALSE	TRUE	3200	FALSE	None	<$>47481</>	0	0	<$>47479</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1	1	FALSE	thumb_dun_ktv02.jpg	dun_ktv04	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-1000	8580	0	fld_ktv_btn	dun_ktv02	None	TRUE	FALSE
2500	TRUE	FALSE	dun_ktv03	TowerGraciel	FALSE	1	5	4003	dun_ktv03	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	-1000	8580	0	<$>47482</>	1000	74421	1000	74422	1000	74423	18000	86343	18000	86344	18000	86345	0	0	TRUE	The Tower of Glaciel Spirit 3F	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_ktv03.jpg	24000	0	0	FALSE	TRUE	3200	FALSE	None	<$>47482</>	0	0	<$>47479</>	TRUE	FALSE	TRUE	3000	None	FALSE	TRUE	1	1	FALSE	thumb_dun_ktv03.jpg	dun_ktv03	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-1000	8580	0	fld_ktv_btn	dun_ktv03	None	TRUE	FALSE
