Arbitrary	ClassID	ClassName	GroupName	ItemID	ItemName
1	58028	SHOP_FESO_ITEMSHOP_58028	FESO_ITEMSHOP	23447	StatAmpul_CON_ev
1	58029	SHOP_FESO_ITEMSHOP_58029	FESO_ITEMSHOP	23448	StatAmpul_DEX_ev
1	58030	SHOP_FESO_ITEMSHOP_58030	FESO_ITEMSHOP	23449	StatAmpul_INT_ev
1	58031	SHOP_FESO_ITEMSHOP_58031	FESO_ITEMSHOP	23450	StatAmpul_CHA_ev
1	58033	SHOP_FESO_ITEMSHOP_58033	FESO_ITEMSHOP	23164	Extended_TL_Evn
1	58041	SHOP_FESO_ITEMSHOP_58041	FESO_ITEMSHOP	88221	AncientDungeon_key
1	58047	SHOP_FESO_ITEMSHOP_58047	FESO_ITEMSHOP	21544	Token_Normal
1	58048	SHOP_FESO_ITEMSHOP_58048	FESO_ITEMSHOP	21545	Token_Veteran
1	58049	SHOP_FESO_ITEMSHOP_58049	FESO_ITEMSHOP	21546	Token_Expert
1	58053	SHOP_FESO_ITEMSHOP_58053	FESO_ITEMSHOP	88024	OtitePerfume
1	58054	SHOP_FESO_ITEMSHOP_58054	FESO_ITEMSHOP	28010	LargeCaliberBulletbox_1day
1	58055	SHOP_FESO_ITEMSHOP_58055	FESO_ITEMSHOP	28011	ElementalSphere_1day
1	58056	SHOP_FESO_ITEMSHOP_58056	FESO_ITEMSHOP	28012	PsychicSphere_1day
1	58058	SHOP_FESO_ITEMSHOP_58058	FESO_ITEMSHOP	21046	RecallFrScroll
1	58059	SHOP_FESO_ITEMSHOP_58059	FESO_ITEMSHOP	75318	MoonStone
1	58060	SHOP_FESO_ITEMSHOP_58060	FESO_ITEMSHOP	75330	GrowthStone
1	58088	SHOP_FESO_ITEMSHOP_58088	FESO_ITEMSHOP	189024	Shiny_Key
1	58091	SHOP_FESO_ITEMSHOP_58091	FESO_ITEMSHOP	41106	Wheelofdestiny2
1	58092	SHOP_FESO_ITEMSHOP_58092	FESO_ITEMSHOP	20504	ValkyrieCrasher_4
1	58093	SHOP_FESO_ITEMSHOP_58093	FESO_ITEMSHOP	20505	ValkyrieCrasher_5
1	58100	SHOP_FESO_ITEMSHOP_58100	FESO_ITEMSHOP	28007	SteelBulletbox_1day
1	58103	SHOP_FESO_ITEMSHOP_58103	FESO_ITEMSHOP	28008	SteelBoltbox_1day
1	58104	SHOP_FESO_ITEMSHOP_58104	FESO_ITEMSHOP	28009	FullMetalShellBox_1day
1	58105	SHOP_FESO_ITEMSHOP_58105	FESO_ITEMSHOP	21028	RedCloth
1	58106	SHOP_FESO_ITEMSHOP_58106	FESO_ITEMSHOP	21029	White_Cloth
1	58107	SHOP_FESO_ITEMSHOP_58107	FESO_ITEMSHOP	20675	Spinel_Steamer
1	58108	SHOP_FESO_ITEMSHOP_58108	FESO_ITEMSHOP	20676	Spinel_Candler
1	58109	SHOP_FESO_ITEMSHOP_58109	FESO_ITEMSHOP	20677	Spinel_Capri
1	58110	SHOP_FESO_ITEMSHOP_58110	FESO_ITEMSHOP	20678	Spinel_GiantEnc
1	58111	SHOP_FESO_ITEMSHOP_58111	FESO_ITEMSHOP	20679	Spinel_MRizer
1	58112	SHOP_FESO_ITEMSHOP_58112	FESO_ITEMSHOP	20680	Spinel_TestNo122
1	58113	SHOP_FESO_ITEMSHOP_58113	FESO_ITEMSHOP	20681	Spinel_Battleship142
1	58114	SHOP_FESO_ITEMSHOP_58114	FESO_ITEMSHOP	20682	Spinel_BossWolf
1	58115	SHOP_FESO_ITEMSHOP_58115	FESO_ITEMSHOP	20683	Spinel_QEaterB
1	58116	SHOP_FESO_ITEMSHOP_58116	FESO_ITEMSHOP	20684	Spinel_QEaterE
1	58117	SHOP_FESO_ITEMSHOP_58117	FESO_ITEMSHOP	20685	Spinel_QEaterT
1	58118	SHOP_FESO_ITEMSHOP_58118	FESO_ITEMSHOP	20686	Spinel_PMandoreria
1	58119	SHOP_FESO_ITEMSHOP_58119	FESO_ITEMSHOP	20687	Spinel_Sharffen
1	58120	SHOP_FESO_ITEMSHOP_58120	FESO_ITEMSHOP	20688	Spinel_Ureusminion
1	58121	SHOP_FESO_ITEMSHOP_58121	FESO_ITEMSHOP	20689	Spinel_UreusEgg
1	58122	SHOP_FESO_ITEMSHOP_58122	FESO_ITEMSHOP	20690	Spinel_MiniGriffon
1	58123	SHOP_FESO_ITEMSHOP_58123	FESO_ITEMSHOP	20691	Spinel_Griffon
1	58124	SHOP_FESO_ITEMSHOP_58124	FESO_ITEMSHOP	22105	Card_Freeday
1	58125	SHOP_FESO_ITEMSHOP_58125	FESO_ITEMSHOP	22110	Card_Grandies2
1	58126	SHOP_FESO_ITEMSHOP_58126	FESO_ITEMSHOP	41191	WhiteCristatus_15days
1	58127	SHOP_FESO_ITEMSHOP_58127	FESO_ITEMSHOP	88300	allWarp_Twenty_30days
1	58128	SHOP_FESO_ITEMSHOP_58128	FESO_ITEMSHOP	89065	WareSlot_1000_30day
1	58129	SHOP_FESO_ITEMSHOP_58129	FESO_ITEMSHOP	23269	Potion_HPUP10000
1	58130	SHOP_FESO_ITEMSHOP_58130	FESO_ITEMSHOP	23222	Potion_SPUP500
1	58131	SHOP_FESO_ITEMSHOP_58131	FESO_ITEMSHOP	20972	Creature_ATK_3
1	58132	SHOP_FESO_ITEMSHOP_58132	FESO_ITEMSHOP	20973	Golem_ATK_3
1	58133	SHOP_FESO_ITEMSHOP_58133	FESO_ITEMSHOP	20974	Demon_ATK_3
1	58134	SHOP_FESO_ITEMSHOP_58134	FESO_ITEMSHOP	20975	Undead_ATK_3
1	58135	SHOP_FESO_ITEMSHOP_58135	FESO_ITEMSHOP	20976	Human_ATK_3
1	58136	SHOP_FESO_ITEMSHOP_58136	FESO_ITEMSHOP	23435	Meele_Ampul_Event
1	58137	SHOP_FESO_ITEMSHOP_58137	FESO_ITEMSHOP	23437	Shooting_Ampul_Event
1	58138	SHOP_FESO_ITEMSHOP_58138	FESO_ITEMSHOP	23439	Magic_Ampul_Event
1	58139	SHOP_FESO_ITEMSHOP_58139	FESO_ITEMSHOP	23422	Potable_SpiderSteak
1	58140	SHOP_FESO_ITEMSHOP_58140	FESO_ITEMSHOP	23423	Potable_BoarSteak
1	58141	SHOP_FESO_ITEMSHOP_58141	FESO_ITEMSHOP	23424	Potable_WolfSteak
1	58142	SHOP_FESO_ITEMSHOP_58142	FESO_ITEMSHOP	23425	Potable_ComodoSteak
1	58143	SHOP_FESO_ITEMSHOP_58143	FESO_ITEMSHOP	23426	Potable_MeatStew
1	58144	SHOP_FESO_ITEMSHOP_58144	FESO_ITEMSHOP	23427	Potable_StirfriedOcto
1	58145	SHOP_FESO_ITEMSHOP_58145	FESO_ITEMSHOP	23428	Potable_FishSausage
1	58146	SHOP_FESO_ITEMSHOP_58146	FESO_ITEMSHOP	23429	Potable_StirfriedCorn
1	58147	SHOP_FESO_ITEMSHOP_58147	FESO_ITEMSHOP	23430	Potable_GoldenApplePie
1	58148	SHOP_FESO_ITEMSHOP_58148	FESO_ITEMSHOP	23431	Potable_EggStew
1	58149	SHOP_FESO_ITEMSHOP_58149	FESO_ITEMSHOP	23432	Potable_Salad
1	58150	SHOP_FESO_ITEMSHOP_58150	FESO_ITEMSHOP	23433	Potable_CapyFish
1	58151	SHOP_FESO_ITEMSHOP_58151	FESO_ITEMSHOP	23434	Potable_Caborum
1	58152	SHOP_FESO_ITEMSHOP_58152	FESO_ITEMSHOP	157009	Lumin_Fluorite2
1	58153	SHOP_FESO_ITEMSHOP_58153	FESO_ITEMSHOP	157004	Lumin_Kunzite2
1	58157	SHOP_FESO_ITEMSHOP_58157	FESO_ITEMSHOP	22111	Card_Sorang
1	58158	SHOP_FESO_ITEMSHOP_58158	FESO_ITEMSHOP	23223	Manual_Pose13
1	58159	SHOP_FESO_ITEMSHOP_58159	FESO_ITEMSHOP	21534	TearsOfGriffon
1	58161	SHOP_FESO_ITEMSHOP_58161	FESO_ITEMSHOP	23122	BulletBox_Metal
1	58162	SHOP_FESO_ITEMSHOP_58162	FESO_ITEMSHOP	20499	BulletBox_Steel
1	58163	SHOP_FESO_ITEMSHOP_58163	FESO_ITEMSHOP	20500	BulletBox_SteelBolt
1	58164	SHOP_FESO_ITEMSHOP_58164	FESO_ITEMSHOP	23127	BulletBox_Large
1	58165	SHOP_FESO_ITEMSHOP_58165	FESO_ITEMSHOP	23119	BulletBox_Psychic
1	58166	SHOP_FESO_ITEMSHOP_58166	FESO_ITEMSHOP	23118	BulletBox_Element
1	49933	SHOP_CASH_SHOP_49933	CASH_SHOP	157078	BCosLuminPac_J
1	49934	SHOP_CASH_SHOP_49934	CASH_SHOP	157079	FridaePac_J
1	49935	SHOP_CASH_SHOP_49935	CASH_SHOP	157080	Grandies2Pac_J
1	49936	SHOP_CASH_SHOP_49936	CASH_SHOP	157081	SBerneliPac_J
1	49937	SHOP_CASH_SHOP_49937	CASH_SHOP	157082	SoranPac_J
1	49938	SHOP_CASH_SHOP_49938	CASH_SHOP	157032	Lumin_Set1_J
1	49940	SHOP_CASH_SHOP_49940	CASH_SHOP	157029	AsokaPac_J
1	49941	SHOP_CASH_SHOP_49941	CASH_SHOP	157030	RalphPac_J
1	49942	SHOP_CASH_SHOP_49942	CASH_SHOP	157031	RacelPac_J
1	49943	SHOP_CASH_SHOP_49943	CASH_SHOP	88904	SohoFightPac
1	49944	SHOP_CASH_SHOP_49944	CASH_SHOP	88905	AdelPiratePac
1	49945	SHOP_CASH_SHOP_49945	CASH_SHOP	88906	EmilSagePac
1	49946	SHOP_CASH_SHOP_49946	CASH_SHOP	88907	PanBatPac
1	49947	SHOP_CASH_SHOP_49947	CASH_SHOP	88908	IdgeBatPac
1	49949	SHOP_CASH_SHOP_49949	CASH_SHOP	157019	Combat_manual_basic
1	49950	SHOP_CASH_SHOP_49950	CASH_SHOP	157020	Tactics_manual_basic
1	49952	SHOP_CASH_SHOP_49952	CASH_SHOP	88300	allWarp_Twenty_30days
1	49953	SHOP_CASH_SHOP_49953	CASH_SHOP	89065	WareSlot_1000_30day
1	49954	SHOP_CASH_SHOP_49954	CASH_SHOP	88221	AncientDungeon_key
1	49956	SHOP_CASH_SHOP_49956	CASH_SHOP	189183	CWing_Coupon3
1	49957	SHOP_CASH_SHOP_49957	CASH_SHOP	15306	NeckNovice_30Days
1	49958	SHOP_CASH_SHOP_49958	CASH_SHOP	88369	HeavenSedecram_key
1	49961	SHOP_CASH_SHOP_49961	CASH_SHOP	88018	sthhma
1	49962	SHOP_CASH_SHOP_49962	CASH_SHOP	88253	LiquidofHeaven
1	49963	SHOP_CASH_SHOP_49963	CASH_SHOP	21375	Pet_Food
1	49964	SHOP_CASH_SHOP_49964	CASH_SHOP	21007	BarrackSlot
1	49965	SHOP_CASH_SHOP_49965	CASH_SHOP	88023	MysticPowder
1	49986	SHOP_CASH_SHOP_49986	CASH_SHOP	121424	Pet_Box_Nyato_sale
1	49992	SHOP_CASH_SHOP_49992	CASH_SHOP	157025	SoulCrystal_B_50_J
1	49995	SHOP_CASH_SHOP_49995	CASH_SHOP	157073	ReinProtect_0_All
1	49966	SHOP_CASH_SHOP_49996	CASH_SHOP	157074	ReinProtect_1_All
1	49967	SHOP_CASH_SHOP_49997	CASH_SHOP	157075	ReinProtect_2_All
1	49968	SHOP_CASH_SHOP_49998	CASH_SHOP	157077	ReinProtect_3_All
1	50000	SHOP_CASH_SHOP_50000	CASH_SHOP	160026	TranceLiquor_B
1	50001	SHOP_CASH_SHOP_50001	CASH_SHOP	20983	Ssteroid_Be
1	50002	SHOP_CASH_SHOP_50002	CASH_SHOP	89086	Mystic_Redmercury
1	50003	SHOP_CASH_SHOP_50003	CASH_SHOP	121427	Pet_Box_sabertiger
1	50004	SHOP_CASH_SHOP_50004	CASH_SHOP	121428	Pet_Box_Tiger_B_kor
1	50005	SHOP_CASH_SHOP_50005	CASH_SHOP	121429	Pet_Box_Tiger_W_kor
1	50006	SHOP_CASH_SHOP_5005	CASH_SHOP	210014	Redmercury_36_W
1	50007	SHOP_CASH_SHOP_5006	CASH_SHOP	210118	Redmercury_34_A
1	166001	SHOP_V_STANCE_166001	V_STANCESHOP	120160	Manual_LowGuardMI
1	115001	SHOP_JPN_EVENT_N01_115001	JPN_EVENT_N01	20052	AbokadoSand
1	115002	SHOP_JPN_EVENT_N01_115002	JPN_EVENT_N01	20053	Chocolate
1	115003	SHOP_JPN_EVENT_N01_115003	JPN_EVENT_N01	20055	Tiramisu
1	115004	SHOP_JPN_EVENT_N01_115004	JPN_EVENT_N01	20056	LayerCheesecake
1	115005	SHOP_JPN_EVENT_N01_115005	JPN_EVENT_N01	20057	Sachertorte
1	115006	SHOP_JPN_EVENT_N01_115006	JPN_EVENT_N01	20786	SweetCandy
1	115007	SHOP_JPN_EVENT_N01_115007	JPN_EVENT_N01	20096	Buchedenoel_Fire
1	115008	SHOP_JPN_EVENT_N01_115008	JPN_EVENT_N01	20097	Buchedenoel_Ice
1	115009	SHOP_JPN_EVENT_N01_115009	JPN_EVENT_N01	20098	Buchedenoel_Light
1	115010	SHOP_JPN_EVENT_N01_115010	JPN_EVENT_N01	20712	HeartChoco
1	115101	SHOP_JPN_EVENT_N01_115101	JPN_EVENT_N02	155093	5TH_Lottery_JPN
