AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSATK	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseAnim	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41010	LeafingcrocBag_2	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32099</>	0	0	0	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Leafingcroc bag	BACK	None	None	2147483647	0	FALSE	it_c_leafingcrocbag2	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>32089</>	SYS_item_column_red	0	<$>29769</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41010	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41011	Rucksack	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32100</>	0	0	15	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Rucksack	BACK	None	None	2147483647	0	FALSE	it_c_rucksack	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32089</>	SYS_item_column_red	0	<$>29778</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41011	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41012	Satchel	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32101</>	0	0	10	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Satchel	BACK	None	None	2147483647	0	FALSE	it_c_satchel	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32089</>	SYS_item_column_red	0	<$>29780</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41012	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41013	LeatherSack_1	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32103</>	0	0	0	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Leather sack	BACK	None	None	2147483647	0	FALSE	it_c_leathersack1	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>32089</>	SYS_item_column_red	0	<$>32102</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41013	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41014	LeatherSack_2	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32103</>	0	0	0	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Leather sack	BACK	None	None	2147483647	0	FALSE	it_c_leathersack2	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>32089</>	SYS_item_column_red	0	<$>32102</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41014	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41015	LeatherSack_3	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32103</>	0	0	0	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Leather sack	BACK	None	None	2147483647	0	FALSE	it_c_leathersack3	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>32089</>	SYS_item_column_red	0	<$>32102</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41015	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41016	WaistBack_1	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32103</>	0	0	0	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Waist bag	BACK	None	None	2147483647	0	FALSE	it_c_waistback1	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>32089</>	SYS_item_column_red	0	<$>32104</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41016	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41017	WaistBack_2	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32103</>	0	0	0	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Waist bag	BACK	None	None	2147483647	0	FALSE	it_c_waistback2	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>32089</>	SYS_item_column_red	0	<$>32104</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41017	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41018	WaistBack_3	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32103</>	0	0	0	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Waist bag	BACK	None	None	2147483647	0	FALSE	it_c_waistback3	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>32089</>	SYS_item_column_red	0	<$>32104</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41018	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41019	MilitaryBack_1	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32103</>	0	0	0	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Military bag	BACK	None	None	2147483647	0	FALSE	it_c_militaryback1	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>32089</>	SYS_item_column_red	0	<$>32105</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41019	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Costume	<$>27297</>	Costume_Back	<$>32089</>	41020	MilitaryBack_2	Back	NO	0	FALSE	1	0	0	BACK	0	<$>32103</>	0	0	0	0	None	None	None	None	N/A	N/A	Dummy_B	N/A	N/A	N/A	TRUE	0	None	Military bag	BACK	None	None	2147483647	0	FALSE	it_c_militaryback2	0	0	0	0	0	Back	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>32089</>	SYS_item_column_red	0	<$>32105</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	41020	1	None	0	0	None	<$>32089</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
