ATK1	ATK10	ATK2	ATK3	ATK4	ATK5	ATK6	ATK7	ATK8	ATK9	ClassID	ClassName	Lv100Price	Lv110Price	Lv120Price	Lv12Price	Lv130Price	Lv140Price	Lv150Price	Lv16Price	Lv1Price	Lv20Price	Lv24Price	Lv28Price	Lv32Price	Lv36Price	Lv40Price	Lv44Price	Lv48Price	Lv52Price	Lv56Price	Lv60Price	Lv64Price	Lv68Price	Lv72Price	Lv76Price	Lv80Price	Lv84Price	Lv88Price	Lv8Price	Lv92Price	Lv96Price
1	1	1	1	1	1	1	1	1	1	316	CosCook	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	317	CosClaude	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	318	CosEmilia	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	319	CosDietrich	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	320	CosEdu	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	321	CosFGT	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	322	CosGrandma	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	323	CosGra	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	324	CosGuns	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	325	CosGrut	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	326	CosGuard	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	327	CosIdge	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	328	CosInf	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	329	CosHEL	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	330	CosItem	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	331	CosJack	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	332	CosIra	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	333	CosLeather	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	334	CosLor	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	335	CosJose	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	336	CosMbo	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	337	CosMi	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	338	CosLunatic	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	339	CosMUS	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	340	CosNar	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	341	CosMifuyu	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	342	CosPanfilo	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	343	CosPirate	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	344	CosRam	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	345	CosRio	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	346	CosRescue	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	347	CosSage	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	348	CosSCT	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	349	CosShar	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	350	CosSelva	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	351	CosSoho2	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	352	CosSoho	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	353	CosSmith	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	354	CosSol	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	355	CosWAR	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	356	CosWait	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	357	CosSoso	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	358	CosViki	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	359	CosWIZ	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	360	CosYega	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	361	CosGar	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	362	CosCator	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	363	LCOS	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	364	RCOS	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	365	CosValleria	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	366	CosLudin	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	367	CosLeonele	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	368	CosCraft	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	369	CosRalph	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	370	CosGrandies	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	371	CosSohoAll	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	372	CosAdrianaAll	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	373	CosIon	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	374	CosVincent	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	375	CosElisaAll	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
