ApplyTime	AttachEffectIndex	BodyColor	BuffRank	BuffType	Category	ChangeDefLayer	ClassID	ClassName	CookBuffPoint	Desc	ElapsedSeconds	Emitter	EmitterLoop	Emoticon	EscHitCount	Eventbuff	ExGroupIndex	GroupIndex	HitCount	HoldAttack	HoldItem	HoldMove	HoldSkill	IgnoreMagicalSkill	IgnoreNormalHit	IgnorePhysicalSkill	IgnoreTargetting	Invisible	Name	PartReveal	Particle	Partybuffpoint	Position	Range	Save	ShowDetailInfoToOther	TargetParticle	ToolTip	Unremovable	UpdateType	WeaponTail
0	None	None	0	None	debuff	-1	11	Web	0	Web	0	None	NO	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>27623</>	FALSE	Buff_Web	0	Middle	0	FALSE	TRUE	None	<$>27624</>	YES	NORMAL	None
0	None	None	0	None	debuff	1	12	Reverse	0	Reverse	0	None	NO	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>27625</>	FALSE	Buff_Reverse	0	Middle	0	FALSE	TRUE	None	<$>27626</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	13	ArmorCrasher	0	Armor crasher	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27627</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>213165</>	YES	NORMAL	None
0	None	FFFF3636	0	DotBuff	debuff	0	14	Burning	0	Burn	0	None	NO	None	0	NO	None	4	0	YES	NO	NO	YES	NO	NO	NO	NO	NO	<$>27629</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27630</>	YES	SCRIPT	None
0	None	FF0000CC	0	None	debuff	0	15	Freeze	0	Freeze	0	None	NO	None	0	YES	None	4	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>27631</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27632</>	YES	NORMAL	None
0	None	FF4470FF	0	None	debuff	0	16	Shock	0	Shock	0	None	NO	None	0	NO	None	4	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27633</>	FALSE	skl_shockwaves_hit	0	None	0	FALSE	TRUE	None	<$>27634</>	YES	NORMAL	None
0	None	FF706070	0	None	debuff	0	17	Petrified	0	Stone	0	None	NO	None	0	YES	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>27635</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>95990</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	18	Confusion	0	Confusion	0	None	NO	Buff_Silence	0	NO	None	1	0	NO	NO	NO	YES	NO	NO	NO	NO	NO	<$>27637</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>95991</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	19	Enervation	0	Enervation	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27639</>	FALSE	Buff_Enervation_S	0	Top	0	FALSE	TRUE	None	<$>95992</>	YES	NORMAL	None
0	None	None	0	None	debuff	-1	20	WebMon	0	WebMon	0	None	NO	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>27641</>	FALSE	Buff_Web	0	Middle	0	FALSE	TRUE	None	<$>27642</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	21	Curse	0	Curse	0	None	NO	None	0	NO	None	1	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27643</>	FALSE	Buff_Curse_S	0	Top	0	FALSE	TRUE	None	<$>95993</>	YES	NORMAL	None
0	None	FF888888	0	None	debuff	0	22	Panic	0	Panic	0	None	NO	None	0	NO	None	1	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>27645</>	FALSE	Buff_HOHeaven	0	Top	0	FALSE	TRUE	None	<$>95994</>	YES	NORMAL	None
0	None	FF0000CC	0	None	debuff	0	23	Freeze2	0	Freeze2	0	None	NO	None	0	YES	None	4	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>27647</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27648</>	YES	NORMAL	None
0	None	None	0	None	debuff	0	24	CriticalWound	0	CriticalWound	0	None	NO	None	0	NO	None	74	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27649</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27650</>	YES	NORMAL	None
0	None	None	0	None	buff	0	25	Protection	0	CompleteProtection	0	None	NO	None	0	YES	None	10	0	NO	NO	NO	YES	NO	NO	NO	NO	NO	<$>27651</>	FALSE	Buff_Hold2	0	Bottom	0	FALSE	TRUE	None	<$>27652</>	NO	NORMAL	None
0	None	FFCA67CA	0	None	buff	0	26	Allegretto	0	Allegretto	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27653</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>95995</>	NO	NORMAL	2_1
0	None	None	0	None	buff	0	27	LavaPlasma	0	LavaPlasma	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27655</>	FALSE	Buff_Lplasma	1	Bottom	0	FALSE	TRUE	HIT_Blood_FIRE	<$>95996</>	NO	NORMAL	3_3
0	None	None	0	None	buff	0	28	ColdPlasma	0	ColdPlasma	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27657</>	FALSE	Buff_CPlasma	1	Bottom	0	FALSE	TRUE	HIT_Blood_ICE	<$>95997</>	NO	NORMAL	2_3
0	None	None	0	None	buff	0	29	ElectricPlasma	0	ElectricPlasma	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27659</>	FALSE	Buff_EPlazma	1	Bottom	0	FALSE	TRUE	HIT_Blood_LGHT	<$>95998</>	NO	NORMAL	1_3
0	None	None	0	None	buff	0	30	MagicBarrier	0	MagicBarrier	0	None	NO	None	0	NO	G 821	2	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27661</>	FALSE	Buff_Mbarrier	30	Middle	0	FALSE	TRUE	None	<$>27662</>	NO	NORMAL	None
0	None	None	0	None	buff	0	31	IgnoreHarm	0	IgnoreHarm	0	None	NO	None	0	NO	None	2	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27663</>	FALSE	Buff_IHarm	1	Middle	0	FALSE	TRUE	None	<$>103629</>	NO	NORMAL	None
0	None	None	0	None	buff	0	32	Invulnerable	0	Invulnerable	0	None	NO	None	0	NO	None	2	0	NO	YES	NO	NO	NO	NO	NO	NO	NO	<$>27665</>	FALSE	Buff_Invulnerable	0	Middle	0	FALSE	TRUE	None	<$>27666</>	NO	NORMAL	None
0	None	None	0	None	buff	0	33	SpiritualShield	0	SPShield	0	None	NO	None	0	NO	None	2	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>190179</>	FALSE	Buff_SPShield	1	Middle	0	FALSE	TRUE	None	<$>190180</>	NO	NORMAL	None
0	None	None	0	None	buff	0	34	AntimagicShell	0	AMShell	0	None	NO	None	0	NO	None	2	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27669</>	FALSE	Buff_AMShell	1	Middle	0	FALSE	TRUE	None	<$>96000</>	NO	NORMAL	None
0	None	None	0	None	buff	0	35	ProtectionField	0	Protection	0	None	NO	None	0	NO	None	2	0	NO	YES	NO	NO	NO	NO	NO	NO	NO	<$>27671</>	FALSE	Buff_Protection	0	Middle	0	FALSE	TRUE	None	<$>96001</>	NO	SCRIPT	None
0	None	20C8C8C8	0	None	buff	0	36	InvisibleStalker	0	Invisible	0	None	NO	None	0	NO	None	2	0	NO	NO	NO	YES	NO	NO	NO	YES	YES	<$>27673</>	FALSE	Buff_Invisible	0	Middle	0	FALSE	TRUE	None	<$>107621</>	NO	NORMAL	None
0	None	None	0	None	buff	0	37	ManaActivation	0	Elemental Penetration	0	None	NO	None	0	NO	None	23	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27675</>	FALSE	Buff_ManaAx	0	Bottom	0	FALSE	TRUE	None	<$>96002</>	NO	NORMAL	None
0	None	None	0	None	buff	0	38	BurningHands	0	BHands	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27677</>	FALSE	Buff_BHands	1	Bottom	0	FALSE	TRUE	HIT_Blood_FIRE	<$>96003</>	NO	NORMAL	3_3
0	None	None	0	None	buff	0	39	ChillingTouch	0	CTouch	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27679</>	FALSE	Buff_CTouch	1	Bottom	0	FALSE	TRUE	HIT_Blood_ICE	<$>96004</>	NO	NORMAL	2_3
0	None	None	0	None	buff	0	40	ElectricCharger	0	ECharger	0	None	NO	None	0	NO	None	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27681</>	FALSE	Buff_ECharger	1	Bottom	0	FALSE	TRUE	HIT_Blood_LGHT	<$>96005</>	NO	NORMAL	1_3
0	None	None	100	None	buff	0	41	EnchantedArm	0	EnchantedArm	0	None	NO	None	0	YES	G 606	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27683</>	FALSE	Buff_EnchantedArm	0	Bottom	0	FALSE	TRUE	None	<$>27684</>	YES	NORMAL	None
0	None	None	0	None	buff	0	42	DagaVenenosa	0	Enchant Poison	0	None	NO	None	0	YES	None	539	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27685</>	FALSE	Buff_EPoison	0	Bottom	0	FALSE	TRUE	HIT_Blood_SpiderM	<$>150988</>	NO	NORMAL	None
0	None	None	2	None	cash	0	43	Clique	0	Clique	0	None	NO	None	0	NO	None	110	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27687</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27688</>	YES	INFINITY	None
0	None	None	0	None	cash	0	44	Safeguard	0	Safeguard	0	None	NO	None	0	NO	None	78	0	NO	NO	NO	NO	YES	YES	YES	YES	NO	<$>27689</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27690</>	YES	NORMAL	None
0	None	None	0	None	cash	0	45	WrongAnswer	0	WrongAnswer	0	None	NO	None	0	NO	None	25	0	NO	NO	YES	NO	NO	NO	NO	NO	NO	<$>27691</>	FALSE	Buff_iceDevilstone	0	Top	0	FALSE	TRUE	None	<$>27692</>	YES	INFINITY	None
0	None	None	0	None	buff	0	46	CounterAttack	0	CounterAttack	0	None	NO	None	0	NO	None	24	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27693</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27694</>	NO	NORMAL	None
0	None	None	0	None	buff	0	47	BlueOrb	0	IncATK	0	None	NO	None	0	NO	None	5	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27695</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27696</>	YES	NORMAL	None
0	None	None	0	None	buff	0	48	WhiteOrb	0	IncSPD	0	None	NO	None	0	NO	None	5	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27697</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27698</>	YES	NORMAL	None
0	None	None	0	None	buff	0	49	RedOrb	0	IncATK	0	None	NO	None	0	NO	None	5	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27699</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27700</>	YES	NORMAL	None
0	None	None	0	None	buff	0	50	BlackOrb	0	IncSPD	0	None	NO	None	0	NO	None	5	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27701</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27702</>	YES	NORMAL	None
0	None	None	0	None	buff	0	51	BlessofGM	0	BlessofGM	0	None	NO	None	0	NO	None	77	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27703</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27704</>	YES	NORMAL	None
0	None	None	0	None	buff	0	52	Intensify	0	Intensify	0	None	NO	None	0	NO	None	6	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27705</>	FALSE	Buff_Intensify	1	Bottom	0	FALSE	TRUE	None	<$>96007</>	NO	NORMAL	None
0	None	None	0	None	buff	0	53	Concentrate	0	Concentrate	0	None	NO	None	0	NO	None	19	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27707</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>96008</>	NO	NORMAL	None
0	None	None	0	None	buff	0	54	Fortify	0	Fortify	0	None	NO	None	0	NO	None	7	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27709</>	FALSE	Buff_Fortify	1	Bottom	0	FALSE	TRUE	None	<$>96009</>	NO	NORMAL	None
0	None	None	0	None	buff	0	55	Acceleration	0	Acceleration	0	None	NO	None	0	NO	None	7	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27711</>	FALSE	Buff_Acceleration	1	Bottom	0	FALSE	TRUE	None	<$>96010</>	NO	NORMAL	None
0	None	None	0	None	buff	0	56	Meditation	0	Meditation	0	None	NO	None	0	NO	None	8	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27713</>	FALSE	Buff_Meditation	1	Bottom	0	FALSE	TRUE	None	<$>96011</>	NO	NORMAL	None
0	None	FFCA67CA	0	None	buff	0	57	Fury	0	Fury	0	None	NO	None	0	YES	None	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27715</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27716</>	NO	NORMAL	2_1
0	None	FFCA67CA	0	None	buff	0	58	HighlandersSoul	0	Highlander Soul	0	None	NO	None	0	YES	None	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27717</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27718</>	NO	NORMAL	2_1
0	None	None	0	None	buff	0	59	Guardian	0	Guardian	0	None	NO	None	0	YES	None	10	0	NO	NO	NO	YES	NO	NO	NO	NO	NO	<$>27719</>	FALSE	Buff_Hold	0	Bottom	0	FALSE	TRUE	None	<$>27720</>	NO	NORMAL	None
0	None	None	0	None	buff	0	60	Evasion	0	Evasion	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27721</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27722</>	NO	NORMAL	None
0	None	None	0	None	buff	0	61	Westraid	0	Westraid	0	None	NO	None	0	YES	None	14	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27723</>	FALSE	Buff_Festino	0	Bottom	0	FALSE	TRUE	None	<$>96012</>	NO	NORMAL	None
0	None	None	0	None	cash	0	62	Haste	0	Haste	0	None	NO	None	0	NO	None	15	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27725</>	FALSE	None	0	None	0	TRUE	TRUE	None	<$>27726</>	YES	NORMAL	None
0	None	None	0	None	buff	0	63	Coruscation	0	Coruscation	0	None	NO	None	0	NO	None	819	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>92846</>	FALSE	Buff_Festino	0	Bottom	0	FALSE	TRUE	None	<$>92846</>	NO	NORMAL	None
0	None	None	0	None	buff	0	64	Sprint	0	Sprint	0	None	NO	None	0	NO	None	19	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27729</>	FALSE	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>96013</>	NO	NORMAL	None
0	None	None	0	None	buff	0	65	Rafflesia	0	Rafflesia	0	None	NO	None	0	NO	None	75	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27731</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27732</>	NO	NORMAL	None
0	None	None	0	None	buff	0	66	CapyBuff	0	Faith of Capybara	0	None	NO	None	0	NO	None	75	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27733</>	FALSE	Buff_tbk	0	Middle	0	FALSE	TRUE	None	<$>27734</>	NO	NORMAL	None
0	None	None	0	None	buff	0	67	FrozenShield	0	Frozen Shield	0	None	NO	None	0	NO	None	10	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>190181</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>190182</>	NO	NORMAL	None
0	None	None	0	None	buff	0	68	LavaAurora	0	Lava Aurora	0	None	NO	None	0	NO	None	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27737</>	FALSE	mon_Lava02	0	Bottom	0	FALSE	TRUE	None	<$>27738</>	NO	NORMAL	None
0	None	None	0	None	buff	0	69	LavaField	0	Lava Field	0	None	NO	None	0	NO	None	9	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27739</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27740</>	YES	NORMAL	None
0	None	None	0	None	buff	0	70	PHealth	0	PHealth	0	None	NO	None	0	NO	None	32	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>103631</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27742</>	YES	SCRIPT	None
0	None	None	0	None	buff	0	71	PSoul	0	PSoul	0	None	NO	None	0	NO	None	38	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>103632</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27744</>	YES	NORMAL	None
0	None	None	0	None	buff	0	72	Retrench	0	Consolidation	0	None	NO	None	0	NO	G 55	33	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27745</>	FALSE	Buff_Retrench	0	Bottom	0	FALSE	TRUE	None	<$>96014</>	NO	NORMAL	None
0	None	None	0	None	buff	0	73	ScopeExtension	0	Prompt action	0	None	NO	None	0	NO	None	34	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27747</>	FALSE	Buff_Scextension	0	Bottom	0	FALSE	TRUE	None	<$>103633</>	NO	NORMAL	None
0	None	None	0	None	buff	0	74	AdvancedCast	0	Divine bless	0	None	NO	None	0	NO	None	35	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27749</>	FALSE	Buff_Adcast	0	Bottom	0	FALSE	TRUE	None	<$>96016</>	NO	NORMAL	None
0	None	None	0	None	cash	0	75	BuffEXPCHN	0	BuffEXPCHN	0	None	NO	None	0	NO	None	89	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>81865</>	FALSE	None	0	Bottom	0	FALSE	TRUE	None	<$>82788</>	YES	INFINITY	None
0	None	None	0	None	debuff	0	76	AbsoluteIce	0	AbsoluteIce	0	None	NO	None	0	NO	None	73	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27753</>	FALSE	Buff_iceDevilstone	0	Top	0	FALSE	TRUE	None	<$>82590</>	YES	INFINITY	None
0	None	None	0	None	buff	0	77	RegenWard	0	Regeneration ward	0	None	NO	None	0	NO	None	11	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27755</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27756</>	YES	INFINITY	None
0	None	None	0	None	buff	0	78	HealingWard	0	Safety ward	0	None	NO	None	0	NO	None	76	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27757</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>103634</>	YES	INFINITY	None
0	None	None	0	None	buff	0	79	SafetyWard	0	Safety ward	0	None	NO	None	0	NO	None	12	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27759</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27760</>	YES	INFINITY	None
0	None	None	0	None	buff	0	80	ConcentrationWard	0	Concentration ward	0	None	NO	None	0	NO	None	37	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27761</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27762</>	YES	INFINITY	None
0	None	None	0	None	buff	0	81	BattleMove	0	BattleMove	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27763</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27764</>	YES	INFINITY	None
0	None	None	0	None	cash	0	82	EXPBuffCHN50	0	EXPBuffCHN50	0	None	NO	None	0	NO	None	30	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27765</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27766</>	YES	INFINITY	None
0	None	None	0	None	cash	0	83	Wall	0	Wall	0	None	NO	None	0	NO	None	100	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27767</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27768</>	YES	NORMAL	None
0	None	None	0	None	buff	0	84	CatsEye	0	CatsEye	0	None	NO	None	0	NO	G 33	55	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27769</>	FALSE	Buff_Refmind	0	Bottom	0	FALSE	TRUE	None	<$>96017</>	NO	NORMAL	None
0	None	None	0	None	cash	0	85	LuckyBag	0	LuckyBag	0	None	NO	None	0	NO	None	22	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27771</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27772</>	YES	NORMAL	None
0	None	None	0	None	buff	0	86	PoseBuffRhpRsp	0	Rest	0	None	NO	None	0	YES	None	20	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27773</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27774</>	YES	INFINITY	None
0	None	00FFFFFF	0	None	cash	0	87	EventBuff	0	EventBuff	0	None	NO	None	0	NO	None	21	0	YES	YES	YES	YES	YES	YES	YES	YES	YES	<$>27775</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27776</>	YES	INFINITY	None
0	None	None	0	None	buff	0	88	PartyLeaderBuff1	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27778</>	YES	SCRIPT	None
0	None	None	0	None	buff	0	89	PartyLeaderBuff2	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27779</>	YES	INFINITY	None
0	None	None	0	None	buff	0	90	PartyLeaderBuff3	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27780</>	YES	INFINITY	None
0	None	None	0	None	buff	0	91	PartyLeaderBuff4	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27781</>	YES	INFINITY	None
0	None	None	0	None	buff	0	92	PartyLeaderBuff5	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27782</>	YES	INFINITY	None
0	None	None	0	None	buff	0	93	PartyLeaderBuff6	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27783</>	YES	INFINITY	None
0	None	None	0	None	buff	0	94	PartyLeaderBuff7	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27784</>	YES	INFINITY	None
0	None	None	0	None	buff	0	95	PartyLeaderBuff8	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27785</>	YES	INFINITY	None
0	None	None	0	None	buff	0	96	PartyLeaderBuff9	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27786</>	YES	INFINITY	None
0	None	None	0	None	buff	0	97	PartyLeaderBuff10	0	None	0	None	NO	None	0	NO	None	98	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27777</>	FALSE	None	0	None	0	FALSE	TRUE	None	<$>27786</>	YES	INFINITY	None
