CashItemGroup	ClassID	CoolDown	RicoExchange	SetPeriod	WorldMsg	ability	arg1	arg2	cost	hour	itemID	itemname	min	period	salecost
Package	11084	0	0	0	0	PACKAGE	0	0	99999	0	23557	<$>113318</>	0	0	0
Package	11085	0	0	0	0	PACKAGE	0	0	99999	0	23558	<$>113319</>	0	0	0
Package	11086	0	0	0	0	PACKAGE	0	0	99999	0	23559	<$>113320</>	0	0	0
Package	11087	0	0	0	0	PACKAGE	0	0	99999	0	23560	<$>113321</>	0	0	0
Package	11088	0	0	0	0	PACKAGE	0	0	99999	0	23561	<$>113322</>	0	0	0
Package	11089	0	0	0	0	PACKAGE	0	0	99999	0	23567	<$>118014</>	0	0	0
Package	11090	0	0	0	0	PACKAGE	0	0	99999	0	23568	<$>118017</>	0	0	0
Package	11091	0	0	0	0	PACKAGE	0	0	99999	0	23569	<$>118020</>	0	0	0
Etc	11092	0	0	0	0	PACKAGE	0	0	99999	0	157117	<$>118837</>	0	0	0
Package	11093	0	0	0	0	PACKAGE	0	0	99999	0	23570	<$>119747</>	0	0	0
Etc	11094	0	0	0	0	PACKAGE	0	0	99999	0	23571	<$>120063</>	0	0	0
Package	11095	0	0	0	0	PACKAGE	0	0	99999	0	23572	<$>119748</>	0	0	0
Package	11096	0	0	0	0	PACKAGE	0	0	99999	0	23573	<$>119749</>	0	0	0
Package	11097	0	0	0	0	PACKAGE	0	0	99999	0	40249	<$>124431</>	0	0	0
Package	11098	0	0	0	0	PACKAGE	0	0	99999	0	40250	<$>124432</>	0	0	0
Package	11099	0	0	0	0	PACKAGE	0	0	99999	0	40251	<$>124433</>	0	0	0
Package	11100	0	0	0	0	PACKAGE	0	0	34900	0	23575	Character Package_Grandies2_2014	0	0	0
Package	11101	0	0	0	0	PACKAGE	0	0	34900	0	23576	Character Package_Sorang_2014	0	0	0
Package	11102	0	0	0	0	PACKAGE	0	0	34900	0	23577	Character Package_Sherlin_2014	0	0	0
Package	11103	0	0	0	0	PACKAGE	0	0	34900	0	23578	Character Package_BerneliSniper_2014	0	0	0
Package	11104	0	0	0	0	PACKAGE	0	0	34900	0	23579	Character Package_Vendetta_2014	0	0	0
Package	11105	0	0	0	0	PACKAGE	0	0	34900	0	23580	Character Package_SpyOlivia_2014	0	0	0
Package	11106	0	0	0	0	PACKAGE	0	0	34900	0	23581	Character Package_Liung_2014	0	0	0
Package	11107	0	0	0	0	PACKAGE	0	0	34900	0	23582	Character Package_Freeday_2014	0	0	0
Package	11108	0	0	0	0	PACKAGE	0	0	34900	0	23596	Character Package_Rosa_2014	0	0	0
Package	11109	0	0	0	0	PACKAGE	0	0	34900	0	23597	Character Package_Rose_2014	0	0	0
Package	11110	0	0	0	0	PACKAGE	0	0	34900	0	23598	Character Package_HiredClaude_2014	0	0	0
Package	11111	0	0	0	0	PACKAGE	0	0	34900	0	23599	Character Package_Rachel_2014	0	0	0
Package	11112	0	0	0	0	PACKAGE	0	0	34900	0	23600	Character Package_Illusion_2014	0	0	0
Package	11113	0	0	0	0	PACKAGE	0	0	34900	0	23601	Character Package_MontoroPC_2014	0	0	0
Package	11114	0	0	0	0	PACKAGE	0	0	34900	0	23602	Character Package_Selane_2014	0	0	0
Package	11115	0	0	0	0	PACKAGE	0	0	3080	0	189353	<$>37588</>	0	0	2160
Package	11116	0	0	0	0	PACKAGE	0	0	5170	0	189354	<$>37592</>	0	0	3610
Package	11117	0	0	0	0	PACKAGE	0	0	5500	0	189355	<$>124425</>	0	0	3850
Package	11118	0	0	0	0	PACKAGE	0	0	7700	0	189356	<$>124426</>	0	0	5390
Package	11119	0	0	0	0	PACKAGE	0	0	8800	0	189357	<$>124427</>	0	0	6160
Package	11120	0	0	0	0	PACKAGE	0	0	11000	0	189358	<$>124428</>	0	0	7700
Package	11121	0	0	0	0	PACKAGE	0	0	9900	0	189359	<$>124429</>	0	0	6930
Package	11122	0	0	0	0	PACKAGE	0	0	12100	0	189360	<$>124430</>	0	0	8470
Package	11123	0	0	0	0	PACKAGE	0	0	99999	0	23604	<$>128739</>	0	0	0
Package	11124	0	0	0	0	PACKAGE	0	0	99999	0	23605	<$>128740</>	0	0	0
Package	11125	0	0	0	0	PACKAGE	0	0	99999	0	23606	<$>128741</>	0	0	0
Package	11126	0	0	0	0	PACKAGE	0	0	99999	0	23607	<$>128742</>	0	0	0
Package	11127	0	0	0	0	PACKAGE	0	0	99999	0	23608	<$>128743</>	0	0	0
Package	11128	0	0	0	0	PACKAGE	0	0	9900	0	40612	<$>134525</>	0	0	0
Package	11129	0	0	0	0	PACKAGE	0	0	11000	0	40613	<$>134526</>	0	0	0
Package	11130	0	0	0	0	PACKAGE	0	0	9900	0	40615	<$>134527</>	0	0	0
Package	11131	0	0	0	0	PACKAGE	0	0	99999	0	40616	<$>138799</>	0	0	0
Package	11132	0	0	0	0	PACKAGE	0	0	99999	0	40617	<$>138800</>	0	0	0
Package	11133	0	0	0	0	PACKAGE	0	0	99999	0	40618	<$>138801</>	0	0	0
Package	11154	0	0	0	0	PACKAGE	0	0	99999	0	40642	<$>141585</>	0	0	0
Package	11155	0	0	0	0	PACKAGE	0	0	99999	0	40643	<$>141586</>	0	0	0
Package	11156	0	0	0	0	PACKAGE	0	0	99999	0	40644	<$>141587</>	0	0	0
Package	11157	0	0	0	0	PACKAGE	0	0	9900	0	40645	<$>141588</>	0	0	0
Package	11158	0	0	0	0	PACKAGE	0	0	14800	0	40646	<$>167030</>	0	0	0
Package	11159	0	0	0	0	PACKAGE	0	0	9900	0	40647	<$>140423</>	0	0	0
Package	11160	0	0	0	0	PACKAGE	0	0	9900	0	40648	<$>140422</>	0	0	0
Package	11161	0	0	0	0	PACKAGE	0	0	99999	0	40649	<$>141590</>	0	0	0
Package	11162	0	0	0	0	PACKAGE	0	0	99999	0	40650	<$>141591</>	0	0	0
Package	11163	0	0	0	0	PACKAGE	0	0	99999	0	40651	<$>141592</>	0	0	0
Package	11164	0	0	0	0	PACKAGE	0	0	99999	0	40652	<$>141593</>	0	0	0
Package	11165	0	0	0	0	PACKAGE	0	0	99999	0	40653	<$>141594</>	0	0	0
Package	11166	0	0	0	0	PACKAGE	0	0	99999	0	40654	<$>141595</>	0	0	0
Package	11167	0	0	0	0	PACKAGE	0	0	99999	0	40655	<$>141596</>	0	0	0
Package	11168	0	0	0	0	PACKAGE	0	0	99999	0	40656	<$>143137</>	0	0	0
Package	11169	0	0	0	0	PACKAGE	0	0	9900	0	40657	<$>143138</>	0	0	0
Package	11170	0	0	0	0	PACKAGE	0	0	12000	0	40658	<$>143139</>	0	0	0
Package	11171	0	0	0	0	PACKAGE	0	0	99999	0	40659	<$>145443</>	0	0	0
Package	11172	0	0	0	0	PACKAGE	0	0	99999	0	40660	<$>145444</>	0	0	0
Package	11173	0	0	0	0	PACKAGE	0	0	99999	0	40661	<$>145445</>	0	0	0
Package	11174	0	0	0	0	PACKAGE	0	0	99999	0	40664	<$>145446</>	0	0	0
Package	11175	0	0	0	0	PACKAGE	0	0	49900	0	40665	<$>147905</>	0	0	0
Package	11176	0	0	0	0	PACKAGE	0	0	48700	0	40666	<$>147906</>	0	0	0
Package	11177	0	0	0	0	PACKAGE	0	0	42900	0	40667	<$>147907</>	0	0	0
Package	11178	0	0	0	0	PACKAGE	0	0	41700	0	40668	<$>147908</>	0	0	0
Package	11179	0	0	0	0	PACKAGE	0	0	99999	0	40671	<$>147909</>	0	0	0
Package	11780	0	0	0	0	PACKAGE	0	0	99999	0	40675	<$>151019</>	0	0	0
Package	11781	0	0	0	0	PACKAGE	0	0	99999	0	40676	<$>151020</>	0	0	0
Package	11782	0	0	0	0	PACKAGE	0	0	99999	0	40677	<$>151021</>	0	0	0
Package	11783	0	0	0	0	PACKAGE	0	0	44800	0	40678	<$>151022</>	0	0	0
Package	11784	0	0	0	0	PACKAGE	0	0	9900	0	40679	<$>151023</>	0	0	0
Package	11785	0	0	0	0	PACKAGE	0	0	9900	0	40681	<$>151024</>	0	0	0
Package	11786	0	0	0	0	PACKAGE	0	0	18600	0	40682	<$>151025</>	0	0	0
Package	11787	0	0	0	0	PACKAGE	0	0	30000	0	40683	<$>151026</>	0	0	0
Package	11788	0	0	0	0	PACKAGE	0	0	99999	0	40692	<$>151027</>	0	0	0
Package	11789	0	0	0	0	PACKAGE	0	0	99999	0	40693	<$>152402</>	0	0	0
Package	11790	0	0	0	0	PACKAGE	0	0	99999	0	40694	<$>152403</>	0	0	0
Package	11791	0	0	0	0	PACKAGE	0	0	99999	0	40695	<$>152404</>	0	0	0
Package	11792	0	0	0	0	PACKAGE	0	0	44100	0	40696	<$>154441</>	0	0	0
Package	11793	0	0	0	0	PACKAGE	0	0	38300	0	40697	<$>154442</>	0	0	0
Package	11794	0	0	0	0	PACKAGE	0	0	99999	0	40698	<$>154443</>	0	0	0
Package	11795	0	0	0	0	PACKAGE	0	0	99999	0	40699	<$>154444</>	0	0	0
Package	11796	0	0	0	0	PACKAGE	0	0	15000	0	40749	<$>155653</>	0	0	0
Package	11797	0	0	0	0	PACKAGE	0	0	21000	0	40750	<$>155654</>	0	0	0
Package	11798	0	0	0	0	PACKAGE	0	0	27000	0	40751	<$>155655</>	0	0	0
Package	11799	0	0	0	0	PACKAGE	0	0	25400	0	40773	<$>159898</>	0	0	0
Package	11800	0	0	0	0	PACKAGE	0	0	99999	0	40776	<$>162799</>	0	0	0
Package	11801	0	0	0	0	PACKAGE	0	0	99999	0	40777	<$>162800</>	0	0	0
Package	11802	0	0	0	0	PACKAGE	0	0	99999	0	40778	<$>162801</>	0	0	0
Package	11803	0	0	0	0	PACKAGE	0	0	99999	0	40779	<$>162802</>	0	0	0
Package	11804	0	0	0	0	PACKAGE	0	0	99999	0	40780	<$>162803</>	0	0	0
Package	11805	0	0	0	0	PACKAGE	0	0	99999	0	40781	<$>162804</>	0	0	0
Package	11806	0	0	0	0	PACKAGE	0	0	99999	0	40813	<$>159899</>	0	0	0
Package	11807	0	0	0	0	PACKAGE	0	0	99999	0	40814	<$>159900</>	0	0	0
Package	11808	0	0	0	0	PACKAGE	0	0	99999	0	40847	<$>162805</>	0	0	0
Package	11809	0	0	0	0	PACKAGE	0	0	99999	0	40848	<$>162806</>	0	0	0
Package	11810	0	0	0	0	PACKAGE	0	0	99999	0	40849	<$>162807</>	0	0	0
Package	11811	0	0	0	0	PACKAGE	0	0	99999	0	40850	<$>162808</>	0	0	0
Package	11812	0	0	0	0	PACKAGE	0	0	28500	0	40851	<$>162809</>	0	0	0
Package	11813	0	0	0	0	PACKAGE	0	0	28500	0	40852	<$>162810</>	0	0	0
Package	11814	0	0	0	0	PACKAGE	0	0	28500	0	40853	<$>162811</>	0	0	0
Package	11815	0	0	0	0	PACKAGE	0	0	28500	0	40854	<$>162812</>	0	0	0
Package	11816	0	0	0	0	PACKAGE	0	0	28500	0	40855	<$>162813</>	0	0	0
Package	11817	0	0	0	0	PACKAGE	0	0	28500	0	40856	<$>162814</>	0	0	0
Package	11818	0	0	0	0	PACKAGE	0	0	99999	0	40857	<$>164245</>	0	0	0
Package	11819	0	0	0	0	PACKAGE	0	0	99999	0	40858	<$>164246</>	0	0	0
Package	11820	0	0	0	0	PACKAGE	0	0	99999	0	40868	<$>166219</>	0	0	0
Package	11821	0	0	0	0	PACKAGE	0	0	99999	0	40869	<$>166220</>	0	0	0
Package	11822	0	0	0	0	PACKAGE	0	0	16500	0	21488	<$>166216</>	0	0	14850
Package	11823	0	0	0	0	PACKAGE	0	0	33000	0	21489	<$>166217</>	0	0	28050
Package	11824	0	0	0	0	PACKAGE	0	0	49500	0	21490	<$>166218</>	0	0	39600
Package	11825	0	0	0	0	PACKAGE	0	0	99999	0	40873	<$>167031</>	0	0	0
Package	11826	0	0	0	0	PACKAGE	0	0	99999	0	40874	<$>167032</>	0	0	0
Package	11827	0	0	0	0	PACKAGE	0	0	770	0	40875	<$>166221</>	0	0	0
Package	11828	0	0	0	0	PACKAGE	0	0	770	0	40876	<$>166222</>	0	0	0
Package	11829	0	0	0	0	PACKAGE	0	0	770	0	40877	<$>166223</>	0	0	0
Package	11830	0	0	0	0	PACKAGE	0	0	390	0	40878	<$>166224</>	0	0	0
Package	11831	0	0	0	0	PACKAGE	0	0	390	0	40879	<$>166225</>	0	0	0
Package	11832	0	0	0	0	PACKAGE	0	0	99999	0	40889	<$>171501</>	0	0	0
Package	11833	0	0	0	0	PACKAGE	0	0	99999	0	40890	<$>171502</>	0	0	0
Package	11834	0	0	0	0	PACKAGE	0	0	99999	0	23658	<$>172730</>	0	0	0
Package	11835	0	0	0	0	PACKAGE	0	0	99999	0	23659	<$>172731</>	0	0	0
Package	11836	0	0	0	0	PACKAGE	0	0	99999	0	23660	<$>172732</>	0	0	0
Package	11837	0	0	0	0	PACKAGE	0	0	99999	0	40896	<$>172733</>	0	0	0
Package	11838	0	0	0	0	PACKAGE	0	0	99999	0	40897	<$>172734</>	0	0	0
Package	11839	0	0	0	0	PACKAGE	0	0	99999	0	23541	<$>175427</>	0	0	0
Etc	11840	0	0	0	0	PACKAGE	0	0	99999	0	210023	<$>175428</>	0	0	0
Package	11841	0	0	0	0	PACKAGE	0	0	99999	0	40898	<$>175429</>	0	0	0
Package	11842	0	0	0	0	PACKAGE	0	0	99999	0	40899	<$>175430</>	0	0	0
Package	11843	0	0	0	0	PACKAGE	0	0	99999	0	40900	<$>177183</>	0	0	0
Package	11844	0	0	0	0	PACKAGE	0	0	99999	0	40901	<$>177184</>	0	0	0
Package	11845	0	0	0	0	PACKAGE	0	0	39700	0	40902	<$>179047</>	0	0	0
Package	11846	0	0	0	0	PACKAGE	0	0	39700	0	40903	<$>179048</>	0	0	0
Package	11847	0	0	0	0	PACKAGE	0	0	35700	0	40904	<$>179049</>	0	0	0
Package	11848	0	0	0	0	PACKAGE	0	0	45000	0	40905	<$>179050</>	0	0	0
Package	11849	0	0	0	0	PACKAGE	0	0	45000	0	40906	<$>179051</>	0	0	0
Package	11850	0	0	0	0	PACKAGE	0	0	41000	0	40907	<$>179052</>	0	0	0
Package	11851	0	0	0	0	PACKAGE	0	0	28800	0	40910	ChildrendayPack2016_Rose	0	0	0
Package	11852	0	0	0	0	PACKAGE	0	0	29500	0	40911	ChildrendayPack2016_Montoro	0	0	0
Package	11853	0	0	0	0	PACKAGE	0	0	32200	0	40912	ChildrendayPack2016_Rachel	0	0	0
Package	11854	0	0	0	0	PACKAGE	0	0	30000	0	40913	ChildrendayPack2016_Dolores	0	0	0
Package	11855	0	0	0	0	PACKAGE	0	0	30000	0	40914	ChildrendayPack2016_Lorraine	0	0	0
Package	11856	0	0	0	0	PACKAGE	0	0	99999	0	40918	<$>181719</>	0	0	0
Package	11857	0	0	0	0	PACKAGE	0	0	99999	0	40919	<$>181720</>	0	0	0
Etc	11858	0	0	0	0	PACKAGE	0	0	99999	0	40863	<$>214527</>	0	0	0
Package	11859	0	0	0	0	PACKAGE	0	0	99999	0	40923	<$>183808</>	0	0	0
Package	11860	0	0	0	0	PACKAGE	0	0	99999	0	40924	<$>183809</>	0	0	0
Package	11861	0	0	0	0	PACKAGE	0	0	99999	0	40925	<$>183810</>	0	0	0
Package	11862	0	0	0	0	PACKAGE	0	0	99999	0	40926	<$>183811</>	0	0	0
Package	11863	0	0	0	0	PACKAGE	0	0	99999	0	40927	<$>183812</>	0	0	0
Package	11864	0	0	0	0	PACKAGE	0	0	99999	0	40928	<$>183813</>	0	0	0
Package	11865	0	0	0	0	PACKAGE	0	0	99999	0	40929	<$>183814</>	0	0	0
Package	11866	0	0	0	0	PACKAGE	0	0	99999	0	40931	<$>187855</>	0	0	0
Package	11867	0	0	0	0	PACKAGE	0	0	99999	0	40932	<$>187856</>	0	0	0
Package	11868	0	0	0	0	PACKAGE	0	0	99999	0	40933	<$>187857</>	0	0	0
Package	11869	0	0	0	0	PACKAGE	0	0	99999	0	40934	<$>187858</>	0	0	0
Package	11870	0	0	0	0	PACKAGE	0	0	99999	0	40935	<$>187859</>	0	0	0
Package	11871	0	0	0	0	PACKAGE	0	0	99999	0	40936	<$>187860</>	0	0	0
Package	11872	0	0	0	0	PACKAGE	0	0	99999	0	40937	<$>187861</>	0	0	0
Package	11873	0	0	0	0	PACKAGE	0	0	99999	0	40938	<$>187862</>	0	0	0
Package	11874	0	0	0	0	PACKAGE	0	0	99999	0	40939	<$>187863</>	0	0	0
Package	11875	0	0	0	0	PACKAGE	0	0	99999	0	40949	<$>187864</>	0	0	0
Package	11876	0	0	0	0	PACKAGE	0	0	99999	0	40950	<$>187865</>	0	0	0
Package	11877	0	0	0	0	PACKAGE	0	0	99999	0	40953	<$>190197</>	0	0	0
Package	11878	0	0	0	0	PACKAGE	0	0	99999	0	40954	<$>190198</>	0	0	0
Package	11879	0	0	0	0	PACKAGE	0	0	99999	0	40955	<$>190199</>	0	0	0
Package	11880	0	0	0	0	PACKAGE	0	0	99999	0	40957	<$>191589</>	0	0	0
Package	11881	0	0	0	0	PACKAGE	0	0	99999	0	40958	<$>191590</>	0	0	0
Package	11882	0	0	0	0	PACKAGE	0	0	43000	0	40959	<$>192818</>	0	0	37300
Package	11883	0	0	0	0	PACKAGE	0	0	43000	0	40960	<$>192819</>	0	0	37300
Package	11884	0	0	0	0	PACKAGE	0	0	43000	0	40961	<$>192820</>	0	0	37300
Package	11885	0	0	0	0	PACKAGE	0	0	44500	0	40962	<$>192821</>	0	0	37800
Package	11886	0	0	0	0	PACKAGE	0	0	43300	0	40963	<$>192822</>	0	0	36800
Package	11887	0	0	0	0	PACKAGE	0	0	44500	0	40964	<$>192823</>	0	0	37800
Package	11888	0	0	0	0	PACKAGE	0	0	111900	0	40965	<$>192824</>	0	0	90000
Package	11889	0	0	0	0	PACKAGE	0	0	112400	0	40966	<$>192825</>	0	0	90000
Package	11890	0	0	0	0	PACKAGE	0	0	99999	0	40967	<$>192826</>	0	0	0
Package	11891	0	0	0	0	PACKAGE	0	0	99999	0	40968	<$>192827</>	0	0	0
Package	11892	0	0	0	0	PACKAGE	0	0	10000	0	40969	<$>192828</>	0	0	0
Etc	11893	0	0	0	0	PACKAGE	0	0	99999	0	24132	<$>192829</>	0	0	0
Etc	11894	0	0	0	0	PACKAGE	0	0	99999	0	21532	<$>143464</>	0	0	0
Package	11895	0	0	0	0	PACKAGE	0	0	99999	0	40971	<$>193702</>	0	0	0
Package	11896	0	0	0	0	PACKAGE	0	0	99999	0	40972	<$>193703</>	0	0	0
Package	11897	0	0	0	0	PACKAGE	0	0	99999	0	40973	<$>193704</>	0	0	0
Package	11898	0	0	0	0	PACKAGE	0	0	99999	0	40975	<$>193705</>	0	0	0
Package	11899	0	0	0	0	PACKAGE	0	0	99999	0	40976	<$>193706</>	0	0	0
Etc	11900	0	0	0	0	PACKAGE	0	0	99999	0	157122	<$>125010</>	0	0	0
Etc	11901	0	0	0	0	PACKAGE	0	0	99999	0	40980	<$>193707</>	0	0	0
Etc	11902	0	0	0	0	PACKAGE	0	0	99999	0	40981	<$>193708</>	0	0	0
Etc	11903	0	0	0	0	PACKAGE	0	0	99999	0	40982	<$>193709</>	0	0	0
Etc	11904	0	0	0	0	PACKAGE	0	0	99999	0	40983	<$>193710</>	0	0	0
Etc	11905	0	0	0	0	PACKAGE	0	0	99999	0	40984	<$>193711</>	0	0	0
