ClassID	Count1	Count10	Count2	Count3	Count4	Count5	Count6	Count7	Count8	Count9	itemID	itemID1	itemID10	itemID2	itemID3	itemID4	itemID5	itemID6	itemID7	itemID8	itemID9	itemName
11026	1	0	0	0	0	0	0	0	0	0	88145	42059	0	0	0	0	0	0	0	0	0	<$>28878</>
11027	1	0	0	0	0	0	0	0	0	0	88146	42070	0	0	0	0	0	0	0	0	0	<$>28882</>
11028	1	0	0	0	0	0	0	0	0	0	88147	42018	0	0	0	0	0	0	0	0	0	<$>28864</>
11029	1	0	0	0	0	0	0	0	0	0	88148	42019	0	0	0	0	0	0	0	0	0	<$>28865</>
11030	1	0	0	0	0	0	0	0	0	0	88149	42028	0	0	0	0	0	0	0	0	0	<$>29067</>
11031	1	0	0	0	0	0	0	0	0	0	88151	42088	0	0	0	0	0	0	0	0	0	<$>28884</>
11032	1	0	0	0	0	0	0	0	0	0	88152	42089	0	0	0	0	0	0	0	0	0	<$>28885</>
11033	1	0	0	0	0	0	0	0	0	0	88153	42090	0	0	0	0	0	0	0	0	0	<$>28886</>
11034	1	0	0	0	0	0	0	0	0	0	88154	42091	0	0	0	0	0	0	0	0	0	<$>28887</>
11035	1	0	0	0	0	0	0	0	0	0	88155	42092	0	0	0	0	0	0	0	0	0	<$>28888</>
11036	1	0	0	0	0	0	0	0	0	0	88156	42093	0	0	0	0	0	0	0	0	0	<$>28889</>
11037	1	0	0	0	0	0	0	0	0	0	88157	42094	0	0	0	0	0	0	0	0	0	<$>28890</>
11038	1	0	0	0	0	0	0	0	0	0	88158	42095	0	0	0	0	0	0	0	0	0	<$>28891</>
11039	1	0	0	0	0	0	0	0	0	0	88159	42096	0	0	0	0	0	0	0	0	0	<$>28892</>
11040	1	0	0	0	0	0	0	0	0	0	88160	42097	0	0	0	0	0	0	0	0	0	<$>28893</>
11041	1	0	0	0	0	0	0	0	0	0	88163	42098	0	0	0	0	0	0	0	0	0	<$>28894</>
11042	1	0	0	0	0	0	0	0	0	0	88165	42101	0	0	0	0	0	0	0	0	0	<$>28897</>
11043	1	0	0	0	0	0	0	0	0	0	88166	42102	0	0	0	0	0	0	0	0	0	<$>28898</>
11044	1	0	0	0	0	0	0	0	0	0	88167	42212	0	0	0	0	0	0	0	0	0	<$>28986</>
11045	1	0	0	0	0	0	0	0	0	0	88168	42213	0	0	0	0	0	0	0	0	0	<$>28987</>
11046	1	0	0	0	0	0	0	0	0	0	88169	42214	0	0	0	0	0	0	0	0	0	<$>28988</>
11047	1	0	0	0	0	0	0	0	0	0	88170	42215	0	0	0	0	0	0	0	0	0	<$>28989</>
11048	1	0	0	0	0	0	0	0	0	0	88171	42216	0	0	0	0	0	0	0	0	0	<$>28990</>
11049	1	0	0	0	0	0	0	0	0	0	88172	42103	0	0	0	0	0	0	0	0	0	<$>28899</>
11050	1	0	0	0	0	0	0	0	0	0	88173	42104	0	0	0	0	0	0	0	0	0	<$>28900</>
11051	3	0	0	0	0	0	0	0	0	0	88174	21345	0	0	0	0	0	0	0	0	0	<$>29999</>
11052	1	0	0	0	0	0	0	0	0	0	88176	42105	0	0	0	0	0	0	0	0	0	<$>28901</>
11053	1	0	0	0	0	0	0	0	0	0	88177	42106	0	0	0	0	0	0	0	0	0	<$>28902</>
11054	1	0	0	0	0	0	0	0	0	0	88178	42217	0	0	0	0	0	0	0	0	0	<$>28991</>
11055	1	0	0	0	0	0	0	0	0	0	88179	42218	0	0	0	0	0	0	0	0	0	<$>28992</>
11056	1	0	0	0	0	0	0	0	0	0	88180	42219	0	0	0	0	0	0	0	0	0	<$>28993</>
11057	1	0	0	0	0	0	0	0	0	0	88181	42220	0	0	0	0	0	0	0	0	0	<$>28994</>
11058	1	0	0	0	0	0	0	0	0	0	88182	42221	0	0	0	0	0	0	0	0	0	<$>28995</>
11059	1	0	0	0	0	0	0	0	0	0	88183	42107	0	0	0	0	0	0	0	0	0	<$>28903</>
11060	1	0	0	0	0	0	0	0	0	0	88184	42222	0	0	0	0	0	0	0	0	0	<$>29345</>
11061	1	0	0	0	0	0	0	0	0	0	88185	42108	0	0	0	0	0	0	0	0	0	<$>28904</>
11062	1	0	0	0	0	0	0	0	0	0	88186	42109	0	0	0	0	0	0	0	0	0	<$>28905</>
11063	40	0	1	1	0	0	0	0	0	0	88187	88018	0	88051	88052	0	0	0	0	0	0	<$>30000</>
11064	40	0	1	1	0	0	0	0	0	0	88188	88018	0	88056	88057	0	0	0	0	0	0	<$>30001</>
11065	40	0	1	0	0	0	0	0	0	0	88189	88018	0	88052	0	0	0	0	0	0	0	<$>30002</>
11066	40	0	1	0	0	0	0	0	0	0	88190	88018	0	88057	0	0	0	0	0	0	0	<$>30003</>
11067	1	0	1	1	10	1	10	0	0	0	88191	41111	0	41102	41102	88018	88056	88023	0	0	0	<$>30004</>
11068	1	0	1	1	10	1	1	0	0	0	88192	21344	0	21344	21344	88018	88056	21822	0	0	0	<$>30005</>
11069	1	0	0	0	0	0	0	0	0	0	88193	42113	0	0	0	0	0	0	0	0	0	<$>28909</>
11070	1	0	0	0	0	0	0	0	0	0	88194	42114	0	0	0	0	0	0	0	0	0	<$>28910</>
11071	2	0	1	1	1	1	0	0	0	0	88195	88051	0	88052	88221	88221	88221	0	0	0	0	<$>30006</>
11072	2	0	1	30	0	0	0	0	0	0	88196	88056	0	88057	88023	0	0	0	0	0	0	<$>30007</>
11073	1	0	0	0	0	0	0	0	0	0	88197	42228	0	0	0	0	0	0	0	0	0	<$>29002</>
11074	1	0	0	0	0	0	0	0	0	0	88198	42229	0	0	0	0	0	0	0	0	0	<$>29003</>
11075	1	0	0	0	0	0	0	0	0	0	88199	42230	0	0	0	0	0	0	0	0	0	<$>29004</>
11076	1	0	0	0	0	0	0	0	0	0	88200	42231	0	0	0	0	0	0	0	0	0	<$>29005</>
11077	1	0	0	0	0	0	0	0	0	0	88201	42232	0	0	0	0	0	0	0	0	0	<$>29006</>
11078	20	0	50	1	1	1	1	1	1	0	88226	88018	0	88023	88210	88210	88210	88210	88210	88056	0	<$>30008</>
11079	1	0	0	0	0	0	0	0	0	0	88235	42118	0	0	0	0	0	0	0	0	0	<$>28914</>
11080	1	0	0	0	0	0	0	0	0	0	88236	42119	0	0	0	0	0	0	0	0	0	<$>28915</>
11081	1	0	0	0	0	0	0	0	0	0	88237	42120	0	0	0	0	0	0	0	0	0	<$>28916</>
11082	1	0	0	0	0	0	0	0	0	0	88238	42121	0	0	0	0	0	0	0	0	0	<$>28917</>
11083	1	0	1	1	1	1	1	1	1	1	88244	88005	0	88009	88250	41116	41116	41116	88224	88247	88302	<$>30009</>
11084	20	50	20	20	50	50	50	50	50	50	88246	20545	20062	20716	20084	20074	20075	20541	20022	20023	20024	<$>30010</>
11085	1	0	1	1	0	0	0	0	0	0	88324	41128	0	41128	41128	0	0	0	0	0	0	<$>30011</>
11086	1	0	1	1	0	0	0	0	0	0	88325	41129	0	41129	41129	0	0	0	0	0	0	<$>236823</>
11087	1	0	0	0	0	0	0	0	0	0	88248	42122	0	0	0	0	0	0	0	0	0	<$>28918</>
11088	1	0	0	0	0	0	0	0	0	0	88249	42123	0	0	0	0	0	0	0	0	0	<$>28919</>
11089	1	0	0	0	0	0	0	0	0	0	88326	42127	0	0	0	0	0	0	0	0	0	<$>28922</>
11090	200	0	5	1	1	1	1	1	1	0	88330	21375	0	20545	88302	88221	88221	88221	88221	88221	0	<$>30013</>
11091	500	1	10	1	1	1	1	1	1	1	88331	21375	88221	20545	88306	88221	88221	88221	88221	88221	88221	<$>30014</>
11092	1	0	0	0	0	0	0	0	0	0	88341	42129	0	0	0	0	0	0	0	0	0	<$>28923</>
11093	1	0	0	0	0	0	0	0	0	0	88342	42130	0	0	0	0	0	0	0	0	0	<$>28924</>
11094	3	0	0	0	0	0	0	0	0	0	88260	21346	0	0	0	0	0	0	0	0	0	<$>30015</>
11095	1	0	1	1	0	0	0	0	0	0	88370	88369	0	88369	88369	0	0	0	0	0	0	<$>30016</>
11096	1	0	1	1	1	1	0	0	0	0	88371	88369	0	88369	88369	88369	88369	0	0	0	0	<$>30017</>
11097	1	0	1	1	0	0	0	0	0	0	88383	21344	0	21345	21346	0	0	0	0	0	0	<$>30018</>
11098	140	0	10	5	100	50	5	10	10	0	88150	21450	0	21907	21915	21006	21002	21803	75318	21907	0	<$>30019</>
11099	10	0	0	0	0	0	0	0	0	0	21929	21098	0	0	0	0	0	0	0	0	0	<$>100196</>
11100	30	0	0	0	0	0	0	0	0	0	21930	21098	0	0	0	0	0	0	0	0	0	<$>100197</>
11102	1	0	1	0	0	0	0	0	0	0	189248	42684	0	17724	0	0	0	0	0	0	0	<$>104663</>
11103	1	0	1	0	0	0	0	0	0	0	189249	42683	0	17723	0	0	0	0	0	0	0	<$>104664</>
11104	1	0	1	1	0	0	0	0	0	0	189250	180072	0	170052	18043	0	0	0	0	0	0	<$>104665</>
11105	1	0	1	1	0	0	0	0	0	0	189251	18031	0	18032	42212	0	0	0	0	0	0	<$>104666</>
11106	1	0	1	1	0	0	0	0	0	0	189252	18033	0	18034	42215	0	0	0	0	0	0	<$>104667</>
11107	1	0	1	1	0	0	0	0	0	0	189253	18035	0	18036	42214	0	0	0	0	0	0	<$>104668</>
11108	1	0	1	1	0	0	0	0	0	0	189254	18037	0	18038	42213	0	0	0	0	0	0	<$>104669</>
11109	1	0	1	1	0	0	0	0	0	0	189255	18039	0	18040	42216	0	0	0	0	0	0	<$>104670</>
11111	10	0	0	0	0	0	0	0	0	0	189303	88018	0	0	0	0	0	0	0	0	0	<$>110707</>
11112	8	0	1	0	0	0	0	0	0	0	189304	88018	0	88056	0	0	0	0	0	0	0	<$>236824</>
11113	8	0	1	0	0	0	0	0	0	0	189305	88018	0	88057	0	0	0	0	0	0	0	<$>110709</>
11114	10	0	1	0	0	0	0	0	0	0	189306	88018	0	88061	0	0	0	0	0	0	0	<$>110710</>
11115	10	0	1	0	0	0	0	0	0	0	189307	88018	0	88062	0	0	0	0	0	0	0	<$>110711</>
11116	8	0	1	0	0	0	0	0	0	0	189353	88018	0	88056	0	0	0	0	0	0	0	<$>37588</>
11117	8	0	1	0	0	0	0	0	0	0	189354	88018	0	88057	0	0	0	0	0	0	0	<$>37592</>
11118	10	0	1	0	0	0	0	0	0	0	189355	88018	0	88061	0	0	0	0	0	0	0	<$>124425</>
11119	10	0	1	0	0	0	0	0	0	0	189356	88018	0	88062	0	0	0	0	0	0	0	<$>124426</>
11120	10	0	1	0	0	0	0	0	0	0	189357	88018	0	88066	0	0	0	0	0	0	0	<$>124427</>
11121	10	0	1	0	0	0	0	0	0	0	189358	88018	0	88067	0	0	0	0	0	0	0	<$>124428</>
11122	10	0	1	0	0	0	0	0	0	0	189359	88018	0	88071	0	0	0	0	0	0	0	<$>124429</>
11123	10	0	1	0	0	0	0	0	0	0	189360	88018	0	88072	0	0	0	0	0	0	0	<$>124430</>
11124	50	0	0	0	0	0	0	0	0	0	21488	40871	0	0	0	0	0	0	0	0	0	<$>166216</>
11125	100	0	0	0	0	0	0	0	0	0	21489	40871	0	0	0	0	0	0	0	0	0	<$>166217</>
11126	150	0	0	0	0	0	0	0	0	0	21490	40871	0	0	0	0	0	0	0	0	0	<$>166218</>
11127	100	0	0	0	0	0	0	0	0	0	88328	21375	0	0	0	0	0	0	0	0	0	<$>37237</>
11128	10	0	1	0	0	0	0	0	0	0	89253	88018	0	88076	0	0	0	0	0	0	0	<$>124429</>
11129	10	0	1	0	0	0	0	0	0	0	89254	88018	0	88077	0	0	0	0	0	0	0	<$>124430</>
11130	1	0	0	0	0	0	0	0	0	0	24138	53014	0	0	0	0	0	0	0	0	0	<$>210397</>
11131	1	0	0	0	0	0	0	0	0	0	24139	53015	0	0	0	0	0	0	0	0	0	<$>210398</>
11132	1	0	0	0	0	0	0	0	0	0	24149	24151	0	0	0	0	0	0	0	0	0	<$>222704</>
11133	50	0	0	0	0	0	0	0	0	0	89309	89308	0	0	0	0	0	0	0	0	0	<$>224918</>
11134	100	0	0	0	0	0	0	0	0	0	89310	89308	0	0	0	0	0	0	0	0	0	<$>224919</>
11135	200	0	0	0	0	0	0	0	0	0	89311	89308	0	0	0	0	0	0	0	0	0	<$>224920</>
11136	1	0	0	0	0	0	0	0	0	0	24165	27544	0	0	0	0	0	0	0	0	0	<$>230066</>
11137	50	0	0	0	0	0	0	0	0	0	89309	89308	0	0	0	0	0	0	0	0	0	<$>224918</>
11138	10	0	0	0	0	0	0	0	0	0	24223	27598	0	0	0	0	0	0	0	0	0	<$>236825</>
11139	11	0	0	0	0	0	0	0	0	0	89400	43082	0	0	0	0	0	0	0	0	0	<$>236826</>
12001	1	0	1	1	20	10	0	0	0	0	88115	88105	0	88109	88113	20542	20084	0	0	0	0	<$>29984</>
12002	1	0	1	1	0	0	0	0	0	0	88118	21344	0	21344	21344	0	0	0	0	0	0	<$>29985</>
12003	1	0	40	20	0	0	0	0	0	0	88116	42020	0	88018	20084	0	0	0	0	0	0	<$>30020</>
12004	1	0	1	1	0	0	0	0	0	0	88119	42002	0	17015	88113	0	0	0	0	0	0	<$>30021</>
12005	1	0	20	0	0	0	0	0	0	0	88122	88101	0	20519	0	0	0	0	0	0	0	<$>30022</>
12006	1	0	1	1	0	0	0	0	0	0	88101	88105	0	88109	88113	0	0	0	0	0	0	<$>29988</>
12007	1	0	1	1	25	25	0	0	0	0	88123	42003	0	41009	88113	20074	20075	0	0	0	0	<$>30023</>
12008	1	1	20	20	1	1	1	1	1	1	88126	88105	88210	20545	20084	88211	88211	88210	88210	88210	88210	<$>30024</>
12009	1	0	1	1	1	1	1	1	20	0	88127	88105	0	88109	88210	88210	88210	88210	88210	20542	0	<$>30025</>
12010	1	20	1	1	20	20	20	1	1	1	88141	88105	20519	88109	88113	20545	20084	20716	88210	88210	88210	<$>30026</>
12011	1	0	1	0	0	0	0	0	0	0	88223	88221	0	20545	0	0	0	0	0	0	0	<$>30027</>
12012	1	0	5	1	0	0	0	0	0	0	88161	88224	0	20545	88351	0	0	0	0	0	0	<$>30028</>
12013	1	0	1	1	0	0	0	0	0	0	88162	41102	0	41102	41102	0	0	0	0	0	0	<$>30029</>
12014	1	0	1	90	1	10	10	1	1	0	88164	41106	0	88024	88023	88221	20084	20716	88221	88221	0	<$>30030</>
12015	1	0	1	1	0	0	0	0	0	0	88175	41111	0	41111	41111	0	0	0	0	0	0	<$>30031</>
12016	1	0	1	1	1	1	1	1	1	1	88245	88105	0	88109	88251	41102	41102	41102	88224	88247	88306	<$>30032</>
12017	1	0	1	1	1	3	5	0	0	0	88261	88105	0	88109	88251	88306	88255	20586	0	0	0	<$>30033</>
12018	1	0	1	1	1	1	1	0	0	0	88263	88384	0	88013	41087	41087	41087	15306	0	0	0	<$>30034</>
13001	1	0	0	0	0	0	0	0	0	0	189396	50039	0	0	0	0	0	0	0	0	0	<$>143136</>
13002	1	0	0	0	0	0	0	0	0	0	89126	50068	0	0	0	0	0	0	0	0	0	<$>166210</>
13003	1	0	0	0	0	0	0	0	0	0	89127	50069	0	0	0	0	0	0	0	0	0	<$>166211</>
13004	1	0	0	0	0	0	0	0	0	0	88867	50090	0	0	0	0	0	0	0	0	0	<$>187839</>
13005	1	0	0	0	0	0	0	0	0	0	88868	50091	0	0	0	0	0	0	0	0	0	<$>187840</>
13006	1	0	0	0	0	0	0	0	0	0	24140	17856	0	0	0	0	0	0	0	0	0	<$>211972</>
13007	1	0	0	0	0	0	0	0	0	0	24141	53019	0	0	0	0	0	0	0	0	0	<$>211970</>
13008	1	0	0	0	0	0	0	0	0	0	24142	17857	0	0	0	0	0	0	0	0	0	<$>211973</>
13009	1	0	0	0	0	0	0	0	0	0	24143	53020	0	0	0	0	0	0	0	0	0	<$>211971</>
13010	1	0	0	0	0	0	0	0	0	0	24159	53090	0	0	0	0	0	0	0	0	0	<$>228162</>
13011	1	0	0	0	0	0	0	0	0	0	24160	53091	0	0	0	0	0	0	0	0	0	<$>228163</>
13012	1	0	0	0	0	0	0	0	0	0	24161	53092	0	0	0	0	0	0	0	0	0	<$>228164</>
13013	1	0	0	0	0	0	0	0	0	0	24162	53093	0	0	0	0	0	0	0	0	0	<$>230062</>
13014	1	0	0	0	0	0	0	0	0	0	24163	53094	0	0	0	0	0	0	0	0	0	<$>230063</>
13015	1	0	0	0	0	0	0	0	0	0	24164	53095	0	0	0	0	0	0	0	0	0	<$>230065</>
13016	1	0	0	0	0	0	0	0	0	0	24171	53096	0	0	0	0	0	0	0	0	0	<$>231245</>
13017	1	0	0	0	0	0	0	0	0	0	24206	53110	0	0	0	0	0	0	0	0	0	<$>233289</>
13018	1	0	0	0	0	0	0	0	0	0	24207	53112	0	0	0	0	0	0	0	0	0	<$>233291</>
13019	1	0	0	0	0	0	0	0	0	0	24208	53114	0	0	0	0	0	0	0	0	0	<$>233293</>
13020	1	0	0	0	0	0	0	0	0	0	24209	53116	0	0	0	0	0	0	0	0	0	<$>233295</>
13021	1	0	0	0	0	0	0	0	0	0	24210	53118	0	0	0	0	0	0	0	0	0	<$>233297</>
13022	1	0	0	0	0	0	0	0	0	0	24211	53120	0	0	0	0	0	0	0	0	0	<$>233299</>
13023	1	0	0	0	0	0	0	0	0	0	24217	53098	0	0	0	0	0	0	0	0	0	<$>236808</>
13024	1	0	0	0	0	0	0	0	0	0	24218	53099	0	0	0	0	0	0	0	0	0	<$>236809</>
13025	1	0	0	0	0	0	0	0	0	0	24219	53100	0	0	0	0	0	0	0	0	0	<$>236810</>
13026	1	0	0	0	0	0	0	0	0	0	24220	53101	0	0	0	0	0	0	0	0	0	<$>236811</>
300000	1	0	0	0	0	0	0	0	0	0	321421	21421	0	0	0	0	0	0	0	0	0	<$>35512</>
300001	1	0	0	0	0	0	0	0	0	0	321422	21422	0	0	0	0	0	0	0	0	0	<$>35513</>
300002	500	0	1	1	1	1	1	0	0	0	388716	21375	0	88221	88221	88221	88221	88221	0	0	0	A3
300003	200	0	1	0	0	0	0	0	0	0	388722	21375	0	300000	0	0	0	0	0	0	0	A4
300004	1	0	0	0	0	0	0	0	0	0	300001	300000	0	0	0	0	0	0	0	0	0	A5
300005	1	0	1	0	0	0	0	0	0	0	388309	342007	0	317292	0	0	0	0	0	0	0	A6
300006	1	0	0	0	0	0	0	0	0	0	388310	342010	0	0	0	0	0	0	0	0	0	A7
300007	1	0	0	0	0	0	0	0	0	0	321425	21425	0	0	0	0	0	0	0	0	0	A8
300008	1	0	200	0	0	0	0	0	0	0	388723	21425	0	21375	0	0	0	0	0	0	0	A9
300009	20	0	0	0	0	0	0	0	0	0	88503	88018	0	0	0	0	0	0	0	0	0	A10
300010	10	0	0	0	0	0	0	0	0	0	88504	88018	0	0	0	0	0	0	0	0	0	A11
300011	1	0	0	0	0	0	0	0	0	0	88505	22035	0	0	0	0	0	0	0	0	0	A12
300012	1	0	0	0	0	0	0	0	0	0	88506	22043	0	0	0	0	0	0	0	0	0	A13
300013	1	0	1	0	0	0	0	0	0	0	88507	22035	0	22043	0	0	0	0	0	0	0	A14
300014	1	0	1	1	0	0	0	0	0	0	88508	22035	0	22043	22036	0	0	0	0	0	0	A15
300015	1	0	10	10	10	1	1	1	1	1	88509	42020	0	20084	20542	88018	88210	88210	88210	88005	88009	A16
300016	1	0	10	10	10	1	1	1	1	1	88510	42048	0	20084	20542	88018	88210	88210	88210	88005	88009	A17
300017	1	0	10	10	10	1	1	1	1	1	88511	42049	0	20084	20542	88018	88210	88210	88210	88005	88009	A18
300018	1	0	10	10	10	1	1	1	1	1	88512	42047	0	20084	20542	88018	88210	88210	88210	88005	88009	A19
300019	1	0	10	10	10	1	1	1	1	1	88513	42050	0	20084	20542	88018	88210	88210	88210	88005	88009	A20
300020	40	0	0	0	0	0	0	0	0	0	88518	88018	0	0	0	0	0	0	0	0	0	A21
300021	20	0	0	0	0	0	0	0	0	0	88519	88018	0	0	0	0	0	0	0	0	0	A22
300022	1	0	1	10	10	10	10	1	1	1	88520	88005	0	88009	20519	20545	20084	20716	88210	88210	88210	A23
300023	1	0	0	0	0	0	0	0	0	0	88521	22037	0	0	0	0	0	0	0	0	0	A24
300024	1	0	0	0	0	0	0	0	0	0	88522	22036	0	0	0	0	0	0	0	0	0	A25
300025	1	0	1	0	0	0	0	0	0	0	88523	22037	0	22036	0	0	0	0	0	0	0	A26
300026	1	0	1	1	1	1	0	0	0	0	88212	88210	0	88210	88210	88210	88210	0	0	0	0	A27
300027	1	0	1	1	0	0	0	0	0	0	88524	88221	0	88221	88221	0	0	0	0	0	0	A28
300028	1	0	1	1	1	1	0	0	0	0	88525	88221	0	88221	88221	88221	88221	0	0	0	0	A29
300029	1	0	1	1	0	0	0	0	0	0	421439	22044	0	42103	88516	0	0	0	0	0	0	A30
300030	1	0	1	1	1	1	0	0	0	0	421440	22046	0	88516	88210	88210	88210	0	0	0	0	A31
300031	1	0	0	0	0	0	0	0	0	0	88528	22046	0	0	0	0	0	0	0	0	0	A32
300032	1	0	0	0	0	0	0	0	0	0	88241	42238	0	0	0	0	0	0	0	0	0	A33
300033	1	0	0	0	0	0	0	0	0	0	88242	42239	0	0	0	0	0	0	0	0	0	A34
300034	1	0	0	0	0	0	0	0	0	0	88243	42240	0	0	0	0	0	0	0	0	0	A35
300035	1	0	0	0	0	0	0	0	0	0	88937	42203	0	0	0	0	0	0	0	0	0	A36
300036	1	0	0	0	0	0	0	0	0	0	88940	42206	0	0	0	0	0	0	0	0	0	A37
300037	10	0	5	0	0	0	0	0	0	0	88533	88018	0	21915	0	0	0	0	0	0	0	A38
300038	10	0	5	0	0	0	0	0	0	0	88534	88018	0	21921	0	0	0	0	0	0	0	A39
300039	10	0	5	0	0	0	0	0	0	0	88535	88018	0	21923	0	0	0	0	0	0	0	A40
300040	1	0	1	145	0	0	0	0	0	0	88536	60101	0	64101	20313	0	0	0	0	0	0	A41
300041	1	0	1	145	0	0	0	0	0	0	88537	61101	0	64301	20313	0	0	0	0	0	0	A42
300042	1	0	1	145	0	0	0	0	0	0	88538	62101	0	64301	20313	0	0	0	0	0	0	A43
300043	1	0	1	145	0	0	0	0	0	0	88539	62301	0	64401	20313	0	0	0	0	0	0	A44
300044	1	0	1	145	0	0	0	0	0	0	88540	60601	0	64101	20313	0	0	0	0	0	0	A45
300045	1	0	1	80	0	0	0	0	0	0	88541	60102	0	64102	20318	0	0	0	0	0	0	A46
300046	1	0	1	80	0	0	0	0	0	0	88542	61102	0	64302	20318	0	0	0	0	0	0	A47
300047	1	0	1	80	0	0	0	0	0	0	88543	62102	0	64302	20318	0	0	0	0	0	0	A48
300048	1	0	1	80	0	0	0	0	0	0	88544	62302	0	64404	20318	0	0	0	0	0	0	A49
300049	1	0	1	80	0	0	0	0	0	0	88545	60602	0	64102	20318	0	0	0	0	0	0	A50
300050	10	0	0	0	0	0	0	0	0	0	88629	21923	0	0	0	0	0	0	0	0	0	A51
300051	10	0	0	0	0	0	0	0	0	0	88630	21925	0	0	0	0	0	0	0	0	0	A52
300052	10	0	5	0	0	0	0	0	0	0	88549	88018	0	21925	0	0	0	0	0	0	0	A53
300053	100	0	3	0	0	0	0	0	0	0	88550	88018	0	21925	0	0	0	0	0	0	0	A54
300054	100	0	1	0	0	0	0	0	0	0	88551	88018	0	88057	0	0	0	0	0	0	0	A55
300055	4	0	0	0	0	0	0	0	0	0	88344	75317	0	0	0	0	0	0	0	0	0	A56
300056	2	0	0	0	0	0	0	0	0	0	88345	75318	0	0	0	0	0	0	0	0	0	A57
300057	1	0	0	0	0	0	0	0	0	0	88346	75330	0	0	0	0	0	0	0	0	0	<$>36766</>
300058	20	0	0	0	0	0	0	0	0	0	88232	88023	0	0	0	0	0	0	0	0	0	A59
300059	500	0	0	0	0	0	0	0	0	0	88357	21375	0	0	0	0	0	0	0	0	0	A60
300060	1	0	200	0	0	0	0	0	0	0	321423	21422	0	21375	0	0	0	0	0	0	0	A61
300061	100	0	1	0	0	0	0	0	0	0	320836	320834	0	120006	0	0	0	0	0	0	0	A62
300062	100	0	1	0	0	0	0	0	0	0	320837	320834	0	120010	0	0	0	0	0	0	0	A63
300063	100	0	1	0	0	0	0	0	0	0	320840	320838	0	63229	0	0	0	0	0	0	0	A64
300064	100	0	1	0	0	0	0	0	0	0	320841	320838	0	120002	0	0	0	0	0	0	0	A65
300065	40	0	2	0	0	0	0	0	0	0	388313	88018	0	88056	0	0	0	0	0	0	0	A66
300066	40	0	1	1	0	0	0	0	0	0	388314	88018	0	88051	88052	0	0	0	0	0	0	A67
300067	40	0	1	1	0	0	0	0	0	0	388315	88018	0	88056	88057	0	0	0	0	0	0	A68
300068	40	0	20	0	0	0	0	0	0	0	388316	88018	0	21925	0	0	0	0	0	0	0	A69
