AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlessType	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DblAttach	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EnchantType	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncHeal	IncINT	IncLegend	IncMHP	IncMSP	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSAtk	MSAtk_Opt	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MediumBane	MetalBane	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	Option4ID	Option4MaxValue	Option4MinValue	OptionGroup	PCAtk	PCAtk_Opt	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	ReinProtectLv	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	SoftBane	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseAnim	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	485	0	0	None	0	None	0	None	0	None	0	None	0	atk_cannon1.ogg	0	0	76	0	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Cannon	<$>44609</>	13330	Tarot_TheChariot	Cannon	YES	0	0	FALSE	1	0	0	RH	0	<$>99154</>	0	90	-8	0	None	EliteEqp	None	drop_cannon.ogg	N/A	Dummy_CANNON	N/A	N/A	N/A	N/A	TRUE	10	None	100	None	EL CARRO	SH	None	None	2147483647	0	FALSE	it_w_thechariot	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>44609</>	SYS_item_column_red	0	<$>45222</>	CTYPE	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	13001	40	40	13004	15	15	0	0	0	0	0	0	SHOOT	0	0	0	0	NO	5	None	2000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>154980</>	1	13330	1	None	165000	0	0	Weapon	0	<$>45223</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	-15	0	418	0	0	None	0	None	0	None	0	None	0	None	0	atk_thsword1.ogg	0	0	61	0	0	0	block_thsword.ogg	hit_thsword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_THSword	<$>29640</>	13331	Tarot_Strenght	THSword	YES	0	0	FALSE	1	0	0	RH	0	<$>99155</>	0	180	75	0	None	EliteEqp	None	drop_thsword.ogg	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_BACK_THS	TRUE	0	None	100	None	LA JUSTICIA	SH	None	None	2147483647	0	FALSE	it_w_strenght	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29640</>	SYS_item_column_red	0	<$>45224</>	CTYPE	1.4	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	12001	30	30	12002	20	20	12003	10	10	0	0	0	MELEE	0	0	0	0	NO	7	None	1440000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31900</>	1	13331	1	None	165000	0	0	Weapon	0	<$>45226</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	274	0	0	None	0	None	0	None	0	None	0	None	0	atk_sabre1.ogg	0	0	43	0	0	0	block_sabre.ogg	hit_sabre1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Sabre	<$>29639</>	13332	Tarot_TheHermit	Sabre	NO	0	0	FALSE	1	0	0	RH	0	<$>99154</>	0	180	75	0	None	EliteEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	100	None	EL ERMITANO	SH	None	None	2147483647	0	FALSE	it_w_thehermit	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29639</>	SYS_item_column_red	0	<$>45227</>	ATYPE	0.9	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	12001	30	30	12002	20	20	12003	10	10	0	0	0	MELEE	0	0	0	0	NO	5	None	2000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31900</>	1	13332	1	None	165000	0	0	Weapon	0	<$>45228</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	168	0	0	None	0	None	0	None	0	None	0	None	0	atk_maing1.ogg	0	0	26	0	0	0	block_maing.ogg	hit_maing1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_MainG	<$>29658</>	13333	Tarot_WheelOfFortune	MainG	NO	0	0	FALSE	1	0	0	RH	0	<$>99154</>	0	170	40	0	None	EliteEqp	None	drop_dagger.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	100	None	LA RUEDA DE LA FORTUNA	SH	None	None	2147483647	0	FALSE	it_w_fortune	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29658</>	SYS_item_column_red	0	<$>45229</>	BTYPE	0.5	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	12001	30	30	12002	30	30	12003	10	10	0	0	0	MELEE	0	0	0	0	NO	3	None	1120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>154980</>	1	13333	1	None	165000	0	0	Weapon	0	<$>45230</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	359	0	0	None	0	None	0	None	0	None	0	None	0	atk_rifle1.ogg	0	0	56	0	0	0	block_knuckle.ogg	hit_sword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Rifle	<$>29644</>	13334	Tarot_TheJustice	Rifle	NO	0	0	FALSE	1	0	0	RH	0	<$>99154</>	0	90	5	0	None	EliteEqp	None	drop_rifle.ogg	Dummy_L_HAND_RIFLE	Dummy_R_HAND_RIFLE	N/A	N/A	Dummy_BACK_RIFLE	Dummy_BACK_RIFLE	TRUE	10	None	100	None	LA FUERZA	SH	None	None	2147483647	0	FALSE	it_w_justicebayonet	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29644</>	SYS_item_column_red	0	<$>45231</>	BTYPE	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	13001	30	30	13002	20	20	13003	10	10	0	0	0	SHOOT	0	0	0	0	NO	5	None	1040000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31947</>	1	13334	1.2	None	165000	0	0	Weapon	0	<$>45215</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	168	0	0	None	0	None	0	None	0	None	0	None	0	atk_dagger1.ogg	0	0	26	0	0	0	block_dagger.ogg	hit_dagger1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Dagger	<$>29642</>	13335	Tarot_TheHangedMan	Dagger	NO	0	0	FALSE	1	0	0	RH	0	<$>99154</>	0	10	40	0	None	EliteEqp	None	drop_dagger.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_BACK_Dagger_L	Dummy_BACK_Dagger_R	TRUE	0	None	100	None	EL COLGADO	SH	None	None	2147483647	0	FALSE	it_w_thehangedman	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29642</>	SYS_item_column_red	0	<$>45233</>	ATYPE	0.9	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	12001	30	30	12002	20	20	12009	40	40	12003	5	5	MELEE	0	0	0	0	NO	3	None	2000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>154994</>	1	13335	1	None	165000	0	0	Weapon	0	<$>45235</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	-10	0	349	0	0	None	0	None	0	None	0	None	0	None	0	atk_polearm1.ogg	0	0	52	0	0	0	block_polearm.ogg	hit_polearm1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Polearm	<$>29641</>	13336	Tarot_Death	Polearm	YES	0	0	FALSE	1	0	0	RH	0	<$>99156</>	0	5	-50	0	None	EliteEqp	None	drop_polearm.ogg	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_BACK_POL	TRUE	0	None	100	None	LA MUERTE	SH	None	None	2147483647	0	FALSE	it_w_deathpolearm	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29641</>	SYS_item_column_red	0	<$>45236</>	CTYPE	1.4	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	12001	30	30	12002	20	20	12003	10	10	0	0	0	MELEE	0	0	0	0	NO	3	None	1440000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31900</>	1	13336	1	None	165000	0	0	Weapon	0	<$>45037</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	atk_shield1.ogg	10	0	0	4	0	0	block_shield.ogg	hit_shield1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Shield	<$>29647</>	13337	Tarot_Temperance	Shield	NO	29	0	FALSE	1	0	0	LH	0	<$>99157</>	0	-5	5	0	None	EliteEqp	None	drop_shield_l.ogg	Dummy_L_FOREARM	N/A	N/A	N/A	N/A	N/A	TRUE	10	None	100	None	LA TEMPLANZA	SH	None	None	2147483647	0	FALSE	it_w_temperance	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29647</>	SYS_item_column_red	0	<$>45238</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	20001	10	10	20005	10	10	0	0	0	0	0	0	SHIELD	0	0	0	0	NO	1	None	1040000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31900</>	1	13337	1	None	165000	0	2	Shield	0	<$>43954</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	FALSE	100	TRUE	31	None	0	0	0
0	0	0	253	0	0	None	0	None	0	None	0	None	0	None	0	atk_pistol1.ogg	0	0	40	0	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Pistol	<$>29643</>	13338	Tarot_TheDevil	Pistol	NO	0	0	FALSE	1	0	0	RH	0	<$>99154</>	0	75	3	0	None	EliteEqp	None	drop_pistol.ogg	Dummy_L_HAND_PISTOL	Dummy_R_HAND_PISTOL	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	10	None	100	None	EL DIABLO	SH	None	None	2147483647	0	FALSE	it_w_thedevil	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29643</>	SYS_item_column_red	0	<$>45240</>	BTYPE	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	13001	30	30	13002	20	20	13004	10	10	13003	5	5	SHOOT	0	0	0	0	NO	3	None	1040000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>154995</>	1	13338	2	None	165000	0	0	Weapon	0	<$>45242</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	190	0	0	None	0	None	0	None	0	None	0	None	0	atk_rapier1.ogg	0	0	30	0	0	0	block_rapier.ogg	hit_rapier1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Rapier	<$>29638</>	13339	Tarot_TheTower	Rapier	NO	0	0	FALSE	1	5	0	RH	0	<$>109844</>	0	-160	95	0	None	EliteEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	100	None	LA TORRE	SH	None	None	2147483647	0	FALSE	it_w_thetower	0	0	5	0	0	Weapon	0	0	0	0	0	0	0	0	0	5	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29638</>	SYS_item_column_red	0	<$>45243</>	BTYPE	0.8	1000	0	0	0	5	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	12001	35	35	12002	20	20	12003	10	10	0	0	0	MELEE	0	0	0	0	NO	5	None	1040000	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31900</>	1	13339	1	None	165000	0	0	Weapon	0	<$>45245</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	147	0	0	None	0	None	0	None	0	None	0	None	0	atk_kick1.ogg	0	0	23	1	0	0	block_knuckle.ogg	hit_kick1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Legguard	<$>29649</>	13340	Tarot_TheStar	Leguard	NO	7	0	FALSE	1	0	0	RH	0	<$>160225</>	0	0	0	0	None	EliteEqp	None	drop_bracelet.ogg	Dummy_L_CALF	Dummy_L_CALF	N/A	N/A	Dummy_L_CALF	Dummy_L_CALF	TRUE	10	None	100	None	LA ESTRELLA	SH	None	None	2147483647	0	FALSE	it_w_thestar	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29649</>	SYS_item_column_red	0	<$>45246</>	ATYPE	1	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	12001	30	30	12002	20	20	12009	40	40	12003	5	5	MELEE	0	0	0	0	NO	3	None	1040000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	<$>154980</>	1	13340	1	None	165000	0	0	Weapon	0	<$>45248</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	FALSE	100	TRUE	31	None	0	0	0
0	0	0	183	0	0	None	0	None	0	None	0	None	0	None	0	atk_fist1.ogg	0	0	29	0	0	0	block_knuckle.ogg	hit_knuckle1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Knuckle	<$>29648</>	13341	Tarot_TheMoon	Knuckle	NO	0	0	FALSE	1	0	0	RH	0	<$>99159</>	0	180	5	0	None	EliteEqp	None	drop_bracelet.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_L_HAND	Dummy_R_HAND	TRUE	10	None	100	None	LA LUNA	SH	None	None	2147483647	0	FALSE	it_w_themoon	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29648</>	SYS_item_column_red	0	<$>45249</>	ATYPE	1	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	12001	30	30	12002	20	20	12009	40	40	12003	5	5	MELEE	0	0	0	0	NO	1	None	1120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	<$>154980</>	1	13341	1.8	None	165000	0	0	Weapon	0	<$>45250</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	FALSE	100	TRUE	31	None	0	0	0
0	0	0	237	0	0	None	0	None	0	None	0	None	0	None	0	atk_elembrc1.ogg	0	0	40	0	0	0	None	hit_elembrc1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Brac4	<$>44014</>	13342	Tarot_TheSun	ElemBrc	NO	0	0	FALSE	1	0	0	RH	0	<$>99154</>	0	75	3	0	None	EliteEqp	None	drop_bracelet.ogg	Dummy_L_Brace	Dummy_R_Brace	N/A	N/A	Dummy_L_Brace	Dummy_R_Brace	TRUE	0	None	100	None	EL SOL	SH	None	None	2147483647	0	FALSE	it_w_thesun	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>44014</>	SYS_item_column_red	0	<$>45251</>	PSY	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	14001	35	35	14002	20	20	14003	15	15	14005	40	40	PSY	0	0	0	0	NO	1	None	1750000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31949</>	1	13342	1.5	None	165000	0	0	Weapon	0	<$>82492</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	FALSE	100	TRUE	31	None	0	0	0
0	0	0	253	0	0	None	0	None	0	None	0	None	0	None	0	atk_javelin1.ogg	0	0	40	0	0	0	block_sword.ogg	atk_javelin1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Javelin	<$>29660</>	13343	Tarot_Judgement	Javelin	NO	0	0	FALSE	1	0	0	RH	0	<$>99154</>	0	160	40	0	None	EliteEqp	None	drop_sword.ogg	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_BACK_JAV	TRUE	0	None	100	None	EL JUICIO	SH	None	None	2147483647	0	FALSE	it_w_judgement	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29660</>	SYS_item_column_red	0	<$>45254</>	ATYPE	0.8	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	12001	30	30	12002	20	20	12003	10	10	0	0	0	MELEE	0	0	0	0	NO	3	None	1120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31900</>	1	13343	1.8	None	165000	0	0	Weapon	0	<$>45255</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	None	0	0	0
0	0	0	348	0	0	None	0	None	0	None	0	None	0	None	0	atk_crossbow1.ogg	0	0	53	0	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Crossbow	<$>29651</>	13344	Tarot_TheFool_Elite	CrossBow	NO	0	0	FALSE	1	5	0	RH	0	<$>109845</>	0	90	5	0	None	EliteEqp	None	drop_rifle.ogg	Dummy_L_HAND_RIFLE	Dummy_R_HAND_RIFLE	N/A	N/A	N/A	Dummy_BACK_RIFLE	TRUE	10	None	96	None	Elite EL LOCO	SH	None	None	2147483647	0	FALSE	it_w_thefool	0	0	5	0	0	Weapon	0	0	0	0	0	0	0	0	0	5	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29651</>	SYS_item_column_red	0	<$>45256</>	CTYPE	0	1000	0	0	0	5	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SHOOT	0	0	0	0	NO	5	None	1040000	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>154980</>	1	13344	2	None	165000	0	0	Weapon	0	<$>45259</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	96	TRUE	31	None	0	0	0
0	0	0	290	0	0	None	0	None	0	None	0	None	0	None	0	atk_rod1.ogg	0	0	44	0	0	0	None	hit_rod1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Staff	<$>29653</>	13345	Tarot_TheMagician_Elite	Staff	NO	0	0	FALSE	1	0	0	RH	0	<$>99161</>	0	-30	50	0	None	EliteEqp	None	drop_staff.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_L_HAND	Dummy_R_HAND	TRUE	10	None	96	None	Elite EL MAGO	SH	None	None	2147483647	0	FALSE	it_w_themagician	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29653</>	SYS_item_column_red	0	<$>45260</>	PSY	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PSY	0	0	0	0	NO	7	None	1440000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31942</>	1	13345	1	None	165000	0	0	Weapon	0	<$>45262</>	_ROD	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	96	TRUE	31	None	0	0	0
0	0	0	246	0	0	None	0	None	0	None	0	None	0	None	0	atk_sword1.ogg	0	0	37	0	0	0	block_sword.ogg	hit_sword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Blunt	<$>29659</>	13346	Tarot_TheHighPriestess_Elite	Blunt	NO	0	0	FALSE	1	0	0	RH	0	<$>99161</>	0	160	90	0	None	EliteEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	96	None	Elite LA SUMA SACERDOTISA	SH	None	None	2147483647	0	FALSE	it_w_thehighpriestess	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29659</>	SYS_item_column_red	0	<$>45263</>	CTYPE	0.5	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE	0	0	0	0	NO	5	None	1440000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31900</>	1	13346	1	None	165000	0	0	Weapon	0	<$>45264</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	FALSE	96	TRUE	31	None	0	0	0
0	0	0	370	0	0	None	0	None	0	None	0	None	0	None	0	atk_rifle1.ogg	0	0	56	0	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Rifle	<$>29644</>	13347	Tarot_TheEmpress_Elite	Rifle	NO	0	0	FALSE	1	0	0	RH	0	<$>99161</>	0	90	5	0	None	EliteEqp	None	drop_rifle.ogg	Dummy_L_HAND_RIFLE	Dummy_R_HAND_RIFLE	N/A	N/A	Dummy_BACK_RIFLE	Dummy_BACK_RIFLE	TRUE	10	None	96	None	Elite LA EMPERATRIZ	SH	None	None	2147483647	0	FALSE	it_w_justicerifle	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>29644</>	SYS_item_column_red	0	<$>45265</>	BTYPE	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SHOOT	0	0	0	0	NO	5	None	2080000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31947</>	1	13347	1.2	None	165000	0	0	Weapon	0	<$>45266</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	96	TRUE	31	None	0	0	0
0	0	0	232	0	0	None	0	None	0	None	0	None	0	None	0	atk_sword1.ogg	0	0	35	0	0	0	block_sword.ogg	hit_sword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Sword	<$>34664</>	13348	Tarot_TheEmperor_Elite	Sword	NO	0	0	FALSE	1	0	0	RH	0	<$>99161</>	0	160	90	0	None	EliteEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	96	None	Elite LA EMPERADOR	SH	None	None	2147483647	0	FALSE	it_w_theemperor	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>34664</>	SYS_item_column_red	0	<$>45267</>	BTYPE	1	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE	0	0	0	0	NO	5	None	1120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	<$>31900</>	1	13348	1	None	165000	0	0	Weapon	0	<$>45268</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	FALSE	96	TRUE	31	None	0	0	0
