CharName	CharUserID	ClassID	IsConsumeRecipe	MakeType	MaterialID	MaterialOpt	NPCUserID	Recipe	RecipeLv	RecipeName	Stuff1	Stuff1Name	Stuff1Num	Stuff2	Stuff2Name	Stuff2Num	Stuff3	Stuff3Name	Stuff3Num	Stuff4	Stuff4Name	Stuff4Num	Stuff5	Stuff5Name	Stuff5Num	Stuff6	Stuff6Name	Stuff6Num	Stuff7	Stuff7Name	Stuff7Num	Target	TargetName	TargetNum
Grace	6	12611	TRUE	1	0	0	REB_GUNS	86099	100	Recipe_SerpentRevolver	75523	Shoot_Crystal_32	1	21361	ExpeditionMemo	100	21886	SnailShell	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	61010	SerpentRevolver	1
Lorch	26	12612	TRUE	1	0	0	AUCH_LORCH	86100	100	Recipe_SerpentShooter	75523	Shoot_Crystal_32	1	21361	ExpeditionMemo	100	21886	SnailShell	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	61206	SerpentShooter	1
Jose	18	12613	TRUE	1	0	0	COIM_SOLM	86101	100	Recipe_SerpentCannon	75523	Shoot_Crystal_32	1	21361	ExpeditionMemo	100	21886	SnailShell	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	61305	SerpentCannon	1
Idge	7	12614	TRUE	0	0	0	REB_SMITH	86102	100	Recipe_PhantomGuard	75522	Melee_Crystal_32	1	21361	ExpeditionMemo	100	21886	SnailShell	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	61910	PhantomGuard	1
MBoma	20	12615	TRUE	1	0	0	COIM_MAIN2	86103	100	Recipe_GlacialCrystal	75524	Magic_Crystal_32	1	21361	ExpeditionMemo	100	21886	SnailShell	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	62108	GlacialCrystal	1
MBoma	20	12616	TRUE	1	0	0	COIM_MAIN2	86104	100	Recipe_MurmurofForest	75524	Magic_Crystal_32	1	21361	ExpeditionMemo	100	21886	SnailShell	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	62206	MurmurofForest	1
MBoma	20	12617	TRUE	1	0	0	COIM_MAIN2	86105	100	Recipe_WhiteBishop	75524	Magic_Crystal_32	1	21361	ExpeditionMemo	100	21885	OldChess	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	62602	WhiteBishop	1
MBoma	20	12618	TRUE	1	0	0	COIM_MAIN2	86106	100	Recipe_BlackBishop	75524	Magic_Crystal_32	1	21361	ExpeditionMemo	100	21885	OldChess	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	62603	BlackBishop	1
Claude	8	12619	TRUE	1	0	0	REB_WEP	86107	100	Recipe_IronRook	75522	Melee_Crystal_32	1	21361	ExpeditionMemo	100	21885	OldChess	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	63004	IronRook	1
Claude	8	12620	TRUE	1	0	0	REB_WEP	86108	100	Recipe_SerpentJavelin	75522	Melee_Crystal_32	1	21361	ExpeditionMemo	100	21886	SnailShell	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	63104	SerpentJavelin	1
Grace	6	12621	TRUE	1	0	0	REB_GUNS	86109	100	Recipe_SerpentRifle	75523	Shoot_Crystal_32	1	21361	ExpeditionMemo	100	21886	SnailShell	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	63204	SerpentRifle	1
Adelina	19	12622	TRUE	1	0	0	COIM_WEP	86110	100	Recipe_TheGrimWraith_Elite	75522	Melee_Crystal_32	1	21361	ExpeditionMemo	100	21301	ElitePart_GrimWraith	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	60112	TheGrimWraith_Elite	1
Claude	8	12623	TRUE	1	0	0	REB_WEP	86111	100	Recipe_DemonSlayer_Elite	75522	Melee_Crystal_32	1	21361	ExpeditionMemo	100	21302	ElitePart_DemonSlayer	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	60413	DemonSlayer_Elite	1
Grace	6	12624	TRUE	1	0	0	REB_GUNS	86112	100	Recipe_TheBlackDragon_Elite	75523	Shoot_Crystal_32	1	21361	ExpeditionMemo	100	21303	ElitePart_Blackdragon	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	61111	TheBlackDragon_Elite	1
MBoma	20	12625	TRUE	1	0	0	COIM_MAIN2	86113	100	Recipe_TheGrimStick_Elite	75524	Magic_Crystal_32	1	21361	ExpeditionMemo	100	21304	ElitePart_Grimstick	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	62207	TheGrimStick_Elite	1
MBoma	20	12626	TRUE	1	0	0	COIM_MAIN2	86114	100	Recipe_TheBehemoth_Elite	75524	Magic_Crystal_32	1	21361	ExpeditionMemo	100	21305	ElitePart_TheZiz	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	62307	TheBehemoth_Elite	1
MBoma	20	12627	TRUE	1	0	0	COIM_MAIN2	86115	100	Recipe_TheLeviathan_Elite	75524	Magic_Crystal_32	1	21361	ExpeditionMemo	100	21305	ElitePart_TheZiz	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	62407	TheLeviathan_Elite	1
MBoma	20	12628	TRUE	1	0	0	COIM_MAIN2	86116	100	Recipe_TheZiz_Elite	75524	Magic_Crystal_32	1	21361	ExpeditionMemo	100	21305	ElitePart_TheZiz	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	62507	TheZiz_Elite	1
Idge	7	12629	TRUE	1	0	0	REB_SMITH	86117	100	Recipe_SchivarlierArmor_Elite	21829	DragonHeart	1	21601	CompositeSteel	100	75559	Metal_Crystal_30	3	21207	Etretanium_MEGA	100	21306	ElitePart_SchivarlierArmor	1	0	None	0	0	None	0	64205	SchivarlierArmor_Elite	1
Idge	7	12630	TRUE	11	0	0	REB_SMITH	86119	100	Recipe_BoneFrameArmor_Veteran	21809	RedJewel4	30	21601	CompositeSteel	100	75556	Leather_Crystal_28	2	21207	Etretanium_MEGA	50	0	None	0	0	None	0	0	None	0	64601	BoneFrameArmor_Veteran	1
Andre	16	12631	TRUE	11	0	0	REB_TAYLOR	86120	100	Recipe_RescueSuit_Veteran	21814	BlueJewel4	30	21605	ReinforcedLeather	100	75556	Leather_Crystal_28	2	21206	Aidanium_MEGA	50	0	None	0	0	None	0	0	None	0	64602	RescueSuit_Veteran	1
Idge	7	12632	TRUE	11	0	0	REB_SMITH	86121	100	Recipe_CrimalMetallicSuit_Veteran	21809	RedJewel4	30	21601	CompositeSteel	100	75555	Metal_Crystal_28	2	21207	Etretanium_MEGA	50	0	None	0	0	None	0	0	None	0	64603	CrimalMetallicSuit_Veteran	1
Andre	16	12633	TRUE	11	0	0	REB_TAYLOR	86122	100	Recipe_DragoonCoat_Veteran	21814	BlueJewel4	30	21605	ReinforcedLeather	100	75557	Coat_Crystal_28	2	21206	Aidanium_MEGA	50	0	None	0	0	None	0	0	None	0	64604	DragoonCoat_Veteran	1
Andre	16	12634	TRUE	11	0	0	REB_TAYLOR	86123	100	Recipe_PantheraJaquette_Veteran	21819	GreenJewel4	30	21606	QualifiedCloth	100	75557	Coat_Crystal_28	2	21206	Aidanium_MEGA	50	0	None	0	0	None	0	0	None	0	64605	PantheraJaquette_Veteran	1
Andre	16	12635	TRUE	11	0	0	REB_TAYLOR	86124	100	Recipe_LaVentisca_Veteran	21819	GreenJewel4	30	21606	QualifiedCloth	100	75558	Robe_Crystal_28	2	21204	Ionium_MEGA	50	0	None	0	0	None	0	0	None	0	64606	LaVentisca_Veteran	1
Wizard	2	13001	TRUE	1	0	0	paoloviaje1	86158	1	Recipe_GreatMaul_Elite	21894	SoulStone_ALQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13226	GreatMaul_Elite	1
Wizard	2	13002	TRUE	1	0	0	paoloviaje1	86159	1	Recipe_SmallKnife_Elite	21894	SoulStone_ALQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13227	SmallKnife_Elite	1
Wizard	2	13003	TRUE	1	0	0	paoloviaje1	86160	1	Recipe_CandleStick_Elite	21894	SoulStone_ALQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13228	CandleStick_Elite	1
Wizard	2	13004	TRUE	1	0	0	paoloviaje1	86161	1	Recipe_PolluxSword_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13229	PolluxSword_Elite	1
Wizard	2	13005	TRUE	1	0	0	paoloviaje1	86162	1	Recipe_CastorSword_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13230	CastorSword_Elite	1
Wizard	2	13006	TRUE	1	0	0	paoloviaje1	86163	1	Recipe_Harpoon_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13231	Harpoon_Elite	1
Wizard	2	13007	TRUE	1	0	0	paoloviaje1	86164	1	Recipe_PhobitanKnuckle_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13232	PhobitanKnuckle_Elite	1
Wizard	2	13008	TRUE	1	0	0	paoloviaje1	86165	1	Recipe_OldPistol_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75505	Shoot_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13233	OldPistol_Elite	1
Wizard	2	13009	TRUE	1	0	0	paoloviaje1	86166	1	Recipe_Scythe_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13234	Scythe_Elite	1
Wizard	2	13010	TRUE	0	0	0	paoloviaje1	86167	1	Recipe_RougePlaque_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13235	RougePlaque_Elite	1
Wizard	2	13011	TRUE	0	0	0	paoloviaje1	86168	1	Recipe_NoirPlaque_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13236	NoirPlaque_Elite	1
Wizard	2	13012	TRUE	0	0	0	paoloviaje1	86169	1	Recipe_PolluxWing_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13237	PolluxWing_Elite	1
Wizard	2	13013	TRUE	0	0	0	paoloviaje1	86170	1	Recipe_CastorWing_Elite	21895	SoulStone_TTR	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13238	CastorWing_Elite	1
Wizard	2	13014	TRUE	1	0	0	paoloviaje1	86171	1	Recipe_GavidigaviSabre	21896	SoulStone_PTV	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13239	GavidigaviSabre	1
Wizard	2	13015	TRUE	1	0	0	paoloviaje1	86172	1	Recipe_AxeDiGavi_Elite	21896	SoulStone_PTV	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13240	AxeDiGavi_Elite	1
Wizard	2	13016	TRUE	1	0	0	paoloviaje1	86173	1	Recipe_BeamGun_Elite	21896	SoulStone_PTV	1	21899	PureOtite	5	75505	Shoot_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13241	BeamGun_Elite	1
Wizard	2	13017	TRUE	1	0	0	paoloviaje1	86174	1	Recipe_Morgenstern_Elite	21896	SoulStone_PTV	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13242	Morgenstern_Elite	1
Wizard	2	13018	TRUE	1	0	0	paoloviaje1	86175	1	Recipe_IronAxe_Elite	21896	SoulStone_PTV	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13243	IronAxe_Elite	1
Wizard	2	13019	TRUE	1	0	0	paoloviaje1	86176	1	Recipe_CrescentAxe_Elite	21896	SoulStone_PTV	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13244	CrescentAxe_Elite	1
Wizard	2	13020	TRUE	1	0	0	paoloviaje1	86177	1	Recipe_Mallet_Elite	21896	SoulStone_PTV	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13245	Mallet_Elite	1
Wizard	2	13021	TRUE	1	0	0	paoloviaje1	86178	1	Recipe_ForgottenEigleSword	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13246	ForgottenEigleSword	1
Wizard	2	13022	TRUE	1	0	0	paoloviaje1	86179	1	Recipe_ForgottenEigleThsword	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13247	ForgottenEigleThsword	1
Wizard	2	13023	TRUE	1	0	0	paoloviaje1	86180	1	Recipe_Dragomahawk_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13248	Dragomahawk_Elite	1
Wizard	2	13024	TRUE	1	0	0	paoloviaje1	86181	1	Recipe_Gladius_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13249	Gladius_Elite	1
Wizard	2	13025	TRUE	1	0	0	paoloviaje1	86182	1	Recipe_Bandersnatch_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13250	Bandersnatch_Elite	1
Wizard	2	13026	TRUE	1	0	0	paoloviaje1	86183	1	Recipe_WeirdSword_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13251	WeirdSword_Elite	1
Wizard	2	13027	TRUE	1	0	0	paoloviaje1	86184	1	Recipe_MusesGigantespada_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13252	MusesGigantespada_Elite	1
Wizard	2	13028	TRUE	1	0	0	paoloviaje1	86185	1	Recipe_GrimRipper_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13253	GrimRipper_Elite	1
Wizard	2	13029	TRUE	1	0	0	paoloviaje1	86186	1	Recipe_WarHammer_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13254	WarHammer_Elite	1
Wizard	2	13030	TRUE	1	0	0	paoloviaje1	86187	1	Recipe_MusesGigantestar_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13255	MusesGigantestar_Elite	1
Wizard	2	13031	TRUE	0	0	0	paoloviaje1	86188	1	Recipe_OctagonShield_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13256	OctagonShield_Elite	1
Wizard	2	13032	TRUE	0	0	0	paoloviaje1	86189	1	Recipe_Aquila_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13257	Aquila_Elite	1
Wizard	2	13033	TRUE	1	0	0	paoloviaje1	86190	1	Recipe_IronPistol_Elite	21897	SoulStone_JAQ	1	21899	PureOtite	5	75505	Shoot_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13258	IronPistol_Elite	1
Wizard	2	13034	TRUE	1	0	0	paoloviaje1	86191	1	Recipe_Girlpurity_Elite	21898	SoulStone_TBK	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13259	Girlpurity_Elite	1
Wizard	2	13035	TRUE	1	0	0	paoloviaje1	86192	1	Recipe_Girljealousy_Elite	21898	SoulStone_TBK	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13260	Girljealousy_Elite	1
Wizard	2	13036	TRUE	1	0	0	paoloviaje1	86193	1	Recipe_Girlsulky_Elite	21898	SoulStone_TBK	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13261	Girlsulky_Elite	1
Wizard	2	13037	TRUE	1	0	0	paoloviaje1	86194	1	Recipe_Girlpain_Elite	21898	SoulStone_TBK	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13262	Girlpain_Elite	1
Wizard	2	13038	TRUE	1	0	0	paoloviaje1	86195	1	Recipe_Girlvanity_Elite	21898	SoulStone_TBK	1	21899	PureOtite	5	75506	Magic_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13263	Girlvanity_Elite	1
Wizard	2	13039	TRUE	1	0	0	paoloviaje1	86196	1	Recipe_Girlcompassion_Elite	21898	SoulStone_TBK	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13264	Girlcompassion_Elite	1
Wizard	2	13040	TRUE	1	0	0	paoloviaje1	86197	1	Recipe_GirlSorrow_Elite	21898	SoulStone_TBK	1	21899	PureOtite	5	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13265	GirlSorrow_Elite	1
Wizard	2	13041	TRUE	1	0	0	paoloviaje1	86198	1	Recipe_GirlAstray_Elite	21898	SoulStone_TBK	1	21899	PureOtite	5	75505	Shoot_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13266	GirlAstray_Elite	1
Adelina	19	13042	TRUE	3	0	0	COIM_WEP	86199	100	Recipe_DefrodainSword	21285	DefrodainPiece	1	21829	DragonHeart	2	21604	ManaStone	500	88253	LiquidofHeaven	10	21279	SymbolofDarkness	5	0	None	0	0	None	0	60113	DefrodainSword	1
MBoma	20	13043	TRUE	3	0	0	COIM_MAIN2	86200	100	Recipe_DefrodainRod	21285	DefrodainPiece	1	21829	DragonHeart	2	21604	ManaStone	500	88253	LiquidofHeaven	10	21279	SymbolofDarkness	5	0	None	0	0	None	0	62109	DefrodainRod	1
MBoma	20	13044	TRUE	3	0	0	COIM_MAIN2	86201	100	Recipe_DefrodainBracelet	21285	DefrodainPiece	1	21829	DragonHeart	2	21604	ManaStone	500	88253	LiquidofHeaven	10	21279	SymbolofDarkness	5	0	None	0	0	None	0	62604	DefrodainBracelet	1
Grace	6	13045	TRUE	3	0	0	REB_GUNS	86202	100	Recipe_DefrodainBayonet	21285	DefrodainPiece	1	21829	DragonHeart	2	21604	ManaStone	500	88253	LiquidofHeaven	10	21279	SymbolofDarkness	5	0	None	0	0	None	0	63205	DefrodainBayonet	1
Karjalainen	29	13046	TRUE	0	0	0	AUCH_ITEM	86203	100	Recipe_Defrodain	21285	DefrodainPiece	1	21604	ManaStone	200	88253	LiquidofHeaven	6	21279	SymbolofDarkness	1	0	None	0	0	None	0	0	None	0	41107	Defrodain	1
Karjalainen	29	13047	TRUE	0	0	0	AUCH_ITEM	86204	96	Recipe_Necklace_MELEE_5	21900	PowderedJewel	1	21170	TorscheOtiteChip	500	21450	ShinyCrystal	100	0	None	0	0	None	0	0	None	0	0	None	0	15276	Necklace_MELEE_5	1
Karjalainen	29	13048	TRUE	0	0	0	AUCH_ITEM	86205	96	Recipe_Necklace_SHOOT_5	21900	PowderedJewel	1	21170	TorscheOtiteChip	500	21450	ShinyCrystal	100	0	None	0	0	None	0	0	None	0	0	None	0	15277	Necklace_SHOOT_5	1
Karjalainen	29	13049	TRUE	0	0	0	AUCH_ITEM	86206	96	Recipe_Necklace_RFIRE_5	21900	PowderedJewel	1	21170	TorscheOtiteChip	500	21450	ShinyCrystal	100	0	None	0	0	None	0	0	None	0	0	None	0	15278	Necklace_RFIRE_5	1
Karjalainen	29	13050	TRUE	0	0	0	AUCH_ITEM	86207	96	Recipe_Necklace_RICE_5	21900	PowderedJewel	1	21170	TorscheOtiteChip	500	21450	ShinyCrystal	100	0	None	0	0	None	0	0	None	0	0	None	0	15279	Necklace_RICE_5	1
Karjalainen	29	13051	TRUE	0	0	0	AUCH_ITEM	86208	96	Recipe_Necklace_RLGHT_5	21900	PowderedJewel	1	21170	TorscheOtiteChip	500	21450	ShinyCrystal	100	0	None	0	0	None	0	0	None	0	0	None	0	15280	Necklace_RLGHT_5	1
Karjalainen	29	13052	TRUE	0	0	0	AUCH_ITEM	86209	96	Recipe_Necklace_RPSY_5	21900	PowderedJewel	1	21170	TorscheOtiteChip	500	21450	ShinyCrystal	100	0	None	0	0	None	0	0	None	0	0	None	0	15281	Necklace_RPSY_5	1
Karjalainen	29	13053	TRUE	0	0	0	AUCH_ITEM	86210	100	Recipe_Necklace_MELEE_10	189113	Necklace_Crystal	1	21893	PoisonYardSymbol	2	21450	ShinyCrystal	300	0	None	0	0	None	0	0	None	0	0	None	0	15282	Necklace_MELEE_10	1
Karjalainen	29	13054	TRUE	0	0	0	AUCH_ITEM	86211	100	Recipe_Necklace_SHOOT_10	189113	Necklace_Crystal	1	21893	PoisonYardSymbol	2	21450	ShinyCrystal	300	0	None	0	0	None	0	0	None	0	0	None	0	15283	Necklace_SHOOT_10	1
Karjalainen	29	13055	TRUE	0	0	0	AUCH_ITEM	86212	100	Recipe_Necklace_RFIRE_10	189113	Necklace_Crystal	1	21893	PoisonYardSymbol	2	21450	ShinyCrystal	300	0	None	0	0	None	0	0	None	0	0	None	0	15284	Necklace_RFIRE_10	1
Karjalainen	29	13056	TRUE	0	0	0	AUCH_ITEM	86213	100	Recipe_Necklace_RICE_10	189113	Necklace_Crystal	1	21893	PoisonYardSymbol	2	21450	ShinyCrystal	300	0	None	0	0	None	0	0	None	0	0	None	0	15285	Necklace_RICE_10	1
Karjalainen	29	13057	TRUE	0	0	0	AUCH_ITEM	86214	100	Recipe_Necklace_RLGHT_10	189113	Necklace_Crystal	1	21893	PoisonYardSymbol	2	21450	ShinyCrystal	300	0	None	0	0	None	0	0	None	0	0	None	0	15286	Necklace_RLGHT_10	1
Karjalainen	29	13058	TRUE	0	0	0	AUCH_ITEM	86215	100	Recipe_Necklace_RPSY_10	189113	Necklace_Crystal	1	21893	PoisonYardSymbol	2	21450	ShinyCrystal	300	0	None	0	0	None	0	0	None	0	0	None	0	15287	Necklace_RPSY_10	1
Wizard	2	13059	TRUE	1	0	0	paoloviaje1	86216	1	Recipe_SkullicBracer_Elite	21656	Girlheart	1	21899	PureOtite	5	75506	Magic_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13267	SkullicBracer_Elite	1
Wizard	2	13060	TRUE	1	0	0	paoloviaje1	86217	1	Recipe_Arciliuto_Elite	21656	Girlheart	1	21899	PureOtite	5	75506	Magic_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	62702	Arciliuto_Elite	1
MBoma	20	13061	TRUE	1	0	0	COIM_MAIN2	86218	100	Recipe_Teorbe_Elite	75524	Magic_Crystal_32	1	21361	ExpeditionMemo	100	21886	SnailShell	10	21925	CouponLv_25	30	0	None	0	0	None	0	0	None	0	62703	Teorbe_Elite	1
Idge	7	13062	TRUE	0	0	0	REB_SMITH	86219	100	Recipe_Belt	21606	QualifiedCloth	50	21364	MysticCrystal01	10	21366	LiquefiedGas	10	21450	ShinyCrystal	300	0	None	0	0	None	0	0	None	0	45001	Belt	1
