ClassID	ClassName	GiveItem	ItemName	RemoveProp
48165	CallOfDuty	None	<$>109472</>	AF_CallOfDuty
48166	Bullet	None	<$>109474</>	AF_Bullet
48167	ErracCook	None	<$>109476</>	None
48168	CannonBall	None	<$>109478</>	AF_CannonBall
48169	WaterDiary	None	<$>109480</>	AF_WaterDiary
48170	LorenzoDairy	None	<$>109482</>	None
48171	PerruchoDiary	None	<$>109484</>	AF_PerruchoDiary
48172	ByRomina	None	<$>109486</>	AF_ByRomina
48173	MartialArtsBook	None	<$>109488</>	AF_MartialArtsBook
48174	BigTooth	None	<$>109490</>	AF_BigTooth
48175	MedalOfHonor	None	<$>109492</>	AF_MedalOfHonor
48176	TartHammer	None	<$>109494</>	AF_TartHammer
48177	EyeShadow	None	<$>109496</>	AF_EyeShadow
48178	EyePatch	None	<$>109498</>	AF_EyePatch
48179	Vocabulary	None	<$>109500</>	AF_Vocabulary
48180	RedBand	None	<$>111953</>	AF_RedBand
48181	NenaPortrait	None	<$>111955</>	AF_NenaPortrait
48182	HuntingTrident	None	<$>111957</>	AF_HuntingTrident
48183	CatherineHair	None	<$>111959</>	AF_CatherineHair
48184	Limit_Cast	None	<$>112793</>	None
48185	Limit_SummonAtk	None	<$>112795</>	None
48186	Limit_CHA	None	<$>112797</>	AF_Limit_CHA
48187	Limit_Cast_Old	None	<$>112799</>	None
48188	Limit_SummonAtk_Old	None	<$>112801</>	None
48189	Absinia_Warrior_Medal	None	<$>113416</>	AF_Absinia_Warrior_Medal
48190	Pirate_Flag	None	<$>113418</>	AF_Pirate_Flag
48191	Mustache_Brushe	None	<$>113420</>	AF_Mustache_Brushe
48192	Old_Argus_Stone	None	<$>118409</>	None
48193	Old_Sekhmet_Stone	None	<$>118411</>	None
48194	Old_Einschwer_Stone	None	<$>118413</>	None
48195	Old_Novia_Stone	None	<$>118415</>	None
48196	Argus_Stone	None	<$>118417</>	None
48197	Sekhmet_Stone	None	<$>118419</>	None
48198	Einschwer_Stone	None	<$>118421</>	None
48199	Novia_Stone	None	<$>118423</>	None
48200	SandglassOfSoul	None	<$>118425</>	AF_SandglassOfSoul
48201	Old_Armonia	None	<$>128820</>	None
48202	Armonia	None	<$>128822</>	None
48203	E_Armonia	None	<$>128824</>	AF_E_Armonia
48204	Old_Mementomori	None	<$>128826</>	None
48205	Mementomori	None	<$>128828</>	None
48206	E_Mementomori	None	<$>128830</>	AF_E_Mementomori
48207	Laura_SilverBullet	None	<$>128832</>	AF_Laura_SilverBullet
48208	FriendPicture	None	<$>66235</>	AF_FriendPicture
48209	BlackArmNeck	None	<$>141617</>	None
48210	BearskinArmPad	None	<$>143149</>	AF_BearskinArmPad
48211	SkullNecklace	None	<$>143151</>	AF_SkullNecklace
48212	YellowRibbon	None	<$>143153</>	AF_YellowRibbon
48213	BlackCape	None	<$>143155</>	AF_BlackCape
48214	SheepStatue_2015	None	<$>141619</>	None
48215	Viron_Event_Zenia	None	<$>151075</>	None
48216	Viron_Event_Berroniff	None	<$>151077</>	None
48217	Old_Truman_Watch	None	<$>154636</>	None
48218	Truman_Watch	None	<$>154638</>	None
48219	E_Truman_Watch	None	<$>154640</>	AF_E_Truman_Watch
48220	Old_Truman_Staff	None	<$>154642</>	None
48221	Truman_Staff	None	<$>154644</>	None
48222	E_Truman_Staff	None	<$>154646</>	AF_E_Truman_Staff
48223	Old_Truman_Brooch	None	<$>154648</>	None
48224	Truman_Brooch	None	<$>154650</>	None
48225	E_Truman_Brooch	None	<$>154652</>	AF_E_Truman_Brooch
48226	Old_stealheart	None	<$>154654</>	None
48227	Stealheart	None	<$>154656</>	None
48228	E_Stealheart	None	<$>154658</>	AF_E_Stealheart
48229	Old_stealshield	None	<$>154660</>	None
48230	Stealshield	None	<$>154662</>	None
48231	E_Stealshield	None	<$>154664</>	AF_E_Stealshield
48232	Old_stealmirror	None	<$>154666</>	None
48233	Stealmirror	None	<$>154668</>	None
48234	E_Stealmirror	None	<$>154670</>	AF_E_Stealmirror
48235	Panfilolunch	None	<$>154672</>	AF_Panfilolunch
48236	Dovebrooch	None	<$>154674</>	AF_Dovebrooch
48237	Oldwhiteroseduke	None	<$>162948</>	None
48238	Oldyelloweroseduke	None	<$>162950</>	None
48239	Oldpurpleroseduke	None	<$>162952</>	None
48240	Oldredroseduke	None	<$>162954</>	None
48241	Oldblueroseduke	None	<$>162956</>	None
48242	Whiteroseduke	None	<$>162958</>	None
48243	Yelloweroseduke	None	<$>162960</>	None
48244	Purpleroseduke	None	<$>162962</>	None
48245	Redroseduke	None	<$>162964</>	None
48246	Blueroseduke	None	<$>162966</>	None
48247	Elitewhiteroseduke	None	<$>157875</>	AF_Elitewhiteroseduke
48248	Eliteyelloweroseduke	None	<$>157876</>	AF_Eliteyelloweroseduke
48249	Elitepurpleroseduke	None	<$>157877</>	AF_Elitepurpleroseduke
48250	Eliteredroseduke	None	<$>157878</>	AF_Eliteredroseduke
48251	Eliteblueroseduke	None	<$>157879</>	AF_Eliteblueroseduke
48252	Queenofthering	None	<$>162969</>	AF_Queenofthering
48253	Symbolofvernie	None	<$>162971</>	AF_Symbolofvernie
48254	Oldtalosmagic	None	<$>175455</>	None
48255	Oldtalosshoot	None	<$>175457</>	None
48256	Oldtalosmelee	None	<$>175459</>	None
48257	Talosmagic	None	<$>175461</>	None
48258	Talosshoot	None	<$>175463</>	None
48259	Talosmeele	None	<$>175465</>	None
48260	Elitetalosmagic	None	<$>175467</>	AF_Elitetalosmagic
48261	Elitetalosshoot	None	<$>175469</>	AF_Elitetalosshoot
48262	Elitetalosmelee	None	<$>175471</>	AF_Elitetalosmelee
48263	Operationamy	None	<$>175473</>	AF_Operationamy
48264	OldLavidgallop	None	<$>183839</>	None
48265	OldLavidquickplay	None	<$>183841</>	None
48266	OldLavidprophecy	None	<$>183843</>	None
48267	Lavidgallop	None	<$>183845</>	None
48268	Lavidquickplay	None	<$>183847</>	None
48269	Lavidprophecy	None	<$>183849</>	None
48270	EliteLavidgallop	None	<$>183851</>	AF_EliteLavidgallop
48281	EliteLavidquickplay	None	<$>183853</>	AF_EliteLavidquickplay
48282	EliteLavidprophecy	None	<$>183855</>	AF_EliteLavidprophecy
48283	OldYufuegenshrewd	None	<$>190170</>	None
48284	OldYufuegenquiprotect	None	<$>190171</>	None
48285	OldYufuegenexpiation	None	<$>190172</>	None
48286	Yufuegenshrewd	None	<$>190173</>	None
48287	Yufuegenprotect	None	<$>190174</>	None
48288	Yufuegenexpiation	None	<$>190175</>	None
48289	EliteYufuegenshrewd	None	<$>190176</>	AF_EliteYufuegenshrewd
48290	EliteYufuegenprotect	None	<$>190177</>	AF_EliteYufuegenprotect
48291	EliteYufuegenexpiation	None	<$>190178</>	AF_EliteYufuegenexpiation
48500	SkyblueEaring	None	<$>119716</>	None
48501	Telekineticmagicring	None	<$>120075</>	None
48502	Ringofflamemagic	None	<$>120077</>	None
48503	Ringofmagicfreezing	None	<$>120079</>	None
48504	Ringofmagicblitz	None	<$>120081</>	None
48505	Skybluesilk	None	<$>124596</>	None
48506	Silkbeltofdefense	None	<$>124598</>	None
48507	Talismanofbard	None	<$>125856</>	None
48508	Proofofthewarrior	None	<$>125857</>	None
48509	Amulet_of_Prince	None	<$>135077</>	None
48510	The_extremity_of_Takeshi-broken	None	<$>141621</>	None
48511	The_height_of_the_magic-broken	None	<$>141623</>	None
48512	New_World_patience King_certificate	None	<$>141625</>	None
48513	Thi_Dad	None	<$>159970</>	None
48514	Proof_perseverance	None	<$>155671</>	None
48515	cursed_royal_tiara	None	<$>155673</>	None
48516	Kamen_diathesis	None	<$>155675</>	None
48517	BGS_backhand	None	<$>173317</>	None
48518	East_princess_Globe	None	<$>173319</>	None
48519	endure_coin	None	<$>177191</>	None
48520	Agility_medal	None	<$>177193</>	None
48521	Striker_hammer	None	<$>177195</>	None
48522	Symbol_of_great_evil	None	<$>177830</>	None
48523	Symbol_of_brutality	None	<$>177832</>	None
48524	Symbol_of_evil	None	<$>177834</>	None
48525	Regret_dictator	None	<$>178081</>	None
48526	Grudge_reaper	None	<$>178084</>	None
48527	Cooking	None	<$>191572</>	AF_Cooking
48528	BodyOil	None	<$>191573</>	AF_BodyOil
48529	IdentificationTag	None	<$>191574</>	AF_IdentificationTag
48530	ResearchDaily	None	<$>191575</>	AF_ResearchDaily
48531	StunGun	None	<$>191576</>	AF_StunGun
48532	CandyShell	None	<$>191577</>	AF_CandyShell
48533	ArtiMortar	None	<$>191578</>	AF_ArtiMortar
48534	ShipStatue	None	<$>191579</>	AF_ShipStatue
48535	HandMirror	None	<$>191580</>	AF_HandMirror
48536	MetalPuzzle	None	<$>191581</>	None
48543	DarkBloodRoseBroach	None	<$>207993</>	AF_DarkBloodRoseBroach
48544	SellenesDarkMemory	None	<$>207994</>	AF_SellenesDarkMemory
48545	SellenesDarkHeart	None	<$>207995</>	AF_SellenesDarkHeart
48546	DarkRosePiercings	None	<$>207996</>	AF_DarkRosePiercings
48547	BlackEagleEye	None	<$>207997</>	AF_BlackEagleEye
48548	BlackRoseRing	None	<$>207998</>	AF_BlackRoseRing
48549	BlackCloverLocket	None	<$>207999</>	AF_BlackCloverLocket
48550	SellenessRose	None	<$>208000</>	AF_SellenessRose
48551	RosesHeart	None	<$>208001</>	AF_RosesHeart
48552	MastersRedNut	None	<$>208002</>	AF_MastersRedNut
48553	MastersRedBolt	None	<$>208003</>	AF_MastersRedBolt
48554	ArucardRosePiercings	None	<$>208004</>	AF_ArucardRosePiercings
48555	BloodEagleEye	None	<$>208005</>	AF_BloodEagleEye
48556	BloodRoseRing	None	<$>208006</>	AF_BloodRoseRing
48557	BloodRoseLocket	None	<$>208007</>	AF_BloodRoseLocket
48558	Sellenessaegis	None	<$>208008</>	AF_Sellenessaegis
48559	MoonlightMastersNut	None	<$>208009</>	AF_MoonlightMastersNut
48560	MoonlightMastersBolt	None	<$>208010</>	AF_MoonlightMastersBolt
48561	LunarEclipsePiercings	None	<$>208011</>	AF_LunarEclipsePiercings
48562	MoonBrightNightEagleEye	None	<$>208012</>	AF_MoonBrightNightEagleEye
48563	DarkMoonSnipersRing	None	<$>208013</>	AF_DarkMoonSnipersRing
48564	CrescentLocket	None	<$>208014</>	AF_CrescentLocket
48565	SellenesNut	None	<$>208015</>	AF_SellenesNut
48566	SellenesBolt	None	<$>208016</>	AF_SellenesBolt
48567	FullMoonPiercings	None	<$>208017</>	AF_FullMoonPiercings
48568	GoddessesEye	None	<$>208018</>	AF_GoddessesEye
48569	MoonLightRing	None	<$>208019</>	AF_MoonLightRing
48570	GoddessesLocket	None	<$>208020</>	AF_GoddessesLocket
48571	MagicalToolBox	None	<$>208021</>	AF_MagicalToolBox
48572	MastersSpanner	None	<$>208022</>	AF_MastersSpanner
48573	MastersHammer	None	<$>208023</>	AF_MastersHammer
48574	ArucardEagleEye	None	<$>208024</>	AF_ArucardEagleEye
48575	ArucardRing	None	<$>208025</>	AF_ArucardRing
48576	ArucardLocket	None	<$>208026</>	AF_ArucardLocket
48577	EagleRing	None	<$>208027</>	AF_EagleRing
48578	EagleEyeLocket	None	<$>208028</>	AF_EagleEyeLocket
48579	SnipersLocket	None	<$>208029</>	AF_SnipersLocket
48583	Old_Orden_Sloth	None	<$>214240</>	None
48584	Orden_Sloth	None	<$>214242</>	None
48585	Elite_Orden_Sloth	None	<$>214244</>	AF_EliteOrdenSloth
48586	Old_Orden_Wrath	None	<$>214247</>	None
48587	Orden_Wrath	None	<$>214249</>	None
48588	Elite_Orden_Wrath	None	<$>214251</>	AF_EliteOrdenWrath
48589	Old_Orden_Greed	None	<$>214253</>	None
48590	Orden_Greed	None	<$>214255</>	None
48591	Elite_Orden_Greed	None	<$>214257</>	AF_EliteOrdenGreed
48592	Old_Orden_Envy	None	<$>214259</>	None
48593	Orden_Envy	None	<$>214261</>	None
48594	Elite_Orden_Envy	None	<$>214263</>	AF_EliteOrdenEnvy
48595	Old_Orden_Pride	None	<$>214265</>	None
48596	Orden_Pride	None	<$>214267</>	None
48597	Elite_Orden_Pride	None	<$>214269</>	AF_EliteOrdenPride
48292	Old_Ile_punishment	None	<$>222564</>	None
48293	Old_Arm_will	None	<$>222565</>	None
48294	Old_Bsa_resolve	None	<$>222566</>	None
48295	Old_Bfn_undaunted	None	<$>222567</>	None
48296	Ile_punishment	None	<$>222568</>	None
48297	Arm_will	None	<$>222569</>	None
48298	Bsa_resolve	None	<$>222570</>	None
48299	Bfn_undaunted	None	<$>222571</>	None
48300	Elite_Ile_punishment	None	<$>222572</>	AF_EliteIlepunishment
48301	Elite_Arm_will	None	<$>222573</>	AF_EliteArmwill
48302	Elite_Bsa_resolve	None	<$>222574</>	AF_EliteBsaresolve
48303	Elite_Bfn_undaunted	None	<$>222575</>	AF_EliteBfnundaunted
48304	Well_of_Perrucho	None	<$>230045</>	None
