CheckProperty1	CheckProperty2	CheckProperty3	CheckPropertyDesc1	CheckPropertyDesc2	CheckPropertyDesc3	CheckPropertyValue1	CheckPropertyValue2	CheckPropertyValue3	ClassID	ClassName	DropItem1	DropItem2	DropItem3	DropItemCount1	DropItemCount2	DropItemCount3	DropItemRate1	DropItemRate2	DropItemRate3	DropMonster1	DropMonster2	DropMonster3	ItemCount1	ItemCount2	ItemCount3	MonsterCount1	MonsterCount2	MonsterCount3	Property1	Property2	Property3	Property4	Property5	Property6	PropertyValue1	PropertyValue2	PropertyValue3	PropertyValue4	PropertyValue5	PropertyValue6	QuestName	RewardCommPoint	SaveCount1	SaveCount2	SaveCount3	Stage	TargetItem1	TargetItem2	TargetItem3	TargetMonster1	TargetMonster2	TargetMonster3
None	None	None	None	None	None	0	0	0	29	Quest_00022_4	Mastery_Oil	None	None	1	0	0	1	0	0	Monster_Argusbrain_Mission	None	None	0	0	0	1	1	3	Quest_00022	None	None	None	None	None	5	0	0	0	0	0	Quest_00022	0	1	1	1	4	None	None	None	Monster_Argusbrain_Mission	Monster_Argus	Monster_Bribantra
None	None	None	None	None	None	0	0	0	30	Quest_00023_1	Mastery_Gear	None	None	1	0	0	1	0	0	Monster_Tendercore_Rock	None	None	0	0	0	1	1	1	Quest_00023	None	None	None	None	None	2	0	0	0	0	0	Quest_00023	0	1	1	1	1	None	None	None	Monster_Tendercore_Rock	Monster_Ironararat_Rock	Monster_Hellbreaker_Rock_BOSS
None	None	None	None	None	None	0	0	0	31	Quest_00023_2	Mastery_Fur	None	None	1	0	0	1	0	0	Monster_Graywolf_Boss	None	None	0	0	0	1	0	0	Quest_00023	None	None	None	None	None	3	0	0	0	0	0	Quest_00023	0	1	0	0	2	None	None	None	Monster_Graywolf_Boss	None	None
None	None	None	None	None	None	0	0	0	32	Quest_00023_3	Mastery_Leaf	Mastery_Leaf	None	10	10	0	1	1	0	Mission_Mandrelrira_raid	Monster_greatmandra_raid	None	0	0	0	1	1	1	Quest_00023	None	None	None	None	None	4	0	0	0	0	0	Quest_00023	0	1	1	1	3	None	None	None	Mission_queenzeater2_c_raid	Mission_queenzeater2_a_raid	Mission_queenzeater2_b_raid
None	None	None	None	None	None	0	0	0	33	Quest_00023_4	Mastery_Claw	None	None	1	0	0	1	0	0	Monster_Sharffenberger_party2	None	None	0	0	0	1	0	0	Quest_00023	None	None	None	None	None	5	0	0	0	0	0	Quest_00023	0	1	0	0	4	None	None	None	Monster_Sharffenberger_party2	None	None
None	None	None	None	None	None	0	0	0	34	Quest_00023_5	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	20	100	0	Quest_00023	None	None	None	None	None	6	0	0	0	0	0	Quest_00023	0	1	1	0	5	None	None	None	monster_serpentwormegg	Monster_Serpentwormminion	None
None	None	None	None	None	None	0	0	0	35	Quest_00023_6	Mastery_Feather	None	None	1	0	0	1	0	0	Monster_griffon3_raid	None	None	0	0	0	1	8	0	Quest_00023	None	None	None	None	None	7	0	0	0	0	0	Quest_00023	0	1	1	0	6	None	None	None	Monster_griffon3_raid	Monster_griffon2_raid	None
None	None	None	None	None	None	0	0	0	36	Quest_00024_1	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00024	None	None	None	None	None	2	0	0	0	0	0	Quest_00024	0	1	0	0	1	None	None	None	Monster_DecarabiaofChaos	None	None
None	None	None	None	None	None	0	0	0	37	Quest_00024_2	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00024	None	None	None	None	None	3	0	0	0	0	0	Quest_00024	0	1	0	0	2	None	None	None	Monster_Tempest	None	None
None	None	None	None	None	None	0	0	0	38	Quest_00024_3	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00024	None	None	None	None	None	4	0	0	0	0	0	Quest_00024	0	1	0	0	3	None	None	None	Monster_Mission_Necro	None	None
None	None	None	None	None	None	0	0	0	39	Quest_00024_4	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00024	None	None	None	None	None	5	0	0	0	0	0	Quest_00024	0	1	0	0	4	None	None	None	Monster_Sekhmet_mission	None	None
None	None	None	None	None	None	0	0	0	49	Quest_00035_1	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00035	None	None	None	None	None	2	0	0	0	0	0	Quest_00035	0	1	0	0	1	None	None	None	Monster_DeathWraith_Black_viron1_M	None	None
None	None	None	None	None	None	0	0	0	50	Quest_00035_2	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00035	None	None	None	None	None	3	0	0	0	0	0	Quest_00035	0	1	0	0	2	None	None	None	Monster_Nephthys_B_M	None	None
None	None	None	None	None	None	0	0	0	51	Quest_00035_3	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00035	None	None	None	None	None	4	0	0	0	0	0	Quest_00035	0	1	0	0	3	None	None	None	Monster_sauterelle_viron2_M	None	None
None	None	None	None	None	None	0	0	0	52	Quest_00035_4	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00035	None	None	None	None	None	5	0	0	0	0	0	Quest_00035	0	1	0	0	4	None	None	None	Monster_YuruegenBeast_M	None	None
None	None	None	None	None	None	0	0	0	53	Quest_00035_5	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00035	None	None	None	None	None	6	0	0	0	0	0	Quest_00035	0	1	0	0	5	None	None	None	Monster_Medusashield4_viron3_M	None	None
None	None	None	None	None	None	0	0	0	54	Quest_00035_6	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00035	None	None	None	None	None	7	0	0	0	0	0	Quest_00035	0	1	0	0	6	None	None	None	Monster_Portero_M	None	None
None	None	None	None	None	None	0	0	0	55	Quest_00036_1	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00036	None	None	None	None	None	2	0	0	0	0	0	Quest_00036	0	1	0	0	1	None	None	None	Monster_mission_AbyssSorrow	None	None
None	None	None	None	None	None	0	0	0	56	Quest_00036_2	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00036	None	None	None	None	None	3	0	0	0	0	0	Quest_00036	0	1	0	0	2	None	None	None	Monster_arm_dullahan_M	None	None
None	None	None	None	None	None	0	0	0	57	Quest_00036_3	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	1	0	Quest_00036	None	None	None	None	None	4	0	0	0	0	0	Quest_00036	0	1	1	0	3	None	None	None	monster_arm_mission_boss01	monster_arm_mission_boss02	None
None	None	None	None	None	None	0	0	0	58	Quest_00036_4	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00036	None	None	None	None	None	5	0	0	0	0	0	Quest_00036	0	1	0	0	4	None	None	None	monster_arm_mission_hate_02	None	None
None	None	None	None	None	None	0	0	0	59	Quest_00036_5	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00036	None	None	None	None	None	6	0	0	0	0	0	Quest_00036	0	1	0	0	5	None	None	None	mission_fury_boss	None	None
None	None	None	None	None	None	0	0	0	60	Quest_00037_1	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00037	None	None	None	None	None	2	0	0	0	0	0	Quest_00037	0	1	0	0	1	None	None	None	Monster_DecarabiaofChaos_Hard	None	None
None	None	None	None	None	None	0	0	0	61	Quest_00037_2	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00037	None	None	None	None	None	3	0	0	0	0	0	Quest_00037	0	1	0	0	2	None	None	None	Monster_Tempest_Hard	None	None
None	None	None	None	None	None	0	0	0	62	Quest_00037_3	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00037	None	None	None	None	None	4	0	0	0	0	0	Quest_00037	0	1	0	0	3	None	None	None	Monster_queenofvalkyrie3_1_Hard	None	None
None	None	None	None	None	None	0	0	0	63	Quest_00038_1	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00038	None	None	None	None	None	2	0	0	0	0	0	Quest_00038	0	1	0	0	1	None	None	None	Mon_Mission_Ile_Sol_Boss3	None	None
None	None	None	None	None	None	0	0	0	64	Quest_00038_2	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00038	None	None	None	None	None	3	0	0	0	0	0	Quest_00038	0	1	0	0	2	None	None	None	MON_MISSION_COASILE01_BOSS4_HELL	None	None
None	None	None	None	None	None	0	0	0	65	Quest_00038_3	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00038	None	None	None	None	None	4	0	0	0	0	0	Quest_00038	0	1	0	0	3	None	None	None	MON_MISSION_COASILE02_BOSS5_HELL	None	None
None	None	None	None	None	None	0	0	0	40	Quest_00042_1	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00042	None	None	None	None	None	2	0	0	0	0	0	Quest_00042	0	1	0	0	1	None	None	None	Mission_Goldbat	None	None
None	None	None	None	None	None	0	0	0	41	Quest_00042_2	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00042	None	None	None	None	None	3	0	0	0	0	0	Quest_00042	0	1	0	0	2	None	None	None	Mission_Potal5	None	None
None	None	None	None	None	None	0	0	0	42	Quest_00042_3	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	6	0	Quest_00042	None	None	None	None	None	4	0	0	0	0	0	Quest_00042	0	1	1	0	3	None	None	None	Monster_Chimera01_Boss	Monster_Wahlanche_Boss	None
None	None	None	None	None	None	0	0	0	43	Quest_00042_4	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	100	0	0	Quest_00042	None	None	None	None	None	5	0	0	0	0	0	Quest_00042	0	1	0	0	4	None	None	None	Monster_M_Swampangler	None	None
None	None	None	None	None	None	0	0	0	44	Quest_00043_2	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00043	None	None	None	None	None	3	0	0	0	0	0	Quest_00043	0	1	0	0	2	None	None	None	Monster_Boneless_Battle	None	None
None	None	None	None	None	None	0	0	0	45	Quest_00043_3	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00043	None	None	None	None	None	4	0	0	0	0	0	Quest_00043	0	1	0	0	3	None	None	None	Monster_M_Elmorc	None	None
None	None	None	None	None	None	0	0	0	46	Quest_00043_4	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	1	1	Quest_00043	None	None	None	None	None	5	0	0	0	0	0	Quest_00043	0	1	1	1	4	None	None	None	Monster_mermaneater_mission	Monster_mermaneater2_mission	Monster_mermaneater3_mission
None	None	None	None	None	None	0	0	0	47	Quest_00044_2	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	3	0	Quest_00044	None	None	None	None	None	3	0	0	0	0	0	Quest_00044	0	1	1	0	2	None	None	None	Monster_Betelgeuse	Monster_Ghouldefender_Elite	None
None	None	None	None	None	None	0	0	0	48	Quest_00044_3	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	1	0	0	Quest_00044	None	None	None	None	None	4	0	0	0	0	0	Quest_00044	0	1	0	0	3	None	None	None	Monster_General_Guard	None	None
None	None	None	None	None	None	0	0	0	100	Quest_00052_1	None	None	None	0	0	0	0	0	0	None	None	None	2	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_00052	0	0	0	0	1	Girlheart	None	None	None	None	None
None	None	None	None	None	None	0	0	0	101	Quest_00052_2	None	None	None	0	0	0	0	0	0	None	None	None	10	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_00052	0	0	0	0	2	DevilsWhisper	None	None	None	None	None
None	None	None	None	None	None	0	0	0	102	Quest_00052_3	None	None	None	0	0	0	0	0	0	None	None	None	10	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_00052	0	0	0	0	3	Elecstonepow	None	None	None	None	None
None	None	None	None	None	None	0	0	0	103	Quest_00052_4	None	None	None	0	0	0	0	0	0	None	None	None	60	60	60	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_00052	0	0	0	0	4	PureEssence	FallenEssence	BalanceEssence	None	None	None
None	None	None	None	None	None	0	0	0	104	Quest_00059_1	None	Q_Kano_Book	None	0	1	0	0	1	0	None	Monster_HauntedBook_Boss	None	0	0	0	0	0	0	XQ_Ork	Quest_00059	None	None	None	None	13	2	0	0	0	0	Quest_00059	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	105	Quest_00061_1	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_00061	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	106	Quest_00061_2	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_00061	0	0	0	0	2	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	107	Quest_00061_3	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_00061	0	0	0	0	3	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	501	Quest_01002_1	LimestoneofQuarry	None	None	7	0	0	1	0	0	Monster_LeafingCroc	None	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_01002	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	502	Quest_01003_2	ConstructionR	None	None	10	0	0	2	0	0	Mission_Fallenrock2	None	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_01003	0	0	0	0	2	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	504	Quest_01006_1	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	70	70	70	EQ_Jack	EM_Jack	None	None	None	None	23	2	0	0	0	0	Quest_01006	0	5	5	5	1	None	None	None	Monster_Tcapyleader3	Monster_Tcapycruel	Monster_Tcapywarrior2
None	None	None	None	None	None	0	0	0	505	Quest_01007_1	DracobateliteLeg	None	None	1	0	0	1	0	0	Monster_Dracobatelite_Elite	None	None	0	0	0	0	0	0	EQ_Jack	EM_Jack	None	None	None	None	25	2	0	0	0	0	Quest_01007	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	506	Quest_01011_2	Q_Ura_Mustache	Q_Eins_Nail	None	1	1	0	1	1	0	Monster_Argusbrain_Mission	Monster_Einschwer_raid	None	0	0	0	0	0	0	Quest_01011	None	None	None	None	None	3	0	0	0	0	0	Quest_01011	0	0	0	0	2	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1001	Quest_04501_1	Brimstone	None	None	10	0	0	1	0	0	Monster_ZebraEater	None	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_04501	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1002	Quest_04503_3	TargaIronPiece	TargaIronPiece	None	20	20	0	1	1	0	Monster_Heretic	Monster_Heretic_Elite	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_04503	0	0	0	0	3	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1003	Quest_04504_1	MilhouAxe	SepulvedaDagger	BandelierSword	10	10	10	1	1	1	Monster_Milhou	Monster_Sepulveda	Monster_Bandelier	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_04504	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1004	Quest_04504_2	None	None	None	0	0	0	0	0	0	None	None	None	1	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_04504	0	0	0	0	2	Q_Brandistock	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1005	Quest_04506_2	SBTFeather	GodenWeb	PGeneralLguardP	1	1	1	1	1	1	Monster_sabertiger	Monster_ZebraEaterElder2	Monster_PhobitanChieftain_mag	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_04506	0	0	0	0	2	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1501	Quest_10002_1	Vedanium	Vedanium	Vedanium	10	10	10	2	1	1	Monster_VedanobahKnight	Monster_Vedanobah	Monster_VedanobahRogue	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_10002	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1502	Quest_10003_1	BlazingRuby	None	None	10	0	0	1	0	0	Monster_Zealot_boss	None	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_10003	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1503	Quest_10004_1	Hematite	None	None	20	0	0	1	0	0	Monster_Masquerader	None	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_10004	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1504	Quest_10005_1	Pigmentgeranium	Pigmenthydrangea	Pigmentaster	5	5	5	1	1	1	Monster_GeraSwampMon	Monster_HydraSwampMon	Monster_ChrySwampMon	0	0	0	0	0	0	XQ_Auch01rock	XM_Auch01rock	None	None	None	None	11	1	0	0	0	0	Quest_10005	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1505	Quest_10005_2	Pigmentsunflower	None	None	1	0	0	1	0	0	Monster_Sunflaswampmon	None	None	0	0	0	0	0	0	XQ_Auch01rock	XM_Auch01rock	None	None	None	None	20	2	0	0	0	0	Quest_10005	0	0	0	0	2	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1506	Quest_10006_3	Oldwine	Oldwine	None	30	30	0	1	1	0	Monster_ZaviDiGavi	Monster_Dumanon	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_10006	0	0	0	0	3	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1507	Quest_10007_1	Silvercandlea	rococofurniture	None	30	30	0	1	1	0	Monster_HauntedCandle	Monster_HauntedDesk	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_10007	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1508	Quest_10009_1	demonoil	Hardwood	None	20	20	0	1	1	0	Monster_Demonische	Quest_Tree01	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_10009	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1509	Quest_10011_2	Losted_Valuable	Losted_Gem	None	20	10	0	1,1	1	0	Monster_Sepulveda_tg,Monster_RogueHammerAgent_fm	Monster_RogueSlashAgent_sg	None	0	0	0	0	0	0	XQ_Serious	XM_Serious	Quest_10011	None	None	None	23	2	3	0	0	0	Quest_10011	0	0	0	0	2	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	1510	Quest_10012_1	Shiny_Pearl	Shiny_Pearl	Shiny_Pearl	50	50	50	1	1	1	Monster_Cragen	Monster_Octopus	Monster_Oannes	0	0	0	0	0	0	YQ_Militia	YM_Militia	Quest_10012	None	None	None	13	1	2	0	0	0	Quest_10012	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	2001	Quest_02503_1	FreshOcto	FreshOcto	None	10	10	0	1	1	0	Monster_CaseOctopus	Monster_CaskOctopus	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_02503	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	2002	Quest_02505_1	WildBoar	WildBoar	None	10	10	0	1	1	0	Monster_SaberBoar	Monster_SaberBoar_Elite	None	1	1	1	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_02505	0	0	0	0	1	QuestMilk	QuestPasta	ParmesanCheese	None	None	None
None	None	None	None	None	None	0	0	0	2003	Quest_02506_1	JackolanternEye	BurnedSkull	DingoMeat	1	30	30	1	2	2	monster_beachball_jackolantern	Monster_fireskeletonbg	Monster_dingo	0	0	0	0	0	0	YQ_Panfilo	YM_Panfilo	None	None	None	None	24	2	0	0	0	0	Quest_02506	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	2004	Quest_02507_1	GimletTail	None	None	5	0	0	3	0	0	Monster_gimlet	None	None	0	0	0	0	0	0	YQ_Panfilo	YM_Panfilo	None	None	None	None	26	2	0	0	0	0	Quest_02507	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	2005	Quest_02508_1	GahbirusGallBladder	None	None	10	0	0	3	0	0	Monster_gahbirus	None	None	0	0	0	0	0	0	YQ_Panfilo	YM_Panfilo	None	None	None	None	28	2	0	0	0	0	Quest_02508	0	0	0	0	1	None	None	None	None	None	None
None	None	None	None	None	None	0	0	0	2006	Quest_02510_1	None	None	None	0	0	0	0	0	0	None	None	None	1	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_02510	0	0	0	0	1	Great_SpiderSteak	None	None	None	None	None
None	None	None	None	None	None	0	0	0	2007	Quest_02512_1	None	None	None	0	0	0	0	0	0	None	None	None	1	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_02512	0	0	0	0	1	Great_BoarSteak	None	None	None	None	None
None	None	None	None	None	None	0	0	0	2008	Quest_02514_1	None	None	None	0	0	0	0	0	0	None	None	None	1	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_02514	0	0	0	0	1	Great_WolfSteak	None	None	None	None	None
None	None	None	None	None	None	0	0	0	2009	Quest_02516_1	None	None	None	0	0	0	0	0	0	None	None	None	1	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_02516	0	0	0	0	1	Great_ComodoSteak	None	None	None	None	None
