ClassID	ClassName	Desc	FailMsg	IsFindSquad	MaxCount	PreProperty1	PreProperty2	Script	SuccessMsg	Tab	Title	Value1	Value2
10025	Quest_21502	<$>29459</>	<$>12861</>	NO	1	XQ_Igornyi	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12670</>	21	0
10026	Quest_21503	<$>29459</>	<$>12861</>	NO	1	XQ_Igornyi	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12671</>	30	0
10027	Quest_21504	<$>29459</>	<$>12861</>	NO	1	XQ_Igornyi	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12672</>	34	0
10028	Quest_21505	<$>29459</>	<$>12861</>	NO	1	XQ_Igornyi	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29473</>	41	0
10029	Quest_21506	<$>29459</>	<$>12861</>	NO	1	XQ_Igornyi	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12673</>	51	0
10030	Quest_21507	<$>29459</>	<$>12861</>	NO	1	XQ_Igornyi	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29474</>	61	0
10031	Quest_21508	<$>29459</>	<$>12861</>	NO	1	XQ_Igornyi	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12675</>	63	0
10032	Quest_21509	<$>29459</>	<$>12861</>	NO	1	XQ_Igornyi	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12676</>	66	0
10033	Quest_09501	<$>29475</>	<$>12861</>	NO	1	XQ_Emilia	Quest_09501	Check_ScenarioQuest	<$>24613</>	scenario	<$>13078</>	11	100
10034	Quest_09502	<$>29475</>	<$>12861</>	NO	1	XQ_Emilia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>13079</>	21	0
10037	Quest_03005	<$>29459</>	<$>12861</>	NO	1	EQ_Brunie	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29476</>	11	0
10038	Quest_06004	<$>29459</>	<$>12861</>	NO	1	YQ_Gurtrude	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>13076</>	21	0
10039	Quest_09505	<$>29459</>	<$>12861</>	NO	1	XQ_Emilia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>124423</>	31	0
10040	Quest_09506	<$>29459</>	<$>12861</>	NO	1	XQ_Emilia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>124424</>	33	0
10041	Quest_09508	<$>29459</>	<$>12861</>	NO	1	XQ_Emilia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29478</>	30	0
10042	Quest_50001	<$>29459</>	<$>12861</>	NO	1	XQ_Toribio	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29479</>	11	0
10043	Quest_50002	<$>29459</>	<$>12861</>	NO	1	XQ_Toribio	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29480</>	14	0
10044	Quest_50003	<$>29459</>	<$>12861</>	NO	1	YQ_Ricardo	IsEndQuest, Quest_50002	Check_ScenarioQuest	<$>24613</>	scenario	<$>29481</>	12	2
10045	Quest_50004	<$>29459</>	<$>12861</>	NO	1	XQ_Grandma	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29482</>	11	0
10046	Quest_50005	<$>29459</>	<$>12861</>	NO	1	XQ_Romina	MinLV	Check_ScenarioQuest	<$>24613</>	scenario	<$>29483</>	21	100
10047	Quest_50006	<$>29459</>	<$>12861</>	NO	1	XQ_Romina	MinLV	Check_ScenarioQuest	<$>24613</>	scenario	<$>29484</>	21	100
10048	Quest_50007	<$>29459</>	<$>12861</>	NO	1	XQ_Estevan	Quest_50005	Check_ScenarioQuest	<$>24613</>	scenario	<$>29485</>	22	200
10049	Quest_50008	<$>29459</>	<$>12861</>	NO	1	XQ_Grandma	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>14508</>	23	0
10050	Quest_50009	<$>29459</>	<$>12861</>	NO	1	XQ_Grandma	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>14412</>	23	0
10051	Quest_50010	<$>29459</>	<$>12861</>	NO	1	XQ_Grandma	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29486</>	25	0
10052	Quest_50011	<$>29459</>	<$>12861</>	NO	1	YQ_Pepito	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29487</>	12	0
10053	Quest_50013	<$>29459</>	<$>12861</>	NO	1	EN_FldUst	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>14444</>	2	0
10054	Quest_50014	<$>29459</>	<$>12861</>	NO	1	XQ_Grandma	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>14519</>	31	0
10055	Quest_50015	<$>29459</>	<$>12861</>	NO	1	XQ_Romina	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29488</>	33	0
10056	Quest_50016	<$>29459</>	<$>12861</>	NO	1	XQ_Grandma	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>14520</>	41	0
10057	Quest_50017	<$>29459</>	<$>12861</>	NO	1	XQ_Romina	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>14521</>	41	0
10058	Quest_50018	<$>29459</>	<$>12861</>	NO	1	XQ_Romina	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29489</>	51	0
10059	Quest_50020	<$>29459</>	<$>12861</>	NO	1	XQ_Skeldoor	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29490</>	23	0
10060	Quest_50021	<$>29459</>	<$>12861</>	NO	1	Lock_Skel	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29491</>	1	0
10061	Quest_50022	<$>29459</>	<$>12861</>	NO	1	Lock_Skel	IsEndQuest, Quest_50021	Check_ScenarioQuest	<$>24613</>	scenario	<$>29492</>	2	2
10062	Quest_50023	<$>29459</>	<$>12861</>	NO	1	YQ_Romina	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29493</>	22	0
10063	Quest_50024	<$>29459</>	<$>12861</>	NO	1	EN_FldUst	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29494</>	3	0
10064	Quest_50025	<$>29459</>	<$>12861</>	NO	1	EN_FldUst	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>14446</>	4	0
10065	Quest_66001	<$>29459</>	<$>12861</>	NO	1	XQ_Erc_Subsol	Quest_09506	Check_ScenarioQuest	<$>24613</>	scenario	<$>29495</>	11	200
10066	Quest_66002	<$>29459</>	<$>12861</>	NO	1	XQ_Erc_Subsol	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29496</>	21	0
10067	Quest_61001	<$>29459</>	<$>12861</>	NO	1	XQ_Erc_Leader	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29497</>	11	0
10068	Quest_61002	<$>29459</>	<$>12861</>	NO	1	XQ_Erc_Leader	GetInvItemCount, RhodolitePiece	Check_ScenarioQuest	<$>24613</>	scenario	<$>29498</>	13	50
10069	Quest_62006	<$>29459</>	<$>12861</>	NO	1	YQ_Nar	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12278</>	11	0
10070	Quest_63001	<$>29459</>	<$>12861</>	NO	1	XQ_Hamann	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29499</>	11	0
10072	Quest_63003	<$>29459</>	<$>12861</>	NO	1	XQ_Hamann	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29500</>	13	0
10073	Quest_63004	<$>29459</>	<$>12861</>	NO	1	AQ_Hamann	EQ_Hamann	Check_ScenarioQuest	<$>24613</>	scenario	<$>29501</>	21	0
10074	Quest_63005	<$>29459</>	<$>12861</>	NO	1	EQ_Hamann	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>13404</>	11	0
10075	Quest_21001	<$>29459</>	<$>12861</>	NO	1	YQ_Leonora	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12688</>	21	0
10076	Quest_21002	<$>29459</>	<$>12861</>	NO	1	Quest_21509	ZQ_Leonora	Check_ScenarioQuest	<$>24613</>	scenario	<$>12677</>	200	0
10077	Quest_21510	<$>29459</>	<$>12861</>	NO	1	ZQ_Leonora	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29502</>	14	0
10078	Quest_21511	<$>29459</>	<$>12861</>	NO	1	YQ_Igornyi	IsEndQuest, Quest_21510	Check_ScenarioQuest	<$>24613</>	scenario	<$>12679</>	21	1
10080	Quest_53008	<$>6107</>	<$>12861</>	NO	1	AQ_AuchAide	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12208</>	90	0
10081	Quest_54003	<$>6107</>	<$>12861</>	NO	1	AQ_AuchAide	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29503</>	101	0
10082	Quest_53010	<$>29459</>	<$>12861</>	NO	1	EQ_Hamann	AQ_Hamann	Check_ScenarioQuest	<$>24613</>	scenario	<$>29504</>	11	21
10083	Quest_53011	<$>29459</>	<$>12861</>	NO	1	XQ_Simon	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>13016</>	11	0
10084	Quest_53012	<$>29459</>	<$>12861</>	NO	1	YQ_Calyce	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29505</>	11	0
10085	Quest_53013	<$>29459</>	<$>12861</>	NO	1	YQ_Castle_Solm	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29506</>	11	0
10086	Quest_53014	<$>29459</>	<$>12861</>	NO	1	Quest_53015	XQ_Simon	Check_ScenarioQuest	<$>24613</>	scenario	<$>29507</>	1	21
10087	Quest_09509	<$>29459</>	<$>12861</>	NO	1	XQ_Simon	ZQ_Emilia	Check_ScenarioQuest	<$>24613</>	scenario	<$>13084</>	30	0
10088	Quest_54005	<$>29459</>	<$>12861</>	NO	1	ZQ_Simon	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12572</>	11	0
10089	Quest_75001	<$>29459</>	<$>12861</>	NO	1	XQ_Hellena	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12384</>	11	0
10090	Quest_75002	<$>29459</>	<$>12861</>	NO	1	XQ_Hellena	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12573</>	11	0
10091	Quest_64005	<$>29459</>	<$>12861</>	NO	1	ZQ_Simon	ZQ_Ania	Check_ScenarioQuest	<$>24613</>	scenario	<$>13398</>	30	0
10092	Quest_64006	<$>29459</>	<$>12861</>	NO	1	ZQ_Ania	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>13401</>	11	0
10093	Quest_63006	<$>29459</>	<$>12861</>	NO	1	ZQ_Hamann	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>13401</>	11	0
10094	Quest_01513	<$>29459</>	<$>12861</>	NO	1	YQ_Andre	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>13691</>	21	0
10095	Quest_99027	<$>29459</>	<$>12861</>	NO	1	Quest_01513	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>13691</>	1	0
10096	Quest_99028	<$>29459</>	<$>12861</>	NO	1	Quest_99027	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29508</>	1	0
10097	Quest_01514	<$>29459</>	<$>12861</>	NO	1	YQ_Andre	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29509</>	23	0
10098	Quest_57005	<$>29459</>	<$>12861</>	NO	1	YQ_Rio	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12440</>	11	0
10099	Quest_51011	<$>29459</>	<$>12861</>	NO	1	ZQ_Lorch	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29510</>	11	0
10100	Quest_99029	<$>29459</>	<$>12861</>	NO	1	ZQ_Lorch	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>4351</>	12	0
10101	Quest_99030	<$>29459</>	<$>12861</>	NO	1	Lock_Ortega	Quest_99029	Check_ScenarioQuest	<$>24613</>	scenario	<$>13692</>	0	1
10102	Quest_99031	<$>29459</>	<$>12861</>	NO	1	Lock_Ortega	GetInvItemCount, HolyWater	Check_ScenarioQuest	<$>24613</>	scenario	<$>29511</>	1	1
10103	Quest_22501	<$>29513</>	<$>12861</>	NO	1	XQ_Calyce	MinLV	Check_ScenarioQuest	<$>24613</>	scenario	<$>29512</>	11	48
10104	Quest_51514	<$>29515</>	<$>12861</>	NO	1	None	MinLV	Check_ScenarioQuest	<$>24613</>	scenario	<$>29514</>	0	80
10105	Quest_51505	<$>29515</>	<$>12861</>	NO	1	LockConv_Kei	GetInvItemCount, RedRibbon	Check_ScenarioQuest	<$>24613</>	scenario	<$>14313</>	1	1
10106	Quest_51506	<$>29515</>	<$>12861</>	NO	1	XQ_Torsche	MinLV	Check_ScenarioQuest	<$>24613</>	scenario	<$>14242</>	21	80
10107	Quest_51507	<$>29515</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>14315</>	31	0
10108	Quest_51508	<$>29515</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>14243</>	42	0
10109	Quest_51509	<$>29515</>	<$>12861</>	NO	1	XQ_Torsche	IsEndQuest, Quest_51508	Check_ScenarioQuest	<$>24613</>	scenario	<$>29516</>	51	1
10110	Quest_51510	<$>29515</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29517</>	71	0
10111	Quest_12600	<$>29519</>	<$>12861</>	NO	1	YQ_Andre	XQ_Torsche	Check_ScenarioQuest	<$>24613</>	scenario	<$>29518</>	40	80
10112	Quest_12601	<$>29519</>	<$>12861</>	NO	1	Quest_12600	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29520</>	1	0
10113	Quest_12602	<$>29519</>	<$>12861</>	NO	1	XQ_Torsche	Quest_12600	Check_ScenarioQuest	<$>24613</>	scenario	<$>29521</>	81	1
10114	Quest_12603	<$>29519</>	<$>12861</>	NO	1	XQ_Torsche	Quest_12602	Check_ScenarioQuest	<$>24613</>	scenario	<$>29522</>	82	1
10115	Quest_12604	<$>29459</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29523</>	90	0
10116	Quest_12605	<$>29459</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29524</>	91	0
10117	Quest_12606	<$>29459</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29525</>	93	0
10118	Quest_51013	<$>29459</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>12442</>	95	0
10119	Quest_81001	<$>29459</>	<$>12861</>	NO	1	GetCommanderLv	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29526</>	20	0
10120	Quest_82001	<$>29459</>	<$>12861</>	NO	1	XQ_Militia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29527</>	11	0
10121	Quest_83001	<$>29459</>	<$>12861</>	NO	1	XQ_Leonele	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29528</>	11	0
10122	Quest_82002	<$>29459</>	<$>12861</>	NO	1	XQ_Fahrel	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29529</>	11	0
10123	Quest_83002	<$>29459</>	<$>12861</>	NO	1	XQ_Leonele	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29530</>	13	0
10124	Quest_82003	<$>29459</>	<$>12861</>	NO	1	Quest_83002	Quest_83003	Check_ScenarioQuest_OR	<$>24613</>	scenario	<$>29531</>	1	1
10125	Quest_84001	<$>29459</>	<$>12861</>	NO	1	XQ_Fahrel	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29532</>	21	0
10126	Quest_84002	<$>29459</>	<$>12861</>	NO	1	XQ_Whilton	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29533</>	11	0
10127	Quest_84003	<$>29459</>	<$>12861</>	NO	1	XQ_Whilton	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29534</>	14	0
10129	Quest_83003	<$>29459</>	<$>12861</>	NO	1	XQ_Whilton	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29535</>	15	0
10130	Quest_83004	<$>29459</>	<$>12861</>	NO	1	XQ_Leonele	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29536</>	21	0
10131	Quest_85001	<$>29459</>	<$>12861</>	NO	1	XQ_Raven	Quest_83004	Check_ScenarioQuest	<$>24613</>	scenario	<$>29537</>	0	200
10132	Quest_85002	<$>29459</>	<$>12861</>	NO	1	XQ_Raven	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29538</>	12	0
10133	Quest_85003	<$>29459</>	<$>12861</>	NO	1	XQ_Raven	Quest_54003	Check_ScenarioQuest	<$>24613</>	scenario	<$>29539</>	13	200
10134	Quest_85004	<$>29459</>	<$>12861</>	NO	1	XQ_Raven	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29540</>	14	0
10135	Quest_85005	<$>29459</>	<$>12861</>	NO	1	XQ_Raven	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29541</>	14	0
10136	Quest_86001	<$>29459</>	<$>12861</>	NO	1	XQ_Leonele	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29542</>	31	0
10137	Quest_86002	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29543</>	11	0
10138	Quest_86003	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29544</>	13	0
10139	Quest_86004	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29545</>	15	0
10140	Quest_85006	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	XQ_Torsche	Check_ScenarioQuest_OR	<$>24613</>	scenario	<$>29546</>	16	108
10141	Quest_12607	<$>29459</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29547</>	101	0
10142	Quest_12608	<$>29459</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29548</>	103	0
10143	Quest_12609	<$>29459</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29549</>	105	0
10145	Quest_12610	<$>29459</>	<$>12861</>	NO	1	XQ_Torsche	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29550</>	107	0
10146	Quest_85007	<$>29459</>	<$>12861</>	NO	1	XQ_Raven	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>5326</>	16	0
10147	Quest_83010	<$>29459</>	<$>12861</>	NO	1	XQ_Fahrel	XQ_Raven	Check_ScenarioQuest	<$>24613</>	scenario	<$>29551</>	50	20
10148	Quest_83011	<$>29459</>	<$>12861</>	NO	1	XQ_Fahrel	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29552</>	51	0
10149	Quest_83012	<$>29459</>	<$>12861</>	NO	1	XQ_Fahrel	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29553</>	52	0
10150	Quest_83013	<$>29459</>	<$>12861</>	NO	1	XQ_Fahrel	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29554</>	53	0
10151	Quest_83014	<$>29459</>	<$>12861</>	NO	1	XQ_Fahrel	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29555</>	54	0
10152	Quest_86005	<$>29459</>	<$>12861</>	NO	1	XQ_Fahrel	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29556</>	55	0
10153	Quest_86006	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29557</>	21	0
10154	Quest_86007	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29558</>	22	0
10155	Quest_86008	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29559</>	23	0
10156	Quest_86009	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29560</>	25	0
10157	Quest_86010	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29561</>	26	0
10158	Quest_86011	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29562</>	27	0
10159	Quest_86012	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29563</>	28	0
10160	Quest_86013	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29564</>	29	0
10161	Quest_86014	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29565</>	31	0
10162	Quest_86015	<$>29459</>	<$>12861</>	NO	1	XQ_Berroniff	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29566</>	32	0
10163	Quest_87001	<$>29459</>	<$>12861</>	NO	1	XQ_Whilton	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29567</>	21	0
10164	Quest_84004	<$>29459</>	<$>12861</>	NO	1	XQ_Dominion	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29568</>	11	0
10165	Quest_87002	<$>29459</>	<$>12861</>	NO	1	XQ_Whilton	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29569</>	23	0
10166	Quest_88001	<$>29459</>	<$>12861</>	NO	1	XQ_Dominion	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29570</>	13	0
10167	Quest_89001	<$>29459</>	<$>12861</>	NO	1	XQ_Dean	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29571</>	11	0
10168	Quest_89002	<$>29459</>	<$>12861</>	NO	1	XQ_Mella	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29572</>	11	0
10169	Quest_89003	<$>29459</>	<$>12861</>	NO	1	YQ_Genia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29573</>	11	0
10170	Quest_89004	<$>29459</>	<$>12861</>	NO	1	XQ_Taikbin	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29574</>	13	0
10171	Quest_89005	<$>29459</>	<$>12861</>	NO	1	XQ_Mella	Quest_89004	Check_ScenarioQuest	<$>24613</>	scenario	<$>29575</>	12	1
10172	Quest_84005	<$>29459</>	<$>12861</>	NO	1	Quest_89005	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29576</>	1	0
10173	Quest_83005	<$>29459</>	<$>12861</>	NO	1	XQ_Whilton	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29577</>	25	0
10174	Quest_87003	<$>29459</>	<$>12861</>	NO	1	XQ_Fahrel	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29578</>	31	0
10175	Quest_84006	<$>29459</>	<$>12861</>	NO	1	XQ_Dominion	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29579</>	15	0
10176	Quest_82501	<$>29459</>	<$>12861</>	NO	1	XQ_Zenia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29580</>	11	0
10177	Quest_82502	<$>29459</>	<$>12861</>	NO	1	XQ_Zenia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29581</>	13	0
10178	Quest_82503	<$>29459</>	<$>12861</>	NO	1	XQ_Zenia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29582</>	15	0
10179	Quest_82504	<$>29459</>	<$>12861</>	NO	1	XQ_Zenia	None	Check_ScenarioQuest	<$>24613</>	scenario	<$>29583</>	17	0
