AI	ARUN	ASPD	ASTD	ATK	ATKDN	ATKS	AniType	AtkLayer	AtkType	BLK	BaseOffset	BlkHand	ClassID	ClassName	ClassType	DebuffDef	DefLayer	DefType	Desc	Dummy_A_LH	Dummy_A_RH	EngName	EnterScp	Far	FileName	Heal25	Heal50	Heal75	HeightOffset1	HeightOffset2	HoldMove	IncASPD	IncBLK	IncCRT	IncHR	IncIMP	IncIP	IncPR	IncRSP	Initial	LHits	LeaveScp	MagicDef	Manual	MaxR	MeleeDef	MinR	MixMainMotion	Name	Near	RHits	RSPD	RSPType	ReqLv	ReqPromotionLv	ReqStn2ID	ReqStn2Lv	ReqStn3ID	ReqStn3Lv	ReqStnID	ReqStnLv	ShootDef	Skill1Req	Skill2Req	Skill3Req	Skill4Req	Skill5Req	SkillID1	SkillID2	SkillID3	SkillID4	SkillID5	SkillName1	SkillName2	SkillName3	SkillName4	SkillName5	SklPts	SpendItemCount	SpendItemID	SplDam	SplLimit	SplRange	SplType	StnATK	StnBLK	StnEXP	StnHR	StnIMP	StnIP	StnIgnoreDEFPer	StnLv	StnMSPD	StnPR	StnRFIRE	StnRICE	StnRLGHT	StnRSTAT	Strong	TRANSFORM	ToolTip	TransformID	UseWeaponAnim	WSPD	Weak	XPType
ATTACKER	PC_ARUN_BKNR	1667	PC_ASTD_BKNR	PC_ATK_BKNR	PC_ATKDN_BKNR	1	Uni	1	Single	None	0	None	10023	BareknuckleRA	MELEE	100	1	None	<$>209812</>	None	None	Noblesse	None	YES	stn_bareknuckle	NO	NO	NO	0	200	NO	0	0	0	0	0	0	0	0	_BKNR	0	None	100	YES	100	100	0	YES	<$>172741</>	YES	2	463	regenerate	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	none	none	none	none	none	0	0	0	0	0	0	None	1	0	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10031
ATTACKER	PC_ARUN_BKN9	1667	PC_ASTD_BKN9	PC_ATK_BKN9	PC_ATKDN_BKN9	1	Uni	1	Single	None	0	None	10024	Bareknuckle9	MELEE	100	1	None	<$>63638</>	None	None	Bareknuckle	None	YES	stn_bareknuckle	NO	NO	NO	0	200	NO	0	0	0	0	0	0	0	0	_BKN9	0	None	100	YES	100	100	0	YES	<$>29636</>	YES	2	469	regenerate	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	none	none	none	none	none	0	0	0	0	0	0	None	1	0	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10031
ATTACKER	PC_ARUN_BKNKF	1667	PC_ASTD_BKNKF	PC_ATK_BKNKF	None	1	Uni	1	Single	None	0	None	10025	Billar	MELEE	100	1	None	<$>224333</>	None	None	Billar	None	YES	stn_bareknuckle	NO	NO	NO	0	200	NO	0	0	0	0	0	0	0	0	_BKNKF	0	None	100	YES	100	100	0	YES	<$>224332</>	YES	2	463	regenerate	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	none	none	none	none	none	0	0	0	0	0	0	None	1	0	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10031
ATTACKER	PC_ARUN_LA	1367	PC_ASTD_LA	PC_ATK_LA	PC_ATKDN_LA	1	Uni	1	Single	None	0	None	10026	Lengatk	MELEE	100	1	None	<$>229499</>	None	None	Leng ATK	None	YES	stn_la	NO	NO	NO	0	200	NO	0	0	0	0	0	0	0	0	_LA	0	None	100	YES	100	100	0	NO	<$>229498</>	YES	1	461	regenerate	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	none	none	none	none	none	0	0	0	0	0	0	None	1	0	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10031
ATTACKER	PC_ARUN_BKNNK	1367	PC_ASTD_BKNNK	PC_ATK_BKNNK	PC_ATKDN_BKNNK	1	Uni	1	Single	None	0	None	10027	Bareknuckle10	MELEE	100	1	None	<$>63638</>	None	None	Bareknuckle	None	YES	stn_bareknuckle	NO	NO	NO	0	200	NO	0	0	0	0	0	0	0	0	_BKNNK	0	None	100	YES	100	100	0	NO	<$>29636</>	YES	1	461	regenerate	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	none	none	none	none	none	0	0	0	0	0	0	None	1	0	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10031
ATTACKER	PC_ARUN_MAS	1783	PC_ASTD_MAS	PC_ATK_MAS	PC_ATKDN_MAS	2	Each	1	Single	PC_BLK_MAS	0	None	10030	MartialArtsS	MELEE	100	1	Parry	<$>140121</>	None	None	Chapter of Wind	None	YES	stn_martialartss	NO	NO	NO	0	200	NO	0.6	0	0.4	0	0	0	0.6	0	_MAS	0	None	100	YES	100	100	0	NO	<$>63335</>	YES	3	471	regenerate	40	0	0	0	0	0	0	0	100	0	5	0	15	20	0	10032	0	10034	10035	none	<$>58741</>	none	<$>58745</>	<$>58749</>	0	0	0	0	0	0	None	1	0	0	100	0	0	0	1	1	15	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10051
ATTACKER	PC_ARUN_MUA	2017	PC_ASTD_MUA	PC_ATK_MUA	PC_ATKDN_MUA	2	Uni	1	Single	PC_BLK_MUA	0	RH	10040	Muathai	MELEE	100	1	Block	<$>140122</>	None	None	Chapter of Fire	None	YES	stn_muathai	NO	NO	NO	0	200	NO	1	0.4	0.6	0	0	0	0	0	_MUA	0	None	100	YES	100	100	0	NO	<$>63337</>	YES	3	471	regenerate	40	0	0	0	0	0	0	0	100	1	0	10	15	20	10041	0	10043	10044	10045	<$>58752</>	none	<$>58755</>	<$>58759</>	<$>58777</>	0	0	0	0	0	0	None	1	10	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10051
ATTACKER	PC_ARUN_MAF	1983	PC_ASTD_MAF	PC_ATK_MAF	PC_ATKDN_MAF	2	Uni	1	Single	PC_BLK_MAF	0	None	10050	MartialArtsF	MELEE	100	1	Parry	<$>140123</>	None	None	Chapter of Frost	None	YES	stn_martialartsf	NO	NO	NO	0	200	NO	0.6	0	0.6	0	0	0	0.4	0	_MAF	0	None	100	YES	100	100	0	NO	<$>63339</>	YES	3	471	regenerate	40	0	0	0	0	0	0	0	100	1	0	10	15	20	10051	0	10053	10054	10055	<$>58780</>	none	<$>58785</>	<$>58789</>	<$>58807</>	0	0	0	0	0	0	None	1	0	0	100	0	0	0	1	1	10	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10051
ATTACKER	PC_ARUN_COM	1783	PC_ASTD_COM	PC_ATK_COM	PC_ATKDN_COM	2	Uni	1	Single	PC_BLK_COM	0	None	10060	MartialArtsM	MELEE	100	1	Parry	<$>140124</>	None	None	Chapter of Mind	None	YES	stn_martialartsm	NO	NO	NO	0	200	NO	0.8	0	0.6	0	0	0	0.6	0	_COM	0	None	100	YES	100	100	0	NO	<$>63341</>	YES	3	471	regenerate	40	0	0	0	0	0	0	0	100	1	0	10	15	20	10061	0	10063	10064	10065	<$>58810</>	none	<$>58813</>	<$>58817</>	<$>58821</>	0	0	0	0	0	0	None	1	0	0	100	0	0	0	1	1	15	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10051
ATTACKER	PC_ARUN_MMA	1573	PC_ASTD_MMA	PC_ATK_MMA	PC_ATKDN_MMA	2	Uni	1	Double	PC_BLK_MMA	0	None	10070	MasterMartialArts	MELEE	100	1	Parry	<$>67423</>	None	None	Master's Martial Arts	None	YES	stn_mastermartialarts	NO	NO	NO	0	200	NO	1	0	0.6	0.6	0.4	0.6	0.6	0.8	_MMA	1	None	110	YES	100	80	0	NO	<$>63343</>	YES	1	477	regenerate	100	2	0	0	0	0	0	0	90	1	10	15	20	25	10071	10072	10073	10074	10075	<$>58825</>	<$>58830</>	<$>58848</>	<$>58853</>	<$>58858</>	0	0	0	0	0	0	None	2	0	0	63	0	5	0	1	1	20	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_MAF	1983	PC_ASTD_MAF	PC_ATK_MAT	PC_ATKDN_MAT	2	Uni	1	Double	PC_BLK_MAF	0	None	10080	MartialArtsT	MELEE	100	1	Parry	<$>93157</>	None	None	Chapter of Stream	None	YES	stn_martialartst	NO	NO	NO	0	200	NO	1	0	0.6	0.6	0.8	0.6	0.8	1	_MMA	2	None	100	YES	100	80	0	NO	<$>93156</>	YES	1	477	regenerate	100	2	0	0	0	0	0	0	100	1	10	15	20	25	10081	10082	10073	10074	10075	<$>93090</>	<$>93094</>	<$>58848</>	<$>58853</>	<$>58858</>	0	0	0	0	0	0	None	2	0	0	60	0	0	0	1	1	20	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10012
ATTACKER	PC_ARUN_NRN	1433	PC_ASTD_NRN	PC_ATK_NRN	PC_ATKDN_NRN	2	Uni	1	Double	PC_BLK_NRN	0	None	10090	LightningWolf	MELEE	100	1	Parry	<$>95685</>	None	None	Dominate the sky	None	YES	stn_lightningnuckle	NO	NO	NO	0	200	NO	0.2	0	0.4	0.6	0.4	0.7	0.8	0	_NRN	1	None	100	YES	100	100	0	NO	<$>95684</>	YES	1	489	regenerate	100	2	0	0	0	0	0	0	100	1	10	15	20	25	10091	10092	10093	10094	10095	<$>95515</>	<$>95519</>	<$>95537</>	<$>95556</>	<$>95559</>	0	0	0	0	0	0	None	2	0	0	30	5	0	0	1	1	20	0	0	0	0	YES	None	<$>63332</>	0	NO	113	YES	10012
ATTACKER	PC_ARUN_AMB	1567	PC_ASTD_AMB	PC_ATK_AMB	None	1	Uni	2	Splash	None	0	None	10100	Ambrosia	MAGIC	100	1	None	<$>106126</>	None	None	Ambrosia	None	YES	stn_ambrosia	NO	NO	NO	0	200	NO	0.4	0	0	0	0.2	0.8	0	0	_AMB	0	None	100	YES	1000	80	0	NO	<$>106125</>	YES	1	469	regenerate	100	2	0	0	0	0	0	0	100	5	10	15	20	25	20701	20702	20703	20704	20705	<$>106004</>	<$>50229</>	<$>106014</>	<$>105784</>	<$>106050</>	0	1	21429	1	4	400	Circle	1.75	0	0	100	5	10	0	1	1	0	0	0	0	0	YES	None	<$>63538</>	0	NO	115	YES	10024
ATTACKER	PC_ARUN_AMB	1567	PC_ASTD_AMB	PC_ATK_IAMB	None	1	Uni	2	Splash	None	0	None	10101	IcyAmbrosia	MAGIC	100	1	None	<$>135183</>	None	None	Icy Ambrosia	None	YES	stn_icyambrosia	NO	NO	NO	0	200	NO	0.4	0	0	0	0.2	0.8	0	0	_AMB	0	None	100	YES	1000	80	0	NO	<$>135182</>	YES	1	469	regenerate	100	2	0	0	0	0	0	0	100	5	10	15	20	25	20706	20707	20708	20709	20710	<$>135149</>	<$>135184</>	<$>135156</>	<$>135159</>	<$>135178</>	0	1	21429	1	4	400	Circle	1.75	0	0	100	5	10	0	1	1	0	0	0	0	0	YES	None	<$>63538</>	0	NO	115	YES	10024
ATTACKER	PC_ARUN_BG	1000	PC_ASTD_BG	PC_ATK_BG	PC_ATKDN_BG	2	Uni	1	Single	PC_BLK_BG	0	LH	10110	BackGuard	MELEE	100	1	Block	<$>140125</>	None	None	Back-guard	None	YES	stn_backguard	NO	NO	NO	0	200	NO	0.12	0.54	0	0	0	0	0	0	_BG	0	None	100	YES	150	100	0	NO	<$>63345</>	YES	1	469	regenerate	1	0	0	0	0	0	0	0	100	1	0	8	12	16	10111	0	10113	10114	10115	<$>58862</>	none	<$>58865</>	<$>58868</>	<$>58872</>	0	0	0	0	0	0	None	1	14	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10031
ATTACKER	PC_ARUN_HG	1300	PC_ASTD_HG	PC_ATK_HG	PC_ATKDN_HG	2	Uni	1	Single	PC_BLK_HG	0	LH	10120	HighGuard	MELEE	100	1	Block	<$>140126</>	None	None	High-guard	None	YES	stn_highguard	NO	NO	NO	0	200	NO	0	0.96	0	0	0	0	0	0	_HG	0	None	100	YES	150	100	0	NO	<$>63347</>	YES	1	469	regenerate	12	0	0	0	0	0	0	0	100	1	4	8	0	16	10121	10122	10123	0	10125	<$>58875</>	<$>58878</>	<$>58896</>	none	<$>58900</>	0	0	0	0	0	0	None	1	24	0	100	0	0	0	1	1	0	0	0	0	0	YES	None	<$>63332</>	0	NO	115	YES	10031
