ClassID	ClassName	font	img	imgrect
26032	Tigres8Easy	achieve15_ol	icon\\badgeicon.bmp	R 0 150 48 24
26033	Tigres9Easy	achieve15_ol	icon\\badgeicon.bmp	R 96 150 48 24
26034	Tigres10Easy	achieve15_ol	icon\\badgeicon.bmp	R 192 150 48 24
26035	Tigres1Hard	achieve15_ol	icon\\badgeicon.bmp	R 384 100 48 24
26036	Tigres2Hard	achieve15_ol	icon\\badgeicon.bmp	R 192 125 48 24
26037	Tigres3Hard	achieve15_ol	icon\\badgeicon.bmp	R 240 100 48 24
26038	Tigres4Hard	achieve15_ol	icon\\badgeicon.bmp	R 0 125 48 24
26039	Tigres5Hard	achieve15_ol	icon\\badgeicon.bmp	R 288 125 48 24
26040	Tigres6Hard	achieve15_ol	icon\\badgeicon.bmp	R 96 125 48 24
26041	Tigres7Hard	achieve15_ol	icon\\badgeicon.bmp	R 432 125 48 24
26042	Tigres8Hard	achieve15_ol	icon\\badgeicon.bmp	R 48 150 48 24
26043	Tigres9Hard	achieve15_ol	icon\\badgeicon.bmp	R 144 150 48 24
26044	Tigres10Hard	achieve15_ol	icon\\badgeicon.bmp	R 240 150 48 24
26045	RenoldeKill	achieve15_ol	icon\\badgeicon.bmp	R 288 150 48 24
26046	Comeback	achieve15_ol	icon\\badgeicon.bmp	R 384 50 24 24
26047	Independancefighter	achieve15_ol	icon\\badgeicon.bmp	R 336 125 48 24
26048	VIPmedal_30	achieve15_ol	icon\\badgeicon.bmp	R 336 150 48 24
26049	VIPmedal_7	achieve15_ol	icon\\badgeicon.bmp	R 336 150 48 24
26050	GigMascot	achieve15_ol	icon\\badgeicon.bmp	R 456 25 35 24
26051	AchieveLoading	achieve15_ol	icon\\badgeicon.bmp	R 384 150 48 24
26052	GP_King	achieve15_ol	icon\\badgeicon.bmp	R 432 150 48 24
26053	GP_Nobless	achieve15_ol	icon\\badgeicon.bmp	R 0 175 48 24
26054	GP_Pioneer	achieve15_ol	icon\\badgeicon.bmp	R 48 175 48 24
26055	GP_Keeper	achieve15_ol	icon\\badgeicon.bmp	R 96 175 48 24
26056	TeacherOfEverybody	achieve15_ol	icon\\badgeicon.bmp	R 144 175 48 24
26057	IdeaBank	achieve15_ol	icon\\badgeicon.bmp	R 192 175 48 24
26058	8years	achieve15_ol	icon\\badgeicon.bmp	R 240 175 48 24
26059	8years_unlimit	achieve15_ol	icon\\badgeicon.bmp	R 240 175 48 24
26060	GE_nobless	achieve15_ol	icon\\badgeicon.bmp	R 72 0 48 24
26061	PrimusPalus	achieve15_ol	icon\\badgeicon.bmp	R 360 0 24 24
26062	Dec_Event	achieve15_ol	icon\\badgeicon.bmp	R 360 0 24 24
26063	Armoniavictoryhero	achieve15_ol	icon\\badgeicon.bmp	R 336 175 48 24
26064	9years_unlimit	achieve15_ol	icon\\badgeicon.bmp	R 384 175 48 24
26065	AchieveLoading2	achieve15_ol	icon\\badgeicon.bmp	R 432 175 48 24
26066	Freshman	achieve15_ol	icon\\badgeicon.bmp	R 0 200 48 24
26067	FlameMaster	achieve15_ol	icon\\badgeicon.bmp	R 48 200 48 24
26068	Reydeavaricia	achieve15_ol	icon\\badgeicon.bmp	R 96 200 48 24
26069	WeaponMake31	achieve15_ol	icon\\badgeicon.bmp	R 144 200 48 24
26070	WeaponMake32	achieve15_ol	icon\\badgeicon.bmp	R 192 200 48 24
26071	WeaponMake33	achieve15_ol	icon\\badgeicon.bmp	R 240 200 48 24
26072	WeaponMake34	achieve15_ol	icon\\badgeicon.bmp	R 288 200 48 24
26073	WeaponMake35	achieve15_ol	icon\\badgeicon.bmp	R 336 200 48 24
26074	WeaponMake36	achieve15_ol	icon\\badgeicon.bmp	R 384 200 48 24
26075	ArmorMake30	achieve15_ol	icon\\badgeicon.bmp	R 432 200 48 24
26076	ArmorMake32	achieve15_ol	icon\\badgeicon.bmp	R 0 225 48 24
26077	ArmorMake33	achieve15_ol	icon\\badgeicon.bmp	R 48 225 48 24
26078	ArmorMake34	achieve15_ol	icon\\badgeicon.bmp	R 96 225 48 24
26079	ArmorMake35	achieve15_ol	icon\\badgeicon.bmp	R 144 225 48 24
26080	ReinforceSucc_8	achieve15_ol	icon\\badgeicon.bmp	R 192 225 48 24
26081	ReinforceSucc_9	achieve15_ol	icon\\badgeicon.bmp	R 240 225 48 24
26082	ReinforceSucc_10	achieve15_ol	icon\\badgeicon.bmp	R 288 225 48 24
26083	ReinforceSucc_11	achieve15_ol	icon\\badgeicon.bmp	R 336 225 48 24
26084	ReinforceSucc_12	achieve15_ol	icon\\badgeicon.bmp	R 384 225 48 24
26085	ReinforceSucc_13	achieve15_ol	icon\\badgeicon.bmp	R 432 225 48 24
26086	ReinforceFail_8	achieve15_ol	icon\\badgeicon.bmp	R 0 250 48 24
26087	ReinforceFail_9	achieve15_ol	icon\\badgeicon.bmp	R 48 250 48 24
26088	ReinforceFail_10	achieve15_ol	icon\\badgeicon.bmp	R 96 250 48 24
26089	ReinforceFail_11	achieve15_ol	icon\\badgeicon.bmp	R 144 250 48 24
26090	ReinforceFail_12	achieve15_ol	icon\\badgeicon.bmp	R 192 250 48 24
26091	ReinforceFail_13	achieve15_ol	icon\\badgeicon.bmp	R 240 250 48 24
26092	ScoutChar_50	achieve15_ol	icon\\badgeicon.bmp	R 288 250 48 24
26093	ScoutChar_100	achieve15_ol	icon\\badgeicon.bmp	R 336 250 48 24
26094	Farm_Plant	achieve15_ol	icon\\badgeicon.bmp	R 384 250 48 24
26095	Farm_Trap	achieve15_ol	icon\\badgeicon.bmp	R 432 250 48 24
26096	Farm_Fishing	achieve15_ol	icon\\badgeicon.bmp	R 0 275 48 24
26097	Farm_Weeding	achieve15_ol	icon\\badgeicon.bmp	R 48 275 48 24
26098	Farm_Hunting	achieve15_ol	icon\\badgeicon.bmp	R 96 275 48 24
26099	Farm_MixItem	achieve15_ol	icon\\badgeicon.bmp	R 144 275 48 24
26100	Farm_Bee	achieve15_ol	icon\\badgeicon.bmp	R 192 275 48 24
26101	Farm_Cook	achieve15_ol	icon\\badgeicon.bmp	R 240 275 48 24
26102	Undeadkill	achieve15_ol	icon\\badgeicon.bmp	R 288 275 48 24
26103	Creaturekill	achieve15_ol	icon\\badgeicon.bmp	R 336 275 48 24
26104	Golemkill	achieve15_ol	icon\\badgeicon.bmp	R 384 275 48 24
26105	Demonkill	achieve15_ol	icon\\badgeicon.bmp	R 432 275 48 24
26106	Humankill	achieve15_ol	icon\\badgeicon.bmp	R 0 300 48 24
26107	Rank1_VIP	achieve15_ol	icon\\badgeicon.bmp	R 96 300 48 24
26108	Rank2_VIP	achieve15_ol	icon\\badgeicon.bmp	R 192 300 48 24
26109	Rank3_VIP	achieve15_ol	icon\\badgeicon.bmp	R 288 300 48 24
26110	Rank4_VIP	achieve15_ol	icon\\badgeicon.bmp	R 384 300 48 24
26111	Rank5_VIP	achieve15_ol	icon\\badgeicon.bmp	R 0 325 48 24
26112	Rank1_VVIP	achieve15_ol	icon\\badgeicon.bmp	R 48 300 48 24
26113	Rank2_VVIP	achieve15_ol	icon\\badgeicon.bmp	R 144 300 48 24
26114	Rank3_VVIP	achieve15_ol	icon\\badgeicon.bmp	R 240 300 48 24
26115	Rank4_VVIP	achieve15_ol	icon\\badgeicon.bmp	R 336 300 48 24
26116	Rank5_VVIP	achieve15_ol	icon\\badgeicon.bmp	R 432 300 48 24
26117	VisMaker	achieve15_ol	icon\\badgeicon.bmp	R 48 325 48 24
26118	Asset	achieve15_ol	icon\\badgeicon.bmp	R 96 325 48 24
26119	Event_Half	achieve15_ol	icon\\badgeicon.bmp	R 144 325 48 24
26120	Event_Full	achieve15_ol	icon\\badgeicon.bmp	R 192 325 48 24
26121	Chef_illier	achieve15_ol	icon\\badgeicon.bmp	R 240 325 48 24
26122	Chef_Bristia	achieve15_ol	icon\\badgeicon.bmp	R 288 325 48 24
26123	Chef_Vespanolla	achieve15_ol	icon\\badgeicon.bmp	R 336 325 48 24
26124	AP_GetLumin	achieve15_ol	icon\\badgeicon.bmp	R 384 325 48 24
26125	AP_PointHunter	achieve15_ol	icon\\badgeicon.bmp	R 432 325 48 24
26126	Achv_Hallow2014_KOR	achieve15_ol	icon\\badgeicon.bmp	R 288 175 48 24
26127	Symphonia	achieve15_ol	icon\\badgeicon.bmp	R 0 350 48 24
26128	10th_Anniversary	achieve15_ol	icon\\badgeicon.bmp	R 48 350 48 24
26129	StudentGuardian	achieve15_ol	icon\\badgeicon.bmp	R 96 350 48 24
26130	AchieveLoading3	achieve15_ol	icon\\badgeicon.bmp	R 143 350 48 24
26131	Passionpioneer	achieve15_ol	icon\\badgeicon.bmp	R 192 350 48 24
26132	Achv_Hallow2016	achieve15_ol	icon\\badgeicon.bmp	R 239 350 48 24
26133	Achv_Xmas2016	achieve15_ol	icon\\badgeicon.bmp	R 286 350 48 24
26134	Rank6_VIP	achieve15_ol	icon\\badgeicon.bmp	R 384 350 48 24
26135	Rank6_VVIP	achieve15_ol	icon\\badgeicon.bmp	R 336 350 48 24
26136	11th_Anniversary	achieve15_ol	icon\\badgeicon.bmp	R 48 375 48 24
26137	AchieveLoading2017	achieve15_ol	icon\\badgeicon.bmp	R 96 375 48 24
26138	StudentCouncil	achieve15_ol	icon\\badgeicon.bmp	R 360 50 24 24
26139	BloodSanquines	achieve15_ol	icon\\badgeicon.bmp	R 144 375 48 24
26140	WeaponMake37	achieve15_ol	icon\\badgeicon.bmp	R 192 375 48 24
26141	Rank7_VIP	achieve15_ol	icon\\badgeicon.bmp	R 0 375 48 24
26142	Rank7_VVIP	achieve15_ol	icon\\badgeicon.bmp	R 432 350 48 24
26143	HotSummer2017	achieve15_ol	icon\\badgeicon.bmp	R 240 375 48 24
26144	ChildhoodFriend	achieve15_ol	icon\\badgeicon.bmp	R 432 375 48 24
26145	Sisters	achieve15_ol	icon\\badgeicon.bmp	R 0 400 48 24
26146	Achv_Hallow2017	achieve15_ol	icon\\badgeicon.bmp	R 48 400 48 24
26147	Ileempiresavior	achieve15_ol	icon\\badgeicon.bmp	R 96 400 48 24
26148	Triad	achieve15_ol	icon\\badgeicon.bmp	R 144 400 48 24
26149	Cross_Destiny	achieve15_ol	icon\\badgeicon.bmp	R 240 400 48 24
26150	Achv_Xmas2017	achieve15_ol	icon\\badgeicon.bmp	R 288 400 48 24
26151	Achv_NewYear2018	achieve15_ol	icon\\badgeicon.bmp	R 336 400 48 24
26152	Achv_Nobility	achieve15_ol	icon\\badgeicon.bmp	R 384 400 48 24
26153	Achv_Creator2018	achieve15_ol	icon\\badgeicon.bmp	R 432 400 48 24
26154	12th_Anniversary	achieve15_ol	icon\\badgeicon.bmp	R 0 425 48 24
26155	Achv_pegadilla	achieve15_ol	icon\\badgeicon.bmp	R 48 425 48 24
26156	Achv_Machina	achieve15_ol	icon\\badgeicon.bmp	R 96 425 48 24
26157	Achv_Lecturer	achieve15_ol	icon\\badgeicon.bmp	R 144 425 48 24
26158	Achv_Contractor	achieve15_ol	icon\\badgeicon.bmp	R 192 425 48 24
26160	Achv_Guardian	achieve15_ol	icon\\badgeicon.bmp	R 240 425 48 24
26161	Achv_Alt01_Ev	achieve15_ol	icon\\badgeicon.bmp	R 288 425 48 24
26162	HotSummer2018	achieve15_ol	icon\\badgeicon.bmp	R 336 425 48 24
26163	Achv_Sakura	achieve15_ol	icon\\badgeicon.bmp	R 384 425 48 24
26164	Achv_Abyss	achieve15_ol	icon\\badgeicon.bmp	R 432 425 48 24
26165	Achv_Ninetail	achieve15_ol	icon\\badgeicon.bmp	R 0 450 48 24
26166	Achv_GMevent2019	achieve15_ol	icon\\badgeicon.bmp	R 48 450 48 24
26167	Achv_Bstwar	achieve15_ol	icon\\badgeicon.bmp	R 96 450 48 24
26168	Achv_13th	achieve15_ol	icon\\badgeicon.bmp	R 144 450 48 24
26169	Achv_RoyalPio	achieve15_ol	icon\\badgeicon.bmp	R 192 450 48 24
26170	Achv_Honmancluus	achieve15_ol	icon\\badgeicon.bmp	R 240 450 48 24
26171	Achv_BBS	achieve15_ol	icon\\badgeicon.bmp	R 288 450 48 24
26172	Achv_Distorted	achieve15_ol	icon\\badgeicon.bmp	R 336 450 48 24
26173	Achv_LifeandDeathe	achieve15_ol	icon\\badgeicon.bmp	R 384 450 48 24
26174	Achv_201904School	achieve15_ol	icon\\badgeicon.bmp	R 0 475 48 24
26175	Achv_Arch	achieve15_ol	icon\\badgeicon.bmp	R 48 475 48 24
26176	Achv_201906Linden	achieve15_ol	icon\\badgeicon.bmp	R 96 475 48 24
26177	IFArmoniavictoryhero	achieve15_ol	icon\\badgeicon.bmp	R 336 175 48 24
26178	Achv_Charlotachive	achieve15_ol	icon\\badgeicon.bmp	R 192 475 48 24
26181	Achv_Rominaachive	achieve15_ol	icon\\badgeicon.bmp	R 288 475 48 24
26501	CastillaAdventurer	achieve15_ol	icon\\badgeicon.bmp	R 96 25 24 24
26502	CastillaHunter	achieve15_ol	icon\\badgeicon.bmp	R 120 25 24 24
26503	CastillaBully	achieve15_ol	icon\\badgeicon.bmp	R 240 25 24 24
26504	CastillaKiller	achieve15_ol	icon\\badgeicon.bmp	R 312 25 48 24
26505	CastillaDestroyer	achieve15_ol	icon\\badgeicon.bmp	R 264 25 48 24
26506	GodofMining	achieve15_ol	icon\\badgeicon.bmp	R 360 25 24 24
26507	Winner	achieve15_ol	icon\\badgeicon.bmp	R 0 0 24 24
26508	Winner50	achieve15_ol	icon\\badgeicon.bmp	R 24 0 48 24
26509	TyrsBless	achieve15_ol	icon\\badgeicon.bmp	R 0 0 24 24
26510	Ranker_50	achieve15_ol	icon\\badgeicon.bmp	R 24 0 48 24
26511	Ranker_40	achieve15_ol	icon\\badgeicon.bmp	R 145 50 48 24
26512	Ranker_30	achieve15_ol	icon\\badgeicon.bmp	R 97 50 48 24
26513	Ranker_20	achieve15_ol	icon\\badgeicon.bmp	R 49 50 48 24
26514	Ranker_10	achieve15_ol	icon\\badgeicon.bmp	R 0 50 48 24
26515	Ranker_T_50	achieve15_ol	icon\\badgeicon.bmp	R 24 0 48 24
26516	Ranker_T_40	achieve15_ol	icon\\badgeicon.bmp	R 145 50 48 24
26517	Ranker_T_30	achieve15_ol	icon\\badgeicon.bmp	R 97 50 48 24
26518	Ranker_T_20	achieve15_ol	icon\\badgeicon.bmp	R 49 50 48 24
26519	Ranker_T_10	achieve15_ol	icon\\badgeicon.bmp	R 0 50 48 24
26520	Wcp16_201007	achieve15_ol	icon\\badgeicon.bmp	R 216 50 48 24
26521	Wcp01_201007	achieve15_ol	icon\\badgeicon.bmp	R 264 50 48 24
26522	Wcp16_201007_1	achieve15_ol	icon\\badgeicon.bmp	R 216 50 48 24
26523	Wcp01_201007_1	achieve15_ol	icon\\badgeicon.bmp	R 264 50 48 24
26524	Wcp16_201102	achieve15_ol	icon\\badgeicon.bmp	R 216 50 48 24
26525	Wcp01_201102	achieve15_ol	icon\\badgeicon.bmp	R 264 50 48 24
26526	Wcp16_201102_1	achieve15_ol	icon\\badgeicon.bmp	R 216 50 48 24
26527	Wcp01_201102_1	achieve15_ol	icon\\badgeicon.bmp	R 264 50 48 24
26528	Wcp01_201207	achieve15_ol	icon\\badgeicon.bmp	R 432 75 48 24
26529	Wcp02_201207	achieve15_ol	icon\\badgeicon.bmp	R 384 75 48 24
26530	WCCNational_KOR	achieve15_ol	icon\\badgeicon.bmp	R 0 100 48 24
26531	WCCNational_JPN	achieve15_ol	icon\\badgeicon.bmp	R 48 100 48 24
27001	VespanollaNavyMeritMedal	achieve15_ol	icon\\badgeicon.bmp	R 144 25 48 24
27002	BugMaster	achieve15_ol	icon\\badgeicon.bmp	R 72 0 48 24
27003	Gcc01_201304	achieve15_ol	icon\\badgeicon.bmp	R 192 100 48 24
27004	Gcc02_201304	achieve15_ol	icon\\badgeicon.bmp	R 144 100 48 24
27801	ColonyConqueror	achieve15_ol	icon\\badgeicon.bmp	R 120 0 48 24
27802	killer1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 72 50 24 24
27803	killer2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 96 50 24 24
27804	killer3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 120 50 24 24
27805	killer4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 50 24 24
27806	killer5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 168 50 48 24
27807	wraith1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 0 24 24
27808	wraith2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 168 0 24 24
27809	wraith3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 192 0 24 24
27810	wraith4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 216 0 24 24
27811	wraith5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 25 48 24
27812	winner1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 48 100 24 24
27813	winner2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 72 100 24 24
27814	winner3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 96 100 24 24
27815	winner4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 120 100 24 24
27816	winner5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 100 48 24
27817	assassin1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 48 25 24 24
27818	assassin2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 96 25 24 24
27819	assassin3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 72 25 24 24
27820	assassin4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 120 25 24 24
27821	assassin5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 25 24 24
27822	helper1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 168 25 24 24
27823	helper2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 192 25 24 24
27824	helper3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 216 25 24 24
27825	helper4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 50 24 24
27826	helper5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 24 50 48 24
27827	slayer1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 0 24 24
27828	slayer2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 24 0 24 24
27829	slayer3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 48 0 24 24
27830	slayer4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 72 0 24 24
27831	slayer5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 96 0 48 24
27832	phoenix1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 216 50 24 24
27833	phoenix2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 75 24 24
27834	phoenix3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 48 75 24 24
27835	phoenix4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 24 75 24 24
27836	phoenix5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 72 75 48 24
27837	fight1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 75 24 24
27838	fight2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 120 75 24 24
27839	fight3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 168 75 24 24
27840	fight4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 192 75 24 24
27841	fight5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 100 48 24
27842	triumph1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 216 100 24 24
27843	triumph2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 192 100 24 24
27844	triumph3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 125 24 24
27845	triumph4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 24 125 24 24
27846	triumph5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 48 125 48 24
27847	ghost1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 96 125 24 24
27848	ghost2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 120 125 24 24
27849	ghost3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 125 24 24
27850	ghost4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 168 125 24 24
27851	ghost5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R192 125 48 24
27852	looser1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 150 24 24
27853	looser2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 24 150 24 24
27854	looser3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 48 150 24 24
27855	looser4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 72 150 24 24
27856	looser5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 96 150 48 24
27857	batman1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 144 150 24 24
27858	batman2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 192 150 24 24
27859	batman3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 168 150 24 24
27860	batman4	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 216 150 24 24
27861	batman5	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 0 175 48 24
27862	AchieveLealtad	achieve15_ol	icon\\badgeicon.bmp	R 456 50 24 24
27863	AchieveGleichstellung	achieve15_ol	icon\\badgeicon.bmp	R 408 50 24 24
27864	mining1	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 48 175 24 24
27865	mining2	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 72 175 24 24
27866	mining3	achieve15_ol	icon\\badgeicon_cliquewar.bmp	R 96 175 24 24
