ClassID	ClassName	ItemName
42103	KickBoxerCostume	<$>28899</>
42104	DecoruosHuntersuit	<$>28900</>
42105	DisDashaCostume	<$>28901</>
42106	RaffineCostume	<$>28902</>
42107	ChipaoCostume	<$>28903</>
42108	CenturionCostume	<$>28904</>
42109	RegimentUniformCostume	<$>28905</>
42110	BoneFrameArmor2_Cos	<$>28906</>
42111	DragoonCoat2_Cos	<$>28907</>
42112	PantheraJaquette2_Cos	<$>28908</>
42113	CoimCenturionCostume	<$>28909</>
42114	OutrageousCostume	<$>28910</>
42115	JuniorSchoollookCostume_S	<$>28911</>
42116	CenturionCostume_S	<$>28912</>
42117	BachCostume	<$>28913</>
42118	KalidCostume	<$>28914</>
42119	LuxuryDiscipleCostume	<$>28915</>
42120	ImmortalChiefCostume	<$>28916</>
42121	NarcisoCostume	<$>28917</>
42122	CrusaderCoatCostume	<$>28918</>
42123	ByzantkohlCostume	<$>28919</>
42124	FrauleinCostume	<$>28920</>
42125	GeneralPlateCostume	<$>34267</>
42126	DigniteCostume_FGT	<$>28921</>
42127	CockatriesSuitCostume	<$>28922</>
42129	WhiteVentCostume	<$>28923</>
42130	CinerariaCostume	<$>28924</>
42131	DigniteCostume_MUS	<$>28925</>
42132	DigniteCostume_SCT	<$>28926</>
42133	DigniteCostume_WIZ	<$>28927</>
42134	DigniteCostume_WAR	<$>28928</>
42135	LeScarceCostume_FGT	<$>28929</>
42136	LeScarceCostume_MUS	<$>28930</>
42137	LeScarceCostume_SCT	<$>28931</>
42138	LeScarceCostume_WIZ	<$>28932</>
42139	LeScarceCostume_WAR	<$>28933</>
42140	RoseCamellia_FGT	<$>28934</>
42141	BlacknessRose_WIZ	<$>28935</>
42142	CliviaSprite_MUS	<$>28936</>
42143	SpitClianthes_MUS	<$>28937</>
42144	Zephyranthes_FGT	<$>28938</>
42145	CronianThanatos_SCT	<$>28939</>
42146	CronianNephthys_SCT	<$>28940</>
42147	GoldentaleMagius_WAR	<$>28941</>
42148	VeronicaChipao_WIZ	<$>28942</>
42149	NanaArtogeia_WAR	<$>28943</>
42150	SantaCostumeFGT_White	<$>34280</>
42151	SantaCostumeMUS_White	<$>34282</>
42152	SantaCostumeSCT_White	<$>34284</>
42153	SantaCostumeWIZ_White	<$>34286</>
42154	SantaCostumeWAR_White	<$>34288</>
42155	Piernoente_FGT	<$>28944</>
42156	Camaryllis_MUS	<$>28945</>
42157	Inviardeco_SCT	<$>28946</>
42158	Calienalbino_WIZ	<$>28947</>
42159	Geniaruleano_WAR	<$>28948</>
42160	CowSuit_Female	<$>28949</>
42161	CowSuit_male	<$>28950</>
42163	SlendorPeaco_WIZ	<$>28951</>
42164	TorosmataRen_SCT	<$>28952</>
42168	ArcaneroPlate_FGT	<$>28953</>
42169	Variltorta_MUS	<$>28954</>
42170	Clarcana_SCT	<$>28955</>
42171	Deinclian_WIZ	<$>28956</>
42172	Ruidestencia_WAR	<$>28957</>
42173	SlendKlolia_WIZ	<$>28958</>
42174	TorozvahEll_SCT	<$>28959</>
42178	AgioRegion_FGT	<$>28960</>
42179	BleRastere_MUS	<$>28961</>
42180	JadePhraxi_SCT	<$>28962</>
42181	MabroMetis_Wiz	<$>28963</>
42182	OlgaPatricia_War	<$>28964</>
42183	AsupRegion_FGT	<$>28965</>
42184	PhshiRastere_MUS	<$>28966</>
42185	RaidPhraxi_SCT	<$>28967</>
42186	MabroPeira_Wiz	<$>28968</>
42187	RosePatricia_War	<$>28969</>
42188	Caerunis_Nar	<$>28970</>
42189	Caeromia_Ania	<$>28971</>
42190	Santacos_Adel	<$>28972</>
42191	Santacos_Ber	<$>28973</>
42192	Santacos_Emil	<$>28974</>
42193	Santacos_Caly	<$>28975</>
42194	Lavender_Selva	<$>28976</>
42195	FigureSkate_FGT	<$>28977</>
42196	LordPlate_Grandma	<$>28978</>
42197	BristianNoble_Garcia	<$>28979</>
42198	Violeita_Lunatic	<$>28980</>
42199	BristianColonel_Eduardo	<$>28981</>
42201	SoulOfSamurai1	<$>28983</>
42202	SoulOfSamurai2	<$>28984</>
42203	SoulOfSamurai3	<$>28985</>
42204	Samurai1	<$>28983</>
42205	Samurai2	<$>28984</>
42206	Samurai3	<$>28985</>
42212	BeachWearFGT_Infinite	<$>28986</>
42213	BeachWearMUS_Infinite	<$>28987</>
42214	BeachWearSCT_Infinite	<$>28988</>
42215	BeachWearWIZ_Infinite	<$>28989</>
42216	BeachWearWAR_Infinite	<$>28990</>
42217	SchoolLookFGT2	<$>28991</>
42218	SchoolLookMUS2	<$>28992</>
42219	SchoolLookSCT2	<$>28993</>
42220	SchoolLookWIZ2	<$>28994</>
42221	SchoolLookWAR2	<$>28995</>
42222	KoreanCostume_WAR_F	<$>28996</>
42223	SchoolLookFGT3	<$>28997</>
42224	SchoolLookMUS3	<$>28998</>
42225	SchoolLookSCT3	<$>28999</>
42226	SchoolLookWIZ3	<$>29000</>
42227	SchoolLookWAR3	<$>29001</>
42228	SantaCostumeFGT	<$>29002</>
42229	SantaCostumeMUS	<$>29003</>
42230	SantaCostumeSCT	<$>29004</>
42231	SantaCostumeWIZ	<$>29005</>
42232	SantaCostumeWAR	<$>29006</>
42238	KoreanCostume_FGT_M	<$>29007</>
42239	KoreanCostume_MUS_M	<$>29008</>
42240	KoreanCostume_SCT_M	<$>29009</>
42261	SportsWearCHN_FGT	<$>34375</>
42262	SportsWearCHN_MUS	<$>34377</>
42263	SportsWearCHN_SCT	<$>34379</>
42264	SportsWearCHN_WIZ	<$>34381</>
42265	SportsWearCHN_WAR	<$>34383</>
42501	LeBlancCostume_US	<$>29077</>
42071	CamisadeSoldado_Cos	<$>29744</>
42072	TheGladiator_Cos	<$>28818</>
42073	BoneFrameArmor_Cos	<$>28820</>
42074	RescueSuit_Cos	<$>28824</>
42075	LaranjaEPreto_Cos	<$>28819</>
42076	CapezzoloDiPericolo_Cos	<$>28825</>
42077	Striform_Cos	<$>28828</>
42078	CorsairRosso_Cos	<$>28829</>
42079	DragoonCoat_Cos	<$>28821</>
42080	Albaes_Cos	<$>28826</>
42081	ClaraMago_Cos	<$>28827</>
42084	Elementalist_Cos	<$>28830</>
42085	Alegrias_Cos	<$>28831</>
42086	RosaMatrimonio_Cos	<$>28832</>
42519	RobeOfBehemoth_Cos_US	<$>34395</>
42520	RobeOfLeviathan_Cos_US	<$>34397</>
42521	RobeOfZiz_Cos_US	<$>34399</>
42522	CrimalMetalicSuit_Cos_US	<$>29745</>
42523	BlueSerpentPlate_FGT_M	<$>29010</>
42524	BlueSerpent_FGT_M	<$>29011</>
42525	BlueSerpent_MUS_M	<$>29012</>
42526	BlueSerpent_SCT_M	<$>29013</>
42527	BlueSerpent_WIZ_M	<$>29014</>
42528	BlueSerpent_WAR_M	<$>29015</>
42529	BlueSerpentPlate_FGT_F	<$>29016</>
42530	BlueSerpent_FGT_F	<$>29017</>
42531	BlueSerpent_FUS_F	<$>29018</>
42532	BlueSerpent_SCT_F	<$>29019</>
42533	BlueSerpent_WIZ_F	<$>29020</>
42534	BlueSerpent_WAR_F	<$>29021</>
42535	EliteLeBlancCostume_US	<$>29022</>
42536	LeNoirCostume_US	<$>29023</>
42547	Navy_Admiral	<$>29034</>
42548	Navy_Captain	<$>29035</>
42549	Navy_Officer	<$>29036</>
42550	Navy_Lieutenant	<$>29037</>
42662	LudinCos1	<$>29068</>
42663	LudinCos2	<$>29069</>
42664	LudinCos3	<$>29070</>
42665	LudinCos4	<$>29071</>
42666	LudinCos5	<$>29072</>
42667	LudinCos6	<$>29073</>
42668	LudinCos7	<$>29074</>
42669	LudinCos8	<$>29075</>
42670	LudinCos9	<$>29076</>
180001	PrimavellaCostume	<$>29039</>
180002	BlackwisteriaCostume	<$>29040</>
180003	IrischipaoCostume	<$>29041</>
180005	IberisCostume	<$>29042</>
180006	SchneweisCostume	<$>29043</>
180007	BlaueSpielCosTume	<$>29044</>
180008	RosacamilleCostume	<$>29045</>
180010	CorchicumCostume	<$>29046</>
180013	FreesiaCostume	<$>29048</>
180018	GraceIxiaCostume	<$>29049</>
180019	SakuraCostume	<$>29050</>
180026	GauraCostume	<$>29051</>
180027	GloriosaCostume	<$>29052</>
180028	LaFleurEcarlateCos_War	<$>29053</>
180029	CattleyaCos_Hell	<$>29054</>
180030	FlammeBlanche_JPN	<$>29055</>
180031	TrifoliumCos_JPN	<$>29056</>
180033	AngelicaCos_Bru	<$>29057</>
180034	DelangeSouriantCostume	<$>29058</>
180037	sensation_JPN	<$>29059</>
180038	sagittaire_JPN	<$>29060</>
180040	chevre_JPN	<$>29061</>
180041	lionnoble_JPN	<$>29062</>
18001	Glasses_FGT_M	<$>29278</>
18002	Glasses_FGT_F	<$>29279</>
18003	Glasses_WIZ_M	<$>29280</>
18004	Glasses_WIZ_F	<$>29281</>
18005	Glasses_SCT_M	<$>29282</>
18006	Glasses_SCT_F	<$>29283</>
18007	Glasses_MUS_M	<$>29284</>
18008	Glasses_MUS_F	<$>29285</>
18009	Glasses_WAR_M	<$>29286</>
18010	Glasses_WAR_F	<$>29287</>
18011	Gracielo_Headgear	<$>29288</>
18012	Gracielo_Bandana	<$>29289</>
18013	Gracielo_GreenIguana	<$>29290</>
18014	Lorch_CircleGlasses	<$>29291</>
18015	Lorch_NoseGlasses	<$>29292</>
18016	Ramiro_Catface	<$>29293</>
18017	Ramiro_FakeArrow	<$>29294</>
18018	Ramiro_PhobitanCap	<$>29295</>
18019	Alejandro_Octo1	<$>29296</>
18020	Alejandro_Octo2	<$>29297</>
18021	MBoma_Faceprint1	<$>29298</>
18022	MBoma_Faceprint2	<$>29299</>
18031	Sunglasses_FGT_M	<$>29303</>
18032	Sunglasses_FGT_F	<$>29304</>
18033	Sunglasses_WIZ_M	<$>29305</>
18034	Sunglasses_WIZ_F	<$>29306</>
18035	Sunglasses_SCT_M	<$>29307</>
18036	Sunglasses_SCT_F	<$>29308</>
18037	Sunglasses_MUS_M	<$>29309</>
18038	Sunglasses_MUS_F	<$>29310</>
18039	Sunglasses_WAR_M	<$>29311</>
18040	Sunglasses_WAR_F	<$>29312</>
18041	OneEyedGlass	<$>29313</>
17003	PanfiloHat	<$>29123</>
17004	Hawkeyes	<$>29124</>
17005	BlacksmithCap1	<$>29125</>
17006	SnipersCap	<$>29126</>
17007	TargaTurbun	<$>29127</>
17008	SwordmanHelm	<$>29128</>
17009	TrooperHelm	<$>29129</>
17010	YeganehHat	<$>29130</>
17011	DilosHat	<$>29131</>
17012	BlacksmithCap2	<$>29125</>
17013	BlacksmithCap3	<$>29125</>
17014	MaidHairband	<$>14279</>
17015	Bearhat	<$>29132</>
17016	Bunnyband	<$>29133</>
17018	Santahat	<$>29134</>
17019	Rudolfhorn	<$>29135</>
17020	Bearhat2	<$>29136</>
17021	WitchHat	<$>29137</>
17023	Bearhat3	<$>29138</>
17024	FlowerBand	<$>29139</>
17025	BunnyTail2	<$>29140</>
17027	MouseHat1	<$>29142</>
17028	MouseHat2	<$>29143</>
17029	MouseHat3	<$>29144</>
17030	RabbitHat	<$>29145</>
17104	PlateHelm	<$>29146</>
17105	IdgeHelm	<$>29147</>
17193	TeriousHair	<$>29148</>
17194	LayeredShaggyCut	<$>29149</>
17195	SamuraiHat	<$>29150</>
17196	SamuraiHat2	<$>29151</>
17197	SamuraiHat3	<$>29152</>
17198	TeriousHair2	<$>29153</>
17199	LayeredShaggyCut2	<$>29154</>
17292	ClaramagoHair	<$>29155</>
17293	Chapeaudeblanc	<$>29156</>
17294	PantheraColback	<$>29157</>
17295	WaveHair	<$>29158</>
17296	VioletPonytail	<$>29159</>
17297	WaveHair2	<$>29160</>
17298	VioletPonytail2	<$>29161</>
17302	Plait	<$>29162</>
17303	GrayFeatherHat	<$>29163</>
17392	ShortHair	<$>29164</>
17393	Plait2	<$>29165</>
17394	ShortHair2	<$>29166</>
17404	ShaggyHair	<$>29167</>
17405	VolumePerm	<$>29168</>
17492	ShaggyHair2	<$>29169</>
17493	VolumePerm2	<$>29170</>
17505	DanddyAllback	<$>29171</>
17506	Sheephornhair	<$>29172</>
17507	DanddyAllback2	<$>29173</>
17508	Sheephornhair2	<$>29174</>
17593	CoronaLaVentisca	<$>29175</>
17594	PirateHat	<$>29176</>
17595	BasicCookerHat	<$>29123</>
17596	BasicAdelHair	<$>37575</>
17597	WarCookerHat	<$>29177</>
17598	BattleSmithHat	<$>29178</>
17599	BasicSmithHat	<$>29125</>
17600	GunsHair	<$>38294</>
17601	SageHat	<$>29179</>
17602	RaccoonHat	<$>29180</>
17603	BellyDancerHair	<$>29181</>
17604	PromenadeDressHat	<$>29182</>
17605	LeafageSuitHat	<$>29183</>
17607	AfloHair	<$>29184</>
17608	ClaudeWig	<$>29185</>
17609	ShalwarKamisHat	<$>29186</>
17610	DetectiveHat	<$>29187</>
17611	NaturalHair	<$>29188</>
17612	LightHairBand	<$>29189</>
17613	CoimCenturionHat	<$>29190</>
17614	CenturionHat	<$>29191</>
17615	OutrageousHat	<$>29192</>
17616	RegimentUniformHat	<$>29193</>
17617	DisDashaHat	<$>29194</>
17618	KoreanClothesHat	<$>29195</>
17619	Test_Hat	<$>38312</>
17620	KoreanClothesHatFGT	<$>29196</>
17621	KoreanClothesHatMUS	<$>29197</>
17622	DesperadoHat	<$>29198</>
17623	KalidHat	<$>29199</>
17624	ByzantkohlMask	<$>29200</>
17625	BraidsHair	<$>29201</>
17626	CockatriesHat	<$>29202</>
17627	Ponytail_FGT	<$>29203</>
17628	FairyBob_WAR	<$>29204</>
17629	TyrHelm	<$>38328</>
17630	Layer_bob	<$>29205</>
17631	Tight_arrange	<$>29206</>
17632	Gildedshaggy_FGT	<$>29207</>
17633	Straightperm_WIZ	<$>29797</>
17634	Angel_Ring	<$>29208</>
17635	Milky_bob	<$>29209</>
17636	PiernoenteHat_FGT	<$>29210</>
17637	Wild_LayeredShaggy	<$>29211</>
17638	White_Santahat	<$>38343</>
17639	CowHat_Female	<$>9748</>
17640	CowHat_male	<$>9747</>
17641	ShaggyWolf_SCT	<$>29212</>
17642	NaturalWave_WIZ	<$>29213</>
17643	BlackCatHat	<$>38352</>
17644	WhiteCatHat	<$>38354</>
17645	Scratch_WAR	<$>29214</>
17646	CapyHat	<$>38357</>
17647	WavePerm_WIZ	<$>29215</>
17649	Shaggybob_SCT	<$>29216</>
17650	NaturalHalf_Romi	<$>29217</>
17651	Camaryllis_Hat_MUS	<$>29218</>
17652	Inviardeco_Hat_SCT	<$>29219</>
17653	Calienalbino_Hat_WIZ	<$>29220</>
17654	Variltorta_Hat_MUS	<$>29221</>
17655	DeinClian_Hat_WIZ	<$>29222</>
17656	Ruidestencia_Hat_WAR	<$>29223</>
17657	Curlwave_Hat_WAR	<$>29224</>
17658	Bonnet_Hat_IDGE	<$>29225</>
17659	MabroMetisHat_WIZ	<$>29226</>
17660	MabroPeiraHat_WIZ	<$>29227</>
17661	GildedWolf_LOR	<$>29228</>
17662	OlgaPatricia_Hat_WAR	<$>29229</>
17663	RosePatricia_Hat_WAR	<$>29230</>
17664	BlaueSpiel_Hat	<$>29231</>
17665	AgioRegion_Hat	<$>29232</>
17666	AsuppRegion_Hat	<$>29233</>
17667	BleRastere_Hat	<$>29234</>
17668	PhshiRastere_Hat	<$>29235</>
17669	PrettyShort_Clair	<$>29236</>
17670	WildBack_Nar	<$>29237</>
17671	WildBlare_Nar	<$>29238</>
17672	JadePhraxiHat	<$>29239</>
17673	RaidPhraxiHat	<$>29240</>
17674	WildTale_Ania	<$>29241</>
17675	Santahat_Adel	<$>29242</>
17676	Santahat_Ber	<$>29243</>
17677	Santahat_Emil	<$>29244</>
17678	Santahat_Caly	<$>29245</>
17679	Lavenderhat_Selva	<$>29246</>
17680	BlueSerpentM_WIZ	<$>29247</>
17681	BlueserpentF_WIZ	<$>29248</>
17682	Navy_AdmiralHat	<$>29249</>
17683	Navy_OfficerHat	<$>29250</>
17684	SakuraHair_Asoka	<$>29251</>
17685	Gaurahair_Mikaza	<$>29252</>
17686	GloriosaEye_Back	<$>29253</>
17687	CattleyaHair_Hellena	<$>29254</>
17688	LordPlateHair_Grandma	<$>29255</>
17689	BristianNobleHat_Garcia	<$>29256</>
17690	GraceIxiaHat_Guns	<$>29257</>
17691	LesCheveuxD_Beaut	<$>29258</>
17692	CastillaFate_Helm	<$>29259</>
17693	VioleitaHat_Lunatic	<$>29260</>
17694	BristianColonelHat_Eduardo	<$>29261</>
170023	TrifoliumHat_JPN	<$>29315</>
170025	AngelicaHat_Bru	<$>29325</>
170026	DelangeDelargent_Clair	<$>29319</>
170029	sensationhead_JPN	<$>29318</>
170030	sagittairehair_JPN	<$>29322</>
170032	chevrehair_JPN	<$>29317</>
170034	lionnoblemask_JPN	<$>29316</>
42537	CapitaineCostume	<$>29024</>
18042	CapitaineLunette	<$>29314</>
42542	BelledejourCostume	<$>29029</>
17698	BelledejourHair	<$>29265</>
17699	CapitaineHair	<$>29798</>
170022	LaCoiffureDu_JPN	<$>29320</>
170037	Waveponyhair_JPN	<$>29329</>
170040	wavelongtail_JPN	<$>29327</>
42543	PigeonneCostume	<$>29030</>
17700	PigeonneHair	<$>29267</>
17701	CapitaineHair_fgt	<$>29268</>
17702	UnbalanceHair	<$>29269</>
42538	CapitaineCostume_FGT	<$>29025</>
42544	BlackBuffaloCostume	<$>29031</>
180011	CosCathe2	<$>29047</>
42545	CosClaude	<$>29032</>
17703	HatClaude	<$>29270</>
170008	HatCathe2	<$>29323</>
42539	CapitaineCostume_MUS	<$>29026</>
42546	BlackpearlCostume	<$>29033</>
17704	CapitaineHair_mus	<$>29271</>
17705	BlackpearlHat	<$>29272</>
42200	Anemone_Cal	<$>28982</>
42540	CapitaineCostume_WAR	<$>29027</>
17706	CapitaineHair_war	<$>29273</>
17707	WhiteVeil_Caly	<$>29274</>
17708	BlackVeil_Caly	<$>29275</>
42541	CapitaineCostume_SCT	<$>29028</>
17709	CapitaineHair_sct	<$>29276</>
42661	HoneybeeCostume	<$>29038</>
17710	Honeybee_Hair	<$>29277</>
180059	f_heartofimagine	<$>29063</>
180060	m_heartofimagine	<$>29064</>
170046	wavecurl	<$>29328</>
170047	wildshort	<$>29326</>
180061	windfirst	<$>29066</>
180072	Emeraldsmm_Cos	<$>29065</>
170048	windfirsthair	<$>29330</>
170052	Emeraldsmm_Hair	<$>29321</>
18043	BernelliBeachSunglass	<$>29324</>
42671	RougeanNoir_Die	<$>29078</>
17711	Rougeannoir_Hair	<$>29331</>
180046	Belier_JPN	<$>29079</>
180042	verseau_JPN	<$>29080</>
42673	Wedding	<$>29081</>
170036	Belierhair_JPN	<$>29332</>
170033	verseauhat_JPN	<$>29333</>
17713	Weddinghair	<$>29334</>
180078	Blackbanshee_Cos	<$>29082</>
180065	honestheart_hel	<$>29083</>
170055	Blackbanshee_Hair	<$>29335</>
170050	honesthair_hel	<$>29336</>
180056	azeleacos_JPN	<$>29084</>
170042	azeleahair_JPN	<$>29337</>
18044	AdrianaGlasses	<$>29803</>
18045	RalphMonocle	<$>29802</>
18046	BerroniffGlasses	<$>29804</>
42674	Indigo9Cos	<$>29085</>
17714	Indigo9_Hair	<$>29338</>
42675	Santacos_Valleria	<$>29086</>
42676	Santacos_Mifuyu	<$>29087</>
17715	SantaValleria_Hair	<$>29339</>
17716	SantaMifuyu_Hair	<$>29340</>
170054	Ororyza_Hair	<$>29341</>
180054	valkyrie_JPN	<$>29088</>
180076	Ororyza_Cos	<$>29089</>
180017	IdgeLilyCostume	<$>29090</>
180044	reve_JPN	<$>76232</>
170014	LilyBasicSmithHat	<$>29342</>
642000	steelgryphon_RUS	<$>29092</>
643000	steelgryphoncap_RUS	<$>29343</>
180074	ShootingLove_Cos	<$>29093</>
170053	ShootingLove_Hair	<$>29344</>
42672	RevenantCos	<$>34503</>
17712	Revenant_Hair	<$>38446</>
442276	Baby_Doll	<$>67767</>
170063	Blossoms_Hair	<$>68257</>
17717	Capitaine_Hair	<$>68275</>
180085	AdmiralPrivate_Cos	<$>68254</>
42677	Capitaine_Ion	<$>68272</>
42679	Silverane_Daria	<$>81866</>
42680	FatimaCos	<$>81867</>
17719	Silverane_Hair	<$>79928</>
17720	Fatima_Hair	<$>79931</>
42678	Capitaine_Vincent	<$>77109</>
17718	CapitainHair_Vincent	<$>77111</>
42681	DarkBlueCos	<$>80003</>
17721	Whitebobbed_Hair	<$>79934</>
180083	ArchaicAcademic_Cos	<$>34857</>
170061	ArchaicAcademic_Hair	<$>76401</>
170059	Sugarsnow_Hair	<$>76396</>
42685	BlackandWhiteCos	<$>82238</>
180052	wfabyss	<$>34803</>
42686	AssasinCos	<$>82594</>
17725	Assasin_Veil	<$>82177</>
42687	CivviesCos	<$>82597</>
17726	Civvies_Hair	<$>82180</>
42688	SplendorCos	<$>82951</>
42689	RainismCos	<$>82954</>
17727	Formal_Hair	<$>82961</>
17728	Rainycurl_Hair	<$>82964</>
17729	PurpleHighlights_Hair	<$>83790</>
180053	wmabyss	<$>34805</>
180062	CamisadeSoldado3_cos	<$>34819</>
42691	ButlertogsCos	<$>94385</>
42690	ShadowRobeCos	<$>95341</>
17730	WaveShaggyHair	<$>89957</>
50002	FormalsuitCostume	<$>97017</>
17733	BlackCobraHat	<$>95777</>
50003	BlackCobraCostume	<$>95774</>
170064	Sonora_Hair	<$>77121</>
180086	RoseofSonora_Cos	<$>77113</>
17736	CuteBob	<$>99598</>
50005	LittlePrincessCos	<$>99595</>
42693	GranSummerCos2	<$>82075</>
180080	Whtitecosmos_Cos	<$>34849</>
170056	Whitecosmos_Hair	<$>76388</>
50011	Upsilon	<$>103363</>
17741	HittsumeHair	<$>103364</>
50012	WhiteVentCostume2	<$>105361</>
50010	CosInvisible	<$>105362</>
17734	BloodNavyHat	<$>106814</>
18048	MarchettiGlasses	<$>106815</>
17737	VioletTail	<$>100397</>
50006	DesireCos	<$>100393</>
180087	WhiteBlossom_Cos	<$>79925</>
170065	WhiteBlossom_Hair	<$>79938</>
50017	LeReveBleuCos	<$>107426</>
17748	LeReveBleu_Hair	<$>108328</>
50007	Riderslook	<$>102096</>
18054	RidersHair_New	<$>102099</>
17760	SierraWitchHat	<$>108329</>
50013	RelentlessCos	<$>104265</>
17742	DeepblueHair	<$>104271</>
17764	Grandisxmas	<$>108991</>
50020	Grangdisxmas	<$>108974</>
17765	Cutearmyhat	<$>108988</>
18049	Mustache	<$>108985</>
17766	Mcgicianhat	<$>111511</>
17762	HatofGeneral	<$>111948</>
50019	witnessofhistory	<$>107795</>
50021	Tradekingoftarga	<$>112779</>
17767	Naturalracel	<$>110769</>
17768	Blackturbun	<$>111836</>
17759	Casualshort	<$>112458</>
50018	Prettynoble	<$>107428</>
18050	Raybang	<$>111834</>
17769	Silkywhitehat	<$>111838</>
50022	Brilliantdandystyle	<$>111830</>
