ClassID	ClassName	Desc	DescFont	GroupName	LuminID	Script	ServiceMin	Value	Value1
12015	Lumin_Pearl2_Shield	<$>31195</>	emerald_green_14_ol	Shield	75204	Socket_IncRHP	0	0	0
12016	Lumin_Pearl2_Tool	<$>31110</>	emerald_green_14_ol	Tool	75204	Socket_IncMSP	0	8	0
12017	Lumin_Apatite2_Weapon	<$>31073</>	emerald_green_14_ol	Weapon	75205	Socket_IncASPD	0	5	0
12018	Lumin_Apatite2_Armor	<$>31088</>	emerald_green_14_ol	Armor	75205	Socket_IncMSPD	0	5	0
12019	Lumin_Apatite2_Shield	<$>31122</>	emerald_green_14_ol	Shield	75205	Socket_IncBLK	0	0	0
12020	Lumin_Apatite2_Tool	<$>31110</>	emerald_green_14_ol	Tool	75205	Socket_IncMSP	0	8	0
12021	Lumin_Obsidian2_Weapon	<$>31072</>	emerald_green_14_ol	Weapon	75206	Socket_IncATK	0	5	0
12022	Lumin_Obsidian2_Armor	<$>31082</>	emerald_green_14_ol	Armor	75206	Socket_IncDEF	0	5	0
12023	Lumin_Obsidian2_Shield	<$>31082</>	emerald_green_14_ol	Shield	75206	Socket_IncDEF	0	0	0
12024	Lumin_Obsidian2_Tool	<$>31110</>	emerald_green_14_ol	Tool	75206	Socket_IncMSP	0	8	0
12025	Lumin_Bloodstone2_Weapon	<$>31075</>	emerald_green_14_ol	Weapon	75207	Socket_IncCRT	0	5	0
12026	Lumin_Bloodstone2_Armor	<$>31120</>	emerald_green_14_ol	Armor	75207	Socket_IncMHP	0	5	0
12027	Lumin_Bloodstone2_Shield	<$>31082</>	emerald_green_14_ol	Shield	75207	Socket_IncDEF	0	0	0
12028	Lumin_Bloodstone2_Tool	<$>31110</>	emerald_green_14_ol	Tool	75207	Socket_IncMSP	0	8	0
12029	Lumin_Peridot2_Weapon	<$>31134</>	emerald_green_14_ol	Weapon	75208	Socket_IncPsyATK	0	14	0
12030	Lumin_Peridot2_Armor	<$>31159</>	emerald_green_14_ol	Armor	75208	Socket_IncRPSY	0	8	0
12031	Lumin_Peridot2_Shield	<$>31159</>	emerald_green_14_ol	Shield	75208	Socket_IncRPSY	0	0	0
12032	Lumin_Peridot2_Tool	<$>31110</>	emerald_green_14_ol	Tool	75208	Socket_IncMSP	0	8	0
12033	Lumin_Tanzanite2_Weapon	<$>31110</>	emerald_green_14_ol	Weapon	75209	Socket_IncMSP	0	5	0
12034	Lumin_Tanzanite2_Armor	<$>31083</>	emerald_green_14_ol	Armor	75209	Socket_IncPR	0	3	0
12035	Lumin_Tanzanite2_Shield	<$>31122</>	emerald_green_14_ol	Shield	75209	Socket_IncBLK	0	0	0
12036	Lumin_Tanzanite2_Tool	<$>31110</>	emerald_green_14_ol	Tool	75209	Socket_IncMSP	0	8	0
12037	Lumin_Opal2_Weapon	<$>31196</>	emerald_green_14_ol	Weapon	75210	Socket_IncAllATK	0	4	0
12038	Lumin_Opal2_Armor	<$>31197</>	emerald_green_14_ol	Armor	75210	Socket_IncAllR	0	2	0
12039	Lumin_Opal2_Shield	<$>31197</>	emerald_green_14_ol	Shield	75210	Socket_IncAllR	0	0	0
12040	Lumin_Opal2_Tool	<$>31110</>	emerald_green_14_ol	Tool	75210	Socket_IncMSP	0	8	0
12041	Lumin_Topaz2_Weapon	<$>31079</>	emerald_green_14_ol	Weapon	75211	Socket_IncLghtATK	0	14	0
12042	Lumin_Topaz2_Armor	<$>31086</>	emerald_green_14_ol	Armor	75211	Socket_IncRLGHT	0	8	0
12043	Lumin_Topaz2_Shield	<$>31086</>	emerald_green_14_ol	Shield	75211	Socket_IncRLGHT	0	0	0
12044	Lumin_Topaz2_Tool	<$>31110</>	emerald_green_14_ol	Tool	75211	Socket_IncMSP	0	8	0
12045	Lumin_Turquoise2_Weapon	<$>31104</>	emerald_green_14_ol	Weapon	75212	Socket_IncHR	0	5	0
12046	Lumin_Turquoise2_Armor	<$>99701</>	emerald_green_14_ol	Armor	75212	Socket_IncRSTAT	0	8	0
12047	Lumin_Turquoise2_Shield	<$>99701</>	emerald_green_14_ol	Shield	75212	Socket_IncRSTAT	0	0	0
12048	Lumin_Turquoise2_Tool	<$>31110</>	emerald_green_14_ol	Tool	75212	Socket_IncMSP	0	8	0
13001	Lumin_Garnet3_Weapon	<$>31077</>	emerald_green_14_ol	Weapon	75301	Socket_IncFireATK	0	21	0
13002	Lumin_Garnet3_Armor	<$>31084</>	emerald_green_14_ol	Armor	75301	Socket_IncRFIRE	0	12	0
13003	Lumin_Garnet3_Shield	<$>31084</>	emerald_green_14_ol	Shield	75301	Socket_IncRFIRE	0	0	0
13004	Lumin_Garnet3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75301	Socket_IncMSP	0	12	0
13005	Lumin_Spodumene3_Weapon	<$>31186</>	emerald_green_14_ol	Weapon	75302	Socket_IncIP	0	6	0
13006	Lumin_Spodumene3_Armor	<$>31172</>	emerald_green_14_ol	Armor	75302	Socket_IncIMP	0	6	0
13007	Lumin_Spodumene3_Shield	<$>31172</>	emerald_green_14_ol	Shield	75302	Socket_IncIMP	0	0	0
13008	Lumin_Spodumene3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75302	Socket_IncMSP	0	12	0
13009	Lumin_Zircon3_Weapon	<$>31078</>	emerald_green_14_ol	Weapon	75303	Socket_IncIceATK	0	21	0
13010	Lumin_Zircon3_Armor	<$>31085</>	emerald_green_14_ol	Armor	75303	Socket_IncRICE	0	12	0
13011	Lumin_Zircon3_Shield	<$>31085</>	emerald_green_14_ol	Shield	75303	Socket_IncRICE	0	0	0
13012	Lumin_Zircon3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75303	Socket_IncMSP	0	12	0
13013	Lumin_Pearl3_Weapon	<$>31194</>	emerald_green_14_ol	Weapon	75304	Socket_IncHPDrain	0	4	0
13014	Lumin_Pearl3_Armor	<$>31195</>	emerald_green_14_ol	Armor	75304	Socket_IncRHP	0	40	0
13015	Lumin_Pearl3_Shield	<$>31195</>	emerald_green_14_ol	Shield	75304	Socket_IncRHP	0	0	0
13016	Lumin_Pearl3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75304	Socket_IncMSP	0	12	0
13017	Lumin_Apatite3_Weapon	<$>31073</>	emerald_green_14_ol	Weapon	75305	Socket_IncASPD	0	7	0
13018	Lumin_Apatite3_Armor	<$>31088</>	emerald_green_14_ol	Armor	75305	Socket_IncMSPD	0	7	0
13019	Lumin_Apatite3_Shield	<$>31122</>	emerald_green_14_ol	Shield	75305	Socket_IncBLK	0	0	0
13020	Lumin_Apatite3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75305	Socket_IncMSP	0	12	0
13021	Lumin_Obsidian3_Weapon	<$>31072</>	emerald_green_14_ol	Weapon	75306	Socket_IncATK	0	7	0
13022	Lumin_Obsidian3_Armor	<$>31082</>	emerald_green_14_ol	Armor	75306	Socket_IncDEF	0	7	0
13023	Lumin_Obsidian3_Shield	<$>31082</>	emerald_green_14_ol	Shield	75306	Socket_IncDEF	0	0	0
13024	Lumin_Obsidian3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75306	Socket_IncMSP	0	12	0
13025	Lumin_Bloodstone3_Weapon	<$>31075</>	emerald_green_14_ol	Weapon	75307	Socket_IncCRT	0	7	0
13026	Lumin_Bloodstone3_Armor	<$>31120</>	emerald_green_14_ol	Armor	75307	Socket_IncMHP	0	7	0
13027	Lumin_Bloodstone3_Shield	<$>31082</>	emerald_green_14_ol	Shield	75307	Socket_IncDEF	0	0	0
13028	Lumin_Bloodstone3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75307	Socket_IncMSP	0	12	0
13029	Lumin_Peridot3_Weapon	<$>31134</>	emerald_green_14_ol	Weapon	75308	Socket_IncPsyATK	0	21	0
13030	Lumin_Peridot3_Armor	<$>31159</>	emerald_green_14_ol	Armor	75308	Socket_IncRPSY	0	12	0
13031	Lumin_Peridot3_Shield	<$>31159</>	emerald_green_14_ol	Shield	75308	Socket_IncRPSY	0	0	0
13032	Lumin_Peridot3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75308	Socket_IncMSP	0	12	0
13033	Lumin_Tanzanite3_Weapon	<$>31110</>	emerald_green_14_ol	Weapon	75309	Socket_IncMSP	0	7	0
13034	Lumin_Tanzanite3_Armor	<$>31083</>	emerald_green_14_ol	Armor	75309	Socket_IncPR	0	4	0
13035	Lumin_Tanzanite3_Shield	<$>31122</>	emerald_green_14_ol	Shield	75309	Socket_IncBLK	0	0	0
13036	Lumin_Tanzanite3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75309	Socket_IncMSP	0	12	0
13037	Lumin_Opal3_Weapon	<$>31196</>	emerald_green_14_ol	Weapon	75310	Socket_IncAllATK	0	5	0
13038	Lumin_Opal3_Armor	<$>31197</>	emerald_green_14_ol	Armor	75310	Socket_IncAllR	0	3	0
13039	Lumin_Opal3_Shield	<$>31197</>	emerald_green_14_ol	Shield	75310	Socket_IncAllR	0	0	0
13040	Lumin_Opal3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75310	Socket_IncMSP	0	12	0
13041	Lumin_Topaz3_Weapon	<$>31079</>	emerald_green_14_ol	Weapon	75311	Socket_IncLghtATK	0	21	0
13042	Lumin_Topaz3_Armor	<$>31086</>	emerald_green_14_ol	Armor	75311	Socket_IncRLGHT	0	12	0
13043	Lumin_Topaz3_Shield	<$>31086</>	emerald_green_14_ol	Shield	75311	Socket_IncRLGHT	0	0	0
13044	Lumin_Topaz3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75311	Socket_IncMSP	0	12	0
13045	Lumin_Turquoise3_Weapon	<$>31104</>	emerald_green_14_ol	Weapon	75312	Socket_IncHR	0	7	0
13046	Lumin_Turquoise3_Armor	<$>99701</>	emerald_green_14_ol	Armor	75312	Socket_IncRSTAT	0	12	0
13047	Lumin_Turquoise3_Shield	<$>99701</>	emerald_green_14_ol	Shield	75312	Socket_IncRSTAT	0	0	0
13048	Lumin_Turquoise3_Tool	<$>31110</>	emerald_green_14_ol	Tool	75312	Socket_IncMSP	0	12	0
13049	Lumin_ShinyCrystal_Weapon	<$>31198</>	emerald_green_14_ol	Weapon	21450	Socket_IncAddATK	0	5	0
13050	Lumin_ShinyCrystal_Armor	<$>31199</>	emerald_green_14_ol	Armor	21450	Socket_IncDEF	0	2	0
13051	Lumin_ShinyCrystal_Tool	<$>31110</>	emerald_green_14_ol	Tool	21450	Socket_IncMSP	0	2	0
13052	Period_Kunzite_RCOS_7Day	<$>31200</>	white_yellow_14_ol	RCOS	75113	Socket_IncCRTATK	10080	5	0
13053	Period_Kunzite_RCOS_15Day	<$>31200</>	white_yellow_14_ol	RCOS	75114	Socket_IncCRTATK	21600	5	0
13054	Period_Kunzite_RCOS_30Day	<$>31200</>	white_yellow_14_ol	RCOS	75115	Socket_IncCRTATK	43200	5	0
13055	Period_Kunzite_RCOS_90Day	<$>31200</>	white_yellow_14_ol	RCOS	75116	Socket_IncCRTATK	129600	5	0
13056	Period_Kunzite_LCOS_7Day	<$>31200</>	white_yellow_14_ol	LCOS	75113	Socket_IncCRTATK	10080	5	0
13057	Period_Kunzite_LCOS_15Day	<$>31200</>	white_yellow_14_ol	LCOS	75114	Socket_IncCRTATK	21600	5	0
13058	Period_Kunzite_LCOS_30Day	<$>31200</>	white_yellow_14_ol	LCOS	75115	Socket_IncCRTATK	43200	5	0
13059	Period_Kunzite_LCOS_90Day	<$>31200</>	white_yellow_14_ol	LCOS	75116	Socket_IncCRTATK	129600	5	0
13060	Period_Kunzite_Costume_7Day	<$>31201</>	white_yellow_14_ol	Costume	75113	Socket_IncCRTDEF	10080	5	0
13061	Period_Kunzite_Costume_15Day	<$>31201</>	white_yellow_14_ol	Costume	75114	Socket_IncCRTDEF	21600	5	0
13062	Period_Kunzite_Costume_30Day	<$>31201</>	white_yellow_14_ol	Costume	75115	Socket_IncCRTDEF	43200	5	0
13063	Period_Kunzite_Costume_90Day	<$>31201</>	white_yellow_14_ol	Costume	75116	Socket_IncCRTDEF	129600	5	0
13064	Period_Fluorite_RCOS_7Day	<$>31202</>	white_yellow_14_ol	RCOS	75117	Socket_IncMSP2	10080	200	0
13065	Period_Fluorite_RCOS_15Day	<$>31202</>	white_yellow_14_ol	RCOS	75118	Socket_IncMSP2	21600	200	0
13066	Period_Fluorite_RCOS_30Day	<$>31202</>	white_yellow_14_ol	RCOS	75119	Socket_IncMSP2	43200	200	0
13067	Period_Fluorite_RCOS_90Day	<$>31202</>	white_yellow_14_ol	RCOS	75120	Socket_IncMSP2	129600	200	0
13068	Period_Fluorite_LCOS_7Day	<$>31202</>	white_yellow_14_ol	LCOS	75117	Socket_IncMSP2	10080	200	0
13069	Period_Fluorite_LCOS_15Day	<$>31202</>	white_yellow_14_ol	LCOS	75118	Socket_IncMSP2	21600	200	0
13070	Period_Fluorite_LCOS_30Day	<$>31202</>	white_yellow_14_ol	LCOS	75119	Socket_IncMSP2	43200	200	0
13071	Period_Fluorite_LCOS_90Day	<$>31202</>	white_yellow_14_ol	LCOS	75120	Socket_IncMSP2	129600	200	0
13072	Period_Fluorite_Costume_7Day	<$>31203</>	white_yellow_14_ol	Costume	75117	Socket_IncMHP2	10080	1500	0
13073	Period_Fluorite_Costume_15Day	<$>31203</>	white_yellow_14_ol	Costume	75118	Socket_IncMHP2	21600	1500	0
13074	Period_Fluorite_Costume_30Day	<$>31203</>	white_yellow_14_ol	Costume	75119	Socket_IncMHP2	43200	1500	0
13075	Period_Fluorite_Costume_90Day	<$>31203</>	white_yellow_14_ol	Costume	75120	Socket_IncMHP2	129600	1500	0
13076	Period_Jade_RCOS_7Day	<$>103669</>	white_yellow_14_ol	RCOS	75121	Socket_IncCAST	10080	10	0
13077	Period_Jade_RCOS_15Day	<$>103669</>	white_yellow_14_ol	RCOS	75122	Socket_IncCAST	21600	10	0
13078	Period_Jade_RCOS_30Day	<$>103669</>	white_yellow_14_ol	RCOS	75123	Socket_IncCAST	43200	10	0
13079	Period_Jade_RCOS_90Day	<$>103669</>	white_yellow_14_ol	RCOS	75124	Socket_IncCAST	129600	10	0
13080	Period_Jade_LCOS_7Day	<$>103669</>	white_yellow_14_ol	LCOS	75121	Socket_IncCAST	10080	10	0
13081	Period_Jade_LCOS_15Day	<$>103669</>	white_yellow_14_ol	LCOS	75122	Socket_IncCAST	21600	10	0
13082	Period_Jade_LCOS_30Day	<$>103669</>	white_yellow_14_ol	LCOS	75123	Socket_IncCAST	43200	10	0
13083	Period_Jade_LCOS_90Day	<$>103669</>	white_yellow_14_ol	LCOS	75124	Socket_IncCAST	129600	10	0
13084	Period_Jade_Costume_7Day	<$>31205</>	white_yellow_14_ol	Costume	75121	Socket_IncWEIGHT	10080	10	0
13085	Period_Jade_Costume_15Day	<$>31205</>	white_yellow_14_ol	Costume	75122	Socket_IncWEIGHT	21600	10	0
13086	Period_Jade_Costume_30Day	<$>31205</>	white_yellow_14_ol	Costume	75123	Socket_IncWEIGHT	43200	10	0
13087	Period_Jade_Costume_90Day	<$>31205</>	white_yellow_14_ol	Costume	75124	Socket_IncWEIGHT	129600	10	0
13088	Period_Agate_RCOS_7Day	<$>154480</>	white_yellow_14_ol	RCOS	77595	Socket_IncIGN_RSTAT	10080	5	0
13089	Period_Agate_RCOS_15Day	<$>154480</>	white_yellow_14_ol	RCOS	77596	Socket_IncIGN_RSTAT	21600	5	0
13090	Period_Agate_RCOS_30Day	<$>154480</>	white_yellow_14_ol	RCOS	77597	Socket_IncIGN_RSTAT	43200	5	0
13091	Period_Agate_RCOS_90Day	<$>154480</>	white_yellow_14_ol	RCOS	77598	Socket_IncIGN_RSTAT	129600	5	0
13092	Period_Agate_LCOS_7Day	<$>154480</>	white_yellow_14_ol	LCOS	77595	Socket_IncIGN_RSTAT	10080	5	0
13093	Period_Agate_LCOS_15Day	<$>154480</>	white_yellow_14_ol	LCOS	77596	Socket_IncIGN_RSTAT	21600	5	0
13094	Period_Agate_LCOS_30Day	<$>154480</>	white_yellow_14_ol	LCOS	77597	Socket_IncIGN_RSTAT	43200	5	0
13095	Period_Agate_LCOS_90Day	<$>154480</>	white_yellow_14_ol	LCOS	77598	Socket_IncIGN_RSTAT	129600	5	0
13096	Period_Sardonyx_Costume_7Day	<$>154481</>	white_yellow_14_ol	Costume	77599	Socket_IncRSTAT	10080	5	0
13097	Period_Sardonyx_Costume_15Day	<$>154481</>	white_yellow_14_ol	Costume	77600	Socket_IncRSTAT	21600	5	0
13098	Period_Sardonyx_Costume_30Day	<$>154481</>	white_yellow_14_ol	Costume	77601	Socket_IncRSTAT	43200	5	0
13099	Period_Sardonyx_Costume_90Day	<$>154481</>	white_yellow_14_ol	Costume	77602	Socket_IncRSTAT	129600	5	0
13100	Period_Malachite_RCOS_7Day	<$>154482</>	white_yellow_14_ol	RCOS	77603	Socket_IncSKL_COOL	10080	1	0
13101	Period_Malachite_RCOS_15Day	<$>154483</>	white_yellow_14_ol	RCOS	77604	Socket_IncSKL_COOL	21600	1	0
13102	Period_Malachite_RCOS_30Day	<$>154483</>	white_yellow_14_ol	RCOS	77605	Socket_IncSKL_COOL	43200	1	0
13103	Period_Malachite_RCOS_90Day	<$>154483</>	white_yellow_14_ol	RCOS	77606	Socket_IncSKL_COOL	129600	1	0
13104	Period_Malachite_LCOS_7Day	<$>154483</>	white_yellow_14_ol	LCOS	77603	Socket_IncSKL_COOL	10080	1	0
13105	Period_Malachite_LCOS_15Day	<$>154483</>	white_yellow_14_ol	LCOS	77604	Socket_IncSKL_COOL	21600	1	0
13106	Period_Malachite_LCOS_30Day	<$>154483</>	white_yellow_14_ol	LCOS	77605	Socket_IncSKL_COOL	43200	1	0
13107	Period_Malachite_LCOS_90Day	<$>154483</>	white_yellow_14_ol	LCOS	77606	Socket_IncSKL_COOL	129600	1	0
13108	Period_Chrysocolla_Costume_7Day	<$>154484</>	white_yellow_14_ol	Costume	77607	Socket_IncSKL_HEAL	10080	5	0
13109	Period_Chrysocolla_Costume_15Day	<$>154484</>	white_yellow_14_ol	Costume	77608	Socket_IncSKL_HEAL	21600	5	0
13110	Period_Chrysocolla_Costume_30Day	<$>154484</>	white_yellow_14_ol	Costume	77609	Socket_IncSKL_HEAL	43200	5	0
13111	Period_Chrysocolla_Costume_90Day	<$>154484</>	white_yellow_14_ol	Costume	77610	Socket_IncSKL_HEAL	129600	5	0
13112	Period_Morganite_RCOS_7Day	<$>154485</>	white_yellow_14_ol	RCOS	77611	Socket_IncIGN_REG	10080	2	0
13113	Period_Morganite_RCOS_15Day	<$>154485</>	white_yellow_14_ol	RCOS	77612	Socket_IncIGN_REG	21600	2	0
13114	Period_Morganite_RCOS_30Day	<$>154485</>	white_yellow_14_ol	RCOS	77613	Socket_IncIGN_REG	43200	2	0
13115	Period_Morganite_RCOS_90Day	<$>154485</>	white_yellow_14_ol	RCOS	77614	Socket_IncIGN_REG	129600	2	0
13116	Period_Morganite_LCOS_7Day	<$>154485</>	white_yellow_14_ol	LCOS	77611	Socket_IncIGN_REG	10080	2	0
13117	Period_Morganite_LCOS_15Day	<$>154485</>	white_yellow_14_ol	LCOS	77612	Socket_IncIGN_REG	21600	2	0
13118	Period_Morganite_LCOS_30Day	<$>154485</>	white_yellow_14_ol	LCOS	77613	Socket_IncIGN_REG	43200	2	0
13119	Period_Morganite_LCOS_90Day	<$>154485</>	white_yellow_14_ol	LCOS	77614	Socket_IncIGN_REG	129600	2	0
13120	Period_Heliodor_Costume_7Day	<$>154486</>	white_yellow_14_ol	Costume	77615	Socket_IncIGN_REGDEF	10080	2	0
13121	Period_Heliodor_Costume_15Day	<$>154486</>	white_yellow_14_ol	Costume	77616	Socket_IncIGN_REGDEF	21600	2	0
13122	Period_Heliodor_Costume_30Day	<$>154486</>	white_yellow_14_ol	Costume	77617	Socket_IncIGN_REGDEF	43200	2	0
13123	Period_Heliodor_Costume_90Day	<$>154486</>	white_yellow_14_ol	Costume	77618	Socket_IncIGN_REGDEF	129600	2	0
111001	Period_Kunzite_RCOS_1Day	<$>31200</>	white_yellow_14_ol	RCOS	155055	Socket_IncCRTATK	1440	5	0
