AR	ASPD	ASPD_Opt	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EnchantType	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MHP2	MHP2_Opt	MHP_Opt	MKP	MSP	MSP2	MSP2_Opt	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PCAtk	PCDef	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19110	Gloves_Low	Glove	NO	1	FALSE	1	0	GLOVE	0	<$>38145</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	40	None	Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_gloves	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	16	<$>27236</>	None	0	1000	0	0	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVE	0	0	0	0	NO	1	None	1620	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>154687</>	1	19110	1.6	None	495	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	40	TRUE	10	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove2	<$>38149</>	19111	LeatherGloves_Low	LGlove	NO	2	FALSE	1	0	GLOVE	0	<$>38148</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	40	None	Leather gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_leathergloves	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	17	<$>38147</>	None	0	1000	0	0	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVE	0	0	0	0	NO	1	None	1620	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>154688</>	1	19111	1.6	None	495	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	40	TRUE	10	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove2	<$>38149</>	19112	HardLeatherGloves_Low	LGlove	NO	3	FALSE	1	0	GLOVE	0	<$>38151</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	40	None	Hard-leather gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_hardleathergloves	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	18	<$>38150</>	None	0	1000	0	0	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVE	0	0	0	0	NO	1	None	1620	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>154688</>	1	19112	1.6	None	495	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	40	TRUE	10	None	0	0	0
0	-4	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	3	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove3	<$>38154</>	19113	ChainGloves_Low	MGlove	NO	4	FALSE	1	0	GLOVE	0	<$>38153</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	40	None	Chain Bracer	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_chainbracers	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	19	<$>38152</>	None	0	1000	0	0	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVE	0	0	0	0	NO	1	None	1620	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>154536</>	1	19113	1.6	None	495	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	40	TRUE	10	None	0	0	0
0	-4	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	3	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove3	<$>38154</>	19114	SchivarlierGauntlets	MGlove	NO	9	FALSE	1	0	GLOVE	0	<$>148059</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	None	Schivarlier gauntlets	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_metalgauntlets	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38165</>	None	0	1000	0	0	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	21001	10	5	21002	15	5	0	0	0	None	0	0	0	0	NO	1	None	225000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	19114	1.6	None	68750	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19115	MysticGloves	Glove	NO	3	FALSE	1	0	GLOVE	0	<$>148060</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	None	Mystic gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_gloves	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38167</>	None	0	1000	0	0	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	21001	10	5	21002	15	5	21004	10	5	None	0	0	0	0	NO	1	None	225000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32310</>	1	19115	1.6	None	68750	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove2	<$>38149</>	19116	AimingGloves	LGlove	NO	6	FALSE	1	0	GLOVE	0	<$>148061</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	None	Aiming gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_leathergloves	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38169</>	None	0	1000	0	0	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	21001	10	5	21002	15	5	21003	10	5	None	0	0	0	0	NO	1	None	225000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32314</>	1	19116	1.6	None	68750	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove2	<$>38149</>	19117	AssasinGloves	LGlove	NO	2	FALSE	1	0	GLOVE	0	<$>148062</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	None	Assassin gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_hardleathergloves	0	0	0	Glove	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38171</>	None	0	1000	0	0	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	21002	20	10	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	225000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32314</>	1	19117	1.6	None	68750	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove1	<$>38144</>	19118	Test_Glove	Glove	NO	1	FALSE	1	0	GLOVE	0	<$>38173</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	None	Test gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_gloves	0	0	0	Glove	0	0	0	0	0	0	0	0	None	1	1	1	1	1	0	0	0	0	1	FALSE	<$>38144</>	SYS_item_column_red	0	<$>38173</>	None	0	1000	0	0	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVE	0	0	0	0	NO	1	None	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>154677</>	1	19118	1.6	None	5	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0
0	-2	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	3	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove3	<$>38154</>	19119	Expert_Gloves_Metal	MGlove	NO	10	FALSE	1	1	GLOVE	0	<$>148063</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	None	Artisan's Gauntlets	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_metalgauntlets	0	1	0	Glove	0	0	0	0	0	0	0	1	it_m_expertgauntlets	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38174</>	None	0	1000	0	1	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVEM1	0	0	0	0	NO	1	None	90000	2	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32014</>	1	19119	1.6	None	27500	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Glove2	<$>38149</>	19120	Expert_Gloves_Leather	LGlove	NO	7	FALSE	1	1	GLOVE	0	<$>148064</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	None	Artisan's Leather Gloves	GLOVE	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_leathergloves	0	1	0	Glove	0	0	0	0	0	0	0	1	it_m_expertlgloves	0	0	0	0	0	0	0	0	0	0	TRUE	<$>38144</>	SYS_item_column_red	0	<$>38176</>	None	0	1000	0	1	No	0	0	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GLOVEL1	0	0	0	0	NO	1	None	90000	2	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32336</>	1	19120	1.6	None	27500	0	0	None	<$>38146</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
