AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncHeal	IncINT	IncMHP	IncMSP	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	Option4ID	Option4MaxValue	Option4MinValue	OptionGroup	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28010	LargeCaliberBulletbox_1day	LargeCaliberBullet	NO	0	FALSE	1	0	0	ASSIST	0	<$>32086</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Large Caliber Bullet Box (1day)	ASSIST	None	None	300000	0	FALSE	it_e_pistolbullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	TRUE	<$>35101</>	SYS_item_column_blue	0	<$>30334</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28010	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21458	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28011	ElementalSphere_1day	ElementalSphere	NO	0	FALSE	1	0	0	ASSIST	0	<$>32087</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Elemental Sphere (1day)	ASSIST	None	None	300000	0	FALSE	it_e_heavyshell	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	TRUE	<$>35101</>	SYS_item_column_blue	0	<$>30335</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	it_e_elementsphere	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28011	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21427	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28012	PsychicSphere_1day	PsychicSphere	NO	0	FALSE	1	0	0	ASSIST	0	<$>32088</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Psychic Sphere (1day)	ASSIST	None	None	300000	0	FALSE	it_e_heavyshell	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	TRUE	<$>35101</>	SYS_item_column_blue	0	<$>30336</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	it_e_psychicsphere	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28012	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21429	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28013	SteelBulletbox_1dayE	Steelbullet	NO	0	FALSE	1	0	0	ASSIST	0	<$>32083</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Steel Bullet box (1day) for Event	ASSIST	None	None	300000	0	FALSE	it_e_riflebullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>167036</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28013	1	None	1	0	None	None	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21419	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28014	SteelBoltbox_1dayE	SteelBolt	NO	0	FALSE	1	0	0	ASSIST	0	<$>32084</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Steel Bolt box (1day) for Event	ASSIST	None	None	300000	0	FALSE	it_e_needlebullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>167037</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28014	1	None	1	0	None	None	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21456	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28015	FullMetalShellBox_1dayE	Fullmetalshell	NO	0	FALSE	1	0	0	ASSIST	0	<$>32085</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Full Metal Shell Box (1day) for Event	ASSIST	None	None	300000	0	FALSE	it_e_buckshot	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>167038</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28015	1	None	1	0	None	None	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21443	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28016	LargeCaliberBulletbox_1dayE	LargeCaliberBullet	NO	0	FALSE	1	0	0	ASSIST	0	<$>32086</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Large Caliber Bullet Box (1day) for Event	ASSIST	None	None	300000	0	FALSE	it_e_pistolbullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>167039</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28016	1	None	1	0	None	None	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21458	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28017	ElementalSphere_1dayE	ElementalSphere	NO	0	FALSE	1	0	0	ASSIST	0	<$>32087</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Elemental Sphere (1day) for Event	ASSIST	None	None	300000	0	FALSE	it_e_heavyshell	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>167040</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	it_e_elementsphere	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28017	1	None	1	0	None	None	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21427	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28018	PsychicSphere_1dayE	PsychicSphere	NO	0	FALSE	1	0	0	ASSIST	0	<$>32088</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Psychic Sphere (1day) for Event	ASSIST	None	None	300000	0	FALSE	it_e_heavyshell	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>167041</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	it_e_psychicsphere	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28018	1	None	1	0	None	None	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21429	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28019	SteelBulletbox_7day	Steelbullet	NO	0	FALSE	1	0	0	ASSIST	0	<$>32083</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Steel Bullet box (7day)	ASSIST	None	None	300000	0	FALSE	it_e_riflebullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	TRUE	<$>35101</>	SYS_item_column_blue	0	<$>198969</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28019	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21419	0
