ClassID	LimitLevel	RewardCount	RewardItem	SelectItemName
919	0	1	65523	None
920	0	1	65524	None
921	0	1	65525	None
922	0	1	65526	None
1000	0	0	0	SantoCostume_M_Stone_Ev
1001	0	1	55077	None
1002	0	1	55078	None
1003	0	1	55079	None
1004	0	1	55080	None
1100	0	0	0	WepCosStone_Char_Ev
1101	0	1	65527	None
1102	0	1	65528	None
1103	0	1	65529	None
1104	0	1	65530	None
1105	0	1	65531	None
1106	0	1	65532	None
1107	0	1	65533	None
1108	0	1	65534	None
1109	0	1	65535	None
1110	0	1	65536	None
1111	0	1	65537	None
1112	0	1	65538	None
1113	0	1	65539	None
1114	0	1	65540	None
1115	0	1	65541	None
1116	0	1	65542	None
1200	0	0	0	ST2017Cos_Stone
1201	0	1	27386	None
1202	0	1	27387	None
1203	0	1	27391	None
1300	0	0	0	ST2017Cos_Stone_Ev
1301	0	1	27392	None
1302	0	1	27393	None
1303	0	1	27394	None
1400	0	0	0	Winter2017Character1
1401	0	1	22124	None
1402	0	1	22126	None
1403	0	1	22130	None
1404	0	1	22139	None
1405	0	1	22140	None
1406	0	1	22149	None
1407	0	1	22150	None
1408	0	1	22153	None
1409	0	1	22156	None
1410	0	1	22160	None
1411	0	1	22167	None
1412	0	1	22168	None
1413	0	1	22177	None
1414	0	1	22178	None
1500	0	0	0	Winter2017Character2
1501	0	1	22119	None
1502	0	1	22133	None
1503	0	1	22145	None
1504	0	1	22146	None
1505	0	1	22147	None
1506	0	1	22155	None
1507	0	1	22158	None
1508	0	1	22161	None
1509	0	1	22163	None
1510	0	1	22172	None
1511	0	1	22174	None
1512	0	1	22179	None
1600	0	0	0	Winter2017Character3
1601	0	1	22596	None
1602	0	1	22128	None
1603	0	1	22131	None
1604	0	1	22138	None
1605	0	1	22142	None
1606	0	1	22165	None
1607	0	1	22171	None
1608	0	1	22175	None
1609	0	1	22176	None
1700	0	0	0	Winter2017AA
1701	0	1	26066	None
1702	0	1	26067	None
1703	0	1	26068	None
1704	0	1	26126	None
1705	0	1	26129	None
1706	0	1	26131	None
1707	0	1	26132	None
1708	0	1	26133	None
1709	0	1	48214	None
1800	20	0	0	EvilWeapon_Stone
1801	0	1	13400	None
1802	0	1	13401	None
1803	0	1	13402	None
1804	0	1	13403	None
1805	0	1	13404	None
1806	0	1	13405	None
1807	0	1	13406	None
1808	0	1	13407	None
1809	0	1	13408	None
1810	0	1	13409	None
1811	0	1	13410	None
1812	0	1	13411	None
1813	0	1	13412	None
1814	0	1	13413	None
1815	0	1	13414	None
1816	0	1	13415	None
1817	0	1	13416	None
1818	0	1	13417	None
1819	0	1	13418	None
1820	0	1	13419	None
1821	0	1	13420	None
1822	0	1	13421	None
1823	0	1	13422	None
1824	0	1	13423	None
1825	0	1	13424	None
1826	0	1	13425	None
1900	0	0	0	WepCosStone_Curse
1901	0	1	60061	None
1902	0	1	60062	None
1903	0	1	60063	None
1904	0	1	60064	None
1905	0	1	60065	None
1906	0	1	60066	None
1907	0	1	60067	None
1908	0	1	60068	None
1909	0	1	60069	None
1910	0	1	60070	None
1911	0	1	60071	None
1912	0	1	60072	None
1913	0	1	60073	None
1914	0	1	60074	None
1915	0	1	60075	None
1916	0	1	60076	None
1917	0	1	60077	None
1918	0	1	60078	None
2000	0	0	0	WepCosStone_Curse_Ev
2001	0	1	65401	None
2002	0	1	65402	None
2003	0	1	65403	None
2004	0	1	65404	None
2005	0	1	65405	None
2006	0	1	65406	None
2007	0	1	65407	None
2008	0	1	65408	None
2009	0	1	65409	None
2010	0	1	65410	None
2011	0	1	65411	None
2012	0	1	65412	None
2013	0	1	65413	None
2014	0	1	65414	None
2015	0	1	65415	None
2016	0	1	65416	None
2017	0	1	65417	None
2018	0	1	65418	None
2100	10	0	0	ConstellationWeapon_Stone
2101	0	1	125600	None
2102	0	1	125601	None
2103	0	1	125602	None
2104	0	1	125603	None
2105	0	1	125604	None
2106	0	1	125605	None
2107	0	1	125606	None
2108	0	1	125607	None
2109	0	1	125608	None
2110	0	1	125609	None
2111	0	1	125610	None
2112	0	1	125611	None
2113	0	1	125612	None
2114	0	1	125613	None
2115	0	1	125614	None
2116	0	1	125615	None
2117	0	1	125616	None
2118	0	1	125617	None
2119	0	1	125618	None
2120	0	1	125619	None
2121	0	1	125620	None
2122	0	1	125621	None
2123	0	1	125622	None
2124	0	1	125623	None
2125	0	1	125624	None
2126	0	1	125625	None
2127	0	1	125626	None
2128	0	1	125627	None
2129	0	1	125628	None
2200	30	0	0	StrataWeapon_Stone
2201	0	1	125630	None
2202	0	1	125631	None
2203	0	1	125632	None
2204	0	1	125633	None
2205	0	1	125634	None
2206	0	1	125635	None
2207	0	1	125636	None
2208	0	1	125637	None
2209	0	1	125638	None
2210	0	1	125639	None
2211	0	1	125640	None
2212	0	1	125641	None
2213	0	1	125642	None
2214	0	1	125643	None
2215	0	1	125644	None
2216	0	1	125645	None
2217	0	1	125646	None
2218	0	1	125647	None
2219	0	1	125648	None
2220	0	1	125649	None
2221	0	1	125650	None
2222	0	1	125651	None
2223	0	1	125652	None
2224	0	1	125653	None
2225	0	1	125654	None
2226	0	1	125655	None
2227	0	1	125656	None
2228	0	1	125657	None
2229	0	1	125658	None
2230	0	1	125659	None
2231	0	1	125660	None
2300	10	0	0	EliteLeNoir_Stone
2301	0	1	15156	None
2302	0	1	15158	None
2303	0	1	15160	None
2304	0	1	15167	None
2400	20	0	0	GreekCroma_Stone
2401	0	1	190046	None
2402	0	1	190048	None
2403	0	1	190050	None
2404	0	1	190051	None
2500	30	0	0	StrataDevil_Stone
2501	0	1	15169	None
2502	0	1	15171	None
2503	0	1	15173	None
2504	0	1	15174	None
2600	0	0	0	RareCharCard_Stone_Ev
2601	0	1	22570	None
2602	0	1	22572	None
2603	0	1	22573	None
2604	0	1	22574	None
2605	0	1	22575	None
2606	0	1	22576	None
2607	0	1	22577	None
2608	0	1	22578	None
2700	0	0	0	Summer2016_Melee1_Stone
2701	0	1	22120	None
2702	0	1	22124	None
2703	0	1	22126	None
2704	0	1	22130	None
2705	0	1	22139	None
2800	0	0	0	Summer2016_Melee2_Stone
2801	0	1	22140	None
2802	0	1	22149	None
2803	0	1	22150	None
2804	0	1	22153	None
2900	0	0	0	Summer2016_Melee3_Stone
2901	0	1	22156	None
2902	0	1	22160	None
3000	0	0	0	Summer2016_Shoot1_Stone
3001	0	1	22596	None
3002	0	1	22128	None
3100	0	0	0	Summer2016_Shoot2_Stone
3101	0	1	22131	None
3200	0	0	0	Summer2016_Shoot3_Stone
3201	0	1	22138	None
3202	0	1	22142	None
3300	0	0	0	Summer2016_Magic1_Stone
3301	0	1	22598	None
3302	0	1	22601	None
3303	0	1	22119	None
3400	0	0	0	Summer2016_Magic2_Stone
3401	0	1	22133	None
3402	0	1	22145	None
3403	0	1	22146	None
3500	0	0	0	Summer2016_Magic3_Stone
3501	0	1	22147	None
3502	0	1	22155	None
3503	0	1	22158	None
3504	0	1	22161	None
3600	0	0	0	Summer2016_WeaponCos_Stone
3601	0	1	60186	None
3602	0	1	60187	None
3603	0	1	60188	None
3604	0	1	60189	None
3605	0	1	60190	None
3606	0	1	60191	None
3700	0	0	0	Summer2016_WeaponCosE_Stone
3701	0	1	65497	None
3702	0	1	65498	None
3703	0	1	65499	None
3704	0	1	65500	None
3705	0	1	65501	None
3706	0	1	65502	None
3800	0	0	0	Linden_CharCard_Stone
3801	0	1	22105	None
3802	0	1	22590	None
3803	0	1	22598	None
3804	0	1	22601	None
3805	0	1	22120	None
3806	0	1	22119	None
3807	0	1	22596	None
3808	0	1	22124	None
3809	0	1	22126	None
3810	0	1	22128	None
3811	0	1	22130	None
3812	0	1	22131	None
3813	0	1	22133	None
3814	0	1	22138	None
3815	0	1	22139	None
3816	0	1	22140	None
3817	0	1	22142	None
3818	0	1	22145	None
3819	0	1	22146	None
3820	0	1	22147	None
3821	0	1	22149	None
3822	0	1	22150	None
3823	0	1	22153	None
3824	0	1	22155	None
3825	0	1	22156	None
3826	0	1	22158	None
3827	0	1	22160	None
3900	0	0	0	SantoCostume_f_Stone
3901	0	1	55088	None
3902	0	1	55089	None
3903	0	1	55090	None
3904	0	1	55091	None
4000	0	0	0	WepCosStone_CrossDestiny
4001	0	1	60195	None
4002	0	1	60196	None
4003	0	1	60197	None
4100	0	0	0	WepCosStone_Tyrfing
4101	0	1	60198	None
4102	0	1	60199	None
4200	0	0	0	CosStone_MELEE_M
4202	0	1	50008	None
4203	0	1	646534	None
4204	0	1	55093	None
4205	0	1	646536	None
4206	0	1	646537	None
4207	0	1	646543	None
4208	0	1	646555	None
4209	0	1	55052	None
4210	0	1	55092	None
4211	0	1	646570	None
4212	0	1	55054	None
4216	0	1	646586	None
4300	0	0	0	CosStone_MELEE_F
4301	0	1	42695	None
4302	0	1	646535	None
4303	0	1	50009	None
4304	0	1	50020	None
4305	0	1	55074	None
4306	0	1	646538	None
4307	0	1	50023	None
4308	0	1	55066	None
4309	0	1	646540	None
4310	0	1	646541	None
4311	0	1	42694	None
4312	0	1	55062	None
4313	0	1	55072	None
4314	0	1	55085	None
4315	0	1	55108	None
4316	0	1	55109	None
4317	0	1	646551	None
4318	0	1	55089	None
4319	0	1	53013	None
4320	0	1	55047	None
4321	0	1	55084	None
4322	0	1	55075	None
4323	0	1	53023	None
4324	0	1	53035	None
4325	0	1	53036	None
4326	0	1	646564	None
4327	0	1	53037	None
4328	0	1	53038	None
4329	0	1	53024	None
4330	0	1	55086	None
4331	0	1	646567	None
4332	0	1	646568	None
4333	0	1	55112	None
4334	0	1	646574	None
4335	0	1	646575	None
4336	0	1	55055	None
4337	0	1	55063	None
4338	0	1	55110	None
4339	0	1	55111	None
4340	0	1	646579	None
4343	0	1	646584	None
4400	0	0	0	CosStone_SHOOT_M
4401	0	1	646552	None
4402	0	1	646553	None
4403	0	1	646534	None
4404	0	1	55106	None
4405	0	1	55107	None
4500	0	0	0	CosStone_SHOOT_F
4501	0	1	646538	None
4502	0	1	646539	None
4503	0	1	646542	None
4504	0	1	646544	None
4505	0	1	646545	None
4506	0	1	55058	None
4507	0	1	55057	None
4508	0	1	55091	None
4509	0	1	646554	None
4510	0	1	646556	None
4511	0	1	646557	None
4512	0	1	646551	None
4513	0	1	55048	None
4514	0	1	53039	None
4515	0	1	53040	None
4516	0	1	55081	None
4517	0	1	55082	None
4518	0	1	646569	None
4519	0	1	646571	None
4520	0	1	55049	None
4521	0	1	55073	None
4522	0	1	55050	None
4523	0	1	55067	None
4524	0	1	646585	None
4600	0	0	0	CosStone_MAGIC_M
4601	0	1	55053	None
4602	0	1	55094	None
4603	0	1	55051	None
4604	0	1	55114	None
4700	0	0	0	CosStone_MAGIC_F
4701	0	1	646538	None
4702	0	1	55060	None
4703	0	1	55061	None
4704	0	1	646546	None
4705	0	1	646547	None
4706	0	1	646548	None
4707	0	1	646549	None
4708	0	1	646550	None
4709	0	1	55059	None
4710	0	1	55083	None
4711	0	1	646558	None
4712	0	1	646559	None
4713	0	1	646560	None
4714	0	1	646562	None
4715	0	1	646563	None
4716	0	1	646551	None
4717	0	1	646565	None
4718	0	1	646572	None
4719	0	1	646573	None
4720	0	1	646576	None
4721	0	1	55113	None
4722	0	1	646577	None
4723	0	1	646578	None
4800	0	0	0	CosStone_SP_M
4801	0	1	646561	None
4802	0	1	55114	None
4900	0	0	0	CosStone_SP_F
4901	0	1	646538	None
4902	0	1	55056	None
4903	0	1	55090	None
4904	0	1	55088	None
4905	0	1	55046	None
4906	0	1	646566	None
4907	0	1	646580	None
5000	0	0	0	CosStone_MELEE_M_H
5001	0	1	173000	None
5002	0	1	173002	None
5003	0	1	17739	None
5004	0	1	643500	None
5005	0	1	643501	None
5006	0	1	643502	None
5007	0	1	643508	None
5008	0	1	643509	None
5009	0	1	57548	None
5010	0	1	643538	None
5011	0	1	643544	None
5100	0	0	0	CosStone_MELEE_F_H
5101	0	1	173001	None
5102	0	1	18055	None
5103	0	1	18073	None
5104	0	1	18074	None
5105	0	1	17745	None
5106	0	1	643503	None
5107	0	1	17740	None
5108	0	1	17764	None
5109	0	1	643504	None
5110	0	1	17770	None
5111	0	1	643506	None
5112	0	1	17744	None
5113	0	1	57557	None
5114	0	1	57565	None
5115	0	1	57566	None
5116	0	1	643515	None
5117	0	1	17847	None
5118	0	1	57559	None
5119	0	1	17863	None
5120	0	1	643530	None
5121	0	1	17878	None
5122	0	1	17879	None
5123	0	1	17887	None
5124	0	1	17881	None
5125	0	1	17888	None
5126	0	1	17862	None
5127	0	1	17861	None
5128	0	1	643537	None
5129	0	1	643531	None
5130	0	1	57569	None
5131	0	1	57549	None
5132	0	1	57558	None
5133	0	1	57567	None
5134	0	1	57568	None
5135	0	1	643543	None
5136	0	1	643546	None
5137	0	1	17880	None
5200	0	0	0	CosStone_SHOOT_M_H
5201	0	1	643516	None
5202	0	1	643517	None
5203	0	1	57563	None
5204	0	1	57564	None
5205	0	1	643516	None
5206	0	1	17763	None
5300	0	0	0	CosStone_SHOOT_F_H
5301	0	1	18053	None
5302	0	1	643504	None
5303	0	1	643505	None
5304	0	1	643507	None
5305	0	1	643510	None
5306	0	1	643511	None
5307	0	1	643512	None
5308	0	1	57551	None
5309	0	1	643518	None
5310	0	1	643520	None
5311	0	1	643521	None
5312	0	1	643522	None
5313	0	1	643523	None
5314	0	1	57547	None
5315	0	1	17882	None
5316	0	1	17883	None
5317	0	1	17889	None
5318	0	1	643539	None
5319	0	1	643542	None
5400	0	0	0	CosStone_MAGIC_M_H
5401	0	1	643519	None
5402	0	1	57571	None
5403	0	1	57572	None
5500	0	0	0	CosStone_MAGIC_F_H
5501	0	1	173003	None
5502	0	1	173003	None
5503	0	1	643504	None
5504	0	1	57561	None
5505	0	1	57552	None
5506	0	1	57562	None
5507	0	1	57553	None
5508	0	1	643513	None
5509	0	1	643514	None
5510	0	1	643524	None
5511	0	1	643525	None
5512	0	1	643526	None
5513	0	1	643529	None
5514	0	1	643532	None
5515	0	1	643533	None
5516	0	1	643534	None
5517	0	1	643535	None
5518	0	1	643540	None
5519	0	1	643541	None
5520	0	1	57570	None
5521	0	1	643545	None
5600	0	0	0	CosStone_SP_M_H
5601	0	1	173004	None
5602	0	1	643527	None
5603	0	1	643528	None
5604	0	1	57571	None
5605	0	1	57572	None
5700	0	0	0	CosStone_SP_F_H
5701	0	1	643504	None
5702	0	1	57550	None
5703	0	1	57546	None
5704	0	1	643536	None
5800	0	0	0	BodyCosStone_Lecturer
5801	0	1	53041	None
5802	0	1	53042	None
5803	0	1	53043	None
5804	0	1	53044	None
5805	0	1	53045	None
5806	0	1	53046	None
5900	0	0	0	HairCosStone_Lecturer
5901	0	1	17892	None
5902	0	1	17893	None
5903	0	1	17894	None
5904	0	1	17895	None
5905	0	1	17896	None
5906	0	1	17897	None
6000	0	0	0	GlsCosStone_Lecturer
6001	0	1	18075	None
6002	0	1	18076	None
6003	0	1	18077	None
6004	0	1	18078	None
6100	30	0	0	BristiaWeapon_Stone_Ev
6101	0	1	7151	None
6102	0	1	7152	None
6103	0	1	7153	None
6104	0	1	7154	None
6105	0	1	7155	None
6106	0	1	7156	None
6107	0	1	7157	None
6108	0	1	7158	None
6109	0	1	7159	None
6110	0	1	7160	None
6111	0	1	7161	None
6112	0	1	7162	None
6113	0	1	7163	None
6114	0	1	7164	None
6115	0	1	7165	None
6116	0	1	7166	None
6117	0	1	7167	None
6118	0	1	7168	None
6119	0	1	7169	None
6120	0	1	7170	None
6121	0	1	7171	None
6122	0	1	7172	None
6123	0	1	7173	None
6124	0	1	7174	None
6125	0	1	7175	None
6200	40	0	0	ArmWeapon_Stone_Ev
6201	0	1	128001	None
6202	0	1	128002	None
6203	0	1	128003	None
6204	0	1	128004	None
6205	0	1	128005	None
6206	0	1	128006	None
6207	0	1	128007	None
6208	0	1	128008	None
6209	0	1	128009	None
6210	0	1	128010	None
6211	0	1	128011	None
6212	0	1	128012	None
6213	0	1	128013	None
6214	0	1	128014	None
6215	0	1	128015	None
6216	0	1	128016	None
6217	0	1	128017	None
6218	0	1	128018	None
6219	0	1	128019	None
6220	0	1	128020	None
6221	0	1	128021	None
6222	0	1	128022	None
6223	0	1	128023	None
6224	0	1	128024	None
6225	0	1	128025	None
6226	0	1	128026	None
6227	0	1	128027	None
6300	50	0	0	IleWeapon_Stone_Ev
6301	0	1	128054	None
6302	0	1	128055	None
6303	0	1	128056	None
6304	0	1	128057	None
6305	0	1	128058	None
6306	0	1	128059	None
6307	0	1	128060	None
6308	0	1	128061	None
6309	0	1	128062	None
6310	0	1	128063	None
6311	0	1	128064	None
6312	0	1	128065	None
6313	0	1	128066	None
6314	0	1	128067	None
6315	0	1	128068	None
6316	0	1	128069	None
6317	0	1	128070	None
6318	0	1	128071	None
6319	0	1	128072	None
6320	0	1	128073	None
6321	0	1	128074	None
6322	0	1	128075	None
6323	0	1	128076	None
6324	0	1	128077	None
6325	0	1	128078	None
6326	0	1	128079	None
6327	0	1	128080	None
6328	0	1	128081	None
6329	0	1	128082	None
6330	0	1	128083	None
6331	0	1	128084	None
6332	0	1	128085	None
6333	0	1	128086	None
6400	0	0	0	WepCosStone_Coa
6401	0	1	64002	None
6402	0	1	64003	None
6501	0	0	0	ZodiacAcc_Recipe_Stone_Ev
6502	0	1	87152	None
6503	0	1	87153	None
6504	0	1	87154	None
6505	0	1	87155	None
6506	0	1	87156	None
6601	0	0	0	StrataAcc_Recipe_Stone_Ev
6602	0	1	87157	None
6603	0	1	87158	None
6604	0	1	87159	None
6605	0	1	87160	None
6606	0	1	87161	None
6701	0	0	0	BristiaAcc_Recipe_Stone_Ev
6702	0	1	87162	None
6703	0	1	87163	None
6704	0	1	87164	None
6705	0	1	87165	None
6706	0	1	87166	None
6801	0	0	0	ArmoniaAcc_Recipe_Stone_Ev
6802	0	1	87167	None
6803	0	1	87168	None
6804	0	1	87169	None
6805	0	1	87170	None
6806	0	1	87171	None
6901	0	0	0	ValeronAcc_Recipe_Stone_Ev
6902	0	1	87176	None
6903	0	1	87174	None
6904	0	1	87175	None
6905	0	1	87172	None
6906	0	1	87173	None
7000	0	0	0	WepCosStone_2018Summer1
7001	0	1	65545	None
7002	0	1	65546	None
7003	0	1	65547	None
7100	0	0	0	WepCosStone_Sakura
7101	0	1	64006	None
7102	0	1	64007	None
7200	0	0	0	CharCardStone_collection1
7201	0	1	29032	None
7202	0	1	29034	None
7203	0	1	29035	None
7204	0	1	29039	None
7205	0	1	29053	None
7206	0	1	29062	None
7207	0	1	29073	None
7208	0	1	29074	None
7209	0	1	29069	None
7210	0	1	29173	None
7211	0	1	29089	None
7212	0	1	29096	None
7213	0	1	29098	None
7214	0	1	29100	None
7215	0	1	29102	None
7216	0	1	29103	None
7300	0	0	0	CharCardStone_collection2
7301	0	1	29105	None
7302	0	1	29110	None
7303	0	1	29111	None
7304	0	1	29112	None
7305	0	1	29114	None
7306	0	1	29117	None
7307	0	1	29118	None
7308	0	1	29119	None
7309	0	1	29121	None
7310	0	1	29122	None
7311	0	1	29125	None
7312	0	1	29127	None
7313	0	1	29128	None
7314	0	1	29130	None
7315	0	1	29132	None
7316	0	1	29133	None
7317	0	1	29135	None
7400	0	0	0	CharCardStone_collection3
7401	0	1	29137	None
7402	0	1	29139	None
7403	0	1	29140	None
7404	0	1	29142	None
7405	0	1	29143	None
7406	0	1	29144	None
7407	0	1	29146	None
7408	0	1	29147	None
7409	0	1	29148	None
7410	0	1	29149	None
7411	0	1	29150	None
7412	0	1	29151	None
7413	0	1	29152	None
7414	0	1	29153	None
7415	0	1	29154	None
7416	0	1	29156	None
7417	0	1	29157	None
7418	0	1	29159	None
7500	0	0	0	EliteConstellation_Stone_Ev
7501	0	1	128028	None
7502	0	1	128029	None
7503	0	1	128030	None
7504	0	1	128031	None
7505	0	1	128032	None
7506	0	1	128033	None
7507	0	1	128034	None
7508	0	1	128035	None
7509	0	1	128036	None
7510	0	1	128037	None
7511	0	1	128038	None
7512	0	1	128039	None
7513	0	1	128040	None
7514	0	1	128041	None
7515	0	1	128042	None
7516	0	1	128043	None
7517	0	1	128044	None
7518	0	1	128045	None
7519	0	1	128046	None
7520	0	1	128047	None
7521	0	1	128048	None
7522	0	1	128049	None
7523	0	1	128050	None
7524	0	1	128051	None
7525	0	1	128052	None
7526	0	1	128053	None
7600	0	0	0	Weapon_cosstone_Elemental
7601	0	1	650000	None
7602	0	1	650001	None
7603	0	1	650002	None
7604	0	1	650003	None
7605	0	1	650004	None
7606	0	1	650005	None
7607	0	1	650006	None
7608	0	1	650007	None
7609	0	1	650008	None
7610	0	1	650009	None
7611	0	1	650010	None
7612	0	1	650011	None
7613	0	1	650012	None
7614	0	1	650013	None
7615	0	1	650014	None
7616	0	1	650015	None
7617	0	1	650016	None
7618	0	1	650017	None
7700	0	0	0	Weapon_cosstone_imperium
7701	0	1	650050	None
7702	0	1	650051	None
7703	0	1	650052	None
7704	0	1	650053	None
7705	0	1	650054	None
7706	0	1	650055	None
7707	0	1	650056	None
7708	0	1	650057	None
7709	0	1	650058	None
7710	0	1	650059	None
7711	0	1	650060	None
7712	0	1	650061	None
7800	0	0	0	Weapon_cosstone_Direwolf
7801	0	1	650100	None
7802	0	1	650101	None
7803	0	1	650102	None
7804	0	1	650103	None
7805	0	1	650104	None
7806	0	1	650105	None
7807	0	1	650106	None
7808	0	1	650107	None
7809	0	1	650108	None
7810	0	1	650109	None
7811	0	1	650110	None
7812	0	1	650111	None
7813	0	1	650112	None
7814	0	1	650113	None
7815	0	1	650114	None
7816	0	1	650115	None
7900	0	0	0	WepCosStone_Aisha
7901	0	1	64008	None
7902	0	1	64009	None
8000	0	0	0	WepCosStone_Navas
8001	0	1	64010	None
8002	0	1	64011	None
8003	0	1	64012	None
8004	0	1	64013	None
8450	0	0	0	Crusader_glasses
8451	0	1	18101	None
8452	0	1	18102	None
8500	0	0	0	HW2018_CosBox_Weapon
8501	0	1	64014	None
8502	0	1	64015	None
8503	0	1	64016	None
8504	0	1	64017	None
8505	0	1	64018	None
8506	0	1	64019	None
8600	0	0	0	2017_CharCard_Stone
8601	0	1	39055	None
8602	0	1	22193	None
8603	0	1	22192	None
8604	0	1	22188	None
8605	0	1	22180	None
8606	0	1	22185	None
8607	0	1	22181	None
8608	0	1	22182	None
8609	0	1	22194	None
8610	0	1	22195	None
8611	0	1	22184	None
8612	0	1	22190	None
8613	0	1	22187	None
8650	0	0	0	2017_Achieve_Stone
8651	0	1	26139	None
8652	0	1	26144	None
8653	0	1	26145	None
8654	0	1	26148	None
8655	0	1	26151	None
8550	0	0	0	Xmas2018_CosBox_Weapon
8551	0	1	64022	None
8552	0	1	64023	None
8553	0	1	64024	None
8670	0	0	0	Mihoha_CosBox_Weapon
8671	0	1	64025	None
8672	0	1	64026	None
8675	0	0	0	Great_FoodBox_Ev
8676	0	1	40736	None
8677	0	1	40737	None
8678	0	1	40738	None
8679	0	1	40739	None
8680	0	1	40740	None
8681	0	1	40741	None
8682	0	1	40742	None
8683	0	1	40743	None
8684	0	1	40744	None
8685	0	1	40745	None
8686	0	1	40746	None
8687	0	1	40747	None
8688	0	1	40748	None
8800	50	0	0	LegendWeapon_Stone_Ev
8801	0	1	7734	None
8802	0	1	7735	None
8803	0	1	7736	None
8804	0	1	7737	None
8805	0	1	7738	None
8806	0	1	7739	None
8807	0	1	7740	None
8808	0	1	7741	None
8809	0	1	7742	None
8810	0	1	7743	None
8811	0	1	7744	None
8812	0	1	7745	None
8813	0	1	7746	None
8814	0	1	7747	None
8815	0	1	7748	None
8816	0	1	7749	None
8817	0	1	7750	None
8818	0	1	7751	None
8819	0	1	7752	None
8820	0	1	7753	None
8821	0	1	7754	None
8822	0	1	7755	None
8823	0	1	7756	None
8824	0	1	7757	None
8825	0	1	7758	None
8826	0	1	7759	None
8827	0	1	7760	None
8828	0	1	7761	None
8829	0	1	7762	None
8830	0	1	7763	None
8831	0	1	7764	None
8832	0	1	7765	None
8833	0	1	7766	None
9200	0	0	0	Expert_PetBox_Stone_Ev
9201	0	1	24134	None
9202	0	1	24145	None
9203	0	1	24157	None
9204	0	1	24166	None
9205	0	1	800004	None
9210	0	0	0	Middle_PetBox_Stone_Ev
9211	0	1	800005	None
9212	0	1	800006	None
9213	0	1	24197	None
9214	0	1	24198	None
9215	0	1	24199	None
9216	0	1	800011	None
9217	0	1	1000027	None
9220	0	0	0	Low_PetBox_Stone_Ev
9221	0	1	800002	None
9222	0	1	800003	None
9223	0	1	800007	None
9224	0	1	24200	None
9225	0	1	24201	None
9226	0	1	24202	None
9227	0	1	24203	None
9228	0	1	24204	None
9300	0	0	0	DivineWeaponRecipe_Stone
9301	0	1	87000	None
9302	0	1	87001	None
9303	0	1	87002	None
9304	0	1	87003	None
9305	0	1	87004	None
9306	0	1	87005	None
9307	0	1	87006	None
9308	0	1	87007	None
9309	0	1	87008	None
9310	0	1	87009	None
9311	0	1	87010	None
9312	0	1	87011	None
