Add_A_Like	Add_B_Like	Add_C_Like	ChoiceReward1	ChoiceReward2	ChoiceReward3	ChoiceReward4	ChoiceReward5	ChoiceRewardCount1	ChoiceRewardCount2	ChoiceRewardCount3	ChoiceRewardCount4	ChoiceRewardCount5	ClassID	ClassName	MapID	MapName	Rank	Reward1	Reward2	Reward3	Reward4	Reward5	RewardCount1	RewardCount2	RewardCount3	RewardCount4	RewardCount5	RewardPoint	Title
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001301	A_Pquest_01301	3801	<$>47460</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52681</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001302	A_Pquest_01302	3801	<$>47460</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52682</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001303	A_Pquest_01303	3801	<$>47460</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52683</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001304	A_Pquest_01304	3801	<$>47460</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52684</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001401	A_Pquest_01401	3802	<$>47462</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52685</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001402	A_Pquest_01402	3802	<$>47462</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52686</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001403	A_Pquest_01403	3802	<$>47462</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52687</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001404	A_Pquest_01404	3802	<$>47462</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52688</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001405	A_Pquest_01405	3802	<$>47462</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52689</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001501	A_Pquest_01501	3803	<$>47464</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52690</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001502	A_Pquest_01502	3803	<$>47464</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52691</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001503	A_Pquest_01503	3803	<$>47464</>	0	EXPCard_50_a	None	None	None	None	1	0	0	0	0	1	<$>52692</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001701	A_Pquest_01701	509	<$>52612</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52693</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001702	A_Pquest_01702	509	<$>52612</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52694</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001703	A_Pquest_01703	509	<$>52612</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52695</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001704	A_Pquest_01704	509	<$>52612</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52696</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001801	A_Pquest_01801	3862	<$>52613</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52697</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001802	A_Pquest_01802	3862	<$>52613</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52698</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001803	A_Pquest_01803	3862	<$>52613</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52699</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001804	A_Pquest_01804	3862	<$>52613</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52700</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001901	A_Pquest_01901	1361	<$>47380</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52701</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001902	A_Pquest_01902	1361	<$>47380</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52702</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001903	A_Pquest_01903	1361	<$>47380</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52703</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001904	A_Pquest_01904	1361	<$>47380</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52704</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001905	A_Pquest_01905	1361	<$>47380</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52705</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1001906	A_Pquest_01906	1361	<$>47380</>	0	EXPCard_50_e	None	None	None	None	1	0	0	0	0	1	<$>52706</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002001	A_Pquest_02001	1371	<$>28784</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52707</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002002	A_Pquest_02002	1371	<$>28784</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52708</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002003	A_Pquest_02003	1371	<$>28784</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52709</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002004	A_Pquest_02004	1371	<$>28784</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52710</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002101	A_Pquest_02101	3531	<$>47433</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52711</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002102	A_Pquest_02102	3531	<$>47433</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52712</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002103	A_Pquest_02103	3531	<$>47433</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52713</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002201	A_Pquest_02201	3510	<$>52614</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52714</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002202	A_Pquest_02202	3510	<$>52614</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52715</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002203	A_Pquest_02203	3510	<$>52614</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52716</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002204	A_Pquest_02204	3510	<$>52614</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52717</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002205	A_Pquest_02205	3510	<$>52614</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52718</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002206	A_Pquest_02206	3510	<$>52614</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52719</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002207	A_Pquest_02207	3510	<$>52614</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52720</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002301	A_Pquest_02301	1363	<$>28785</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52721</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002302	A_Pquest_02302	1363	<$>28785</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52722</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002303	A_Pquest_02303	1363	<$>28785</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52723</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002304	A_Pquest_02304	1363	<$>28785</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52724</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002501	A_Pquest_02501	3511	<$>52615</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52725</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002502	A_Pquest_02502	3511	<$>52615</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52726</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002503	A_Pquest_02503	3511	<$>52615</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52727</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002504	A_Pquest_02504	3511	<$>52615</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52728</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002505	A_Pquest_02505	3511	<$>52615</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52729</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002506	A_Pquest_02506	3511	<$>52615</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52730</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002507	A_Pquest_02507	3511	<$>52615</>	0	EXPCard_60_e	None	None	None	None	1	0	0	0	0	1	<$>52731</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002601	A_Pquest_02601	507	<$>28796</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52732</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002602	A_Pquest_02602	507	<$>28796</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52733</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002603	A_Pquest_02603	507	<$>28796</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52734</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002604	A_Pquest_02604	507	<$>28796</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52735</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002701	A_Pquest_02701	3371	<$>28789</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52736</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002702	A_Pquest_02702	3371	<$>28789</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52737</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002703	A_Pquest_02703	3371	<$>28789</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52738</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002704	A_Pquest_02704	3371	<$>28789</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52739</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002705	A_Pquest_02705	3371	<$>28789</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52740</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002706	A_Pquest_02706	3371	<$>28789</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52741</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002801	A_Pquest_02801	1166	<$>47375</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52742</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002802	A_Pquest_02802	1166	<$>47375</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52743</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002803	A_Pquest_02803	1166	<$>47375</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52744</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002901	A_Pquest_02901	506	<$>28795</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52745</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1002902	A_Pquest_02902	506	<$>28795</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52746</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1003001	A_Pquest_03001	3361	<$>47411</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52747</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1003002	A_Pquest_03002	3361	<$>47411</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52748</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1003101	A_Pquest_03101	3331	<$>47409</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52749</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1003102	A_Pquest_03102	3331	<$>47409</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52750</>
1	-2	-2	None	None	None	None	None	0	0	0	0	0	1003103	A_Pquest_03103	3331	<$>47409</>	0	EXPCard_70_d	None	None	None	None	1	0	0	0	0	1	<$>52751</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003201	A_Pquest_03201	3320	<$>47398</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52752</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003202	A_Pquest_03202	3320	<$>47398</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52753</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003203	A_Pquest_03203	3320	<$>47398</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52754</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003204	A_Pquest_03204	3320	<$>47398</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52755</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003205	A_Pquest_03205	3320	<$>47398</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52756</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003301	A_Pquest_03301	3321	<$>47400</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52757</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003302	A_Pquest_03302	3321	<$>47400</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52758</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003303	A_Pquest_03303	3321	<$>47400</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52759</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003304	A_Pquest_03304	3321	<$>47400</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52760</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003401	A_Pquest_03401	3323	<$>47402</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52761</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003402	A_Pquest_03402	3323	<$>47402</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52762</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003403	A_Pquest_03403	3323	<$>47402</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52763</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003601	A_Pquest_03601	3363	<$>28790</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52764</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003602	A_Pquest_03602	3363	<$>28790</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52765</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003603	A_Pquest_03603	3363	<$>28790</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52766</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003604	A_Pquest_03604	3363	<$>28790</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52767</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003605	A_Pquest_03605	3363	<$>28790</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52768</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003606	A_Pquest_03606	3363	<$>28790</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52769</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003701	A_Pquest_03701	3324	<$>47404</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52770</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003702	A_Pquest_03702	3324	<$>47404</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52771</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003703	A_Pquest_03703	3324	<$>47404</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52772</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003704	A_Pquest_03704	3324	<$>47404</>	0	EXPCard_6	None	None	None	None	1	0	0	0	0	2	<$>52773</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003901	A_Pquest_03901	1461	<$>52616</>	0	EXPCard_80_b	None	None	None	None	1	0	0	0	0	2	<$>52774</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003902	A_Pquest_03902	1461	<$>52616</>	0	EXPCard_80_b	None	None	None	None	1	0	0	0	0	2	<$>52775</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1003903	A_Pquest_03903	1461	<$>52616</>	0	EXPCard_80_b	None	None	None	None	1	0	0	0	0	2	<$>52776</>
2	-3	-3	None	None	None	None	None	0	0	0	0	0	1004001	A_Pquest_04001	1462	<$>52617</>	0	EXPCard_80_b	None	None	None	None	1	0	0	0	0	2	<$>52777</>
