ATK1	ATK10	ATK2	ATK3	ATK4	ATK5	ATK6	ATK7	ATK8	ATK9	ClassID	ClassName	Lv100Price	Lv110Price	Lv120Price	Lv12Price	Lv130Price	Lv140Price	Lv150Price	Lv16Price	Lv1Price	Lv20Price	Lv24Price	Lv28Price	Lv32Price	Lv36Price	Lv40Price	Lv44Price	Lv48Price	Lv52Price	Lv56Price	Lv60Price	Lv64Price	Lv68Price	Lv72Price	Lv76Price	Lv80Price	Lv84Price	Lv88Price	Lv8Price	Lv92Price	Lv96Price
2	6	2	2	2	3	3	3	4	5	11	Leguard	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	12	Pistol	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
5	15	5	5	5	6	7	9	11	13	13	Rifle	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	14	Shotgun	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
7	21	7	7	7	8	10	12	15	18	15	Cannon	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
3	13	3	3	3	3	4	7	9	11	16	Rod	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
3	13	3	3	3	3	4	7	9	11	17	Staff	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	18	FireBrc	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	19	IceBrc	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	20	LghtBrc	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	21	ElemBrc	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	22	BoneBrc	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	23	Lute	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
5	14	5	5	5	6	7	8	10	12	24	CrossBow	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
5	17	5	5	5	7	9	11	13	15	25	Crescent	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
2	8	2	2	2	3	4	5	6	7	26	Tonfa	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	27	Book	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
5	16	5	5	5	6	8	10	12	14	29	HeavyRifle	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	3	1	1	1	2	2	2	3	3	101	Shield	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
0	0	0	0	0	0	0	0	0	0	102	Tool	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
0	0	0	0	0	0	0	0	0	0	103	Controller	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
0	0	0	0	0	0	0	0	0	0	104	Pendant	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	3	1	1	1	2	2	2	3	3	105	ArmShield	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	1	1	1	1	1	1	1	1	1	106	Rosario	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	10	1	1	1	2	3	4	6	8	201	Leather	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	10	1	1	1	2	3	4	6	8	202	LeatherFGT	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	10	1	1	1	2	3	4	6	8	203	LeatherSCT	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	9	1	1	1	2	3	5	7	8	204	Metal	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	9	1	1	1	2	3	4	5	7	205	Coat	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	9	1	1	1	2	3	4	5	7	206	CoatWIZ	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	9	1	1	1	2	3	4	5	7	207	CoatMUS	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	9	1	1	1	2	3	4	5	7	208	Robe	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
4	10	4	4	4	5	6	7	8	9	378	Cube	1340	1880	2640	78	3600	5000	7000	110	40	154	216	300	420	580	820	1140	1600	2240	3200	4400	6200	8600	12000	16800	23600	34000	48000	56	68000	96000
1	1	1	1	1	1	1	1	1	1	1000	CosMifuyu_JPN	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
1	1	1	1	1	1	1	1	1	1	1001	CosAsuka_JPN	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000	500000
