ClassID	ClassType	ItemName	ReinforceGroup	WLv
128	None	BristiaPolearm_Elite	Reinf_BST	0
129	None	BristiaJavelin_Elite	Reinf_BST	0
130	None	BristiaRod_Elite	Reinf_BST	0
131	None	BristiaStaff_Elite	Reinf_BST	0
132	None	BristiaMainG_Elite	Reinf_BST	0
133	None	BristiaCrossBow_Elite	Reinf_BST	0
134	None	BristiaBlunt_Elite	Reinf_BST	0
135	None	BristiaBayonet_Elite	Reinf_BST	0
136	None	BristiaCannon_Elite	Reinf_BST	0
137	None	BristiaShotgun_Elite	Reinf_BST	0
138	None	BristiaSabre_Elite	Reinf_BST	0
139	None	BristiaCube_Elite	Reinf_BST	0
140	None	IBR620HeavyRifle	Reinf_BST	0
141	None	vigliar_rapire	Reinf_BST	0
142	None	vigilar_legguard	Reinf_BST	0
143	None	vigilar_bloomstick	Reinf_BST	0
144	None	vigilar_slayer	Reinf_BST	0
145	None	vigilar_pistol	Reinf_BST	0
146	None	vigilar_bangle	Reinf_BST	0
147	None	vigilar_blade	Reinf_BST	0
148	None	vigilar_knife	Reinf_BST	0
149	None	vigilar_buster	Reinf_BST	0
150	None	ArmoniaDagger	Reinf_BST	0
151	None	ArmoniaPistol	Reinf_BST	0
152	None	ArmoniaTHSword	Reinf_BST	0
153	None	ArmoniaCrescent	Reinf_BST	0
154	None	ArmoniaRapier	Reinf_BST	0
155	None	ArmoniaKnuckle	Reinf_BST	0
156	None	ArmoniaLeguard	Reinf_BST	0
157	None	ArmoniaTonfa	Reinf_BST	0
158	None	ArmoniaFireBrc	Reinf_BST	0
159	None	ArmoniaLghtBrc	Reinf_BST	0
160	None	ArmoniaIceBrc	Reinf_BST	0
161	None	ArmoniaSword	Reinf_BST	0
162	None	ArmoniaLute	Reinf_BST	0
163	None	ArmoniaElemBrc	Reinf_BST	0
164	None	ArmoniaPolearm	Reinf_BST	0
165	None	ArmoniaJavelin	Reinf_BST	0
166	None	ArmoniaRod	Reinf_BST	0
167	None	ArmoniaStaff	Reinf_BST	0
168	None	ArmoniaMainG	Reinf_BST	0
169	None	ArmoniaCrossBow	Reinf_BST	0
170	None	ArmoniaBlunt	Reinf_BST	0
171	None	ArmoniaBayonet	Reinf_BST	0
172	None	ArmoniaCannon	Reinf_BST	0
173	None	ArmoniaShotgun	Reinf_BST	0
174	None	ArmoniaSabre	Reinf_BST	0
175	None	ArmoniaBook	Reinf_BST	0
176	None	vigilar_crossbow	Reinf_BST	0
177	None	vigilar_lance	Reinf_BST	0
178	None	vigilar_cannon	Reinf_BST	0
179	None	vigilar_lute	Reinf_BST	0
180	None	vigilar_bayonet	Reinf_BST	0
181	None	vigilar_Saber	Reinf_BST	0
182	None	Abyss_Broomstick	Reinf_BST	0
183	None	Abyss_Rifle	Reinf_BST	0
184	None	Abyss_slayer	Reinf_BST	0
185	None	Abyss_pistol	Reinf_BST	0
186	None	Abyss_crossbow	Reinf_BST	0
187	None	Abyss_bangle	Reinf_BST	0
188	None	Abyss_dagger	Reinf_BST	0
189	None	Abyss_grimoire	Reinf_BST	0
190	None	Abyss_cannon	Reinf_BST	0
191	None	Abyss_polearm	Reinf_BST	0
192	None	Abyss_bayonet	Reinf_BST	0
193	None	Abyss_legguard	Reinf_BST	0
194	None	Abyss_Tonfa	Reinf_BST	0
195	None	Abyss_Blade	Reinf_BST	0
196	None	Abyss_Mace	Reinf_BST	0
197	None	Abyss_Wand	Reinf_BST	0
198	None	Castilla_FlameBra	Reinf_BST	0
199	None	Castilla_Slayer	Reinf_BST	0
200	None	Castilla_Pistol	Reinf_BST	0
201	None	Abyss_Rod	Reinf_BST	0
202	None	Abyss_Crescent	Reinf_BST	0
203	None	Abyss_Tool	Reinf_BST	0
204	None	Abyss_Sabre	Reinf_BST	0
205	None	Abyss_Rapier	Reinf_BST	0
206	None	Abyss_Knuckle	Reinf_BST	0
207	None	Abyss_Cube	Reinf_BST	0
208	None	Abyss_Maing	Reinf_BST	0
209	None	Abyss_Javelin	Reinf_BST	0
210	None	Abyss_Lute	Reinf_BST	0
211	None	Abyss_Shotgun	Reinf_BST	0
212	None	Vernier_Book	Reinf_BST	0
213	None	Vernier_Knuckle	Reinf_BST	0
214	None	Vernier_Elembrc	Reinf_BST	0
215	None	Vernier_Slayer	Reinf_BST	0
216	None	Vernier_Pistol	Reinf_BST	0
217	None	Vernier_Rifle	Reinf_BST	0
218	None	Vernier_Broomstick	Reinf_BST	0
219	None	Vernier_Cube	Reinf_BST	0
220	None	Vernier_Blade	Reinf_BST	0
221	None	Vernier_Sabre	Reinf_BST	0
222	None	ArmoniaDagger_NoPeriod	Reinf_BST	0
223	None	ArmoniaPistol_NoPeriod	Reinf_BST	0
224	None	ArmoniaTHSword_NoPeriod	Reinf_BST	0
225	None	ArmoniaCrescent_NoPeriod	Reinf_BST	0
226	None	ArmoniaRapier_NoPeriod	Reinf_BST	0
227	None	ArmoniaKnuckle_NoPeriod	Reinf_BST	0
228	None	ArmoniaLeguard_NoPeriod	Reinf_BST	0
229	None	ArmoniaTonfa_NoPeriod	Reinf_BST	0
230	None	ArmoniaFireBrc_NoPeriod	Reinf_BST	0
231	None	ArmoniaLghtBrc_NoPeriod	Reinf_BST	0
232	None	ArmoniaIceBrc_NoPeriod	Reinf_BST	0
233	None	ArmoniaSword_NoPeriod	Reinf_BST	0
234	None	ArmoniaLute_NoPeriod	Reinf_BST	0
235	None	ArmoniaElemBrc_NoPeriod	Reinf_BST	0
236	None	ArmoniaPolearm_NoPeriod	Reinf_BST	0
237	None	ArmoniaJavelin_NoPeriod	Reinf_BST	0
238	None	ArmoniaRod_NoPeriod	Reinf_BST	0
239	None	ArmoniaStaff_NoPeriod	Reinf_BST	0
240	None	ArmoniaMainG_NoPeriod	Reinf_BST	0
241	None	ArmoniaCrossBow_NoPeriod	Reinf_BST	0
242	None	ArmoniaBlunt_NoPeriod	Reinf_BST	0
243	None	ArmoniaBayonet_NoPeriod	Reinf_BST	0
244	None	ArmoniaCannon_NoPeriod	Reinf_BST	0
245	None	ArmoniaShotgun_NoPeriod	Reinf_BST	0
246	None	ArmoniaSabre_NoPeriod	Reinf_BST	0
247	None	ArmoniaBook_NoPeriod	Reinf_BST	0
248	None	IBR620HeavyRifle_E	Reinf_BST	0
249	None	Vernier_Wand	Reinf_BST	0
250	None	Vernier_Rod	Reinf_BST	0
251	None	Vernier_Polearm	Reinf_BST	0
252	None	Vernier_Lute	Reinf_BST	0
253	None	Vernier_cannon	Reinf_BST	0
254	None	Vernier_dagger	Reinf_BST	0
255	None	Vernier_Javelin	Reinf_BST	0
256	None	Vernier_Shotgun	Reinf_BST	0
257	None	HighBristia_Blade	Reinf_BST	0
258	None	HighBristia_Pistol	Reinf_BST	0
259	None	HighBristia_Rifle	Reinf_BST	0
260	None	Vernier_Maing	Reinf_BST	0
261	None	Royal_Elembrc	Reinf_BST	0
262	None	Royal_Book	Reinf_BST	0
263	None	Royal_Crescent	Reinf_BST	0
264	None	Royal_Pistol	Reinf_BST	0
265	None	Royal_Blade	Reinf_BST	0
266	None	Royal_Crossbow	Reinf_BST	0
267	None	Royal_Rifle	Reinf_BST	0
268	None	Royal_Dagger	Reinf_BST	0
269	None	Royal_Legguard	Reinf_BST	0
270	None	Royal_Sabre	Reinf_BST	0
271	None	Royal_Knuckle	Reinf_BST	0
272	None	Royal_Polearm	Reinf_BST	0
273	None	Royal_slayer	Reinf_BST	0
274	None	Elemental_Broom	Reinf_BST	0
275	None	General_HeavyRifle	Reinf_BST	0
276	None	Crimson_Blade	Reinf_BST	0
277	None	Istion_Brc	Reinf_BST	0
278	None	Dark_Book	Reinf_BST	0
279	None	Cutlass_Of_Sprit	Reinf_BST	0
280	None	TacticalShot_Of_Sprit	Reinf_BST	0
281	None	InfiernoGuard_Of_Sprit	Reinf_BST	0
282	None	Testedburst_cannon	Reinf_BST	0
283	None	ElectronicKats_Rapier	Reinf_BST	0
284	None	Adventure_crossbow	Reinf_BST	0
285	None	Cluster_Shotgun	Reinf_BST	0
286	None	Quasar_Polearm	Reinf_BST	0
287	None	Conviction_Cube	Reinf_BST	0
288	None	E_Leg_guard	Reinf_BST	0
289	None	E_icebrc	Reinf_BST	0
290	None	E_firebrc	Reinf_BST	0
291	None	E_Dagger	Reinf_BST	0
292	None	E_Blade	Reinf_BST	0
293	None	E_Javelin	Reinf_BST	0
294	None	E_Slayer	Reinf_BST	0
295	None	E_Bracelet	Reinf_BST	0
296	None	E_bester	Reinf_BST	0
297	None	E_Book	Reinf_BST	0
298	None	E_LghtBrc	Reinf_BST	0
299	None	E_Pistol	Reinf_BST	0
300	None	E_Rapier	Reinf_BST	0
301	None	E_Sabre	Reinf_BST	0
302	None	E_Rifle	Reinf_BST	0
303	None	E_Shotgun	Reinf_BST	0
304	None	E_polearm	Reinf_BST	0
305	None	E_Rod	Reinf_BST	0
401	None	ValeronDagger	Reinf_ILE	0
402	None	ValeronPistol	Reinf_ILE	0
403	None	ValeronTHSword	Reinf_ILE	0
404	None	ValeronCrescent	Reinf_ILE	0
405	None	ValeronRapier	Reinf_ILE	0
406	None	ValeronKnuckle	Reinf_ILE	0
407	None	ValeronLeguard	Reinf_ILE	0
408	None	ValeronTonfa	Reinf_ILE	0
409	None	ValeronFireBrc	Reinf_ILE	0
410	None	ValeronLghtBrc	Reinf_ILE	0
411	None	ValeronIceBrc	Reinf_ILE	0
412	None	ValeronSword	Reinf_ILE	0
413	None	ValeronLute	Reinf_ILE	0
414	None	ValeronElemBrc	Reinf_ILE	0
415	None	ValeronPolearm	Reinf_ILE	0
416	None	ValeronJavelin	Reinf_ILE	0
417	None	ValeronRod	Reinf_ILE	0
418	None	ValeronStaff	Reinf_ILE	0
419	None	ValeronMainG	Reinf_ILE	0
420	None	ValeronCrossBow	Reinf_ILE	0
421	None	ValeronBlunt	Reinf_ILE	0
422	None	ValeronBayonet	Reinf_ILE	0
423	None	ValeronCannon	Reinf_ILE	0
424	None	ValeronShotgun	Reinf_ILE	0
425	None	ValeronSabre	Reinf_ILE	0
426	None	ValeronShield	Reinf_ILE	0
427	None	ValeronBook	Reinf_ILE	0
428	None	ValeronTool	Reinf_ILE	0
429	None	ValeronController	Reinf_ILE	0
430	None	ValeronPendant	Reinf_ILE	0
431	None	ValeronHeavyRifle	Reinf_ILE	0
432	None	ValeronRosario	Reinf_ILE	0
433	None	ValeronCube	Reinf_ILE	0
434	None	ValeronDagger_E	Reinf_ILE	0
435	None	ValeronPistol_E	Reinf_ILE	0
436	None	ValeronTHSword_E	Reinf_ILE	0
437	None	ValeronCrescent_E	Reinf_ILE	0
438	None	ValeronRapier_E	Reinf_ILE	0
439	None	ValeronKnuckle_E	Reinf_ILE	0
440	None	ValeronLeguard_E	Reinf_ILE	0
441	None	ValeronTonfa_E	Reinf_ILE	0
442	None	ValeronFireBrc_E	Reinf_ILE	0
443	None	ValeronLghtBrc_E	Reinf_ILE	0
444	None	ValeronIceBrc_E	Reinf_ILE	0
445	None	ValeronSword_E	Reinf_ILE	0
446	None	ValeronLute_E	Reinf_ILE	0
447	None	ValeronElemBrc_E	Reinf_ILE	0
448	None	ValeronPolearm_E	Reinf_ILE	0
449	None	ValeronJavelin_E	Reinf_ILE	0
450	None	ValeronRod_E	Reinf_ILE	0
451	None	ValeronStaff_E	Reinf_ILE	0
452	None	ValeronMainG_E	Reinf_ILE	0
453	None	ValeronCrossBow_E	Reinf_ILE	0
454	None	ValeronBlunt_E	Reinf_ILE	0
455	None	ValeronBayonet_E	Reinf_ILE	0
456	None	ValeronCannon_E	Reinf_ILE	0
457	None	ValeronShotgun_E	Reinf_ILE	0
458	None	ValeronSabre_E	Reinf_ILE	0
459	None	ValeronShield_E	Reinf_ILE	0
460	None	ValeronBook_E	Reinf_ILE	0
461	None	ValeronTool_E	Reinf_ILE	0
462	None	ValeronController_E	Reinf_ILE	0
463	None	ValeronPendant_E	Reinf_ILE	0
464	None	ValeronHeavyRifle_E	Reinf_ILE	0
465	None	ValeronRosario_E	Reinf_ILE	0
466	None	ValeronCube_E	Reinf_ILE	0
1500	None	Elite_S_Vendettas	Reinf_BST	0
1501	None	Elite_S_Nonprofit_ryuinsul	Reinf_BST	0
1502	None	Elite_S_Soul_secretase	Reinf_BST	0
1503	None	Elite_Quasar_Polearm	Reinf_BST	0
1504	None	Elite_S_DarkAvenger	Reinf_BST	0
1505	None	Elite_TacticalShot_Of_Sprit	Reinf_BST	0
1506	None	Elite_Cluster_Shotgun	Reinf_BST	0
1507	None	Elite_Testedburst_cannon	Reinf_BST	0
1508	None	Elite_Adventure_crossbow	Reinf_BST	0
1509	None	Elite_Atlas_wand	Reinf_BST	0
1510	None	Elite_DemolitionRoar_Of_Sprit	Reinf_BST	0
1511	None	Elite_FleurGlacier_Of_Sprit	Reinf_BST	0
1512	None	Elite_Machina_Of_Sprit	Reinf_BST	0
1513	None	Elite_Istion_Brc	Reinf_BST	0
1514	None	Elite_Conviction_Cube	Reinf_BST	0
1515	None	Elite_Crimson_Blade	Reinf_BST	0
1516	None	Elite_S_Flame_MoonLight	Reinf_BST	0
1517	None	Elite_ElectronicKats_Rapier	Reinf_BST	0
1518	None	Elite_Cutlass_Of_Sprit	Reinf_BST	0
1519	None	Elite_S_AbyssSabre	Reinf_BST	0
1520	None	Elite_InfiernoGuard_Of_Sprit	Reinf_BST	0
1521	None	Elite_S_Imperial Guardian	Reinf_BST	0
1522	None	Elite_S_MoonLight	Reinf_BST	0
1523	None	Elite_S_OsqurasTHSword	Reinf_BST	0
1524	None	Elite_S_Shadow_Assault	Reinf_BST	0
1525	None	Elite_S_Trojan_GrenadaCruz	Reinf_BST	0
1526	None	Elite_S_Punisher_pistol	Reinf_BST	0
1527	None	Elite_General_HeavyRifle	Reinf_BST	0
1528	None	Elite_Elemental_Broom	Reinf_BST	0
1529	None	Elite_S_Ambrosia	Reinf_BST	0
1530	None	Elite_Devil_ElemBrc_Lunacy	Reinf_BST	0
1531	None	Elite_Dark_Book	Reinf_BST	0
1532	None	Elite_S_Storytelling	Reinf_BST	0
1533	None	Elite_S_NavasBook	Reinf_BST	0
1534	None	CHAR_Sabre	Reinf_BST	0
1535	None	CHAR_Slayer	Reinf_BST	0
1536	None	CHAR_Book	Reinf_BST	0
1537	None	CHAR_Lghtbrc	Reinf_BST	0
1538	None	CHAR_Pistol	Reinf_BST	0
1539	None	CHAR_Heavyrifle	Reinf_BST	0
1540	None	CHAR_Knuckle	Reinf_BST	0
1541	None	CHARArmShield	Reinf_BST	0
1542	None	CHAR_Staff	Reinf_BST	0
1543	None	CHAR_Blade	Reinf_BST	0
1544	None	Elite_S_RapidCruz	Reinf_BST	0
1545	None	Elite_S_ExtremePunisher	Reinf_BST	0
1546	None	IsicleGunner_EmeraldDragon	Reinf_BST	0
1547	None	Legend_CHAR_Sabre	Reinf_BST	0
1548	None	Legend_CHAR_Slayer	Reinf_BST	0
1549	None	Legend_CHAR_Book	Reinf_BST	0
1550	None	Legend_CHAR_Lghtbrc	Reinf_BST	0
1551	None	Legend_CHAR_Pistol	Reinf_BST	0
1552	None	Legend_CHAR_Heavyrifle	Reinf_BST	0
1553	None	Legend_CHAR_Knuckle	Reinf_BST	0
1554	None	Legend_CHARArmShield	Reinf_BST	0
1555	None	Legend_CHAR_Staff	Reinf_BST	0
1556	None	Legend_CHAR_Blade	Reinf_BST	0
1557	None	Legend_S_Vendettas	Reinf_BST	0
1558	None	Legend_S_Nonprofit_ryuinsul	Reinf_BST	0
1559	None	Legend_S_Soul_secretase	Reinf_BST	0
1560	None	Legend_Quasar_Polearm	Reinf_BST	0
1561	None	Legend_S_DarkAvenger	Reinf_BST	0
1562	None	Legend_TacticalShot_Of_Sprit	Reinf_BST	0
1563	None	Legend_Cluster_Shotgun	Reinf_BST	0
1564	None	Legend_Testedburst_cannon	Reinf_BST	0
1565	None	Legend_Adventure_crossbow	Reinf_BST	0
1566	None	Legend_Atlas_wand	Reinf_BST	0
1567	None	Legend_DemolitionRoar_Of_Sprit	Reinf_BST	0
1568	None	Legend_FleurGlacier_Of_Sprit	Reinf_BST	0
1569	None	Legend_Machina_Of_Sprit	Reinf_BST	0
1570	None	Legend_Istion_Brc	Reinf_BST	0
1571	None	Legend_Conviction_Cube	Reinf_BST	0
1572	None	Legend_Crimson_Blade	Reinf_BST	0
1573	None	Legend_S_Flame_MoonLight	Reinf_BST	0
1574	None	Legend_ElectronicKats_Rapier	Reinf_BST	0
1575	None	Legend_Cutlass_Of_Sprit	Reinf_BST	0
1576	None	Legend_S_AbyssSabre	Reinf_BST	0
1577	None	Legend_InfiernoGuard_Of_Sprit	Reinf_BST	0
1578	None	Legend_S_Imperial Guardian	Reinf_BST	0
1579	None	Legend_S_MoonLight	Reinf_BST	0
1580	None	Legend_S_OsqurasTHSword	Reinf_BST	0
1581	None	Legend_S_Shadow_Assault	Reinf_BST	0
1582	None	Legend_S_Trojan_GrenadaCruz	Reinf_BST	0
1583	None	Legend_S_Punisher_pistol	Reinf_BST	0
1584	None	Legend_General_HeavyRifle	Reinf_BST	0
1585	None	Legend_Elemental_Broom	Reinf_BST	0
1586	None	Legend_S_Ambrosia	Reinf_BST	0
1587	None	Legend_Devil_ElemBrc_Lunacy	Reinf_BST	0
1588	None	Legend_Dark_Book	Reinf_BST	0
1589	None	Legend_S_Storytelling	Reinf_BST	0
1590	None	Legend_S_NavasBook	Reinf_BST	0
1591	None	Legend_S_RapidCruz	Reinf_BST	0
1592	None	Legend_S_ExtremePunisher	Reinf_BST	0
1593	None	Legend_IsicleGunner_EmeraldDragon	Reinf_BST	0
1594	None	J_dire_rifle	Reinf_BST	0
1595	None	J_dire_icebrc	Reinf_BST	0
1596	None	J_dire_rapier	Reinf_BST	0
1597	None	J_dire_slayer	Reinf_BST	0
1598	None	J_dire_sabre	Reinf_BST	0
1599	None	J_dire_firebrc	Reinf_BST	0
1600	None	J_dire_Book	Reinf_BST	0
1601	None	J_dire_cb	Reinf_BST	0
1602	None	J_dire_rod	Reinf_BST	0
1603	None	J_dire_lbrc	Reinf_BST	0
1604	None	J_dire_pistol	Reinf_BST	0
1605	None	J_dire_polearm	Reinf_BST	0
1606	None	Legend_CanonShooter_Cloudtower	Reinf_BST	0
1607	None	Legend_CuriosFlowgumsologear	Reinf_BST	0
1608	None	Legend_TempestStratavade_LightningBracelet	Reinf_BST	0
1609	None	Legend_MizzaOblivion_Elsol	Reinf_BST	0
1610	None	Legend_Inventor_Spirit	Reinf_BST	0
1611	None	Legend_Cobra_BristianPistol	Reinf_BST	0
1612	None	Legend_Disciplingring blismian_shotgun	Reinf_BST	0
1613	None	Legend_WildHammer_ArmoniaKnuckle	Reinf_BST	0
1614	None	Legend_Frost_Ice BangleofMeyer	Reinf_BST	0
1615	None	Legend_FemFatar_BristyanDagger	Reinf_BST	0
1616	None	CanonShooter_Cloudtower	Reinf_BST	0
1617	None	CuriosFlowgumsologear	Reinf_BST	0
1618	None	TempestStratavade_LightningBracelet	Reinf_BST	0
1619	None	MizzaOblivion_Elsol	Reinf_BST	0
1620	None	Elite_Inventor_Spirit	Reinf_BST	0
1621	None	Cobra_BristianPistol	Reinf_BST	0
1622	None	Disciplingring blismian_shotgun	Reinf_BST	0
1623	None	WildHammer_ArmoniaKnuckle	Reinf_BST	0
1624	None	Frost_Ice BangleofMeyer	Reinf_BST	0
1625	None	FemFatar_BristyanDagger	Reinf_BST	0
1626	None	LordofDeath_Spirit	Reinf_BST	0
1627	None	Furious_SwordFool	Reinf_BST	0
1628	None	Disable_nightingale	Reinf_BST	0
1629	None	Longlasting_LionaKnuckle	Reinf_BST	0
1630	None	PsychicLev_InorieBracelet	Reinf_BST	0
1631	None	ElectronicHey_InoryGrillmore	Reinf_BST	0
1632	None	NecroLegion_GrimWight	Reinf_BST	0
1633	None	RosaCereta_BernieSaber	Reinf_BST	0
1634	None	deschopping_blackdagger	Reinf_BST	0
1635	None	Guardian_VifilarapoleArm	Reinf_BST	0
1636	None	EagleCrow_Naiads	Reinf_BST	0
1637	None	Croissment_StratdevillePistol	Reinf_BST	0
1638	None	Efleet_PyriteBangle	Reinf_BST	0
1639	None	GunMall_sabersofdevil	Reinf_BST	0
1640	None	Blastguard_Harkenshipnell	Reinf_BST	0
1641	None	Windthunder_LegGuardOfRaionu	Reinf_BST	0
1642	None	Legend_LordofDeath_Spirit	Reinf_BST	0
1643	None	Legend_Furious_SwordFool	Reinf_BST	0
1644	None	Legend_Disable_nightingale	Reinf_BST	0
1645	None	Legend_Longlasting_LionaKnuckle	Reinf_BST	0
1646	None	Legend_PsychicLev_InorieBracelet	Reinf_BST	0
1647	None	Legend_ElectronicHey_InoryGrillmore	Reinf_BST	0
1648	None	Legends_NecroLegion_GrimWight	Reinf_BST	0
1649	None	Legend_RosaCereta_BernieSaber	Reinf_BST	0
1650	None	Legend_deschopping_blackdagger	Reinf_BST	0
1651	None	Legend_Guardian_VifilarapoleArm	Reinf_BST	0
1652	None	Legend_EagleCrow_Naiads	Reinf_BST	0
1653	None	Legend_Croissment_StratdevillePistol	Reinf_BST	0
1654	None	Legend_Efleet_PyriteBangle	Reinf_BST	0
1655	None	Legend_GunMall_sabersofdevil	Reinf_BST	0
1656	None	Legend_Blastguard_Harkenshipnell	Reinf_BST	0
1657	None	Legend_Windthunder_LegGuardOfRaionu	Reinf_BST	0
1658	None	Legend_Activator_AssemblyLogicBangle	Reinf_BST	0
1659	None	Legend_Zeus_LionEye	Reinf_BST	0
1660	None	Legend_Belief_TyrantSwordBreaker	Reinf_BST	0
1661	None	Activator_AssemblyLogicBangle	Reinf_BST	0
1662	None	Zeus_LionEye	Reinf_BST	0
1663	None	Belief_TyrantSwordBreaker	Reinf_BST	0
1664	None	J_AureaDrako_sword	Reinf_BST	0
1665	None	J_AureaDrako_Rapier	Reinf_BST	0
1666	None	J_AureaDrako_sabre	Reinf_BST	0
1667	None	J_AureaDrako_slayer	Reinf_BST	0
1668	None	J_AureaDrako_polearm	Reinf_BST	0
1669	None	J_AureaDrako_degger	Reinf_BST	0
1670	None	J_AureaDrako_Blunt	Reinf_BST	0
1671	None	J_AureaDrako_Javelin	Reinf_BST	0
1672	None	J_AureaDrako_rifle	Reinf_BST	0
1673	None	J_AureaDrako_pistol	Reinf_BST	0
1674	None	J_AureaDrako_Shotgun	Reinf_BST	0
1675	None	J_AureaDrako_cb	Reinf_BST	0
1676	None	J_AureaDrako_rod	Reinf_BST	0
1677	None	J_AureaDrako_staff	Reinf_BST	0
1678	None	J_AureaDrako_bracelet	Reinf_BST	0
1679	None	J_AureaDrako_FireBrc	Reinf_BST	0
1680	None	J_AureaDrako_IceBrc	Reinf_BST	0
1681	None	J_AureaDrako_LghtBrc	Reinf_BST	0
1682	None	J_AureaDrako_Shield	Reinf_BST	0
1683	None	Manscooping_cherry_tree	Reinf_BST	0
1684	None	Fang_Quetzalcoatl	Reinf_BST	0
1685	None	painful_cherry_tree	Reinf_BST	0
1686	None	Wing_Quetzalcoatl	Reinf_BST	0
1687	None	UnlimitedShot_TetherFeller	Reinf_BST	0
