ApplyTime	AttachEffectIndex	BodyColor	BuffRank	BuffType	Category	ChangeDefLayer	ClassID	ClassName	CookBuffPoint	Desc	ElapsedSeconds	Emitter	EmitterLoop	Emoticon	EscHitCount	Eventbuff	ExGroupIndex	GroupIndex	HitCount	HoldAttack	HoldItem	HoldMove	HoldSkill	IgnoreMagicalSkill	IgnoreNormalHit	IgnorePhysicalSkill	IgnoreTargetting	Invisible	Name	Particle	Partybuffpoint	Position	Range	Save	ShowDetailInfoToOther	TargetParticle	ToolTip	Unremovable	UpdateType	WeaponTail
0	None	None	0	None	buff	0	249	EnduranceMelody	0	EnduranceMelody	0	None	NO	None	0	NO	None	2	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28041</>	Buff_EnduranceMelody	0	Middle	0	FALSE	TRUE	None	<$>96023</>	NO	NORMAL	None
0	None	None	0	None	buff	0	250	RhythmofSpellBreak	0	RhythmofSpellBreak	0	None	NO	None	0	NO	None	535	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28043</>	Buff_RhythmofSpellbreak	0	Middle	0	FALSE	TRUE	None	<$>103641</>	NO	NORMAL	None
0	None	None	0	None	Enhance	0	268	Bless	0	Bless	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28078</>	None	0	None	0	FALSE	TRUE	None	<$>96028</>	NO	NORMAL	None
0	None	None	0	None	buff	0	274	Ropera	0	Ropera	0	None	NO	None	0	NO	G 821	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28088</>	None	0	None	0	FALSE	TRUE	None	<$>159882</>	NO	NORMAL	None
0	None	None	0	None	Enhance	0	277	Agile	0	Agile	0	None	NO	None	0	NO	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28094</>	Buff_militant	0	Bottom	0	FALSE	TRUE	None	<$>96030</>	NO	INFINITY	None
0	None	None	0	None	ETC	0	283	EXPBuff20_Event	0	EXPBuff	0	None	NO	None	0	NO	None	152	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28104</>	None	0	None	0	TRUE	TRUE	None	<$>28105</>	YES	NORMAL	None
0	None	None	0	None	buff	0	335	FoxHound	0	Fox Hound	0	None	NO	None	0	NO	None	730	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>89768</>	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>89769</>	YES	NORMAL	None
0	None	None	0	None	buff	0	340	BeginnerLuck	0	BeginnerLuck	0	None	NO	None	0	NO	None	819	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>92850</>	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>92850</>	YES	INFINITY	None
0	None	None	0	None	ETC	0	360	Sprint_WhiteDay	0	Sprint_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28230</>	Buff_Concentrate	0	Bottom	0	TRUE	TRUE	None	<$>28231</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	361	IncASPD_WhiteDay	0	IncASPD_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28232</>	Buff_Acceleration	0	Bottom	0	TRUE	TRUE	None	<$>28233</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	362	AddDEF_WhiteDay	0	AddDEF_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28234</>	Buff_Invulnerable	0	Middle	0	TRUE	TRUE	None	<$>28235</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	363	IncATK_WhiteDay	0	IncATK_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28236</>	Buff_Intensify	0	Bottom	0	TRUE	TRUE	None	<$>28237</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	364	AddMspd_WhiteDay	0	AddMspd_WhiteDay	0	None	NO	None	0	NO	None	133	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28238</>	Buff_Acceleration	0	Bottom	0	TRUE	TRUE	None	<$>28239</>	YES	SCRIPT	None
0	None	None	0	None	Enhance	0	366	EnhancedLionHeart	0	EnhancedLionHeart	0	None	NO	None	0	YES	None	139	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28242</>	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>28243</>	NO	NORMAL	None
0	None	None	0	None	buff	0	372	Amplify	0	Amplify	0	None	NO	None	0	NO	None	161	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28254</>	Buff_amplify	0	Bottom	0	FALSE	TRUE	None	<$>28255</>	YES	NORMAL	None
0	None	None	0	None	Mind	0	373	Deepsleep	0	Deepsleep	0	None	NO	Buff_Sleep	0	YES	None	530	0	YES	YES	YES	YES	NO	NO	NO	NO	NO	<$>28256</>	None	0	None	0	FALSE	TRUE	None	<$>96034</>	YES	SCRIPT	None
0	None	FF706070	0	None	Mind	0	374	Improvedisease	0	ImproveDisease	0	None	NO	buff_ImproveDisease	0	YES	G 532	1011	0	YES	NO	YES	YES	NO	NO	NO	NO	NO	<$>28258</>	None	0	None	0	FALSE	TRUE	None	<$>96035</>	YES	NORMAL	None
0	None	None	0	None	Mind	0	375	Gloomypresent	0	GloomyPresent	0	None	NO	Buff_gloomypresent	0	NO	None	530	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28260</>	None	0	None	0	FALSE	TRUE	None	<$>96036</>	YES	SCRIPT	None
0	None	None	0	None	Mind	0	377	Bloodcurse	0	Bloodcurse	0	None	NO	buff_bloodcurse	0	NO	None	531	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28264</>	None	0	None	0	TRUE	TRUE	None	<$>96037</>	YES	NORMAL	None
0	None	FFFF3636	0	None	buff	0	384	BloodyFeast	0	BloodyFeast	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28278</>	None	0	None	0	FALSE	TRUE	bf_hit1	<$>96039</>	YES	NORMAL	2_1
0	None	FFCA67CA	0	None	buff	0	385	Hound	0	Hound	0	None	NO	None	0	NO	None	26	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28280</>	None	0	None	0	FALSE	TRUE	None	<$>96040</>	NO	NORMAL	2_1
0	None	None	0	None	buff	0	393	Eagleeye	0	Eagleeye	0	None	NO	None	0	YES	None	13	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28296</>	Buff_militant	0	Bottom	0	FALSE	TRUE	None	<$>96043</>	YES	NORMAL	None
0	None	None	0	None	Enhance	0	396	ConFuoco	0	ConFuoco	0	None	NO	None	0	NO	None	546	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28300</>	None	0	None	0	FALSE	TRUE	None	<$>28301</>	YES	NORMAL	None
0	None	None	0	None	buff	0	397	Virtuoso	0	Virtuoso	0	None	NO	None	0	NO	None	547	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28302</>	None	0	None	0	FALSE	TRUE	None	<$>28303</>	NO	NORMAL	None
0	None	None	0	None	buff	0	398	ConImpeto	0	ConImpeto	0	None	NO	None	0	NO	None	546	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28304</>	None	0	None	0	FALSE	TRUE	None	<$>28305</>	NO	NORMAL	None
0	None	None	0	None	buff	0	399	Pieno	0	Pieno	0	None	NO	None	0	NO	None	547	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28306</>	None	0	None	0	FALSE	TRUE	None	<$>28307</>	NO	NORMAL	None
0	None	None	0	None	ETC	0	418	EleSafeGuard	0	EleSafeGuard	0	None	NO	None	0	NO	None	2	0	NO	YES	NO	YES	NO	NO	NO	NO	NO	<$>28335</>	Buff_Invulnerable	0	Middle	0	FALSE	TRUE	None	<$>28336</>	NO	NORMAL	None
0	None	None	100	None	Enhance	0	422	Barsel	0	Barsel	0	None	NO	None	0	NO	G 606 828 830 3001 3002	3	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28343</>	Buff_barsel	0	Bottom	0	FALSE	TRUE	None	<$>28344</>	YES	NORMAL	None
0	None	None	100	None	Enhance	0	423	Flare	0	Flare	0	None	NO	None	0	NO	G 606 3 1043	3001	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28345</>	Buff_flare	0	Bottom	0	FALSE	TRUE	None	<$>28346</>	YES	NORMAL	None
0	None	None	3	None	Enhance	0	431	EscapeArtist	0	EscapeArtist	0	None	NO	None	0	NO	G 531 530 1011	542	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28359</>	Buff_amplify	0	Bottom	0	FALSE	TRUE	None	<$>28360</>	NO	NORMAL	None
0	None	None	0	None	buff	0	436	MarksmanShip	0	MarksmanShip	0	None	NO	None	0	YES	None	27	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>92853</>	None	0	None	0	FALSE	TRUE	None	<$>92853</>	NO	SCRIPT	None
0	None	None	0	None	buff	0	453	FullMoon	0	FullMoon	0	None	NO	None	0	NO	None	828	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>95333</>	None	0	None	0	FALSE	TRUE	None	<$>95334</>	YES	NORMAL	None
0	None	None	0	None	buff	0	455	FireAura	0	FireAura	0	None	NO	None	0	YES	None	830	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>95335</>	mon_reybuff	0	None	0	FALSE	TRUE	None	<$>95336</>	NO	NORMAL	None
0	None	None	0	None	Enhance	0	457	ShellBreaker	0	ShellBreaker	0	None	NO	None	0	YES	None	823	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>95338</>	None	0	None	0	FALSE	TRUE	None	<$>95338</>	NO	INFINITY	None
0	None	None	0	None	buff	0	460	Sacrifice	0	Sacrifice	0	None	NO	None	0	NO	None	100011	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>105589</>	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>105590</>	NO	NORMAL	None
0	None	None	0	None	ETC	0	473	Invisiblebreak	0	Invisiblebreak	0	None	NO	None	0	NO	None	152	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28417</>	None	0	None	0	FALSE	TRUE	None	<$>28418</>	YES	NORMAL	None
0	None	None	0	None	ETC	0	487	Aorchado	0	Protection of the Aorchado	0	None	NO	None	0	NO	None	400000	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>95339</>	None	0	None	0	FALSE	TRUE	None	<$>99637</>	NO	INFINITY	None
0	None	None	0	None	buff	0	493	WolfEye	0	WolfEye	0	None	NO	None	0	YES	None	79	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>101011</>	None	0	None	0	FALSE	TRUE	None	<$>101012</>	YES	NORMAL	None
0	None	None	0	None	ETC	0	502	Tiger_w	0	Protection of white	0	None	NO	None	0	NO	None	400000	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>76125</>	None	0	None	0	FALSE	TRUE	None	<$>76126</>	NO	SCRIPT	None
0	None	None	0	None	ETC	0	503	EXPBuff30	0	EXPBuff30	0	None	NO	None	0	NO	None	43	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27765</>	None	0	None	0	FALSE	TRUE	None	<$>28459</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	506	EXPBuff10_EEP	0	EXPBuff10_EEP	0	None	NO	None	0	NO	None	100002	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28460</>	None	0	None	0	TRUE	TRUE	None	<$>28461</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	507	Absorbbuff	0	Absorbbuff	0	None	NO	None	0	NO	None	100000	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28462</>	None	0	None	0	TRUE	TRUE	None	<$>28463</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	508	EXPBuff60	0	EXPBuff60	0	None	NO	None	0	NO	None	30	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27765</>	None	0	None	0	FALSE	TRUE	None	<$>28464</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	509	StnEXPBuff60	0	StnEXPBuff60	0	None	NO	None	0	NO	None	31	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27932</>	None	0	None	0	FALSE	TRUE	None	<$>28465</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	510	IncAR_JPN	0	IncAR_JPN	0	None	NO	None	0	NO	None	71	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28466</>	None	0	None	0	TRUE	TRUE	None	<$>27968</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	511	IncDR_JPN	0	IncDR_JPN	0	None	NO	None	0	NO	None	71	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28467</>	None	0	None	0	TRUE	TRUE	None	<$>27970</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	512	GrowthMedicine	0	GrowthMedicine	0	None	NO	None	0	NO	None	300000	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28468</>	None	0	None	0	FALSE	TRUE	None	<$>28469</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	513	GrowthTactics	0	GrowthTactics	0	None	NO	None	0	NO	None	300001	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28470</>	None	0	None	0	FALSE	TRUE	None	<$>28471</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	514	GoodConduct_01	0	GoodConduct_01	0	None	NO	None	0	NO	None	300002	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28472</>	None	0	None	0	FALSE	TRUE	None	<$>28473</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	515	GoodConduct_02	0	GoodConduct_02	0	None	NO	None	0	NO	None	300002	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28472</>	None	0	None	0	FALSE	TRUE	None	<$>28474</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	516	GoodConduct_03	0	GoodConduct_03	0	None	NO	None	0	NO	None	300002	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28472</>	None	0	None	0	FALSE	TRUE	None	<$>28475</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	517	GoodConduct_04	0	GoodConduct_04	0	None	NO	None	0	NO	None	300002	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28472</>	None	0	None	0	FALSE	TRUE	None	<$>28476</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	518	GoodConduct_05	0	GoodConduct_05	0	None	NO	None	0	NO	None	300002	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28472</>	None	0	None	0	FALSE	TRUE	None	<$>28477</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	519	HAL_EVENT_0908	0	HAL_EVENT_0908	0	None	NO	None	0	NO	None	800001	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28478</>	None	0	None	0	FALSE	TRUE	None	<$>28479</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	520	StnEXPBuff30	0	StnEXPBuff30	0	None	NO	None	0	NO	None	41	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>27932</>	None	0	None	0	FALSE	TRUE	None	<$>28480</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	523	IntenDivineBless	0	IntenDivineBless	0	None	NO	None	0	NO	None	77	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28434</>	None	0	None	0	TRUE	TRUE	None	<$>28481</>	YES	SCRIPT	None
0	None	None	0	None	ETC	0	524	TransPotion	0	TransPotion	0	None	NO	None	0	NO	None	100001	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>28482</>	None	0	None	0	TRUE	TRUE	None	<$>28483</>	YES	SCRIPT	None
0	None	None	0	None	Enhance	0	526	Appreciate	0	Appreciate	0	None	NO	None	0	NO	None	112	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>138774</>	None	0	None	0	FALSE	TRUE	None	<$>138775</>	YES	NORMAL	None
0	None	None	0	None	buff	0	533	FlameProtection	0	FlameProtection	0	None	NO	None	0	YES	None	918	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>147887</>	bane_Buff_FlameProtection	0	None	0	FALSE	TRUE	None	<$>147888</>	YES	NORMAL	None
0	None	None	0	None	buff	0	552	OverHeat	0	Over Heat	0	None	NO	None	0	YES	None	49	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>102945</>	None	0	None	0	FALSE	TRUE	None	<$>141574</>	YES	INFINITY	None
0	None	FF0033FF	0	None	buff	0	553	CoolingGun	0	Cooling Gun	0	None	NO	None	0	YES	None	49	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>102947</>	None	0	None	0	FALSE	TRUE	None	<$>104659</>	YES	SCRIPT	None
0	None	None	0	None	buff	0	554	GunMaster	0	Gun Master	0	None	NO	None	0	NO	None	50	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>102949</>	Buff_Adcast	0	Bottom	0	FALSE	TRUE	None	<$>102950</>	YES	SCRIPT	None
0	None	None	0	None	Enhance	0	557	ImmortalSprit	0	Immortal Sprit	0	None	NO	None	0	YES	None	300	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>105593</>	Buff_Concentrate	0	Bottom	0	FALSE	TRUE	None	<$>105594</>	NO	NORMAL	None
0	None	None	0	None	buff	0	576	Valer	0	Valer	0	None	NO	None	0	NO	None	100023	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>128702</>	None	0	None	0	FALSE	TRUE	None	<$>128703</>	NO	NORMAL	None
0	None	None	0	None	buff	0	586	SurroundingSnow	0	Snowflake	0	None	NO	None	0	YES	None	49	0	NO	NO	NO	NO	NO	NO	NO	NO	NO	<$>107715</>	icemontoro_ssuroundbat	0	None	0	FALSE	TRUE	None	<$>135067</>	YES	NORMAL	None
