ClassID	ClassName	Comeback	Continuable	Direct	Instance	Layer	MapImage	MapName	MaxAlliance	MaxPlayer	MaxSlotCount	MinPlayer	MissionInfo	MissionResult	MissionRoom	Name	Resurrection	Script	ShowLevel	Tip	ToWin	UniqueRoom
19233	mission_masung_ust	FALSE	YES	FALSE	mission_instance	5	masung_ust.jpg	mission_masung_ust	1	1	1	1	mi1a10	mr10	mwr1a12	<$>7190</>	TRUE	mission_masung_ust	FALSE	<$>48128</>	<$>103217</>	NO
19234	mission_masung_bah	FALSE	YES	FALSE	mission_instance	6	masung_bah.jpg	mission_masung_bah	1	1	1	1	mi1a10	mr10	mwr1a12	<$>48347</>	TRUE	mission_masung_bah	FALSE	<$>48128</>	<$>103217</>	NO
19235	mission_masung_sed	FALSE	YES	FALSE	mission_instance	7	masung_sed.jpg	mission_masung_sed	1	1	1	1	mi1a10	mr10	mwr1a12	<$>7194</>	TRUE	mission_masung_sed	FALSE	<$>48128</>	<$>103217</>	NO
19236	mission_masung_erc	FALSE	YES	FALSE	mission_instance	8	masung_erc.jpg	mission_masung_erc	1	1	1	1	mi1a10	mr10	mwr1a12	<$>7196</>	TRUE	mission_masung_erc	FALSE	<$>48128</>	<$>103217</>	NO
19500	mission_dun_tor00	FALSE	YES	FALSE	mission_instance	16	mission_dun_tor00.jpg	mission_dun_tor00	1	24	24	1	miboss	mr24	mwr1a24	<$>48349</>	TRUE	mission_dun_tor00	FALSE	<$>48128</>	<$>104998</>	NO
19602	mission_sctw01	FALSE	YES	TRUE	mission_instance	30	mission_secrettower01.jpg	mission_sctw01	1	24	24	1	miboss	mr24	mwr1a24	<$>47553</>	TRUE	mission_sctw01	FALSE	<$>48128</>	<$>103214</>	NO
20002	mission_chainrush	FALSE	NO	TRUE	mission_instance	32	mission_btl_chainrush.jpg	mission_chainrush	1	24	24	1	miboss	mr24	mwr1a24	<$>10006</>	TRUE	mission_chainrush	FALSE	<$>48128</>	<$>103215</>	NO
20009	mission_hellbreaker	FALSE	NO	TRUE	mission_instance	33	dun_tbk_boss.jpg	mission_hellbreaker	1	24	24	1	miboss	mr24	mwr1a24	<$>29419</>	TRUE	mission_hellbreaker	FALSE	<$>48366</>	<$>103216</>	NO
20010	mission_deadman	FALSE	YES	FALSE	mission_instance	3	dun_ust_boss.jpg	mission_deadman	1	24	24	1	miboss	mr24	mwr1a24	<$>8314</>	TRUE	mission_deadman	FALSE	<$>48368</>	<$>105008</>	NO
20013	mission_dun_alq_boss_v	FALSE	NO	TRUE	mission_instance	4	mission_alq_boss.jpg	mission_dun_alq_boss_v	1	24	24	1	miboss	mr24	mwr1a24	<$>29425</>	TRUE	mission_dun_alq_boss_v	FALSE	<$>103709</>	<$>48369</>	NO
20014	mission_dun_ttr_boss_v	FALSE	NO	TRUE	mission_instance	5	mission_ttr_boss.jpg	mission_dun_ttr_boss_v	1	24	24	1	miboss	mr24	mwr1a24	<$>8316</>	TRUE	mission_dun_ttr_boss_v	FALSE	<$>48081</>	<$>48370</>	NO
20015	mission_dun_ptv_boss_v	FALSE	NO	TRUE	mission_instance	6	mission_ptv_boss.jpg	mission_dun_ptv_boss_v	1	24	24	1	miboss	mr24	mwr1a24	<$>48082</>	TRUE	mission_dun_ptv_boss_v	FALSE	<$>48372</>	<$>48371</>	NO
20016	mission_dun_jaq_boss_v	FALSE	NO	TRUE	mission_instance	7	mission_jaq_boss.jpg	mission_dun_jaq_boss_v	1	24	24	1	miboss	mr24	mwr1a24	<$>8318</>	TRUE	mission_dun_jaq_boss_v	FALSE	<$>48373</>	<$>48111</>	NO
20017	mission_montorofinal	FALSE	YES	FALSE	mission_instance	22	dun_caslucifer03.jpg	mission_montorofinal	1	30	30	6	miboss	mr30	mwr1a30	<$>47954</>	TRUE	mission_montorofinal	FALSE	<$>48128</>	<$>105009</>	NO
20501	mission_alca01	FALSE	YES	FALSE	mission_instance	25	dun_alca01.jpg	mission_alca01	1	24	24	1	miboss	mr24	mwr1a24	<$>101127</>	TRUE	mission_alca01	FALSE	<$>103050</>	<$>103217</>	NO
20502	mission_alca02	FALSE	YES	FALSE	mission_instance	2	dun_alca02.jpg	mission_alca02	1	24	24	1	miboss	mr24	mwr1a24	<$>101128</>	TRUE	mission_alca02	FALSE	<$>103729</>	<$>103217</>	NO
20503	mission_alca03	FALSE	YES	FALSE	mission_instance	3	dun_alca03.jpg	mission_alca03	1	24	24	1	miboss	mr24	mwr1a24	<$>101129</>	TRUE	mission_alca03	FALSE	<$>103052</>	<$>103217</>	NO
20504	mission_alca04	FALSE	YES	FALSE	mission_instance	4	dun_alca04.jpg	mission_alca04	1	24	24	1	miboss	mr24	mwr1a24	<$>101130</>	TRUE	mission_alca04	FALSE	<$>103730</>	<$>103217</>	NO
20505	mission_alca05	FALSE	YES	FALSE	mission_instance	5	dun_alca05.jpg	mission_alca05	1	24	24	1	miboss	mr24	mwr1a24	<$>101131</>	TRUE	mission_alca05	FALSE	<$>103731</>	<$>103217</>	NO
20506	mission_alca06	FALSE	YES	FALSE	mission_instance	6	dun_alca06.jpg	mission_alca06	1	24	24	1	miboss	mr24	mwr1a24	<$>101132</>	TRUE	mission_alca06	FALSE	<$>103055</>	<$>103217</>	NO
20507	mission_alca07	FALSE	YES	FALSE	mission_instance	7	dun_alca07.jpg	mission_alca07	1	24	24	1	miboss	mr24	mwr1a24	<$>101133</>	TRUE	mission_alca07	FALSE	<$>103056</>	<$>103217</>	NO
20508	mission_alca08	FALSE	YES	FALSE	mission_instance	8	dun_alca08.jpg	mission_alca08	1	24	24	1	miboss	mr24	mwr1a24	<$>101134</>	TRUE	mission_alca08	FALSE	<$>103057</>	<$>103217</>	NO
20509	mission_alca09	FALSE	YES	FALSE	mission_instance	9	dun_alca09.jpg	mission_alca09	1	24	24	1	miboss	mr24	mwr1a24	<$>101135</>	TRUE	mission_alca09	FALSE	<$>103732</>	<$>103217</>	NO
20510	mission_alca10	FALSE	YES	FALSE	mission_instance	10	dun_alkaboss.jpg	mission_alca10	1	24	24	1	miboss	mr24	mwr1a24	<$>103038</>	TRUE	mission_alca10	FALSE	<$>103059</>	<$>103217</>	NO
20511	mission_clocktower_b01	FALSE	YES	FALSE	mission_instance	120	dun_clocktower02-01.jpg	mission_clocktower_b01	1	24	24	1	miboss	mr24	mwr1a24	<$>155030</>	TRUE	mission_clocktower_b01	FALSE	<$>155040</>	<$>103217</>	NO
20512	mission_clocktower_b02	FALSE	YES	FALSE	mission_instance	121	dun_clocktower02-01.jpg	mission_clocktower_b02	1	24	24	1	miboss	mr24	mwr1a24	<$>155031</>	TRUE	mission_clocktower_b02	FALSE	<$>155041</>	<$>103217</>	NO
20513	mission_clocktower_b03	FALSE	YES	FALSE	mission_instance	122	dun_clocktower02-01.jpg	mission_clocktower_b03	1	24	24	1	miboss	mr24	mwr1a24	<$>155032</>	TRUE	mission_clocktower_b03	FALSE	<$>155042</>	<$>103217</>	NO
20514	mission_clocktower_b04	FALSE	YES	FALSE	mission_instance	123	dun_clocktower02-01.jpg	mission_clocktower_b04	1	24	24	1	miboss	mr24	mwr1a24	<$>155033</>	TRUE	mission_clocktower_b04	FALSE	<$>155044</>	<$>155043</>	NO
20515	mission_clocktower_b05	FALSE	YES	FALSE	mission_instance	124	dun_clocktower02-01.jpg	mission_clocktower_b05	1	24	24	1	miboss	mr24	mwr1a24	<$>155034</>	TRUE	mission_clocktower_b05	FALSE	<$>155045</>	<$>155043</>	NO
20516	mission_clocktower_b06	FALSE	YES	FALSE	mission_instance	125	dun_clocktower02-01.jpg	mission_clocktower_b06	1	24	24	1	miboss	mr24	mwr1a24	<$>155035</>	TRUE	mission_clocktower_b06	FALSE	<$>155046</>	<$>155043</>	NO
20517	mission_clocktower_b07	FALSE	YES	FALSE	mission_instance	126	dun_clocktower02-01.jpg	mission_clocktower_b07	1	24	24	1	miboss	mr24	mwr1a24	<$>155036</>	TRUE	mission_clocktower_b07	FALSE	<$>155723</>	<$>155722</>	NO
20518	mission_clocktower_b08	FALSE	YES	FALSE	mission_instance	127	dun_clocktower02-01.jpg	mission_clocktower_b08	1	24	24	1	miboss	mr24	mwr1a24	<$>155037</>	TRUE	mission_clocktower_b08	FALSE	<$>155725</>	<$>155724</>	NO
20519	mission_clocktower_b09	FALSE	YES	FALSE	mission_instance	128	dun_clocktower02-01.jpg	mission_clocktower_b09	1	24	24	1	miboss	mr24	mwr1a24	<$>155038</>	TRUE	mission_clocktower_b09	FALSE	<$>155727</>	<$>155726</>	NO
20520	mission_clocktower_b10	FALSE	YES	FALSE	mission_instance	129	dun_clocktower02-01.jpg	mission_clocktower_b10	1	24	24	1	miboss	mr24	mwr1a24	<$>155721</>	TRUE	mission_clocktower_b10	FALSE	<$>155729</>	<$>155728</>	NO
31001	mission_cas_mine	FALSE	YES	FALSE	mission_instance	36	mission_cas_mine.jpg	mission_cas_mine	1	24	24	1	miboss	mr24	mwr1a24	<$>29411</>	TRUE	mission_cas_mine	FALSE	<$>48128</>	<$>103217</>	NO
31002	mission_cas_relic	FALSE	YES	FALSE	mission_instance	15	mission_cas_relic.jpg	mission_cas_relic	1	24	24	1	miboss	mr24	mwr1a24	<$>29414</>	TRUE	mission_cas_relic	FALSE	<$>48128</>	<$>103217</>	NO
31003	mission_tower_of_chaos	FALSE	YES	FALSE	mission_instance	17	mission_tower_of_chaos.jpg	mission_tower_of_chaos	1	24	24	1	miboss	mr24	mwr1a24	<$>29415</>	TRUE	mission_tower_of_chaos	FALSE	<$>48128</>	<$>103217</>	NO
31006	mission_btl_viron03	FALSE	YES	FALSE	mission_instance	12	mission_btl_viron02.jpg	mission_btl_viron03	1	24	24	1	miboss	mr24	mwr1a24	<$>29393</>	TRUE	mission_btl_viron03	FALSE	<$>48128</>	<$>105011</>	NO
31007	mission_btl_viron02	FALSE	YES	FALSE	mission_instance	13	mission_viron_curse.jpg	mission_btl_viron02	1	24	24	1	miboss	mr24	mwr1a24	<$>29409</>	TRUE	mission_btl_viron02	FALSE	<$>48381</>	<$>105012</>	NO
31009	mission_clocktower_boss	FALSE	YES	FALSE	mission_instance	13	mission_clocktower.jpg	mission_clocktower_boss	1	24	24	1	miboss	mr24	mwr1a24	<$>47881</>	TRUE	mission_clocktower_boss	FALSE	<$>48128</>	<$>103217</>	NO
31010	mission_clocktower_01	FALSE	YES	FALSE	mission_instance	24	mission_clocktower.jpg	mission_clocktower_01	1	24	24	1	miboss	mr24	mwr1a24	<$>47882</>	TRUE	mission_clocktower_01	FALSE	<$>48128</>	<$>103217</>	NO
31011	mission_clocktower_02	FALSE	YES	FALSE	mission_instance	2	mission_clocktower.jpg	mission_clocktower_02	1	24	24	1	miboss	mr24	mwr1a24	<$>47883</>	TRUE	mission_clocktower_02	FALSE	<$>48128</>	<$>103217</>	NO
31012	mission_clocktower_03	FALSE	YES	FALSE	mission_instance	3	mission_clocktower.jpg	mission_clocktower_03	1	24	24	1	miboss	mr24	mwr1a24	<$>47884</>	TRUE	mission_clocktower_03	FALSE	<$>48128</>	<$>103217</>	NO
31013	mission_clocktower_04	FALSE	YES	FALSE	mission_instance	4	mission_clocktower.jpg	mission_clocktower_04	1	24	24	1	miboss	mr24	mwr1a24	<$>47885</>	TRUE	mission_clocktower_04	FALSE	<$>48128</>	<$>103217</>	NO
31014	mission_clocktower_05	FALSE	YES	FALSE	mission_instance	5	mission_clocktower.jpg	mission_clocktower_05	1	24	24	1	miboss	mr24	mwr1a24	<$>47886</>	TRUE	mission_clocktower_05	FALSE	<$>48128</>	<$>103217</>	NO
31015	mission_clocktower_06	FALSE	YES	FALSE	mission_instance	6	mission_clocktower.jpg	mission_clocktower_06	1	24	24	1	miboss	mr24	mwr1a24	<$>47887</>	TRUE	mission_clocktower_06	FALSE	<$>48128</>	<$>103217</>	NO
31016	mission_clocktower_07	FALSE	YES	FALSE	mission_instance	7	mission_clocktower.jpg	mission_clocktower_07	1	24	24	1	miboss	mr24	mwr1a24	<$>47888</>	TRUE	mission_clocktower_07	FALSE	<$>48128</>	<$>103217</>	NO
31017	mission_clocktower_08	FALSE	YES	FALSE	mission_instance	8	mission_clocktower.jpg	mission_clocktower_08	1	24	24	1	miboss	mr24	mwr1a24	<$>47889</>	TRUE	mission_clocktower_08	FALSE	<$>48128</>	<$>103217</>	NO
31018	mission_clocktower_09	FALSE	YES	FALSE	mission_instance	9	mission_clocktower.jpg	mission_clocktower_09	1	24	24	1	miboss	mr24	mwr1a24	<$>47890</>	TRUE	mission_clocktower_09	FALSE	<$>48128</>	<$>103217</>	NO
31019	mission_clocktower_10	FALSE	YES	FALSE	mission_instance	10	mission_clocktower.jpg	mission_clocktower_10	1	24	24	1	miboss	mr24	mwr1a24	<$>47891</>	TRUE	mission_clocktower_10	FALSE	<$>48128</>	<$>103217</>	NO
31020	mission_clocktower_11	FALSE	YES	FALSE	mission_instance	11	mission_clocktower.jpg	mission_clocktower_11	1	24	24	1	miboss	mr24	mwr1a24	<$>47892</>	TRUE	mission_clocktower_11	FALSE	<$>48128</>	<$>103217</>	NO
31021	mission_clocktower_12	FALSE	YES	FALSE	mission_instance	12	mission_clocktower.jpg	mission_clocktower_12	1	24	24	1	miboss	mr24	mwr1a24	<$>47893</>	TRUE	mission_clocktower_12	FALSE	<$>48128</>	<$>103217</>	NO
32013	mission_dun_sil01	FALSE	NO	TRUE	mission_instance	15	mission_dun_sil_boss.jpg	mission_dun_sil01	1	24	24	1	miboss	mr24	mwr1a24	<$>10241</>	TRUE	mission_dun_sil01	FALSE	<$>48128</>	<$>103217</>	NO
32024	mission_rose	FALSE	YES	FALSE	mission_instance	26	mission_rose.jpg	mission_rose	1	24	24	1	miboss	mr24	mwr1a24	<$>47936</>	TRUE	mission_rose	FALSE	<$>48128</>	<$>103217</>	NO
32028	mission_arbremon	FALSE	YES	FALSE	mission_instance	27	mission_arbremon.jpg	mission_arbremon	1	24	24	1	miboss	mr24	mwr1a24	<$>47942</>	TRUE	mission_arbremon	FALSE	<$>48128</>	<$>103217</>	NO
32030	mission_sauterelle	FALSE	YES	FALSE	mission_instance	28	mission_arbremon.jpg	mission_sauterelle	1	24	24	1	miboss	mr24	mwr1a24	<$>47945</>	TRUE	mission_sauterelle	FALSE	<$>48128</>	<$>103217</>	NO
32036	mission_nephthys	FALSE	YES	FALSE	mission_instance	29	mission_nephthys.jpg	mission_nephthys	1	24	24	1	miboss	mr24	mwr1a24	<$>47950</>	TRUE	mission_nephthys	FALSE	<$>48128</>	<$>103217</>	NO
32037	mission_rose_normal	FALSE	YES	TRUE	mission_instance	21	mission_rose.jpg	mission_rose_normal	1	1	1	1	miboss	mr30	mwr1a12	<$>47955</>	TRUE	mission_rose	FALSE	<$>48128</>	<$>103217</>	NO
32038	mission_arbremon_normal	FALSE	YES	TRUE	mission_instance	22	mission_arbremon.jpg	mission_arbremon_normal	1	1	1	1	miboss	mr30	mwr1a12	<$>47956</>	TRUE	mission_arbremon	FALSE	<$>48128</>	<$>103217</>	NO
32039	mission_sauterelle_normal	FALSE	YES	TRUE	mission_instance	25	mission_arbremon.jpg	mission_sauterelle_normal	1	1	1	1	miboss	mr30	mwr1a12	<$>47957</>	TRUE	mission_sauterelle	FALSE	<$>48128</>	<$>103217</>	NO
32040	mission_nephthys_normal	FALSE	YES	TRUE	mission_instance	23	mission_nephthys.jpg	mission_nephthys_normal	1	1	1	1	miboss	mr30	mwr1a12	<$>47958</>	TRUE	mission_nephthys	FALSE	<$>48128</>	<$>103217</>	NO
32041	mission_cortes	FALSE	YES	FALSE	mission_instance	33	mission_cortes.jpg	mission_cortes	1	24	24	1	miboss	mr24	mwr1a24	<$>47959</>	TRUE	mission_cortes	FALSE	<$>48128</>	<$>103217</>	NO
32042	mission_cortes_normal	FALSE	YES	TRUE	mission_instance	24	mission_cortes.jpg	mission_cortes_normal	1	1	1	1	miboss	mr30	mwr1a12	<$>47960</>	TRUE	mission_cortes	FALSE	<$>48128</>	<$>103217</>	NO
32043	mission_dw	FALSE	YES	FALSE	mission_instance	34	mission_dun_lucifer01.jpg	mission_dw	1	24	24	1	miboss	mr24	mwr1a24	<$>47961</>	TRUE	mission_dw	FALSE	<$>48128</>	<$>103217</>	NO
32044	mission_dw_normal	FALSE	YES	TRUE	mission_instance	26	mission_dun_lucifer01.jpg	mission_dw_normal	1	1	1	1	miboss	mr30	mwr1a12	<$>47962</>	TRUE	mission_dw	FALSE	<$>48128</>	<$>103217</>	NO
32047	mission_dun_ktv	FALSE	NO	TRUE	mission_instance	16	dun_ktv05.jpg	mission_dun_ktv	1	30	30	1	miboss	mr30	mwr1a30	<$>47965</>	TRUE	mission_dun_ktv	FALSE	<$>48128</>	<$>105014</>	NO
32058	mission_masu	FALSE	YES	FALSE	mission_instance	42	btl_lucifer01.jpg	mission_masu	1	24	24	1	miboss	mr24	mwr1a24	<$>47973</>	TRUE	mission_masu	FALSE	<$>48128</>	<$>103217</>	NO
32059	mission_masu_normal	FALSE	YES	FALSE	mission_instance	35	btl_lucifer01.jpg	mission_masu_normal	1	24	24	1	miboss	mr24	mwr1a24	<$>47974</>	TRUE	mission_masu	FALSE	<$>48128</>	<$>103217</>	NO
32060	mission_sed_boss	FALSE	YES	TRUE	mission_instance	17	dun_sed01.jpg	mission_sed_boss	1	24	24	1	miboss	mr24	mwr1a24	<$>47536</>	TRUE	mission_sed_boss	FALSE	<$>48128</>	<$>103217</>	NO
32061	mission_jaq_underpass	FALSE	YES	FALSE	mission_instance	39	mission_jaq02.jpg	mission_jaq_underpass	1	24	24	1	miboss	mr24	mwr1a24	<$>29451</>	TRUE	mission_jaq_underpass	FALSE	<$>48128</>	<$>103217</>	NO
32062	mission_weekly_sekhmet	FALSE	YES	TRUE	mission_instance	17	mission_dun_gig_boss.jpg	mission_weekly_sekhmet	1	30	30	1	miboss	mr30	mwr1a30	<$>47531</>	TRUE	mission_weekly_sekhmet	FALSE	<$>48128</>	<$>105007</>	NO
40048	mission_bladeante	FALSE	NO	TRUE	mission_instance	11	mission_interchange_b.jpg	mission_bladeante	1	24	24	1	miboss	mr24	mwr1a24	<$>8322</>	TRUE	mission_bladeante	FALSE	<$>48415</>	<$>148576</>	NO
40051	mission_leo	FALSE	NO	TRUE	mission_instance	12	mission_elmorc.jpg	mission_leo	1	24	24	1	miboss	mr24	mwr1a24	<$>8323</>	TRUE	mission_leo	FALSE	<$>48418</>	<$>48417</>	NO
40052	mission_daily_gullfaxi	FALSE	NO	TRUE	mission_instance	13	mission_trinity_b.jpg	mission_daily_gullfaxi	1	24	24	1	miboss	mr24	mwr1a24	<$>29435</>	TRUE	mission_daily_gullfaxi	FALSE	<$>48128</>	<$>105025</>	NO
40055	mission_daily_bahexpert	FALSE	YES	FALSE	mission_instance	38	mission_dun_bah02.jpg	mission_daily_bahexpert	1	30	30	1	miboss	mr30	mwr1a30	<$>5992</>	TRUE	mission_daily_bahexpert	FALSE	<$>48128</>	<$>103218</>	NO
40056	mission_expert_avernus	FALSE	YES	FALSE	mission_instance	37	dun_ttr04.jpg	mission_expert_avernus	1	30	30	1	miboss	mr30	mwr1a30	<$>29448</>	TRUE	mission_expert_avernus	FALSE	<$>103220</>	<$>103219</>	NO
40057	mission_abyss	FALSE	YES	FALSE	mission_instance	44	mission_elemetal_room.jpg	mission_abyss	1	30	30	1	miboss	mr30	mwr1a30	<$>29446</>	TRUE	mission_abyss	FALSE	<$>48424</>	<$>48423</>	NO
40147	mission_bloodnavy	FALSE	YES	FALSE	mission_instance	30	fld_bst01.jpg	mission_bloodnavy	1	30	30	1	miboss	mr30	mwr1a30	<$>95053</>	TRUE	mission_bloodnavy	FALSE	<$>95061</>	<$>105032</>	NO
40220	mission_masung_pot_H	FALSE	YES	FALSE	mission_instance	15	masung_pot.jpg	mission_masung_pot_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105348</>	TRUE	mission_masung_pot	FALSE	<$>48128</>	<$>103217</>	NO
40221	mission_masung_tor_H	FALSE	YES	FALSE	mission_instance	16	masung_tor.jpg	mission_masung_tor_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105349</>	TRUE	mission_masung_tor	FALSE	<$>48128</>	<$>103217</>	NO
40222	mission_masung_jaq_H	FALSE	YES	FALSE	mission_instance	17	masung_jaq.jpg	mission_masung_jaq_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105350</>	TRUE	mission_masung_jaq	FALSE	<$>48128</>	<$>103217</>	NO
40223	mission_masung_ust_H	FALSE	YES	FALSE	mission_instance	18	masung_ust.jpg	mission_masung_ust_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105351</>	TRUE	mission_masung_ust	FALSE	<$>48128</>	<$>103217</>	NO
40224	mission_masung_bah_H	FALSE	YES	FALSE	mission_instance	19	masung_bah.jpg	mission_masung_bah_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105352</>	TRUE	mission_masung_bah	FALSE	<$>48128</>	<$>103217</>	NO
40225	mission_masung_sed_H	FALSE	YES	FALSE	mission_instance	20	masung_sed.jpg	mission_masung_sed_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105353</>	TRUE	mission_masung_sed	FALSE	<$>48128</>	<$>103217</>	NO
40226	mission_masung_erc_H	FALSE	YES	FALSE	mission_instance	21	masung_erc.jpg	mission_masung_erc_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105354</>	TRUE	mission_masung_erc	FALSE	<$>48128</>	<$>103217</>	NO
40227	mission_masung_ktv_H	FALSE	YES	FALSE	mission_instance	22	dun_ktv03.jpg	mission_masung_ktv_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105355</>	TRUE	mission_masung_ktv	FALSE	<$>48128</>	<$>103217</>	NO
40228	mission_masung_tbk_H	FALSE	YES	FALSE	mission_instance	23	dun_tbk_boss.jpg	mission_masung_tbk_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105356</>	TRUE	mission_masung_tbk	FALSE	<$>48128</>	<$>103217</>	NO
40229	mission_masung_sct_H	FALSE	YES	FALSE	mission_instance	24	dun_secrettower_boss.jpg	mission_masung_sct_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105357</>	TRUE	mission_masung_sct	FALSE	<$>48128</>	<$>103217</>	NO
40230	mission_masung_cas01_H	FALSE	YES	FALSE	mission_instance	25	mission_masung_cas01.jpg	mission_masung_cas01_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105358</>	TRUE	mission_masung_cas01	FALSE	<$>48128</>	<$>103217</>	NO
40231	mission_masung_cas02_H	FALSE	YES	FALSE	mission_instance	26	mission_masung_cas02.jpg	mission_masung_cas02_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105359</>	TRUE	mission_masung_cas02	FALSE	<$>48128</>	<$>103217</>	NO
40232	mission_masung_cas03_H	FALSE	YES	FALSE	mission_instance	27	mission_masung_cas03.jpg	mission_masung_cas03_H	1	1	1	1	mi1a10	mr10	mwr1a12	<$>105360</>	TRUE	mission_masung_cas03	FALSE	<$>48128</>	<$>103217</>	NO
40314	mission_rose_H	FALSE	YES	FALSE	mission_instance	15	mission_rose.jpg	mission_rose_H	1	24	24	1	miboss	mr24	mwr1a24	<$>107693</>	TRUE	mission_rose	FALSE	<$>48128</>	<$>103217</>	NO
40315	mission_btl_viron02_H	FALSE	YES	FALSE	mission_instance	36	mission_viron_curse.jpg	mission_btl_viron02_H	1	24	24	3	miboss	mr24	mwr1a24	<$>107695</>	TRUE	mission_btl_viron02	FALSE	<$>48381</>	<$>105012</>	NO
40316	mission_bah_week	FALSE	YES	FALSE	mission_instance	23	btl_bah06.jpg	mission_bah_week	1	30	30	6	miboss	mr30	mwr1a30	<$>110692</>	TRUE	mission_bah_week	FALSE	<$>88789</>	<$>103217</>	NO
40320	mission_btl_bah06	FALSE	YES	FALSE	mission_instance	18	btl_bah06.jpg	mission_btl_bah06	1	24	24	1	miboss	mr24	mwr1a24	<$>110861</>	TRUE	mission_btl_bah06	FALSE	<$>110863</>	<$>110862</>	NO
40322	mission_bst_backstreet_H	FALSE	NO	FALSE	mission_instance	3	mission_bst_backstreet.jpg	mission_bst_backstreet_H	1	24	24	1	miboss	mr24	mwr1a24	<$>111680</>	TRUE	mission_bst_backstreet	FALSE	<$>88797</>	<$>105029</>	NO
40327	mission_arm_chaos	FALSE	YES	FALSE	mission_instance	51	dun_arm02.jpg	mission_arm_chaos	1	24	24	1	miboss	mr24	mwr1a24	<$>121329</>	TRUE	mission_arm_chaos	FALSE	<$>134626</>	<$>125294</>	NO
