ClassID	Down	Group	InputCount	Price	PriceItem	Reinforce	Remain	Reset
212	25	A_veteran	2	0	None	9	25	50
213	50	A_veteran	3	0	None	9	50	0
214	0	A_veteran	4	0	None	9	100	0
301	0	A_expert	1	0	None	5	100	0
302	0	A_expert	1	0	None	6	0	100
303	0	A_expert	2	0	None	6	100	0
304	0	A_expert	1	0	None	7	0	100
305	25	A_expert	2	0	None	7	25	50
306	0	A_expert	3	0	None	7	100	0
307	0	A_expert	1	0	None	8	0	100
308	25	A_expert	2	0	None	8	25	50
309	50	A_expert	3	0	None	8	50	0
310	0	A_expert	4	0	None	8	100	0
311	0	A_expert	1	0	None	9	0	100
312	25	A_expert	2	0	None	9	25	50
313	50	A_expert	3	0	None	9	50	0
314	0	A_expert	4	0	None	9	100	0
401	0	A_master	1	0	None	5	100	0
402	0	A_master	1	0	None	6	0	100
403	0	A_master	2	0	None	6	100	0
404	0	A_master	1	0	None	7	0	100
405	25	A_master	2	0	None	7	25	50
406	0	A_master	3	0	None	7	100	0
407	0	A_master	1	0	None	8	0	100
408	25	A_master	2	0	None	8	25	50
409	50	A_master	3	0	None	8	50	0
410	0	A_master	4	0	None	8	100	0
411	0	A_master	1	0	None	9	0	100
412	25	A_master	2	0	None	9	25	50
413	50	A_master	3	0	None	9	50	0
414	0	A_master	4	0	None	9	100	0
501	0	A_high_master	1	0	None	5	100	0
502	0	A_high_master	1	0	None	6	0	100
503	0	A_high_master	2	0	None	6	100	0
504	0	A_high_master	1	0	None	7	0	100
505	25	A_high_master	2	0	None	7	25	50
506	0	A_high_master	3	0	None	7	100	0
507	0	A_high_master	1	0	None	8	0	100
508	25	A_high_master	2	0	None	8	25	50
509	50	A_high_master	3	0	None	8	50	0
510	0	A_high_master	4	0	None	8	100	0
511	0	A_high_master	1	0	None	9	0	100
512	25	A_high_master	2	0	None	9	25	50
513	50	A_high_master	3	0	None	9	50	0
514	0	A_high_master	4	0	None	9	100	0
