ClassID	ClassName	Condition1	Condition2	Condition3	Condition4	Condition5	Condition6	Condition7	Condition8	Location1	Location2	Location3	Location4	Location5	Location6	Location7	Location8	Map1	Map2	Map3	Map4	Map5	Map6	Map7	Map8	Npc1	Npc2	Npc3	Npc4	Npc5	Npc6	Npc7	Npc8	QuestLv1	QuestLv2	QuestLv3	QuestLv4	QuestLv5	QuestLv6	QuestLv7	QuestLv8	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Scenario	StartMap	StartNpc	Title	TotalStage	Type	WarLocation1	WarLocation2	WarLocation3	WarLocation4	WarLocation5	WarLocation6	WarLocation7	WarLocation8
42	Quest_00042	<$>200895</>	<$>200896</>	<$>200897</>	<$>200898</>	<$>111702</>	None	None	None	<$>10118</>	<$>10118</>	<$>10118</>	<$>10118</>	<$>148182</>	None	None	None	None	None	None	None	reb_basic	None	None	None	None	None	None	None	SHOP_PROMOTION	None	None	None	110	110	110	110	110	1	1	1	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	<$>111701</>	None	None	None	<$>172938</>	reb_basic	SHOP_PROMOTION	<$>111695</>	5	Choice	fld_auch - -	fld_auch - -	fld_auch - -	fld_auch - -	coim_basic 971 16917 -1088 auch_basic -6217 1510 1306 ust_basic 841 14945 -5746 bah_basic -3423 7190 214 erc_basic -882 244 -3 viron_basic 764 625 527 bst_basic -1904 7495 1797 arm_basic 368 1935 271 cas_basic -1440 -4471 147	None	None	None
43	Quest_00043	<$>99780</>	None	None	None	<$>111702</>	None	None	None	<$>148182</>	<$>47976</>	<$>47975</>	<$>47979</>	<$>148182</>	None	None	None	reb_basic	fld_coim	fld_coim	fld_coim	reb_basic	None	None	None	SHOP_PROMOTION	MISSION_SINGLERAID	MISSION_SINGLERAID	MISSION_SINGLERAID	SHOP_PROMOTION	None	None	None	110	110	110	110	110	1	1	1	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	<$>111701</>	None	None	None	<$>172938</>	reb_basic	SHOP_PROMOTION	<$>111703</>	5	Choice	coim_basic 971 16917 -1088 auch_basic -6217 1510 1306 ust_basic 841 14945 -5746 bah_basic -3423 7190 214 erc_basic -882 244 -3 viron_basic 764 625 527 bst_basic -1904 7495 1797 arm_basic 368 1935 271 cas_basic -1440 -4471 147	None	None	None	coim_basic 971 16917 -1088 auch_basic -6217 1510 1306 ust_basic 841 14945 -5746 bah_basic -3423 7190 214 erc_basic -882 244 -3 viron_basic 764 625 527 bst_basic -1904 7495 1797 arm_basic 368 1935 271 cas_basic -1440 -4471 147	None	None	None
12320	Quest_12320	<$>93798</>	None	None	None	None	None	None	None	<$>47435</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_MARY	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>43935</>	None	None	None	None	None	None	None	<$>93806</>	dun_tor_dr	None	<$>54217</>	1	Choice	None	None	None	None	None	None	None	None
12617	Quest_12617	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54256</>	None	None	None	None	None	None	None	<$>78103</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54254</>	1	Mission	None	None	None	None	None	None	None	None
12618	Quest_12618	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54259</>	None	None	None	None	None	None	None	<$>78104</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54257</>	1	Mission	None	None	None	None	None	None	None	None
12619	Quest_12619	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54262</>	None	None	None	None	None	None	None	<$>78105</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54260</>	1	Mission	None	None	None	None	None	None	None	None
12620	Quest_12620	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54265</>	None	None	None	None	None	None	None	<$>78106</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54263</>	1	Mission	None	None	None	None	None	None	None	None
12621	Quest_12621	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54268</>	None	None	None	None	None	None	None	<$>78107</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54266</>	1	Mission	None	None	None	None	None	None	None	None
21014	Quest_21014	None	None	None	None	None	None	None	None	<$>64499</>	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	120	0	0	1	1	1	1	1	<$>27187</>	None	None	None	None	None	None	None	<$>108869</>	None	None	<$>108334</>	1	Msg	dun_bah01 - - dun_bah02 - -	None	None	None	None	None	None	None
136030	Quest_86030	<$>55335</>	<$>93799</>	None	None	None	None	None	None	<$>47860</>	<$>47860</>	None	None	None	None	None	None	viron_basic	viron_basic	None	None	None	None	None	None	C1_VIRON_BERRONIFF	C1_VIRON_BERRONIFF	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	<$>43897</>	None	None	None	None	None	None	<$>55392</>	viron_basic	C1_VIRON_BERRONIFF	<$>55394</>	2	Choice	None	None	None	None	None	None	None	None
133018	Quest_83018	<$>55066</>	None	None	None	None	None	None	None	<$>47860</>	None	None	None	None	None	None	None	viron_basic	None	None	None	None	None	None	None	C1_VIRON_FAHREL	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>43915</>	None	None	None	None	None	None	None	<$>93800</>	viron_basic	C1_VIRON_FAHREL	<$>55221</>	1	Choice	None	None	None	None	None	None	None	None
146019	Quest_146019	None	None	None	None	None	None	None	None	<$>47530</>	None	None	None	None	None	None	None	btl_gig01	None	None	None	None	None	None	None	GIG_LUDIN_SEKHMET	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>93801</>	gig_basic	NPC_LUDIN	<$>55626</>	1	Choice	btl_gig01 8529 -93095	None	None	None	None	None	None	None
148020	Quest_148020	None	None	None	None	None	None	None	None	<$>47860</>	None	None	None	None	None	None	None	viron_basic	None	None	None	None	None	None	None	C1_VIRON_ION	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>93802</>	viron_basic	C1_VIRON_ION	<$>55701</>	1	Choice	btl_ktv05 3108 24184	None	None	None	None	None	None	None
22007	Quest_22007	None	<$>56880</>	None	None	None	None	None	None	<$>191007</>	<$>3977</>	None	None	None	None	None	None	auch_basic	auch_basic	None	None	None	None	None	None	C1_AUCH_HO	C1_AUCH_HO	None	None	None	None	None	None	90	90	0	1	1	1	1	1	<$>36253</>	<$>56889</>	None	None	None	None	None	None	<$>56892</>	auch_basic	C1_AUCH_HO	<$>56891</>	1	Scout	fld_coim -17112 5399	None	None	None	None	None	None	None
180035	Quest_180035	<$>203447</>	<$>203448</>	<$>203449</>	<$>203450</>	<$>203451</>	None	<$>171859</>	None	<$>203287</>	<$>203287</>	<$>203287</>	<$>47784</>	<$>47784</>	<$>203452</>	<$>47784</>	None	ile_basic	None	ile_basic	erc_basic	erc_basic	None	erc_basic	None	C1_ILE_LEONA	None	C1_ILE_SOL23	C1_ERC_HAMANN	C1_ERC_HAMANN	None	C1_ERC_HAMANN	None	135	135	135	135	135	135	135	1	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	None	<$>13438</>	None	<$>203446</>	None	None	<$>202501</>	7	Msg	None	ile_basic 69 16902 914	None	None	None	fld_auch - -	None	None
180037	Quest_180037	<$>203456</>	<$>203457</>	<$>203459</>	<$>203460</>	<$>203461</>	None	None	None	<$>203287</>	<$>203287</>	<$>203458</>	<$>203287</>	<$>203287</>	None	None	None	ile_basic	ile_basic	None	ile_basic	ile_basic	None	None	None	ile_basic_shop	ile_basic_shop	None	ile_basic_shop	C1_ILE_LINDEL	None	None	None	135	135	135	135	135	1	1	1	<$>13438</>	<$>13438</>	None	<$>13438</>	<$>13438</>	None	None	None	<$>203455</>	None	None	<$>202502</>	5	Msg	None	None	fld_auch - -	None	None	None	None	None
180038	Quest_180038	<$>203463</>	<$>203464</>	<$>203465</>	None	None	None	None	None	<$>203287</>	<$>176118</>	<$>203287</>	None	None	None	None	None	ile_basic	None	ile_basic	None	None	None	None	None	C1_ILE_VIOLET	None	C1_ILE_VIOLET	None	None	None	None	None	135	135	135	1	1	1	1	1	<$>13438</>	<$>13438</>	<$>13438</>	None	None	None	None	None	<$>203462</>	None	None	<$>202503</>	3	Msg	None	fld_auch - -	None	None	None	None	None	None
180050	Quest_180050	<$>208456</>	<$>208456</>	<$>208457</>	<$>208458</>	<$>208459</>	<$>208460</>	<$>208462</>	None	<$>203813</>	<$>203813</>	<$>203813</>	<$>203813</>	<$>203287</>	<$>203287</>	<$>197530</>	None	dun_casile02_normal	dun_casile02_normal	dun_casile02_normal	dun_casile02_normal	ile_basic	ile_basic	None	None	Q_TR_DUN_CASILE02_A	Q_TR_DUN_CASILE02_E	Q_TR_DUN_CASILE02_F	Q_TR_DUN_CASILE02_A	C1_ILE_LINDEL	C1_ILE_LINDEL	None	None	135	135	135	135	135	135	135	1	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	<$>208454</>	<$>13438</>	None	<$>208455</>	None	None	<$>208068</>	7	Msg	dun_casile02_normal -2143 -1040 -404	dun_casile02_normal 301 20375 35	dun_casile02_normal -1122 26933 -94	dun_casile02_normal -2143 -1040 -404	None	None	fld_auch - -	None
180059	Quest_180059	<$>212302</>	<$>203461</>	<$>212303</>	<$>212304</>	<$>212305</>	<$>212307</>	<$>212308</>	None	<$>212199</>	<$>203287</>	<$>203287</>	<$>212199</>	<$>212199</>	<$>212306</>	<$>203287</>	None	None	ile_basic	ile_basic	None	None	None	ile_basic	None	None	C1_ILE_LINDEL	C1_ILE_ROUGEMASTER	None	None	None	C1_ILE_ROUGEMASTER	None	135	135	135	135	135	135	135	1	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	<$>13438</>	None	<$>212301</>	None	None	<$>212300</>	7	Msg	dun_casile03_normal -16332 -27 -1001	None	None	dun_casile03_normal - - dun_casile03_hard - -	dun_casile03_normal - - dun_casile03_hard - -	fld_auch - -	None	None
132083	Quest_82083	<$>160544</>	None	<$>160544</>	<$>163295</>	None	<$>160544</>	<$>160466</>	None	<$>151356</>	<$>160545</>	<$>151356</>	<$>151356</>	<$>160547</>	<$>151356</>	<$>151356</>	None	dun_caslucifer04	None	dun_caslucifer04	dun_caslucifer04	dun_clocklobby	dun_caslucifer04	dun_caslucifer04	None	C1_VIRON_LEONA	None	C1_VIRON_LEONA	C1_VIRON_LEONA	DUN_CLOCK_MISSION	C1_VIRON_LEONA	C1_VIRON_LEONA	None	120	120	120	120	120	120	120	1	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>160471</>	None	<$>160543</>	None	None	<$>160542</>	7	Msg	None	btl_lucifer01 - - 	None	None	None	None	None	None
132084	Quest_82084	<$>160550</>	None	<$>160550</>	<$>163296</>	None	<$>160550</>	<$>160466</>	None	<$>151356</>	<$>160545</>	<$>151356</>	<$>151356</>	<$>160547</>	<$>151356</>	<$>151356</>	None	dun_caslucifer04	None	dun_caslucifer04	dun_caslucifer04	dun_clocklobby	dun_caslucifer04	dun_caslucifer04	None	C1_VIRON_LEONA	None	C1_VIRON_LEONA	C1_VIRON_LEONA	DUN_CLOCK_MISSION	C1_VIRON_LEONA	C1_VIRON_LEONA	None	120	120	120	120	120	120	120	1	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>160471</>	None	<$>160549</>	None	None	<$>160548</>	7	Msg	None	btl_lucifer01 - - 	None	None	None	None	None	None
132085	Quest_82085	<$>160554</>	None	<$>160554</>	<$>163297</>	None	<$>160556</>	<$>160466</>	None	<$>151356</>	<$>160545</>	<$>151356</>	<$>151356</>	<$>160547</>	<$>151356</>	<$>151356</>	None	dun_caslucifer04	None	dun_caslucifer04	dun_caslucifer04	dun_clocklobby	dun_caslucifer04	dun_caslucifer04	None	C1_VIRON_LEONA	None	C1_VIRON_LEONA	C1_VIRON_LEONA	DUN_CLOCK_MISSION	C1_VIRON_LEONA	C1_VIRON_LEONA	None	120	120	120	120	120	120	120	1	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>160471</>	None	<$>160553</>	None	None	<$>160552</>	7	Msg	None	btl_lucifer01 - - 	None	None	None	None	None	None
900001	Quest_900001	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	fld_reb	None	None	None	None	None	None	None	MIFUYU_EVENT	None	None	None	None	None	None	None	1	1	1	1	1	1	1	1	None	None	None	None	None	None	None	None	None	fld_reb	MIFUYU_EVENT	None	1	Msg	None	None	None	None	None	None	None	None
900002	Quest_900002	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	fld_reb	None	None	None	None	None	None	None	MIFUYU_EVENT	None	None	None	None	None	None	None	1	1	1	1	1	1	1	1	None	None	None	None	None	None	None	None	None	fld_reb	MIFUYU_EVENT	None	1	Msg	None	None	None	None	None	None	None	None
170021	Quest_170021	<$>117591</>	<$>125459</>	<$>117612</>	<$>125460</>	<$>117612</>	<$>125461</>	None	None	<$>114033</>	<$>114033</>	<$>114037</>	<$>117613</>	<$>114037</>	<$>114033</>	None	None	arm_cathedral	arm_cathedral	arm_dunbasic	None	arm_dunbasic	arm_cathedral	None	None	C1_ARM_BEGA	C1_ARM_ANIES	C1_ARM_ALPHERATZ	None	C1_ARM_ALPHERATZ	C1_ARM_SERIOUS	None	None	135	135	135	135	135	135	1	1	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>124704</>	None	None	<$>125458</>	None	None	<$>125457</>	6	Msg	None	None	None	dun_arm01 12987 -1185 38	None	None	None	None
170031	Quest_170031	<$>129084</>	<$>129085</>	<$>129084</>	<$>129086</>	None	<$>125479</>	<$>129087</>	<$>125479</>	<$>125265</>	<$>125265</>	<$>125265</>	<$>129026</>	<$>129026</>	<$>125265</>	<$>129026</>	<$>125265</>	dun_arm02	None	dun_arm02	None	None	dun_arm02	None	dun_arm02	C1_ARM_LAURA	None	C1_ARM_LAURA	None	None	C1_ARM_LAURA	None	C1_ARM_LAURA	135	135	135	135	135	135	135	135	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>6341</>	<$>129083</>	None	None	<$>128726</>	8	Msg	None	dun_arm02 15466 131 -589	None	dun_arm03 23 -9868 1995	dun_arm03 - -	None	dun_arm03 -6429 -2792 1000	None
170039	Quest_170039	<$>129101</>	<$>125459</>	<$>129330</>	<$>129101</>	<$>129129</>	<$>129129</>	<$>129130</>	None	<$>114037</>	<$>114033</>	<$>114033</>	<$>114037</>	<$>129026</>	<$>129026</>	<$>129026</>	None	arm_dunbasic	arm_cathedral	arm_cathedral	arm_dunbasic	None	None	dun_arm03	None	C1_ARM_ALPHERATZ	C1_ARM_ANIES	C1_ARM_ANIES	C1_ARM_ALPHERATZ	None	None	C1_ARM_PATRICK	None	135	135	135	135	135	135	135	135	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>117132</>	None	<$>129127</>	None	None	<$>128734</>	7	Msg	None	None	None	None	dun_arm03 23 -9868 1995	dun_arm03 -58 8495 -48	None	None
170041	Quest_170041	<$>129101</>	<$>129137</>	<$>129138</>	<$>129139</>	<$>129101</>	None	None	None	<$>114037</>	<$>129026</>	<$>129026</>	<$>129026</>	<$>114037</>	None	None	None	arm_dunbasic	None	dun_arm03	None	arm_dunbasic	None	None	None	C1_ARM_ALPHERATZ	None	C1_ARM_PATRICK	None	C1_ARM_ALPHERATZ	None	None	None	135	135	135	135	135	135	135	135	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>129331</>	None	None	None	<$>129136</>	None	None	<$>128736</>	5	Msg	None	dun_arm03  -58 8495 -48	None	dun_arm03 54 -8648 1992	None	None	None	None
170040	Quest_170040	<$>129101</>	<$>129132</>	<$>129133</>	<$>129134</>	<$>129101</>	<$>117605</>	<$>117598</>	<$>129332</>	<$>114037</>	<$>129026</>	<$>114037</>	<$>114037</>	<$>114037</>	<$>114032</>	<$>114032</>	<$>114032</>	arm_dunbasic	dun_arm03	None	arm_dunbasic	arm_dunbasic	arm_cathedral	arm_cathedral	arm_cathedral	C1_ARM_ALPHERATZ	C1_ARM_PATRICK	None	C1_ARM_MICHL	C1_ARM_ALPHERATZ	C1_ARM_BEGA	C1_ARM_LENON	C1_ARM_BEGA	135	135	135	135	135	135	135	135	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>117132</>	<$>129131</>	None	None	<$>128735</>	8	Msg	None	None	arm_dunbasic -12863 -1839 35	None	None	None	None	None
170042	Quest_170042	<$>117605</>	<$>132191</>	<$>132192</>	<$>132192</>	<$>129101</>	None	None	None	<$>114032</>	<$>114037</>	<$>125265</>	<$>125265</>	<$>114037</>	None	None	None	arm_cathedral	arm_dunbasic	None	None	arm_dunbasic	None	None	None	C1_ARM_BEGA	C1_ARM_ALPHERATZ	None	None	C1_ARM_ALPHERATZ	None	None	None	135	135	135	135	135	135	135	135	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>132479</>	None	None	None	<$>132190</>	None	None	<$>131663</>	5	Msg	None	None	dun_arm02 -7080 3378 -313	dun_arm02 -15433 134 -593	None	None	None	None
170043	Quest_170043	<$>129130</>	<$>132194</>	<$>132480</>	<$>132196</>	<$>132197</>	<$>132198</>	None	None	<$>129026</>	<$>125265</>	<$>125265</>	<$>125265</>	<$>132032</>	<$>114037</>	None	None	dun_arm03	None	None	None	None	arm_dunbasic	None	None	C1_ARM_PATRICK	None	None	None	None	C1_ARM_ALPHERATZ	None	None	135	135	135	135	135	135	135	135	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>117132</>	None	None	<$>132193</>	None	None	<$>131664</>	6	Msg	None	dun_arm02 -15433 134 -593	dun_arm02 -15433 134 -593	dun_arm02 -15433 134 -593	dun_arm04 47 -19983 1980	None	None	None
170048	Quest_170048	<$>132208</>	<$>132217</>	<$>132218</>	<$>132219</>	<$>132219</>	<$>132219</>	<$>132208</>	<$>117593</>	<$>132032</>	<$>114032</>	<$>114032</>	<$>132032</>	<$>132032</>	<$>132032</>	<$>132032</>	<$>114032</>	dun_arm04	arm_cathedral	arm_cathedral	None	None	None	dun_arm04	arm_cathedral	C1_ARM_BERTHE	C1_ARM_ANIES	C1_ARM_ANIES	None	None	None	C1_ARM_BERTHE	C1_ARM_ANIES	135	135	135	135	135	135	135	135	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	<$>132216</>	None	None	<$>131669</>	8	Msg	None	None	None	dun_arm04 -5422 -3629 -53	dun_arm04 3 -2597 -35	dun_arm04 5434 -3708 -53	None	None
171206	Quest_171206	<$>129132</>	<$>129169</>	<$>129170</>	<$>129333</>	None	None	None	None	<$>129026</>	<$>125265</>	<$>125265</>	<$>129026</>	None	None	None	None	dun_arm03	None	None	dun_arm03	None	None	None	None	C1_ARM_PATRICK	None	None	C1_ARM_PATRICK	None	None	None	None	135	135	135	135	1	1	1	1	<$>27187</>	<$>27187</>	<$>27187</>	<$>27187</>	None	None	None	None	<$>129168</>	dun_arm03	C1_ARM_PATRICK	<$>129167</>	4	Choice	None	dun_arm02 -14856 111 -586	dun_arm02 -6528 -3678 -881	None	None	None	None	None
171207	Quest_171207	<$>129174</>	<$>129132</>	None	None	None	None	None	None	<$>129026</>	<$>129026</>	None	None	None	None	None	None	dun_arm03	dun_arm03	None	None	None	None	None	None	C1_ARM_PATRICK	C1_ARM_PATRICK	None	None	None	None	None	None	135	135	1	1	0	0	1	1	<$>27187</>	<$>129334</>	None	None	None	None	None	None	<$>129173</>	dun_arm03	C1_ARM_PATRICK	<$>129172</>	2	Choice	None	None	None	None	None	None	None	None
141601	Quest_141601	<$>193935</>	<$>55168</>	None	<$>55168</>	<$>193936</>	None	None	None	<$>47504</>	<$>47504</>	<$>91402</>	<$>47504</>	<$>47543</>	None	None	None	los_basic	los_basic	None	los_basic	None	None	None	None	C1_LOS_BURLON	C1_LOS_JOHNNY	EVENT_BIO_JPN	C1_LOS_JOHNNY	None	None	None	None	130	130	130	130	130	1	1	1	None	None	None	None	None	None	None	None	<$>193934</>	los_basic	C1_LOS_BURLON	<$>193933</>	5	Msg	None	None	mission_abyss - -	None	btl_los01_2 9102 -6608 2838	None	None	None
