CharName	CharUserID	ClassID	IsConsumeRecipe	MakeType	MaterialID	MaterialOpt	NPCUserID	Recipe	RecipeLv	RecipeName	Stuff1	Stuff1Name	Stuff1Num	Stuff2	Stuff2Name	Stuff2Num	Stuff3	Stuff3Name	Stuff3Num	Stuff4	Stuff4Name	Stuff4Num	Stuff5	Stuff5Name	Stuff5Num	Stuff6	Stuff6Name	Stuff6Num	Stuff7	Stuff7Name	Stuff7Num	Target	TargetName	TargetNum
MBoma	20	12104	TRUE	6	0	0	COIM_MAIN2	82104	68	Recipe_SageRod_Elite	21818	GreenJewel3	2	21603	Juniper	22	21138	Aidanium_Ref	66	21140	SilverBulk	66	0	None	0	0	None	0	0	None	0	62104	SageRod_Elite	1
MBoma	20	12201	TRUE	6	0	0	COIM_MAIN2	82201	52	Recipe_Staff_Elite	21818	GreenJewel3	1	21603	Juniper	18	21106	SilverPiece	66	21137	Quartz_Ref	66	0	None	0	0	None	0	0	None	0	62201	Staff_Elite	1
MBoma	20	12202	TRUE	6	0	0	COIM_MAIN2	82202	68	Recipe_StaffofHypnosis_Elite	21818	GreenJewel3	2	21603	Juniper	22	21138	Aidanium_Ref	66	21140	SilverBulk	66	0	None	0	0	None	0	0	None	0	62202	StaffofHypnosis_Elite	1
MBoma	20	12204	TRUE	6	0	0	COIM_MAIN2	82204	84	Recipe_Girlvanity	3001	Capybara_twig	1	21603	Juniper	26	21196	Talt_Pure	66	21198	Quartz_Pure	66	21656	Girlheart	1	0	None	0	0	None	0	3010	Girlvanity	1
MBoma	20	12302	TRUE	6	0	0	COIM_MAIN2	82302	36	Recipe_HellfireBracelet_Elite	21817	GreenJewel2	2	21604	ManaStone	14	21104	Aidanium	42	21105	Etretanium	42	0	None	0	0	None	0	0	None	0	62302	HellfireBracelet_Elite	1
MBoma	20	12303	TRUE	6	0	0	COIM_MAIN2	82303	52	Recipe_MuspellBracelet_Elite	21818	GreenJewel3	1	21604	ManaStone	18	21106	SilverPiece	42	21137	Quartz_Ref	42	0	None	0	0	None	0	0	None	0	62303	MuspellBracelet_Elite	1
MBoma	20	12304	TRUE	6	0	0	COIM_MAIN2	82304	68	Recipe_SalamanderBracelet_Elite	21818	GreenJewel3	2	21604	ManaStone	22	21138	Aidanium_Ref	42	21140	SilverBulk	42	0	None	0	0	None	0	0	None	0	62304	SalamanderBracelet_Elite	1
MBoma	20	12402	TRUE	6	0	0	COIM_MAIN2	82402	36	Recipe_TempestBracelet_Elite	21817	GreenJewel2	2	21604	ManaStone	14	21104	Aidanium	42	21105	Etretanium	42	0	None	0	0	None	0	0	None	0	62402	TempestBracelet_Elite	1
MBoma	20	12403	TRUE	6	0	0	COIM_MAIN2	82403	52	Recipe_AuroraBracelet_Elite	21818	GreenJewel3	1	21604	ManaStone	18	21106	SilverPiece	42	21137	Quartz_Ref	42	0	None	0	0	None	0	0	None	0	62403	AuroraBracelet_Elite	1
MBoma	20	12404	TRUE	6	0	0	COIM_MAIN2	82404	68	Recipe_YetiBracelet_Elite	21818	GreenJewel3	2	21604	ManaStone	22	21138	Aidanium_Ref	42	21140	SilverBulk	42	0	None	0	0	None	0	0	None	0	62404	YetiBracelet_Elite	1
MBoma	20	12502	TRUE	6	0	0	COIM_MAIN2	82502	36	Recipe_LightningBracelet_Elite	21817	GreenJewel2	2	21604	ManaStone	14	21104	Aidanium	42	21105	Etretanium	42	0	None	0	0	None	0	0	None	0	62502	LightningBracelet_Elite	1
MBoma	20	12503	TRUE	6	0	0	COIM_MAIN2	82503	52	Recipe_StormBracelet_Elite	21818	GreenJewel3	1	21604	ManaStone	18	21106	SilverPiece	42	21137	Quartz_Ref	42	0	None	0	0	None	0	0	None	0	62503	StormBracelet_Elite	1
MBoma	20	12504	TRUE	6	0	0	COIM_MAIN2	82504	68	Recipe_SylphideBracelet_Elite	21818	GreenJewel3	2	21604	ManaStone	22	21138	Aidanium_Ref	42	21140	SilverBulk	42	0	None	0	0	None	0	0	None	0	62504	SylphideBracelet_Elite	1
Adelina	19	12601	TRUE	6	0	0	COIM_WEP	86089	100	Recipe_SwordofQueen	21829	DragonHeart	1	21601	CompositeSteel	100	21204	Ionium_MEGA	100	21885	OldChess	30	0	None	0	0	None	0	0	None	0	60111	SwordofQueen	1
Adelina	19	12602	TRUE	6	0	0	COIM_WEP	86090	100	Recipe_SwordofKnight	21829	DragonHeart	1	21601	CompositeSteel	100	21206	Aidanium_MEGA	100	21885	OldChess	30	0	None	0	0	None	0	0	None	0	60209	SwordofKnight	1
Adelina	19	12603	TRUE	6	0	0	COIM_WEP	86091	100	Recipe_GoldenDamascus	21829	DragonHeart	1	21601	CompositeSteel	100	21207	Etretanium_MEGA	100	21212	LumpOfGold	50	0	None	0	0	None	0	0	None	0	60310	GoldenDamascus	1
Claude	8	12604	TRUE	6	0	0	REB_WEP	86092	100	Recipe_SwordofKing	21829	DragonHeart	1	21601	CompositeSteel	100	21204	Ionium_MEGA	100	21885	OldChess	30	0	None	0	0	None	0	0	None	0	60412	SwordofKing	1
Claude	8	12605	TRUE	6	0	0	REB_WEP	86093	100	Recipe_SerpentSpear	21829	DragonHeart	1	21601	CompositeSteel	100	21206	Aidanium_MEGA	100	21886	SnailShell	30	0	None	0	0	None	0	0	None	0	60511	SerpentSpear	1
Adelina	19	12606	TRUE	6	0	0	COIM_WEP	86094	100	Recipe_WhiteDagger	21829	DragonHeart	1	21601	CompositeSteel	100	21207	Etretanium_MEGA	100	21885	OldChess	30	0	None	0	0	None	0	0	None	0	60610	WhiteDagger	1
Adelina	19	12607	TRUE	6	0	0	COIM_WEP	86095	100	Recipe_BlackDagger	21829	DragonHeart	1	21601	CompositeSteel	100	21204	Ionium_MEGA	100	21885	OldChess	30	0	None	0	0	None	0	0	None	0	60611	BlackDagger	1
Adelina	19	12608	TRUE	6	0	0	COIM_WEP	86096	100	Recipe_SerpentMaingauche	21829	DragonHeart	1	21601	CompositeSteel	100	21206	Aidanium_MEGA	100	21886	SnailShell	30	0	None	0	0	None	0	0	None	0	60705	SerpentMaingauche	1
Claude	8	12609	TRUE	6	0	0	REB_WEP	86097	100	Recipe_GoldenFist	21829	DragonHeart	1	21601	CompositeSteel	100	21207	Etretanium_MEGA	100	21212	LumpOfGold	50	0	None	0	0	None	0	0	None	0	60808	GoldenFist	1
Claude	8	12610	TRUE	6	0	0	REB_WEP	86098	100	Recipe_GoldenFeet	21829	DragonHeart	1	21601	CompositeSteel	100	21204	Ionium_MEGA	100	21212	LumpOfGold	50	0	None	0	0	None	0	0	None	0	60908	GoldenFeet	1
Grace	6	12611	TRUE	6	0	0	REB_GUNS	86099	100	Recipe_SerpentRevolver	21829	DragonHeart	1	21602	CastIron	100	21206	Aidanium_MEGA	100	21886	SnailShell	30	0	None	0	0	None	0	0	None	0	61010	SerpentRevolver	1
Lorch	26	12612	TRUE	6	0	0	AUCH_LORCH	86100	100	Recipe_SerpentShooter	21829	DragonHeart	1	21602	CastIron	100	21207	Etretanium_MEGA	100	21886	SnailShell	30	0	None	0	0	None	0	0	None	0	61206	SerpentShooter	1
Jose	18	12613	TRUE	6	0	0	COIM_SOLM	86101	100	Recipe_SerpentCannon	21829	DragonHeart	1	21602	CastIron	100	21204	Ionium_MEGA	100	21886	SnailShell	30	0	None	0	0	None	0	0	None	0	61305	SerpentCannon	1
Idge	7	12614	TRUE	6	0	0	REB_SMITH	86102	100	Recipe_PhantomGuard	21829	DragonHeart	1	21601	CompositeSteel	100	21206	Aidanium_MEGA	100	21212	LumpOfGold	50	0	None	0	0	None	0	0	None	0	61910	PhantomGuard	1
MBoma	20	12615	TRUE	6	0	0	COIM_MAIN2	86103	100	Recipe_GlacialCrystal	21829	DragonHeart	1	21604	ManaStone	100	21207	Etretanium_MEGA	100	21886	SnailShell	30	0	None	0	0	None	0	0	None	0	62108	GlacialCrystal	1
MBoma	20	12616	TRUE	6	0	0	COIM_MAIN2	86104	100	Recipe_MurmurofForest	21829	DragonHeart	1	21604	ManaStone	100	21204	Ionium_MEGA	100	21886	SnailShell	30	0	None	0	0	None	0	0	None	0	62206	MurmurofForest	1
MBoma	20	12617	TRUE	6	0	0	COIM_MAIN2	86105	100	Recipe_WhiteBishop	21829	DragonHeart	1	21604	ManaStone	100	21206	Aidanium_MEGA	100	21885	OldChess	30	0	None	0	0	None	0	0	None	0	62602	WhiteBishop	1
MBoma	20	12618	TRUE	6	0	0	COIM_MAIN2	86106	100	Recipe_BlackBishop	21829	DragonHeart	1	21604	ManaStone	100	21207	Etretanium_MEGA	100	21885	OldChess	30	0	None	0	0	None	0	0	None	0	62603	BlackBishop	1
Claude	8	12619	TRUE	6	0	0	REB_WEP	86107	100	Recipe_IronRook	21829	DragonHeart	1	21601	CompositeSteel	100	21204	Ionium_MEGA	100	21885	OldChess	30	0	None	0	0	None	0	0	None	0	63004	IronRook	1
Claude	8	12620	TRUE	6	0	0	REB_WEP	86108	100	Recipe_SerpentJavelin	21829	DragonHeart	1	21601	CompositeSteel	100	21206	Aidanium_MEGA	100	21886	SnailShell	30	0	None	0	0	None	0	0	None	0	63104	SerpentJavelin	1
Grace	6	12621	TRUE	6	0	0	REB_GUNS	86109	100	Recipe_SerpentRifle	21829	DragonHeart	1	21602	CastIron	100	21207	Etretanium_MEGA	100	21886	SnailShell	30	0	None	0	0	None	0	0	None	0	63204	SerpentRifle	1
Adelina	19	12622	TRUE	6	0	0	COIM_WEP	86110	100	Recipe_TheGrimWraith_Elite	21829	DragonHeart	1	21601	CompositeSteel	100	21204	Ionium_MEGA	100	21301	ElitePart_GrimWraith	1	0	None	0	0	None	0	0	None	0	60112	TheGrimWraith_Elite	1
Claude	8	12623	TRUE	6	0	0	REB_WEP	86111	100	Recipe_DemonSlayer_Elite	21829	DragonHeart	1	21601	CompositeSteel	100	21206	Aidanium_MEGA	100	21302	ElitePart_DemonSlayer	1	0	None	0	0	None	0	0	None	0	60413	DemonSlayer_Elite	1
Grace	6	12624	TRUE	6	0	0	REB_GUNS	86112	100	Recipe_TheBlackDragon_Elite	21829	DragonHeart	1	21602	CastIron	100	21207	Etretanium_MEGA	100	21303	ElitePart_Blackdragon	1	0	None	0	0	None	0	0	None	0	61111	TheBlackDragon_Elite	1
MBoma	20	12625	TRUE	6	0	0	COIM_MAIN2	86113	100	Recipe_TheGrimStick_Elite	21829	DragonHeart	1	21603	Juniper	100	21204	Ionium_MEGA	100	21304	ElitePart_Grimstick	1	0	None	0	0	None	0	0	None	0	62207	TheGrimStick_Elite	1
MBoma	20	12626	TRUE	6	0	0	COIM_MAIN2	86114	100	Recipe_TheBehemoth_Elite	21829	DragonHeart	1	21613	FireStone	100	21206	Aidanium_MEGA	100	21305	ElitePart_TheZiz	1	0	None	0	0	None	0	0	None	0	62307	TheBehemoth_Elite	1
MBoma	20	12627	TRUE	6	0	0	COIM_MAIN2	86115	100	Recipe_TheLeviathan_Elite	21829	DragonHeart	1	21614	IceStone	100	21206	Aidanium_MEGA	100	21305	ElitePart_TheZiz	1	0	None	0	0	None	0	0	None	0	62407	TheLeviathan_Elite	1
MBoma	20	12628	TRUE	6	0	0	COIM_MAIN2	86116	100	Recipe_TheZiz_Elite	21829	DragonHeart	1	21615	WindStone	100	21206	Aidanium_MEGA	100	21305	ElitePart_TheZiz	1	0	None	0	0	None	0	0	None	0	62507	TheZiz_Elite	1
Idge	7	12629	TRUE	7	0	0	REB_SMITH	86117	100	Recipe_SchivarlierArmor_Elite	21829	DragonHeart	1	21601	CompositeSteel	100	75559	Metal_Crystal_30	3	21207	Etretanium_MEGA	100	21306	ElitePart_SchivarlierArmor	1	0	None	0	0	None	0	64205	SchivarlierArmor_Elite	1
Idge	7	12630	TRUE	7	0	0	REB_SMITH	86119	100	Recipe_BoneFrameArmor_Veteran	21809	RedJewel4	30	21601	CompositeSteel	100	75556	Leather_Crystal_28	2	21207	Etretanium_MEGA	50	0	None	0	0	None	0	0	None	0	64601	BoneFrameArmor_Veteran	1
Andre	16	12631	TRUE	7	0	0	REB_TAYLOR	86120	100	Recipe_RescueSuit_Veteran	21814	BlueJewel4	30	21605	ReinforcedLeather	100	75556	Leather_Crystal_28	2	21206	Aidanium_MEGA	50	0	None	0	0	None	0	0	None	0	64602	RescueSuit_Veteran	1
Idge	7	12632	TRUE	7	0	0	REB_SMITH	86121	100	Recipe_CrimalMetallicSuit_Veteran	21809	RedJewel4	30	21601	CompositeSteel	100	75555	Metal_Crystal_28	2	21207	Etretanium_MEGA	50	0	None	0	0	None	0	0	None	0	64603	CrimalMetallicSuit_Veteran	1
Andre	16	12633	TRUE	7	0	0	REB_TAYLOR	86122	100	Recipe_DragoonCoat_Veteran	21814	BlueJewel4	30	21605	ReinforcedLeather	100	75557	Coat_Crystal_28	2	21206	Aidanium_MEGA	50	0	None	0	0	None	0	0	None	0	64604	DragoonCoat_Veteran	1
Andre	16	12634	TRUE	7	0	0	REB_TAYLOR	86123	100	Recipe_PantheraJaquette_Veteran	21819	GreenJewel4	30	21606	QualifiedCloth	100	75557	Coat_Crystal_28	2	21206	Aidanium_MEGA	50	0	None	0	0	None	0	0	None	0	64605	PantheraJaquette_Veteran	1
Andre	16	12635	TRUE	7	0	0	REB_TAYLOR	86124	100	Recipe_LaVentisca_Veteran	21819	GreenJewel4	30	21606	QualifiedCloth	100	75558	Robe_Crystal_28	2	21204	Ionium_MEGA	50	0	None	0	0	None	0	0	None	0	64606	LaVentisca_Veteran	1
Wizard	2	13001	TRUE	6	0	0	paoloviaje1	86158	1	Recipe_GreatMaul_Elite	21894	SoulStone_ALQ	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13226	GreatMaul_Elite	1
Wizard	2	13002	TRUE	6	0	0	paoloviaje1	86159	1	Recipe_SmallKnife_Elite	21894	SoulStone_ALQ	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13227	SmallKnife_Elite	1
Wizard	2	13003	TRUE	6	0	0	paoloviaje1	86160	1	Recipe_CandleStick_Elite	21894	SoulStone_ALQ	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13228	CandleStick_Elite	1
Wizard	2	13004	TRUE	6	0	0	paoloviaje1	86161	1	Recipe_PolluxSword_Elite	21895	SoulStone_TTR	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13229	PolluxSword_Elite	1
Wizard	2	13005	TRUE	6	0	0	paoloviaje1	86162	1	Recipe_CastorSword_Elite	21895	SoulStone_TTR	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13230	CastorSword_Elite	1
Wizard	2	13006	TRUE	6	0	0	paoloviaje1	86163	1	Recipe_Harpoon_Elite	21895	SoulStone_TTR	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13231	Harpoon_Elite	1
Wizard	2	13007	TRUE	6	0	0	paoloviaje1	86164	1	Recipe_PhobitanKnuckle_Elite	21895	SoulStone_TTR	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13232	PhobitanKnuckle_Elite	1
Wizard	2	13008	TRUE	6	0	0	paoloviaje1	86165	1	Recipe_OldPistol_Elite	21895	SoulStone_TTR	1	21899	PureOtite	15	75505	Shoot_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13233	OldPistol_Elite	1
Wizard	2	13009	TRUE	6	0	0	paoloviaje1	86166	1	Recipe_Scythe_Elite	21895	SoulStone_TTR	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13234	Scythe_Elite	1
Wizard	2	13014	TRUE	6	0	0	paoloviaje1	86171	1	Recipe_GavidigaviSabre	21896	SoulStone_PTV	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13239	GavidigaviSabre	1
Wizard	2	13015	TRUE	6	0	0	paoloviaje1	86172	1	Recipe_AxeDiGavi_Elite	21896	SoulStone_PTV	1	21899	PureOtite	15	75504	Melee_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13240	AxeDiGavi_Elite	1
Wizard	2	13016	TRUE	6	0	0	paoloviaje1	86173	1	Recipe_BeamGun_Elite	21896	SoulStone_PTV	1	21899	PureOtite	15	75505	Shoot_Crystal_28	2	21923	CouponLv_23	3	0	None	0	0	None	0	0	None	0	13241	BeamGun_Elite	1
