AccomplishID	AccomplishName	AccomplishPoint	CheckProperty	CheckType	ClassID	ClassName	Desc	IsContinue	RewardItem	Stage	SysMsg	Title	Type
1101	Undeadkill	150	Undead, 300000000	MonKill	1120	Undead20	<$>161455</>	FALSE	189147, 20	20	<$>161303</>	<$>161454</>	Battle_PVE
1101	Undeadkill	175	Undead, 350000000	MonKill	1121	Undead21	<$>161457</>	FALSE	189147, 20	21	<$>161303</>	<$>161456</>	Battle_PVE
1101	Undeadkill	200	Undead, 400000000	MonKill	1122	Undead22	<$>161459</>	FALSE	189147, 20	22	<$>161303</>	<$>161458</>	Battle_PVE
1101	Undeadkill	225	Undead, 450000000	MonKill	1123	Undead23	<$>161461</>	FALSE	189147, 20	23	<$>161303</>	<$>161460</>	Battle_PVE
1101	Undeadkill	250	Undead, 500000000	MonKill	1124	Undead24	<$>161463</>	FALSE	189147, 20	24	<$>161303</>	<$>161462</>	Battle_PVE
1101	Undeadkill	275	Undead, 550000000	MonKill	1125	Undead25	<$>161465</>	FALSE	189147, 30	25	<$>161303</>	<$>161464</>	Battle_PVE
1101	Undeadkill	300	Undead, 600000000	MonKill	1126	Undead26	<$>161467</>	FALSE	189147, 30	26	<$>161303</>	<$>161466</>	Battle_PVE
1101	Undeadkill	325	Undead, 650000000	MonKill	1127	Undead27	<$>161469</>	FALSE	189147, 30	27	<$>161303</>	<$>161468</>	Battle_PVE
1101	Undeadkill	350	Undead, 700000000	MonKill	1128	Undead28	<$>161471</>	FALSE	189147, 30	28	<$>161303</>	<$>161470</>	Battle_PVE
1101	Undeadkill	375	Undead, 750000000	MonKill	1129	Undead29	<$>161473</>	FALSE	189147, 30	29	<$>161303</>	<$>161472</>	Battle_PVE
1101	Undeadkill	400	Undead, 800000000	MonKill	1130	Undead30	<$>161475</>	FALSE	189147, 30	30	<$>161303</>	<$>161474</>	Battle_PVE
1101	Undeadkill	425	Undead, 850000000	MonKill	1131	Undead31	<$>161477</>	FALSE	189147, 30	31	<$>161303</>	<$>161476</>	Battle_PVE
1101	Undeadkill	450	Undead, 900000000	MonKill	1132	Undead32	<$>161479</>	FALSE	189147, 30	32	<$>161303</>	<$>161478</>	Battle_PVE
1101	Undeadkill	475	Undead, 950000000	MonKill	1133	Undead33	<$>161481</>	FALSE	189147, 30	33	<$>161303</>	<$>161480</>	Battle_PVE
1101	Undeadkill	500	Undead, 1000000000	MonKill	1134	Undead34	<$>161483</>	FALSE	189147, 50	34	<$>161303</>	<$>161482</>	Battle_PVE
1101	Undeadkill	550	Undead, 1100000000	MonKill	1135	Undead35	<$>161485</>	FALSE	189147, 50	35	<$>161303</>	<$>161484</>	Battle_PVE
1101	Undeadkill	600	Undead, 1200000000	MonKill	1136	Undead36	<$>161487</>	FALSE	189147, 50	36	<$>161303</>	<$>161486</>	Battle_PVE
1101	Undeadkill	650	Undead, 1300000000	MonKill	1137	Undead37	<$>161489</>	FALSE	189147, 50	37	<$>161303</>	<$>161488</>	Battle_PVE
1101	Undeadkill	700	Undead, 1400000000	MonKill	1138	Undead38	<$>161491</>	FALSE	189147, 50	38	<$>161303</>	<$>161490</>	Battle_PVE
1101	Undeadkill	750	Undead, 1500000000	MonKill	1139	Undead39	<$>161493</>	FALSE	189147, 50	39	<$>161303</>	<$>161492</>	Battle_PVE
1101	Undeadkill	800	Undead, 1600000000	MonKill	1140	Undead40	<$>161495</>	FALSE	189147, 50	40	<$>161303</>	<$>161494</>	Battle_PVE
1101	Undeadkill	850	Undead, 1700000000	MonKill	1141	Undead41	<$>161497</>	FALSE	189147, 50	41	<$>161303</>	<$>161496</>	Battle_PVE
1101	Undeadkill	900	Undead, 1800000000	MonKill	1142	Undead42	<$>161499</>	FALSE	189147, 50	42	<$>161303</>	<$>161498</>	Battle_PVE
1101	Undeadkill	950	Undead, 1900000000	MonKill	1143	Undead43	<$>161501</>	FALSE	189147, 50	43	<$>161303</>	<$>161500</>	Battle_PVE
1101	Undeadkill	1000	Undead, 2000000000	MonKill	1144	Undead44	<$>161503</>	FALSE	26102, 1	44	<$>161303</>	<$>161502</>	Battle_PVE
1201	Creaturekill	1	Creature, 100	MonKill	1201	Creature1	<$>161505</>	FALSE	20964, 2	1	<$>161303</>	<$>161504</>	Battle_PVE
1201	Creaturekill	2	Creature, 1000	MonKill	1202	Creature2	<$>161506</>	FALSE	23441, 3	2	<$>161303</>	C - 1000	Battle_PVE
1201	Creaturekill	3	Creature, 1500	MonKill	1203	Creature3	<$>161507</>	FALSE	23442, 3	3	<$>161303</>	C - 1500	Battle_PVE
1201	Creaturekill	4	Creature, 2000	MonKill	1204	Creature4	<$>161509</>	FALSE	23443, 3	4	<$>161303</>	<$>161508</>	Battle_PVE
1201	Creaturekill	5	Creature, 5000	MonKill	1205	Creature5	<$>161511</>	FALSE	20964, 10	5	<$>161303</>	<$>161510</>	Battle_PVE
1201	Creaturekill	6	Creature, 10000	MonKill	1206	Creature6	<$>161513</>	FALSE	23441, 15	6	<$>161303</>	<$>161512</>	Battle_PVE
1201	Creaturekill	7	Creature, 20000	MonKill	1207	Creature7	<$>161515</>	FALSE	23442, 15	7	<$>161303</>	<$>161514</>	Battle_PVE
1201	Creaturekill	8	Creature, 30000	MonKill	1208	Creature8	<$>161517</>	FALSE	23443, 15	8	<$>161303</>	<$>161516</>	Battle_PVE
1201	Creaturekill	9	Creature, 50000	MonKill	1209	Creature9	<$>161519</>	FALSE	189164, 5	9	<$>161303</>	<$>161518</>	Battle_PVE
1201	Creaturekill	10	Creature, 100000	MonKill	1210	Creature10	<$>161521</>	FALSE	189164, 5	10	<$>161303</>	<$>161520</>	Battle_PVE
1201	Creaturekill	15	Creature, 1000000	MonKill	1211	Creature11	<$>161523</>	FALSE	189164, 5	11	<$>161303</>	<$>161522</>	Battle_PVE
1201	Creaturekill	20	Creature, 10000000	MonKill	1212	Creature12	<$>161525</>	FALSE	189164, 5	12	<$>161303</>	<$>161524</>	Battle_PVE
1201	Creaturekill	25	Creature, 30000000	MonKill	1213	Creature13	<$>161527</>	FALSE	189164, 10	13	<$>161303</>	<$>161526</>	Battle_PVE
1201	Creaturekill	30	Creature, 50000000	MonKill	1214	Creature14	<$>161529</>	FALSE	189164, 10	14	<$>161303</>	<$>161528</>	Battle_PVE
1201	Creaturekill	40	Creature, 80000000	MonKill	1215	Creature15	<$>161531</>	FALSE	189164, 10	15	<$>161303</>	<$>161530</>	Battle_PVE
1201	Creaturekill	50	Creature, 100000000	MonKill	1216	Creature16	<$>161533</>	FALSE	189164, 10	16	<$>161303</>	<$>161532</>	Battle_PVE
1201	Creaturekill	75	Creature, 150000000	MonKill	1217	Creature17	<$>161535</>	FALSE	189164, 20	17	<$>161303</>	<$>161534</>	Battle_PVE
1201	Creaturekill	100	Creature, 200000000	MonKill	1218	Creature18	<$>161537</>	FALSE	189164, 20	18	<$>161303</>	<$>161536</>	Battle_PVE
1201	Creaturekill	125	Creature, 250000000	MonKill	1219	Creature19	<$>161539</>	FALSE	189164, 20	19	<$>161303</>	<$>161538</>	Battle_PVE
1201	Creaturekill	150	Creature, 300000000	MonKill	1220	Creature20	<$>161541</>	FALSE	189164, 20	20	<$>161303</>	<$>161540</>	Battle_PVE
1201	Creaturekill	175	Creature, 350000000	MonKill	1221	Creature21	<$>161543</>	FALSE	189164, 20	21	<$>161303</>	<$>161542</>	Battle_PVE
1201	Creaturekill	200	Creature, 400000000	MonKill	1222	Creature22	<$>161545</>	FALSE	189164, 20	22	<$>161303</>	<$>161544</>	Battle_PVE
1201	Creaturekill	225	Creature, 450000000	MonKill	1223	Creature23	<$>161547</>	FALSE	189164, 20	23	<$>161303</>	<$>161546</>	Battle_PVE
1201	Creaturekill	250	Creature, 500000000	MonKill	1224	Creature24	<$>161549</>	FALSE	189164, 20	24	<$>161303</>	<$>161548</>	Battle_PVE
1201	Creaturekill	275	Creature, 550000000	MonKill	1225	Creature25	<$>161551</>	FALSE	189164, 30	25	<$>161303</>	<$>161550</>	Battle_PVE
1201	Creaturekill	300	Creature, 600000000	MonKill	1226	Creature26	<$>161553</>	FALSE	189164, 30	26	<$>161303</>	<$>161552</>	Battle_PVE
1201	Creaturekill	325	Creature, 650000000	MonKill	1227	Creature27	<$>161555</>	FALSE	189164, 30	27	<$>161303</>	<$>161554</>	Battle_PVE
1201	Creaturekill	350	Creature, 700000000	MonKill	1228	Creature28	<$>161557</>	FALSE	189164, 30	28	<$>161303</>	<$>161556</>	Battle_PVE
1201	Creaturekill	375	Creature, 750000000	MonKill	1229	Creature29	<$>161559</>	FALSE	189164, 30	29	<$>161303</>	<$>161558</>	Battle_PVE
1201	Creaturekill	400	Creature, 800000000	MonKill	1230	Creature30	<$>161561</>	FALSE	189164, 30	30	<$>161303</>	<$>161560</>	Battle_PVE
1201	Creaturekill	425	Creature, 850000000	MonKill	1231	Creature31	<$>161563</>	FALSE	189164, 30	31	<$>161303</>	<$>161562</>	Battle_PVE
1201	Creaturekill	450	Creature, 900000000	MonKill	1232	Creature32	<$>161565</>	FALSE	189164, 30	32	<$>161303</>	<$>161564</>	Battle_PVE
1201	Creaturekill	475	Creature, 950000000	MonKill	1233	Creature33	<$>161567</>	FALSE	189164, 30	33	<$>161303</>	<$>161566</>	Battle_PVE
1201	Creaturekill	500	Creature, 1000000000	MonKill	1234	Creature34	<$>161569</>	FALSE	189164, 50	34	<$>161303</>	<$>161568</>	Battle_PVE
1201	Creaturekill	550	Creature, 1100000000	MonKill	1235	Creature35	<$>161571</>	FALSE	189164, 50	35	<$>161303</>	<$>161570</>	Battle_PVE
1201	Creaturekill	600	Creature, 1200000000	MonKill	1236	Creature36	<$>161573</>	FALSE	189164, 50	36	<$>161303</>	<$>161572</>	Battle_PVE
1201	Creaturekill	650	Creature, 1300000000	MonKill	1237	Creature37	<$>161575</>	FALSE	189164, 50	37	<$>161303</>	<$>161574</>	Battle_PVE
1201	Creaturekill	700	Creature, 1400000000	MonKill	1238	Creature38	<$>161577</>	FALSE	189164, 50	38	<$>161303</>	<$>161576</>	Battle_PVE
1201	Creaturekill	750	Creature, 1500000000	MonKill	1239	Creature39	<$>161579</>	FALSE	189164, 50	39	<$>161303</>	<$>161578</>	Battle_PVE
1201	Creaturekill	800	Creature, 1600000000	MonKill	1240	Creature40	<$>161581</>	FALSE	189164, 50	40	<$>161303</>	<$>161580</>	Battle_PVE
1201	Creaturekill	850	Creature, 1700000000	MonKill	1241	Creature41	<$>161583</>	FALSE	189164, 50	41	<$>161303</>	<$>161582</>	Battle_PVE
1201	Creaturekill	900	Creature, 1800000000	MonKill	1242	Creature42	<$>161585</>	FALSE	189164, 50	42	<$>161303</>	<$>161584</>	Battle_PVE
1201	Creaturekill	950	Creature, 1900000000	MonKill	1243	Creature43	<$>161587</>	FALSE	189164, 50	43	<$>161303</>	<$>161586</>	Battle_PVE
1201	Creaturekill	1000	Creature, 2000000000	MonKill	1244	Creature44	<$>161589</>	FALSE	26103, 1	44	<$>161303</>	<$>161588</>	Battle_PVE
1301	Golemkill	1	Golem, 100	MonKill	1301	Golem1	<$>161591</>	FALSE	23457, 2	1	<$>161303</>	<$>161590</>	Battle_PVE
1301	Golemkill	2	Golem, 1000	MonKill	1302	Golem2	<$>161592</>	FALSE	23524, 3	2	<$>161303</>	G - 1000	Battle_PVE
1301	Golemkill	3	Golem, 1500	MonKill	1303	Golem3	<$>161593</>	FALSE	23525, 3	3	<$>161303</>	G - 1500	Battle_PVE
1301	Golemkill	4	Golem, 2000	MonKill	1304	Golem4	<$>161595</>	FALSE	23526, 3	4	<$>161303</>	<$>161594</>	Battle_PVE
1301	Golemkill	5	Golem, 5000	MonKill	1305	Golem5	<$>161597</>	FALSE	23457, 10	5	<$>161303</>	<$>161596</>	Battle_PVE
1301	Golemkill	6	Golem, 10000	MonKill	1306	Golem6	<$>161599</>	FALSE	23524, 15	6	<$>161303</>	<$>161598</>	Battle_PVE
1301	Golemkill	7	Golem, 20000	MonKill	1307	Golem7	<$>161601</>	FALSE	23525, 15	7	<$>161303</>	<$>161600</>	Battle_PVE
1301	Golemkill	8	Golem, 30000	MonKill	1308	Golem8	<$>161603</>	FALSE	23526, 15	8	<$>161303</>	<$>161602</>	Battle_PVE
1301	Golemkill	9	Golem, 50000	MonKill	1309	Golem9	<$>161605</>	FALSE	189157, 5	9	<$>161303</>	<$>161604</>	Battle_PVE
1301	Golemkill	10	Golem, 100000	MonKill	1310	Golem10	<$>161607</>	FALSE	189157, 5	10	<$>161303</>	<$>161606</>	Battle_PVE
1301	Golemkill	15	Golem, 1000000	MonKill	1311	Golem11	<$>161609</>	FALSE	189157, 5	11	<$>161303</>	<$>161608</>	Battle_PVE
1301	Golemkill	20	Golem, 10000000	MonKill	1312	Golem12	<$>161611</>	FALSE	189157, 5	12	<$>161303</>	<$>161610</>	Battle_PVE
1301	Golemkill	25	Golem, 30000000	MonKill	1313	Golem13	<$>161613</>	FALSE	189157, 10	13	<$>161303</>	<$>161612</>	Battle_PVE
1301	Golemkill	30	Golem, 50000000	MonKill	1314	Golem14	<$>161615</>	FALSE	189157, 10	14	<$>161303</>	<$>161614</>	Battle_PVE
1301	Golemkill	40	Golem, 80000000	MonKill	1315	Golem15	<$>161617</>	FALSE	189157, 10	15	<$>161303</>	<$>161616</>	Battle_PVE
1301	Golemkill	50	Golem, 100000000	MonKill	1316	Golem16	<$>161619</>	FALSE	189157, 10	16	<$>161303</>	<$>161618</>	Battle_PVE
1301	Golemkill	75	Golem, 150000000	MonKill	1317	Golem17	<$>161621</>	FALSE	189157, 20	17	<$>161303</>	<$>161620</>	Battle_PVE
1301	Golemkill	100	Golem, 200000000	MonKill	1318	Golem18	<$>161623</>	FALSE	189157, 20	18	<$>161303</>	<$>161622</>	Battle_PVE
1301	Golemkill	125	Golem, 250000000	MonKill	1319	Golem19	<$>161625</>	FALSE	189157, 20	19	<$>161303</>	<$>161624</>	Battle_PVE
1301	Golemkill	150	Golem, 300000000	MonKill	1320	Golem20	<$>161627</>	FALSE	189157, 20	20	<$>161303</>	<$>161626</>	Battle_PVE
1301	Golemkill	175	Golem, 350000000	MonKill	1321	Golem21	<$>161629</>	FALSE	189157, 20	21	<$>161303</>	<$>161628</>	Battle_PVE
1301	Golemkill	200	Golem, 400000000	MonKill	1322	Golem22	<$>161631</>	FALSE	189157, 20	22	<$>161303</>	<$>161630</>	Battle_PVE
1301	Golemkill	225	Golem, 450000000	MonKill	1323	Golem23	<$>161633</>	FALSE	189157, 20	23	<$>161303</>	<$>161632</>	Battle_PVE
1301	Golemkill	250	Golem, 500000000	MonKill	1324	Golem24	<$>161635</>	FALSE	189157, 20	24	<$>161303</>	<$>161634</>	Battle_PVE
1301	Golemkill	275	Golem, 550000000	MonKill	1325	Golem25	<$>161637</>	FALSE	189157, 30	25	<$>161303</>	<$>161636</>	Battle_PVE
1301	Golemkill	300	Golem, 600000000	MonKill	1326	Golem26	<$>161639</>	FALSE	189157, 30	26	<$>161303</>	<$>161638</>	Battle_PVE
1301	Golemkill	325	Golem, 650000000	MonKill	1327	Golem27	<$>161641</>	FALSE	189157, 30	27	<$>161303</>	<$>161640</>	Battle_PVE
1301	Golemkill	350	Golem, 700000000	MonKill	1328	Golem28	<$>161643</>	FALSE	189157, 30	28	<$>161303</>	<$>161642</>	Battle_PVE
1301	Golemkill	375	Golem, 750000000	MonKill	1329	Golem29	<$>161645</>	FALSE	189157, 30	29	<$>161303</>	<$>161644</>	Battle_PVE
1301	Golemkill	400	Golem, 800000000	MonKill	1330	Golem30	<$>161647</>	FALSE	189157, 30	30	<$>161303</>	<$>161646</>	Battle_PVE
1301	Golemkill	425	Golem, 850000000	MonKill	1331	Golem31	<$>161649</>	FALSE	189157, 30	31	<$>161303</>	<$>161648</>	Battle_PVE
1301	Golemkill	450	Golem, 900000000	MonKill	1332	Golem32	<$>161651</>	FALSE	189157, 30	32	<$>161303</>	<$>161650</>	Battle_PVE
1301	Golemkill	475	Golem, 950000000	MonKill	1333	Golem33	<$>161653</>	FALSE	189157, 30	33	<$>161303</>	<$>161652</>	Battle_PVE
1301	Golemkill	500	Golem, 1000000000	MonKill	1334	Golem34	<$>161655</>	FALSE	189157, 50	34	<$>161303</>	<$>161654</>	Battle_PVE
1301	Golemkill	550	Golem, 1100000000	MonKill	1335	Golem35	<$>161657</>	FALSE	189157, 50	35	<$>161303</>	<$>161656</>	Battle_PVE
1301	Golemkill	600	Golem, 1200000000	MonKill	1336	Golem36	<$>161659</>	FALSE	189157, 50	36	<$>161303</>	<$>161658</>	Battle_PVE
1301	Golemkill	650	Golem, 1300000000	MonKill	1337	Golem37	<$>161661</>	FALSE	189157, 50	37	<$>161303</>	<$>161660</>	Battle_PVE
1301	Golemkill	700	Golem, 1400000000	MonKill	1338	Golem38	<$>161663</>	FALSE	189157, 50	38	<$>161303</>	<$>161662</>	Battle_PVE
1301	Golemkill	750	Golem, 1500000000	MonKill	1339	Golem39	<$>161665</>	FALSE	189157, 50	39	<$>161303</>	<$>161664</>	Battle_PVE
