ClassID	ClassName	Cumulative	Desc	DescFont	Grade	MaxValue	MinValue	Rarity	ReqGroupName	Script	Sound	SoundGrade	UseCashItem	Value
3007	Magic_UndeadBane	TRUE	<$>31092</>	bright_yellow_14_ol	1	100	25	0	MagicWeapon	Option_UndeadBane	sys_enchant_good.ogg	1	FALSE	0
3008	Magic_GolemBane	TRUE	<$>31093</>	bright_yellow_14_ol	1	100	25	0	MagicWeapon	Option_GolemBane	sys_enchant_good.ogg	1	FALSE	0
3016	Magic_IncALv	TRUE	<$>31094</>	bright_yellow_14_ol	1	3	1	0	MagicWeapon	Option_IncAR	sys_enchant_good.ogg	1	FALSE	0
3017	Magic_DinoBane	TRUE	<$>31095</>	bright_yellow_14_ol	1	100	25	0	MagicWeapon	Option_DinoBane	sys_enchant_good.ogg	1	FALSE	0
3018	Magic_HellBreath	TRUE	<$>31111</>	item_op_unique	0	1	1	0	MagicWeapon	Option_AddSklLv	None	1	FALSE	0
3019	Magic_InfernalFlames	TRUE	<$>31112</>	item_op_unique	0	1	1	0	MagicWeapon	Option_AddSklLv	None	1	FALSE	0
3020	Magic_MeteoStrikes	TRUE	<$>31113</>	item_op_unique	0	1	1	0	MagicWeapon	Option_AddSklLv	None	1	FALSE	0
3021	Magic_RefrigerWaves	TRUE	<$>31114</>	item_op_unique	0	1	1	0	MagicWeapon	Option_AddSklLv	None	1	FALSE	0
3022	Magic_AbsoluteZero	TRUE	<$>31115</>	item_op_unique	0	1	1	0	MagicWeapon	Option_AddSklLv	None	1	FALSE	0
3023	Magic_Blizzard	TRUE	<$>31116</>	item_op_unique	0	1	1	0	MagicWeapon	Option_AddSklLv	None	1	FALSE	0
3024	Magic_ThunderStorm	TRUE	<$>31117</>	item_op_unique	0	1	1	0	MagicWeapon	Option_AddSklLv	None	1	FALSE	0
3025	Magic_ChainLightning	TRUE	<$>31118</>	item_op_unique	0	1	1	0	MagicWeapon	Option_AddSklLv	None	1	FALSE	0
3026	Magic_EnchantedArm	TRUE	<$>31119</>	item_op_unique	0	1	1	0	MagicWeapon	Option_AddSklLv	None	1	FALSE	0
4001	Leather_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	15	5	0	Leather	Option_IncDEF	None	1	FALSE	0
4002	Leather_IncPR	TRUE	<$>31083</>	water_blue_14_ol	0	15	5	0	Leather	Option_IncPR	None	1	FALSE	0
4003	Leather_IncMSPD	TRUE	<$>31088</>	water_blue_14_ol	0	15	5	0	Leather	Option_IncMSPD	None	1	FALSE	0
4004	Leather_IncMHP	TRUE	<$>31120</>	bright_yellow_14_ol	1	25	10	0	Leather	Option_IncMHP	sys_enchant_good.ogg	1	FALSE	0
4005	Leather_IncRFIRE	TRUE	<$>31084</>	water_blue_14_ol	0	15	5	0	Leather	Option_IncRFIRE	None	1	FALSE	0
4006	Leather_IncRICE	TRUE	<$>31085</>	water_blue_14_ol	0	15	5	0	Leather	Option_IncRICE	None	1	FALSE	0
4007	Leather_IncRLGHT	TRUE	<$>31086</>	water_blue_14_ol	0	15	5	0	Leather	Option_IncRLGHT	None	1	FALSE	0
4008	Leather_IncRSTAT	TRUE	<$>99701</>	water_blue_14_ol	0	15	5	0	Leather	Option_IncRSTAT	None	1	FALSE	0
4010	Leather_IncDLv	TRUE	<$>31121</>	bright_yellow_14_ol	1	3	1	0	Leather	Option_IncDR	sys_enchant_good.ogg	1	FALSE	0
5001	Shield_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	5	1	0	Shield	Option_IncDEF	None	1	FALSE	0
5002	Shield_IncBLK	TRUE	<$>31122</>	water_blue_14_ol	0	10	5	0	Shield	Option_IncBLK	None	1	FALSE	0
5003	Shield_IncRFIRE	TRUE	<$>31084</>	water_blue_14_ol	0	5	1	0	Shield	Option_IncRFIRE	None	1	FALSE	0
5004	Shield_IncRICE	TRUE	<$>31085</>	water_blue_14_ol	0	5	1	0	Shield	Option_IncRICE	None	1	FALSE	0
5005	Shield_IncRLGHT	TRUE	<$>31086</>	water_blue_14_ol	0	5	1	0	Shield	Option_IncRLGHT	None	1	FALSE	0
5006	Shield_IncDLv	TRUE	<$>31121</>	bright_yellow_14_ol	1	2	1	0	Shield	Option_IncShldDR	sys_enchant_good.ogg	1	FALSE	0
5007	Shield_HumanShield	TRUE	<$>31123</>	bright_yellow_14_ol	1	25	5	0	Shield	Option_HumanBane	sys_enchant_good.ogg	1	FALSE	0
5008	Shield_BeastShield	TRUE	<$>31124</>	bright_yellow_14_ol	1	25	5	0	Shield	Option_BeastBane	sys_enchant_good.ogg	1	FALSE	0
5009	Shield_DemonShield	TRUE	<$>31125</>	bright_yellow_14_ol	1	25	5	0	Shield	Option_DemonBane	sys_enchant_good.ogg	1	FALSE	0
5010	Shield_UndeadShield	TRUE	<$>31126</>	bright_yellow_14_ol	1	25	5	0	Shield	Option_UndeadBane	sys_enchant_good.ogg	1	FALSE	0
5011	Shield_GolemShield	TRUE	<$>31127</>	bright_yellow_14_ol	1	25	5	0	Shield	Option_GolemBane	sys_enchant_good.ogg	1	FALSE	0
5012	Shield_DinoShield	TRUE	<$>31128</>	bright_yellow_14_ol	1	25	5	0	Shield	Option_DinoBane	sys_enchant_good.ogg	1	FALSE	0
6001	Coat_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	15	5	0	Coat	Option_IncDEF	None	1	FALSE	0
6002	Coat_IncPR	TRUE	<$>31083</>	water_blue_14_ol	0	10	5	0	Coat	Option_IncPR	None	1	FALSE	0
6003	Coat_IncMSPD	TRUE	<$>31088</>	water_blue_14_ol	0	12	5	0	Coat	Option_IncMSPD	None	1	FALSE	0
6004	Coat_IncMHP	TRUE	<$>31120</>	bright_yellow_14_ol	1	25	10	0	Coat	Option_IncMHP	sys_enchant_good.ogg	1	FALSE	0
6005	Coat_IncRFIRE	TRUE	<$>31084</>	water_blue_14_ol	0	20	10	0	Coat	Option_IncRFIRE	None	1	FALSE	0
6006	Coat_IncRICE	TRUE	<$>31085</>	water_blue_14_ol	0	20	10	0	Coat	Option_IncRICE	None	1	FALSE	0
6007	Coat_IncRLGHT	TRUE	<$>31086</>	water_blue_14_ol	0	20	10	0	Coat	Option_IncRLGHT	None	1	FALSE	0
6008	Coat_IncRSTAT	TRUE	<$>99701</>	water_blue_14_ol	0	20	10	0	Coat	Option_IncRSTAT	None	1	FALSE	0
6010	Coat_IncDLv	TRUE	<$>31121</>	bright_yellow_14_ol	1	3	1	0	Coat	Option_IncDR	sys_enchant_good.ogg	1	FALSE	0
7001	Robe_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	15	5	0	Robe	Option_IncDEF	None	1	FALSE	0
7003	Robe_IncMSPD	TRUE	<$>31088</>	water_blue_14_ol	0	10	5	0	Robe	Option_IncMSPD	None	1	FALSE	0
7004	Robe_IncMHP	TRUE	<$>31120</>	bright_yellow_14_ol	1	25	10	0	Robe	Option_IncMHP	sys_enchant_good.ogg	1	FALSE	0
7005	Robe_IncRFIRE	TRUE	<$>31084</>	water_blue_14_ol	0	20	10	0	Robe	Option_IncRFIRE	None	1	FALSE	0
7006	Robe_IncRICE	TRUE	<$>31085</>	water_blue_14_ol	0	20	10	0	Robe	Option_IncRICE	None	1	FALSE	0
7007	Robe_IncRLGHT	TRUE	<$>31086</>	water_blue_14_ol	0	20	10	0	Robe	Option_IncRLGHT	None	1	FALSE	0
7008	Robe_IncRSTAT	TRUE	<$>99701</>	water_blue_14_ol	0	20	10	0	Robe	Option_IncRSTAT	None	1	FALSE	0
7010	Robe_IncDLv	TRUE	<$>31121</>	bright_yellow_14_ol	1	3	1	0	Robe	Option_IncDR	sys_enchant_good.ogg	1	FALSE	0
8001	Metal_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	20	5	0	Metal	Option_IncDEF	None	1	FALSE	0
8002	Metal_IncPR	TRUE	<$>31083</>	water_blue_14_ol	0	5	1	0	Metal	Option_IncPR	None	1	FALSE	0
8004	Metal_IncMHP	TRUE	<$>31120</>	bright_yellow_14_ol	1	25	10	0	Metal	Option_IncMHP	sys_enchant_good.ogg	1	FALSE	0
8005	Metal_IncRFIRE	TRUE	<$>31084</>	water_blue_14_ol	0	10	5	0	Metal	Option_IncRFIRE	None	1	FALSE	0
8006	Metal_IncRICE	TRUE	<$>31085</>	water_blue_14_ol	0	10	5	0	Metal	Option_IncRICE	None	1	FALSE	0
8007	Metal_IncRLGHT	TRUE	<$>31086</>	water_blue_14_ol	0	10	5	0	Metal	Option_IncRLGHT	None	1	FALSE	0
8008	Metal_IncSTAT	TRUE	<$>99701</>	water_blue_14_ol	0	10	5	0	Metal	Option_IncRSTAT	None	1	FALSE	0
8010	Metal_IncDLv	TRUE	<$>31121</>	bright_yellow_14_ol	1	3	1	0	Metal	Option_IncDR	sys_enchant_good.ogg	1	FALSE	0
9001	Glove_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	10	1	0	Glove	Option_IncDEF	None	1	FALSE	0
9002	Glove_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	15	1	0	Glove	Option_IncASPD	None	1	FALSE	0
9003	Glove_IncHR	TRUE	<$>31104</>	water_blue_14_ol	0	8	1	0	Glove	Option_IncHR	None	1	FALSE	0
9004	Glove_IncMSP	TRUE	<$>31110</>	bright_yellow_14_ol	1	10	1	0	Glove	Option_IncMSP	sys_enchant_good.ogg	1	FALSE	0
10001	Boots_IncDEF	TRUE	<$>31082</>	water_blue_14_ol	0	10	1	0	Boots	Option_IncDEF	None	1	FALSE	0
10002	Boots_IncMSPD	TRUE	<$>31088</>	water_blue_14_ol	0	15	1	0	Boots	Option_IncMSPD	None	1	FALSE	0
10003	Boots_IncPR	TRUE	<$>31083</>	water_blue_14_ol	0	8	1	0	Boots	Option_IncPR	None	1	FALSE	0
10004	Boots_IncMHP	TRUE	<$>31120</>	bright_yellow_14_ol	1	10	1	0	Boots	Option_IncMHP	sys_enchant_good.ogg	1	FALSE	0
11001	Opt_Ring_RedDam_Melee	TRUE	<$>31129</>	item_op_unique	0	0	0	0	RING	Option_RedDam_Melee	None	1	FALSE	0
11002	Opt_Ring_RedDam_Shoot	TRUE	<$>31130</>	item_op_unique	0	0	0	0	RING	Option_RedDam_Shoot	None	1	FALSE	0
11003	Opt_Ring_RedDam_Magic	TRUE	<$>31131</>	item_op_unique	0	0	0	0	RING	Option_RedDam_Magic	None	1	FALSE	0
11004	Opt_Ring_IncRSTAT	TRUE	<$>99701</>	item_op_unique	0	0	0	0	RING	Option_IncRSTAT	None	1	FALSE	0
11005	Opt_Ring_IncRHP	TRUE	<$>31132</>	item_op_unique	0	0	0	0	RING	Option_IncRHP	None	1	FALSE	0
11006	Opt_Ring_IncRSP	TRUE	<$>31133</>	item_op_unique	0	0	0	0	RING	Option_IncRSP	None	1	FALSE	0
12001	Opt_melee_IncATK	TRUE	<$>31072</>	water_blue_14_ol	0	40	5	2	MELEE	Option_IncATK	None	2	FALSE	0
12002	Opt_melee_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	30	5	8	MELEE	Option_IncASPD	None	2	FALSE	0
12003	Opt_melee_IncCRT	TRUE	<$>31075</>	water_blue_14_ol	0	10	3	9	MELEE	Option_IncCRT	None	2	FALSE	0
12004	Opt_melee_RenderPoison	TRUE	<$>31076</>	water_blue_14_ol	0	12	3	9	MELEE	Option_RendPoison	None	2	FALSE	0
12005	Opt_melee_RenderStun	TRUE	<$>31080</>	water_blue_14_ol	0	12	3	9	MELEE	Option_RendStun	None	2	FALSE	0
12006	Opt_melee_IncFireATK	TRUE	<$>31077</>	water_blue_14_ol	0	50	5	9	MELEE	Option_IncFireATK	None	2	FALSE	0
12007	Opt_melee_IncIceATK	TRUE	<$>31078</>	water_blue_14_ol	0	50	5	9	MELEE	Option_IncIceATK	None	2	FALSE	0
12008	Opt_melee_IncLghtATK	TRUE	<$>31079</>	water_blue_14_ol	0	50	5	9	MELEE	Option_IncLghtATK	None	2	FALSE	0
12009	Opt_melee_IncPsyATK	TRUE	<$>31134</>	water_blue_14_ol	0	50	5	9	MELEE	Option_IncPsyATK	None	2	FALSE	0
12010	Opt_melee_IncALv	TRUE	<$>31094</>	bright_yellow_14_ol	1	3	1	150	MELEE	Option_IncAR	sys_enchant_good.ogg	4	FALSE	0
12011	Opt_melee_HumanBane	TRUE	<$>31135</>	bright_yellow_14_ol	1	100	20	200	MELEE	Option_HumanBane	sys_enchant_good.ogg	5	FALSE	0
12012	Opt_melee_BeastBane	TRUE	<$>31090</>	bright_yellow_14_ol	1	100	20	100	MELEE	Option_BeastBane	sys_enchant_good.ogg	3	FALSE	0
12013	Opt_melee_DemonBane	TRUE	<$>31091</>	bright_yellow_14_ol	1	100	20	100	MELEE	Option_DemonBane	sys_enchant_good.ogg	3	FALSE	0
12014	Opt_melee_UndeadBane	TRUE	<$>31092</>	bright_yellow_14_ol	1	100	20	100	MELEE	Option_UndeadBane	sys_enchant_good.ogg	3	FALSE	0
12015	Opt_melee_GolemBane	TRUE	<$>31093</>	bright_yellow_14_ol	1	100	20	100	MELEE	Option_GolemBane	sys_enchant_good.ogg	3	FALSE	0
12016	Opt_melee_DinoBane	TRUE	<$>31095</>	bright_yellow_14_ol	1	100	20	0	MELEE	Option_DinoBane	sys_enchant_good.ogg	1	FALSE	0
12017	Opt_melee_HPDrain	TRUE	<$>31098</>	item_op_unique	0	5	5	0	MELEE	Option_HPDrain	None	1	FALSE	0
12018	Opt_melee_Vortexlash	TRUE	<$>31096</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12019	Opt_melee_SeptEtoile	TRUE	<$>31097</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12020	Opt_melee_LigeraVentaja	TRUE	<$>31099</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12021	Opt_melee_MiembroFantasma	TRUE	<$>31100</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12022	Opt_melee_AtomicCrazyRush	TRUE	<$>31101</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12023	Opt_melee_Genocide	TRUE	<$>31102</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12024	Opt_melee_QuartoTaglio	TRUE	<$>31103</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12025	Opt_melee_PentaTrain	TRUE	<$>31136</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12026	Opt_melee_Fury	TRUE	<$>31137</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12027	Opt_melee_GiganteMarcha	TRUE	<$>31138</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12028	Opt_melee_Arpon	TRUE	<$>31139</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12029	Opt_melee_PalanxLocura	TRUE	<$>31140</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12030	Opt_melee_TornadoVortex	TRUE	<$>31141</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12031	Opt_melee_DragonKick	TRUE	<$>31142</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12032	Opt_melee_AtomicPhoenixBomber	TRUE	<$>31143</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12033	Opt_melee_BlazingUpper	TRUE	<$>31144</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
12034	Opt_melee_Lionheart	TRUE	<$>31145</>	item_op_unique	0	1	1	0	MELEE	Option_AddSklLv	None	1	FALSE	0
13001	Opt_shoot_IncATK	TRUE	<$>31072</>	water_blue_14_ol	0	40	5	2	SHOOT	Option_IncATK	None	2	FALSE	0
13002	Opt_shoot_IncASPD	TRUE	<$>31073</>	water_blue_14_ol	0	30	5	8	SHOOT	Option_IncASPD	None	2	FALSE	0
13003	Opt_shoot_IncCRT	TRUE	<$>31075</>	water_blue_14_ol	0	15	3	10	SHOOT	Option_IncCRT	None	2	FALSE	0
13004	Opt_shoot_IncHR	TRUE	<$>31104</>	water_blue_14_ol	0	20	3	10	SHOOT	Option_IncHR	None	2	FALSE	0
13005	Opt_shoot_RenderFear	TRUE	<$>31081</>	water_blue_14_ol	0	10	3	10	SHOOT	Option_RendFear	None	2	FALSE	0
13006	Opt_shoot_RenderBlind	TRUE	<$>31146</>	water_blue_14_ol	0	10	3	10	SHOOT	Option_RendBlind	None	2	FALSE	0
13007	Opt_shoot_IncFireATK	TRUE	<$>31077</>	water_blue_14_ol	0	50	10	10	SHOOT	Option_IncFireATK	None	2	FALSE	0
13008	Opt_shoot_IncIceATK	TRUE	<$>31078</>	water_blue_14_ol	0	50	10	10	SHOOT	Option_IncIceATK	None	2	FALSE	0
13009	Opt_shoot_IncLghtATK	TRUE	<$>31079</>	water_blue_14_ol	0	50	10	10	SHOOT	Option_IncLghtATK	None	2	FALSE	0
13010	Opt_shoot_IncPsyATK	TRUE	<$>31134</>	water_blue_14_ol	0	50	10	10	SHOOT	Option_IncPsyATK	None	2	FALSE	0
13011	Opt_shoot_IncALv	TRUE	<$>31094</>	bright_yellow_14_ol	1	3	1	150	SHOOT	Option_IncAR	sys_enchant_good.ogg	4	FALSE	0
