Arbitrary	ClassID	ClassName	GroupName	ItemID	ItemName
1	59430	SHOP_FESO_ITEMSHOPTEST_59430	FESO_ITEMSHOP_POT	40110	Peptic
1	59431	SHOP_FESO_ITEMSHOPTEST_59431	FESO_ITEMSHOP_POT	160124	Peptic_Enha
1	59432	SHOP_FESO_ITEMSHOPTEST_59432	FESO_ITEMSHOP_POT	181078	Recipe_Valeron_Bless_Soft
1	59433	SHOP_FESO_ITEMSHOPTEST_59433	FESO_ITEMSHOP_POT	181079	Recipe_Valeron_Bless_Medium
1	59434	SHOP_FESO_ITEMSHOPTEST_59434	FESO_ITEMSHOP_POT	181080	Recipe_Valeron_Bless_Hard
1	59436	SHOP_FESO_ITEMSHOPTEST_59436	FESO_ITEMSHOP_POT	20010	HastePotion
1	59437	SHOP_FESO_ITEMSHOPTEST_59437	FESO_ITEMSHOP_POT	40130	ArmoniaHolywater
1	59500	SHOP_FESO_ITEMSHOPTEST_59500	FESO_ITEMSHOP_CARD	22576	BSIdge_Event
1	59501	<$>185451</>	FESO_ITEMSHOP_CARD	22563	Card_JD_Event
1	59502	SHOP_FESO_ITEMSHOPTEST_59502	FESO_ITEMSHOP_CARD	22535	Card_Muathai_Event
1	59503	SHOP_FESO_ITEMSHOPTEST_59503	FESO_ITEMSHOP_CARD	22570	Asoka_Event
1	59504	SHOP_FESO_ITEMSHOPTEST_59504	FESO_ITEMSHOP_CARD	22512	Card_Adelina_Event
1	59505	SHOP_FESO_ITEMSHOPTEST_59505	FESO_ITEMSHOP_CARD	22557	Card_Adriana_Event
1	59506	SHOP_FESO_ITEMSHOPTEST_59506	FESO_ITEMSHOP_CARD	22545	Card_Ania_Event
1	59507	SHOP_FESO_ITEMSHOPTEST_59507	FESO_ITEMSHOP_CARD	22624	Card_Anies_Ev
1	59508	SHOP_FESO_ITEMSHOPTEST_59508	FESO_ITEMSHOP_CARD	22312	Card_Sariel2_Event
1	59509	SHOP_FESO_ITEMSHOPTEST_59509	FESO_ITEMSHOP_CARD	22515	Card_Alejandro_Event
1	59510	SHOP_FESO_ITEMSHOPTEST_59510	FESO_ITEMSHOP_CARD	22547	Card_EmliaLunatic_Event
1	59511	SHOP_FESO_ITEMSHOPTEST_59511	FESO_ITEMSHOP_CARD	22509	Card_Andre_Event
1	59512	SHOP_FESO_ITEMSHOPTEST_59512	FESO_ITEMSHOP_CARD	22508	Card_Yeganeh_Event
1	59513	SHOP_FESO_ITEMSHOPTEST_59513	FESO_ITEMSHOP_CARD	22559	Card_Ion_Event
1	59514	SHOP_FESO_ITEMSHOPTEST_59514	FESO_ITEMSHOP_CARD	22501	Card_Idge_Event
1	59515	SHOP_FESO_ITEMSHOPTEST_59515	FESO_ITEMSHOP_CARD	22607	Card_Illusion_Ev
1	59516	SHOP_FESO_ITEMSHOPTEST_59516	FESO_ITEMSHOP_CARD	22549	Card_Valleria_Event
1	59517	SHOP_FESO_ITEMSHOPTEST_59517	FESO_ITEMSHOP_CARD	22626	Card_Van_Ev
1	59518	SHOP_FESO_ITEMSHOPTEST_59518	FESO_ITEMSHOP_CARD	22595	Card_Veil_Event
1	59519	SHOP_FESO_ITEMSHOPTEST_59519	FESO_ITEMSHOP_CARD	22584	Vendetta_Event
1	59520	SHOP_FESO_ITEMSHOPTEST_59520	FESO_ITEMSHOP_CARD	22513	Card_MBoma_Event
1	59521	SHOP_FESO_ITEMSHOPTEST_59521	FESO_ITEMSHOP_CARD	22316	Card_Amy_Ev
1	59522	SHOP_FESO_ITEMSHOPTEST_59522	FESO_ITEMSHOP_CARD	22538	Card_Eduardo_Event
1	59523	SHOP_FESO_ITEMSHOPTEST_59523	FESO_ITEMSHOP_CARD	22308	Card_Evil_Event
1	59524	SHOP_FESO_ITEMSHOPTEST_59524	FESO_ITEMSHOP_CARD	22517	Card_Emilia_Event
1	59525	SHOP_FESO_ITEMSHOPTEST_59525	FESO_ITEMSHOP_CARD	22565	Card_ElisaOfficer_Event
1	59526	SHOP_FESO_ITEMSHOPTEST_59526	FESO_ITEMSHOP_CARD	22628	Card_Elizabeth_Ev
1	59527	SHOP_FESO_ITEMSHOPTEST_59527	FESO_ITEMSHOP_CARD	22536	Card_Angie_Event
1	59528	SHOP_FESO_ITEMSHOPTEST_59528	FESO_ITEMSHOP_CARD	22527	Card_AuchInfantry_Event
1	59529	SHOP_FESO_ITEMSHOPTEST_59529	FESO_ITEMSHOP_CARD	22585	Card_Olivia_Event
1	59530	SHOP_FESO_ITEMSHOPTEST_59530	FESO_ITEMSHOP_CARD	22537	Card_Kurt_Event
1	59531	SHOP_FESO_ITEMSHOPTEST_59531	FESO_ITEMSHOP_CARD	22571	AdelinaCaptain_Event
1	59532	SHOP_FESO_ITEMSHOPTEST_59532	FESO_ITEMSHOP_CARD	22580	Grandies2_Event
1	59533	SHOP_FESO_ITEMSHOPTEST_59533	FESO_ITEMSHOP_CARD	22302	Card_Bryan_Event
1	59534	SHOP_FESO_ITEMSHOPTEST_59534	FESO_ITEMSHOP_CARD	22606	Card_GracieloHD_Ev
1	59535	SHOP_FESO_ITEMSHOPTEST_59535	FESO_ITEMSHOP_CARD	22574	SohoFighter_Event
1	59536	SHOP_FESO_ITEMSHOPTEST_59536	FESO_ITEMSHOP_CARD	22548	Card_CatherineTorsche_Event
1	59537	SHOP_FESO_ITEMSHOPTEST_59537	FESO_ITEMSHOP_CARD	22529	Card_CatherineDEX_Event
1	59538	SHOP_FESO_ITEMSHOPTEST_59538	FESO_ITEMSHOP_CARD	22530	Card_CatherineINT_Event
1	59539	SHOP_FESO_ITEMSHOPTEST_59539	FESO_ITEMSHOP_CARD	22528	Card_CatherineSTR_Event
1	59540	SHOP_FESO_ITEMSHOPTEST_59540	FESO_ITEMSHOP_CARD	22531	Card_CatherineTOFU_Event
1	59541	SHOP_FESO_ITEMSHOPTEST_59541	FESO_ITEMSHOP_CARD	22593	Card_Kano_Event
1	59542	SHOP_FESO_ITEMSHOPTEST_59542	FESO_ITEMSHOP_CARD	22542	Card_Calyce_Event
1	59543	SHOP_FESO_ITEMSHOPTEST_59543	FESO_ITEMSHOP_CARD	22533	Card_Hingis_Event
1	59544	SHOP_FESO_ITEMSHOPTEST_59544	FESO_ITEMSHOP_CARD	22522	Card_Karjalainen_Event
1	59545	SHOP_FESO_ITEMSHOPTEST_59545	FESO_ITEMSHOP_CARD	22303	Card_BryanRare_Event
1	59546	SHOP_FESO_ITEMSHOPTEST_59546	FESO_ITEMSHOP_CARD	22612	Card_Clair2p_Ev
1	59547	SHOP_FESO_ITEMSHOPTEST_59547	FESO_ITEMSHOP_CARD	22619	Card_Gean_Ev
1	59548	SHOP_FESO_ITEMSHOPTEST_59548	FESO_ITEMSHOP_CARD	22502	Card_Claude_Event
1	59549	SHOP_FESO_ITEMSHOPTEST_59549	FESO_ITEMSHOP_CARD	22523	Card_Gracielo_Event
1	59550	SHOP_FESO_ITEMSHOPTEST_59550	FESO_ITEMSHOP_CARD	22526	Card_Grandma_Event
1	59551	SHOP_FESO_ITEMSHOPTEST_59551	FESO_ITEMSHOP_CARD	22555	Card_Grandies_Event
1	59552	SHOP_FESO_ITEMSHOPTEST_59552	FESO_ITEMSHOP_CARD	22558	Card_Cruze_Event
1	59553	SHOP_FESO_ITEMSHOPTEST_59553	FESO_ITEMSHOP_CARD	22520	Card_Gurtrude_Event
1	59554	SHOP_FESO_ITEMSHOPTEST_59554	FESO_ITEMSHOP_CARD	22543	Card_Clair_Event
1	59555	SHOP_FESO_ITEMSHOPTEST_59555	FESO_ITEMSHOP_CARD	22500	Card_Grace_Event
1	59556	SHOP_FESO_ITEMSHOPTEST_59556	FESO_ITEMSHOP_CARD	22309	Card_Kevin_Event
1	59557	SHOP_FESO_ITEMSHOPTEST_59557	FESO_ITEMSHOP_CARD	22592	Card_Kess_Event
1	59558	SHOP_FESO_ITEMSHOPTEST_59558	FESO_ITEMSHOP_CARD	22575	EmiliaSage_Event
1	59559	SHOP_FESO_ITEMSHOPTEST_59559	FESO_ITEMSHOP_CARD	22524	Card_Trooper_Event
1	59560	SHOP_FESO_ITEMSHOPTEST_59560	FESO_ITEMSHOP_CARD	22307	Card_LynnRare_Event
1	59561	SHOP_FESO_ITEMSHOPTEST_59561	FESO_ITEMSHOP_CARD	22310	Card_LeonaRare_Event
1	59562	SHOP_FESO_ITEMSHOPTEST_59562	FESO_ITEMSHOP_CARD	22311	Card_Sariel_Event
1	59563	SHOP_FESO_ITEMSHOPTEST_59563	FESO_ITEMSHOP_CARD	22621	Card_Jane_Ev
1	59564	SHOP_FESO_ITEMSHOPTEST_59564	FESO_ITEMSHOP_CARD	22604	Card_SierraLosPC_Ev
1	59565	SHOP_FESO_ITEMSHOPTEST_59565	FESO_ITEMSHOP_CARD	22317	Card_AmyRare_Ev
1	59566	SHOP_FESO_ITEMSHOPTEST_59566	FESO_ITEMSHOP_CARD	22625	Card_CadetLeonele_Ev
1	59567	SHOP_FESO_ITEMSHOPTEST_59567	FESO_ITEMSHOP_CARD	22321	Card_DietrichRare_Event
1	59568	SHOP_FESO_ITEMSHOPTEST_59568	FESO_ITEMSHOP_CARD	22507	Card_Jack_Event
1	59569	SHOP_FESO_ITEMSHOPTEST_59569	FESO_ITEMSHOP_CARD	22583	Sherlin_Event
1	59570	SHOP_FESO_ITEMSHOPTEST_59570	FESO_ITEMSHOP_CARD	22567	Card_Sharon_Event
1	59571	SHOP_FESO_ITEMSHOPTEST_59571	FESO_ITEMSHOP_CARD	22313	Card_Judith_Event
1	59572	SHOP_FESO_ITEMSHOPTEST_59572	FESO_ITEMSHOP_CARD	22610	Serious_Event
1	59573	SHOP_FESO_ITEMSHOPTEST_59573	FESO_ITEMSHOP_CARD	22582	BerneliSniper_Event
1	59574	SHOP_FESO_ITEMSHOPTEST_59574	FESO_ITEMSHOP_CARD	22608	SherlinICE_Event
1	59575	SHOP_FESO_ITEMSHOPTEST_59575	FESO_ITEMSHOP_CARD	22318	Card_Kevin_Event_ICE
1	59576	SHOP_FESO_ITEMSHOPTEST_59576	FESO_ITEMSHOP_CARD	22627	Card_ICEMontoro_Ev
1	59577	SHOP_FESO_ITEMSHOPTEST_59577	FESO_ITEMSHOP_CARD	22587	Card_SpyOlivia_Event
1	59578	SHOP_FESO_ITEMSHOPTEST_59578	FESO_ITEMSHOP_CARD	22617	Card_SLudin_Ev
1	59579	SHOP_FESO_ITEMSHOPTEST_59579	FESO_ITEMSHOP_CARD	22614	Card_Sesil_Ev
1	59580	SHOP_FESO_ITEMSHOPTEST_59580	FESO_ITEMSHOP_CARD	22532	Card_Selva_Event
1	59581	SHOP_FESO_ITEMSHOPTEST_59581	FESO_ITEMSHOP_CARD	22594	Card_Selane_Event
1	59582	SHOP_FESO_ITEMSHOPTEST_59582	FESO_ITEMSHOP_CARD	22573	PanfiloBattle_Event
1	59583	SHOP_FESO_ITEMSHOPTEST_59583	FESO_ITEMSHOP_CARD	22616	Card_BLudin_Ev
1	59584	SHOP_FESO_ITEMSHOPTEST_59584	FESO_ITEMSHOP_CARD	22539	Card_Soso_Event
1	59585	SHOP_FESO_ITEMSHOPTEST_59585	FESO_ITEMSHOP_CARD	22514	Card_Soho_Event
1	59586	SHOP_FESO_ITEMSHOPTEST_59586	FESO_ITEMSHOP_CARD	22581	Sorang_Event
1	59587	SHOP_FESO_ITEMSHOPTEST_59587	FESO_ITEMSHOP_CARD	22554	Card_Daria_Event
1	59588	SHOP_FESO_ITEMSHOPTEST_59588	FESO_ITEMSHOP_CARD	22314	Card_Judith2_Event
1	59589	SHOP_FESO_ITEMSHOPTEST_59589	FESO_ITEMSHOP_CARD	22320	Card_Dietrich_Event
1	59590	SHOP_FESO_ITEMSHOPTEST_59590	FESO_ITEMSHOP_CARD	22506	Card_Tiburon_Event
1	59591	SHOP_FESO_ITEMSHOPTEST_59591	FESO_ITEMSHOP_CARD	22566	Card_Tora_Event
1	59592	SHOP_FESO_ITEMSHOPTEST_59592	FESO_ITEMSHOP_CARD	22301	Card_Lorraine_Event
1	59593	SHOP_FESO_ITEMSHOPTEST_59593	FESO_ITEMSHOP_CARD	22518	Card_Sharif_Event
1	59594	SHOP_FESO_ITEMSHOPTEST_59594	FESO_ITEMSHOP_CARD	22553	Card_Natalie_Event
1	59595	SHOP_FESO_ITEMSHOPTEST_59595	FESO_ITEMSHOP_CARD	22544	Card_Nar_Event
1	59596	SHOP_FESO_ITEMSHOPTEST_59596	FESO_ITEMSHOP_CARD	22605	Card_Nena_Ev
1	59597	SHOP_FESO_ITEMSHOPTEST_59597	FESO_ITEMSHOP_CARD	22618	Card_Patrick_Ev
1	59598	SHOP_FESO_ITEMSHOPTEST_59598	FESO_ITEMSHOP_CARD	22322	Card_Vanessa_Event
1	59599	SHOP_FESO_ITEMSHOPTEST_59599	FESO_ITEMSHOP_CARD	22568	Card_Barrel_Event
1	59600	SHOP_FESO_ITEMSHOPTEST_59600	FESO_ITEMSHOP_CARD	22611	Card_Clair2_Ev
1	59601	SHOP_FESO_ITEMSHOPTEST_59601	FESO_ITEMSHOP_CARD	22510	Card_Panfilo_Event
1	59602	SHOP_FESO_ITEMSHOPTEST_59602	FESO_ITEMSHOP_CARD	22534	Card_Viki_Event
1	59603	SHOP_FESO_ITEMSHOPTEST_59603	FESO_ITEMSHOP_CARD	22540	Card_Rio_Event
1	59604	SHOP_FESO_ITEMSHOPTEST_59604	FESO_ITEMSHOP_CARD	22541	Card_Backho_Event
1	59605	SHOP_FESO_ITEMSHOPTEST_59605	FESO_ITEMSHOP_CARD	22560	Card_Vincent_Event
1	59606	SHOP_FESO_ITEMSHOPTEST_59606	FESO_ITEMSHOP_CARD	22622	Card_Jin_Ev
1	59607	SHOP_FESO_ITEMSHOPTEST_59607	FESO_ITEMSHOP_CARD	22588	Card_Freeday_Event
1	59608	SHOP_FESO_ITEMSHOPTEST_59608	FESO_ITEMSHOP_CARD	22503	Card_Brunie_Event
1	59609	SHOP_FESO_ITEMSHOPTEST_59609	FESO_ITEMSHOP_CARD	22561	Card_Veatrice_Event
1	59610	SHOP_FESO_ITEMSHOPTEST_59610	FESO_ITEMSHOP_CARD	22562	Card_Heyran_Event
1	59611	SHOP_FESO_ITEMSHOPTEST_59611	FESO_ITEMSHOP_CARD	22304	Card_Bane_Event
1	59612	SHOP_FESO_ITEMSHOPTEST_59612	FESO_ITEMSHOP_CARD	22620	Card_Berthe_Ev
1	59613	SHOP_FESO_ITEMSHOPTEST_59613	FESO_ITEMSHOP_CARD	22546	Card_Hellena_Event
1	59614	SHOP_FESO_ITEMSHOPTEST_59614	FESO_ITEMSHOP_CARD	22552	Card_Berroniff_Event
1	59615	SHOP_FESO_ITEMSHOPTEST_59615	FESO_ITEMSHOP_CARD	22511	Card_Cortasar_Event
1	59616	SHOP_FESO_ITEMSHOPTEST_59616	FESO_ITEMSHOP_CARD	22115	Card_Mary_Event
1	59617	SHOP_FESO_ITEMSHOPTEST_59617	FESO_ITEMSHOP_CARD	22564	Card_Marchetti_Event
1	59618	SHOP_FESO_ITEMSHOPTEST_59618	FESO_ITEMSHOP_CARD	155048	Mifuyu for event
1	59619	SHOP_FESO_ITEMSHOPTEST_59619	FESO_ITEMSHOP_CARD	22613	Card_Mireille_Ev
1	59620	SHOP_FESO_ITEMSHOPTEST_59620	FESO_ITEMSHOP_CARD	22602	Card_MontoroPC_Event
1	59621	SHOP_FESO_ITEMSHOPTEST_59621	FESO_ITEMSHOP_CARD	22319	Card_Yuliana_Event
1	59622	SHOP_FESO_ITEMSHOPTEST_59622	FESO_ITEMSHOP_CARD	22603	Card_HiredClaude_Ev
1	59623	SHOP_FESO_ITEMSHOPTEST_59623	FESO_ITEMSHOP_CARD	22113	Card_Racel_Event
1	59624	SHOP_FESO_ITEMSHOPTEST_59624	FESO_ITEMSHOP_CARD	22505	Card_Ramiro_Event
1	59625	SHOP_FESO_ITEMSHOPTEST_59625	FESO_ITEMSHOP_CARD	22572	Ralph_Event
1	59626	SHOP_FESO_ITEMSHOPTEST_59626	FESO_ITEMSHOP_CARD	22551	Card_LEONELE_Event
1	59627	SHOP_FESO_ITEMSHOPTEST_59627	FESO_ITEMSHOP_CARD	22516	Card_Lisa_Event
1	59628	SHOP_FESO_ITEMSHOPTEST_59628	FESO_ITEMSHOP_CARD	22315	Card_Risky_Ev
1	59629	SHOP_FESO_ITEMSHOPTEST_59629	FESO_ITEMSHOP_CARD	22504	Card_Soldier_Event
1	59630	SHOP_FESO_ITEMSHOPTEST_59630	FESO_ITEMSHOP_CARD	22306	Card_Lynn_Event
1	59631	SHOP_FESO_ITEMSHOPTEST_59631	FESO_ITEMSHOP_CARD	22556	Card_Rudin_Event
1	59632	SHOP_FESO_ITEMSHOPTEST_59632	FESO_ITEMSHOP_CARD	22550	Card_Raven_Event
1	59633	SHOP_FESO_ITEMSHOPTEST_59633	FESO_ITEMSHOP_CARD	22597	Card_Rachel_Event
1	59634	SHOP_FESO_ITEMSHOPTEST_59634	FESO_ITEMSHOP_CARD	22609	Levin_Event
1	59635	SHOP_FESO_ITEMSHOPTEST_59635	FESO_ITEMSHOP_CARD	22305	Card_Leona_Event
1	59636	SHOP_FESO_ITEMSHOPTEST_59636	FESO_ITEMSHOP_CARD	22521	Card_RescueKnight_Event
1	59637	SHOP_FESO_ITEMSHOPTEST_59637	FESO_ITEMSHOP_CARD	22591	Card_Spirit_Event
1	59638	SHOP_FESO_ITEMSHOPTEST_59638	FESO_ITEMSHOP_CARD	22615	Card_Laura_Ev
1	59639	SHOP_FESO_ITEMSHOPTEST_59639	FESO_ITEMSHOP_CARD	22599	Card_Rosa_Event
1	59640	SHOP_FESO_ITEMSHOPTEST_59640	FESO_ITEMSHOP_CARD	22600	Card_Roht_Event
1	59641	SHOP_FESO_ITEMSHOPTEST_59641	FESO_ITEMSHOP_CARD	22525	Card_Romina_Event
1	59642	SHOP_FESO_ITEMSHOPTEST_59642	FESO_ITEMSHOP_CARD	22519	Card_Lorch_Event
1	59643	SHOP_FESO_ITEMSHOPTEST_59643	FESO_ITEMSHOP_CARD	22300	Card_Dolores_Event
1	59644	SHOP_FESO_ITEMSHOPTEST_59644	FESO_ITEMSHOP_CARD	22623	Card_Roreta_Ev
1	59645	SHOP_FESO_ITEMSHOPTEST_59645	FESO_ITEMSHOP_CARD	22589	Card_Liung_Event
1	59646	SHOP_FESO_ITEMSHOPTEST_59646	FESO_ITEMSHOP_CARD	22323	Card_Hektor_Event
1	59647	SHOP_FESO_ITEMSHOPTEST_59647	FESO_ITEMSHOP_CARD	22324	Card_Niva_Event
1	59648	SHOP_FESO_ITEMSHOPTEST_59648	FESO_ITEMSHOP_CARD	22325	Card_Jaina_Event
1	59649	SHOP_FESO_ITEMSHOPTEST_59649	FESO_ITEMSHOP_CARD	22326	Card_NavyKano_Event
