AiRange	AutoCheck	AutoDuel	BgName	BgmPlayList	ChangeChannel	Channel	ChaseLimit	ClassID	ClassName	CliqueWar	ColBan	ColGenX	ColGenY	ColGenZ	ColonyEXP	ColonyX	ColonyY	ColonyZ	Continent	DefGenPosX	DefGenPosY	DefGenPosZ	Desc	DropItem1Freq	DropItem1ID	DropItem2Freq	DropItem2ID	DropItem3Freq	DropItem3ID	DropItem4Freq	DropItem4ID	DropItem5Freq	DropItem5ID	DropItem6Freq	DropItem6ID	DropItem7Freq	DropItem7ID	EnablePK	EngName	FlagCount	GetRestart	HeldWepn	HideEnemyPhrase	Info	IsAutoMission	ItemGroup	ItemPriorityTime	ItemViewDist	LeaveTime	LoadingImg	LockWarp	LockWarpCommLV	LockWarpSaveId	MapTitleFont1	MapTitleFont2	MinimapFile	MinimapLength	MinimapOffsetX	MinimapOffsetY	Mission	MonCache	MonViewDist	MonsterDropBlock	MovableZone	Name	NewPVPRule	NoMIC	Note	PartyBuff	PartyWar	PcCache	PcViewDist	QuestWarp	RecallRequestAble	RecallTakeAble	RewardEXPBM	RewardItemBM	SaveWarp	Thumbnail	TokName	TriggerViewDist	Tutorial	Type	UseAIAnyWhere	UseGlobalDrop	UseInitScp	UseItemCoolDown	UseReturnScroll	UseTeleportScroll	UserShop	ViewMiddleRange	ViewRange	WarGroup	WayPointX	WayPointY	WayPointZ	WorldMapName	ZoneItem	ZoneScript	vsMon	vsPC
2500	TRUE	FALSE	dun_casile02	dun_casile01	TRUE	2	5	97	dun_casile02_hard	FALSE	0	0	0	0	1	0	0	0	Orpesia	-3203	-1009	-404	<$>208343</>	5000	89209	5000	89210	3500	157282	110000	157277	0	0	0	0	0	0	TRUE	Imperium Lex	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_casile02.jpg	45242.656	0	14507.137	FALSE	TRUE	4000	FALSE	ile_basic,dun_casile02_hard	<$>208343</>	0	0	<$>208342</>	TRUE	FALSE	TRUE	4000	TRUE	FALSE	TRUE	1	1	TRUE	thumb_dun_casile02.jpg	dun_casile02	6000	FALSE	PARTYWAR	NO	0	0	1	FALSE	TRUE	TRUE	4000	6000	0	-3203	-1009	-404	ile_basic_btn	None	None	TRUE	TRUE
2500	TRUE	FALSE	dun_casile03	dun_casile03	TRUE	1	5	99	dun_casile03_normal	FALSE	0	0	0	0	1	0	0	0	Orpesia	-18808	27	-1011	<$>212199</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Imperium Glory	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_casile03.jpg	53940	-825	-9456	FALSE	TRUE	4000	FALSE	dun_casile02_normal	<$>212199</>	0	0	<$>212199</>	TRUE	FALSE	TRUE	4000	TRUE	FALSE	TRUE	1	1	TRUE	thumb_dun_casile03.jpg	dun_casile03	6000	FALSE	PARTYWAR	NO	0	0	1	FALSE	TRUE	TRUE	4000	6000	0	-18808	27	-1011	ile_basic_btn	None	None	TRUE	TRUE
2500	TRUE	FALSE	dun_casile03	dun_casile03	FALSE	1	5	100	dun_casile03_hard	FALSE	0	0	0	0	1	0	0	0	Orpesia	-18808	27	-1011	<$>212201</>	4000	157294	95000	157295	95000	89213	600000	157290	700000	157291	70000	157239	0	0	TRUE	Imperium Glory	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	dun_casile03.jpg	53940	-825	-9456	FALSE	TRUE	4000	FALSE	dun_casile02_hard	<$>212201</>	0	0	<$>212200</>	TRUE	FALSE	TRUE	4000	TRUE	FALSE	TRUE	1	1	TRUE	thumb_dun_casile03.jpg	dun_casile03	6000	FALSE	PARTYWAR	NO	0	0	1	FALSE	TRUE	TRUE	4000	6000	0	-18808	27	-1011	ile_basic_btn	None	None	TRUE	TRUE
2500	TRUE	FALSE	fld_alt01	fld_alt01	TRUE	1	5	142	fld_alt01	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	36584	16602	2853	<$>223663</>	65	21803	130000	192094	130000	192093	65000	192095	5000	192260	15000	192010	800	157327	TRUE	Camellia Teia	4	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_alt01.jpg	94353.32	10332.631	6616.183	FALSE	TRUE	3200	FALSE	alt_basic,fld_alt02,btl_ktv05	<$>223663</>	0	0	<$>223663</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1	1	TRUE	thumb_fld_alt01.jpg	fld_alt01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	FALSE	4000	6000	0	0	0	0	fld_alt01_btn	fld_alt01	None	TRUE	FALSE
2500	TRUE	FALSE	fld_alt02	fld_alt02	TRUE	1	5	143	fld_alt02	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	22812	-23714	9005	<$>223664</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	River of Fire	4	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_alt02.jpg	40909.878	7392.5	-14668.063	FALSE	TRUE	3200	FALSE	fld_alt01	<$>223664</>	0	0	<$>223664</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1	1	TRUE	thumb_fld_alt02.jpg	fld_alt02	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	FALSE	4000	6000	0	0	0	0	fld_alt02_btn	fld_alt02	None	TRUE	FALSE
2500	TRUE	FALSE	portus_basic	fld_alt02	TRUE	1	2	144	fld_alt03	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	343	164	97	<$>228418</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Portus	4	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_alt03.jpg	51357	572.752	14803	FALSE	TRUE	3200	FALSE	alt_basic	<$>228418</>	0	0	<$>228418</>	TRUE	FALSE	TRUE	3000	TRUE	FALSE	TRUE	1	1	TRUE	thumb_fld_alt03.jpg	portus_basic	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	FALSE	4000	6000	0	0	0	0	fld_alt03_btn	None	None	TRUE	FALSE
2500	FALSE	FALSE	fld_reb	Reboldoeux_Field	TRUE	3	5	200	fld_reb	FALSE	0	0	0	0	1	-86	-4105	1457	GranadoEspada	-24	-2320	1452	<$>47338</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	Reboldoeux Queen's Gate	3	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_reb.jpg	28800	-75.901	4051.61	FALSE	TRUE	3200	FALSE	reb_basic,dun_sub,btl_reb01,btl_reb03	<$>47338</>	0	0	<$>47337</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1	1	TRUE	thumb_fld_reb.jpg	fld_reb	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	FALSE	TRUE	4000	6000	0	-86	-4105	1457	reb_basic_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	fld_ttr	Tetra_Field	TRUE	3	5	203	fld_ttr	FALSE	0	0	0	0	1	2509	1234	1168	GranadoEspada	-2943	-730	123	<$>47344</>	10	75317	15	21908	950	23233	800	21806	800	21811	0	0	250000	160261	TRUE	Tetra Great Ruins	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_ttr.jpg	54300	-1611.144	-1878.93	FALSE	TRUE	3200	FALSE	btl_ttr01,btl_ttr03,dun_ttr01,btl_ktv03,gig_basic,btl_reb03,btl_tbk01,fld_tor,fld_jaq,fld_ptv,fld_alq,auch_basic,coim_basic,reb_basic	<$>47344</>	0	0	<$>47343</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_fld_ttr.jpg	fld_ttr	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	2148	382	1185	fld_ttr_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	fld_ptv	Porto_Bello_Field	TRUE	3	5	204	fld_ptv	FALSE	0	0	0	0	1	-3395	-2811	935	GranadoEspada	-9903	5880	931	<$>47346</>	10	75317	15	21913	30	20069	950	23233	800	21816	0	0	250000	160261	TRUE	Porto Bello	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_ptv.jpg	24750	-4869.381	-245.637	FALSE	TRUE	3200	FALSE	btl_coim01,btl_ptv01,dun_ptv01,btl_ktv03,gig_basic,btl_reb03,btl_tbk01,fld_tor,fld_jaq,fld_ttr,fld_alq,auch_basic,coim_basic,reb_basic	<$>47346</>	0	0	<$>47345</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_fld_ptv.jpg	fld_ptv	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-3395	-2811	935	fld_ptv_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	fld_alq	Al_Quelt_Moreza_Field	TRUE	3	5	207	fld_alq	FALSE	0	0	0	0	1	268	7903	148	GranadoEspada	467	101	138	<$>47348</>	10	75317	10	21907	950	23233	0	0	0	0	0	0	250000	160261	TRUE	Al Quelt Moreza	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_alq.jpg	39900	2150.694	-5639.388	FALSE	TRUE	3200	FALSE	btl_reb04,btl_alq01,dun_alq01,btl_ktv03,gig_basic,btl_reb03,btl_tbk01,fld_tor,fld_jaq,fld_ptv,fld_ttr,auch_basic,coim_basic,reb_basic	<$>47348</>	0	0	<$>47347</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1	1	TRUE	thumb_fld_alq.jpg	fld_alq	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	378	7637	149	fld_alq_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb01	Battle_Field_1	TRUE	3	5	501	btl_reb01	FALSE	0	0	0	0	1	-10524	11553	-2411	GranadoEspada	-10524	11553	-2411	<$>47355</>	10	75317	10	21907	950	23233	0	0	0	0	0	0	250000	160261	TRUE	Reboldoeux Stone Pit	1	None	TRUE	0	None	FALSE	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb01.jpg	46250	-2490.607	2983.309	FALSE	TRUE	3200	FALSE	reb_basic,fld_reb,btl_reb04	<$>47355</>	0	0	<$>47354</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	TRUE	1.4	1	TRUE	thumb_btl_reb01.jpg	btl_reb01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-10524	11553	-2411	btl_reb01_btn	btl_reb01	None	TRUE	FALSE
