AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCHA_Opt	IncCON	IncDEX	IncDEX_Opt	IncINT	IncINT_Opt	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	IncSTR_Opt	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSP_Opt	MaterialSet	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	R 10273	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16293	Ring_Insanity_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42068</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Croix fente +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42067</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34877</>	1	16293	1	None	2500	0	None	<$>42066</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	16	None	0	0	0
0	0	0	0	R 10274	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16294	Ring_DeathCrest_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42070</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Entrer en lices +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42069</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34877</>	1	16294	1	None	2500	0	None	<$>42066</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	16	None	0	0	0
0	0	0	0	R 10275	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16295	Ring_EternalTempest_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42072</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Mortel eternity +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42071</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34877</>	1	16295	1	None	2500	0	None	<$>42066</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	16	None	0	0	0
0	0	0	0	R 10161	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16322	Ring_Battlesmash_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42132</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	64	Battlesmash +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42131</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>41448</>	1	16322	1	None	2500	0	None	<$>42133</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	64	TRUE	16	None	0	0	0
0	0	0	0	R 10162	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16323	Ring_Rollsofthunder_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42135</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	64	Rollsofthunder +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42134</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>41448</>	1	16323	1	None	2500	0	None	<$>42133</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	64	TRUE	16	None	0	0	0
0	0	0	0	R 10163	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16324	Ring_Shouldercharge_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42137</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	64	Shouldercharge +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42136</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>41448</>	1	16324	1	None	2500	0	None	<$>42133</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	64	TRUE	16	None	0	0	0
0	0	0	0	R 10164	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16325	Ring_Throwingaxe_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42139</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	64	Throwingaxe +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42138</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>41448</>	1	16325	1	None	2500	0	None	<$>42133</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	64	TRUE	16	None	0	0	0
0	0	0	0	R 10165	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16326	Ring_Windstorm_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42141</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	64	Windstorm +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42140</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>41448</>	1	16326	1	None	2500	0	None	<$>42133</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	64	TRUE	16	None	0	0	0
0	0	0	0	R 1027	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16447	Ring_FatalBlues_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42418</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Fatal Blues +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42417</>	None	0	1001	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32360</>	1	16447	1	None	5000	0	None	<$>42419</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	25	None	0	0	0
0	0	0	0	R 1026	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16448	Ring_Grinding_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42421</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Grinding +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42420</>	None	0	1001	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32360</>	1	16448	1	None	5000	0	None	<$>42422</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	25	None	0	0	0
0	0	0	0	R 1030	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16464	Ring_Leadership_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42465</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Leadership +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42464</>	None	0	1001	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32360</>	1	16464	1	None	5000	0	None	<$>42466</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	25	None	0	0	0
0	0	0	0	R 1033	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16465	Ring_Feralroar_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42468</>	0	0	0	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Feral Roar +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42467</>	None	0	1001	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32360</>	1	16465	1	None	5000	0	None	<$>42469</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	25	None	0	0	0
