ChipCount	ChipType	ClassID	ClassName	Down	Grade	Rank	Stay	Up
20	24113	56	Ear_g8r0	0	8	0	0	100
20	24113	57	Ear_g8r1	0	8	1	0	100
20	24113	58	Ear_g8r2	0	8	2	0	100
30	24113	59	Ear_g8r3	0	8	3	0	100
30	24113	60	Ear_g8r4	0	8	4	0	100
30	24113	61	Ear_g8r5	0	8	5	0	100
40	24113	62	Ear_g8r6	0	8	6	0	100
40	24113	63	Ear_g8r7	0	8	7	0	100
40	24113	64	Ear_g8r8	0	8	8	0	100
40	24113	65	Ear_g8r9	0	8	9	0	100
0	24113	66	Ear_g8r10	0	8	10	100	0
20	192004	67	Ear_g9r0	0	9	0	0	100
20	192004	68	Ear_g9r1	0	9	1	0	100
20	192004	69	Ear_g9r2	0	9	2	0	100
30	192004	70	Ear_g9r3	0	9	3	0	100
30	192004	71	Ear_g9r4	0	9	4	0	100
30	192004	72	Ear_g9r5	0	9	5	0	100
40	192004	73	Ear_g9r6	0	9	6	0	100
40	192004	74	Ear_g9r7	0	9	7	0	100
40	192004	75	Ear_g9r8	0	9	8	0	100
40	192004	76	Ear_g9r9	0	9	9	0	100
0	192004	77	Ear_g9r10	0	9	10	100	0
20	192096	78	Ear_g10r0	0	10	0	0	100
20	192096	79	Ear_g10r1	0	10	1	0	100
20	192096	80	Ear_g10r2	0	10	2	0	100
30	192096	81	Ear_g10r3	0	10	3	0	100
30	192096	82	Ear_g10r4	0	10	4	0	100
30	192096	83	Ear_g10r5	0	10	5	0	100
40	192096	84	Ear_g10r6	0	10	6	0	100
40	192096	85	Ear_g10r7	0	10	7	0	100
40	192096	86	Ear_g10r8	0	10	8	0	100
40	192096	87	Ear_g10r9	0	10	9	0	100
0	192096	88	Ear_g10r10	0	10	10	100	0
20	192260	89	Ear_g11r0	0	11	0	0	100
20	192260	90	Ear_g11r1	0	11	1	0	100
20	192260	91	Ear_g11r2	0	11	2	0	100
30	192260	92	Ear_g11r3	0	11	3	0	100
30	192260	93	Ear_g11r4	0	11	4	0	100
30	192260	94	Ear_g11r5	0	11	5	0	100
40	192260	95	Ear_g11r6	0	11	6	0	100
40	192260	96	Ear_g11r7	0	11	7	0	100
40	192260	97	Ear_g11r8	0	11	8	0	100
40	192260	98	Ear_g11r9	0	11	9	0	100
0	192260	99	Ear_g11r10	0	11	10	100	0
10	21926	101	Belt_g13r0	0	13	0	0	100
10	21926	102	Belt_g13r1	0	13	1	0	100
10	21926	103	Belt_g13r2	0	13	2	0	100
20	21926	104	Belt_g13r3	0	13	3	0	100
20	21926	105	Belt_g13r4	0	13	4	0	100
20	21926	106	Belt_g13r5	0	13	5	0	100
30	21926	107	Belt_g13r6	0	13	6	0	100
30	21926	108	Belt_g13r7	0	13	7	0	100
30	21926	109	Belt_g13r8	0	13	8	0	100
0	21926	110	Belt_g13r9	0	13	9	100	0
0	21926	111	Belt_g13r10	0	13	10	100	0
20	21926	112	Belt_g14r0	0	14	0	0	100
20	21926	113	Belt_g14r1	0	14	1	0	100
20	21926	114	Belt_g14r2	0	14	2	0	100
30	21926	115	Belt_g14r3	0	14	3	0	100
30	21926	116	Belt_g14r4	0	14	4	0	100
30	21926	117	Belt_g14r5	0	14	5	0	100
40	21926	118	Belt_g14r6	0	14	6	0	100
40	21926	119	Belt_g14r7	0	14	7	0	100
40	21926	120	Belt_g14r8	0	14	8	0	100
40	21926	121	Belt_g14r9	0	14	9	0	100
0	21926	122	Belt_g14r10	0	14	10	100	0
20	21928	123	Belt_g15r0	0	15	0	0	100
20	21928	124	Belt_g15r1	0	15	1	0	100
20	21928	125	Belt_g15r2	0	15	2	0	100
30	21928	126	Belt_g15r3	0	15	3	0	100
30	21928	127	Belt_g15r4	0	15	4	0	100
30	21928	128	Belt_g15r5	0	15	5	0	100
40	21928	129	Belt_g15r6	0	15	6	0	100
40	21928	130	Belt_g15r7	0	15	7	0	100
40	21928	131	Belt_g15r8	0	15	8	0	100
40	21928	132	Belt_g15r9	0	15	9	0	100
0	21928	133	Belt_g15r10	0	15	10	100	0
20	21928	134	Belt_g16r0	0	16	0	0	100
20	21928	135	Belt_g16r1	0	16	1	0	100
20	21928	136	Belt_g16r2	0	16	2	0	100
30	21928	137	Belt_g16r3	0	16	3	0	100
30	21928	138	Belt_g16r4	0	16	4	0	100
30	21928	139	Belt_g16r5	0	16	5	0	100
40	21928	140	Belt_g16r6	0	16	6	0	100
40	21928	141	Belt_g16r7	0	16	7	0	100
40	21928	142	Belt_g16r8	0	16	8	0	100
40	21928	143	Belt_g16r9	0	16	9	0	100
0	21928	144	Belt_g16r10	0	16	10	100	0
20	24109	145	Belt_g17r0	0	17	0	0	100
20	24109	146	Belt_g17r1	0	17	1	0	100
20	24109	147	Belt_g17r2	0	17	2	0	100
30	24109	148	Belt_g17r3	0	17	3	0	100
30	24109	149	Belt_g17r4	0	17	4	0	100
30	24109	150	Belt_g17r5	0	17	5	0	100
40	24109	151	Belt_g17r6	0	17	6	0	100
40	24109	152	Belt_g17r7	0	17	7	0	100
40	24109	153	Belt_g17r8	0	17	8	0	100
40	24109	154	Belt_g17r9	0	17	9	0	100
0	24109	155	Belt_g17r10	0	17	10	100	0
20	24113	156	Belt_g18r0	0	18	0	0	100
20	24113	157	Belt_g18r1	0	18	1	0	100
20	24113	158	Belt_g18r2	0	18	2	0	100
30	24113	159	Belt_g18r3	0	18	3	0	100
30	24113	160	Belt_g18r4	0	18	4	0	100
30	24113	161	Belt_g18r5	0	18	5	0	100
40	24113	162	Belt_g18r6	0	18	6	0	100
40	24113	163	Belt_g18r7	0	18	7	0	100
40	24113	164	Belt_g18r8	0	18	8	0	100
40	24113	165	Belt_g18r9	0	18	9	0	100
0	24113	166	Belt_g18r10	0	18	10	100	0
20	192004	167	Belt_g19r0	0	19	0	0	100
20	192004	168	Belt_g19r1	0	19	1	0	100
20	192004	169	Belt_g19r2	0	19	2	0	100
30	192004	170	Belt_g19r3	0	19	3	0	100
30	192004	171	Belt_g19r4	0	19	4	0	100
30	192004	172	Belt_g19r5	0	19	5	0	100
40	192004	173	Belt_g19r6	0	19	6	0	100
40	192004	174	Belt_g19r7	0	19	7	0	100
40	192004	175	Belt_g19r8	0	19	8	0	100
40	192004	176	Belt_g19r9	0	19	9	0	100
0	192004	177	Belt_g19r10	0	19	10	100	0
20	192096	178	Belt_g20r0	0	20	0	0	100
20	192096	179	Belt_g20r1	0	20	1	0	100
20	192096	180	Belt_g20r2	0	20	2	0	100
30	192096	181	Belt_g20r3	0	20	3	0	100
30	192096	182	Belt_g20r4	0	20	4	0	100
30	192096	183	Belt_g20r5	0	20	5	0	100
40	192096	184	Belt_g20r6	0	20	6	0	100
40	192096	185	Belt_g20r7	0	20	7	0	100
40	192096	186	Belt_g20r8	0	20	8	0	100
40	192096	187	Belt_g20r9	0	20	9	0	100
0	192096	188	Belt_g20r10	0	20	10	100	0
20	192260	189	Belt_g21r0	0	21	0	0	100
20	192260	190	Belt_g21r1	0	21	1	0	100
20	192260	191	Belt_g21r2	0	21	2	0	100
30	192260	192	Belt_g21r3	0	21	3	0	100
30	192260	193	Belt_g21r4	0	21	4	0	100
30	192260	194	Belt_g21r5	0	21	5	0	100
40	192260	195	Belt_g21r6	0	21	6	0	100
40	192260	196	Belt_g21r7	0	21	7	0	100
40	192260	197	Belt_g21r8	0	21	8	0	100
40	192260	198	Belt_g21r9	0	21	9	0	100
0	192260	199	Belt_g21r10	0	21	10	100	0
10	21926	201	neck_g23r0	0	23	0	0	100
10	21926	202	neck_g23r1	0	23	1	0	100
10	21926	203	neck_g23r2	0	23	2	0	100
20	21926	204	neck_g23r3	0	23	3	0	100
20	21926	205	neck_g23r4	0	23	4	0	100
20	21926	206	neck_g23r5	0	23	5	0	100
30	21926	207	neck_g23r6	0	23	6	0	100
30	21926	208	neck_g23r7	0	23	7	0	100
30	21926	209	neck_g23r8	0	23	8	0	100
0	21926	210	neck_g23r9	0	23	9	100	0
0	21926	211	neck_g23r10	0	23	10	100	0
20	21928	212	neck_g26r0	0	26	0	0	100
20	21928	213	neck_g26r1	0	26	1	0	100
20	21928	214	neck_g26r2	0	26	2	0	100
30	21928	215	neck_g26r3	0	26	3	0	100
30	21928	216	neck_g26r4	0	26	4	0	100
30	21928	217	neck_g26r5	0	26	5	0	100
40	21928	218	neck_g26r6	0	26	6	0	100
40	21928	219	neck_g26r7	0	26	7	0	100
40	21928	220	neck_g26r8	0	26	8	0	100
40	21928	221	neck_g26r9	0	26	9	0	100
0	21928	222	neck_g26r10	0	26	10	100	0
20	24109	223	neck_g27r0	0	27	0	0	100
20	24109	224	neck_g27r1	0	27	1	0	100
20	24109	225	neck_g27r2	0	27	2	0	100
30	24109	226	neck_g27r3	0	27	3	0	100
30	24109	227	neck_g27r4	0	27	4	0	100
30	24109	229	neck_g27r5	0	27	5	0	100
40	24109	230	neck_g27r6	0	27	6	0	100
40	24109	231	neck_g27r7	0	27	7	0	100
40	24109	232	neck_g27r8	0	27	8	0	100
40	24109	233	neck_g27r9	0	27	9	0	100
0	24109	234	neck_g27r10	0	27	10	100	0
20	24113	235	neck_g28r0	0	28	0	0	100
20	24113	236	neck_g28r1	0	28	1	0	100
20	24113	237	neck_g28r2	0	28	2	0	100
30	24113	238	neck_g28r3	0	28	3	0	100
30	24113	239	neck_g28r4	0	28	4	0	100
30	24113	240	neck_g28r5	0	28	5	0	100
40	24113	241	neck_g28r6	0	28	6	0	100
40	24113	242	neck_g28r7	0	28	7	0	100
40	24113	243	neck_g28r8	0	28	8	0	100
40	24113	244	neck_g28r9	0	28	9	0	100
0	24113	245	neck_g28r10	0	28	10	100	0
20	192004	246	neck_g29r0	0	29	0	0	100
20	192004	247	neck_g29r1	0	29	1	0	100
20	192004	248	neck_g29r2	0	29	2	0	100
30	192004	249	neck_g29r3	0	29	3	0	100
30	192004	250	neck_g29r4	0	29	4	0	100
30	192004	251	neck_g29r5	0	29	5	0	100
40	192004	252	neck_g29r6	0	29	6	0	100
40	192004	253	neck_g29r7	0	29	7	0	100
40	192004	254	neck_g29r8	0	29	8	0	100
40	192004	255	neck_g29r9	0	29	9	0	100
0	192004	256	neck_g29r10	0	29	10	100	0
20	192096	257	neck_g30r0	0	30	0	0	100
20	192096	258	neck_g30r1	0	30	1	0	100
20	192096	259	neck_g30r2	0	30	2	0	100
30	192096	260	neck_g30r3	0	30	3	0	100
30	192096	261	neck_g30r4	0	30	4	0	100
30	192096	262	neck_g30r5	0	30	5	0	100
40	192096	263	neck_g30r6	0	30	6	0	100
40	192096	264	neck_g30r7	0	30	7	0	100
40	192096	265	neck_g30r8	0	30	8	0	100
40	192096	266	neck_g30r9	0	30	9	0	100
0	192096	267	neck_g30r10	0	30	10	100	0
20	192260	268	neck_g31r0	0	31	0	0	100
20	192260	269	neck_g31r1	0	31	1	0	100
20	192260	270	neck_g31r2	0	31	2	0	100
30	192260	271	neck_g31r3	0	31	3	0	100
30	192260	272	neck_g31r4	0	31	4	0	100
30	192260	273	neck_g31r5	0	31	5	0	100
40	192260	274	neck_g31r6	0	31	6	0	100
40	192260	275	neck_g31r7	0	31	7	0	100
40	192260	276	neck_g31r8	0	31	8	0	100
40	192260	277	neck_g31r9	0	31	9	0	100
0	192260	278	neck_g31r10	0	31	10	100	0
10	21926	301	Glove_g33r0	0	33	0	0	100
10	21926	302	Glove_g33r1	0	33	1	0	100
10	21926	303	Glove_g33r2	0	33	2	0	100
20	21926	304	Glove_g33r3	0	33	3	0	100
20	21926	305	Glove_g33r4	0	33	4	0	100
20	21926	306	Glove_g33r5	0	33	5	0	100
30	21926	307	Glove_g33r6	0	33	6	0	100
30	21926	308	Glove_g33r7	0	33	7	0	100
30	21926	309	Glove_g33r8	0	33	8	0	100
0	21926	310	Glove_g33r9	0	33	9	100	0
20	21928	311	Glove_g34r0	0	34	0	0	100
20	21928	312	Glove_g34r1	0	34	1	0	100
20	21928	313	Glove_g34r2	0	34	2	0	100
30	21928	314	Glove_g34r3	0	34	3	0	100
30	21928	315	Glove_g34r4	0	34	4	0	100
30	21928	316	Glove_g34r5	0	34	5	0	100
40	21928	317	Glove_g34r6	0	34	6	0	100
40	21928	318	Glove_g34r7	0	34	7	0	100
40	21928	319	Glove_g34r8	0	34	8	0	100
40	21928	320	Glove_g34r9	0	34	9	0	100
0	21928	321	Glove_g34r10	0	34	10	100	0
20	24109	322	Glove_g35r0	0	35	0	0	100
20	24109	323	Glove_g35r1	0	35	1	0	100
20	24109	324	Glove_g35r2	0	35	2	0	100
30	24109	325	Glove_g35r3	0	35	3	0	100
30	24109	326	Glove_g35r4	0	35	4	0	100
30	24109	327	Glove_g35r5	0	35	5	0	100
40	24109	328	Glove_g35r6	0	35	6	0	100
40	24109	329	Glove_g35r7	0	35	7	0	100
40	24109	330	Glove_g35r8	0	35	8	0	100
40	24109	331	Glove_g35r9	0	35	9	0	100
0	24109	332	Glove_g35r10	0	35	10	100	0
20	24113	333	Glove_g36r0	0	36	0	0	100
20	24113	334	Glove_g36r1	0	36	1	0	100
20	24113	335	Glove_g36r2	0	36	2	0	100
30	24113	336	Glove_g36r3	0	36	3	0	100
30	24113	337	Glove_g36r4	0	36	4	0	100
30	24113	338	Glove_g36r5	0	36	5	0	100
40	24113	339	Glove_g36r6	0	36	6	0	100
40	24113	340	Glove_g36r7	0	36	7	0	100
40	24113	341	Glove_g36r8	0	36	8	0	100
40	24113	342	Glove_g36r9	0	36	9	0	100
0	24113	343	Glove_g36r10	0	36	10	100	0
20	192004	344	Glove_g37r0	0	37	0	0	100
20	192004	345	Glove_g37r1	0	37	1	0	100
20	192004	346	Glove_g37r2	0	37	2	0	100
30	192004	347	Glove_g37r3	0	37	3	0	100
30	192004	348	Glove_g37r4	0	37	4	0	100
30	192004	349	Glove_g37r5	0	37	5	0	100
40	192004	350	Glove_g37r6	0	37	6	0	100
40	192004	351	Glove_g37r7	0	37	7	0	100
40	192004	352	Glove_g37r8	0	37	8	0	100
40	192004	353	Glove_g37r9	0	37	9	0	100
0	192004	354	Glove_g37r10	0	37	10	100	0
20	192096	355	Glove_g38r0	0	38	0	0	100
20	192096	356	Glove_g38r1	0	38	1	0	100
20	192096	357	Glove_g38r2	0	38	2	0	100
30	192096	358	Glove_g38r3	0	38	3	0	100
30	192096	359	Glove_g38r4	0	38	4	0	100
30	192096	360	Glove_g38r5	0	38	5	0	100
40	192096	361	Glove_g38r6	0	38	6	0	100
40	192096	362	Glove_g38r7	0	38	7	0	100
40	192096	363	Glove_g38r8	0	38	8	0	100
40	192096	364	Glove_g38r9	0	38	9	0	100
0	192096	365	Glove_g38r10	0	38	10	100	0
20	192260	366	Glove_g39r0	0	39	0	0	100
20	192260	367	Glove_g39r1	0	39	1	0	100
20	192260	368	Glove_g39r2	0	39	2	0	100
30	192260	369	Glove_g39r3	0	39	3	0	100
30	192260	370	Glove_g39r4	0	39	4	0	100
30	192260	371	Glove_g39r5	0	39	5	0	100
40	192260	372	Glove_g39r6	0	39	6	0	100
40	192260	373	Glove_g39r7	0	39	7	0	100
40	192260	374	Glove_g39r8	0	39	8	0	100
40	192260	375	Glove_g39r9	0	39	9	0	100
0	192260	376	Glove_g39r10	0	39	10	100	0
10	21926	401	Boots_g41r0	0	41	0	0	100
10	21926	402	Boots_g41r1	0	41	1	0	100
10	21926	403	Boots_g41r2	0	41	2	0	100
20	21926	404	Boots_g41r3	0	41	3	0	100
20	21926	405	Boots_g41r4	0	41	4	0	100
20	21926	406	Boots_g41r5	0	41	5	0	100
30	21926	407	Boots_g41r6	0	41	6	0	100
30	21926	408	Boots_g41r7	0	41	7	0	100
30	21926	409	Boots_g41r8	0	41	8	0	100
0	21926	410	Boots_g41r9	0	41	9	100	0
20	21928	411	Boots_g42r0	0	42	0	0	100
20	21928	412	Boots_g42r1	0	42	1	0	100
20	21928	413	Boots_g42r2	0	42	2	0	100
30	21928	414	Boots_g42r3	0	42	3	0	100
30	21928	415	Boots_g42r4	0	42	4	0	100
30	21928	416	Boots_g42r5	0	42	5	0	100
40	21928	417	Boots_g42r6	0	42	6	0	100
40	21928	418	Boots_g42r7	0	42	7	0	100
40	21928	419	Boots_g42r8	0	42	8	0	100
40	21928	420	Boots_g42r9	0	42	9	0	100
0	21928	421	Boots_g42r10	0	42	10	100	0
20	24109	422	Boots_g43r0	0	43	0	0	100
20	24109	423	Boots_g43r1	0	43	1	0	100
20	24109	424	Boots_g43r2	0	43	2	0	100
30	24109	425	Boots_g43r3	0	43	3	0	100
30	24109	426	Boots_g43r4	0	43	4	0	100
30	24109	427	Boots_g43r5	0	43	5	0	100
40	24109	428	Boots_g43r6	0	43	6	0	100
40	24109	429	Boots_g43r7	0	43	7	0	100
40	24109	430	Boots_g43r8	0	43	8	0	100
40	24109	431	Boots_g43r9	0	43	9	0	100
0	24109	432	Boots_g43r10	0	43	10	100	0
20	24113	433	Boots_g44r0	0	44	0	0	100
20	24113	434	Boots_g44r1	0	44	1	0	100
20	24113	435	Boots_g44r2	0	44	2	0	100
30	24113	436	Boots_g44r3	0	44	3	0	100
30	24113	437	Boots_g44r4	0	44	4	0	100
30	24113	438	Boots_g44r5	0	44	5	0	100
40	24113	439	Boots_g44r6	0	44	6	0	100
40	24113	440	Boots_g44r7	0	44	7	0	100
40	24113	441	Boots_g44r8	0	44	8	0	100
40	24113	442	Boots_g44r9	0	44	9	0	100
0	24113	443	Boots_g44r10	0	44	10	100	0
20	192004	444	Boots_g45r0	0	45	0	0	100
20	192004	445	Boots_g45r1	0	45	1	0	100
20	192004	446	Boots_g45r2	0	45	2	0	100
30	192004	447	Boots_g45r3	0	45	3	0	100
30	192004	448	Boots_g45r4	0	45	4	0	100
30	192004	449	Boots_g45r5	0	45	5	0	100
40	192004	450	Boots_g45r6	0	45	6	0	100
40	192004	451	Boots_g45r7	0	45	7	0	100
40	192004	452	Boots_g45r8	0	45	8	0	100
40	192004	453	Boots_g45r9	0	45	9	0	100
0	192004	454	Boots_g45r10	0	45	10	100	0
20	192096	455	Boots_g46r0	0	46	0	0	100
20	192096	456	Boots_g46r1	0	46	1	0	100
20	192096	457	Boots_g46r2	0	46	2	0	100
30	192096	458	Boots_g46r3	0	46	3	0	100
30	192096	459	Boots_g46r4	0	46	4	0	100
30	192096	460	Boots_g46r5	0	46	5	0	100
40	192096	461	Boots_g46r6	0	46	6	0	100
40	192096	462	Boots_g46r7	0	46	7	0	100
40	192096	463	Boots_g46r8	0	46	8	0	100
40	192096	464	Boots_g46r9	0	46	9	0	100
0	192096	465	Boots_g46r10	0	46	10	100	0
20	192260	466	Boots_g47r0	0	47	0	0	100
20	192260	467	Boots_g47r1	0	47	1	0	100
20	192260	468	Boots_g47r2	0	47	2	0	100
30	192260	469	Boots_g47r3	0	47	3	0	100
30	192260	470	Boots_g47r4	0	47	4	0	100
30	192260	471	Boots_g47r5	0	47	5	0	100
40	192260	472	Boots_g47r6	0	47	6	0	100
40	192260	473	Boots_g47r7	0	47	7	0	100
40	192260	474	Boots_g47r8	0	47	8	0	100
40	192260	475	Boots_g47r9	0	47	9	0	100
0	192260	476	Boots_g47r10	0	47	10	100	0
3	21931 21928	500	Ring_g4r0	0	100	0	100	0
3	21931 21928	501	Ring_g4r1	0	100	1	100	0
3	21931 21928	502	Ring_g4r2	0	100	2	100	0
3	21931 21928	503	Ring_g4r3	0	100	3	100	0
4	21931 21928	504	Ring_g4r4	0	100	4	100	0
4	21931 21928	505	Ring_g4r5	0	100	5	100	0
4	21931 21928	506	Ring_g4r6	0	100	6	100	0
4	21931 21928	507	Ring_g4r7	0	100	7	100	0
5	21931 21928	508	Ring_g4r8	0	100	8	100	0
5	21931 21928	509	Ring_g4r9	0	100	9	100	0
0	21931 21928	510	Ring_g4r10	0	100	10	100	0
1	24110 24109	600	Ring_g5r0	0	101	0	100	0
2	24110 24109	601	Ring_g5r1	0	101	1	100	0
3	24110 24109	602	Ring_g5r2	0	101	2	100	0
4	24110 24109	603	Ring_g5r3	0	101	3	100	0
5	24110 24109	604	Ring_g5r4	0	101	4	100	0
6	24110 24109	605	Ring_g5r5	0	101	5	100	0
7	24110 24109	606	Ring_g5r6	0	101	6	100	0
8	24110 24109	607	Ring_g5r7	0	101	7	100	0
9	24110 24109	608	Ring_g5r8	0	101	8	100	0
10	24110 24109	609	Ring_g5r9	0	101	9	100	0
0	24110 24109	610	Ring_g5r10	0	101	10	100	0
20	192480	10000	Ear_g100r0	0	100	0	0	100
20	192480	10001	Ear_g100r1	0	100	1	0	100
20	192480	10002	Ear_g100r2	0	100	2	0	100
30	192480	10003	Ear_g100r3	0	100	3	0	100
30	192480	10004	Ear_g100r4	0	100	4	0	100
30	192480	10005	Ear_g100r5	0	100	5	0	100
40	192480	10006	Ear_g100r6	0	100	6	0	100
40	192480	10007	Ear_g100r7	0	100	7	0	100
40	192480	10008	Ear_g100r8	0	100	8	0	100
40	192480	10009	Ear_g100r9	0	100	9	0	100
0	192480	10010	Ear_g100r10	0	100	10	100	0
20	192480	10011	Belt_g101r0	0	101	0	0	100
20	192480	10012	Belt_g101r1	0	101	1	0	100
20	192480	10013	Belt_g101r2	0	101	2	0	100
30	192480	10014	Belt_g101r3	0	101	3	0	100
30	192480	10015	Belt_g101r4	0	101	4	0	100
30	192480	10016	Belt_g101r5	0	101	5	0	100
40	192480	10017	Belt_g101r6	0	101	6	0	100
40	192480	10018	Belt_g101r7	0	101	7	0	100
40	192480	10019	Belt_g101r8	0	101	8	0	100
40	192480	10020	Belt_g101r9	0	101	9	0	100
0	192480	10021	Belt_g101r10	0	101	10	100	0
20	192480	10022	neck_g102r0	0	102	0	0	100
20	192480	10023	neck_g102r1	0	102	1	0	100
20	192480	10024	neck_g102r2	0	102	2	0	100
30	192480	10025	neck_g102r3	0	102	3	0	100
30	192480	10026	neck_g102r4	0	102	4	0	100
30	192480	10027	neck_g102r5	0	102	5	0	100
40	192480	10028	neck_g102r6	0	102	6	0	100
40	192480	10029	neck_g102r7	0	102	7	0	100
40	192480	10030	neck_g102r8	0	102	8	0	100
40	192480	10031	neck_g102r9	0	102	9	0	100
0	192480	10032	neck_g102r10	0	102	10	100	0
20	192480	10033	Glove_g103r0	0	103	0	0	100
20	192480	10034	Glove_g103r1	0	103	1	0	100
20	192480	10035	Glove_g103r2	0	103	2	0	100
30	192480	10036	Glove_g103r3	0	103	3	0	100
30	192480	10037	Glove_g103r4	0	103	4	0	100
30	192480	10038	Glove_g103r5	0	103	5	0	100
40	192480	10039	Glove_g103r6	0	103	6	0	100
40	192480	10040	Glove_g103r7	0	103	7	0	100
40	192480	10041	Glove_g103r8	0	103	8	0	100
40	192480	10042	Glove_g103r9	0	103	9	0	100
0	192480	10043	Glove_g103r10	0	103	10	100	0
20	192480	10044	Boots_g104r0	0	104	0	0	100
20	192480	10045	Boots_g104r1	0	104	1	0	100
20	192480	10046	Boots_g104r2	0	104	2	0	100
30	192480	10047	Boots_g104r3	0	104	3	0	100
30	192480	10048	Boots_g104r4	0	104	4	0	100
30	192480	10049	Boots_g104r5	0	104	5	0	100
40	192480	10050	Boots_g104r6	0	104	6	0	100
40	192480	10051	Boots_g104r7	0	104	7	0	100
40	192480	10052	Boots_g104r8	0	104	8	0	100
40	192480	10053	Boots_g104r9	0	104	9	0	100
0	192480	10054	Boots_g104r10	0	104	10	100	0
20	192480	10055	Ring_g105r0	0	105	0	0	100
20	192480	10056	Ring_g105r1	0	105	1	0	100
20	192480	10057	Ring_g105r2	0	105	2	0	100
30	192480	10058	Ring_g105r3	0	105	3	0	100
30	192480	10059	Ring_g105r4	0	105	4	0	100
30	192480	10060	Ring_g105r5	0	105	5	0	100
40	192480	10061	Ring_g105r6	0	105	6	0	100
40	192480	10062	Ring_g105r7	0	105	7	0	100
40	192480	10063	Ring_g105r8	0	105	8	0	100
40	192480	10064	Ring_g105r9	0	105	9	0	100
0	192480	10065	Ring_g105r10	0	105	10	100	0
